,Concept_ID,es,de
333,Last::N,carga,Last
334,Gang::N,marcha,Gang
335,Schritt::N,paso,Schritt
336,Norden::N,norte,Norden
337,Süden::N,sur,Süden
338,Westen::N,oeste,Westen
339,Osten::N,este,Osten
340,Holz::N,madera,Holz
341,Brett::N,tabla,Brett
342,Platte::N,placa,Platte
343,Platte::N,plancha,Platte
344,Stütze::N,sostén,Stütze
345,Stütze::N,soporte,Stütze
346,Stange::N,vara,Stange
347,Stange::N,percha,Stange
348,Stock::N,palo,Stock
349,Stock::N,bastón,Stock
350,Stab::N,vara,Stab
351,Stab::N,bastón,Stab
352,Rohr::N,tubo,Rohr
353,Haus::N,casa,Haus
354,Heim::N,hogar,Heim
355,Ofen::N,estufa,Ofen
356,Fußboden::N,suelo,Fußboden
357,Tisch::N,mesa,Tisch
358,Stuhl::N,silla,Stuhl
359,Wiege::N,cuna,Wiege
360,Bett::N,cama,Bett
361,Regal::N,estantería,Regal
362,Kiste::N,caja,Kiste
363,Fenster::N,ventana,Fenster
364,Tür::N,puerta,Tür
365,Tor::N,puerta,Tor
366,Zaun::N,valla,Zaun
367,Zaun::N,cercado,Zaun
368,Dach::N,techo,Dach
369,Dach::N,tejado,Dach
370,Leiter::N,escalera,Leiter
371,Besen::N,escoba,Besen
372,Spaten::N,pala,Spaten
373,Schaufel::N,pala,Schaufel
374,Schaufel::N,paleta,Schaufel
375,Gabel::N,tenedor,Gabel
376,Löffel::N,cuchara,Löffel
377,Messer::N,cuchillo,Messer
378,Nagel::N,clavo,Nagel
379,Netz::N,red,Netz
380,Haken::N,gancho,Haken
381,Haken::N,corchete,Haken
382,Griff::N,asa,Griff
383,Griff::N,mango,Griff
384,Schloss::N,cerradura,Schloss
385,Bild::N,imagen,Bild
386,Figur::N,figura,Figur
387,Puppe::N,muñeca,Puppe
388,Beutel::N,bolsa,Beutel
389,Bündel::N,haz,Bündel
390,Tasche::N,bolso,Tasche
391,Eimer::N,cubo,Eimer
392,Deckel::N,tapa,Deckel
393,Deckel::N,tapadera,Deckel
394,Geschirr::N,vajilla,Geschirr
395,Sack::N,saco,Sack
396,Tasse::N,taza,Tasse
397,Topf::N,olla,Topf
398,Topf::N,marmita,Topf
399,Kessel::N,caldera,Kessel
400,Essen::N,comida,Essen
401,Nahrung::N,alimento,Nahrung
402,Speise::N,plato,Speise
403,Fleisch::N,carne,Fleisch
404,Getreide::N,cereales,Getreide
405,Brei::N,puré,Brei
406,Brei::N,papilla,Brei
407,Brot::N,pan,Brot
408,Scheibe::N,lonja,Scheibe
409,Scheibe::N,rebanada,Scheibe
410,Fett::N,grasa,Fett
411,Butter::N,mantequilla,Butter
412,Öl::N,aceite,Öl
413,Salz::N,sal,Salz
414,Suppe::N,sopa,Suppe
415,Honig::N,miel,Honig
416,Milch::N,leche,Milch
417,Tee::N,té,Tee
418,Leder::N,cuero,Leder
419,Wolle::N,lana,Wolle
420,Stoff::N,tela,Stoff
421,Stoff::N,tejido,Stoff
422,Nadel::N,aguja,Nadel
423,Faden::N,hilo,Faden
424,Knopf::N,botón,Knopf
425,Knoten::N,nudo,Knoten
426,Farbe::N,pintura,Farbe
427,Kleidung::N,ropa,Kleidung
428,Kleidung::N,vestidos,Kleidung
429,Hemd::N,camisa,Hemd
430,Kragen::N,cuello,Kragen
431,Ärmel::N,manga,Ärmel
432,Hose::N,pantalón,Hose
433,Gürtel::N,cinturón,Gürtel
434,Mütze::N,gorro,Mütze
435,Schuh::N,zapato,Schuh
436,Stiefel::N,bota,Stiefel
437,Ring::N,anillo,Ring
438,Band::N,cinta,Band
439,Kamm::N,peine,Kamm
440,Spiegel::N,espejo,Spiegel
441,Riemen::N,correa,Riemen
442,Schnur::N,cuerda,Schnur
443,Leine::N,correa,Leine
444,Decke::N,manta,Decke
445,Kissen::N,almohada,Kissen
446,Tuch::N,pañuelo,Tuch
447,Handtuch::N,toalla,Handtuch
448,Kraft::N,fuerza,Kraft
449,Stärke::N,fuerza,Stärke
450,Gesundheit::N,salud,Gesundheit
451,Krankheit::N,enfermedad,Krankheit
452,Schmerz::N,dolor,Schmerz
453,Wunde::N,llaga,Wunde
454,Wunde::N,herida,Wunde
455,Fieber::N,fiebre,Fieber
456,Arznei::N,medicina,Arznei
457,Arznei::N,medicamento,Arznei
458,Brücke::N,puente,Brücke
459,Brunnen::N,pozo,Brunnen
460,Weide::N,pasto,Weide
461,Pfad::N,sendero,Pfad
462,Weg::N,camino,Weg
463,Straße::N,vía,Straße
464,Straße::N,carretera,Straße
465,Dorf::N,aldea,Dorf
466,Dorf::N,pueblo,Dorf
467,Stadt::N,ciudad,Stadt
468,Brief::N,carta,Brief
469,Buch::N,libro,Buch
470,Buchstabe::N,letra,Buchstabe
471,Buchstabe::N,carácter,Buchstabe
472,Zeitung::N,diario,Zeitung
473,Zeitung::N,periódico,Zeitung
474,Leben::N,vida,Leben
475,Tod::N,muerte,Tod
476,Grab::N,tumba,Grab
477,Grab::N,sepulcro,Grab
478,Kirche::N,iglesia,Kirche
479,Sünde::N,pecado,Sünde
480,Gott::N,dios,Gott
481,Arbeiter::N,obrero,Arbeiter
482,Arbeiter::N,trabajador,Arbeiter
483,Chef::N,jefe,Chef
484,Meister::N,maestro,Meister
485,Arzt::N,médico,Arzt
486,Lehrer::N,profesor,Lehrer
487,Geld::N,dinero,Geld
488,Geschäft::N,negocio,Geschäft
489,Laden::N,tienda,Laden
490,Preis::N,precio,Preis
491,Ware::N,mercancía,Ware
492,Nutzen::N,provecho,Nutzen
493,Reichtum::N,riqueza,Reichtum
494,Welt::N,mundo,Welt
495,Land::N,país,Land
496,Staat::N,Estado,Staat
497,König::N,rey,König
498,Macht::N,poder,Macht
499,Macht::N,potencia,Macht
500,Grenze::N,frontera,Grenze
501,Krieg::N,guerra,Krieg
502,Feind::N,enemigo,Feind
503,Gewalt::N,violencia,Gewalt
504,Kampf::N,lucha,Kampf
505,Kampf::N,combate,Kampf
506,Bogen[Waffe]::N,arco,Bogen
507,Pfeil::N,flecha,Pfeil
508,Gewehr::N,fusil,Gewehr
509,Gewehr::N,escopeta,Gewehr
510,Fehler::N,error,Fehler
511,Lüge::N,mentira,Lüge
512,Schaden::N,daño,Schaden
513,Unglück::N,desgracia,Unglück
514,Schuld::N,culpa,Schuld
515,Alter::N,edad,Alter
516,Schluss::N,fin,Schluss
517,Schluss::N,final,Schluss
518,Zeit::N,tiempo,Zeit
519,Tag::N,día,Tag
520,Morgen::N,mañana,Morgen
521,Mittag::N,mediodía,Mittag
522,Abend::N,noche,Abend
523,Nacht::N,noche,Nacht
524,Woche::N,semana,Woche
525,Monat::N,mes,Monat
526,Jahr::N,año,Jahr
527,Frühling::N,primavera,Frühling
528,Sommer::N,verano,Sommer
529,Herbst::N,otoño,Herbst
530,Winter::N,invierno,Winter
531,Januar::N,enero,Januar
532,Februar::N,febrero,Februar
533,März::N,marzo,März
534,April::N,abril,April
535,Mai::N,mayo,Mai
536,Juni::N,junio,Juni
537,Juli::N,julio,Juli
538,August::N,agosto,August
539,September::N,septiembre,September
540,Oktober::N,octubre,Oktober
541,November::N,noviembre,November
542,Dezember::N,diciembre,Dezember
543,Montag::N,lunes,Montag
544,Dienstag::N,martes,Dienstag
545,Mittwoch::N,miércoles,Mittwoch
546,Donnerstag::N,jueves,Donnerstag
547,Freitag::N,viernes,Freitag
548,Samstag::N,sábado,Samstag
549,Sonntag::N,domingo,Sonntag
550,groß::A,grande,groß
551,klein::A,pequeño,klein
552,lang::A,largo,lang
553,kurz::A,corto,kurz
554,breit::A,ancho,breit
555,schmal::A,estrecho,schmal
556,dicht::A,denso,dicht
557,dick[Gegenstand]::A,grueso,dick
558,dünn::A,fino,dünn
559,dünn::A,delgado,dünn
560,fein::A,fino,fein
561,fein::A,delicado,fein
562,fest::A,firme,fest
563,fest::A,sólido,fest
564,flach::A,plano,flach
565,glatt::A,liso,glatt
566,hart::A,duro,hart
567,weich::A,muelle,weich
568,rund::A,redondo,rund
569,spitz::A,agudo,spitz
570,spitz::A,apuntado,spitz
571,scharf::A,agudo,scharf
572,scharf::A,afilado,scharf
573,stumpf::A,sin filo,stumpf
574,schwer::A,pesado,schwer
575,schön::A,bello,schön
576,schön::A,hermoso,schön
577,heiß::A,caluroso,heiß
578,warm::A,cálido,warm
579,warm::A,caliente,warm
580,kalt::A,frío,kalt
581,kühl::A,fresco,kühl
582,frisch::A,fresco,frisch
583,feucht::A,húmedo,feucht
584,nass::A,mojado,nass
585,trocken::A,seco,trocken
586,voll::A,lleno,voll
587,leer::A,vacío,leer
588,offen::A,abierto,offen
589,geschlossen::A,cerrado,geschlossen
590,sauber::A,limpio,sauber
591,schmutzig::A,sucio,schmutzig
592,roh::A,crudo,roh
593,reif::A,maduro,reif
594,lecker::A,rico,lecker
595,lecker::A,sabroso,lecker
596,süß::A,dulce,süß
597,bitter::A,amargo,bitter
598,sauer::A,agrio,sauer
599,hell::A,claro,hell
600,dunkel::A,oscuro,dunkel
601,schwarz::A,negro,schwarz
602,weiß::A,blanco,weiß
603,rot::A,rojo,rot
604,gelb::A,amarillo,gelb
605,blau::A,azul,blau
606,grün::A,verde,grün
607,grau::A,gris,grau
608,bunt::A,multicolor,bunt
609,billig::A,barato,billig
610,teuer::A,caro,teuer
611,wertvoll::A,valioso,wertvoll
612,wertvoll::A,precioso,wertvoll
613,blind::A,ciego,blind
614,taub::A,sordo,taub
615,kräftig::A,fuerte,kräftig
616,stark::A,fuerte,stark
617,stark::A,vigoroso,stark
618,schwach::A,débil,schwach
619,fett::A,obeso,fett
620,schlank::A,esbelto,schlank
621,hübsch::A,mono,hübsch
622,hübsch::A,guapo,hübsch
623,böse::A,malo,böse
624,dumm::A,tonto,dumm
625,dumm::A,estúpido,dumm
626,faul::A,vago,faul
627,faul::A,perezoso,faul
628,fleißig::A,aplicado,fleißig
629,fleißig::A,diligente,fleißig
630,geizig::A,avaro,geizig
631,klug::A,sensato,klug
632,klug::A,inteligente,klug
633,geschickt::A,hábil,geschickt
634,lieb::A,querido,lieb
635,lustig::A,alegre,lustig
636,sanft::A,suave,sanft
637,hungrig::A,hambriento,hungrig
638,krank::A,enfermo,krank
639,nackt::A,desnudo,nackt
640,traurig::A,triste,traurig
641,lebendig::A,vivo,lebendig
642,lebendig::A,viviente,lebendig
643,gut::A,bueno,gut
644,schlecht::A,malo,schlecht
645,richtig::A,justo,richtig
646,richtig::A,correcto,richtig
647,schlimm::A,malo,schlimm
648,schlimm::A,grave,schlimm
649,wahr::A,verídico,wahr
650,wahr::A,verdadero,wahr
651,alt::A,viejo,alt
652,neu::A,nuevo,neu
653,ehemalig::A,antiguo,ehemalig
654,alt[Lebewesen]::A,viejo,alt
655,jung::A,joven,jung
656,arm::A,pobre,arm
657,reich::A,rico,reich
658,bekannt::A,conocido,bekannt
659,berühmt::A,famoso,berühmt
660,berühmt::A,célebre,berühmt
661,fremd::A,extraño,fremd
662,verschieden::A,diverso,verschieden
663,verschieden::A,distinto,verschieden
664,verschieden::A,diferente,verschieden
665,nah::A,cercano,nah
666,fern::A,lejano,fern
667,linker::A,izquierdo,linker
668,rechter::A,derecho,rechter
669,anderer::A,otro,anderer
670,erster::A,primero,erster
671,zweiter::A,segundo,zweiter
672,dritter::A,tercero,dritter
673,letzter::A,último,letzter
674,allein::ADV,a solo,allein
675,auf einmal::ADV,de una vez,auf einmal
676,zusammen::ADV,juntos,zusammen
677,lange::ADV,mucho tiempo,lange
678,plötzlich::ADV,de repente,plötzlich
679,sofort::ADV,en seguida,sofort
680,später::ADV,más tarde,später
681,jetzt::ADV,ahora,jetzt
682,heute::ADV,hoy,heute
683,morgen::ADV,mañana,morgen
684,bald::ADV,pronto,bald
685,bald::ADV,en breve,bald
686,dann::ADV,luego,dann
687,dann::ADV,entonces,dann
688,gestern::ADV,ayer,gestern
689,einst::ADV,antaño,einst
690,damals::ADV,entonces,damals
691,danach::ADV,después,danach
692,vorher::ADV,antes,vorher
693,zuerst::ADV,primero,zuerst
694,einmal::ADV,una vez,einmal
695,manchmal::ADV,a veces,manchmal
696,oft::ADV,a menudo,oft
697,oft::ADV,con frecuencia,oft
698,immer::ADV,siempre,immer
699,niemals::ADV,jamás,niemals
700,hier::ADV,aquí,hier
701,hierhin::ADV,acá,hierhin
702,von hier::ADV,desde aquí,von hier
703,dort::ADV,ahí,dort
704,dort::ADV,allí,dort
705,dorthin::ADV,allí,dorthin
706,dorthin::ADV,hacia allí,dorthin
707,geradeaus::ADV,todo derecho,geradeaus
708,vorwärts::ADV,adelante,vorwärts
709,rückwärts::ADV,hacia atrás,rückwärts
710,zurück::ADV,atrás,zurück
711,unten::ADV,abajo,unten
712,hinab::ADV,hacia abajo,hinab
713,oben::ADV,arriba,oben
714,hinauf::ADV,hacia arriba,hinauf
715,überall::ADV,por todas partes,überall
716,nicht::ADV,no,nicht
717,ein wenig::ADV,un poco,ein wenig
718,kaum::ADV,apenas,kaum
719,sehr::ADV,muy,sehr
720,sehr::ADV,mucho,sehr
721,so::ADV,tan,so
722,noch::ADV,aún,noch
723,noch::ADV,todavía,noch
724,nur::ADV,solamente,nur
725,schon::ADV,ya,schon
726,wieder::ADV,de nuevo,wieder
727,vergebens::ADV,en vano,vergebens
728,vor::PRP,antes de,vor
729,vor::PRP,delante de,vor
730,hinter::PRP,tras,hinter
731,hinter::PRP,detrás de,hinter
732,unter::PRP,bajo,unter
733,unter::PRP,debajo de,unter
734,durch::PRP,por,durch
735,durch::PRP,a través de,durch
736,neben::PRP,al lado de,neben
737,zwischen::PRP,entre,zwischen
738,wegen::PRP,por,wegen
739,wegen::PRP,a causa de,wegen
740,dies::PRN,esto,dies
741,das::PRN,eso,das
742,das::PRN,esto,das
743,alles::PRN,todo,alles
744,ich::PRN,yo,ich
745,du::PRN,tú,du
746,er::PRN,él,er
747,wir::PRN,nosotros,wir
748,ihr::PRN,vosotros,ihr
749,sie::PRN,ellos,sie
750,was::FPRN,qué,was
751,wer::FPRN,quién,wer
752,wo::FADV,dónde,wo
753,wohin::FADV,adónde,wohin
754,wohin::FADV,hacia dónde,wohin
755,wie::FADV,cómo,wie
756,warum::FADV,por qué,warum
757,wieviel::FNUM,cuánto,wieviel
758,eins::NUM,uno,eins
759,zwei::NUM,dos,zwei
760,drei::NUM,tres,drei
761,vier::NUM,cuatro,vier
762,fünf::NUM,cinco,fünf
763,sechs::NUM,seis,sechs
764,sieben::NUM,siete,sieben
765,acht::NUM,ocho,acht
766,neun::NUM,nueve,neun
767,zehn::NUM,diez,zehn
768,elf::NUM,once,elf
769,zwölf::NUM,doce,zwölf
770,zwanzig::NUM,veinte,zwanzig
771,dreißig::NUM,treinta,dreißig
772,vierzig::NUM,cuarenta,vierzig
773,fünfzig::NUM,cincuenta,fünfzig
774,sechzig::NUM,sesenta,sechzig
775,siebzig::NUM,setenta,siebzig
776,achtzig::NUM,ochenta,achtzig
777,neunzig::NUM,noventa,neunzig
778,hundert::NUM,cien,hundert
779,hundert::NUM,ciento,hundert
780,tausend::NUM,mil,tausend
781,und::CNJ,y,und
782,oder::CNJ,o,oder
783,stehen::V,estar de pie,stehen
784,sitzen::V,estar sentado,sitzen
785,liegen::V,yacer,liegen
786,liegen::V,estar acostado,liegen
787,hängen::V,pender,hängen
788,werden::V,hacerse,werden
789,passieren::V,suceder,passieren
790,beginnen::V,iniciarse,beginnen
791,beginnen::V,principiar,beginnen
792,enden::V,acabar,enden
793,enden::V,terminar,enden
794,wechseln::V,variar,wechseln
795,wechseln::V,alternar,wechseln
796,aufgehen[Sonne]::V,salir,aufgehen
797,untergehen[Sonne]::V,ponerse,untergehen
798,untergehen[Sonne]::V,descender,untergehen
799,scheinen[Sonne]::V,brillar,scheinen
800,donnern::V,tronar,donnern
801,wehen::V,soplar,wehen
802,strömen::V,afluir,strömen
803,fließen::V,fluir,fließen
804,fließen::V,correr,fließen
805,sich drehen::V,girar,sich drehen
806,schwanken::V,vacilar,schwanken
807,schwingen::V,oscilar,schwingen
808,fallen::V,caer,fallen
809,brennen::V,arder,brennen
810,brennen::V,quemar,brennen
811,rauchen::V,humear,rauchen
