,Concept_ID,ml,sk
646,fleißig::A,അദ്ധ്വാനശീലമുള്ള,snaživý
647,fleißig::A,അദ്ധ്വാനശീലമുള്ള,usilovný
648,geizig::A,പിശുക്കനായ,skupý
649,geizig::A,പിശുക്കനായ,lakomý
650,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,múdry
651,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,bystrý
652,geschickt::A,പ്രതിഭാശാലി,zručný
653,geschickt::A,പ്രതിഭാശാലി,šikovný
654,lieb::A,പ്രിയപ്പെട്ട,milý
655,lustig::A,ആനന്ദകരമായ,veselý
656,sanft::A,സൌമ്യമായ,nežný
657,hungrig::A,വിശപ്പുള്ള,lačný
658,hungrig::A,വിശപ്പുള്ള,hladný
659,krank::A,അസുഖമുള്ള,chorý
660,krank::A,അസുഖമുള്ള,nemocný
661,nackt::A,നഡമായ,nahý
662,traurig::A,വിഷമമുള്ള,smutný
663,lebendig::A,ഉപജീവനം,živý
664,gut::A,നല്ല,dobrý
665,schlecht::A,മോശമായ,zlý
666,richtig::A,ശരിയായ,správny
667,schlimm::A,വൃത്തികെട്ട,zlý
668,schlimm::A,വൃത്തികെട്ട,nepríjemný
669,wahr::A,ശരിയായ,pravý
670,wahr::A,ശരിയായ,pravdivý
671,alt::A,പഴയ,starý
672,neu::A,പുതിയ,nový
673,ehemalig::A,മുൻ,bývalý
674,alt[Lebewesen]::A,വയസ്സുള്ള,starý
675,jung::A,കൌമാരമായ,mladý
676,arm::A,പാവപ്പെട്ട,chudobný
677,reich::A,സമ്പന്നമായ,bohatý
678,bekannt::A,പരിചിതമായ,známy
679,berühmt::A,പ്രശസ്തനായ,slávny
680,berühmt::A,പ്രശസ്തനായ,povestný
681,fremd::A,വൈദേശികമായ,cudzí
682,verschieden::A,വ്യത്യസ്തമായ,rôzny
683,verschieden::A,വ്യത്യസ്തമായ,rozličný
684,nah::A,അരികത്തുള്ള,blízky
685,fern::A,അകലെയുള്ള,ďaleký
686,linker::A,അവശേഷിച്ച,ľavý
687,rechter::A,വലത്തേ,pravý
688,anderer::A,മറ്റുള്ള,iný
689,anderer::A,മറ്റുള്ള,druhý
690,erster::A,ആദ്യത്തെ,prvý
691,zweiter::A,രണ്ടാം,druhý
692,dritter::A,മൂന്നാമത്,tretí
693,letzter::A,അവസാനത്തെ,ostatný
694,letzter::A,അവസാനത്തെ,posledný
695,allein::ADV,തനിച്ചുള്ള,sám
696,auf einmal::ADV,ഉടന്,zároveň
697,zusammen::ADV,ഒരുമിച്ച,spolu
698,zusammen::ADV,ഒരുമിച്ച,spoločne
699,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,dlho
700,plötzlich::ADV,പെട്ടെന്ന്,náhle
701,sofort::ADV,തത്ക്ഷണം,hneď
702,sofort::ADV,തത്ക്ഷണം,ihneď
703,später::ADV,പിന്നീട്,neskoršie
704,jetzt::ADV,ഇപ്പോൾ,teraz
705,heute::ADV,ഇന്ന്,dnes
706,morgen::ADV,നാളെ,zajtra
707,bald::ADV,ഉടനെ,skoro
708,dann::ADV,അപ്പോൾ,nato
709,dann::ADV,അപ്പോൾ,potom
710,gestern::ADV,ഇന്നലെ,včera
711,einst::ADV,പണ്ടൊരിക്കല്,kedysi
712,einst::ADV,പണ്ടൊരിക്കല്,niekedy
713,damals::ADV,അപ്പോൾ,vtedy
714,danach::ADV,പിന്നീട്,potom
715,danach::ADV,പിന്നീട്,podľa toho
716,vorher::ADV,മുൻപ്,napred
717,vorher::ADV,മുൻപ്,predtým
718,zuerst::ADV,ആദ്യം,najprv
719,einmal::ADV,ഒരിക്കൽ,raz
720,einmal::ADV,ഒരിക്കൽ,jedenkrát
721,manchmal::ADV,ചിലപ്പോൾ,občas
722,manchmal::ADV,ചിലപ്പോൾ,niekedy
723,oft::ADV,പലപ്പോഴും,často
724,immer::ADV,എപ്പോഴും,vždy
725,immer::ADV,എപ്പോഴും,ustavične
726,niemals::ADV,ഒരിക്കലും,nikdy
727,hier::ADV,ഇവിടെ,tu
728,hierhin::ADV,ഇവിടേക്ക്,sem
729,hierhin::ADV,ഇവിടേക്ക്,tade
730,von hier::ADV,ഇവിടെനിന്ന്,odtiaľto
731,dort::ADV,അവിടെ,tam
732,dorthin::ADV,അവിടേക്ക്,ta
733,dorthin::ADV,അവിടേക്ക്,tam
734,geradeaus::ADV,മുമ്പിൽ,rovno
735,geradeaus::ADV,മുമ്പിൽ,priamo
736,geradeaus::ADV,മുമന്നോട്ട്,rovno
737,geradeaus::ADV,മുമന്നോട്ട്,priamo
738,vorwärts::ADV,മുന്നോട്ട്,napred
739,rückwärts::ADV,തലതിരിച്ച്,nazad
740,zurück::ADV,പുറകിലേക്ക്,späť
741,zurück::ADV,പുറകിലേക്ക്,naspäť
742,unten::ADV,താഴെ,dolu
743,unten::ADV,താഴെ,naspodku
744,hinab::ADV,താഴേക്ക്,dolu
745,oben::ADV,മുകളിൽ,hore
746,oben::ADV,മുകളിൽ,navrchu
747,hinauf::ADV,മുകളിൽ,hore
748,hinauf::ADV,മുകളിൽ,navrch
749,überall::ADV,എല്ലായിടത്തും,všade
750,nicht::ADV,ഇല്ല,nie
751,ein wenig::ADV,കുറച്ച്,trocha
752,kaum::ADV,കഷ്ടിച്ച്,ledva
753,sehr::ADV,വളരെ,veľmi
754,so::ADV,അങ്ങനെ,tak
755,so::ADV,അങ്ങനെ,takto
756,noch::ADV,ഇപ്പോഴും,ešte
757,nur::ADV,മാത്രം,len
758,schon::ADV,നേരത്തേ തന്നെ,už
759,wieder::ADV,വീണ്ടും,zasa
760,vergebens::ADV,വിഫല,márne
761,vergebens::ADV,വിഫല,nadarmo
762,vor::PRP,മുമ്പിൽ,pred
763,hinter::PRP,പുറകിൽ,za
764,unter::PRP,കീഴിൽ,pod
765,durch::PRP,ഉള്ളിലൂടെ,cez
766,neben::PRP,അടുത്ത്,pri
767,neben::PRP,അടുത്ത്,vedľa
768,zwischen::PRP,ഇടയ്ക്ക്,medzi
769,wegen::PRP,നിമിത്തം,pre
770,wegen::PRP,നിമിത്തം,kvôli
771,dies::PRN,ഇത്,to
772,dies::PRN,ഇത്,táto
773,das::PRN,അത്,to
774,alles::PRN,എല്ലാം,všetko
775,ich::PRN,ഞാൻ,ja
776,du::PRN,നിങ്ങൾ,ty
777,er::PRN,അദ്ദേഹം,on
778,er::PRN,അയാൾ,on
779,er::PRN,അവൻ,on
780,er::PRN,അവർ,on
781,er::PRN,അവൾ,on
782,wir::PRN,നമ്മൾ,my
783,ihr::PRN,നിങ്ങൾ,vy
784,sie::PRN,അവർ,oni
785,was::FPRN,എന്ത്,čo
786,wer::FPRN,ആര്,kto
787,wo::FADV,എവിടെ,kde
788,wohin::FADV,എവിടേക്ക്,kam
789,wie::FADV,എങ്ങനെ,ako
790,warum::FADV,എന്തുകൊണ്ട്,prečo
791,wieviel::FNUM,എത്ര,koľko
792,eins::NUM,ഒന്ന്,jeden
793,zwei::NUM,രണ്ട്,dva
794,drei::NUM,മൂന്ന്,tri
795,vier::NUM,നാല്,štyri
796,fünf::NUM,അഞ്ച്,päť
797,sechs::NUM,ആറ്,šesť
798,sieben::NUM,ഏഴ്,sedem
799,acht::NUM,എട്ട്,osem
800,neun::NUM,ഒമ്പത്,deväť
801,zehn::NUM,പത്ത്,desať
802,elf::NUM,പതിനൊന്ന്,jedenásť
803,zwölf::NUM,പന്ത്രണ്ട്,dvanásť
804,zwanzig::NUM,ഇരുപത്,dvadsať
805,dreißig::NUM,മുപ്പത്,tridsať
806,vierzig::NUM,നാൽപ്പത്,štyridsať
807,fünfzig::NUM,അൻപത്,päťdesiat
808,sechzig::NUM,അറുപത്,šesťdesiat
809,siebzig::NUM,എഴുപത്,sedemdesiat
810,achtzig::NUM,എൺപത്,osemdesiat
811,neunzig::NUM,തൊണ്ണൂറ്,deväťdesiat
812,hundert::NUM,നൂറ്,sto
813,tausend::NUM,ആയിരം,tisíc
814,und::CNJ,ഉം,i
815,oder::CNJ,അഥവാ,alebo
816,stehen::V,നിൽക്കുക,stáť
817,sitzen::V,ഇരിക്കുക,sedieť
818,liegen::V,കിടക്കുക,ležať
819,hängen::V,തൂങ്ങുക,visieť
820,werden::V,ആയിത്തീരുക,stať sa
821,passieren::V,സംഭവിക്കുക,stať sa
822,beginnen::V,ആരംഭിക്കുക,začať sa
823,enden::V,അവസാനിപ്പിക്കുക,končiť sa
824,wechseln::V,മാറ്റുക,meniť sa
825,aufgehen[Sonne]::V,ഉയരുക,vychádzať
826,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,zapadnúť
827,scheinen[Sonne]::V,പ്രകാശിക്കുക,svietiť
828,donnern::V,ഇടിവെട്ടുക,hrmieť
829,wehen::V,വീശുക,viať
830,strömen::V,ഒഴുകുക,prúdiť
831,fließen::V,ഒഴുകുക,tiecť
832,sich drehen::V,ചുറ്റുക,točiť sa
833,sich drehen::V,ചുറ്റുക,krútiť sa
834,sich drehen::V,കറക്കുക,točiť sa
835,sich drehen::V,കറക്കുക,krútiť sa
836,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,kolísať
837,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,klátiť sa
838,schwingen::V,ആടുക,kývať sa
839,schwingen::V,ആടുക,chvieť sa
840,fallen::V,വീഴുക,padať
841,brennen::V,കത്തുക,páliť
842,brennen::V,കത്തുക,horieť
843,rauchen::V,പുകയുക,dymiť sa
844,regnen::V,മഴ_പെയ്യുക,pršať
845,gefrieren::V,തണത്ത്_മരവിക്കുക,zamrznút
846,tauen::V,അലിയുക,taviť sa
847,schmelzen::V,ഉരുകുക,taviť sa
848,trocknen::V,വരളുക,schnúť
849,sieden::V,തിളപ്പിക്കുക,vrieť
850,faulen::V,ചീയുക,hniť
851,verfaulen::V,അഴുകുക,zhniť
852,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,pretrhnúť sa
853,versinken::V,മുക്കുക,zapadnúť
854,versinken::V,മുക്കുക,potopiť sa
855,vergehen::V,കടന്നുപോകുക,plynúť
856,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,objaviť sa
857,verschwinden::V,അദൃശ്യമാകുക,zmiznúť
858,sinken::V,താഴുക,klesať
859,abnehmen::V,കുറിയുക,ubúdať
860,zunehmen::V,വർദ്ധിക്കുക,pribúdať
861,steigen::V,ഉയരുക,stúpať
862,wachsen::V,വളരുക,rásť
863,glänzen::V,മിന്നുക,jagať sa
864,glänzen::V,മിന്നുക,lesknúť sa
865,funkeln::V,തിളങ്ങുക,iskriť sa
866,lärmen::V,ശബ്ദമുണ്ടാക്കുക,lomoziť
867,läuten::V,മണിമുഴങ്ങുക,cengať
868,klingeln::V,ചിലമ്പുക,zvoniť
869,klirren::V,കിലുക്കുക,rinčať
870,brausen::V,മുഴങ്ങുക,hučať
871,rauschen::V,അനങ്ങുക,šumieť
872,klingen::V,മുഴക്കുക,znieť
873,klingen::V,മുഴക്കുക,zvoniť
874,bellen::V,കുരയ്ക്കുക,štekať
875,bellen::V,കുരയ്ക്കുക,brechať
876,heulen::V,ഓരിയിടുക,vyť
877,blasen::V,ഊതുക,duť
878,blasen::V,ഊതുക,fúkať
879,pfeifen::V,വിസിലടിക്കുക,pískať
880,pfeifen::V,വിസിലടിക്കുക,hvízdať
881,schreien::V,ആക്രോശിക്കുക,kričať
882,stöhnen::V,അരക്കം,stenať
883,stöhnen::V,ആർത്തനാദം,stenať
884,zittern::V,വിറയ്ക്കുക,triasť sa
885,leben::V,താമസിക്കുക,žiť
886,geboren werden::V,ജനിക്കുക,narodiť sa
887,atmen::V,ശ്വസിക്കുക,dýchať
888,trinken::V,കുടിക്കുക,piť
889,essen::V,കഴിക്കുക,jesť
890,schlucken::V,വിഴുങ്ങുക,zhltnuť
891,müde werden::V,ക്ഷീണിക്കുക,unaviť sa
892,einschlafen::V,നിദ്രിക്കുക,usnúť
893,einschlafen::V,നിദ്രിക്കുക,zaspať
894,schlafen::V,ഉറങ്ങുക,spať
895,aufwachen::V,ഉണരുക,zobudiť sa
896,aufstehen::V,എഴുന്നേൽക്കുക,vstať
897,sich erholen::V,വിശ്രമിക്കുക,zotavovať sa
898,sich erholen::V,വിശ്രമിക്കുക,oddýchovať si
899,krank werden::V,ദീനംപിടിക്കുക,ochorieť
900,krank sein::V,രോഗികളാകുക,chorieť
901,krank sein::V,രോഗികളാകുക,byť chorý
902,schmerzen::V,വേദനിക്കുക,bolieť
903,husten::V,ചുമയ്ക്കുക,kašľať
904,genesen::V,സുഖപ്പെടുക,uzdraviť sa
905,sterben::V,മരിക്കുക,umrieť
906,sterben::V,മരിക്കുക,zomrieť
907,umkommen::V,മരിക്കുക,zahynúť
908,sich bewegen::V,സ്ഥലം_മാറുക,pohybovať sa
909,sich rühren::V,ചലിക്കുക,hnúť sa
910,sich erheben::V,നിൽക്കുക,zdvihnúť sa
911,sich setzen::V,ഇരിക്കുക,sadnúť si
912,hinfallen::V,വീഴുക,spadnúť
913,laufen::V,നടക്കുക,bežať
914,schreiten::V,നടക്കുക,kráčať
915,spazierengehen::V,ഉലാത്തുക,prechádzať sa
916,eilen::V,പാഞ്ഞെത്തുക,súriť
917,sich beeilen::V,തിരിക്കുകൂട്ടുക,ponáhľať sa
918,sich beeilen::V,തിടുക്കം_കാട്ടുക,ponáhľať sa
919,sausen::V,കുതിക്കുക,hučať
920,rennen::V,ഓടുക,bežať
921,springen::V,ചാടുക,skákať
922,klettern::V,കയറുക,liezť
923,schaukeln::V,ഇളകുക,húpať
924,schaukeln::V,ഇളകുക,hojdať
925,kriechen::V,പതുങ്ങികയറുക,liezť
926,kriechen::V,പതുങ്ങികയറുക,plaziť sa
927,schwimmen::V,നീന്തുക,plávať
928,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,ponoriť sa
929,rudern::V,തുഴയുക,veslovať
930,fahren::V,വാഹനം ഓടിക്കുക,ísť
931,fahren::V,വാഹനം ഓടിക്കുക,jazdiť
932,fliegen::V,പറക്കുക,letieť
933,gehen::V,പോകുക,ísť
934,weggehen::V,വിടുക,odísť
935,weggehen::V,വിടുക,odchádzať
936,abfahren::V,പുറപ്പെടുക,odcestovať
937,anhalten::V,നിർത്തുക,zadržať sa
938,anhalten::V,നിർത്തുക,zastaviť sa
939,hineingehen::V,പ്രവേശിക്കുക,vchádzať
940,eintreten::V,പ്രവേശിക്കുക,vojsť
941,eintreten::V,പ്രവേശിക്കുക,vstúpiť
942,kommen::V,വരുക,prísť
943,ankommen::V,എത്തിച്ചേരുക,prísť
944,ankommen::V,എത്തിച്ചേരുക,doraziť
945,zurückkommen::V,തിരിച്ചു വരുക,vrátiť sa
946,bleiben::V,തുടരുക,ostať
947,bleiben::V,തുടരുക,zostať
948,warten::V,കാത്തിരിക്കുക,čakať
949,erwarten::V,പ്രതീക്ഷിക്കുക,očakávať
950,suchen::V,തിരയുക,hľadať
951,finden::V,കണ്ടെത്തുക,nájsť
952,versuchen::V,ശ്രമിക്കുക,skúsiť
953,versuchen::V,ശ്രമിക്കുക,pokúsiť sa
954,vorbereiten::V,തയ്യാറെടുക്കുക,pripraviť
955,lieben::V,സ്നേഹിക്കുക,ľúbiť
956,lieben::V,സ്നേഹിക്കുക,milovať
957,mögen::V,ഇഷ്ടപ്പെടുക,mať rád
958,lachen::V,ചിരിക്കുക,smiať sa
959,rühren::V,ഹൃദയം സ്പർശിക്കുക,dojať
960,weinen::V,തേങ്ങുക,plakať
961,schimpfen::V,പിറുപിറുക്കുക,nadávať
962,sich ärgern::V,കോപിക്കുക,hnevať sa
963,sich ärgern::V,കോപിക്കുക,zlostiť sa
964,sich fürchten::V,പേടിക്കുക,báť sa
965,fürchten::V,പേടിക്കുക,báť sa
966,fliehen::V,രക്ഷപ്പെടുക,utekať
967,flüchten::V,രക്ഷപ്പെടുക,utiecť
968,sehen::V,കാണുക,vidieť
969,anschauen::V,നോക്കുക,pozrieť sa na
970,ansehen::V,നോക്കുക,pozrieť
971,hören::V,കേൾക്കുക,počúvať
972,zuhören::V,ശ്രദ്ധിക്കുക,počúvať
973,probieren::V,രുചിയുള്ളതായി_തോന്നുക,ochutnať
974,riechen::V,മണത്തു_നോക്കുക,ňuchať
975,fühlen::V,സ്പർശിച്ചറിയുക,cítiť
976,fühlen::V,സ്പർശിച്ചറിയുക,pociťovať
977,scheinen::V,കാണപ്പെടുക,zdať sa
978,zu sehen sein::V,വെളിച്ചപ്പെടുക,byť vidieť
979,vernehmen::V,കേൾക്കുക,počuť
980,frieren::V,വിറയ്ക്കുക,mrznúť
981,frieren::V,വിറയ്ക്കുക,oziabať
982,tun::V,ചെയ്യുക,robiť
983,können::V,കഴിയുക,môcť
984,wollen::V,വേണുക,chcieť
985,anfangen::V,തുടങ്ങുക,začať
986,beenden::V,പൂർത്തിയാക്കുക,skončiť
987,aufhören::V,നിർത്തുക,prestať
988,gelingen::V,വിജയിക്കുക,podariť sa
989,geraten::V,പരിണമിക്കുക,dariť sa
990,öffnen::V,തുറക്കുക,otvoriť
991,schließen::V,അടയ്ക്കുക,zavrieť
992,stellen::V,വയ്ക്കുക,postaviť
993,setzen::V,വയ്ക്കുക,posadiť
994,legen::V,ഇടുക,klásť
995,legen::V,ഇടുക,položiť
996,berühren::V,തൊടുക,dotykať sa
997,verbinden::V,ഘടിപ്പിക്കുക,spojiť
998,bedecken::V,മുടുക,pokryť
999,aufhängen::V,കെട്ടിതൂക്കുക,zavesiť
1000,anzünden::V,കത്തിക്കുക,zapáliť
1001,aufheben::V,പെറുക്കിയെടുക്കുക,zdvihnúť
1002,zurücklassen::V,വച്ചുപോരുക,zanechať
1003,verlieren::V,നഷ്ടപ്പെടുക,stratiť
1004,fallen lassen::V,വീഴ്ത്തുക,pustiť
1005,machen::V,ഉണ്ടാക്കുക,robiť
1006,herstellen::V,ഉൽപാദിപ്പിക്കുക,vyrobiť
1007,bauen::V,നിർമ്മിക്കുക,stavať
1008,bauen::V,നിർമ്മിക്കുക,budovať
1009,reparieren::V,നന്നാക്കുക,opraviť
1010,verbessern::V,മെച്ചപ്പെടുക,zlepšiť
1011,ändern::V,മാറ്റംവരുത്തുക,zmeniť
1012,ändern::V,മാറ്റംവരുത്തുക,preinačiť
1013,graben::V,കുഴിക്കുക,ryť
1014,graben::V,കുഴിക്കുക,kopať
1015,beugen::V,വണങ്ങുക,ohnúť
1016,biegen::V,കുനിയുക,ohnúť
1017,drehen::V,തിരിക്കുക,točiť
1018,drehen::V,തിരിക്കുക,krútiť
1019,wenden::V,തിരിയുക,obrátiť
1020,wenden::V,തിരിയുക,prevrátiť
1021,umdrehen::V,തിരിയുക,otočiť
1022,umdrehen::V,തിരിയുക,obrátiť
1023,heben::V,ഉയർത്തുക,dvíhať
1024,heben::V,ഉയർത്തുക,povzniesť
1025,hochheben::V,ഉയർത്തുക,zdvihnúť
1026,ergreifen::V,ബലമായി_പിടിക്കുക,uchopiť sa
1027,halten::V,പിടിക്കുക,držať
1028,drücken::V,അമർത്തുക,tisnúť
1029,schieben::V,തള്ളുക,posunovať
1030,kratzen::V,ചുരണ്ടുക,škrabať
1031,lecken::V,നക്കുക,lízať
1032,beißen::V,കടിക്കുക,kúsať
1033,abreißen::V,കീറിക്കളയുക,odtrhnúť
1034,abschneiden::V,മുറിച്ചുമാറ്റുക,odrezať
1035,abschneiden::V,മുറിച്ചുമാറ്റുക,odkrojiť
1036,binden::V,കെട്ടുക,zaviazať
1037,binden::V,കെട്ടുക,priviazať
1038,stecken::V,തുളയ്ക്കുക,strčiť
1039,brechen::V,ഉടയുക,zlomiť
1040,klopfen::V,തട്ടുക,tĺcť
1041,klopfen::V,തട്ടുക,klopať
1042,hauen::V,അടിക്കുക,nabiť
1043,kleben::V,ഒട്ടിക്കുക,lepiť
1044,kleben::V,ഒട്ടിക്കുക,nalepiť
1045,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,trieť
1046,streichen::V,പടർത്തുക,namazať
1047,schleifen::V,പൊടിക്കുക,ostríť
1048,schneiden::V,മുറിക്കുക,rezať
1049,schneiden::V,മുറിക്കുക,strihať
1050,rütteln::V,മുട്ടുക,triasť
1051,rütteln::V,മുട്ടുക,lomcovať
1052,schütteln::V,കുലുക്കുക,triasť
1053,schütteln::V,കുലുക്കുക,potriasť
1054,schwenken::V,ആടുക,mávať
1055,schütten::V,ഒഴിക്കുക,sypať
1056,füllen::V,നിറയ്ക്കുക,plniť
1057,einwickeln::V,പൊതിയുക,zabaliť
1058,tragen::V,വഹിക്കുക,niesť
1059,schleppen::V,വലിച്ചിഴയ്ക്കുക,vliecť
1060,ziehen::V,വലിക്കുക,ťahať
1061,aufbewahren::V,വയ്ക്കുക,uložiť
1062,aufbewahren::V,വയ്ക്കുക,uschovať
1063,werfen::V,എറിയുക,hodiť
1064,werfen::V,എറിയുക,vrhnúť
1065,fangen::V,പിടിക്കുക,chytať
1066,packen::V,തട്ടിപ്പറിക്കുക,baliť
1067,packen::V,തട്ടിപ്പറിക്കുക,chytiť
1068,verstecken::V,മറയ്ക്കുക,skryť
1069,verstecken::V,മറയ്ക്കുക,schovať
1070,teilen::V,വിഭജിക്കുക,podeliť
1071,teilen::V,വിഭജിക്കുക,rozdeliť
1072,schicken::V,അയയ്ക്കുക,posielať
1073,bringen::V,കൊണ്ടുവരുക,priniesť
1074,hinzufügen::V,കൂട്ടുക,pripojiť
1075,bekommen::V,കിട്ടുക,dostať
1076,erhalten::V,സ്വീകരിക്കുക,prijať
1077,nehmen::V,എടുക്കുക,vziať
1078,wählen::V,തിരഞ്ഞെടുക്കുക,voliť
1079,auswählen::V,തിരഞ്ഞെടുക്കുക,vybrať
1080,auswählen::V,തിരഞ്ഞെടുക്കുക,vyvoliť
1081,bewahren::V,പുലർത്തുക,zachovať
1082,behindern::V,തടയിടുക,zavadzať
1083,behindern::V,തടയിടുക,byť v ceste
1084,verderben::V,നശിപ്പിക്കുക,skaziť
1085,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ublížiť
1086,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,poškodiť
1087,zerbrechen::V,ഉടയുക,rozbiť
1088,zerbrechen::V,ഉടയുക,prelomiť
1089,zerreißen::V,കീറുക,pretrhnúť
1090,zerstören::V,നശിപ്പിക്കുക,zničiť
1091,verbrennen::V,കത്തിനശിക്കുക,spáliť
1092,verbrennen::V,കത്തിച്ചുകളയുക,spáliť
1093,geben::V,കൊടുക്കുക,dať
1094,geben::V,തരുക,dať
1095,reichen::V,കൈമാറുക,podať
1096,schenken::V,സമ്മാനം കൊടുക്കുക,darovať
1097,versprechen::V,വാഗ്ദാനം_നൽകുക,sľúbiť
1098,wünschen::V,ആഗ്രഹിക്കുക,želať
1099,loben::V,പുകഴ്ത്തുക,chváliť
1100,küssen::V,ഉമ്മവയ്ക്കുക,bozkať
1101,wiegen::V,ഇളകുക,kolísať
1102,zudecken::V,മുടുക,prikryť
1103,wecken::V,ഉണർത്തുക,zobudiť
1104,zeigen::V,കാണിക്കുക,ukázať
1105,führen::V,നടത്തുക,viesť
1106,lehren::V,പഠിപ്പിക്കുക,učiť
1107,unterrichten::V,പരിശീലിപ്പിക്കുക,vyučovať
1108,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,vychovať
1109,leiten::V,നയിക്കുക,viesť
1110,antreiben::V,പ്രേരിപ്പിക്കുക,popudiť
1111,lassen::V,അനുവദിക്കുക,dať
1112,einladen::V,ക്ഷണിക്കുക,pozvať
1113,einladen::V,ക്ഷണിക്കുക,povolať
1114,vereinigen::V,കൂടിച്ചേരുക,spojiť
1115,vereinigen::V,കൂടിച്ചേരുക,zjednotiť
1116,besuchen::V,സന്ദർശിക്കുക,navštíviť
1117,treffen::V,തമ്മിൽ കാണുക,stretnúť
1118,sich versammeln::V,സംയോജിപ്പിക്കുക,zhromaždiť sa
1119,spielen::V,കളിക്കുക,hrať
1120,singen::V,പാടുക,spievať
1121,tanzen::V,നൃത്തം ചെയ്യുക,tancovať
1122,sich trennen::V,നേർപെടുത്തുക,rozísť sa
1123,verlassen::V,പിൻവാങ്ങുക,opustiť
1124,retten::V,രക്ഷിക്കുക,zachrániť
1125,bewachen::V,കാവൽനിൽക്കുക,strážiť
1126,schützen::V,പരിരക്ഷിക്കുക,chrániť
1127,verteidigen::V,പ്രതിരോധിക്കുക,brániť
1128,sich schlagen::V,കലഹിക്കുക,biť sa
1129,schießen::V,വെടിവെക്കുക,streliť
1130,schießen::V,വെടിവെക്കുക,strieľať
1131,siegen::V,വിജയിക്കുക,zvíťaziť
1132,ärgern::V,വിഷമിപ്പിക്കുക,hnevať
1133,ärgern::V,വിഷമിപ്പിക്കുക,zlostiť
1134,schlagen::V,അടിക്കുക,biť
1135,schlagen::V,അടിക്കുക,udrieť
1136,treten::V,തൊഴിക്കുക,kopnúť
1137,stechen::V,കുത്തുക,bodnúť
1138,stechen::V,കുത്തുക,pichnúť
1139,stoßen::V,തള്ളുക,udrieť
1140,stehlen::V,മോഷ്ടിക്കുക,kradnúť
1141,stören::V,ശല്യപ്പെടുത്തുക,vyrušiť
1142,belästigen::V,മെനക്കെടുക,obťažovať
1143,verbergen::V,മറയ്ക്കുക,skryť
1144,verbergen::V,ഒളിക്കുക,skryť
1145,täuschen::V,കബളിപ്പിക്കുക,sklamať
1146,betrügen::V,ചതിക്കുക,klamať
1147,betrügen::V,ചതിക്കുക,podvádzať
1148,töten::V,കൊല്ലുക,zabiť
1149,töten::V,കൊല്ലുക,usmrtiť
1150,wohnen::V,താമസിക്കുക,bývať
1151,arbeiten::V,ജോലിചെയ്യുക,pracovať
1152,sammeln::V,സഞ്ചയിക്കുക,zbierať
1153,pflücken::V,പറിച്ചെടുക്കുക,trhať
1154,pflücken::V,പറിച്ചെടുക്കുക,oberať
1155,jagen::V,വേട്ടയാടുക,poľovať
1156,fischen::V,മീൻ പിടിക്കുക,loviť ryby
1157,fischen::V,മീൻ പിടിക്കുക,chytať ryby
1158,fassen::V,പിടിക്കുക,uloviť
1159,hüten::V,ചേർക്കുക,pásť
1160,treiben::V,വാഹനം_ഓടിക്കുക,hnať
1161,anbinden::V,കെട്ടിയിടുക,priviazať
1162,füttern::V,തീറ്റുക,kŕmiť
1163,melken::V,പാലുകറക്കുക,dojiť
1164,hacken::V,വെട്ടിമുറിക്കുക,seknúť
1165,gießen::V,നനയ്ക്കുക,polievať
1166,reifen::V,പാകമാകുക,dozrieť
1167,zubereiten::V,പാചകം_ചെയ്യുക,pripraviť
1168,kochen::V,വേവിക്കുക,variť
1169,backen::V,ബേക്ക് ചെയ്യുക,piecť
1170,backen::V,ബേക്ക് ചെയ്യുക,smažiť
1171,braten::V,പോരിക്കുക,piecť
1172,braten::V,പോരിക്കുക,pražiť
1173,umrühren::V,ഇളക്കുക,pomiešať
1174,stricken::V,മെടയുക,pliesť
1175,nähen::V,തുന്നുക,šiť
1176,färben::V,ചായം പൂശുക,zafarbiť
1177,reinigen::V,വൃത്തിയാക്കുക,čistiť
1178,waschen::V,കഴുകുക,myť
1179,abwischen::V,തുടയ്ക്കുക,utrieť
1180,spülen::V,കഴുകുക,vyplachovať
1181,fegen::V,അടിച്ചുവാരുക,zametať
1182,kehren::V,അടിച്ചുവാരുക,zametať
1183,baden::V,നീന്തിത്തുടിക്കുക,kúpať sa
1184,sich waschen::V,കഴുകുക,umývať sa
1185,ausziehen::V,ഇഴുക്കുക,zobliecť
1186,anziehen::V,ഉടുക്കുക,obliecť
1187,sich anziehen::V,ധരിച്ച നേടുകയുക,obliecť sa
1188,kämmen::V,മുടിചീകുക,česať
1189,schmücken::V,അലങ്കരിക്കുക,ozdobiť
1190,sagen::V,പറയുക,povedať
