,Concept_ID,de,et
282,Hälfte::N,Hälfte,pool
283,Kreis::N,Kreis,ring
284,Kreuz::N,Kreuz,rist
285,Linie::N,Linie,joon
286,Strich::N,Strich,joon
287,Abstand::N,Abstand,vahe
288,Entfernung::N,Entfernung,kaugus
289,Entfernung::N,Entfernung,vahemaa
290,Gegend::N,Gegend,ümbrus
291,Platz::N,Platz,ruum
292,Ort::N,Ort,paik
293,Seite::N,Seite,pool
294,Mitte::N,Mitte,keskpaik
295,Gegenstand::N,Gegenstand,ese
296,Sache::N,Sache,ese
297,Rand::N,Rand,äär
298,Rand::N,Rand,serv
299,Kante::N,Kante,kant
300,Ecke::N,Ecke,nurk
301,Spitze::N,Spitze,teravik
302,Ende::N,Ende,ots
303,Ende::N,Ende,jupp
304,Loch::N,Loch,auk
305,Winkel::N,Winkel,nurk
306,Muster::N,Muster,muster
307,Größe::N,Größe,suurus
308,Länge::N,Länge,pikkus
309,Höhe::N,Höhe,kõrgus
310,Gewicht::N,Gewicht,kaal
311,Gewicht::N,Gewicht,raskus
312,Menge::N,Menge,arv
313,Menge::N,Menge,hulk
314,Haufen::N,Haufen,hunnik
315,Reihe::N,Reihe,rivi
316,Boot::N,Boot,paat
317,Ruder::N,Ruder,aer
318,Schlitten::N,Schlitten,saan
319,Ski::N,Ski,suusk
320,Lagerfeuer::N,Lagerfeuer,lõke
321,Last::N,Last,koorem
322,Gang::N,Gang,käik
323,Schritt::N,Schritt,samm
324,Norden::N,Norden,põhi
325,Süden::N,Süden,lõuna
326,Westen::N,Westen,lääs
327,Osten::N,Osten,ida
328,Holz::N,Holz,puu
329,Brett::N,Brett,saelaud
330,Platte::N,Platte,plaat
331,Stütze::N,Stütze,tugi
332,Stange::N,Stange,latt
333,Stange::N,Stange,teivas
334,Stock::N,Stock,kepp
335,Stab::N,Stab,varras
336,Rohr::N,Rohr,toru
337,Haus::N,Haus,maja
338,Heim::N,Heim,kodu
339,Ofen::N,Ofen,ahi
340,Fußboden::N,Fußboden,põrand
341,Tisch::N,Tisch,laud
342,Stuhl::N,Stuhl,tool
343,Wiege::N,Wiege,häll
344,Wiege::N,Wiege,kätki
345,Bett::N,Bett,voodi
346,Regal::N,Regal,riiul
347,Kiste::N,Kiste,kast
348,Fenster::N,Fenster,aken
349,Tür::N,Tür,uks
350,Tor::N,Tor,värav
351,Zaun::N,Zaun,aed
352,Zaun::N,Zaun,tara
353,Dach::N,Dach,katus
354,Leiter::N,Leiter,redel
355,Besen::N,Besen,luud
356,Spaten::N,Spaten,labidas
357,Schaufel::N,Schaufel,kühvel
358,Gabel::N,Gabel,kahvel
359,Löffel::N,Löffel,lusikas
360,Messer::N,Messer,nuga
361,Nagel::N,Nagel,nael
362,Netz::N,Netz,võrk
363,Haken::N,Haken,haak
364,Haken::N,Haken,konks
365,Griff::N,Griff,sang
366,Griff::N,Griff,käepide
367,Schloss::N,Schloss,lukk
368,Bild::N,Bild,pilt
369,Figur::N,Figur,kuju
370,Figur::N,Figur,kujund
371,Puppe::N,Puppe,nukk
372,Beutel::N,Beutel,paun
373,Bündel::N,Bündel,kimp
374,Tasche::N,Tasche,kott
375,Eimer::N,Eimer,pang
376,Eimer::N,Eimer,ämber
377,Deckel::N,Deckel,kaas
378,Geschirr::N,Geschirr,nõud
379,Sack::N,Sack,kott
380,Tasse::N,Tasse,tass
381,Topf::N,Topf,pada
382,Kessel::N,Kessel,pada
383,Essen::N,Essen,söök
384,Nahrung::N,Nahrung,toit
385,Speise::N,Speise,roog
386,Fleisch::N,Fleisch,liha
387,Getreide::N,Getreide,teravili
388,Brei::N,Brei,puder
389,Brot::N,Brot,sai
390,Brot::N,Brot,leib
391,Scheibe::N,Scheibe,viil
392,Scheibe::N,Scheibe,viilukas
393,Fett::N,Fett,rasv
394,Butter::N,Butter,või
395,Öl::N,Öl,õli
396,Salz::N,Salz,sool
397,Suppe::N,Suppe,supp
398,Honig::N,Honig,mesi
399,Milch::N,Milch,piim
400,Tee::N,Tee,tee
401,Leder::N,Leder,nahk
402,Wolle::N,Wolle,vill
403,Stoff::N,Stoff,kangas
404,Nadel::N,Nadel,nõel
405,Faden::N,Faden,niit
406,Knopf::N,Knopf,nööp
407,Knoten::N,Knoten,sõlm
408,Farbe::N,Farbe,värv
409,Kleidung::N,Kleidung,riided
410,Kleidung::N,Kleidung,riietus
411,Hemd::N,Hemd,särk
412,Kragen::N,Kragen,krae
413,Ärmel::N,Ärmel,varrukas
414,Hose::N,Hose,püksid
415,Gürtel::N,Gürtel,vöö
416,Mütze::N,Mütze,müts
417,Schuh::N,Schuh,king
418,Stiefel::N,Stiefel,saabas
419,Ring::N,Ring,sõrmus
420,Band::N,Band,lint
421,Kamm::N,Kamm,kamm
422,Spiegel::N,Spiegel,peegel
423,Riemen::N,Riemen,rihm
424,Schnur::N,Schnur,nöör
425,Leine::N,Leine,jalutusrihm
426,Decke::N,Decke,tekk
427,Kissen::N,Kissen,padi
428,Tuch::N,Tuch,kalev
429,Handtuch::N,Handtuch,käterätik
430,Kraft::N,Kraft,jõud
431,Stärke::N,Stärke,tugevus
432,Gesundheit::N,Gesundheit,tervis
433,Krankheit::N,Krankheit,haigus
434,Schmerz::N,Schmerz,valu
435,Wunde::N,Wunde,haav
436,Fieber::N,Fieber,palavik
437,Arznei::N,Arznei,ravim
438,Brücke::N,Brücke,sild
439,Brunnen::N,Brunnen,kaev
440,Weide::N,Weide,karjamaa
441,Pfad::N,Pfad,rada
442,Weg::N,Weg,tee
443,Straße::N,Straße,tee
444,Dorf::N,Dorf,küla
445,Stadt::N,Stadt,linn
446,Brief::N,Brief,kiri
447,Buch::N,Buch,raamat
448,Buchstabe::N,Buchstabe,täht
449,Zeitung::N,Zeitung,ajaleht
450,Leben::N,Leben,elu
451,Tod::N,Tod,surm
452,Grab::N,Grab,haud
453,Kirche::N,Kirche,kirik
454,Sünde::N,Sünde,patt
455,Gott::N,Gott,jumal
456,Arbeiter::N,Arbeiter,tööline
457,Chef::N,Chef,ülemus
458,Chef::N,Chef,juhataja
459,Meister::N,Meister,meister
460,Arzt::N,Arzt,arst
461,Lehrer::N,Lehrer,õpetaja
462,Geld::N,Geld,raha
463,Geschäft::N,Geschäft,äri
464,Laden::N,Laden,pood
465,Laden::N,Laden,kauplus
466,Preis::N,Preis,hind
467,Ware::N,Ware,kaup
468,Nutzen::N,Nutzen,tulu
469,Nutzen::N,Nutzen,kasulikkus
470,Reichtum::N,Reichtum,rikkus
471,Welt::N,Welt,maailm
472,Land::N,Land,maa
473,Staat::N,Staat,riik
474,König::N,König,kuningas
475,Macht::N,Macht,võim
476,Grenze::N,Grenze,piir
477,Krieg::N,Krieg,sõda
478,Feind::N,Feind,vaenlane
479,Gewalt::N,Gewalt,väevõim
480,Kampf::N,Kampf,võitlus
481,Bogen[Waffe]::N,Bogen,vibu
482,Pfeil::N,Pfeil,nool
483,Gewehr::N,Gewehr,püss
484,Fehler::N,Fehler,viga
485,Lüge::N,Lüge,vale
486,Schaden::N,Schaden,kahju
487,Unglück::N,Unglück,häda
488,Unglück::N,Unglück,õnnetus
489,Schuld::N,Schuld,süü
490,Alter::N,Alter,iga
491,Schluss::N,Schluss,lõpp
492,Zeit::N,Zeit,aeg
493,Tag::N,Tag,päev
494,Morgen::N,Morgen,hommik
495,Mittag::N,Mittag,lõuna
496,Mittag::N,Mittag,keskpäev
497,Abend::N,Abend,õhtu
498,Nacht::N,Nacht,öö
499,Woche::N,Woche,nädal
500,Monat::N,Monat,kuu
501,Jahr::N,Jahr,aasta
502,Frühling::N,Frühling,kevad
503,Sommer::N,Sommer,suvi
504,Herbst::N,Herbst,sügis
505,Winter::N,Winter,talv
506,Januar::N,Januar,jaanuar
507,Februar::N,Februar,veebruar
508,März::N,März,märts
509,April::N,April,aprill
510,Mai::N,Mai,mai
511,Juni::N,Juni,juuni
512,Juli::N,Juli,juuli
513,August::N,August,august
514,September::N,September,september
515,Oktober::N,Oktober,oktoober
516,November::N,November,november
517,Dezember::N,Dezember,detsember
518,Montag::N,Montag,esmaspäev
519,Dienstag::N,Dienstag,teisipäev
520,Mittwoch::N,Mittwoch,kesknädal
521,Donnerstag::N,Donnerstag,neljapäev
522,Freitag::N,Freitag,reede
523,Samstag::N,Samstag,laupäev
524,Sonntag::N,Sonntag,pühapäev
525,groß::A,groß,suur
526,klein::A,klein,väike
527,klein::A,klein,pisike
528,lang::A,lang,pikk
529,kurz::A,kurz,lühike
530,breit::A,breit,lai
531,schmal::A,schmal,kitsas
532,dicht::A,dicht,tihe
533,dick[Gegenstand]::A,dick,jäme
534,dünn::A,dünn,õhuke
535,dünn::A,dünn,peenike
536,fein::A,fein,peen
537,fein::A,fein,õhuke
538,fest::A,fest,püsiv
539,fest::A,fest,kindel
540,flach::A,flach,lame
541,flach::A,flach,tasane
542,glatt::A,glatt,sile
543,hart::A,hart,kõva
544,weich::A,weich,pehme
545,rund::A,rund,ümar
546,spitz::A,spitz,torkav
547,scharf::A,scharf,terav
548,stumpf::A,stumpf,nüri
549,schwer::A,schwer,raske
550,schön::A,schön,kena
551,heiß::A,heiß,kuum
552,heiß::A,heiß,palav
553,warm::A,warm,soe
554,kalt::A,kalt,külm
555,kühl::A,kühl,jahe
556,frisch::A,frisch,värske
557,feucht::A,feucht,niiske
558,nass::A,nass,märg
559,trocken::A,trocken,kuiv
560,voll::A,voll,täis
561,leer::A,leer,tühi
562,offen::A,offen,avatud
563,offen::A,offen,lahtine
564,geschlossen::A,geschlossen,suletud
565,sauber::A,sauber,puhas
566,schmutzig::A,schmutzig,räpane
567,schmutzig::A,schmutzig,määrdunud
568,roh::A,roh,toores
569,reif::A,reif,küps
570,lecker::A,lecker,hõrk
571,lecker::A,lecker,maitsev
572,süß::A,süß,magus
573,bitter::A,bitter,mõru
574,sauer::A,sauer,hapu
575,hell::A,hell,hele
576,dunkel::A,dunkel,pime
577,schwarz::A,schwarz,must
578,weiß::A,weiß,valge
579,rot::A,rot,punane
580,gelb::A,gelb,kollane
581,blau::A,blau,sinine
582,grün::A,grün,roheline
583,grau::A,grau,hall
584,bunt::A,bunt,kirju
585,bunt::A,bunt,värviline
586,billig::A,billig,odav
587,teuer::A,teuer,kallis
588,wertvoll::A,wertvoll,väärtuslik
589,blind::A,blind,pime
590,taub::A,taub,kurt
591,kräftig::A,kräftig,jõuline
592,stark::A,stark,tugev
593,schwach::A,schwach,nõrk
594,schwach::A,schwach,jõuetu
595,fett::A,fett,rasvane
596,schlank::A,schlank,sale
597,hübsch::A,hübsch,kena
598,böse::A,böse,tige
599,dumm::A,dumm,juhm
600,dumm::A,dumm,rumal
601,faul::A,faul,laisk
602,fleißig::A,fleißig,virk
603,fleißig::A,fleißig,hoolas
604,geizig::A,geizig,ihne
605,klug::A,klug,tark
606,klug::A,klug,arukas
607,klug::A,klug,mõistlik
608,geschickt::A,geschickt,osav
609,lieb::A,lieb,armas
610,lustig::A,lustig,lõbus
611,sanft::A,sanft,õrn
612,hungrig::A,hungrig,näljane
613,krank::A,krank,haige
614,nackt::A,nackt,alasti
615,traurig::A,traurig,kurb
616,lebendig::A,lebendig,elus
617,gut::A,gut,hea
618,schlecht::A,schlecht,halb
619,richtig::A,richtig,õige
620,schlimm::A,schlimm,paha
621,wahr::A,wahr,tõene
622,alt::A,alt,vana
623,neu::A,neu,uus
624,ehemalig::A,ehemalig,endine
625,alt[Lebewesen]::A,alt,vana
626,jung::A,jung,noor
627,arm::A,arm,vaene
628,reich::A,reich,rikas
629,bekannt::A,bekannt,teada
630,bekannt::A,bekannt,tuttav
631,berühmt::A,berühmt,tuntud
632,fremd::A,fremd,võõras
633,verschieden::A,verschieden,erinev
634,nah::A,nah,lähedane
635,fern::A,fern,kauge
636,linker::A,linker,vasak
637,rechter::A,rechter,parem
638,anderer::A,anderer,muu
639,anderer::A,anderer,teine
640,erster::A,erster,esimene
641,zweiter::A,zweiter,teine
642,dritter::A,dritter,kolmas
643,letzter::A,letzter,viimane
644,allein::ADV,allein,üksi
645,auf einmal::ADV,auf einmal,korraga
646,auf einmal::ADV,auf einmal,ühekorraga
647,zusammen::ADV,zusammen,koos
648,zusammen::ADV,zusammen,üheskoos
649,lange::ADV,lange,kaua
650,plötzlich::ADV,plötzlich,äkki
651,plötzlich::ADV,plötzlich,järsku
652,sofort::ADV,sofort,kohe
653,später::ADV,später,hiljem
654,jetzt::ADV,jetzt,nüüd
655,heute::ADV,heute,täna
656,morgen::ADV,morgen,homme
657,bald::ADV,bald,pea
658,bald::ADV,bald,varsti
659,dann::ADV,dann,siis
660,gestern::ADV,gestern,eile
661,einst::ADV,einst,vanasti
662,damals::ADV,damals,tookord
663,danach::ADV,danach,seejärel
664,vorher::ADV,vorher,enne
665,zuerst::ADV,zuerst,enne
666,zuerst::ADV,zuerst,esmalt
667,einmal::ADV,einmal,kord
668,einmal::ADV,einmal,üks kord
669,manchmal::ADV,manchmal,mõnikord
670,oft::ADV,oft,tihti
671,oft::ADV,oft,sageli
672,immer::ADV,immer,ikka
673,immer::ADV,immer,alati
674,niemals::ADV,niemals,mitte kunagi
675,hier::ADV,hier,siin
676,hierhin::ADV,hierhin,siia
677,von hier::ADV,von hier,siit
678,dort::ADV,dort,seal
679,dorthin::ADV,dorthin,sinna
680,geradeaus::ADV,geradeaus,otse edasi
681,vorwärts::ADV,vorwärts,edasi
682,rückwärts::ADV,rückwärts,tagurpidi
683,zurück::ADV,zurück,tagasi
684,unten::ADV,unten,all
685,unten::ADV,unten,allpool
686,hinab::ADV,hinab,alla
687,oben::ADV,oben,ülal
688,hinauf::ADV,hinauf,üles
689,überall::ADV,überall,kõikjal
690,nicht::ADV,nicht,ei
691,nicht::ADV,nicht,mitte
692,ein wenig::ADV,ein wenig,veidi
693,ein wenig::ADV,ein wenig,natuke
694,kaum::ADV,kaum,vaevalt
695,sehr::ADV,sehr,väga
696,so::ADV,so,nii
697,noch::ADV,noch,veel
698,nur::ADV,nur,ainult
699,schon::ADV,schon,juba
700,wieder::ADV,wieder,jälle
701,vergebens::ADV,vergebens,asjata
702,vor::PRP,vor,ees
703,hinter::PRP,hinter,taha
704,unter::PRP,unter,all
705,durch::PRP,durch,läbi
706,durch::PRP,durch,kaudu
707,neben::PRP,neben,kõrval
708,zwischen::PRP,zwischen,vahel
709,wegen::PRP,wegen,tõttu
710,wegen::PRP,wegen,pärast
711,dies::PRN,dies,see
712,das::PRN,das,see
713,alles::PRN,alles,kõik
714,ich::PRN,ich,mina
715,du::PRN,du,sina
716,er::PRN,er,tema
717,wir::PRN,wir,me
718,ihr::PRN,ihr,te
719,sie::PRN,sie,nad
720,was::FPRN,was,mis
721,wer::FPRN,wer,kes
722,wo::FADV,wo,kus
723,wohin::FADV,wohin,kuhu
724,wie::FADV,wie,kuidas
725,warum::FADV,warum,miks
726,wieviel::FNUM,wieviel,mitu
727,wieviel::FNUM,wieviel,kui palju
728,eins::NUM,eins,üks
729,zwei::NUM,zwei,kaks
730,drei::NUM,drei,kolm
731,vier::NUM,vier,neli
732,fünf::NUM,fünf,viis
733,sechs::NUM,sechs,kuus
734,sieben::NUM,sieben,seitse
735,acht::NUM,acht,kaheksa
736,neun::NUM,neun,üheksa
737,zehn::NUM,zehn,kümme
738,elf::NUM,elf,üksteist
739,zwölf::NUM,zwölf,kaksteist
740,zwanzig::NUM,zwanzig,kakskümmend
741,dreißig::NUM,dreißig,kolmkümmend
742,vierzig::NUM,vierzig,nelikümmend
743,fünfzig::NUM,fünfzig,viiskümmend
744,sechzig::NUM,sechzig,kuuskümmend
745,siebzig::NUM,siebzig,seitsekümmend
746,achtzig::NUM,achtzig,kaheksakümmend
747,neunzig::NUM,neunzig,üheksakümmend
748,hundert::NUM,hundert,sada
749,tausend::NUM,tausend,tuhat
750,und::CNJ,und,ja
751,oder::CNJ,oder,või
752,stehen::V,stehen,seisma
753,sitzen::V,sitzen,istuma
754,liegen::V,liegen,lamama
755,hängen::V,hängen,rippuma
756,werden::V,werden,saama
757,werden::V,werden,hakkama
758,passieren::V,passieren,juhtuma
759,beginnen::V,beginnen,algama
760,beginnen::V,beginnen,hakkama
761,enden::V,enden,lõppema
762,wechseln::V,wechseln,vahelduma
763,aufgehen[Sonne]::V,aufgehen,tõusma
764,untergehen[Sonne]::V,untergehen,loojuma
765,scheinen[Sonne]::V,scheinen,paistma
766,donnern::V,donnern,kõmisema
767,wehen::V,wehen,puhuma
768,strömen::V,strömen,voolama
769,fließen::V,fließen,voolama
770,sich drehen::V,sich drehen,pöörduma
771,schwanken::V,schwanken,kõikuma
772,schwingen::V,schwingen,võnkuma
773,fallen::V,fallen,langema
774,brennen::V,brennen,põlema
775,rauchen::V,rauchen,suitsema
776,regnen::V,regnen,sadama
777,gefrieren::V,gefrieren,kinni külmuma
778,tauen::V,tauen,sulama
779,schmelzen::V,schmelzen,sulama
780,trocknen::V,trocknen,kuivama
781,sieden::V,sieden,keema
782,faulen::V,faulen,mädanema
783,verfaulen::V,verfaulen,mädanema
784,reißen::V,reißen,rebenema
785,versinken::V,versinken,uppuma
786,vergehen::V,vergehen,mööduma
787,erscheinen::V,erscheinen,ilmuma
788,verschwinden::V,verschwinden,kaduma
789,sinken::V,sinken,vajuma
790,sinken::V,sinken,langema
791,abnehmen::V,abnehmen,vähenema
792,abnehmen::V,abnehmen,kahenema
793,zunehmen::V,zunehmen,kasvama
794,steigen::V,steigen,tõusma
795,steigen::V,steigen,üles minema
796,wachsen::V,wachsen,kasvama
797,glänzen::V,glänzen,läikimä
798,funkeln::V,funkeln,sädelema
799,lärmen::V,lärmen,lärmama
800,läuten::V,läuten,helisema
801,klingeln::V,klingeln,helisema
802,klirren::V,klirren,kõlisema
803,brausen::V,brausen,kohisema
804,rauschen::V,rauschen,kohisema
805,klingen::V,klingen,kõlama
806,bellen::V,bellen,haukuma
807,heulen::V,heulen,uluma
