,Concept_ID,it,ko
845,vierzig::NUM,quaranta,마흔
846,fünfzig::NUM,cinquanta,숸
847,sechzig::NUM,sessanta,에순
848,siebzig::NUM,settanta,일흔
849,achtzig::NUM,ottanta,여든
850,neunzig::NUM,novanta,아흔
851,hundert::NUM,cento,백
852,tausend::NUM,mille,천
853,und::CNJ,e,와
854,oder::CNJ,o,아니면
855,stehen::V,stare in piedi,서다
856,sitzen::V,sedere,앉다
857,sitzen::V,stare seduto,앉다
858,liegen::V,giacere,눕다
859,hängen::V,pèndere,달다
860,hängen::V,èssere appeso,달다
861,werden::V,farsi,되다
862,werden::V,diventare,되다
863,passieren::V,succèdere,지장옶다
864,beginnen::V,cominciare,시작되다
865,enden::V,finire,큳내다
866,enden::V,terminare,큳내다
867,wechseln::V,variare,병경하다
868,wechseln::V,cambiare,병경하다
869,aufgehen[Sonne]::V,sòrgere,뜨다
870,aufgehen[Sonne]::V,spuntare,뜨다
871,untergehen[Sonne]::V,tramontare,지다
872,scheinen[Sonne]::V,splèndere,빛나다
873,donnern::V,tonare,천둥치다
874,wehen::V,soffiare,풀다
875,strömen::V,fluire,흐르다
876,fließen::V,fluire,흐르다
877,fließen::V,scorrere,흐르다
878,sich drehen::V,girarsi,돌다
879,schwanken::V,oscillare,동요하다
880,schwanken::V,barcollare,동요하다
881,schwingen::V,vibrare,흔들다
882,schwingen::V,oscillare,흔들다
883,fallen::V,cadere,떨어지다
884,brennen::V,àrdere,타다
885,brennen::V,bruciare,타다
886,rauchen::V,fumare,김이나다
887,regnen::V,piòvere,비가오다
888,gefrieren::V,gelarsi,얼다
889,gefrieren::V,congelarsi,얼다
890,tauen::V,sciògliersi,녹다
891,schmelzen::V,fòndere,녹다
892,schmelzen::V,sciògliersi,녹다
893,trocknen::V,asciugarsi,홈치다
894,sieden::V,bollire,끓다
895,faulen::V,marcire,부패하다
896,verfaulen::V,imputridire,썩다
897,reißen::V,strapparsi,지바찢다
898,versinken::V,affondare,가라앉다
899,vergehen::V,passare,지나가다
900,erscheinen::V,apparire,나타나다
901,erscheinen::V,comparire,나타나다
902,verschwinden::V,sparire,사라지다
903,verschwinden::V,scomparire,사라지다
904,sinken::V,calare,가라앉다
905,sinken::V,scendere,가라앉다
906,abnehmen::V,diminuire,떼어내다
907,zunehmen::V,aumentare,증가하다
908,steigen::V,salire,상승하다
909,steigen::V,montare,상승하다
910,wachsen::V,crescere,생기하다
911,glänzen::V,splèndere,뛰오나다
912,funkeln::V,brillare,불티가잍어나다
913,funkeln::V,scintillare,불티가잍어나다
914,lärmen::V,strepitare,떠들다
915,lärmen::V,fare chiasso,떠들다
916,läuten::V,suonare,울시다
917,klingeln::V,suonare,초닌총을울리다
918,klirren::V,tintinnare,탁탁울리다
919,brausen::V,rombare,쏴쏴소리내다
920,brausen::V,rumoreggiare,쏴쏴소리내다
921,rauschen::V,frusciare,솨솨
922,klingen::V,suonare,반향하다
923,bellen::V,latrare,짖다
924,bellen::V,abbaiare,짖다
925,heulen::V,urlare,포효하다
926,heulen::V,ululare,포효하다
927,blasen::V,soffiare,불다
928,pfeifen::V,fischiare,피리를불다
929,schreien::V,gridare,절규하다
930,stöhnen::V,gèmere,신음하다
931,zittern::V,tremare,저뉼하다
932,leben::V,vìvere,살다
933,geboren werden::V,nàscere,태어난
934,atmen::V,respirare,숨쉬다
935,trinken::V,bere,마시다
936,essen::V,mangiare,먹다
937,schlucken::V,inghiottire,들이켜다
938,müde werden::V,stancarsi,
939,einschlafen::V,addormentarsi,잠들다
940,schlafen::V,dormire,자다
941,aufwachen::V,svegliarsi,눈트다
942,aufstehen::V,levarsi,서다
943,sich erholen::V,riposarsi,회복하다
944,krank werden::V,ammalarsi,
945,krank sein::V,èssere malato,
946,schmerzen::V,dolere,아프다
947,husten::V,tossire,잔기침하다
948,genesen::V,guarire,낫다
949,sterben::V,morire,죽다
950,umkommen::V,perire,못쓰게되다
951,sich bewegen::V,agitarsi,움직이다
952,sich rühren::V,muòversi,움직이다
953,sich erheben::V,alzarsi,이러서다
954,sich setzen::V,sedersi,앉히다
955,hinfallen::V,cadere,넘어지다
956,laufen::V,camminare,걷다
957,laufen::V,andare a piedi,걷다
958,schreiten::V,andare,보행하다
959,schreiten::V,procedere,보행하다
960,spazierengehen::V,passeggiare,산보하다
961,spazierengehen::V,andare a passeggio,산보하다
962,eilen::V,andare in fretta,서둘다
963,sich beeilen::V,affrettarsi,서둘게하다
964,sausen::V,volare,서들러 떠나다
965,sausen::V,correre,서들러 떠나다
966,rennen::V,correre,달리다
967,springen::V,saltare,도약하다
968,klettern::V,arrampicarsi,갑겨오르다
969,schaukeln::V,fare l'altalena,흔들리게하다
970,kriechen::V,strisciare,기다
971,schwimmen::V,nuotare,헤엄치다
972,tauchen::V,tuffarsi,잠기다
973,tauchen::V,immèrgersi,잠기다
974,rudern::V,remare,물을헤치다
975,fahren::V,andare,가다
976,fahren::V,andare,나르다
977,fahren::V,viaggiare,가다
978,fahren::V,viaggiare,나르다
979,fliegen::V,volare,날다
980,gehen::V,andare,가다
981,weggehen::V,andàrsene,팔리다
982,weggehen::V,andare via,팔리다
983,abfahren::V,partire,출발하다
984,anhalten::V,fermarsi,멈추다
985,hineingehen::V,entrare,(그리로)가다
986,eintreten::V,entrare,들러가다
987,kommen::V,venire,오다
988,ankommen::V,arrivare,고챀하다
989,zurückkommen::V,ritornare,보기
990,bleiben::V,restare,체류
991,bleiben::V,rimanere,체류
992,warten::V,aspettare,기다리다
993,erwarten::V,attèndere,기대하다
994,suchen::V,cercare,찾다
995,suchen::V,cercare,구하다
996,finden::V,trovare,찾아내다
997,versuchen::V,tentare,시험하다
998,vorbereiten::V,preparare,재비하다
999,lieben::V,amare,사랑하다
1000,mögen::V,piacere a,줗아하다
1001,mögen::V,volere bene a,줗아하다
1002,lachen::V,rìdere,웃다
1003,rühren::V,commuòvere,건드리다
1004,weinen::V,piàngere,울다
1005,schimpfen::V,imprecare,꾸짖다
1006,sich ärgern::V,stizzirsi,화를내게 하다
1007,sich ärgern::V,arrabbiarsi,화를내게 하다
1008,sich fürchten::V,avere paura,두려원하다
1009,fürchten::V,temere,두려원하다
1010,fliehen::V,fuggire,도망치다
1011,flüchten::V,sfuggire,도주하다
1012,sehen::V,vedere,보다
1013,anschauen::V,guardare,바라보다
1014,ansehen::V,guardare,바라보다
1015,hören::V,udire,듣다
1016,hören::V,sentire,듣다
1017,zuhören::V,ascoltare,듣다
1018,probieren::V,degustare,시식하다
1019,probieren::V,assaggiare,시식하다
1020,riechen::V,sentire,내새를맡다
1021,fühlen::V,sentire,느끼다
1022,scheinen::V,parere,...것같다
1023,scheinen::V,sembrare,...것같다
1024,zu sehen sein::V,vedersi,보이는
1025,vernehmen::V,sentire,듣다
1026,vernehmen::V,sentire,들어서일다
1027,vernehmen::V,percepire,듣다
1028,vernehmen::V,percepire,들어서일다
1029,frieren::V,aver freddo,춥다
1030,tun::V,fare,하다
1031,können::V,sapere,할주릴다
1032,wollen::V,volere,바라다
1033,anfangen::V,iniziare,시작하다
1034,anfangen::V,cominciare,시작하다
1035,beenden::V,finire,다하다
1036,beenden::V,terminare,다하다
1037,aufhören::V,finire,그만두다
1038,aufhören::V,cessare,그만두다
1039,gelingen::V,riuscire,성국하다
1040,geraten::V,stare,잘되어가다
1041,öffnen::V,aprire,열다
1042,schließen::V,chiùdere,추측하다
1043,stellen::V,porre,세우다
1044,stellen::V,mettere,세우다
1045,setzen::V,porre,놓다
1046,setzen::V,mettere,놓다
1047,legen::V,posare,눕히다
1048,legen::V,mettere,눕히다
1049,berühren::V,toccare,대다
1050,verbinden::V,unire,옝열하다
1051,verbinden::V,congiùngere,옝열하다
1052,bedecken::V,coprire,덮다
1053,bedecken::V,ricoprire,덮다
1054,aufhängen::V,attaccare,매달다
1055,anzünden::V,accèndere,점화하다
1056,anzünden::V,incendiare,점화하다
1057,aufheben::V,raccògliere,위로올리다
1058,zurücklassen::V,lasciare,튀에남기다
1059,zurücklassen::V,lasciare indietro,튀에남기다
1060,verlieren::V,pèrdere,잃다
1061,fallen lassen::V,lasciare cadere,떨어뜨리다
1062,machen::V,fare,하다
1063,herstellen::V,produrre,제조하다
1064,herstellen::V,fabbricare,제조하다
1065,bauen::V,costruire,짓다
1066,reparieren::V,riparare,수셩자다
1067,verbessern::V,migliorare,정정하다
1068,ändern::V,mutare,바꾸다
1069,ändern::V,cambiare,바꾸다
1070,graben::V,scavare,파다
1071,beugen::V,chinare,구부리다
1072,beugen::V,flettere,구부리다
1073,biegen::V,tòrcere,굽히다
1074,drehen::V,girare,회전
1075,wenden::V,girare,회전시키다
1076,wenden::V,voltare,회전시키다
1077,umdrehen::V,rivoltare,회전시키다
1078,heben::V,levare,일으아키다
1079,hochheben::V,levare,틀어올리다
1080,hochheben::V,sollevare,틀어올리다
1081,ergreifen::V,afferrare,잡다
1082,halten::V,tenere,잡다
1083,drücken::V,premere,누르다
1084,schieben::V,spìngere,밀다
1085,kratzen::V,grattare,긁다
1086,kratzen::V,graffiare,긁다
1087,lecken::V,leccare,핥다
1088,beißen::V,mòrdere,물다
1089,abreißen::V,staccarsi,
1090,abreißen::V,strapparsi,
1091,abschneiden::V,tagliare,귾어내다
1092,binden::V,legare,매다
1093,binden::V,bendare,매다
1094,stecken::V,ficcare,찌르다
1095,brechen::V,rompere,금
1096,klopfen::V,bàttere,치다
1097,hauen::V,picchiare,때리다
1098,kleben::V,incollare,들러붙다
1099,reiben::V,fregare,문지르다
1100,streichen::V,spalmare,쓰다듬다
1101,schleifen::V,arrotare,갈다
1102,schneiden::V,tagliare,베다
1103,rütteln::V,scuòtere,흔들다
1104,schütteln::V,agitare,흔들다
1105,schütteln::V,scuòtere,흔들다
1106,schwenken::V,agitare,흔들다
1107,schwenken::V,sventolare,흔들다
1108,schütten::V,versare,따르다
1109,füllen::V,riempire,담다
1110,einwickeln::V,involtare,싸다
1111,tragen::V,portare,지우다
1112,schleppen::V,trainare,끌다
1113,schleppen::V,trascinare,끌다
1114,ziehen::V,tirare,당기다
1115,aufbewahren::V,custodire,간직하다
1116,aufbewahren::V,conservare,간직하다
1117,werfen::V,gettare,던지다
1118,werfen::V,lanciare,던지다
1119,fangen::V,prèndere,밥다
1120,fangen::V,acchiappare,밥다
1121,packen::V,pigliare,쥐다
1122,packen::V,afferrare,쥐다
1123,verstecken::V,nascondere,숨기다
1124,teilen::V,divìdere,나누다
1125,schicken::V,inviare,보내다
1126,bringen::V,portare,가겨
1127,bringen::V,apportare,가겨
1128,hinzufügen::V,aggiùngere,부가하다
1129,bekommen::V,ricevere,얻다
1130,erhalten::V,ricevere,지니다
1131,nehmen::V,prèndere,잡다
1132,wählen::V,elèggere,선거하다
1133,wählen::V,scegliere,선거하다
1134,auswählen::V,scegliere,선출하다
1135,bewahren::V,conservare,저장보종
1136,behindern::V,impedire,훼방하다
1137,verderben::V,guastare,못쓰게 되다
1138,beschädigen::V,danneggiare,상하게하다
1139,zerbrechen::V,rompere,깨뜨리다
1140,zerbrechen::V,spezzare,깨뜨리다
1141,zerreißen::V,stracciare,잡아쫓다
1142,zerstören::V,distrùggere,파괴하다
1143,verbrennen::V,bruciare,소실하다
1144,geben::V,dare,주다
1145,reichen::V,pòrgere,내일다
1146,schenken::V,regalare,주다
1147,versprechen::V,promettere,약속하다
1148,wünschen::V,augurare,바라다
1149,loben::V,lodare,칭찬하다
1150,küssen::V,baciare,키스하다
1151,wiegen::V,cullare,어르다
1152,wiegen::V,dondolare,어르다
1153,zudecken::V,coprire,뚜꺼을하다
1154,wecken::V,svegliare,깨우다
1155,zeigen::V,indicare,보이다
1156,führen::V,guidare,가게하다
1157,führen::V,condurre,가게하다
1158,lehren::V,insegnare,가르치다
1159,unterrichten::V,istruire,가르지다
1160,unterrichten::V,insegnare,가르지다
1161,aufziehen::V,allevare,사육하다
1162,leiten::V,avviare,이끌다
1163,leiten::V,dirìgere,이끌다
1164,antreiben::V,incitare,몰다
1165,lassen::V,fare,내버려두다
1166,einladen::V,invitare,초청하다
1167,vereinigen::V,unire,하나로하다
1168,besuchen::V,visitare,방문하다
1169,besuchen::V,far vìsita a,방문하다
1170,treffen::V,incontrare,만나다
1171,sich versammeln::V,rinunirsi,조립하다
1172,spielen::V,giocare,눌다
1173,singen::V,cantare,노래하다
1174,tanzen::V,danzare,춤추하다
1175,sich trennen::V,separarsi,가르다
1176,verlassen::V,lasciare,버림받은
1177,verlassen::V,abbandonare,버림받은
1178,retten::V,salvare,구조하다
1179,bewachen::V,custodire,치키다
1180,schützen::V,protèggere,보호하다
1181,verteidigen::V,difèndere,막다
1182,sich schlagen::V,bàttersi,치다
1183,schießen::V,sparare,쏘다
1184,siegen::V,vìncere,이기다
1185,ärgern::V,stizzire,성을내게하다
1186,schlagen::V,bàttere,치다
1187,treten::V,calciare,디디다
1188,stechen::V,pùngere,찌르다
1189,stoßen::V,urtare,찌르다
1190,stoßen::V,spìngere,찌르다
1191,stehlen::V,rubare,훔치다
1192,stören::V,disturbare,움직이다
1193,belästigen::V,molestare,괴롭히다
1194,belästigen::V,importunare,괴롭히다
1195,verbergen::V,celare,숨기다
1196,verbergen::V,nascondere,숨기다
1197,täuschen::V,ingannare,속이다
1198,betrügen::V,frodare,속이다
1199,betrügen::V,truffare,속이다
1200,töten::V,uccìdere,죽이다
1201,wohnen::V,abitare,실다
1202,arbeiten::V,lavorare,일하다
1203,sammeln::V,raccògliere,모으다
1204,sammeln::V,collezionare,모으다
1205,pflücken::V,cògliere,꿔다
1206,jagen::V,cacciare,사냥하다
1207,fischen::V,pescare,고기를잡다
1208,fassen::V,catturare,움켜쥐다
1209,fassen::V,acchiappare,움켜쥐다
1210,hüten::V,pascolare,망보다
1211,treiben::V,spìngere,몰아세우다
1212,anbinden::V,legare,묶다
1213,anbinden::V,attaccare,묶다
1214,füttern::V,dar da mangiare a,사료를주다
1215,melken::V,mùngere,젖을짜다
1216,hacken::V,tritare,자르다
1217,hacken::V,spaccare,자르다
1218,gießen::V,annaffiare,물을대다
1219,reifen::V,maturare,성숙하다
1220,zubereiten::V,preparare,조제하다
1221,kochen::V,cuòcere,요리하다
1222,backen::V,cuòcere,쿱다
1223,backen::V,cuòcere al forno,쿱다
1224,braten::V,frìggere,굽다
1225,braten::V,arrostire,굽다
1226,umrühren::V,mescolare,교반하다
1227,stricken::V,llavorare a maglia,뜨개질하다
1228,nähen::V,cucire,꿰매다
1229,färben::V,tìngere,채색하다
1230,reinigen::V,pulire,청소하다
1231,reinigen::V,nettare,청소하다
1232,waschen::V,lavare,씻다
1233,abwischen::V,asciugare,닦다
1234,spülen::V,lavare,씻다
1235,spülen::V,sciacquare,씻다
1236,fegen::V,spazzare,소체하다
1237,kehren::V,spazzare,청소하다
1238,baden::V,bagnarsi,감다
1239,baden::V,fare il bagno,감다
1240,sich waschen::V,lavarsi,모믈 씻다
1241,ausziehen::V,tògliersi,벗다
1242,anziehen::V,mettersi,끌어움직이다
1243,anziehen::V,indossare,끌어움직이다
1244,sich anziehen::V,vestirsi,
1245,kämmen::V,pettinare,빗다
1246,schmücken::V,ornare,치레하다
1247,schmücken::V,decorare,치레하다
1248,sagen::V,dire,말하다
1249,sprechen::V,parlare,말하다
1250,reden::V,parlare,이야기하다
1251,sich unterhalten::V,conversare,
1252,fragen::V,chièdere,질문하다
1253,fragen::V,domandare,질문하다
1254,bitten::V,pregare,원하다
1255,erzählen::V,narrare,이야기하다
1256,erzählen::V,raccontare,이야기하다
1257,mitteilen::V,comunicare,이야기하다
1258,nennen::V,nominare,부르다
1259,rufen::V,chiamare,불러내다
1260,prahlen::V,vantarsi,자랑하다
1261,übersetzen::V,tradurre,번역하다
1262,denken::V,pensare,생각하다
1263,glauben::V,credere,믿다
1264,bemerken::V,notare,인자하다
1265,bemerken::V,osservare,인자하다
1266,erkennen::V,riconoscere,인식하다
1267,begreifen::V,capire,파악하다
1268,begreifen::V,comprèndere,파악하다
1269,verstehen::V,intèndere,이해하다
1270,verstehen::V,comprèndere,이해하다
1271,lernen::V,imparare,배우다
1272,lernen::V,apprèndere,배우다
1273,wissen::V,sapere,알다
1274,sich erinnern an::V,ricordare,상기하다
1275,sich erinnern an::V,ricordarsi di,상기하다
1276,vergessen::V,dimenticare,잊다
1277,messen::V,misurare,측정하다
1278,zählen::V,contare,세다
1279,rechnen::V,contare,게산하다
1280,rechnen::V,calcolare,게산하다
1281,lesen::V,lèggere,읽다
1282,malen::V,dipìngere,그리다
1283,zeichnen::V,disegnare,소묘하다
1284,schreiben::V,scrìvere,쓰다
1285,besitzen::V,possedere,소유하다
1286,kaufen::V,comprare,사다
1287,kaufen::V,acquistare,사다
1288,verkaufen::V,vendere,팔다
1289,bezahlen::V,pagare,지불하다
1290,zahlen::V,pagare,치르다
1291,beherrschen::V,dominare,지배하다
1292,ertragen::V,sopportare,참다
