,Concept_ID,ml,de
184,Schlinge::N,കുടുക്ക്,Schlinge
185,Spur::N,ചുവട്,Spur
186,Asche::N,ചാരം,Asche
187,Dreck::N,അഴുക്ക്,Dreck
188,Eisen::N,ഇരുമ്പ്,Eisen
189,Gold::N,സ്വർണ്ണം,Gold
190,Silber::N,വെള്ളി,Silber
191,Kohle::N,കൽക്കരി,Kohle
192,Glas::N,ഗ്ലാസ്,Glas
193,Lehm::N,കളിമണ്ണ്,Lehm
194,Sand::N,മണൽ,Sand
195,Mensch::N,മനുഷ്യർ,Mensch
196,Mann::N,പുരുഷൻ,Mann
197,Frau::N,സ്ത്രീ,Frau
198,Kind::N,കുഞ്ഞ്,Kind
199,Junge::N,ആൺകുട്ടി,Junge
200,Mädchen::N,പെൺകുട്ടി,Mädchen
201,Familie::N,കുടുംബം,Familie
202,Großvater::N,അപ്പൂപ്പൻ,Großvater
203,Großmutter::N,അമ്മുമ്മ,Großmutter
204,Eltern::N,മാതാപിതാക്കള്,Eltern
205,Vater::N,അച്ഛൻ,Vater
206,Mutter::N,അമ്മ,Mutter
207,Sohn::N,മകൻ,Sohn
208,Tochter::N,മകൾ,Tochter
209,Bruder::N,ചേട്ടൻ,Bruder
210,Bruder::N,അനിയൻ,Bruder
211,Schwester::N,ചേച്ചി,Schwester
212,Schwester::N,അനിയത്തി,Schwester
213,Onkel::N,അമ്മാവൻ,Onkel
214,Tante::N,മാമി,Tante
215,Ehemann::N,ഭർത്താവ്,Ehemann
216,Ehefrau::N,ഭാര്യ,Ehefrau
217,Freude::N,ആഹ്ലാദം,Freude
218,Gelächter::N,ചിരിയുടെ ശബ്ദം,Gelächter
219,Glück::N,സന്തോഷം,Glück
220,Glück::N,സന്തുഷ്ടി,Glück
221,Kummer::N,ശോകം,Kummer
222,Wunsch::N,ആഗ്രഹം,Wunsch
223,Lust::N,ആഗ്രഹം,Lust
224,Geist::N,ചുറുചുറുക്ക്,Geist
225,Gedanke::N,ചിന്ത,Gedanke
226,Gedächtnis::N,ഓർമ്മശക്തി,Gedächtnis
227,Verstand::N,മനസ്സ്,Verstand
228,Sinn::N,അർത്ഥം,Sinn
229,Grund::N,കാരണം,Grund
230,Wahrheit::N,സത്യം,Wahrheit
231,Gespräch::N,സല്ലാപം,Gespräch
232,Märchen::N,യക്ഷിക്കഥ,Märchen
233,Erzählung::N,കഥ,Erzählung
234,Nachricht::N,സന്ദേശം,Nachricht
235,Neuigkeit::N,വാർത്ത,Neuigkeit
236,Name::N,പേര്,Name
237,Rätsel::N,പ്രഹേളിക,Rätsel
238,Rede::N,സംസാരം,Rede
239,Sprache::N,ഭാഷ,Sprache
240,Stimme::N,സ്വരം,Stimme
241,Wort::N,വാക്ക്,Wort
242,Zeichen::N,സംജ്ഞ,Zeichen
243,Ruf::N,വിളി,Ruf
244,Lärm::N,ആരവം,Lärm
245,Laut::N,ശബ്ദം,Laut
246,Ton::N,സ്വരഭേദം,Ton
247,Lied::N,പാട്ട്,Lied
248,Ruhe::N,നിശ്ചലത,Ruhe
249,Leute::N,ജനങ്ങൾ,Leute
250,Volk::N,രാഷ്ടം,Volk
251,Arbeit::N,ജോലി,Arbeit
252,Gast::N,അതിലി,Gast
253,Geschenk::N,സമ്മാനം,Geschenk
254,Spiel::N,കളി,Spiel
255,Gesellschaft::N,കൂട്ടായ്മ,Gesellschaft
256,Hilfe::N,സഹായം,Hilfe
257,Freund::N,സുഹൃത്ത്,Freund
258,Kamerad::N,കൂട്ടാളി,Kamerad
259,Angelegenheit::N,കാര്യം,Angelegenheit
260,Anzahl::N,എണ്ണം,Anzahl
261,Art::N,തരം,Art
262,Stück::N,കഷണം,Stück
263,Teil::N,ഭാഗം,Teil
264,Hälfte::N,പകുതി,Hälfte
265,Kreis::N,വൃത്തം,Kreis
266,Kreuz::N,കുരിശടയാളം,Kreuz
267,Linie::N,വര,Linie
268,Linie::N,രേഖ,Linie
269,Strich::N,പക്ഷാഘാതം,Strich
270,Abstand::N,വിടവ്,Abstand
271,Entfernung::N,അകലം,Entfernung
272,Gegend::N,പ്രദേശം,Gegend
273,Platz::N,ഇടം,Platz
274,Ort::N,സ്ഥലം,Ort
275,Seite::N,വശം,Seite
276,Mitte::N,മധ്യസ്ഥാനം,Mitte
277,Gegenstand::N,സാധനം,Gegenstand
278,Sache::N,വസ്തു,Sache
279,Rand::N,തൊങ്ങൽ,Rand
280,Kante::N,അറ്റം,Kante
281,Ecke::N,മൂല,Ecke
282,Spitze::N,അഗ്രം,Spitze
283,Ende::N,അവസാനം,Ende
284,Loch::N,ദ്വാരം,Loch
285,Winkel::N,കോൺ,Winkel
286,Muster::N,ക്രമം,Muster
287,Größe::N,വലുപ്പം,Größe
288,Länge::N,നീളം,Länge
289,Höhe::N,ഉയരം,Höhe
290,Gewicht::N,കട്ടി,Gewicht
291,Menge::N,അളവ്,Menge
292,Haufen::N,കൂമ്പാരം,Haufen
293,Reihe::N,വരി,Reihe
294,Boot::N,ബോട്ട്,Boot
295,Ruder::N,പങ്കായം,Ruder
296,Schlitten::N,ഉരുളില്ലാവണ്ടി,Schlitten
297,Ski::N,ഹിമപാദുകം,Ski
298,Lagerfeuer::N,തീ,Lagerfeuer
299,Last::N,ഭാരം,Last
300,Gang::N,നടത്തം,Gang
301,Schritt::N,ചുവട്,Schritt
302,Norden::N,വടക്ക്,Norden
303,Süden::N,തെക്ക്,Süden
304,Westen::N,പടിഞ്ഞാറ്,Westen
305,Osten::N,കിഴക്ക്,Osten
306,Holz::N,തടി,Holz
307,Brett::N,ബോർഡ്,Brett
308,Platte::N,തകിട്,Platte
309,Stütze::N,താങ്ങ്,Stütze
310,Stange::N,കമ്പ്,Stange
311,Stock::N,വടി,Stock
312,Stab::N,കുറുവടി,Stab
313,Rohr::N,കുഴൽ,Rohr
314,Haus::N,വീട്,Haus
315,Heim::N,വീട്,Heim
316,Ofen::N,സ്റ്റൌ,Ofen
317,Fußboden::N,തറ,Fußboden
318,Tisch::N,മേശ,Tisch
319,Stuhl::N,കസേര,Stuhl
320,Wiege::N,തൊട്ടിൽ,Wiege
321,Bett::N,കിടക്ക,Bett
322,Regal::N,ഷെൽഫ്,Regal
323,Kiste::N,പെട്ടി,Kiste
324,Fenster::N,ജനൽ,Fenster
325,Tür::N,വാതിൽ,Tür
326,Tor::N,കവാടം,Tor
327,Zaun::N,വേലി,Zaun
328,Dach::N,മേൽക്കുര,Dach
329,Leiter::N,ഏണി,Leiter
330,Besen::N,ചൂല്,Besen
331,Spaten::N,തൂമ്പ,Spaten
332,Schaufel::N,തൂമ്പ,Schaufel
333,Gabel::N,മുൾക്കത്തി,Gabel
334,Löffel::N,സ്പൂൺ,Löffel
335,Messer::N,കത്തി,Messer
336,Nagel::N,ആണി,Nagel
337,Netz::N,വല,Netz
338,Haken::N,കൊളുത്ത്,Haken
339,Griff::N,കൈപ്പിടി,Griff
340,Schloss::N,പൂട്ട്,Schloss
341,Bild::N,ചിത്രം,Bild
342,Figur::N,കണക്ക്,Figur
343,Puppe::N,പാവ,Puppe
344,Beutel::N,ബാഗ്,Beutel
345,Bündel::N,കെട്ട്,Bündel
346,Tasche::N,ബാഗ്,Tasche
347,Eimer::N,ബക്കറ്റ്,Eimer
348,Deckel::N,ഉറ,Deckel
349,Geschirr::N,പിഞ്ഞാണം,Geschirr
350,Sack::N,ചാക്ക്,Sack
351,Tasse::N,കപ്പ്,Tasse
352,Topf::N,പാത്രം,Topf
353,Kessel::N,കെറ്റ്ല്,Kessel
354,Essen::N,ആഹാരസമയം,Essen
355,Nahrung::N,ഭക്ഷണം,Nahrung
356,Speise::N,ഡിഷ്,Speise
357,Fleisch::N,മാംസം,Fleisch
358,Getreide::N,ചോളം,Getreide
359,Brei::N,കഞ്ഞി,Brei
360,Brot::N,റോട്ടി,Brot
361,Scheibe::N,തുണ്ട്,Scheibe
362,Fett::N,കൊഴുപ്പ്,Fett
363,Butter::N,വെണ്ണ,Butter
364,Öl::N,എണ്ണ,Öl
365,Salz::N,ഉപ്പ്,Salz
366,Suppe::N,സൂപ്പ്,Suppe
367,Honig::N,തേൻ,Honig
368,Milch::N,പാൽ,Milch
369,Tee::N,ചായ,Tee
370,Leder::N,തുകൽ,Leder
371,Wolle::N,കമ്പിളി,Wolle
372,Stoff::N,തുണി,Stoff
373,Nadel::N,സൂചി,Nadel
374,Faden::N,നൂല്,Faden
375,Knopf::N,ബട്ടൺ,Knopf
376,Knoten::N,കുരുക്ക്,Knoten
377,Farbe::N,പെയിൻറ്,Farbe
378,Kleidung::N,വസ്ത്രങ്ങൾ,Kleidung
379,Hemd::N,ഷർട്ട്,Hemd
380,Kragen::N,കുപ്പായക്കഴുത്ത്,Kragen
381,Ärmel::N,കുപ്പായക്കൈ,Ärmel
382,Hose::N,ട്രൌസർ,Hose
383,Gürtel::N,ബെൽറ്റ്,Gürtel
384,Mütze::N,തൊപ്പി,Mütze
385,Schuh::N,ഷൂ,Schuh
386,Stiefel::N,ബൂട്ട്,Stiefel
387,Ring::N,മോതിരം,Ring
388,Band::N,റിബൺ,Band
389,Kamm::N,ചീപ്പ്,Kamm
390,Spiegel::N,കണ്ണാടി,Spiegel
391,Riemen::N,സ്ട്രാപ്പ്,Riemen
392,Schnur::N,ചരട്,Schnur
393,Leine::N,കെട്ടാനുള്ള തോൽവാർ,Leine
394,Decke::N,പുതപ്പ്,Decke
395,Kissen::N,തലയിണ,Kissen
396,Tuch::N,സ്കാർഫ്,Tuch
397,Handtuch::N,തോർത്ത്,Handtuch
398,Kraft::N,ശക്തി,Kraft
399,Stärke::N,ശക്തി,Stärke
400,Gesundheit::N,ആരോഗ്യം,Gesundheit
401,Krankheit::N,അസുഖം,Krankheit
402,Schmerz::N,വേദന,Schmerz
403,Wunde::N,മുറിവ്,Wunde
404,Fieber::N,പനി,Fieber
405,Arznei::N,മരുന്ന്,Arznei
406,Brücke::N,പാലം,Brücke
407,Brunnen::N,കിണർ,Brunnen
408,Weide::N,മേച്ചൽ,Weide
409,Pfad::N,വഴി,Pfad
410,Weg::N,വഴി,Weg
411,Straße::N,റോഡ്,Straße
412,Dorf::N,ഗ്രാമം,Dorf
413,Stadt::N,നഗരം,Stadt
414,Brief::N,കത്ത്,Brief
415,Buch::N,പുസ്തകം,Buch
416,Buchstabe::N,അക്ഷരം,Buchstabe
417,Zeitung::N,വർത്തമാനപത്രം,Zeitung
418,Leben::N,ജീവൻ,Leben
419,Tod::N,മരണം,Tod
420,Grab::N,ശവക്കുഴി,Grab
421,Kirche::N,പള്ളി,Kirche
422,Sünde::N,പാപം,Sünde
423,Gott::N,ദൈവം,Gott
424,Arbeiter::N,ജോലിക്കാരൻ,Arbeiter
425,Chef::N,മേധാവി,Chef
426,Meister::N,യജമാനൻ,Meister
427,Arzt::N,ഡോക്ടർ,Arzt
428,Lehrer::N,അധ്യാപകൻ,Lehrer
429,Geld::N,പണം,Geld
430,Geschäft::N,ബിസിനസ്,Geschäft
431,Laden::N,കട,Laden
432,Preis::N,വില,Preis
433,Ware::N,ചരക്ക്,Ware
434,Nutzen::N,ലാഭം,Nutzen
435,Reichtum::N,ധനം,Reichtum
436,Welt::N,ലോകം,Welt
437,Land::N,രാജ്യം,Land
438,Staat::N,രാജ്യം,Staat
439,König::N,രാജാവ്,König
440,Macht::N,അധികാരം,Macht
441,Grenze::N,അതിർത്തി,Grenze
442,Krieg::N,യുദ്ധം,Krieg
443,Feind::N,ശത്രു,Feind
444,Gewalt::N,അക്രമം,Gewalt
445,Kampf::N,പോരാട്ടം,Kampf
446,Bogen[Waffe]::N,വില്ല്,Bogen
447,Pfeil::N,അമ്പ്,Pfeil
448,Gewehr::N,തോക്ക്,Gewehr
449,Fehler::N,പിശക്,Fehler
450,Lüge::N,കള്ളം,Lüge
451,Schaden::N,കേടുപാട്,Schaden
452,Unglück::N,ദൌർഭാഗ്യം,Unglück
453,Schuld::N,തെറ്റ്,Schuld
454,Alter::N,വയസ്സ്,Alter
455,Schluss::N,നിഗമനം,Schluss
456,Zeit::N,സമയം,Zeit
457,Tag::N,ദിവസം,Tag
458,Morgen::N,പ്രഭാതം,Morgen
459,Mittag::N,ഉച്ച,Mittag
460,Abend::N,സായാഹ്നം,Abend
461,Nacht::N,രാത്രി,Nacht
462,Woche::N,ആഴ്ച,Woche
463,Monat::N,മാസം,Monat
464,Jahr::N,വർഷം,Jahr
465,Frühling::N,വസന്തം,Frühling
466,Sommer::N,വേനൽ,Sommer
467,Herbst::N,ശരത്കാലം,Herbst
468,Winter::N,ശൈത്യം,Winter
469,Januar::N,ജനുവരി,Januar
470,Februar::N,ഫെബ്രുവരി,Februar
471,März::N,മാർച്ച്,März
472,April::N,ഏപ്രിൾ മാസം,April
473,Mai::N,മെയ് മാസം,Mai
474,Juni::N,ജൂൺ,Juni
475,Juli::N,ജൂലൈ,Juli
476,August::N,ആഗസ്റ്റ്,August
477,September::N,സെപ്തംബർ,September
478,Oktober::N,ഒക്ടോബർ,Oktober
479,November::N,നവംബർ,November
480,Dezember::N,ഡിസംബർ,Dezember
481,Montag::N,തിങ്കളാഴ്ച,Montag
482,Dienstag::N,ചൊവ്വ,Dienstag
483,Mittwoch::N,ബുധനാഴ്ച,Mittwoch
484,Donnerstag::N,വ്യാഴാഴ്ച,Donnerstag
485,Freitag::N,വെള്ളിയാഴ്ച,Freitag
486,Samstag::N,ശനിയാഴ്ച,Samstag
487,Sonntag::N,ഞായറാഴ്ച,Sonntag
488,groß::A,വലിയ,groß
489,klein::A,ചെറിയ,klein
490,lang::A,നീണ്ട,lang
491,kurz::A,ഹ്രസ്വമായ,kurz
492,breit::A,വിശാലമായ,breit
493,schmal::A,ഇടുങ്ങിയ,schmal
494,dicht::A,നിബിഡമായ,dicht
495,dick[Gegenstand]::A,തടിച്ച,dick
496,dünn::A,മെലിഞ്ഞ,dünn
497,fein::A,നേർത്ത,fein
498,fest::A,ഉറപ്പുള്ള,fest
499,flach::A,പരന്ന,flach
500,glatt::A,മിനുസമുള്ള,glatt
501,hart::A,കട്ടിയുള്ള,hart
502,weich::A,മൃദുവായ,weich
503,rund::A,വട്ടത്തിലുള്ള,rund
504,spitz::A,മുനയുള്ള,spitz
505,scharf::A,മൂർച്ചയുള്ള,scharf
506,stumpf::A,തുറന്നടിക്കുന്ന,stumpf
507,schwer::A,ഭാരമുള്ള,schwer
508,schön::A,മനോഹരമായ,schön
509,heiß::A,ചൂടുള്ള,heiß
510,warm::A,ചൂടുള്ള,warm
511,kalt::A,തണുത്ത,kalt
512,kühl::A,തണുപ്പുള്ള,kühl
513,frisch::A,ശുദ്ധമായ,frisch
514,feucht::A,ഈറനുള്ള,feucht
515,nass::A,നനഞ്ഞ,nass
516,trocken::A,വരണ്ട,trocken
517,voll::A,നിറയെ,voll
518,leer::A,ഒഴിഞ്ഞ,leer
519,offen::A,തുറന്ന,offen
520,geschlossen::A,അടച്ച,geschlossen
521,sauber::A,വൃത്തിയുള്ള,sauber
522,schmutzig::A,അഴുക്കുനിറഞ്ഞ,schmutzig
523,roh::A,അസംസ്കൃതമായ,roh
524,reif::A,പഴുത്ത,reif
525,lecker::A,രുചികരമായ,lecker
526,süß::A,മധുരമുള്ള,süß
527,bitter::A,കടുത്ത,bitter
528,sauer::A,പുളിപ്പുള്ള,sauer
529,hell::A,ജ്വലിക്കുന്ന,hell
530,dunkel::A,ഇരുണ്ട,dunkel
531,schwarz::A,കറുത്ത,schwarz
532,weiß::A,വെളുത്ത,weiß
533,rot::A,ചുവന്ന,rot
534,gelb::A,മഞ്ഞനിറമായ,gelb
535,blau::A,നീലനിറമുള്ള,blau
536,grün::A,പച്ചനിറമുള്ള,grün
537,grau::A,ചാരനിറത്തിലുള്ള,grau
538,bunt::A,വർണ്ണശബളമായ,bunt
539,billig::A,വിലകുറഞ്ഞ,billig
540,teuer::A,ചെലവേറിയ,teuer
541,wertvoll::A,വിലപിടിപ്പുള്ള,wertvoll
542,blind::A,അന്ധനായ,blind
543,taub::A,കേൾവിക്കുറവുള്ള,taub
544,kräftig::A,ശക്തിയുള്ള,kräftig
545,stark::A,ബലമുള്ള,stark
546,schwach::A,ക്ഷീണിച്ച,schwach
547,fett::A,കൊഴുപ്പുള്ള,fett
548,schlank::A,മെലിഞ്ഞ,schlank
549,hübsch::A,മനോഹരമായ,hübsch
550,böse::A,പാപിയായ,böse
551,dumm::A,വിവരംകെട്ട,dumm
552,faul::A,അലസനായ,faul
553,fleißig::A,അദ്ധ്വാനശീലമുള്ള,fleißig
554,geizig::A,പിശുക്കനായ,geizig
555,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,klug
556,geschickt::A,പ്രതിഭാശാലി,geschickt
557,lieb::A,പ്രിയപ്പെട്ട,lieb
558,lustig::A,ആനന്ദകരമായ,lustig
559,sanft::A,സൌമ്യമായ,sanft
560,hungrig::A,വിശപ്പുള്ള,hungrig
561,krank::A,അസുഖമുള്ള,krank
562,nackt::A,നഡമായ,nackt
563,traurig::A,വിഷമമുള്ള,traurig
564,lebendig::A,ഉപജീവനം,lebendig
565,gut::A,നല്ല,gut
566,schlecht::A,മോശമായ,schlecht
567,richtig::A,ശരിയായ,richtig
568,schlimm::A,വൃത്തികെട്ട,schlimm
569,wahr::A,ശരിയായ,wahr
570,alt::A,പഴയ,alt
571,neu::A,പുതിയ,neu
572,ehemalig::A,മുൻ,ehemalig
573,alt[Lebewesen]::A,വയസ്സുള്ള,alt
574,jung::A,കൌമാരമായ,jung
575,arm::A,പാവപ്പെട്ട,arm
576,reich::A,സമ്പന്നമായ,reich
577,bekannt::A,പരിചിതമായ,bekannt
578,berühmt::A,പ്രശസ്തനായ,berühmt
579,fremd::A,വൈദേശികമായ,fremd
580,verschieden::A,വ്യത്യസ്തമായ,verschieden
581,nah::A,അരികത്തുള്ള,nah
582,fern::A,അകലെയുള്ള,fern
583,linker::A,അവശേഷിച്ച,linker
584,rechter::A,വലത്തേ,rechter
585,anderer::A,മറ്റുള്ള,anderer
586,erster::A,ആദ്യത്തെ,erster
587,zweiter::A,രണ്ടാം,zweiter
588,dritter::A,മൂന്നാമത്,dritter
589,letzter::A,അവസാനത്തെ,letzter
590,allein::ADV,തനിച്ചുള്ള,allein
591,auf einmal::ADV,ഉടന്,auf einmal
592,zusammen::ADV,ഒരുമിച്ച,zusammen
593,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,lange
594,plötzlich::ADV,പെട്ടെന്ന്,plötzlich
595,sofort::ADV,തത്ക്ഷണം,sofort
596,später::ADV,പിന്നീട്,später
597,jetzt::ADV,ഇപ്പോൾ,jetzt
598,heute::ADV,ഇന്ന്,heute
599,morgen::ADV,നാളെ,morgen
600,bald::ADV,ഉടനെ,bald
601,dann::ADV,അപ്പോൾ,dann
602,gestern::ADV,ഇന്നലെ,gestern
603,einst::ADV,പണ്ടൊരിക്കല്,einst
604,damals::ADV,അപ്പോൾ,damals
605,danach::ADV,പിന്നീട്,danach
606,vorher::ADV,മുൻപ്,vorher
607,zuerst::ADV,ആദ്യം,zuerst
608,einmal::ADV,ഒരിക്കൽ,einmal
609,manchmal::ADV,ചിലപ്പോൾ,manchmal
610,oft::ADV,പലപ്പോഴും,oft
611,immer::ADV,എപ്പോഴും,immer
612,niemals::ADV,ഒരിക്കലും,niemals
613,hier::ADV,ഇവിടെ,hier
614,hierhin::ADV,ഇവിടേക്ക്,hierhin
615,von hier::ADV,ഇവിടെനിന്ന്,von hier
616,dort::ADV,അവിടെ,dort
617,dorthin::ADV,അവിടേക്ക്,dorthin
618,geradeaus::ADV,മുമ്പിൽ,geradeaus
619,geradeaus::ADV,മുമന്നോട്ട്,geradeaus
620,vorwärts::ADV,മുന്നോട്ട്,vorwärts
621,rückwärts::ADV,തലതിരിച്ച്,rückwärts
