,Concept_ID,udm,mn
780,klug::A,визьмо,цэцэн
781,geschickt::A,усто,дүйтэй
782,geschickt::A,быгатӥсь,дүйтэй
783,lieb::A,мусо,хайрт
784,lustig::A,шулдыр,цэнгэлтэй
785,sanft::A,мусо,наалинхай
786,sanft::A,эрке,наалинхай
787,hungrig::A,сютэм,өлөн
788,hungrig::A,сютэм,өлссөн
789,krank::A,висись,өвчтэй
790,nackt::A,гольык,нүцгэн
791,traurig::A,мӧзмыт,гунигт
792,lebendig::A,улэп,амьд
793,lebendig::A,улэп,амьтай
794,gut::A,ӟеч,сайн
795,gut::A,умой,сайн
796,schlecht::A,урод,муу
797,schlecht::A,урод,өөдгүй
798,schlecht::A,алама,муу
799,schlecht::A,алама,өөдгүй
800,richtig::A,шонер,зөв
801,richtig::A,шонер,зүйтэй
802,schlimm::A,алама,муухай
803,wahr::A,зэмос,үнэн
804,wahr::A,зэмос,жинхэнэ
805,alt::A,вуж,хуучин
806,neu::A,выль,шинэ
807,ehemalig::A,азьвылэз,агсан
808,ehemalig::A,азьвылэз,байсан
809,alt[Lebewesen]::A,пересь,өвгөн
810,alt[Lebewesen]::A,пересь,хижээл
811,jung::A,егит,залуу
812,jung::A,пинал,залуу
813,arm::A,начар,ядуу
814,arm::A,куанер,ядуу
815,reich::A,узыр,баян
816,reich::A,узыр,баялаг
817,bekannt::A,тодмо,танил
818,berühmt::A,дано,цуутай
819,berühmt::A,дано,алдартай
820,fremd::A,ят,харь
821,fremd::A,ят,гадаад
822,verschieden::A,пӧртэм,ондоо
823,verschieden::A,пӧртэм,янз янзын
824,nah::A,матысь,ойрын
825,nah::A,матысь,дөтийн
826,fern::A,кыдёкысь,холын
827,linker::A,паллян,буруу
828,rechter::A,бур,баруун
829,rechter::A,бурпал,баруун
830,anderer::A,мукет,өөр
831,anderer::A,мукет,нөгөө
832,erster::A,нырысетӥез,нэгдэх
833,erster::A,нырысетӥез,нэгдүгээр
834,zweiter::A,кыктэтӥез,хоёрдугаар
835,dritter::A,кунньметӥез,гуравдугаар
836,letzter::A,берло,сүүлийн
837,letzter::A,берпум,сүүлийн
838,allein::ADV,огназ,ганцаараа
839,auf einmal::ADV,огдыре,нэгмөсөн
840,zusammen::ADV,ӵош,цуг
841,zusammen::ADV,ӵош,хамт
842,zusammen::ADV,валче,цуг
843,zusammen::ADV,валче,хамт
844,lange::ADV,кема,удаан
845,plötzlich::ADV,мапламтэ шорысь,гэнэт
846,sofort::ADV,али ик,дороо
847,später::ADV,бергес,дараа
848,später::ADV,берлогес,дараа
849,jetzt::ADV,али,өнөө
850,jetzt::ADV,табере,өнөө
851,heute::ADV,туннэ,өнөө
852,heute::ADV,туннэ,өнөөдөр
853,morgen::ADV,ӵуказе,маргааш
854,morgen::ADV,ӵуказе,маргаадар
855,bald::ADV,ӝоген,түргэн
856,bald::ADV,ӝоген,удахгүй
857,dann::ADV,берло,хожим
858,dann::ADV,берло,тэгээд
859,gestern::ADV,толон,өчигдөр
860,einst::ADV,огпол,нэг
861,einst::ADV,одӥг пол,нэг
862,damals::ADV,соку,тэгэхэд
863,danach::ADV,собере,тэгээд
864,danach::ADV,собере,дараа нь
865,vorher::ADV,азьло,урьд
866,vorher::ADV,азьвыл,урьд
867,zuerst::ADV,азьло,анх
868,zuerst::ADV,азьло,эхлээд
869,einmal::ADV,огпол,нэг удаа
870,manchmal::ADV,куддыръя,хааяа
871,manchmal::ADV,куддыръя,заримдаа
872,oft::ADV,ӵем,олонтоо
873,immer::ADV,пыр,байнга
874,immer::ADV,котьку,байнга
875,niemals::ADV,уз ноку,хэзээ ч
876,niemals::ADV,уз ноку,хэдийд ч
877,hier::ADV,татын,энд
878,hierhin::ADV,татчы,нааш
879,von hier::ADV,татысь,эндээс
880,dort::ADV,отӥ,тэнд
881,dort::ADV,отын,тэнд
882,dorthin::ADV,отчы,тийш
883,geradeaus::ADV,меӵак,шулуун
884,vorwärts::ADV,азьлань,урагшаа
885,rückwärts::ADV,берлань,буцаан
886,rückwärts::ADV,берлань,сөөргөө
887,zurück::ADV,берен,буцаж
888,zurück::ADV,берен,гэдрэг
889,zurück::ADV,берлань,буцаж
890,zurück::ADV,берлань,гэдрэг
891,unten::ADV,улын,дор
892,hinab::ADV,улэ,уруу
893,oben::ADV,вылын,дээр
894,oben::ADV,вылӥын,дээр
895,hinauf::ADV,вылэ,өөд
896,hinauf::ADV,вылэ,дээш
897,hinauf::ADV,вылӥе,өөд
898,hinauf::ADV,вылӥе,дээш
899,hinauf::ADV,выллань,өөд
900,hinauf::ADV,выллань,дээш
901,überall::ADV,котькытын,хааяагүй
902,überall::ADV,котькытын,энд тэндгүй
903,überall::ADV,пасьтана,хааяагүй
904,überall::ADV,пасьтана,энд тэндгүй
905,nicht::ADV,уз,эс
906,nicht::ADV,уз,-гүй
907,ein wenig::ADV,ичи,жаахан
908,ein wenig::ADV,ӧжыт,жаахан
909,ein wenig::ADV,огшап,жаахан
910,kaum::ADV,муртса,арай
911,kaum::ADV,муртса,арай гэж
912,sehr::ADV,туж,тун
913,sehr::ADV,лекос,тун
914,so::ADV,озьы,тэгж
915,so::ADV,озьы,ингээд
916,so::ADV,тазьы,тэгж
917,so::ADV,тазьы,ингээд
918,noch::ADV,на,дахин
919,noch::ADV,на,дахиад
920,nur::ADV,гинэ,зөвхөн
921,nur::ADV,гинэ,гагцхүү
922,schon::ADV,ни,нэгэнт
923,schon::ADV,ини,нэгэнт
924,wieder::ADV,нош,дахин
925,wieder::ADV,нош,дахиад
926,wieder::ADV,кайта,дахин
927,wieder::ADV,кайта,дахиад
928,vergebens::ADV,юнме,хий
929,vor::PRP,азьын,өмнө
930,hinter::PRP,берын,ард
931,hinter::PRP,бӧрсьы,ард
932,unter::PRP,улын,доор
933,durch::PRP,пыр,дундуур
934,durch::PRP,пыртӥ,дундуур
935,neben::PRP,бордын,хажууд
936,zwischen::PRP,вискын,завсар
937,zwischen::PRP,вискын,хооронд
938,wegen::PRP,сэрен,төлөө
939,wegen::PRP,сэрен,дээрээс
940,dies::PRN,та,энэ
941,das::PRN,со,тэр
942,alles::PRN,ваньмыз,цөм
943,alles::PRN,ваньмыз,бүгд
944,ich::PRN,мон,би
945,du::PRN,тон,чи
946,er::PRN,со,тэр
947,er::PRN,со,тэр хүн
948,wir::PRN,ми,бид
949,ihr::PRN,тӥ,та нар
950,sie::PRN,соос,тэд
951,was::FPRN,ма,юу
952,wer::FPRN,кин,хэн
953,wo::FADV,кытын,хаа
954,wo::FADV,кытын,хаана
955,wohin::FADV,кытчы,хааш
956,wohin::FADV,кытчы,хаана
957,wie::FADV,кызьы,яаж
958,wie::FADV,кызьы,хэрхэн
959,warum::FADV,малы,юунд
960,warum::FADV,малы,яагаад
961,wieviel::FNUM,кӧня,хэдий
962,wieviel::FNUM,кӧня,хэд
963,eins::NUM,одӥг,нэг
964,zwei::NUM,кык,хоёр
965,drei::NUM,куинь,гурав
966,vier::NUM,ньыль,дөрөв
967,fünf::NUM,вить,тав
968,sechs::NUM,куать,зургаа
969,sieben::NUM,сизьым,долоо
970,acht::NUM,тямыс,найм
971,neun::NUM,укмыс,ес
972,zehn::NUM,дас,арав
973,elf::NUM,дас одӥг,арван нэг
974,zwölf::NUM,дас кык,арван хоёр
975,zwanzig::NUM,кызь,хорь
976,dreißig::NUM,куамын,гуч
977,vierzig::NUM,ньыльдон,дөч
978,fünfzig::NUM,витьтон,тавь
979,sechzig::NUM,куатьтон,жар
980,siebzig::NUM,сизьымдон,дал
981,achtzig::NUM,тямыстон,ная
982,neunzig::NUM,укмыстон,ер
983,hundert::NUM,сю,зуу
984,tausend::NUM,сюрс,мянга
985,und::CNJ,и,ч
986,und::CNJ,и,болон
987,und::CNJ,но,ч
988,und::CNJ,но,болон
989,oder::CNJ,яке,буюу
990,stehen::V,сылыны,зогсох
991,sitzen::V,пукыны,суух
992,liegen::V,кылльыны,хэвтэх
993,hängen::V,ошкыса улыны,өлгөөтэй байх
994,hängen::V,ошкыса улыны,дүүжлээтэй байх
995,werden::V,луыны,болох
996,passieren::V,луыны,тохиох
997,beginnen::V,кутскыны,эхлэх
998,enden::V,бырыны,дүүрэх
999,wechseln::V,воштӥськыны,хувирах
1000,aufgehen[Sonne]::V,ӝужаны,мандах
1001,untergehen[Sonne]::V,пуксьыны,жаргах
1002,scheinen[Sonne]::V,пиштыны,гэрэлтэх
1003,scheinen[Sonne]::V,чиляны,гэрэлтэх
1004,donnern::V,гудыръяны,дуугарах
1005,wehen::V,пелляськыны,салхилах
1006,wehen::V,пелляськыны,хөөрөгдөх
1007,strömen::V,киськыны,гүйх
1008,strömen::V,киськыны,урсах
1009,strömen::V,исьтӥськыны,гүйх
1010,strömen::V,исьтӥськыны,урсах
1011,fließen::V,бызьыны,урсах
1012,sich drehen::V,берганы,эргэлдэх
1013,schwanken::V,вошъяськыны,хэлбэлзэх
1014,schwingen::V,шонаськыны,ганхах
1015,schwingen::V,шонаськыны,хэлбэлзэх
1016,fallen::V,усьыны,унах
1017,brennen::V,ӝуаны,шатах
1018,rauchen::V,ӵындыны,баагих
1019,regnen::V,зорыны,бороо орно
1020,gefrieren::V,кынмыны,хөлдөх
1021,tauen::V,шунаны,хайлах
1022,schmelzen::V,шунаны,уярах
1023,trocknen::V,куасьмыны,хатах
1024,sieden::V,пӧзьыны,буцлах
1025,sieden::V,пӧзьыны,даргилах
1026,faulen::V,сисьмыны,үжрэх
1027,faulen::V,сисьмыны,өмхийрөх
1028,verfaulen::V,сисьмыны,бээх
1029,verfaulen::V,сисьмыны,өгрөх
1030,reißen::V,кеськыны,цуурах
1031,versinken::V,выйыны,живэх
1032,vergehen::V,ортчыны,нөгчих
1033,vergehen::V,ортчыны,өнгөрөх
1034,erscheinen::V,адскыны,гарах
1035,erscheinen::V,адскыны,бултайх
1036,verschwinden::V,бырыны,далд орох
1037,verschwinden::V,бырыны,алга болох
1038,sinken::V,усьыны,татрах
1039,sinken::V,усьыны,доошлох
1040,abnehmen::V,синыны,багасах
1041,abnehmen::V,синыны,хорогдох
1042,zunehmen::V,йылыны,ихсэх
1043,steigen::V,лӧпкыны,нэмэгдэх
1044,wachsen::V,будыны,өсөх
1045,wachsen::V,будыны,ургах
1046,glänzen::V,чиляны,гилгэнэх
1047,glänzen::V,чиляны,гилбэгнэх
1048,glänzen::V,пиштыны,гилгэнэх
1049,glänzen::V,пиштыны,гилбэгнэх
1050,funkeln::V,чилекъяны,гялжах
1051,funkeln::V,чилекъяны,гялалзах
1052,lärmen::V,уретыны,шуугих
1053,lärmen::V,ӵашетыны,шуугих
1054,läuten::V,жингыртыны,цохих
1055,klingeln::V,жингыртыны,хонхдох
1056,klingeln::V,жингыртыны,дуугарах
1057,klirren::V,жильккетыны,хангир жингэр хийх
1058,brausen::V,лекъяськыны,бургилах
1059,rauschen::V,ӵашетыны,сэржигнэх
1060,klingen::V,кылӥськыны,хангинах
1061,bellen::V,утыны,хуцах
1062,heulen::V,вузыны,улих
1063,blasen::V,пельтыны,үлзэх
1064,pfeifen::V,шуланы,исгэрэх
1065,schreien::V,черекъяны,хашгирах
1066,schreien::V,кесяськыны,хашгирах
1067,stöhnen::V,ӝуштыны,ёолох
1068,stöhnen::V,ӝуштыны,гэнгэнэх
1069,zittern::V,дырекъяны,дагжих
1070,zittern::V,куалекъяны,дагжих
1071,leben::V,улыны,амьдрах
1072,geboren werden::V,вордӥськыны,төрөх
1073,atmen::V,шоканы,амьсгалах
1074,trinken::V,юыны,уух
1075,essen::V,сиыны,идэх
1076,schlucken::V,ньылыны,залгих
1077,müde werden::V,жадьыны,ядрах
1078,einschlafen::V,умме усьыны,унтчих
1079,schlafen::V,кӧлыны,унтах
1080,aufwachen::V,сайканы,сэрэх
1081,aufstehen::V,султыны,босох
1082,sich erholen::V,шутэтскыны,амрах
1083,krank werden::V,висьыны,өвдөж эхлэх
1084,krank sein::V,висьыны,өвдөх
1085,schmerzen::V,висьыны,өвдөх
1086,schmerzen::V,висьыны,шархирах
1087,husten::V,кызыны,ханиах
1088,genesen::V,юнматскыны,засрах
1089,genesen::V,бурмытскылыны,засрах
1090,sterben::V,кулыны,үхэх
1091,sterben::V,кулыны,нас барах
1092,umkommen::V,бырыны,үхэх
1093,sich bewegen::V,вырыны,хөдлөх
1094,sich rühren::V,вырӟыны,хөдлөх
1095,sich rühren::V,вырӟылыны,хөдлөх
1096,sich erheben::V,султыны,босох
1097,sich setzen::V,пуксьыны,суух
1098,hinfallen::V,усьыны,ойчих
1099,laufen::V,мыныны,явган явах
1100,schreiten::V,вамышъяны,алхах
1101,spazierengehen::V,мыныны,зугаалах
1102,spazierengehen::V,ветлыны,зугаалах
1103,eilen::V,дыртыны,хурдлах
1104,sich beeilen::V,дыртыны,яарах
1105,sich beeilen::V,дыртыны,шамдах
1106,sausen::V,туж ӝог мыныны,давхих
1107,rennen::V,бызьылыны,гүйх
1108,springen::V,тэтчаны,харайх
1109,springen::V,тэтчаны,дэвхрэх
1110,klettern::V,тубаны,авирах
1111,schaukeln::V,лэйканы,ганхалзах
1112,schaukeln::V,шонаськыны,ганхалзах
1113,kriechen::V,нюж ветлыны,мөлхөх
1114,schwimmen::V,уяны,сэлэх
1115,tauchen::V,зумылыны,шунгах
1116,rudern::V,полсаны,сэлүүрдэх
1117,fahren::V,ветлыны,явах
1118,fliegen::V,лобаны,нисэх
1119,gehen::V,мыныны,явах
1120,weggehen::V,кошкыны,явах
1121,abfahren::V,кошкыны,одох
1122,abfahren::V,кошкыны,хөдлөх
1123,anhalten::V,дугдыны,зогсох
1124,hineingehen::V,пырыны,орох
1125,eintreten::V,пырыны,орох
1126,kommen::V,вуыны,ирэх
1127,kommen::V,лыктыны,ирэх
1128,ankommen::V,вуыны,хүрэх
1129,zurückkommen::V,берытскыны,харих
1130,zurückkommen::V,берытскыны,буцаж ирэх
1131,bleiben::V,кыльыны,үлдэх
1132,warten::V,витьыны,хүлээх
1133,erwarten::V,витьыны,хүлээх
1134,erwarten::V,возьманы,хүлээх
1135,suchen::V,утчаны,эрэх
1136,suchen::V,утчаны,бэдрэх
1137,finden::V,шедьтыны,олох
1138,versuchen::V,турттыны,оролдох
1139,vorbereiten::V,дасяны,бэлтгэх
1140,lieben::V,гажаны,янаглах
1141,mögen::V,яратыны,таалах
1142,lachen::V,серекъяны,инээх
1143,rühren::V,сюлме йӧтыны,сэтгэл уяруулах
1144,weinen::V,бӧрдыны,уйлах
1145,schimpfen::V,даллашыны,хараах
1146,sich ärgern::V,лекъяськыны,уурлах
1147,sich fürchten::V,кышканы,айх
1148,sich fürchten::V,курданы,айх
1149,fürchten::V,курданы,айх
1150,fürchten::V,кышканы,айх
1151,fliehen::V,пегӟыны,зугтах
1152,fliehen::V,пегӟыны,гүйж очих
1153,flüchten::V,пегӟыны,оргох
1154,sehen::V,адӟыны,үзэх
1155,anschauen::V,учкыны,харах
1156,ansehen::V,учкыны,харах
1157,hören::V,кылыны,дуулах
1158,zuhören::V,кылзыны,чагнах
1159,probieren::V,веръяны,амсаж үзэх
1160,riechen::V,зынъяны,үнэрлэх
1161,fühlen::V,шӧдыны,мэдрэх
1162,scheinen::V,адскыны,шиг үзэгдэх
1163,zu sehen sein::V,адӟиськыны,үзэгдэх
1164,zu sehen sein::V,адӟиськыны,харагдах
1165,vernehmen::V,кылыны,дуулах
1166,frieren::V,кынмыны,даарах
1167,tun::V,карыны,хийх
1168,tun::V,карыны,үйлдэх
1169,können::V,быгатыны,болох
1170,wollen::V,потыны,хүсэх
1171,anfangen::V,кутскыны,эхлэх
1172,beenden::V,быдтыны,дуусгах
1173,beenden::V,быдэстыны,дуусгах
1174,aufhören::V,дугдыны,болих
1175,aufhören::V,дугдыны,зогсох
1176,gelingen::V,быгатыны,бүтэх
1177,gelingen::V,луыны,бүтэх
1178,geraten::V,лэсяны,илрэх
1179,öffnen::V,усьтыны,нээх
1180,öffnen::V,усьтыны,тайлах
1181,schließen::V,пытсаны,хаах
1182,stellen::V,пуктыны,тавих
1183,stellen::V,пуктыны,босгох
1184,setzen::V,пуктыны,суулгах
1185,legen::V,поныны,хийх
1186,legen::V,поныны,тавих
1187,berühren::V,исаны,шүргэх
1188,verbinden::V,герӟаны,залгах
1189,bedecken::V,пытсаны,бүрэх
1190,aufhängen::V,ошыны,өлгөх
1191,aufhängen::V,ошыны,дүүжлэх
1192,anzünden::V,ӝуатыны,асаах
1193,anzünden::V,ӝуатыны,ноцоох
1194,aufheben::V,ӝутыны,өргөх
1195,zurücklassen::V,кельтыны,орхих
1196,zurücklassen::V,кельтыны,үлдээх
1197,verlieren::V,ыштыны,гээх
1198,fallen lassen::V,уськытыны,унагах
1199,machen::V,лэсьтыны,хийх
1200,machen::V,лэсьтыны,гаргах
1201,herstellen::V,лэсьтыны,бүтээх
1202,bauen::V,пуктыны,барих
1203,reparieren::V,тупатыны,засах
1204,reparieren::V,тупатыны,сэлбэх
1205,verbessern::V,умоятыны,засах
1206,verbessern::V,умоятыны,сайжруулах
1207,ändern::V,воштыны,өөрчлөх
1208,graben::V,копаны,малтах
1209,beugen::V,губыртыны,бөгтийлгөх
1210,biegen::V,куасаны,матах
1211,biegen::V,куасаны,муруйлгах
1212,drehen::V,бергатыны,эргүүлэх
1213,wenden::V,берыктыны,эргүүлэх
1214,umdrehen::V,берыктыны,хөрвүүлэх
1215,heben::V,ӝутыны,өргөх
1216,hochheben::V,ӝутъяны,өргөх
1217,ergreifen::V,кутыны,атгах
1218,ergreifen::V,кырмыны,атгах
1219,halten::V,возьыны,барих
1220,drücken::V,зӥбыны,дарах
1221,drücken::V,пачкатыны,дарах
1222,schieben::V,донганы,түлхэх
1223,kratzen::V,вуштыны,хусах
1224,kratzen::V,вуштыны,маажих
1225,lecken::V,нюлыны,долоох
1226,beißen::V,куртчыны,зуух
1227,beißen::V,куртчыны,хазах
1228,abreißen::V,ишкалтыны,таслах
1229,abschneiden::V,шорыны,тайрах
1230,abschneiden::V,вандыны,тайрах
1231,binden::V,керттыны,боох
1232,binden::V,керттыны,хүлэх
1233,stecken::V,мертчытыны,шаах
1234,stecken::V,мертчытыны,шигтгэх
1235,brechen::V,тӥяны,хугалах
1236,klopfen::V,йыганы,цохих
1237,klopfen::V,йыганы,тогших
1238,klopfen::V,шарккетыны,цохих
1239,klopfen::V,шарккетыны,тогших
1240,hauen::V,жугыны,дэлдэх
1241,hauen::V,тышканы,дэлдэх
1242,kleben::V,лякыны,наах
1243,reiben::V,зыраны,нухах
1244,reiben::V,зыраны,нидчих
1245,reiben::V,вуштыны,нухах
1246,reiben::V,вуштыны,нидчих
1247,streichen::V,зыраны,нялах
1248,streichen::V,зыраны,түрхэх
1249,schleifen::V,шерыны,билүүдэх
1250,schleifen::V,шерыны,гуранздах
1251,schneiden::V,вандыны,огтлох
1252,rütteln::V,зуркатыны,холхнулах
1253,schütteln::V,куалекъятыны,сэгсрэх
1254,schwenken::V,шонаны,дэвэх
1255,schwenken::V,шонаны,даллах
1256,schütten::V,лэзьыны,цутгах
1257,schütten::V,лэзьыны,аягалах
1258,füllen::V,тырмытыны,дүүргэх
1259,einwickeln::V,биньыны,боох
1260,einwickeln::V,биньыны,ороох
1261,tragen::V,нуыны,авчрах
1262,schleppen::V,кыскыны,чирэх
1263,ziehen::V,кыскыны,татах
1264,aufbewahren::V,возьыны,хадгалах
1265,werfen::V,куяны,хаях
1266,werfen::V,куяны,шидэх
1267,werfen::V,лэзяны,хаях
1268,werfen::V,лэзяны,шидэх
1269,fangen::V,кутыны,барих
1270,packen::V,кутыны,шүүрэх
1271,packen::V,кырмыны,шүүрэх
1272,verstecken::V,ватыны,нуух
1273,teilen::V,люкыны,хуваах
1274,schicken::V,ыстыны,илгээх
1275,schicken::V,ыстыны,явуулах
1276,bringen::V,вайыны,авчрах
1277,bringen::V,вайыны,аваачих
1278,hinzufügen::V,ватсаны,нэмэх
1279,bekommen::V,басьтыны,хүлээн авах
1280,erhalten::V,басьтыны,хүлээн авах
1281,nehmen::V,кутыны,авах
1282,nehmen::V,басьтыны,авах
1283,wählen::V,бырйыны,сонгох
1284,auswählen::V,бырйыны,шилэх
1285,bewahren::V,возьыны,гамнах
1286,behindern::V,могӟытыны,саад хийх
1287,behindern::V,могӟытыны,тотгор болох
1288,verderben::V,сӧрыны,эвдэх
1289,beschädigen::V,урод лэсьтыны,гэмтээх
1290,zerbrechen::V,сӧрыны,хагалах
1291,zerbrechen::V,сӧрыны,хага цохих
1292,zerreißen::V,кесяны,урах
1293,zerstören::V,куашкатыны,эвдэх
1294,zerstören::V,куашкатыны,сүйтгэх
1295,verbrennen::V,сутыны,шатаах
1296,geben::V,сётыны,өгөх
1297,reichen::V,сётыны,өгөх
1298,reichen::V,сётыны,дамжуулах
1299,schenken::V,кузьманы,бэлэглэх
1300,versprechen::V,кыл сётыны,амлах
1301,wünschen::V,сӥзьыны,ерөөх
1302,loben::V,ушъяны,магтах
1303,loben::V,ушъяны,сайшаах
1304,küssen::V,чупаны,озох
1305,küssen::V,чупаны,үнсэх
1306,wiegen::V,веттаны,бүүвэйлэх
1307,wiegen::V,лэйкатыны,бүүвэйлэх
1308,zudecken::V,шобыртыны,хучих
1309,zudecken::V,шобыртыны,бүтээх
1310,wecken::V,сайкатыны,сэрээх
1311,zeigen::V,возьматыны,үзүүлэх
1312,führen::V,нуыны,хөтлөх
1313,lehren::V,дышетыны,заах
1314,unterrichten::V,дышетыны,сургах
1315,aufziehen::V,будэтыны,өсгөх
1316,aufziehen::V,будэтыны,хүмүүжүүлэх
1317,leiten::V,кивалтыны,удирдах
1318,antreiben::V,дыртытыны,шамдуулах
1319,lassen::V,-ытыны,-уулах
1320,einladen::V,ӧтьыны,залах
1321,vereinigen::V,огазеяны,нэгтгэх
1322,vereinigen::V,огазеяны,хамтруулах
1323,besuchen::V,адӟыськыны,зочлох
1324,treffen::V,пумитаны,учрах
1325,treffen::V,пумитаны,дайралдах
1326,sich versammeln::V,люкаськыны,хуралдах
1327,spielen::V,шудыны,наадах
1328,singen::V,кырӟаны,дуулах
1329,tanzen::V,эктыны,бүжиглэх
1330,sich trennen::V,люкиськыны,салах
1331,verlassen::V,куштыны,хаях
1332,retten::V,утьыны,гэтэлгэх
1333,bewachen::V,возьманы,сахих
1334,schützen::V,утялтыны,хамгаалах
1335,verteidigen::V,возьманы,хамгаалах
1336,sich schlagen::V,жугиськыны,зодолдох
1337,schießen::V,ыбылӥськны,харвах
1338,schießen::V,ыбылӥськны,буу буудах
1339,siegen::V,вормыны,ялах
1340,ärgern::V,вожпоттыны,уурлуулах
1341,ärgern::V,вожпоттыны,уур хүргэх
1342,schlagen::V,жуккыны,цохих
1343,treten::V,лёганы,өшиглөх
1344,stechen::V,бышкалтыны,хатгах
1345,stoßen::V,донгыны,ёврох
1346,stoßen::V,донгыны,нудрах
1347,stehlen::V,вораны,хулгайлах
1348,stehlen::V,лушканы,хулгайлах
1349,stören::V,люкетыны,саад болох
1350,belästigen::V,акыльтыны,зовоох
1351,belästigen::V,акыльтыны,амраахгүй байх
1352,belästigen::V,вукылмыны,зовоох
1353,belästigen::V,вукылмыны,амраахгүй байх
1354,verbergen::V,ватыны,нуух
1355,verbergen::V,ватыны,далдлах
1356,täuschen::V,алданы,мэхлэх
1357,betrügen::V,пӧяны,хуурах
1358,töten::V,виыны,алах
1359,wohnen::V,улыны,суух
1360,wohnen::V,улыны,амьдрах
1361,arbeiten::V,ужаны,ажиллах
1362,arbeiten::V,ужаны,хөдөлмөрлөх
1363,sammeln::V,бичаны,түүх
1364,sammeln::V,бичаны,хураах
1365,pflücken::V,ишкыны,түүх
1366,jagen::V,пӧйшураны,агнах
1367,jagen::V,пӧйшураны,гөрөөлөх
1368,fischen::V,чорыганы,загасчлах
1369,fischen::V,чорыганы,загас барих
1370,fassen::V,кутыны,барих
1371,hüten::V,возьманы,маллах
1372,hüten::V,возьманы,хариулах
1373,treiben::V,улляны,туух
1374,anbinden::V,думыны,уях
1375,füttern::V,сюдыны,тэжээх
1376,melken::V,кыскыны,саах
1377,hacken::V,кораны,цавчих
1378,gießen::V,киськаны,услах
1379,reifen::V,вуыны,боловсрох
1380,reifen::V,кисьманы,боловсрох
1381,zubereiten::V,лесьтыны,бэлдэх
1382,kochen::V,пӧзьтыны,чанах
1383,backen::V,пыжыны,жигнэх
1384,braten::V,пыжыны,шарах
1385,braten::V,пыжыны,хайрах
1386,umrühren::V,сураны,хутгах
1387,stricken::V,керттыны,нэхэх
1388,stricken::V,керттыны,сүлжих
1389,nähen::V,вурыны,оёх
1390,färben::V,буяны,будах
1391,reinigen::V,сузяны,арилгах
1392,reinigen::V,сузяны,цэвэрлэх
1393,waschen::V,мисьтаськыны,угаах
1394,abwischen::V,ӵушылыны,арчих
1395,spülen::V,гылъяны,зайлах
1396,fegen::V,ӵужыны,хамах
1397,fegen::V,ӵужыны,шүүрдэх
1398,kehren::V,ӵужыны,шүүрдэх
1399,kehren::V,ӵужыны,туужуудах
1400,baden::V,пыласькыны,усанд орох
1401,sich waschen::V,пыласькыны,биеэ угаах
1402,ausziehen::V,кыльыны,тайлах
1403,anziehen::V,дӥсяны,өмсөх
1404,sich anziehen::V,дӥсьяськыны,хувцаслах
1405,kämmen::V,сынаны,самнах
1406,schmücken::V,чеберъяны,гоёх
1407,schmücken::V,чеберъяны,чимэх
1408,sagen::V,шуыны,гэх
1409,sagen::V,шуыны,хэлэх
1410,sagen::V,вераны,гэх
1411,sagen::V,вераны,хэлэх
1412,sprechen::V,вераськыны,ярих
1413,sprechen::V,вераськыны,өгүүлэх
1414,reden::V,вераськыны,хэлэх
1415,reden::V,вераськыны,хөөрөлдөх
1416,sich unterhalten::V,вераськыны,ярилцах
1417,fragen::V,юаны,асуух
1418,bitten::V,курыны,гуйх
1419,erzählen::V,вераны,өгүүлэх
1420,erzählen::V,мадьыны,өгүүлэх
1421,mitteilen::V,ивортыны,дуулгах
1422,mitteilen::V,ивортыны,мэдээлэх
1423,nennen::V,шуыны,нэрлэх
1424,rufen::V,ӧтьыны,дуудах
1425,prahlen::V,ушъяськыны,бардах
1426,prahlen::V,ушъяськыны,сайрхах
1427,übersetzen::V,берыктыны,орчуулах
1428,denken::V,малпаны,санах
1429,glauben::V,оскыны,итгэх
1430,bemerken::V,адӟыны,ажих
1431,bemerken::V,адӟыны,ажиглах
1432,erkennen::V,тодыны,таних
1433,begreifen::V,валаны,ойлгох
1434,verstehen::V,валаны,мэдэж авах
1435,lernen::V,дышетскыны,сурах
1436,wissen::V,тодыны,мэдэх
1437,sich erinnern an::V,тодэ вайыны,дурсах
1438,vergessen::V,вунэтыны,мартах
1439,messen::V,мертаны,хэмжих
1440,zählen::V,лыдъяны,тоолох
1441,rechnen::V,лыдъяны,тооцоох
1442,lesen::V,лыдӟыны,унших
1443,malen::V,суреданы,зурах
1444,zeichnen::V,суреданы,дүрслэн бичих
1445,schreiben::V,гожъяны,бичих
1446,besitzen::V,луыны,эзэмших
1447,kaufen::V,басьтыны,худалдан авах
1448,verkaufen::V,вузаны,худалдах
1449,bezahlen::V,тырыны,төлөх
1450,zahlen::V,тырыны,төлөх
1451,beherrschen::V,кузёяськыны,эзэмших
1452,ertragen::V,чиданы,тэсэх
