,Concept_ID,ce,tr
792,nur::ADV,бен ...ца,yalnız
793,schon::ADV,хӏинцале,çoktan
794,wieder::ADV,юха а,tekrar
795,wieder::ADV,юха а,yeniden
796,vergebens::ADV,эрна,boşuna
797,vor::PRP,хьалха,önünde
798,hinter::PRP,тӏехьа,arkasında
799,unter::PRP,кIелахь,altında
800,durch::PRP,чекх,sayesinde
801,durch::PRP,чекх,ortasından
802,neben::PRP,юххе,yanında
803,zwischen::PRP,юккъехь,arasında
804,wegen::PRP,дуьхьа,dolayı
805,dies::PRN,и,bu
806,dies::PRN,иза,bu
807,das::PRN,и,o
808,das::PRN,и,şu
809,das::PRN,иза,o
810,das::PRN,иза,şu
811,alles::PRN,дерриг,hepsi
812,alles::PRN,дерриг,her şey
813,ich::PRN,cо,ben
814,du::PRN,хьо,sen
815,er::PRN,и,o
816,er::PRN,иза,o
817,wir::PRN,тхо,biz
818,wir::PRN,вай,biz
819,ihr::PRN,шу,siz
820,sie::PRN,уьш,onlar
821,was::FPRN,хӏун,ne
822,wer::FPRN,мила,kim
823,wo::FADV,мичaхь,nerede
824,wohin::FADV,мича,nereye
825,wie::FADV,муха,nasıl
826,warum::FADV,хӏунда,neden
827,wieviel::FNUM,мел,kaç
828,wieviel::FNUM,мел,ne kadar
829,wieviel::FNUM,маса,kaç
830,wieviel::FNUM,маса,ne kadar
831,eins::NUM,цхьаъ,bir
832,zwei::NUM,шиъ,iki
833,drei::NUM,кхоъ,üç
834,vier::NUM,диъ,dört
835,fünf::NUM,пхиъ,beş
836,sechs::NUM,ялх,altı
837,sieben::NUM,ворхӏ,yedi
838,acht::NUM,бархӏ,sekiz
839,neun::NUM,исс,dokuz
840,zehn::NUM,итт,on
841,elf::NUM,цхьайтта,on bir
842,zwölf::NUM,шийтта,on iki
843,zwanzig::NUM,ткъа,yirmi
844,dreißig::NUM,ткъе итт,otuz
845,vierzig::NUM,шовзткъа,kırk
846,fünfzig::NUM,шовзткъе итт,elli
847,sechzig::NUM,кхузткъа,altmış
848,siebzig::NUM,кхузткъе итт,yetmiş
849,achtzig::NUM,дезткъа,seksen
850,neunzig::NUM,дезткъе итт,doksan
851,hundert::NUM,бӏе,yüz
852,tausend::NUM,эзар,bin
853,und::CNJ,a,ve
854,und::CNJ,a,ile
855,oder::CNJ,я,ya
856,oder::CNJ,я,yahut
857,stehen::V,латта,durmak
858,sitzen::V,хиъна ӏан,oturmak
859,liegen::V,ӏилла,yatmak
860,hängen::V,кхаза,asılı olmak
861,werden::V,хила,olmak
862,werden::V,хила,olunmak
863,passieren::V,хила,olmak
864,beginnen::V,доло,başlamak
865,enden::V,дӏадерза,bitmek
866,enden::V,дӏадерза,sona ermek
867,wechseln::V,хийца,değişmek
868,aufgehen[Sonne]::V,кхета,doğmak
869,untergehen[Sonne]::V,чубуза,batmak
870,scheinen[Sonne]::V,серло яла,parlamak
871,donnern::V,къекъа,gök gürlemek
872,wehen::V,хьекха,esmek
873,strömen::V,эха,akmak
874,fließen::V,охьаэха,akmak
875,sich drehen::V,хьийза,dönmek
876,schwanken::V,леста,sallanmak
877,schwingen::V,лесто,titremek
878,fallen::V,охьакхета,düşmek
879,brennen::V,дага,yanmak
880,rauchen::V,оза,tütmek
881,regnen::V,догlа догlу,yağmak
882,gefrieren::V,гӏоро,donmak
883,tauen::V,даша,erimek
884,schmelzen::V,лала,erimek
885,trocknen::V,дакъо,kurumak
886,sieden::V,кхехка,kaynamak
887,faulen::V,дахкадала,çürümek
888,verfaulen::V,дахкадала,çürümek
889,reißen::V,хеда,yırtılmak
890,versinken::V,хичудаха,batmak
891,vergehen::V,дlаэха,geçmek
892,erscheinen::V,схьадала,görünmek
893,erscheinen::V,ӏоттадала,görünmek
894,verschwinden::V,къайладала,kaybolmak
895,sinken::V,лахдала,inmek
896,zunehmen::V,лакхадала,artmak
897,zunehmen::V,лакхадала,çoğalmak
898,steigen::V,хьаладала,artmak
899,steigen::V,хьаладала,yükselmek
900,wachsen::V,кхиа,büyümek
901,wachsen::V,кхиа,gelişmek
902,glänzen::V,лепа,parlamak
903,funkeln::V,къега,parıldamak
904,lärmen::V,гӏовгӏаян,gürültü yapmak
905,läuten::V,детта,çalmak
906,klingeln::V,дека,zil çalmak
907,klirren::V,дека,şakırdamak
908,klirren::V,дека,zangırdamak
909,brausen::V,хьаьдда даха,köpürmek
910,brausen::V,хьаьдда даха,kükremek
911,rauschen::V,леста,fışırdamak
912,klingen::V,дека,tınlamak
913,bellen::V,лета,havlamak
914,heulen::V,угӏа,ulumak
915,blasen::V,хӏуп баха,üflemek
916,pfeifen::V,шок етта,düdük çalmak
917,schreien::V,мохь бетта,bağırmak
918,schreien::V,мохь бетта,haykırmak
919,stöhnen::V,узарш дан,inlemek
920,zittern::V,дега,titremek
921,leben::V,даха,yaşamak
922,leben::V,даха,hayatta olmak
923,geboren werden::V,хила,doğmak
924,atmen::V,садеӏа,solunmak
925,atmen::V,садеӏа,nefes almak
926,trinken::V,мала,içmek
927,essen::V,кхалла,yemek
928,schlucken::V,къурдбан,yutmak
929,müde werden::V,кӏаддала,yorulmak
930,einschlafen::V,наб кхета,uykuya dalmak
931,schlafen::V,вижа,uyumak
932,schlafen::V,наб ян,uyumak
933,schlafen::V,дижина хила,uyumak
934,aufwachen::V,самадала,uyanmak
935,aufstehen::V,гӏатта,kalkmak
936,aufstehen::V,гӏатта,yataktan kalkmak
937,sich erholen::V,садаӏа,dinlenmek
938,krank werden::V,цомгуш хила,hastalanmak
939,krank sein::V,цомгуш хила,hasta olmak
940,schmerzen::V,лаза,ağrımak
941,schmerzen::V,ӏийжа,ağrımak
942,husten::V,йовхарш етта,öksürmek
943,genesen::V,тадала,şifa bulmak
944,sterben::V,дала,ölmek
945,sterben::V,дала,vefat etmek
946,umkommen::V,хӏаллакхила,ölmek
947,sich bewegen::V,лела,hareket etmek
948,sich rühren::V,меттахъхьен,kımıldanmak
949,sich erheben::V,хьалагlатта,kalkmak
950,sich erheben::V,хьалагlатта,ayağa kalkmak
951,sich setzen::V,хаа,oturmak
952,hinfallen::V,дожа,yere düşmek
953,hinfallen::V,охьакхета,yere düşmek
954,laufen::V,вада,yürümek
955,laufen::V,хьада,yürümek
956,schreiten::V,болар дан,yürümek
957,schreiten::V,болар дан,adım atmak
958,schreiten::V,ког баккха,yürümek
959,schreiten::V,ког баккха,adım atmak
960,spazierengehen::V,доладала,gezmek
961,spazierengehen::V,доладала,dolaşmak
962,eilen::V,сихдала,seğirtmek
963,sich beeilen::V,сихдала,acele etmek
964,rennen::V,дада,koşmak
965,springen::V,ирхкхийсадала,atlamak
966,springen::V,ирхкхийсадала,sıçramak
967,klettern::V,тӏедийла,tırmanmak
968,schaukeln::V,техко,sallanmak
969,kriechen::V,такха,sürünmek
970,schwimmen::V,некадан,yüzmek
971,tauchen::V,чулелха,dalmak
972,rudern::V,дига лело,kürek çekmek
973,rudern::V,кема лело,kürek çekmek
974,fahren::V,хахка,gitmek
975,fliegen::V,тӏемадала,uçmak
976,gehen::V,лeла,gitmek
977,weggehen::V,дӏадаха,gitmek
978,abfahren::V,дӏадаха,kalkmak
979,anhalten::V,саца,durmak
980,hineingehen::V,чудала,içeri girmek
981,eintreten::V,чудала,girmek
982,kommen::V,кхача,gelmek
983,kommen::V,дӏакхача,gelmek
984,kommen::V,схьакхача,gelmek
985,ankommen::V,кхача,varmak
986,ankommen::V,схьакхача,varmak
987,zurückkommen::V,юхада,dönmek
988,bleiben::V,диса,kalmak
989,warten::V,хьежа,beklemek
990,warten::V,cобар дан,beklemek
991,erwarten::V,хьоьжуш ӏан,beklemek
992,suchen::V,леха,aramak
993,finden::V,каро,bulmak
994,versuchen::V,дан хьажа,denemek
995,vorbereiten::V,кечъян,hazırlamak
996,lieben::V,деза,sevmek
997,mögen::V,безамхила,beğenmek
998,lachen::V,дела,gülmek
999,rühren::V,хьедан,dokunmak
1000,rühren::V,хьедан,duygulandırmak
1001,weinen::V,делха,ağlamak
1002,schimpfen::V,чехо,küfretmek
1003,sich ärgern::V,оьгӏазъэха,kızmak
1004,sich fürchten::V,кхера,korkmak
1005,fürchten::V,кхера,korkmak
1006,fliehen::V,дӏадада,kaçmak
1007,flüchten::V,дӏадада,kaçmak
1008,sehen::V,ган,görmek
1009,anschauen::V,хьажа,seyretmek
1010,anschauen::V,хьежа,seyretmek
1011,ansehen::V,хьовса,bakmak
1012,hören::V,хаза,duymak
1013,hören::V,хаза,işitmek
1014,zuhören::V,ладогӏа,dinlemek
1015,probieren::V,хьажа,denemek
1016,probieren::V,хьажа,tadına bakmak
1017,riechen::V,хьожа яха,kokusunu almak
1018,fühlen::V,хаадала,duymak
1019,fühlen::V,хаадала,hissetmek
1020,scheinen::V,мотта,görünmek
1021,zu sehen sein::V,гуш хила,görünmek
1022,vernehmen::V,бартхатта,haber almak
1023,frieren::V,гӏоро,üşümek
1024,tun::V,дан,etmek
1025,tun::V,дан,yapmak
1026,können::V,дадала,bilmek
1027,wollen::V,тӏергӏа,istemek
1028,anfangen::V,доло,başlamak
1029,beenden::V,довла,bitirmek
1030,aufhören::V,саца,bitmek
1031,gelingen::V,кадала,başarmak
1032,geraten::V,хила,düşmek
1033,öffnen::V,дӏаделла,açmak
1034,öffnen::V,схьаделла,açmak
1035,schließen::V,къовла,kapamak
1036,schließen::V,дӏачӏагӏа,kapamak
1037,stellen::V,хlотто,koymak
1038,setzen::V,дийгӏа,koymak
1039,setzen::V,дийгӏа,oturtmak
1040,legen::V,охьадилла,koymak
1041,legen::V,охьадилла,yatırmak
1042,berühren::V,хьедан,dokunmak
1043,verbinden::V,вовшахтаса,bağlamak
1044,verbinden::V,вовшахтаса,birleştirmek
1045,bedecken::V,тилла,örtmek
1046,bedecken::V,тилла,kaplamak
1047,bedecken::V,тӏетаса,örtmek
1048,bedecken::V,тӏетаса,kaplamak
1049,aufhängen::V,хьалаолла,asmak
1050,anzünden::V,лато,yakmak
1051,anzünden::V,лато,ateşlemek
1052,aufheben::V,айа,kaldırmak
1053,zurücklassen::V,дита,geride bırakmak
1054,verlieren::V,дайа,yitirmek
1055,verlieren::V,дайа,kaybetmek
1056,fallen lassen::V,охьадожо,düşürmek
1057,machen::V,дан,yapmak
1058,herstellen::V,дан,yapmak
1059,herstellen::V,дан,imal etmek
1060,bauen::V,гӏишлоян,kurmak
1061,bauen::V,гӏишлоян,inşa etmek
1062,reparieren::V,тадан,onarmak
1063,reparieren::V,тадан,tamir etmek
1064,verbessern::V,нисдан,düzeltmek
1065,ändern::V,хийца,değiştirmek
1066,graben::V,ахка,kazmak
1067,beugen::V,сатто,eğmek
1068,biegen::V,сатто,bükmek
1069,drehen::V,хьовзо,çevirmek
1070,drehen::V,хьовзо,döndürmek
1071,umdrehen::V,хьовзo,çevirmek
1072,heben::V,айа,kaldırmak
1073,heben::V,хьалаайа,kaldırmak
1074,hochheben::V,хьалаайа,yukarı kaldırmak
1075,ergreifen::V,дӏалаца,tutmak
1076,ergreifen::V,дӏалаца,yakalamak
1077,halten::V,латто,tutmak
1078,drücken::V,тӏетаӏо,sıkmak
1079,schieben::V,татта,itmek
1080,schieben::V,татта,sürmek
1081,kratzen::V,мӏараш тийса,kaşımak
1082,lecken::V,мотт хьекха,yalamak
1083,beißen::V,катoха,ısırmak
1084,abreißen::V,схьадаккха,koparmak
1085,abschneiden::V,кхада,keserek ayırmak
1086,binden::V,дӏадехка,bağlamak
1087,binden::V,вовшахтаса,bağlamak
1088,stecken::V,чудахийта,sokmak
1089,brechen::V,кагдан,kırmak
1090,klopfen::V,детта,çalmak
1091,hauen::V,етта,vurmak
1092,kleben::V,тӏелато,yapıştırmak
1093,reiben::V,хьекхо,ovmak
1094,reiben::V,хьекхо,sürtmek
1095,streichen::V,тlехьакха,sürmek
1096,schleifen::V,ирдан,bilemek
1097,schneiden::V,ларга,kesmek
1098,rütteln::V,лесто,sallamak
1099,schütteln::V,лесто,sarsmak
1100,schütteln::V,лесто,çalkamak
1101,schwenken::V,лесто,sallamak
1102,schütten::V,дотта,dökmek
1103,schütten::V,дотта,akıtmak
1104,füllen::V,дуза,doldurmak
1105,einwickeln::V,хьарчо,sarmak
1106,tragen::V,дахьа,taşımak
1107,schleppen::V,ийзо,sürüklemek
1108,ziehen::V,озо,çekmek
1109,aufbewahren::V,ӏалашдан,saklamak
1110,werfen::V,кхосса,atmak
1111,fangen::V,леца,tutmak
1112,fangen::V,леца,yakalamak
1113,packen::V,леца,tutmak
1114,packen::V,леца,yakalamak
1115,verstecken::V,къайладаккха,saklamak
1116,teilen::V,декъа,bölmek
1117,teilen::V,декъа,ayırmak
1118,schicken::V,дӏадахьийта,yollamak
1119,schicken::V,дӏадахьийта,göndermek
1120,bringen::V,дан,getirmek
1121,hinzufügen::V,тӏетоха,katmak
1122,hinzufügen::V,тӏетоха,eklemek
1123,bekommen::V,даккха,almak
1124,bekommen::V,даккха,eline geçmek
1125,erhalten::V,даккха,almak
1126,nehmen::V,схьаэца,almak
1127,wählen::V,харжа,seçmek
1128,auswählen::V,харжа,seçmek
1129,auswählen::V,харжа,ayırmak
1130,bewahren::V,lалашдан,korumak
1131,behindern::V,новкъарло ян,engellemek
1132,verderben::V,талхо,bozmak
1133,beschädigen::V,дохо,zedelemek
1134,beschädigen::V,дохо,ziyan vermek
1135,zerbrechen::V,дохо,kırmak
1136,zerbrechen::V,кагдан,kırmak
1137,zerreißen::V,хадо,yırtmak
1138,zerstören::V,дохо,yıkmak
1139,zerstören::V,дохо,tahrip etmek
1140,zerstören::V,кагдан,yıkmak
1141,zerstören::V,кагдан,tahrip etmek
1142,verbrennen::V,даго,yakmak
1143,geben::V,яла,vermek
1144,reichen::V,дӏадала,uzatmak
1145,reichen::V,дӏакховдо,uzatmak
1146,schenken::V,совгӏат дан,hediye etmek
1147,versprechen::V,ваӏда дан,vaat etmek
1148,wünschen::V,лаа,kutlamak
1149,loben::V,хасто,övmek
1150,küssen::V,оба яккха,öpmek
1151,wiegen::V,тахка,sallamak
1152,zudecken::V,тӏетаса,örtmek
1153,wecken::V,самадаккха,uyandırmak
1154,zeigen::V,гайта,göstermek
1155,führen::V,дига,gezdirmek
1156,führen::V,дига,yol göstermek
1157,lehren::V,ӏамо,okutmak
1158,lehren::V,ӏамо,öğretmek
1159,unterrichten::V,хьеха,öğretmek
1160,aufziehen::V,кхио,yetiştirmek
1161,leiten::V,урхалла дан,yönetmek
1162,leiten::V,урхалла дан,idare etmek
1163,antreiben::V,сихдан,teşvik etmek
1164,lassen::V,-йта,-tırmak
1165,einladen::V,кхайкха,davet etmek
1166,vereinigen::V,цхьаьнатоха,birleştirmek
1167,besuchen::V,хьажахIотта,uğramak
1168,besuchen::V,хьажахIотта,ziyaret etmek
1169,besuchen::V,хьажахIотта,görmeye gitmek
1170,treffen::V,дуьхьалкхета,rastlamak
1171,treffen::V,дуьхьалкхета,isabet etmek
1172,sich versammeln::V,гулдан,toplanmak
1173,spielen::V,ловза,oynamak
1174,singen::V,лакха,söylemek
1175,singen::V,лакха,şarkı söylemek
1176,tanzen::V,хелхадала,oynamak
1177,tanzen::V,хелхадала,dans etmek
1178,sich trennen::V,къаста,ayrılmak
1179,verlassen::V,дита,bırakmak
1180,verlassen::V,дита,terk etmek
1181,retten::V,кӏелхьардаккха,kurtarmak
1182,bewachen::V,ха дан,gözetmek
1183,schützen::V,лардан,korumak
1184,verteidigen::V,лардан,savunmak
1185,sich schlagen::V,етта,dövüşmek
1186,schießen::V,детта,ateş etmek
1187,siegen::V,тола,yenmek
1188,ärgern::V,оьгӏаздахийта,kızdırmak
1189,schlagen::V,тоха,dövmek
1190,treten::V,мийра тоха,tepmek
1191,stechen::V,ӏотта,sokmak
1192,stechen::V,ӏотта,batırmak
1193,stechen::V,къовзо,sokmak
1194,stechen::V,къовзо,batırmak
1195,stoßen::V,татта,itmek
1196,stehlen::V,лачкъо,çalmak
1197,stören::V,новкъарло ян,bozmak
1198,stören::V,новкъарло ян,etkilemek
1199,belästigen::V,сагатдан,rahatsız etmek
1200,verbergen::V,къайладаккха,saklamak
1201,täuschen::V,ӏexo,aldatmak
1202,betrügen::V,ледан,aldatmak
1203,betrügen::V,ледан,dolandırmak
1204,töten::V,ден,öldürmek
1205,wohnen::V,даха,oturmak
1206,arbeiten::V,къахьега,çalışmak
1207,sammeln::V,гулдан,toplamak
1208,pflücken::V,даха,koparmak
1209,jagen::V,талла,avlanmak
1210,fischen::V,чӏерий леца,balık tutmak
1211,fassen::V,лаца,tutmak
1212,fassen::V,лаца,yakalamak
1213,fassen::V,схьалаца,tutmak
1214,fassen::V,схьалаца,yakalamak
1215,hüten::V,лардан,otlatmak
1216,treiben::V,лахка,gütmek
1217,anbinden::V,дӏадехка,bağlamak
1218,füttern::V,хӏума яла,beslemek
1219,melken::V,оза,sağmak
1220,gießen::V,хи тоха,sulamak
1221,reifen::V,хьекъа,olgunlaşmak
1222,zubereiten::V,кечъян,hazırlamak
1223,zubereiten::V,кхача бан,hazırlamak
1224,kochen::V,кхача бан,pişirmek
1225,kochen::V,кхача бан,kaynatmak
1226,backen::V,датта,pişirmek
1227,backen::V,датта,fırında pişirmek
1228,braten::V,кхарза,kızartmak
1229,umrühren::V,кего,karıştırmak
1230,nähen::V,тега,dikmek
1231,färben::V,басардан,boyamak
1232,reinigen::V,цӏандан,temizlemek
1233,waschen::V,йила,yıkamak
1234,waschen::V,йитта,yıkamak
1235,waschen::V,дӏадайа,yıkamak
1236,abwischen::V,дӏадайа,silmek
1237,spülen::V,хи кхарза,çalkamak
1238,fegen::V,нуй хьакха,süpürmek
1239,kehren::V,нуй хьакха,süpürmek
1240,baden::V,лийча,yıkanmak
1241,baden::V,лийча,banyo yapmak
1242,sich waschen::V,юьхь йила,yıkanmak
1243,ausziehen::V,духар дӏадаккха,çıkarmak
1244,sich anziehen::V,духа,giyinmek
1245,kämmen::V,ехк хьакха,taramak
1246,schmücken::V,хаздан,süslemek
1247,sagen::V,ала,demek
1248,sagen::V,ала,söylemek
1249,sprechen::V,баха,konuşmak
1250,sprechen::V,мотт бийца,konuşmak
1251,reden::V,къамел дан,konuşmak
1252,sich unterhalten::V,къамел дан,sohbet etmek
1253,fragen::V,хатта,sormak
1254,bitten::V,деха,dilemek
1255,bitten::V,деха,rica etmek
1256,erzählen::V,дийца,bahsetmek
1257,erzählen::V,дийца,hikâye etmek
1258,mitteilen::V,хаам бан,bildirmek
1259,nennen::V,цӏе яккха,adlandırmak
1260,rufen::V,кхайкха,çağırmak
1261,prahlen::V,куралла ян,övünmek
1262,prahlen::V,дозалла дан,övünmek
1263,übersetzen::V,гоч дан,çevirmek
1264,übersetzen::V,гоч дан,tercüme etmek
1265,denken::V,ойла ян,düşünmek
1266,glauben::V,теша,inanmak
1267,glauben::V,теша,zannetmek
1268,bemerken::V,ган,farkına varmak
1269,erkennen::V,довза,tanımak
1270,begreifen::V,кхета,anlamak
1271,begreifen::V,кхета,kavramak
1272,verstehen::V,кхета,duymak
1273,verstehen::V,кхета,anlamak
1274,lernen::V,деша,öğrenmek
1275,wissen::V,хаа,bilmek
1276,sich erinnern an::V,дагадан,hatırlamak
1277,vergessen::V,дицдала,unutmak
1278,messen::V,дуста,ölçmek
1279,zählen::V,дагардан,saymak
1280,rechnen::V,лара,hesap etmek
1281,lesen::V,еша,okumak
1282,malen::V,сурт дилла,resmini yapmak
1283,zeichnen::V,сурт дилла,çizmek
1284,schreiben::V,яздан,yazmak
1285,besitzen::V,доладан,haiz olmak
1286,besitzen::V,доладан,sahip olmak
1287,kaufen::V,эца,almak
1288,verkaufen::V,дохка,satmak
1289,bezahlen::V,мах бала,ödemek
1290,zahlen::V,мах бала,ödemek
1291,beherrschen::V,собаре хила,hâkim olmak
1292,ertragen::V,лан,dayanmak
1293,ertragen::V,лан,katlanmak
1294,ertragen::V,сатоха,dayanmak
1295,ertragen::V,сатоха,katlanmak
1296,ertragen::V,садетта,dayanmak
1297,ertragen::V,садетта,katlanmak
1298,Schwarm::N,,sürü
1299,Schlinge::N,,ilmik
1300,Art::N,,çeşit
1301,Entfernung::N,,mesafe
1302,Entfernung::N,,uzaklık
1303,Griff::N,,kulp
1304,Griff::N,,tutamak
1305,Figur::N,,şekil
1306,Figur::N,,heykel
1307,Bogen[Waffe]::N,,yay
1308,so::ADV,,öyle
1309,so::ADV,,böyle
1310,abnehmen::V,,azalmak
1311,sausen::V,,hızla gitmek
1312,wenden::V,,çevirmek
1313,hacken::V,,yarmak
1314,stricken::V,,örmek
1315,anziehen::V,,giymek
