,Concept_ID,mhr,az
155,Bulle::N,ӱ́шкыж,öküz
156,Pferd::N,и́мне,at
157,Schaf::N,шо́рык,qoyun
158,Schwein::N,сӧсна́,donuz
159,Hund::N,пий,it
160,Hund::N,пий,köpək
161,Katze::N,пы́рыс,pişik
162,Bär::N,маска́,ayı
163,Eichhörnchen::N,ур,dələ
164,Elch::N,шо́рдо,sığın
165,Fuchs::N,ры́выж,tülkü
166,Hase::N,мера́ҥ,dovşan
167,Maus::N,коля́,siçan
168,Wolf::N,пи́ре,qurd
169,Vogel::N,ка́йык,quş
170,Schwarm::N,каша́к,sürü
171,Huhn::N,чы́ве,toyuq
172,Hahn::N,агыта́н,xoruz
173,Gans::N,ко́мбо,qaz
174,Adler::N,карагу́ш,qartal
175,Adler::N,карагу́ш,qaraquş
176,Ente::N,лу́до,ördək
177,Eule::N,тумна́,bayquş
178,Kranich::N,турня́,durna
179,Krähe::N,кора́к,qarğa
180,Kuckuck::N,куку́,ququ
181,Schwan::N,йӱ́ксӧ,qu quşu
182,Fisch::N,кол,balıq
183,Barsch::N,ола́ҥге,tar
184,Hecht::N,нуж,durnabalığı
185,Hecht::N,чорта́н,durnabalığı
186,Schlange[Tier]::N,ки́шке,ilan
187,Wurm::N,шукш,qurd
188,Spinne::N,эҥыре́мыш,hörümçək
189,Ameise::N,ку́тко,qarışqa
190,Laus::N,тий,bit
191,Mücke::N,шыҥа́,ağcaqanad
192,Fliege::N,ка́рме,milçək
193,Schmetterling::N,лы́ве,kəpənək
194,Beere::N,мӧр,gilə
195,Apfel::N,олма́,alma
196,Pilz::N,по́ҥго,göbələk
197,Zwiebel::N,шога́н,soğan
198,Saat::N,нӧ́шмӧ,əkin
199,Saat::N,туш,əkin
200,Korn::N,шу́рно,taxıl
201,Heu::N,шу́до,quru ot
202,Schale::N,шӱм,qabıq
203,Grube::N,выне́м,çuxur
204,Falle::N,лӧ́дӧ,tələ
205,Falle::N,лӧ́дӧ,duzaq
206,Schlinge::N,о́птыш,ilmək
207,Schlinge::N,шӧрга́лтыш,ilmək
208,Spur::N,кыша́,iz
209,Asche::N,ло́мыж,kül
210,Dreck::N,лавыра́,kir
211,Eisen::N,кӱ́ртньӧ,dəmir
212,Gold::N,шӧ́ртньӧ,altun
213,Silber::N,ший,gümüş
214,Kohle::N,мландышӱ́й,kömür
215,Glas::N,янда́,şüşə
216,Lehm::N,шун,gil
217,Lehm::N,шун,palçıq
218,Sand::N,ошма́,qum
219,Mensch::N,еҥ,adam
220,Mensch::N,еҥ,insan
221,Mensch::N,айде́ме,adam
222,Mensch::N,айде́ме,insan
223,Mann::N,пӧръе́ҥ,kişi
224,Frau::N,ӱдырама́ш,qadın
225,Kind::N,аза́,uşaq
226,Junge::N,рве́зе,oğlan
227,Mädchen::N,ӱдыра́ш,qız
228,Familie::N,еш,ailə
229,Großvater::N,коча́,baba
230,Großmutter::N,кова́,nənə
231,Eltern::N,ача́-ава́,valideyn
232,Vater::N,ача́,ata
233,Mutter::N,ава́,ana
234,Sohn::N,э́рге,oğul
235,Tochter::N,ӱ́дыр,qız
236,Bruder::N,иза́,qardaş
237,Bruder::N,шо́льо,qardaş
238,Schwester::N,ака́,bacı
239,Onkel::N,иза́,əmi
240,Onkel::N,иза́,dayı
241,Tante::N,кока́,bibi
242,Ehemann::N,мари́й,ər
243,Ehefrau::N,ва́те,arvad
244,Freude::N,куа́н,nəşə
245,Freude::N,куа́н,sevinc
246,Freude::N,куаныма́ш,nəşə
247,Freude::N,куаныма́ш,sevinc
248,Gelächter::N,во́штылтыш,gülüş
249,Gelächter::N,во́штылтыш,qəhqəhə
250,Glück::N,пиа́л,səadət
251,Glück::N,пиа́л,xoşbəxtlik
252,Kummer::N,о́йго,qəm
253,Kummer::N,о́йго,kədər
254,Wunsch::N,ку́мыл,arzu
255,Lust::N,ку́мыл,həvəs
256,Geist::N,ӧрт,ruh
257,Geist::N,чон,ruh
258,Gedanke::N,ой,fikir
259,Gedanke::N,ой,düşüncə
260,Gedanke::N,шоныма́ш,fikir
261,Gedanke::N,шоныма́ш,düşüncə
262,Gedächtnis::N,шарныма́ш,xatir
263,Gedächtnis::N,шарныма́ш,hafizə
264,Verstand::N,уш,ağıl
265,Sinn::N,смысл,məna
266,Grund::N,ама́л,səbəb
267,Wahrheit::N,чын,haqq
268,Wahrheit::N,чын,doğruluq
269,Gespräch::N,мутланыма́ш,söhbət
270,Gespräch::N,мутланыма́ш,qonuşma
271,Märchen::N,йома́к,nağıl
272,Erzählung::N,ойлыма́ш,hekayə
273,Nachricht::N,увертарыма́ш,xəbər
274,Neuigkeit::N,уве́р,xəbər
275,Neuigkeit::N,уве́р,yenilik
276,Name::N,лӱм,ad
277,Rätsel::N,ту́што,tapmaca
278,Rede::N,ойлыма́ш,nitq
279,Sprache::N,йы́лме,dil
280,Stimme::N,йӱк,səs
281,Wort::N,ой,söz
282,Wort::N,ой,kəlmə
283,Wort::N,мут,söz
284,Wort::N,мут,kəlmə
285,Zeichen::N,ти́ште,nişan
286,Zeichen::N,знак,nişan
287,Ruf::N,ӱжма́ш,çığırtı
288,Lärm::N,лӱшкыма́ш,gurultu
289,Lärm::N,йӱк-йӱа́н,gurultu
290,Laut::N,йӱк,səs
291,Ton::N,йӱксе́м,ton
292,Lied::N,му́ро,mahnı
293,Ruhe::N,ты́мык,sakitlik
294,Leute::N,еҥ-влак,xalq
295,Volk::N,ка́лык,millət
296,Arbeit::N,паша́,iş
297,Arbeit::N,паша́,əmək
298,Gast::N,уна́,qonaq
299,Gast::N,уна́,müsafir
300,Geschenk::N,пӧле́к,hədiyyə
301,Spiel::N,мо́дыш,oyun
302,Spiel::N,мо́дыш,tamaşa
303,Spiel::N,модма́ш,oyun
304,Spiel::N,модма́ш,tamaşa
305,Gesellschaft::N,тӱшка́,cəmiyyet
306,Hilfe::N,по́лыш,kömək
307,Hilfe::N,по́лыш,yardım
308,Freund::N,таҥ,dost
309,Freund::N,йолта́ш,dost
310,Kamerad::N,таҥ,yoldaş
311,Angelegenheit::N,паша́,iş
312,Anzahl::N,чот,say
313,Art::N,вид,çeşid
314,Stück::N,ка́тыш,dənə
315,Stück::N,ка́тыш,parça
316,Stück::N,ла́стык,dənə
317,Stück::N,ла́стык,parça
318,Teil::N,ужа́ш,qisim
319,Hälfte::N,пел,yarım
320,Hälfte::N,пе́ле,yarım
321,Kreis::N,ты́ртыш,dairə
322,Kreuz::N,ыре́с,xaç
323,Linie::N,ли́ний,xətt
324,Strich::N,коре́ш,cızıq
325,Abstand::N,кокла́,məsafə
326,Entfernung::N,тора́,məsafə
327,Entfernung::N,тора́,uzaqlıq
328,Entfernung::N,ку́жыт,məsafə
329,Entfernung::N,ку́жыт,uzaqlıq
330,Gegend::N,кунде́м,bölgə
331,Platz::N,ку́мдык,yer
332,Ort::N,вер,yer
333,Ort::N,о́лмо,yer
334,Seite::N,ӧ́рдыж,yan
335,Seite::N,ӧ́рдыж,tərəf
336,Mitte::N,покше́л,orta
337,Gegenstand::N,наста́,şey
338,Sache::N,наста́,şey
339,Rand::N,тӱр,kənar
340,Kante::N,тӱр,tiyə
341,Kante::N,тӱр,kənar
342,Ecke::N,лук,bucaq
343,Spitze::N,вуй,uc
344,Ende::N,муча́ш,son
345,Ende::N,муча́ш,axır
346,Loch::N,рож,deşik
347,Winkel::N,лук,guşə
348,Muster::N,пеза́к,ülgü
349,Muster::N,узо́р,ülgü
350,Muster::N,ӱ́лгӧ,ülgü
351,Größe::N,кӱ́кшыт,böyüklük
352,Länge::N,ку́тыш,uzunluq
353,Höhe::N,кӱ́кшыт,yüksəklik
354,Gewicht::N,не́лыт,çəki
355,Gewicht::N,не́лыт,ağırlıq
356,Menge::N,чот,miqdar
357,Haufen::N,кы́шыл,yığın
358,Reihe::N,рада́м,səf
359,Reihe::N,рада́м,sıra
360,Boot::N,пуш,qayıq
361,Ruder::N,эшка́к,kürək
362,Schlitten::N,тер,kirşə
363,Schlitten::N,изде́р,kirşə
364,Ski::N,е́че,xizək
365,Lagerfeuer::N,туло́то,düşərgə tonqalı
366,Last::N,нӧ́лтыш,yük
367,Gang::N,ошкылма́ш,yeriş
368,Schritt::N,о́шкыл,addım
369,Norden::N,йӱдйыма́л,şimal
370,Süden::N,кечывалве́л,cənub
371,Westen::N,касве́л,qərb
372,Osten::N,эрве́л,şərq
373,Holz::N,пу,ağac
374,Holz::N,пу,taxta
375,Brett::N,оҥа́,taxta
376,Platte::N,аста́р,lövhə
377,Stütze::N,чара́к,dayaq
378,Stütze::N,чара́к,dəstək
379,Stange::N,лома́ш,şüvül
380,Stock::N,тоя́,dəyənək
381,Stab::N,вара́,əsa
382,Stab::N,вара́,şüvül
383,Stab::N,кашта́,əsa
384,Stab::N,кашта́,şüvül
385,Rohr::N,пуч,boru
386,Rohr::N,пуч,truba
387,Haus::N,пӧрт,ev
388,Heim::N,мӧ́ҥгӧ,ev
389,Ofen::N,комака́,peç
390,Ofen::N,комака́,soba
391,Fußboden::N,кӱва́р,döşəmə
392,Tisch::N,ӱсте́л,masa
393,Stuhl::N,пӱке́н,stul
394,Wiege::N,шепка́,beşik
395,Bett::N,ва́кшыш,yataq
396,Regal::N,шӧ́рлык,rəf
397,Kiste::N,шо́ндык,yeşik
398,Kiste::N,шо́ндык,sandıq
399,Kiste::N,я́шлык,yeşik
400,Kiste::N,я́шлык,sandıq
401,Fenster::N,окна́,pəncərə
402,Tür::N,омса́,qapı
403,Tor::N,капка́,darvaza
404,Zaun::N,сава́р,çəpər
405,Dach::N,леве́дыш,dam
406,Leiter::N,тошка́лтыш,nərdivan
407,Besen::N,ӱштерво́штыр,süpürgə
408,Spaten::N,ко́льмо,kürək
409,Schaufel::N,сово́к,kürək
410,Schaufel::N,су́ско,kürək
411,Gabel::N,ви́лке,çəngəl
412,Löffel::N,па́не,qaşıq
413,Löffel::N,совла́,qaşıq
414,Messer::N,кӱ́зӧ,bıçaq
415,Nagel::N,пуда́,mıx
416,Netz::N,вапш,tor
417,Haken::N,са́гыле,çəngəl
418,Griff::N,кыл,qulp
419,Griff::N,кыл,tutacaq
420,Schloss::N,кӧгӧ́н,qıfıl
421,Bild::N,сӱре́т,rəsm
422,Figur::N,фигу́р,şəkil
423,Figur::N,фигу́р,heykəl
424,Puppe::N,курча́к,kukla
425,Puppe::N,курча́к,gəlincik
426,Beutel::N,меша́к,kisə
427,Beutel::N,меша́к,torba
428,Bündel::N,арша́ш,bağlama
429,Tasche::N,сумка́,çanta
430,Eimer::N,ведра́,vedrə
431,Eimer::N,ведра́,çəllək
432,Deckel::N,ко́мдыш,qapaq
433,Geschirr::N,а́те,qab-qazan
434,Sack::N,куль,çuval
435,Sack::N,меша́к,çuval
436,Tasse::N,чу́кыр,fincan
437,Tasse::N,чашка́,fincan
438,Topf::N,ми́ске,qazan
439,Kessel::N,под,qazan
440,Essen::N,ко́чкыш,yemək
441,Nahrung::N,ку́рго,qida
442,Speise::N,ко́чкыш,xörək
443,Fleisch::N,шыл,ət
444,Getreide::N,шу́рно,taxıl
445,Brei::N,пу́чымыш,aş
446,Brei::N,пу́чымыш,sıyıq
447,Brot::N,ки́нде,çörək
448,Scheibe::N,ка́тыш,dilim
449,Fett::N,коя́,yağ
450,Butter::N,ӱй,kərə yağı
451,Öl::N,ӱй,yağ
452,Salz::N,шинча́л,duz
453,Suppe::N,шӱр,şorba
454,Honig::N,мӱй,bal
455,Milch::N,шӧр,süd
456,Tee::N,чай,çay
457,Leder::N,сура́н,dəri
458,Leder::N,шӱ́штӧ,dəri
459,Wolle::N,пун,yun
460,Stoff::N,куэ́м,qumaş
461,Stoff::N,посто́,qumaş
462,Nadel::N,и́ме,iynə
463,Faden::N,шӱ́ртӧ,sap
464,Knopf::N,по́лдыш,düymə
465,Knoten::N,пышке́м,düyün
466,Farbe::N,чия́,boya
467,Kleidung::N,чие́м,geyim
468,Kleidung::N,вурге́м,geyim
469,Hemd::N,ту́выр,köynək
470,Kragen::N,сога́,yaxa
471,Ärmel::N,шокш,qol
472,Hose::N,йола́ш,şalvar
473,Gürtel::N,ӱ́штӧ,kəmər
474,Mütze::N,упш,şapka
475,Schuh::N,боти́нке,tufli
476,Schuh::N,боти́нке,ayaqqabı
477,Stiefel::N,кем,çəkmə
478,Ring::N,шерга́ш,üzük
479,Band::N,тасма́,lent
480,Band::N,ле́нте,lent
481,Kamm::N,шерге́,daraq
482,Spiegel::N,вошто́нчыш,güzgü
483,Riemen::N,кӱзанӱ́штӧ,qayış
484,Schnur::N,кере́м,ip
485,Schnur::N,кандыра́,ip
486,Leine::N,вӱра́ҥ,kəmsik
487,Decke::N,леве́дыш,ədyal
488,Decke::N,леве́дыш,yorğan
489,Decke::N,одея́л,ədyal
490,Decke::N,одея́л,yorğan
491,Kissen::N,кӱ́пчык,yastıq
492,Tuch::N,шо́выч,şarf
493,Tuch::N,шо́выч,kaşne
494,Handtuch::N,со́лык,dəsmal
495,Kraft::N,вий,güc
496,Kraft::N,куа́т,güc
497,Stärke::N,куа́т,qüvvət
498,Stärke::N,карма́н,qüvvət
499,Gesundheit::N,таза́лык,sağlamlıq
500,Krankheit::N,чер,xəstəlik
501,Schmerz::N,ко́рштыш,ağrı
502,Schmerz::N,ко́рштыш,sancı
503,Wunde::N,су́сыр,yara
504,Fieber::N,йӱштыму́ж,isitmə
505,Fieber::N,йӱштыму́ж,qızdırma
506,Fieber::N,лихора́дке,isitmə
507,Fieber::N,лихора́дке,qızdırma
508,Arznei::N,эм,ilaç
509,Arznei::N,эм,dərman
510,Brücke::N,кӱва́р,körpü
511,Brunnen::N,вӱдвыне́м,quyu
512,Weide::N,нурше́р,otlaq
513,Pfad::N,йолго́рно,cığır
514,Pfad::N,сокма́к,cığır
515,Weg::N,ко́рно,yol
516,Straße::N,ко́рно,küçə
517,Dorf::N,ял,kənd
518,Stadt::N,ола́,şəhər
519,Brief::N,се́рыш,məktub
520,Buch::N,книга́,kitab
521,Buchstabe::N,буква́,hərf
522,Zeitung::N,газе́т,qəzet
523,Leben::N,и́лыш,həyat
524,Tod::N,колыма́ш,ölüm
525,Grab::N,шӱга́р,qəbir
526,Kirche::N,че́рке,kilsə
527,Sünde::N,су́лык,günah
528,Gott::N,ю́мо,tanrı
529,Arbeiter::N,паша́зе,işçi
530,Chef::N,тӧра́,şef
531,Chef::N,тӧра́,rəis
532,Meister::N,маста́р,usta
533,Arzt::N,врач,həkim
534,Arzt::N,врач,doktor
535,Lehrer::N,ту́ныктышо,müəllim
536,Geld::N,окса́,pul
537,Geschäft::N,сатулыма́ш,ticarət
538,Laden::N,ке́выт,dükan
539,Preis::N,ак,qiymət
540,Ware::N,сату́,mal
541,Nutzen::N,пайда́,fayda
542,Reichtum::N,поя́нлык,zənginlik
543,Welt::N,тӱня́,aləm
544,Welt::N,тӱня́,dünya
545,Land::N,эл,ölkə
546,Staat::N,кугыжа́ныш,dövlət
547,König::N,кугыжа́,kral
548,König::N,кугыжа́,məlik
549,Macht::N,власть,qüdrət
550,Grenze::N,грани́ца,hüdud
551,Grenze::N,грани́ца,sərhət
552,Krieg::N,сар,hərb
553,Krieg::N,сар,müharibə
554,Feind::N,тушма́н,düşmən
555,Gewalt::N,виешлыма́ш,cəbr
556,Kampf::N,кредалма́ш,savaş
557,Bogen[Waffe]::N,юҥе́ж,yay
558,Pfeil::N,пикш,ox
559,Gewehr::N,пыча́л,tüfəng
560,Fehler::N,йо́ҥылыш,xəta
561,Lüge::N,шоя́к,yalan
562,Schaden::N,зия́н,ziyan
563,Unglück::N,эҥге́к,bəla
564,Schuld::N,тита́к,təqsir
565,Schuld::N,йола́,təqsir
566,Alter::N,ийго́т,yaş
567,Schluss::N,муча́ш,son
568,Zeit::N,жап,vaxt
569,Zeit::N,жап,zaman
570,Zeit::N,па́гыт,vaxt
571,Zeit::N,па́гыт,zaman
572,Tag::N,ке́че,gün
573,Morgen::N,эр,sabah
574,Mittag::N,кечыва́л,günorta
575,Abend::N,кас,axşam
576,Nacht::N,йӱд,gecə
577,Woche::N,арня́,həftə
578,Monat::N,ты́лзе,ay
579,Jahr::N,ий,il
580,Frühling::N,шо́шо,yaz
581,Frühling::N,шо́шо,bahar
582,Sommer::N,кеҥе́ж,yay
583,Herbst::N,шы́же,payız
584,Winter::N,те́ле,qış
585,Januar::N,шоркыйол,Janvar
586,Januar::N,идалыкву́й,Janvar
587,Januar::N,янва́рь,Janvar
588,Februar::N,пургыж,Fevral
589,Februar::N,февра́ль,Fevral
590,März::N,ӱярня,Mart
591,März::N,март,Mart
592,April::N,апре́ль,Aprel
593,Mai::N,ага,May
594,Mai::N,май,May
595,Juni::N,пеледыш,İyun
596,Juni::N,ию́нь,İyun
597,Juli::N,сӱрем,İyul
598,Juli::N,ию́ль,İyul
599,August::N,сорла,Avqust
600,August::N,агарма́н,Avqust
601,August::N,а́вгуст,Avqust
602,September::N,идым,Sentyabr
603,September::N,сентя́брь,Sentyabr
604,Oktober::N,шыжа,Oktyabr
605,Oktober::N,октя́брь,Oktyabr
606,November::N,кылме тылзе,Noyabr
607,November::N,ноя́брь,Noyabr
608,Dezember::N,дека́брь,Dekabr
609,Montag::N,шо́чмо,bazar ertəsi
610,Dienstag::N,ку́шкыжмо,çərşənbə axşamı
611,Mittwoch::N,вӱрге́че,çərşənbə
612,Donnerstag::N,изарня́,cüme axşamı
613,Freitag::N,кугарня́,cüme
614,Samstag::N,шуматке́че,şənbə
615,Sonntag::N,рушарня́,bazar
616,groß::A,кугу́,böyük
617,klein::A,изи́,kiçik
618,lang::A,кужу́,uzun
619,kurz::A,кӱ́чык,qısa
620,breit::A,кумда́,enli
621,breit::A,кумда́,geniş
622,schmal::A,а́ҥысыр,dar
623,dicht::A,ну́гыдо,sıx
624,dick[Gegenstand]::A,кӱ́жгӧ,qalın
625,dünn::A,ви́чкыж,nazik
626,fein::A,ты́гыде,incə
627,fest::A,чо́ткыдо,bərk
628,fest::A,чо́ткыдо,möhkəm
629,flach::A,лапка́,düz
630,glatt::A,яклака́,hamar
631,hart::A,пе́ҥгыде,sərt
632,weich::A,пу́шкыдо,yumşaq
633,rund::A,йырге́шке,yuvarlaq
634,spitz::A,коша́р,uclu
635,spitz::A,коша́р,sivri
636,scharf::A,пӱ́сӧ,kəskin
637,stumpf::A,токма́к,küt
638,schwer::A,не́ле,ağır
639,schön::A,сы́лне,gözəl
640,schön::A,сы́лне,gəşəng
641,heiß::A,шо́кшо,isti
642,warm::A,ле́ве,ilıq
643,kalt::A,йӱ́штӧ,soyuq
644,kühl::A,юа́лге,sərin
645,kühl::A,южгата́,sərin
646,frisch::A,свежа́,təzə
647,feucht::A,вӱ́дыжгӧ,nəm
648,nass::A,нӧ́рӧ,yaş
649,trocken::A,ку́кшо,quru
650,voll::A,тич,dolu
651,leer::A,яра́,boş
652,offen::A,виш,açıq
653,geschlossen::A,пе́тырыме,qapalı
654,geschlossen::A,тӱ́чмӧ,qapalı
655,sauber::A,ару́,təmiz
656,sauber::A,янда́р,təmiz
657,schmutzig::A,лавыра́н,kirli
658,schmutzig::A,ла́выргыше,kirli
659,roh::A,кӱ́чымӧ,çiy
660,reif::A,лӧза́,yetişmiş
661,lecker::A,ту́тло,dadlı
662,lecker::A,ту́тло,ləzzətli
663,süß::A,ше́ре,şirin
664,bitter::A,ко́чо,acı
665,sauer::A,шо́по,turş
666,hell::A,во́лгыдо,aydın
667,dunkel::A,пычке́мыш,qaranlıq
668,schwarz::A,шола́,qara
669,weiß::A,ош,ağ
670,rot::A,йошка́р,qırmızı
671,gelb::A,сар,sarı
672,blau::A,ка́нде,göy
673,blau::A,ка́нде,mavi
674,grün::A,ужа́р,yaşıl
675,grau::A,сур,boz
676,bunt::A,олача́,əlvan
677,bunt::A,олача́,rəngli
678,billig::A,шу́лдо,ucuz
679,teuer::A,ше́рге,bahalı
680,wertvoll::A,шергака́н,qiymətli
681,blind::A,со́кыр,kor
682,taub::A,соҥгыра́,kar
683,kräftig::A,куа́тле,güclü
684,stark::A,вия́н,qüvvətli
685,schwach::A,а́лдыме,zəif
686,schwach::A,а́лдыме,gücsüz
687,fett::A,коя́,şişman
688,schlank::A,йоштката́,zərif
689,schlank::A,яжу́,zərif
690,hübsch::A,чеве́р,göyçək
691,böse::A,шы́де,fəna
692,dumm::A,аҥыра́,axmaq
693,faul::A,його,tənbəl
694,fleißig::A,ты́ршыше,çalışqan
695,geizig::A,чаҥга́,xəsis
696,klug::A,уша́н,ağıllı
697,geschickt::A,уста́,bacarıqlı
698,lieb::A,ала́л,əziz
699,lieb::A,ала́л,sevimli
700,lustig::A,весела́,məzəli
701,lustig::A,весела́,gülməli
702,sanft::A,ны́жылге,mülayim
703,hungrig::A,шу́жышо,ac
704,krank::A,че́рле,xəstə
705,nackt::A,чарама́т,çılpaq
706,traurig::A,ойга́н,qəmgin
707,traurig::A,ойга́н,kədərli
708,lebendig::A,и́лыше,canlı
709,gut::A,сай,yaxşı
710,schlecht::A,уда́,pis
711,schlecht::A,шӱ́кшӧ,pis
712,richtig::A,чы́нле,doğru
713,schlimm::A,аля́к,fəna
714,schlimm::A,тыра́н,fəna
715,wahr::A,чы́нле,gərçək
716,wahr::A,настоя́щий,gərçək
717,alt::A,то́што,əski
718,alt::A,то́што,köhnə
719,neu::A,у,yeni
720,ehemalig::A,о́нчычсо,əvvəlki
721,ehemalig::A,онда́кысе,əvvəlki
722,alt[Lebewesen]::A,шо́нто,qoca
723,jung::A,са́мырык,gənc
724,arm::A,нужна́,kasıb
725,arm::A,нужна́,yoxsul
726,reich::A,поя́н,zəngin
727,bekannt::A,па́лыме,tanış
728,berühmt::A,лӱ́млӧ,məşhur
729,fremd::A,йот,yad
730,verschieden::A,тӱ́рлӧ,dürlü
731,nah::A,ли́шыл,yaxın
