,Concept_ID,uk,mrj
766,überall::ADV,скрізь,цилӓ вӓре
767,nicht::ADV,не,уке
768,ein wenig::ADV,трохи,изиш
769,ein wenig::ADV,трохи,иклаштык
770,ein wenig::ADV,небагато,изиш
771,ein wenig::ADV,небагато,иклаштык
772,kaum::ADV,ледве,цылик
773,kaum::ADV,ледве,чучок-чучок
774,sehr::ADV,дуже,чоте
775,so::ADV,так,тенге
776,so::ADV,так,тенгелӓ
777,noch::ADV,ще,мол
778,noch::ADV,ще,моло
779,nur::ADV,лише,веле
780,nur::ADV,тільки,веле
781,schon::ADV,вже,уже
782,schon::ADV,вже,ӹнде
783,wieder::ADV,знову,уэш
784,vergebens::ADV,дарма,зря
785,vergebens::ADV,дарма,ӹзрӓ
786,vergebens::ADV,дарма,ӹзӹрӓ
787,vor::PRP,перед,анзыц
788,vor::PRP,перед,анзыцын
789,hinter::PRP,ззаду,шайылан
790,hinter::PRP,ззаду,шайылный
791,hinter::PRP,позаду,шайылан
792,hinter::PRP,позаду,шайылный
793,unter::PRP,під,лӹвӓкӹ
794,durch::PRP,крізь,вашт
795,neben::PRP,біля,сага
796,zwischen::PRP,між,лош
797,zwischen::PRP,між,лошкы
798,wegen::PRP,з-за,мычыц
799,wegen::PRP,через,мычыц
800,dies::PRN,це,тидӹ
801,dies::PRN,це,ти
802,das::PRN,то,тидӹ
803,das::PRN,то,ти
804,alles::PRN,все,цилӓ
805,ich::PRN,я,мый
806,du::PRN,ти,тӹнь
807,er::PRN,він,тӹдӹ
808,wir::PRN,ми,мӓ
809,ihr::PRN,ви,вӓ
810,sie::PRN,вони,нӹнӹ
811,was::FPRN,що,ма
812,wer::FPRN,хто,кӱ
813,wo::FADV,де,кышан
814,wo::FADV,де,кыштакен
815,wohin::FADV,куди,кышкы
816,wie::FADV,як,кыце
817,warum::FADV,чому,малын
818,wieviel::FNUM,скільки,кынар
819,wieviel::FNUM,скільки,кынары
820,wieviel::FNUM,скільки,кынаркы
821,eins::NUM,один,иктӹ
822,eins::NUM,один,иктӹт
823,zwei::NUM,два,кок
824,zwei::NUM,два,кокты
825,drei::NUM,три,кым
826,drei::NUM,три,кымыт
827,vier::NUM,чотири,нӹл
828,fünf::NUM,п’ять,вӹц
829,sechs::NUM,шість,куд
830,sechs::NUM,шість,кудытмозн
831,sieben::NUM,сім,шӹм
832,sieben::NUM,сім,шӹмӹт
833,acht::NUM,вісім,кӓндӓкш
834,acht::NUM,вісім,кӓндӓкшӹ
835,neun::NUM,дев’ять,ӹндекшшӱдӹ
836,zehn::NUM,десять,лу
837,elf::NUM,одинадцять,луатик
838,elf::NUM,одинадцять,луатиктӹ
839,zwölf::NUM,дванадцять,луаткок
840,zwölf::NUM,дванадцять,луаткокты
841,zwanzig::NUM,двадцять,коклы
842,dreißig::NUM,тридцять,кымлы
843,vierzig::NUM,сорок,нӹллӹ
844,fünfzig::NUM,п’ятдесят,вӹцлӹ
845,sechzig::NUM,шістдесят,кудлу
846,siebzig::NUM,сімдесят,шӹмлу
847,achtzig::NUM,вісімдесят,кӓндӓкшлу
848,neunzig::NUM,дев’яносто,ӹндекшлу
849,hundert::NUM,сто,шӱдӹ
850,tausend::NUM,тисяча,тӹжем
851,und::CNJ,і,дöн
852,oder::CNJ,або,льывы
853,stehen::V,стояти,шалшаг
854,sitzen::V,сидіти,шӹнзӓш
855,liegen::V,лежати,киӓш
856,hängen::V,висіти,кечӓш
857,werden::V,стати,шагалаш
858,werden::V,робитися,шагалаш
859,passieren::V,трапитися,ӹштӓ́лтӓш
860,beginnen::V,початися,тӹнгӓлӓлтӓш
861,enden::V,кінчитися,пӹтӓш
862,wechseln::V,мінятися,весемӓш
863,wechseln::V,мінятися,весемӓлтӓш
864,aufgehen[Sonne]::V,зійти,авараш
865,untergehen[Sonne]::V,зайти,шӹ́нзӓш
866,scheinen[Sonne]::V,світити,сотемдӓрӓш
867,donnern::V,гриміти,хӹдӹртӓш
868,wehen::V,віяти,ӹфӹлӓш
869,strömen::V,литися,йогащ
870,fließen::V,текти,йогащ
871,sich drehen::V,обертатися,пöрдӓш
872,schwanken::V,коливатися,лыпшалташ
873,schwingen::V,хитатися,кӓчӓйӓш
874,schwingen::V,гойдатися,кӓчӓйӓш
875,fallen::V,падати,кенвазаш
876,fallen::V,падати,шынгалташ
877,brennen::V,горіти,йылаш
878,rauchen::V,диміти,шыпшаш
879,regnen::V,дощити,юраш
880,gefrieren::V,змерзнути,гӓш
881,gefrieren::V,змерзнути,кӹлмаш
882,tauen::V,танути,шылаш
883,schmelzen::V,плавитися,шӹрӓнӓш
884,trocknen::V,сохнути,кошкаш
885,sieden::V,кипіти,шолаш
886,faulen::V,гнити,шӱӓш
887,verfaulen::V,згнити,йӓнгӓрӓлтӓш
888,reißen::V,рватися,кышкедӓлтӓш
889,versinken::V,тонути,ва́лаш
890,vergehen::V,проходити,эртӓш
891,erscheinen::V,з’явитися,каяш
892,verschwinden::V,щезнути,ямаш
893,verschwinden::V,зникнути,ямаш
894,sinken::V,спадати,пычаш
895,abnehmen::V,поменшитися,чӹдемӓш
896,abnehmen::V,поменшитися,кöтӹргӓш
897,zunehmen::V,збільшуватися,когоэмӓш
898,steigen::V,підніматися,лӱлта́лташ
899,wachsen::V,рости,кушкаш
900,glänzen::V,блищати,йӹлгӹжӓш
901,funkeln::V,блискати,валгалташ
902,lärmen::V,шуміти,юкланаш
903,läuten::V,дзвонити,цоргаш
904,klingeln::V,дзвонити,цоргаш
905,klirren::V,дзвякати,цонгырталгаш
906,brausen::V,бушувати,ышдымыла́наш
907,rauschen::V,шелестіти,шу́жгаш
908,klingen::V,лунати,йо́нгаш
909,klingen::V,звучати,йо́нгаш
910,bellen::V,гавкати,опташ
911,heulen::V,вити,урмыжаш
912,blasen::V,дунути,ӹфӹлӓш
913,pfeifen::V,свистіти,ши́шкаш
914,schreien::V,кричати,уташ
915,schreien::V,кричати,саслаш
916,schreien::V,кричати,варгынзаш
917,stöhnen::V,стогнати,ӹнгӹрӓш
918,zittern::V,тремтіти,цӹтӹрӓш
919,leben::V,жити,ӹлӓш
920,geboren werden::V,народитися,шачаш
921,atmen::V,дихати,шӱлӓш
922,trinken::V,пити,йӱӓш
923,essen::V,їсти,качкаш
924,schlucken::V,ковтати,нелӓш
925,müde werden::V,втомитися,янгылаш
926,einschlafen::V,заснути,амален кеӓш
927,schlafen::V,спати,амалаш
928,aufwachen::V,прокинутися,понгыжалташ
929,aufstehen::V,встати,кӹньӹл шагалаш
930,sich erholen::V,відпочивати,кӓнаш
931,krank werden::V,захворіти,церлӓнен вазаш
932,krank sein::V,хворіти,церлӓнӓш
933,krank sein::V,хворіти,ясланаш
934,krank sein::V,хворіти,ясыланаш
935,schmerzen::V,боліти,каршташ
936,husten::V,кашляти,кахыраш
937,genesen::V,одужати,паремӓш
938,genesen::V,одужати,тöрлӓнӓш
939,genesen::V,видужати,паремӓш
940,genesen::V,видужати,тöрлӓнӓш
941,sterben::V,померти,вазын колаш
942,umkommen::V,згинути,пӹтӓш
943,sich bewegen::V,рухатися,кашташ
944,sich rühren::V,ворушитися,тӓрвӓнӓш
945,sich erheben::V,встати,кӹньӹлӓш
946,sich setzen::V,сісти,шӹнзӓш
947,hinfallen::V,упасти,кенвазаш
948,hinfallen::V,упасти,шынгалташ
949,laufen::V,ходити,кашташ
950,schreiten::V,крокувати,ашкедӓш
951,spazierengehen::V,гуляти,мадын кашташ
952,eilen::V,спішити,вӓшкӓш
953,sich beeilen::V,поспішати,вӓшкӓш
954,sich beeilen::V,поспішати,талашаш
955,sausen::V,мчатися,хойхаланаш
956,sausen::V,мчатися,хояш
957,rennen::V,бігати,кыргыжаш
958,springen::V,скакати,тӹршештӓш
959,springen::V,стрибати,тӹршештӓш
960,klettern::V,лазити,ку́заш
961,schaukeln::V,гойдатися,лыпшалташ
962,kriechen::V,повзати,авалянаш
963,kriechen::V,повзати,ньыжиклӓш
964,schwimmen::V,пливти,илӓш
965,schwimmen::V,плавати,илӓш
966,tauchen::V,пірнати,цымаш
967,rudern::V,гребти,шуалташ
968,rudern::V,веслувати,шуалташ
969,fahren::V,їхати,кеӓш
970,fliegen::V,літати,чонгештӓш
971,gehen::V,іти,кеӓш
972,weggehen::V,піти,кеӓш
973,abfahren::V,від’їхати,кеӓш
974,abfahren::V,відправитися,кеӓш
975,anhalten::V,зупинитися,цӓрнӓш
976,hineingehen::V,входити,пыраш
977,eintreten::V,увійти,пыраш
978,kommen::V,прийти,толаш
979,ankommen::V,прибути,шоаш
980,zurückkommen::V,повернутися,пöртӹлӓш
981,bleiben::V,залишитися,кодаш
982,warten::V,чекати,вычаш
983,erwarten::V,чекати,вычаш
984,suchen::V,шукати,кӹчӓлӓш
985,finden::V,знайти,моаш
986,versuchen::V,випробовувати,путаяш
987,versuchen::V,випробовувати,цацаш
988,vorbereiten::V,підготувати,поспейӹктӓш
989,lieben::V,любити,яраташ
990,mögen::V,любити,яраташ
991,mögen::V,подобатися,яраташ
992,lachen::V,сміятися,ваштылаш
993,rühren::V,розчулити,тӓрвӓтӓш
994,weinen::V,плакати,мӓгӹрӓш
995,schimpfen::V,лаятися,свырседӓлӓш
996,sich ärgern::V,сердитися,шӹдешкӓш
997,sich fürchten::V,боятися,лӱдӓш
998,fürchten::V,боятися,лӱдӓш
999,fliehen::V,тікати,кыргыжаш
1000,flüchten::V,утекти,кыргыж шӹлӓш
1001,sehen::V,бачити,ужаш
1002,anschauen::V,поглянути,анжалаш
1003,ansehen::V,дивитися на,анжаш
1004,hören::V,чути,колаш
1005,zuhören::V,слухати,колышташ
1006,probieren::V,покуштувати,тотештӓш
1007,probieren::V,покуштувати,подыл анжаш
1008,riechen::V,нюхати,ӱпшӹнзӓш
1009,fühlen::V,відчувати,шижӓш
1010,scheinen::V,здаватися,каяш
1011,zu sehen sein::V,виднітися,каяш
1012,vernehmen::V,почути,колын колташ
1013,frieren::V,мерзнути,кӹлмаш
1014,frieren::V,мерзнути,тӹнгӹргӓш
1015,tun::V,робити,ӹштӓш
1016,können::V,могти,кердӓш
1017,wollen::V,хотіти,жалаяш
1018,anfangen::V,почати,тӹнгӓлӓш
1019,beenden::V,закінчити,пӹтӓрӓш
1020,aufhören::V,перестати,цӓрнӓш
1021,gelingen::V,вдатися,цӓш лиӓш
1022,geraten::V,опинитися,лиӓш
1023,öffnen::V,відкрити,пачаш
1024,schließen::V,закрити,чӱчӓш
1025,stellen::V,поставити,шӹндӓш
1026,setzen::V,посадити,шӹндӓш
1027,legen::V,класти,опташ
1028,legen::V,класти,пиштӓш
1029,berühren::V,чіпати,тӹкӓлӓш
1030,verbinden::V,зв’язати,пидӓш
1031,bedecken::V,покрити,леведӓш
1032,aufhängen::V,повісити,сӓкӓш
1033,anzünden::V,запалити,чӱктӓш
1034,aufheben::V,підняти,кузыкташ
1035,zurücklassen::V,залишити,кодаш
1036,verlieren::V,загубити,ямдаш
1037,fallen lassen::V,упустити,кенвацтараш
1038,machen::V,зробити,ӹштӓш
1039,herstellen::V,виготовити,йӓмдӹлӓш
1040,bauen::V,будувати,ӹштӓш
1041,reparieren::V,лагодити,чиняш
1042,reparieren::V,лагодити,алалаш
1043,verbessern::V,поліпшити,яжоэмден шӹндӓш
1044,ändern::V,змінити,вашталташ
1045,graben::V,копати,капаяш
1046,beugen::V,зігнути,лывырташ
1047,beugen::V,зігнути,каклярташ
1048,biegen::V,погнути,лывырташ
1049,drehen::V,вертіти,сӓрӓш
1050,drehen::V,вертіти,сӓрӹкӓлӓш
1051,wenden::V,повернути,сӓрӓлӓш
1052,umdrehen::V,перевернути,сӓрӓлӓш
1053,heben::V,піднімати,лӱктӓш
1054,hochheben::V,підняти,кузыкташ
1055,ergreifen::V,схопити,хватяш
1056,halten::V,тримати,кычаш
1057,drücken::V,натискати,темдӓш
1058,schieben::V,пхати,шӹкӓш
1059,schieben::V,штовхати,шӹкӓш
1060,kratzen::V,шкребти,нӹжӓш
1061,lecken::V,лизати,нылаш
1062,beißen::V,кусати,пыралаш
1063,abreißen::V,відірвати,кӹрӓш
1064,abreißen::V,відірвати,кышкед нӓлӓш
1065,abschneiden::V,відрізати,шулаш
1066,abschneiden::V,відрізати,лаштыклаш
1067,binden::V,в’язати,пидӓш
1068,stecken::V,увіткнути,шыралаш
1069,brechen::V,зламати,тодылаш
1070,brechen::V,зламати,пыдырташ
1071,klopfen::V,стукати,рушткаш
1072,hauen::V,бити,шелӹштӓш
1073,kleben::V,клеїти,клейӓш
1074,reiben::V,терти,нӹжӓш
1075,streichen::V,намазати,шӹрӓш
1076,schleifen::V,точити,шымаш
1077,schneiden::V,різати,пӹчкӓш
1078,rütteln::V,хитати,мыльгыкташ
1079,schütteln::V,трясти,цӹтӹртӓш
1080,schütteln::V,трясти,мыльгыкташ
1081,schwenken::V,махати,машыяш
1082,schütten::V,налити,опталаш
1083,füllen::V,наповнити,темӓш
1084,einwickeln::V,загорнути,пӹтӹрӓ́лӓш
1085,tragen::V,нести,намалаш
1086,schleppen::V,тягти,шӹдӹрӓш
1087,ziehen::V,тягнути,шыпшаш
1088,aufbewahren::V,зберігати,перегӓш
1089,werfen::V,кидати,кӹшкӓш
1090,fangen::V,ловити,кычаш
1091,packen::V,схопити,хватяш
1092,verstecken::V,сховати,шӹлтӓш
1093,teilen::V,розділити,пайылаш
1094,schicken::V,посилати,колташ
1095,bringen::V,принести,кандаш
1096,hinzufügen::V,додати,
1097,bekommen::V,дістати,лыкташ
1098,erhalten::V,одержати,получаяш
1099,nehmen::V,взяти,налаш
1100,wählen::V,вибрати,айыраш
1101,auswählen::V,відібрати,айыраш
1102,bewahren::V,зберегти,перегӓш
1103,behindern::V,перешкоджати,мешӓйӓш
1104,verderben::V,зіпсувати,портяш
1105,beschädigen::V,зашкодити,шушырташ
1106,zerbrechen::V,розбити,пыдырташ
1107,zerreißen::V,розірвати,кӹрӓш
1108,zerstören::V,зруйнувати,шӓлӓтӓш
1109,verbrennen::V,спалити,йылаташ
1110,verbrennen::V,спалити,йылалташ
1111,geben::V,дати,пуаш
1112,reichen::V,передати,пуаш
1113,schenken::V,дарувати,подараш
1114,versprechen::V,обіцяти,сöрӓш
1115,wünschen::V,бажати,жалаяш
1116,loben::V,хвалити,хваляш
1117,küssen::V,цілувати,шышшалаш
1118,wiegen::V,качати,лӱнгӓлтӓш
1119,zudecken::V,накрити,пиштӓш
1120,wecken::V,розбудити,понгыжалтараш
1121,zeigen::V,показати,анжыкташ
1122,führen::V,вести,видӓш
1123,lehren::V,вчити,тымдаш
1124,unterrichten::V,викладати,тымдаш
1125,aufziehen::V,виховати,кушташ
1126,leiten::V,керувати,видӓш
1127,leiten::V,керувати,вуйлаташ
1128,leiten::V,керувати,вуйлалташ
1129,antreiben::V,підганяти,талаштараш
1130,lassen::V,змусити,-ыкт
1131,einladen::V,запросити,ӱжӓш
1132,vereinigen::V,об’єднати,иктештӓш
1133,besuchen::V,завітати,толаш
1134,besuchen::V,відвідати,толаш
1135,treffen::V,зустріти,вӓшлиӓш
1136,treffen::V,зустріти,вӓшлиӓлтӓш
1137,sich versammeln::V,зібратися,цымыргаш
1138,spielen::V,грати,мадаш
1139,singen::V,співати,мыраш
1140,tanzen::V,танцювати,кушташ
1141,sich trennen::V,розлучитися,айырлаш
1142,verlassen::V,покинути,шуаш
1143,retten::V,врятувати,ытараш
1144,bewachen::V,охороняти,оролаш
1145,schützen::V,уберігати,перегӓш
1146,verteidigen::V,захистити,перегӓш
1147,sich schlagen::V,битися,шидӓлӓш
1148,sich schlagen::V,битися,шиэдӓлӓш
1149,sich schlagen::V,дратися,шидӓлӓш
1150,sich schlagen::V,дратися,шиэдӓлӓш
1151,schießen::V,стріляти,лӱӓш
1152,siegen::V,перемогти,сӹнгӓш
1153,ärgern::V,сердити,шӹдештӓрӓш
1154,schlagen::V,ударити,пӓрен колташ
1155,schlagen::V,ударити,хӹрӹктен колташ
1156,treten::V,штовхати,чымаш
1157,stechen::V,вколоти,пышкылаш
1158,stoßen::V,штовхнути,шыркедӓш
1159,stehlen::V,украсти,шолышт толаш
1160,stören::V,перешкодити,ӓрештӹлӓш
1161,belästigen::V,докучати,кӓньӹсӹрлӓндӓрӓш
1162,belästigen::V,докучати,шытырланыкташ
1163,verbergen::V,сховати,шӹлтӓш
1164,täuschen::V,обдурити,алталаш
1165,täuschen::V,обдурити,аталаш
1166,betrügen::V,зшахраювати,мошеньӹчӓйӓш
1167,töten::V,убити,пуштын шуаш
1168,wohnen::V,жити,ӹлӓш
1169,wohnen::V,мешкати,ӹлӓш
1170,arbeiten::V,працювати,пӓшӓлӓш
1171,arbeiten::V,працювати,ровотаяш
1172,sammeln::V,зібрати,погаш
1173,pflücken::V,зривати,кӹрӓш
1174,jagen::V,полювати,охотничӓйӓш
1175,fischen::V,рибалити,кол кычаш
1176,fassen::V,піймати,кычаш
1177,hüten::V,пасти,кӹтӓш
1178,treiben::V,гнати,шуруяш
1179,anbinden::V,прив’язати,ялшташ
1180,anbinden::V,прив’язати,ялышташ
1181,füttern::V,годувати,пукшаш
1182,füttern::V,харчувати,пукшаш
1183,melken::V,доїти,шыпшылаш
1184,hacken::V,рубати,роаш
1185,gießen::V,полити,шӓвӓш
1186,reifen::V,дозріти,кӱӓш
1187,reifen::V,дозріти,поспейӓш
1188,zubereiten::V,зготовити,йӓмдӹлӓш
1189,zubereiten::V,приготувати,йӓмдӹлӓш
1190,kochen::V,варити,шолташ
1191,kochen::V,готувати,шолташ
1192,backen::V,пекти,кӱктӓш
1193,braten::V,смажити,жӓрӓш
1194,umrühren::V,переміщати,намалаш
1195,stricken::V,в’язати,пидӓш
1196,nähen::V,шити,ыргаш
1197,färben::V,пофарбувати,пидӓш
1198,reinigen::V,очистити,чиӓлтӓш
1199,waschen::V,мити,мышкаш
1200,abwischen::V,витерти,ӹштӓш
1201,spülen::V,полоскати,шӱӓлтӓш
1202,fegen::V,підмітати,ӹштӓш
1203,kehren::V,мести,ӹштӓш
1204,baden::V,купатися,нӱштӹлӓш
1205,sich waschen::V,митися,мышкылташ
1206,ausziehen::V,зняти,кыдашаш
1207,anziehen::V,надіти,чиӓш
1208,sich anziehen::V,одягтися,чиӓш
1209,sich anziehen::V,одягнутися,чиӓш
1210,kämmen::V,зачесати,шерӓш
1211,schmücken::V,оздобити,цеверемдӓш
1212,sagen::V,сказати,манаш
1213,sagen::V,сказати,келесӓш
1214,sprechen::V,говорити,манаш
1215,reden::V,розмовляти,шайышташ
1216,sich unterhalten::V,бесідувати,хытыраш
1217,sich unterhalten::V,бесідувати,хытыргаш
1218,fragen::V,запитати,ядаш
1219,bitten::V,просити,ядаш
1220,erzählen::V,розповісти,келесӓш
1221,mitteilen::V,повідомити,попаш
1222,mitteilen::V,повідомити,увертӓш
1223,mitteilen::V,повідомити,увертӓрӓш
1224,nennen::V,назвати,лӹмдӓш
1225,rufen::V,кликати,ӱжӓш
1226,prahlen::V,хвалитися,хайзаш
1227,prahlen::V,хвалитися,шаргаланаш
1228,übersetzen::V,перекласти,вашташ
1229,denken::V,думати,машанаш
1230,denken::V,мислити,машанаш
1231,glauben::V,вірити,ӹнянӓш
1232,bemerken::V,помітити,цаклаш
1233,erkennen::V,пізнати,пӓлӓш
1234,begreifen::V,осягнути,ынгылаш
1235,verstehen::V,почути,ынгылаш
1236,lernen::V,навчатися,тыменяш
1237,wissen::V,знати,пӓлӓш
1238,sich erinnern an::V,пам’ятати,ышештӓрӓш
1239,vergessen::V,забути,монден кодаш
1240,messen::V,міряти,висӓш
1241,zählen::V,лічити,шотаяш
1242,rechnen::V,рахувати,шотаяш
1243,lesen::V,читати,лыдаш
1244,malen::V,малювати,рисуяш
1245,zeichnen::V,рисувати,ыдырка́лаш
1246,schreiben::V,писати,вазаш
1247,besitzen::V,мати,кы́чаш
1248,kaufen::V,купити,нӓлӓш
1249,verkaufen::V,продати,выжалаш
1250,bezahlen::V,заплатити,тӱлӓш
1251,zahlen::V,платити,тӱлӓш
1252,beherrschen::V,володіти,кы́чаш
1253,ertragen::V,витерпіти,цӹтӓш
