,Concept_ID,ka,tt
536,Sünde::N,ცოდვა,гөнаһ
537,Gott::N,ღმერთი,алла
538,Gott::N,ღმერთი,ходай
539,Arbeiter::N,მუშა,эшче
540,Chef::N,გამგე,башлык
541,Meister::N,ოსტატი,оста
542,Arzt::N,ექიმი,врач
543,Arzt::N,ექიმი,табиб
544,Arzt::N,მკურნალი,врач
545,Arzt::N,მკურნალი,табиб
546,Lehrer::N,მასწავლებელი,укытучы
547,Lehrer::N,მასწავლებელი,мөгаллим
548,Geld::N,ფული,акча
549,Geschäft::N,საქმე,эш
550,Geschäft::N,ბიზნესი,эш
551,Laden::N,დუქანი,кибет
552,Laden::N,დუქანი,магазин
553,Laden::N,მაღაზია,кибет
554,Laden::N,მაღაზია,магазин
555,Preis::N,ფასი,бәя
556,Preis::N,ფასი,бәһа
557,Ware::N,საქონელი,товар
558,Nutzen::N,ხეირი,файда
559,Reichtum::N,სიმდიდრე,байлык
560,Welt::N,მსოფლიო,дөнья
561,Land::N,მხარე,ил
562,Land::N,ქვეყანა,ил
563,Staat::N,სახელმწიფო,дәүләт
564,König::N,მეფე,патша
565,Macht::N,ძლიერება,хакимият
566,Grenze::N,ზღვარი,чик
567,Krieg::N,ომი,сугыш
568,Feind::N,მტერი,дошман
569,Gewalt::N,სისასტიკე,көчләү
570,Kampf::N,ბრძოლა,көрәш
571,Bogen[Waffe]::N,მშვილდი,җәя
572,Pfeil::N,ისარი,ук
573,Pfeil::N,მახვილი,ук
574,Gewehr::N,თოფი,мылтык
575,Gewehr::N,შაშხანა,мылтык
576,Fehler::N,შეცდომა,хата
577,Lüge::N,სიცრუე,ялган
578,Schaden::N,ვნება,зыян
579,Schaden::N,ვნება,зарар
580,Unglück::N,ხიფათი,бәла
581,Unglück::N,უბედურება,бәла
582,Schuld::N,ბრალი,гаеп
583,Alter::N,ასაკი,яшь
584,Schluss::N,ბოლო,ахыр
585,Schluss::N,დასასრული,ахыр
586,Zeit::N,დრო,заман
587,Tag::N,დღე,көн
588,Morgen::N,დილა,иртә
589,Mittag::N,შუადღე,өйлә
590,Abend::N,საღამო,кич
591,Nacht::N,ღამე,төн
592,Woche::N,კვირა,атна
593,Monat::N,თვე,ай
594,Jahr::N,წელი,ел
595,Frühling::N,გაზაფხული,яз
596,Sommer::N,ზაფხული,җәй
597,Herbst::N,შემოდგომა,көз
598,Winter::N,ზამთარი,кыш
599,Januar::N,იანვარი,гыйнвар
600,Februar::N,თებერვალი,февраль
601,März::N,მარტი,март
602,April::N,აპრილი,апрель
603,Mai::N,მაისი,май
604,Juni::N,ივნისი,июнь
605,Juli::N,ივლისი,июль
606,August::N,აგვისტო,август
607,September::N,სექტემბერი,сентябрь
608,Oktober::N,ოქტომბერი,октябрь
609,November::N,ნოემბერი,ноябрь
610,Dezember::N,დეკემბერი,декабрь
611,Montag::N,ორშაბათი,дүшәмбе
612,Dienstag::N,სამშაბათი,сишәмбе
613,Mittwoch::N,ოთხშაბათი,чәршәмбе
614,Donnerstag::N,ხუთშაბათი,атнакич
615,Donnerstag::N,ხუთშაბათი,пәнҗешәмбе
616,Freitag::N,პარასკევი,җомга
617,Samstag::N,შაბათი,шимбә
618,Sonntag::N,კვირა,якшәмбе
619,groß::A,დიდი,зур
620,klein::A,მცირე,кечкенә
621,klein::A,პატარა,кечкенә
622,lang::A,გრძელი,озын
623,kurz::A,მოკლე,кыска
624,breit::A,ფართო,киң
625,breit::A,განიერი,киң
626,schmal::A,ვიწრო,кысык
627,schmal::A,წვრილი,кысык
628,dicht::A,მჭიდრო,куе
629,dick[Gegenstand]::A,სქელი,калын
630,dünn::A,წვრილი,нечкә
631,fein::A,თხელი,нәзакәтле
632,fest::A,მყარი,нык
633,flach::A,ბრტყელი,яссы
634,flach::A,ბრტყელი,ялпак
635,glatt::A,გლუ,шома
636,hart::A,მაგარი,каты
637,weich::A,რბილი,йомшак
638,rund::A,მრგვალი,түгәрәк
639,spitz::A,წვეტიანი,очлы
640,scharf::A,მჭრელი,үткен
641,stumpf::A,ბლაგვი,үтмәс
642,schwer::A,მძიმე,салмак
643,schön::A,ლამაზი,гүзәл
644,heiß::A,ცხელი,эссе
645,warm::A,თბილი,җылы
646,kalt::A,ცივი,суык
647,kalt::A,ცივი,салкын
648,kühl::A,გრილი,салкынча
649,frisch::A,სუფთა,салкынча
650,feucht::A,ნოტიო,юеш
651,nass::A,სველი,дымлы
652,trocken::A,მშრალი,коры
653,voll::A,სავსე,тулы
654,leer::A,ცარიელი,буш
655,offen::A,ღია,ачык
656,offen::A,გაშლილი,ачык
657,geschlossen::A,დახურული,йомык
658,sauber::A,სუფთა,пакь
659,sauber::A,სუფთა,чиста
660,sauber::A,წმინდა,пакь
661,sauber::A,წმინდა,чиста
662,schmutzig::A,ტალახიანი,керле
663,schmutzig::A,ტალახიანი,пычрак
664,roh::A,უმი,чи
665,reif::A,მწიფე,өлгергән
666,lecker::A,გემრიელი,тәмле
667,süß::A,ტკბილი,татлы
668,bitter::A,მწარე,ачы
669,sauer::A,მჟავე,әче
670,hell::A,ნათელი,якты
671,dunkel::A,ბნელი,кара
672,schwarz::A,შავი,кара
673,weiß::A,თეთრი,ак
674,rot::A,წითელი,кызыл
675,gelb::A,ყვითელი,сары
676,blau::A,ლურჯი,күк
677,blau::A,ცისფერი,күк
678,grün::A,მწვანე,яшел
679,grau::A,რუხი,соры
680,grau::A,ნაცრისფერი,соры
681,bunt::A,ჭრელი,чуар
682,bunt::A,ფერადი,чуар
683,billig::A,იაფი,арзан
684,teuer::A,ძვირი,хаклы
685,wertvoll::A,ღირსიანი,кыйммәтле
686,blind::A,ბრმა,сукыр
687,blind::A,ბრმა,күзсез
688,taub::A,ყრუ,чукрак
689,taub::A,ყრუ,саңгырау
690,kräftig::A,ძალავანი,егәрле
691,stark::A,ძლიერი,нык
692,stark::A,ძლიერი,базык
693,stark::A,ღონიერი,нык
694,stark::A,ღონიერი,базык
695,schwach::A,სუსტი,зәгыйфь
696,fett::A,სქელი,симез
697,schlank::A,გამხდარი,нәзек
698,hübsch::A,ეშხიანი,чибәр
699,hübsch::A,მშვენიერი,чибәр
700,böse::A,ავი,усал
701,böse::A,ბოროტი,усал
702,dumm::A,ბოთე,акылсыз
703,dumm::A,სულელი,акылсыз
704,faul::A,ზანტი,ялкау
705,faul::A,ზანტი,иренчәк
706,faul::A,ზარმაცი,ялкау
707,faul::A,ზარმაცი,иренчәк
708,fleißig::A,ბეჯითი,тырыш
709,fleißig::A,ბეჯითი,тырышучан
710,fleißig::A,მუყაითი,тырыш
711,fleißig::A,მუყაითი,тырышучан
712,geizig::A,ძუნწი,саран
713,klug::A,ჭკვიანი,акыллы
714,geschickt::A,მარჯვე,маһир
715,geschickt::A,გაწაფული,маһир
716,lieb::A,სატრფიალო,сөекле
717,lustig::A,მხიარული,күңелле
718,sanft::A,ალერსიანი,басынкы
719,sanft::A,გრძნობიერი,басынкы
720,hungrig::A,მშიერი,ач
721,krank::A,სნეული,чирле
722,krank::A,სნეული,сырхау
723,krank::A,ავადმყოფი,чирле
724,krank::A,ავადმყოფი,сырхау
725,nackt::A,ტიტველი,шәрә
726,traurig::A,მწუხარე,ямансу
727,traurig::A,სევდიანი,ямансу
728,lebendig::A,ცოცხალი,тере
729,gut::A,კარგი,яхшы
