,Concept_ID,sq,ml
637,hübsch::A,bukur,മനോഹരമായ
638,hübsch::A,hijshëm,മനോഹരമായ
639,böse::A,keq,പാപിയായ
640,dumm::A,teveqel,വിവരംകെട്ട
641,faul::A,dembel,അലസനായ
642,fleißig::A,zellshëm,അദ്ധ്വാനശീലമുള്ള
643,geizig::A,kurnac,പിശുക്കനായ
644,geizig::A,dorështrënguar,പിശുക്കനായ
645,klug::A,mençur,ബുദ്ധിസാമർഥ്യമുള്ള
646,geschickt::A,aftë,പ്രതിഭാശാലി
647,lieb::A,dashur,പ്രിയപ്പെട്ട
648,lustig::A,gëzuar,ആനന്ദകരമായ
649,sanft::A,butë,സൌമ്യമായ
650,hungrig::A,uritur,വിശപ്പുള്ള
651,krank::A,sëmurë,അസുഖമുള്ള
652,nackt::A,lakuriq,നഡമായ
653,nackt::A,zhveshur,നഡമായ
654,traurig::A,trishtuar,വിഷമമുള്ള
655,lebendig::A,gjallë,ഉപജീവനം
656,gut::A,mirë,നല്ല
657,schlecht::A,keq,മോശമായ
658,richtig::A,drejtë,ശരിയായ
659,schlimm::A,keq,വൃത്തികെട്ട
660,wahr::A,vërtetë,ശരിയായ
661,alt::A,vjetër,പഴയ
662,neu::A,i ri,പുതിയ
663,ehemalig::A,dikurshëm,മുൻ
664,alt[Lebewesen]::A,plak,വയസ്സുള്ള
665,jung::A,i ri,കൌമാരമായ
666,arm::A,varfër,പാവപ്പെട്ട
667,arm::A,vobektë,പാവപ്പെട്ട
668,reich::A,pasur,സമ്പന്നമായ
669,bekannt::A,njohur,പരിചിതമായ
670,berühmt::A,famshëm,പ്രശസ്തനായ
671,fremd::A,huaj,വൈദേശികമായ
672,verschieden::A,ndryshëm,വ്യത്യസ്തമായ
673,nah::A,afërt,അരികത്തുള്ള
674,fern::A,largët,അകലെയുള്ള
675,linker::A,majtë,അവശേഷിച്ച
676,rechter::A,djathtë,വലത്തേ
677,anderer::A,tjetër,മറ്റുള്ള
678,erster::A,parë,ആദ്യത്തെ
679,zweiter::A,dytë,രണ്ടാം
680,dritter::A,i tretë,മൂന്നാമത്
681,letzter::A,fundit,അവസാനത്തെ
682,allein::ADV,vetëm,തനിച്ചുള്ള
683,auf einmal::ADV,njëkohësisht,ഉടന്
684,zusammen::ADV,bashkë,ഒരുമിച്ച
685,zusammen::ADV,së bashku,ഒരുമിച്ച
686,lange::ADV,për një kohë të gjatë,നീണ്ട_കാലത്തേയ്ക്ക്
687,plötzlich::ADV,befas,പെട്ടെന്ന്
688,sofort::ADV,menjëherë,തത്ക്ഷണം
689,sofort::ADV,aty për aty,തത്ക്ഷണം
690,später::ADV,më vonë,പിന്നീട്
691,jetzt::ADV,tash,ഇപ്പോൾ
692,heute::ADV,sot,ഇന്ന്
693,morgen::ADV,nesër,നാളെ
694,bald::ADV,shpejt,ഉടനെ
695,bald::ADV,së shpejti,ഉടനെ
696,dann::ADV,pastaj,അപ്പോൾ
697,gestern::ADV,dje,ഇന്നലെ
698,einst::ADV,dikur,പണ്ടൊരിക്കല്
699,damals::ADV,atëherë,അപ്പോൾ
700,danach::ADV,mandej,പിന്നീട്
701,vorher::ADV,më parë,മുൻപ്
702,zuerst::ADV,së pari,ആദ്യം
703,einmal::ADV,njëherë,ഒരിക്കൽ
704,manchmal::ADV,nganjëherë,ചിലപ്പോൾ
705,oft::ADV,shpesh,പലപ്പോഴും
706,immer::ADV,përherë,എപ്പോഴും
707,immer::ADV,gjithnjë,എപ്പോഴും
708,niemals::ADV,kurrë,ഒരിക്കലും
709,niemals::ADV,asnjëherë,ഒരിക്കലും
710,hier::ADV,këtu,ഇവിടെ
711,hierhin::ADV,knej,ഇവിടേക്ക്
712,von hier::ADV,që këtej,ഇവിടെനിന്ന്
713,von hier::ADV,prej këtej,ഇവിടെനിന്ന്
714,dort::ADV,aty,അവിടെ
715,dort::ADV,atje,അവിടെ
716,dorthin::ADV,anej,അവിടേക്ക്
717,geradeaus::ADV,drejt,മുമ്പിൽ
718,geradeaus::ADV,drejt,മുമന്നോട്ട്
719,vorwärts::ADV,mbroth,മുന്നോട്ട്
720,vorwärts::ADV,përpara,മുന്നോട്ട്
721,rückwärts::ADV,mbrapsht,തലതിരിച്ച്
722,zurück::ADV,prapa,പുറകിലേക്ക്
723,zurück::ADV,mbrapsht,പുറകിലേക്ക്
724,unten::ADV,poshtë,താഴെ
725,hinab::ADV,përposh,താഴേക്ക്
726,oben::ADV,lart,മുകളിൽ
727,oben::ADV,sipër,മുകളിൽ
728,hinauf::ADV,lart,മുകളിൽ
729,hinauf::ADV,përpjetë,മുകളിൽ
730,überall::ADV,kudo,എല്ലായിടത്തും
731,nicht::ADV,s',ഇല്ല
732,nicht::ADV,nuk,ഇല്ല
733,ein wenig::ADV,një tis,കുറച്ച്
734,kaum::ADV,mezi,കഷ്ടിച്ച്
735,sehr::ADV,fort,വളരെ
736,sehr::ADV,shumë,വളരെ
737,so::ADV,ashtu,അങ്ങനെ
738,so::ADV,kështu,അങ്ങനെ
739,noch::ADV,ende,ഇപ്പോഴും
740,noch::ADV,akoma,ഇപ്പോഴും
741,nur::ADV,vetëm,മാത്രം
742,schon::ADV,tashmë,നേരത്തേ തന്നെ
743,wieder::ADV,përsëri,വീണ്ടും
744,vergebens::ADV,kot,വിഫല
745,vor::PRP,para,മുമ്പിൽ
746,hinter::PRP,prapa,പുറകിൽ
747,hinter::PRP,mbrapa,പുറകിൽ
748,unter::PRP,nën,കീഴിൽ
749,durch::PRP,nëpër,ഉള്ളിലൂടെ
750,neben::PRP,pranë,അടുത്ത്
751,neben::PRP,përbri,അടുത്ത്
752,zwischen::PRP,midis,ഇടയ്ക്ക്
753,zwischen::PRP,ndërmjet,ഇടയ്ക്ക്
754,wegen::PRP,për,നിമിത്തം
755,dies::PRN,ky,ഇത്
756,das::PRN,ky,അത്
757,alles::PRN,gjithçka,എല്ലാം
758,ich::PRN,unë,ഞാൻ
759,du::PRN,ti,നിങ്ങൾ
760,er::PRN,ai,അദ്ദേഹം
761,er::PRN,ai,അയാൾ
762,er::PRN,ai,അവൻ
763,er::PRN,ai,അവർ
764,er::PRN,ai,അവൾ
765,wir::PRN,ne,നമ്മൾ
766,ihr::PRN,ju,നിങ്ങൾ
767,sie::PRN,ata,അവർ
768,was::FPRN,ç',എന്ത്
769,was::FPRN,çfarë,എന്ത്
770,wer::FPRN,kush,ആര്
771,wo::FADV,ku,എവിടെ
772,wohin::FADV,për ku,എവിടേക്ക്
773,wie::FADV,si,എങ്ങനെ
774,warum::FADV,pse,എന്തുകൊണ്ട്
775,warum::FADV,përse,എന്തുകൊണ്ട്
776,wieviel::FNUM,sa,എത്ര
777,eins::NUM,një,ഒന്ന്
778,zwei::NUM,dy,രണ്ട്
779,drei::NUM,tre,മൂന്ന്
780,vier::NUM,katër,നാല്
781,fünf::NUM,pesë,അഞ്ച്
782,sechs::NUM,gjashtë,ആറ്
783,sieben::NUM,shtatë,ഏഴ്
784,acht::NUM,tetë,എട്ട്
785,neun::NUM,nëntë,ഒമ്പത്
786,zehn::NUM,dhjetë,പത്ത്
787,elf::NUM,njëmbëdhjetë,പതിനൊന്ന്
788,zwölf::NUM,dymbëdhjetë,പന്ത്രണ്ട്
789,zwanzig::NUM,njëzet,ഇരുപത്
790,dreißig::NUM,tridhjetë,മുപ്പത്
791,vierzig::NUM,dyzet,നാൽപ്പത്
792,fünfzig::NUM,pesëdhjetë,അൻപത്
793,sechzig::NUM,gjashtëdhjetë,അറുപത്
794,siebzig::NUM,shtatëdhjetë,എഴുപത്
795,achtzig::NUM,tetëdhjetë,എൺപത്
796,neunzig::NUM,nëntëdhjetë,തൊണ്ണൂറ്
797,hundert::NUM,qind,നൂറ്
798,tausend::NUM,mijë,ആയിരം
799,und::CNJ,e,ഉം
800,und::CNJ,dhe,ഉം
801,oder::CNJ,a,അഥവാ
802,oder::CNJ,apo,അഥവാ
803,stehen::V,rri,നിൽക്കുക
804,sitzen::V,rri,ഇരിക്കുക
805,liegen::V,rri shtrirë,കിടക്കുക
806,hängen::V,varem,തൂങ്ങുക
807,werden::V,bëhem,ആയിത്തീരുക
808,passieren::V,ndodh,സംഭവിക്കുക
809,beginnen::V,filloj,ആരംഭിക്കുക
810,enden::V,përfundoj,അവസാനിപ്പിക്കുക
811,wechseln::V,ndërroj,മാറ്റുക
812,aufgehen[Sonne]::V,hapem,ഉയരുക
813,untergehen[Sonne]::V,hyj,അടുക്കി_വയ്ക്കുക
814,untergehen[Sonne]::V,perëndoj,അടുക്കി_വയ്ക്കുക
815,scheinen[Sonne]::V,ndriçoj,പ്രകാശിക്കുക
816,donnern::V,gjëmoj,ഇടിവെട്ടുക
817,donnern::V,bubulloj,ഇടിവെട്ടുക
818,wehen::V,fryj,വീശുക
819,strömen::V,derdh,ഒഴുകുക
820,fließen::V,rrjedh,ഒഴുകുക
821,sich drehen::V,rrotullohem,ചുറ്റുക
822,sich drehen::V,rrotullohem,കറക്കുക
823,schwanken::V,dyzoj,ഇരുവശത്തേയ്ക്കും_ആടുക
824,schwingen::V,dridhem,ആടുക
825,fallen::V,bie,വീഴുക
826,brennen::V,digjem,കത്തുക
827,rauchen::V,nxjerr tym,പുകയുക
828,regnen::V,bie shi,മഴ_പെയ്യുക
829,gefrieren::V,ngrij,തണത്ത്_മരവിക്കുക
830,tauen::V,shkrij,അലിയുക
831,schmelzen::V,shkrij,ഉരുകുക
832,trocknen::V,thaj,വരളുക
833,sieden::V,ziej,തിളപ്പിക്കുക
834,faulen::V,kalbem,ചീയുക
835,faulen::V,prishem,ചീയുക
836,verfaulen::V,kalbem,അഴുകുക
837,reißen::V,grisem,ശബ്ദത്തോടെ_മുറിയുക
838,reißen::V,shqyhem,ശബ്ദത്തോടെ_മുറിയുക
839,versinken::V,humboj,മുക്കുക
840,vergehen::V,kaloj,കടന്നുപോകുക
841,erscheinen::V,dukem,പ്രത്യക്ഷപ്പെടുക
842,verschwinden::V,zhdukem,അദൃശ്യമാകുക
843,sinken::V,ulem,താഴുക
844,abnehmen::V,pakësohem,കുറിയുക
845,abnehmen::V,zvogëlohem,കുറിയുക
846,zunehmen::V,shtohem,വർദ്ധിക്കുക
847,steigen::V,rritem,ഉയരുക
848,wachsen::V,rritem,വളരുക
849,glänzen::V,vezulloj,മിന്നുക
850,funkeln::V,xixoj,തിളങ്ങുക
851,funkeln::V,xixëlloj,തിളങ്ങുക
852,lärmen::V,oshtij,ശബ്ദമുണ്ടാക്കുക
853,lärmen::V,zhurmoj,ശബ്ദമുണ്ടാക്കുക
854,läuten::V,bie,മണിമുഴങ്ങുക
855,klingeln::V,i bie ziles,ചിലമ്പുക
856,klirren::V,kërcëlloj,കിലുക്കുക
857,brausen::V,gjëmoj,മുഴങ്ങുക
858,rauschen::V,fëshfërij,അനങ്ങുക
859,klingen::V,tingëlloj,മുഴക്കുക
860,bellen::V,leh,കുരയ്ക്കുക
861,heulen::V,ulërij,ഓരിയിടുക
862,blasen::V,fryj,ഊതുക
863,pfeifen::V,fishkëllej,വിസിലടിക്കുക
864,schreien::V,bërtas,ആക്രോശിക്കുക
865,stöhnen::V,rënkoj,അരക്കം
866,stöhnen::V,rënkoj,ആർത്തനാദം
867,zittern::V,trembem,വിറയ്ക്കുക
868,leben::V,rroj,താമസിക്കുക
869,leben::V,jetoj,താമസിക്കുക
870,geboren werden::V,lind,ജനിക്കുക
871,atmen::V,marr frymë,ശ്വസിക്കുക
872,trinken::V,pi,കുടിക്കുക
873,essen::V,ha,കഴിക്കുക
874,schlucken::V,gëlltis,വിഴുങ്ങുക
875,schlucken::V,kapërdij,വിഴുങ്ങുക
876,müde werden::V,lodhem,ക്ഷീണിക്കുക
877,einschlafen::V,bie të fle,നിദ്രിക്കുക
878,schlafen::V,fle,ഉറങ്ങുക
879,aufwachen::V,zgjohem,ഉണരുക
880,aufstehen::V,çohem,എഴുന്നേൽക്കുക
881,aufstehen::V,ngrihem,എഴുന്നേൽക്കുക
882,sich erholen::V,qetësohem,വിശ്രമിക്കുക
883,sich erholen::V,shtendosem,വിശ്രമിക്കുക
884,krank werden::V,bie i sëmurë,ദീനംപിടിക്കുക
885,krank sein::V,jam i sëmurë,രോഗികളാകുക
886,schmerzen::V,dhemb,വേദനിക്കുക
887,husten::V,kollitem,ചുമയ്ക്കുക
888,genesen::V,shërohem,സുഖപ്പെടുക
889,sterben::V,vdes,മരിക്കുക
890,umkommen::V,vdes,മരിക്കുക
891,umkommen::V,mbaroj,മരിക്കുക
892,sich bewegen::V,shkundem,സ്ഥലം_മാറുക
893,sich rühren::V,lëviz,ചലിക്കുക
894,sich erheben::V,ngrihem,നിൽക്കുക
895,sich setzen::V,ulem,ഇരിക്കുക
896,hinfallen::V,gremisem,വീഴുക
897,laufen::V,eci,നടക്കുക
898,schreiten::V,çapem,നടക്കുക
899,spazierengehen::V,shëtis,ഉലാത്തുക
900,eilen::V,ngas,പാഞ്ഞെത്തുക
901,sich beeilen::V,nxitoj,തിരിക്കുകൂട്ടുക
902,sich beeilen::V,nxitoj,തിടുക്കം_കാട്ടുക
903,sausen::V,eci shpejt,കുതിക്കുക
904,rennen::V,vrapoj,ഓടുക
905,springen::V,kërcej,ചാടുക
906,klettern::V,hipi,കയറുക
907,schaukeln::V,kolovitem,ഇളകുക
908,kriechen::V,zvarritem,പതുങ്ങികയറുക
909,schwimmen::V,notoj,നീന്തുക
910,tauchen::V,zhytem,വെള്ളത്തിലേക്ക് ചാടുക
911,rudern::V,vozis,തുഴയുക
912,fahren::V,shkoj,വാഹനം ഓടിക്കുക
913,fliegen::V,fluturoj,പറക്കുക
914,gehen::V,eci,പോകുക
915,gehen::V,shkoj,പോകുക
916,weggehen::V,vete,വിടുക
917,abfahren::V,nisem,പുറപ്പെടുക
918,anhalten::V,ndalem,നിർത്തുക
919,hineingehen::V,futem,പ്രവേശിക്കുക
920,eintreten::V,hyj,പ്രവേശിക്കുക
921,kommen::V,vij,വരുക
922,ankommen::V,arrij,എത്തിച്ചേരുക
923,ankommen::V,mbërrij,എത്തിച്ചേരുക
924,zurückkommen::V,kthehem,തിരിച്ചു വരുക
925,bleiben::V,mbetem,തുടരുക
926,bleiben::V,qëndroj,തുടരുക
927,warten::V,pres,കാത്തിരിക്കുക
928,erwarten::V,pres,പ്രതീക്ഷിക്കുക
929,suchen::V,kërkoj,തിരയുക
930,finden::V,gjej,കണ്ടെത്തുക
931,versuchen::V,mundohem,ശ്രമിക്കുക
932,vorbereiten::V,përgatis,തയ്യാറെടുക്കുക
933,lieben::V,dashuroj,സ്നേഹിക്കുക
934,mögen::V,dua,ഇഷ്ടപ്പെടുക
935,lachen::V,qesh,ചിരിക്കുക
936,rühren::V,mallëngjej,ഹൃദയം സ്പർശിക്കുക
937,weinen::V,qaj,തേങ്ങുക
938,schimpfen::V,shaj,പിറുപിറുക്കുക
939,sich ärgern::V,bëhem verem,കോപിക്കുക
940,sich fürchten::V,kam frikë,പേടിക്കുക
941,sich fürchten::V,frikësohem,പേടിക്കുക
942,fürchten::V,kam frikë nga,പേടിക്കുക
943,fliehen::V,arratisem,രക്ഷപ്പെടുക
944,flüchten::V,iki,രക്ഷപ്പെടുക
945,sehen::V,shoh,കാണുക
946,anschauen::V,shikoj,നോക്കുക
947,ansehen::V,shikoj,നോക്കുക
948,hören::V,dëgjoj,കേൾക്കുക
949,zuhören::V,veshtoj,ശ്രദ്ധിക്കുക
950,probieren::V,provoj,രുചിയുള്ളതായി_തോന്നുക
951,riechen::V,nuhas,മണത്തു_നോക്കുക
952,fühlen::V,ndiej,സ്പർശിച്ചറിയുക
953,scheinen::V,ndriçoj,കാണപ്പെടുക
954,zu sehen sein::V,dukem,വെളിച്ചപ്പെടുക
955,vernehmen::V,dëgjoj,കേൾക്കുക
956,frieren::V,mërdhij,വിറയ്ക്കുക
957,tun::V,bëj,ചെയ്യുക
958,können::V,mund,കഴിയുക
959,wollen::V,dua,വേണുക
960,wollen::V,dëshiroj,വേണുക
961,anfangen::V,filloj,തുടങ്ങുക
962,beenden::V,kryej,പൂർത്തിയാക്കുക
963,beenden::V,mbaroj,പൂർത്തിയാക്കുക
964,aufhören::V,pushoj,നിർത്തുക
965,gelingen::V,më shkon mbarë,വിജയിക്കുക
966,geraten::V,del,പരിണമിക്കുക
967,öffnen::V,hap,തുറക്കുക
968,schließen::V,mbyll,അടയ്ക്കുക
969,stellen::V,vë,വയ്ക്കുക
970,setzen::V,vë,വയ്ക്കുക
971,legen::V,vë,ഇടുക
972,berühren::V,rrok,തൊടുക
973,verbinden::V,bashkoj,ഘടിപ്പിക്കുക
974,bedecken::V,mbuloj,മുടുക
975,aufhängen::V,var,കെട്ടിതൂക്കുക
976,anzünden::V,ndez,കത്തിക്കുക
977,aufheben::V,ngre,പെറുക്കിയെടുക്കുക
978,zurücklassen::V,lë pas,വച്ചുപോരുക
979,verlieren::V,humb,നഷ്ടപ്പെടുക
980,fallen lassen::V,lëshoj,വീഴ്ത്തുക
981,machen::V,bëj,ഉണ്ടാക്കുക
982,herstellen::V,prodhoj,ഉൽപാദിപ്പിക്കുക
983,bauen::V,ndërtoj,നിർമ്മിക്കുക
984,reparieren::V,ndreq,നന്നാക്കുക
985,reparieren::V,meremetoj,നന്നാക്കുക
986,verbessern::V,përmirësoj,മെച്ചപ്പെടുക
987,ändern::V,ndërroj,മാറ്റംവരുത്തുക
988,graben::V,gërmoj,കുഴിക്കുക
989,beugen::V,kërrus,വണങ്ങുക
990,biegen::V,përkul,കുനിയുക
991,drehen::V,dredh,തിരിക്കുക
992,drehen::V,rrotulloj,തിരിക്കുക
993,wenden::V,kthej,തിരിയുക
994,umdrehen::V,kthej,തിരിയുക
995,heben::V,ngre,ഉയർത്തുക
996,hochheben::V,ngre,ഉയർത്തുക
997,ergreifen::V,rrëmbej,ബലമായി_പിടിക്കുക
998,halten::V,mbaj,പിടിക്കുക
999,drücken::V,shtyp,അമർത്തുക
1000,schieben::V,shtyj,തള്ളുക
1001,kratzen::V,kruaj,ചുരണ്ടുക
1002,kratzen::V,gërvisht,ചുരണ്ടുക
1003,lecken::V,lëpij,നക്കുക
1004,beißen::V,kafshoj,കടിക്കുക
1005,abreißen::V,shkëpus,കീറിക്കളയുക
1006,abschneiden::V,cungoj,മുറിച്ചുമാറ്റുക
1007,binden::V,lidh,കെട്ടുക
1008,stecken::V,fus,തുളയ്ക്കുക
1009,stecken::V,ngul,തുളയ്ക്കുക
1010,brechen::V,thyej,ഉടയുക
1011,klopfen::V,trokas,തട്ടുക
1012,hauen::V,godas,അടിക്കുക
1013,kleben::V,ngjis,ഒട്ടിക്കുക
1014,reiben::V,fërkoj,തിരുമ്മിത്തുടയ്ക്കുക
1015,streichen::V,lyej,പടർത്തുക
1016,schleifen::V,mpreh,പൊടിക്കുക
1017,schneiden::V,pres,മുറിക്കുക
1018,rütteln::V,shkund,മുട്ടുക
1019,schütteln::V,lëkund,കുലുക്കുക
1020,schwenken::V,valëvit,ആടുക
1021,schütten::V,mbush,ഒഴിക്കുക
1022,füllen::V,mbush,നിറയ്ക്കുക
1023,einwickeln::V,mbështjell,പൊതിയുക
1024,tragen::V,mbaj,വഹിക്കുക
1025,tragen::V,mbart,വഹിക്കുക
1026,schleppen::V,heq,വലിച്ചിഴയ്ക്കുക
1027,schleppen::V,zhgërryej,വലിച്ചിഴയ്ക്കുക
1028,ziehen::V,tërheq,വലിക്കുക
1029,aufbewahren::V,ruaj,വയ്ക്കുക
1030,werfen::V,hedh,എറിയുക
1031,fangen::V,kap,പിടിക്കുക
1032,packen::V,rrëmbej,തട്ടിപ്പറിക്കുക
1033,verstecken::V,fsheh,മറയ്ക്കുക
1034,teilen::V,ndaj,വിഭജിക്കുക
1035,schicken::V,dërgoj,അയയ്ക്കുക
1036,bringen::V,sjell,കൊണ്ടുവരുക
1037,hinzufügen::V,shtoj,കൂട്ടുക
1038,bekommen::V,kap,കിട്ടുക
1039,erhalten::V,marr,സ്വീകരിക്കുക
1040,nehmen::V,marr,എടുക്കുക
1041,wählen::V,zgjedh,തിരഞ്ഞെടുക്കുക
1042,auswählen::V,përzgjedh,തിരഞ്ഞെടുക്കുക
1043,bewahren::V,ruaj,പുലർത്തുക
1044,behindern::V,pengoj,തടയിടുക
1045,verderben::V,prish,നശിപ്പിക്കുക
1046,beschädigen::V,dëmtoj,ക്ഷതമേൽപ്പിക്കുക
1047,zerbrechen::V,thyej,ഉടയുക
1048,zerreißen::V,çjerr,കീറുക
1049,zerreißen::V,zheloj,കീറുക
1050,zerstören::V,prish,നശിപ്പിക്കുക
1051,zerstören::V,shkatërroj,നശിപ്പിക്കുക
1052,verbrennen::V,djeg,കത്തിനശിക്കുക
1053,verbrennen::V,djeg,കത്തിച്ചുകളയുക
1054,geben::V,jap,കൊടുക്കുക
1055,geben::V,jap,തരുക
1056,reichen::V,jap,കൈമാറുക
1057,schenken::V,fal,സമ്മാനം കൊടുക്കുക
1058,schenken::V,dhuroj,സമ്മാനം കൊടുക്കുക
1059,versprechen::V,premtoj,വാഗ്ദാനം_നൽകുക
1060,wünschen::V,uroj,ആഗ്രഹിക്കുക
1061,loben::V,lëvdoj,പുകഴ്ത്തുക
1062,loben::V,lavdëroj,പുകഴ്ത്തുക
1063,küssen::V,puth,ഉമ്മവയ്ക്കുക
1064,wiegen::V,tund,ഇളകുക
1065,zudecken::V,mbuloj,മുടുക
1066,wecken::V,zgjoj,ഉണർത്തുക
1067,zeigen::V,dëftej,കാണിക്കുക
1068,führen::V,çoj,നടത്തുക
1069,lehren::V,arsej,പഠിപ്പിക്കുക
1070,unterrichten::V,arsimoj,പരിശീലിപ്പിക്കുക
1071,aufziehen::V,rris,വളർത്തിക്കൊണ്ടുവരുക
1072,leiten::V,udhëheq,നയിക്കുക
1073,antreiben::V,nxis,പ്രേരിപ്പിക്കുക
1074,lassen::V,detyroj,അനുവദിക്കുക
1075,einladen::V,ftoj,ക്ഷണിക്കുക
1076,vereinigen::V,bashkoj,കൂടിച്ചേരുക
1077,besuchen::V,vizitoj,സന്ദർശിക്കുക
1078,treffen::V,ndesh,തമ്മിൽ കാണുക
1079,sich versammeln::V,tubohem,സംയോജിപ്പിക്കുക
1080,spielen::V,loz,കളിക്കുക
1081,spielen::V,luaj,കളിക്കുക
1082,singen::V,këndoj,പാടുക
1083,tanzen::V,kërcej,നൃത്തം ചെയ്യുക
1084,tanzen::V,vallëzoj,നൃത്തം ചെയ്യുക
1085,sich trennen::V,ndahem,നേർപെടുത്തുക
1086,verlassen::V,braktis,പിൻവാങ്ങുക
1087,retten::V,shpëtoj,രക്ഷിക്കുക
1088,bewachen::V,ruaj,കാവൽനിൽക്കുക
1089,schützen::V,ruaj,പരിരക്ഷിക്കുക
1090,schützen::V,mbroj,പരിരക്ഷിക്കുക
1091,verteidigen::V,mbroj,പ്രതിരോധിക്കുക
1092,sich schlagen::V,zihem,കലഹിക്കുക
1093,schießen::V,shtie,വെടിവെക്കുക
1094,siegen::V,fitoj,വിജയിക്കുക
1095,siegen::V,ngadhënjej,വിജയിക്കുക
1096,ärgern::V,zemëroj,വിഷമിപ്പിക്കുക
1097,schlagen::V,rrah,അടിക്കുക
1098,schlagen::V,godas,അടിക്കുക
1099,treten::V,shtyj,തൊഴിക്കുക
1100,treten::V,shtyj më këmbë,തൊഴിക്കുക
1101,stechen::V,ther,കുത്തുക
1102,stechen::V,shpoj,കുത്തുക
1103,stoßen::V,shtyj,തള്ളുക
1104,stehlen::V,vjedh,മോഷ്ടിക്കുക
1105,stören::V,pengoj,ശല്യപ്പെടുത്തുക
1106,belästigen::V,bezdis,മെനക്കെടുക
1107,verbergen::V,fsheh,മറയ്ക്കുക
1108,verbergen::V,fsheh,ഒളിക്കുക
1109,täuschen::V,mashtroj,കബളിപ്പിക്കുക
1110,betrügen::V,kobis,ചതിക്കുക
1111,töten::V,vras,കൊല്ലുക
1112,wohnen::V,banoj,താമസിക്കുക
1113,arbeiten::V,punoj,ജോലിചെയ്യുക
1114,arbeiten::V,vardoj,ജോലിചെയ്യുക
1115,sammeln::V,mbledh,സഞ്ചയിക്കുക
1116,sammeln::V,grumbulloj,സഞ്ചയിക്കുക
1117,pflücken::V,vjel,പറിച്ചെടുക്കുക
1118,pflücken::V,mbledh,പറിച്ചെടുക്കുക
1119,jagen::V,gjuaj,വേട്ടയാടുക
1120,fischen::V,peshkoj,മീൻ പിടിക്കുക
1121,fischen::V,gjuaj peshk,മീൻ പിടിക്കുക
1122,fassen::V,zë,പിടിക്കുക
1123,hüten::V,kullos,ചേർക്കുക
1124,treiben::V,vë përpara,വാഹനം_ഓടിക്കുക
1125,anbinden::V,lidh,കെട്ടിയിടുക
1126,füttern::V,grazhdoj,തീറ്റുക
1127,melken::V,mjel,പാലുകറക്കുക
1128,hacken::V,grij,വെട്ടിമുറിക്കുക
1129,gießen::V,ujis,നനയ്ക്കുക
1130,reifen::V,piqem,പാകമാകുക
1131,zubereiten::V,gatuaj,പാചകം_ചെയ്യുക
1132,kochen::V,ziej,വേവിക്കുക
1133,backen::V,pjek,ബേക്ക് ചെയ്യുക
1134,backen::V,furroj,ബേക്ക് ചെയ്യുക
1135,braten::V,fërgoj,പോരിക്കുക
1136,braten::V,tiganis,പോരിക്കുക
1137,umrühren::V,trazoj,ഇളക്കുക
1138,stricken::V,thur,മെടയുക
1139,nähen::V,qep,തുന്നുക
1140,färben::V,ngjyej,ചായം പൂശുക
1141,färben::V,bojatis,ചായം പൂശുക
1142,reinigen::V,qëroj,വൃത്തിയാക്കുക
1143,reinigen::V,pastroj,വൃത്തിയാക്കുക
1144,waschen::V,laj,കഴുകുക
1145,waschen::V,finjos,കഴുകുക
1146,abwischen::V,fshij,തുടയ്ക്കുക
1147,spülen::V,kulloj,കഴുകുക
1148,fegen::V,fshij,അടിച്ചുവാരുക
1149,kehren::V,fshij,അടിച്ചുവാരുക
1150,baden::V,lahem,നീന്തിത്തുടിക്കുക
1151,sich waschen::V,lahem,കഴുകുക
1152,ausziehen::V,heq,ഇഴുക്കുക
1153,ausziehen::V,zbath,ഇഴുക്കുക
1154,anziehen::V,vesh,ഉടുക്കുക
1155,anziehen::V,mbath,ഉടുക്കുക
1156,sich anziehen::V,vishem,ധരിച്ച നേടുകയുക
1157,kämmen::V,kreh,മുടിചീകുക
1158,schmücken::V,hijeshoj,അലങ്കരിക്കുക
1159,sagen::V,them,പറയുക
1160,sprechen::V,flas,സംസാരിക്കുക
1161,reden::V,fjalos,സംസാരിക്കുക
1162,reden::V,fjalëtoj,സംസാരിക്കുക
1163,sich unterhalten::V,bisedoj,നർമ്മസല്ലാപം നടത്തുക
1164,fragen::V,pyes,ചോദിക്കുക
1165,bitten::V,lus,അപേക്ഷിക്കുക
1166,bitten::V,lutem,അപേക്ഷിക്കുക
1167,erzählen::V,rrëfej,പറയുക
1168,mitteilen::V,kumtoj,അറിയിക്കുക
1169,nennen::V,quaj,പേരിടുക
1170,rufen::V,thërras,വിളിക്കുക
1171,prahlen::V,mburrem,പൊങ്ങച്ചം പറയുക
1172,prahlen::V,kapardisem,പൊങ്ങച്ചം പറയുക
1173,übersetzen::V,përkthej,പരിഭാഷപ്പെടുത്തുക
1174,denken::V,mendoj,ചിന്തിക്കുക
1175,glauben::V,besoj,വിശ്വസിക്കുക
1176,bemerken::V,vërej,ശ്രദ്ധിക്കുക
1177,erkennen::V,njoh,തിരിചറിയുക
1178,erkennen::V,shquaj,തിരിചറിയുക
1179,begreifen::V,marr vesh,കൈപ്പിടിയിലാക്കുക
1180,verstehen::V,marr vesh,മനസ്സിലാക്കുക
1181,lernen::V,mësoj,പഠിക്കുക
1182,wissen::V,di,അറിയുക
1183,sich erinnern an::V,kujtoj,ഓർമിക്കുക
