,Concept_ID,cs,de
0,Auge::N,oko,Auge
1,Ohr::N,ucho,Ohr
2,Nase::N,nos,Nase
3,Mund::N,pusa,Mund
4,Zahn::N,zub,Zahn
5,Zunge::N,jazyk,Zunge
6,Lippe::N,ret,Lippe
7,Wange::N,tvář,Wange
8,Gesicht::N,obličej,Gesicht
9,Stirn::N,čelo,Stirn
10,Haar::N,vlas,Haar
11,Haar::N,vlasy,Haar
12,Schnurrbart::N,kníry,Schnurrbart
13,Bart::N,vousy,Bart
14,Kinn::N,brada,Kinn
15,Kiefer[Anatomie]::N,čelist,Kiefer
16,Kehle::N,hrdlo,Kehle
17,Hals::N,krk,Hals
18,Genick::N,týl,Genick
19,Kopf::N,hlava,Kopf
20,Rücken::N,záda,Rücken
21,Rücken::N,hřbet,Rücken
22,Bauch::N,břicho,Bauch
23,Nabel::N,pupek,Nabel
24,Busen::N,ňadra,Busen
25,Brust::N,prsa,Brust
26,Schulter::N,plece,Schulter
27,Schulter::N,rameno,Schulter
28,Arm::N,ruka,Arm
29,Ellenbogen::N,loket,Ellenbogen
30,Hand::N,ruka,Hand
31,Handfläche::N,dlaň,Handfläche
32,Finger::N,prst,Finger
33,Fingernagel::N,nehet,Fingernagel
34,Nagel[Anatomie]::N,nehet,Nagel
35,Zeh::N,prst u nohy,Zeh
36,Fuß::N,noha,Fuß
37,Ferse::N,pata,Ferse
38,Knie::N,koleno,Knie
39,Oberschenkel::N,stehno,Oberschenkel
40,Bein::N,noha,Bein
41,Körper::N,tělo,Körper
42,Haut::N,kůže,Haut
43,Blut::N,krev,Blut
44,Ader::N,céva,Ader
45,Sehne::N,šlacha,Sehne
46,Knochen::N,kost,Knochen
47,Gehirn::N,mozek,Gehirn
48,Herz::N,srdce,Herz
49,Magen::N,žaludek,Magen
50,Leber::N,játra,Leber
51,Atem::N,dech,Atem
52,Hunger::N,hlad,Hunger
53,Träne::N,slza,Träne
54,Geschmack::N,vkus,Geschmack
55,Geruch::N,vůně,Geruch
56,Geruch::N,zápach,Geruch
57,Schlaf::N,spánek,Schlaf
58,Traum::N,sen,Traum
59,Himmel::N,nebe,Himmel
60,Sonne::N,slunce,Sonne
61,Mond::N,měsíc,Mond
62,Stern::N,hvězda,Stern
63,Luft::N,vzduch,Luft
64,Wind::N,vítr,Wind
65,Welle::N,vlna,Welle
66,Wasser::N,voda,Wasser
67,Stein::N,kámen,Stein
68,Boden::N,půda,Boden
69,Erde::N,země,Erde
70,Staub::N,prach,Staub
71,Rauch::N,dým,Rauch
72,Rauch::N,kouř,Rauch
73,Funke::N,jiskra,Funke
74,Feuer::N,oheň,Feuer
75,Licht::N,světlo,Licht
76,Schatten::N,stín,Schatten
77,Wetter::N,počasí,Wetter
78,Nebel::N,mlha,Nebel
79,Wolke::N,mrak,Wolke
80,Wolke::N,oblak,Wolke
81,Regen::N,déšť,Regen
82,Schnee::N,sníh,Schnee
83,Eis::N,led,Eis
84,Frost::N,mráz,Frost
85,Kälte::N,chlad,Kälte
86,Hitze::N,horko,Hitze
87,Raureif::N,jinovatka,Raureif
88,Regenbogen::N,duha,Regenbogen
89,Donner::N,hrom,Donner
90,Strömung::N,proudění,Strömung
91,Tropfen::N,kapka,Tropfen
92,Schaum::N,pěna,Schaum
93,Schmutz::N,špína,Schmutz
94,See::N,jezero,See
95,Sumpf::N,močál,Sumpf
96,Sumpf::N,bažina,Sumpf
97,Moor::N,bažina,Moor
98,Moor::N,slatina,Moor
99,Wiese::N,louka,Wiese
100,Wald::N,les,Wald
101,Hügel::N,kopec,Hügel
102,Anhöhe::N,pahorek,Anhöhe
103,Berg::N,hora,Berg
104,Gipfel::N,vrchol,Gipfel
105,Höhle::N,jeskyně,Höhle
106,Abhang::N,svah,Abhang
107,Abhang::N,stráň,Abhang
108,Quelle::N,pramen,Quelle
109,Bach::N,potok,Bach
110,Fluss::N,řeka,Fluss
111,Ufer::N,břeh,Ufer
112,Küste::N,pobřeží,Küste
113,Festland::N,souš,Festland
114,Festland::N,pevnina,Festland
115,Meer::N,moře,Meer
116,Bucht::N,záliv,Bucht
117,Bucht::N,zátoka,Bucht
118,Insel::N,ostrov,Insel
119,Blume::N,květina,Blume
120,Gras::N,tráva,Gras
121,Wurzel::N,kořen,Wurzel
122,Baum::N,strom,Baum
123,Stamm::N,kmen,Stamm
124,Rinde::N,kůra,Rinde
125,Ast::N,větev,Ast
126,Zweig::N,větev,Zweig
127,Blatt::N,lupen,Blatt
128,Birke::N,bříza,Birke
129,Kiefer[Baum]::N,sosna,Kiefer
130,Kiefer[Baum]::N,borovice,Kiefer
131,Weide[Baum]::N,vrba,Weide
132,Tanne::N,jedle,Tanne
133,Horn::N,roh,Horn
134,Feder::N,pero,Feder
135,Fell::N,srst,Fell
136,Flügel::N,křídlo,Flügel
137,Klaue::N,dráp,Klaue
138,Klaue::N,pazneht,Klaue
139,Kralle::N,dráp,Kralle
140,Schwanz::N,ocas,Schwanz
141,Ei::N,vejce,Ei
142,Nest::N,hnízdo,Nest
143,Bau::N,nora,Bau
144,Tier::N,zvíře,Tier
145,Herde::N,stádo,Herde
146,Kuh::N,kráva,Kuh
147,Bulle::N,býk,Bulle
148,Pferd::N,kůň,Pferd
149,Schaf::N,ovce,Schaf
150,Schwein::N,vepř,Schwein
151,Schwein::N,prase,Schwein
152,Hund::N,pes,Hund
153,Katze::N,kočka,Katze
154,Bär::N,medvěd,Bär
155,Eichhörnchen::N,veverka,Eichhörnchen
156,Elch::N,los,Elch
157,Fuchs::N,liška,Fuchs
158,Hase::N,zajíc,Hase
159,Maus::N,myš,Maus
160,Wolf::N,vlk,Wolf
161,Vogel::N,pták,Vogel
162,Schwarm::N,roj,Schwarm
163,Schwarm::N,hejno,Schwarm
164,Huhn::N,kuře,Huhn
165,Huhn::N,slepice,Huhn
166,Hahn::N,kohout,Hahn
167,Gans::N,husa,Gans
168,Adler::N,orel,Adler
169,Ente::N,kachna,Ente
170,Eule::N,sova,Eule
171,Kranich::N,jeřáb,Kranich
172,Krähe::N,vrána,Krähe
173,Kuckuck::N,kukačka,Kuckuck
174,Schwan::N,labuť,Schwan
175,Fisch::N,ryba,Fisch
176,Barsch::N,okoun,Barsch
177,Hecht::N,štika,Hecht
178,Schlange[Tier]::N,had,Schlange
179,Wurm::N,červ,Wurm
180,Spinne::N,pavouk,Spinne
181,Ameise::N,mravenec,Ameise
182,Laus::N,veš,Laus
183,Mücke::N,komár,Mücke
184,Fliege::N,moucha,Fliege
185,Schmetterling::N,motýl,Schmetterling
186,Beere::N,bobule,Beere
187,Apfel::N,jablko,Apfel
188,Pilz::N,houba,Pilz
189,Zwiebel::N,cibule,Zwiebel
190,Saat::N,osivo,Saat
191,Korn::N,zrno,Korn
192,Heu::N,seno,Heu
193,Schale::N,slupka,Schale
194,Schale::N,skořápka,Schale
195,Grube::N,jáma,Grube
196,Falle::N,past,Falle
197,Falle::N,léčka,Falle
198,Schlinge::N,smyčka,Schlinge
199,Spur::N,stopa,Spur
200,Asche::N,popel,Asche
201,Dreck::N,špína,Dreck
202,Eisen::N,železo,Eisen
203,Gold::N,zlato,Gold
204,Silber::N,stříbro,Silber
205,Kohle::N,uhlí,Kohle
206,Glas::N,sklo,Glas
207,Lehm::N,jíl,Lehm
208,Lehm::N,hlína,Lehm
209,Sand::N,písek,Sand
210,Mensch::N,člověk,Mensch
211,Mann::N,muž,Mann
212,Frau::N,žena,Frau
213,Kind::N,dítě,Kind
214,Junge::N,hoch,Junge
215,Junge::N,chlapec,Junge
216,Mädchen::N,děvče,Mädchen
217,Familie::N,rodina,Familie
218,Großvater::N,děd,Großvater
219,Großvater::N,dědeček,Großvater
220,Großmutter::N,babička,Großmutter
221,Eltern::N,rodiče,Eltern
222,Vater::N,otec,Vater
223,Mutter::N,matka,Mutter
224,Sohn::N,syn,Sohn
225,Tochter::N,dcera,Tochter
226,Bruder::N,bratr,Bruder
227,Schwester::N,sestra,Schwester
228,Onkel::N,strýc,Onkel
229,Tante::N,teta,Tante
230,Ehemann::N,choť,Ehemann
231,Ehemann::N,manžel,Ehemann
232,Ehefrau::N,choť,Ehefrau
233,Ehefrau::N,manželka,Ehefrau
234,Freude::N,radost,Freude
235,Gelächter::N,smích,Gelächter
236,Glück::N,štěstí,Glück
237,Kummer::N,žal,Kummer
238,Kummer::N,trápení,Kummer
239,Wunsch::N,přání,Wunsch
240,Lust::N,chuť,Lust
241,Geist::N,duch,Geist
242,Gedanke::N,myšlenka,Gedanke
243,Gedächtnis::N,paměť,Gedächtnis
244,Verstand::N,rozum,Verstand
245,Sinn::N,smysl,Sinn
246,Grund::N,důvod,Grund
247,Wahrheit::N,pravda,Wahrheit
248,Gespräch::N,rozhovor,Gespräch
249,Märchen::N,pohádka,Märchen
250,Erzählung::N,povídka,Erzählung
251,Nachricht::N,zpráva,Nachricht
252,Neuigkeit::N,novina,Neuigkeit
253,Neuigkeit::N,novinka,Neuigkeit
254,Name::N,jméno,Name
255,Rätsel::N,hádanka,Rätsel
256,Rede::N,řeč,Rede
257,Rede::N,proslov,Rede
258,Sprache::N,řeč,Sprache
259,Sprache::N,jazyk,Sprache
260,Stimme::N,hlas,Stimme
261,Wort::N,slovo,Wort
262,Zeichen::N,znamení,Zeichen
263,Ruf::N,zavolání,Ruf
264,Lärm::N,hluk,Lärm
265,Laut::N,zvuk,Laut
266,Ton::N,tón,Ton
267,Lied::N,píseň,Lied
268,Ruhe::N,klid,Ruhe
269,Ruhe::N,pokoj,Ruhe
270,Leute::N,lidé,Leute
271,Volk::N,národ,Volk
272,Arbeit::N,práce,Arbeit
273,Gast::N,host,Gast
274,Geschenk::N,dar,Geschenk
275,Spiel::N,hra,Spiel
276,Gesellschaft::N,společnost,Gesellschaft
277,Hilfe::N,pomoc,Hilfe
278,Freund::N,přítel,Freund
279,Kamerad::N,kamarád,Kamerad
280,Angelegenheit::N,záležitost,Angelegenheit
281,Anzahl::N,počet,Anzahl
282,Art::N,druh,Art
283,Stück::N,kus,Stück
284,Stück::N,kousek,Stück
285,Teil::N,díl,Teil
286,Teil::N,část,Teil
287,Hälfte::N,půl,Hälfte
288,Kreis::N,kruh,Kreis
289,Kreuz::N,kříž,Kreuz
290,Linie::N,linka,Linie
291,Strich::N,čára,Strich
292,Strich::N,čárka,Strich
293,Abstand::N,vzdálenost,Abstand
294,Entfernung::N,vzdálenost,Entfernung
295,Gegend::N,krajina,Gegend
296,Platz::N,prostor,Platz
297,Ort::N,místo,Ort
298,Seite::N,strana,Seite
299,Mitte::N,střed,Mitte
300,Mitte::N,prostředek,Mitte
301,Gegenstand::N,předmět,Gegenstand
302,Sache::N,věc,Sache
303,Rand::N,kraj,Rand
304,Rand::N,okraj,Rand
305,Kante::N,hrana,Kante
306,Ecke::N,roh,Ecke
307,Spitze::N,hrot,Spitze
308,Spitze::N,špička,Spitze
309,Ende::N,konec,Ende
310,Loch::N,díra,Loch
311,Winkel::N,kout,Winkel
312,Muster::N,vzor,Muster
313,Größe::N,velikost,Größe
314,Länge::N,délka,Länge
315,Höhe::N,výška,Höhe
316,Gewicht::N,váha,Gewicht
317,Menge::N,množství,Menge
318,Haufen::N,kupa,Haufen
319,Haufen::N,hromada,Haufen
320,Reihe::N,řada,Reihe
321,Reihe::N,řádek,Reihe
322,Boot::N,člun,Boot
323,Ruder::N,veslo,Ruder
324,Schlitten::N,sáně,Schlitten
325,Ski::N,lyže,Ski
326,Lagerfeuer::N,táborák,Lagerfeuer
327,Last::N,náklad,Last
328,Last::N,břemeno,Last
329,Gang::N,chůze,Gang
330,Gang::N,chodba,Gang
331,Schritt::N,krok,Schritt
332,Norden::N,sever,Norden
333,Süden::N,jih,Süden
334,Westen::N,západ,Westen
335,Osten::N,východ,Osten
336,Holz::N,dřevo,Holz
337,Brett::N,prkno,Brett
338,Platte::N,deska,Platte
339,Stütze::N,opěra,Stütze
340,Stange::N,tyč,Stange
341,Stange::N,tyčka,Stange
342,Stock::N,hůlka,Stock
343,Stab::N,hůl,Stab
344,Rohr::N,trubka,Rohr
345,Haus::N,dům,Haus
346,Heim::N,domov,Heim
347,Ofen::N,kamna,Ofen
348,Fußboden::N,podlaha,Fußboden
349,Tisch::N,stůl,Tisch
350,Stuhl::N,židle,Stuhl
351,Wiege::N,kolébka,Wiege
352,Bett::N,postel,Bett
353,Regal::N,regál,Regal
354,Regal::N,police,Regal
355,Kiste::N,bedna,Kiste
356,Fenster::N,okno,Fenster
357,Tür::N,dveře,Tür
358,Tor::N,vrata,Tor
359,Zaun::N,plot,Zaun
360,Dach::N,střecha,Dach
361,Leiter::N,žebřík,Leiter
362,Besen::N,koště,Besen
363,Besen::N,smeták,Besen
364,Spaten::N,rýč,Spaten
365,Schaufel::N,lopata,Schaufel
366,Gabel::N,vidlička,Gabel
367,Löffel::N,lžíce,Löffel
368,Messer::N,nůž,Messer
369,Nagel::N,hřebík,Nagel
370,Netz::N,síť,Netz
371,Haken::N,hák,Haken
372,Griff::N,držadlo,Griff
373,Schloss::N,zámek,Schloss
374,Bild::N,obraz,Bild
375,Figur::N,figura,Figur
376,Puppe::N,panenka,Puppe
377,Beutel::N,pytlík,Beutel
378,Bündel::N,svazek,Bündel
379,Tasche::N,taška,Tasche
380,Tasche::N,brašna,Tasche
381,Eimer::N,kýbl,Eimer
382,Eimer::N,vědro,Eimer
383,Deckel::N,víko,Deckel
384,Deckel::N,příklop,Deckel
385,Geschirr::N,nádobí,Geschirr
386,Sack::N,pytel,Sack
387,Tasse::N,šálek,Tasse
388,Topf::N,hrnec,Topf
389,Kessel::N,kotel,Kessel
390,Essen::N,jídlo,Essen
391,Nahrung::N,strava,Nahrung
392,Nahrung::N,potrava,Nahrung
393,Speise::N,jídlo,Speise
394,Fleisch::N,maso,Fleisch
395,Getreide::N,obilí,Getreide
396,Brei::N,kaše,Brei
397,Brot::N,chléb,Brot
398,Scheibe::N,krajíc,Scheibe
399,Fett::N,tuk,Fett
400,Fett::N,omastek,Fett
401,Butter::N,máslo,Butter
402,Öl::N,olej,Öl
403,Salz::N,sůl,Salz
404,Suppe::N,polévka,Suppe
405,Honig::N,med,Honig
406,Milch::N,mléko,Milch
407,Tee::N,čaj,Tee
408,Leder::N,kůže,Leder
409,Wolle::N,vlna,Wolle
410,Stoff::N,látka,Stoff
411,Nadel::N,jehla,Nadel
412,Faden::N,nit,Faden
413,Knopf::N,knoflík,Knopf
414,Knoten::N,uzel,Knoten
415,Farbe::N,barva,Farbe
416,Kleidung::N,šaty,Kleidung
417,Kleidung::N,šatstvo,Kleidung
418,Hemd::N,košile,Hemd
419,Kragen::N,límec,Kragen
420,Ärmel::N,rukáv,Ärmel
421,Hose::N,kalhoty,Hose
422,Gürtel::N,pás,Gürtel
423,Gürtel::N,opasek,Gürtel
424,Mütze::N,čepice,Mütze
425,Schuh::N,bota,Schuh
426,Stiefel::N,holínka,Stiefel
427,Ring::N,prsten,Ring
428,Band::N,pásek,Band
429,Kamm::N,hřeben,Kamm
430,Spiegel::N,zrcadlo,Spiegel
431,Riemen::N,řemen,Riemen
432,Schnur::N,šňůra,Schnur
433,Leine::N,vodítko,Leine
434,Decke::N,pokrývka,Decke
435,Decke::N,přikrývka,Decke
436,Kissen::N,polštář,Kissen
437,Tuch::N,šátek,Tuch
438,Handtuch::N,ručník,Handtuch
439,Kraft::N,síla,Kraft
440,Stärke::N,síla,Stärke
441,Gesundheit::N,zdraví,Gesundheit
442,Krankheit::N,nemoc,Krankheit
443,Krankheit::N,choroba,Krankheit
444,Schmerz::N,bolest,Schmerz
445,Wunde::N,rána,Wunde
446,Fieber::N,horečka,Fieber
447,Arznei::N,lék,Arznei
448,Brücke::N,most,Brücke
449,Brunnen::N,studna,Brunnen
450,Weide::N,pastva,Weide
451,Weide::N,pastvina,Weide
452,Pfad::N,pěšina,Pfad
453,Weg::N,cesta,Weg
454,Straße::N,silnice,Straße
455,Dorf::N,vesnice,Dorf
456,Stadt::N,město,Stadt
457,Brief::N,dopis,Brief
458,Buch::N,kniha,Buch
459,Buchstabe::N,písmeno,Buchstabe
460,Zeitung::N,noviny,Zeitung
461,Leben::N,život,Leben
462,Tod::N,smrt,Tod
463,Grab::N,hrob,Grab
464,Kirche::N,kostel,Kirche
465,Sünde::N,hřích,Sünde
466,Gott::N,bůh,Gott
467,Arbeiter::N,dělník,Arbeiter
468,Arbeiter::N,pracovník,Arbeiter
469,Chef::N,šéf,Chef
470,Chef::N,vedoucí,Chef
471,Meister::N,mistr,Meister
472,Arzt::N,lékař,Arzt
473,Lehrer::N,učitel,Lehrer
474,Geld::N,peníze,Geld
475,Geschäft::N,obchod,Geschäft
476,Laden::N,krám,Laden
477,Preis::N,cena,Preis
478,Ware::N,zboží,Ware
479,Nutzen::N,užitek,Nutzen
480,Reichtum::N,bohatství,Reichtum
481,Welt::N,svět,Welt
482,Land::N,země,Land
483,Staat::N,stát,Staat
484,König::N,král,König
485,Macht::N,moc,Macht
486,Macht::N,mocnost,Macht
487,Grenze::N,hranice,Grenze
488,Krieg::N,válka,Krieg
489,Feind::N,nepřítel,Feind
490,Gewalt::N,násilí,Gewalt
491,Kampf::N,boj,Kampf
492,Bogen[Waffe]::N,luk,Bogen
493,Pfeil::N,šíp,Pfeil
494,Gewehr::N,puška,Gewehr
495,Gewehr::N,ručnice,Gewehr
496,Fehler::N,chyba,Fehler
497,Lüge::N,lež,Lüge
498,Schaden::N,škoda,Schaden
499,Unglück::N,neštěstí,Unglück
500,Schuld::N,vina,Schuld
501,Alter::N,věk,Alter
502,Schluss::N,konec,Schluss
503,Zeit::N,čas,Zeit
504,Tag::N,den,Tag
505,Morgen::N,ráno,Morgen
506,Morgen::N,jitro,Morgen
507,Mittag::N,poledne,Mittag
508,Abend::N,večer,Abend
509,Nacht::N,noc,Nacht
510,Woche::N,týden,Woche
511,Monat::N,měsíc,Monat
512,Jahr::N,rok,Jahr
513,Frühling::N,jaro,Frühling
514,Sommer::N,léto,Sommer
515,Herbst::N,podzim,Herbst
516,Winter::N,zima,Winter
517,Januar::N,leden,Januar
518,Februar::N,únor,Februar
519,März::N,březen,März
520,April::N,duben,April
521,Mai::N,květen,Mai
522,Juni::N,červen,Juni
523,Juli::N,červenec,Juli
524,August::N,srpen,August
525,September::N,září,September
526,Oktober::N,říjen,Oktober
527,November::N,listopad,November
528,Dezember::N,prosinec,Dezember
529,Montag::N,pondělí,Montag
530,Montag::N,pondělek,Montag
531,Dienstag::N,úterý,Dienstag
532,Mittwoch::N,středa,Mittwoch
533,Donnerstag::N,čtvrtek,Donnerstag
534,Freitag::N,pátek,Freitag
535,Samstag::N,sobota,Samstag
536,Sonntag::N,neděle,Sonntag
537,groß::A,velký,groß
538,klein::A,malý,klein
539,lang::A,dlouhý,lang
540,kurz::A,krátký,kurz
541,breit::A,široký,breit
542,schmal::A,úzký,schmal
543,dicht::A,hustý,dicht
544,dick[Gegenstand]::A,tlustý,dick
545,dünn::A,tenký,dünn
546,fein::A,jemný,fein
547,fest::A,pevný,fest
548,flach::A,plochý,flach
549,flach::A,placatý,flach
550,glatt::A,hladký,glatt
551,hart::A,tvrdý,hart
552,weich::A,měkký,weich
553,rund::A,kulatý,rund
554,rund::A,okrouhlý,rund
555,spitz::A,špičatý,spitz
556,scharf::A,ostrý,scharf
557,stumpf::A,tupý,stumpf
558,schwer::A,těžký,schwer
559,schön::A,pěkný,schön
560,schön::A,krásný,schön
561,heiß::A,horký,heiß
562,warm::A,teplý,warm
563,kalt::A,studený,kalt
564,kühl::A,chladný,kühl
565,frisch::A,svěží,frisch
566,feucht::A,vlhký,feucht
567,nass::A,mokrý,nass
568,trocken::A,suchý,trocken
569,voll::A,plný,voll
570,leer::A,prázdný,leer
571,offen::A,otevřený,offen
572,geschlossen::A,zavřený,geschlossen
573,sauber::A,čistý,sauber
574,schmutzig::A,špinavý,schmutzig
575,roh::A,syrový,roh
576,reif::A,zralý,reif
577,lecker::A,chutný,lecker
578,süß::A,sladký,süß
579,bitter::A,hořký,bitter
580,sauer::A,kyselý,sauer
581,hell::A,světlý,hell
582,dunkel::A,temný,dunkel
583,schwarz::A,černý,schwarz
584,weiß::A,bílý,weiß
585,rot::A,rudý,rot
586,rot::A,červený,rot
587,gelb::A,žlutý,gelb
588,blau::A,modrý,blau
589,grün::A,zelený,grün
590,grau::A,šedý,grau
591,grau::A,šedivý,grau
592,bunt::A,pestrý,bunt
593,billig::A,levný,billig
594,billig::A,laciný,billig
595,teuer::A,drahý,teuer
596,wertvoll::A,cenný,wertvoll
597,blind::A,slepý,blind
598,taub::A,hluchý,taub
599,kräftig::A,silný,kräftig
600,stark::A,silný,stark
601,schwach::A,slabý,schwach
602,fett::A,tučný,fett
603,fett::A,tlustý,fett
604,schlank::A,štíhlý,schlank
605,hübsch::A,hezký,hübsch
606,böse::A,zlý,böse
607,dumm::A,hloupý,dumm
608,faul::A,líný,faul
609,fleißig::A,pilný,fleißig
610,geizig::A,lakomý,geizig
611,klug::A,chytrý,klug
612,geschickt::A,šikovný,geschickt
613,lieb::A,milý,lieb
614,lustig::A,veselý,lustig
615,sanft::A,mírný,sanft
616,hungrig::A,hladový,hungrig
617,krank::A,nemocný,krank
618,nackt::A,nahý,nackt
619,traurig::A,smutný,traurig
620,traurig::A,truchlivý,traurig
621,lebendig::A,živý,lebendig
622,gut::A,dobrý,gut
623,schlecht::A,špatný,schlecht
624,richtig::A,pravý,richtig
625,richtig::A,správný,richtig
626,schlimm::A,zlý,schlimm
627,wahr::A,pravdivý,wahr
628,alt::A,starý,alt
629,neu::A,nový,neu
630,ehemalig::A,bývalý,ehemalig
631,alt[Lebewesen]::A,starý,alt
632,jung::A,mladý,jung
633,arm::A,chudý,arm
634,reich::A,bohatý,reich
635,bekannt::A,známý,bekannt
636,berühmt::A,slavný,berühmt
637,fremd::A,cizí,fremd
638,verschieden::A,různý,verschieden
639,verschieden::A,rozličný,verschieden
640,nah::A,blízký,nah
641,fern::A,daleký,fern
642,linker::A,levý,linker
643,rechter::A,pravý,rechter
644,anderer::A,jiný,anderer
645,erster::A,první,erster
646,zweiter::A,druhý,zweiter
647,dritter::A,třetí,dritter
648,letzter::A,poslední,letzter
649,allein::ADV,sám,allein
650,auf einmal::ADV,najednou,auf einmal
651,zusammen::ADV,spolu,zusammen
652,zusammen::ADV,dohromady,zusammen
653,lange::ADV,dlouho,lange
654,plötzlich::ADV,vtom,plötzlich
655,plötzlich::ADV,náhle,plötzlich
656,sofort::ADV,hned,sofort
657,sofort::ADV,ihned,sofort
658,später::ADV,později,später
659,jetzt::ADV,teď,jetzt
660,jetzt::ADV,nyní,jetzt
661,heute::ADV,dnes,heute
662,heute::ADV,dneska,heute
663,morgen::ADV,zítra,morgen
664,bald::ADV,brzo,bald
665,dann::ADV,pak,dann
666,dann::ADV,potom,dann
667,gestern::ADV,včera,gestern
668,einst::ADV,kdysi,einst
669,damals::ADV,tehdy,damals
670,damals::ADV,tenkrát,damals
671,danach::ADV,podle toho,danach
