,Concept_ID,cs,de
672,vorher::ADV,dříve,vorher
673,vorher::ADV,napřed,vorher
674,zuerst::ADV,nejprve,zuerst
675,zuerst::ADV,nejdříve,zuerst
676,einmal::ADV,jednou,einmal
677,manchmal::ADV,někdy,manchmal
678,oft::ADV,často,oft
679,immer::ADV,vždy,immer
680,immer::ADV,stále,immer
681,niemals::ADV,nikdy,niemals
682,hier::ADV,zde,hier
683,hier::ADV,tady,hier
684,hierhin::ADV,sem,hierhin
685,von hier::ADV,odtud,von hier
686,dort::ADV,tam,dort
687,dorthin::ADV,tam,dorthin
688,geradeaus::ADV,rovně,geradeaus
689,vorwärts::ADV,kupředu,vorwärts
690,rückwärts::ADV,zpět,rückwärts
691,zurück::ADV,zpět,zurück
692,zurück::ADV,nazpět,zurück
693,unten::ADV,dole,unten
694,hinab::ADV,dolů,hinab
695,oben::ADV,nahoře,oben
696,oben::ADV,navrchu,oben
697,hinauf::ADV,nahoru,hinauf
698,überall::ADV,všude,überall
699,nicht::ADV,ne,nicht
700,ein wenig::ADV,trochu,ein wenig
701,kaum::ADV,sotva,kaum
702,sehr::ADV,velmi,sehr
703,sehr::ADV,velice,sehr
704,so::ADV,tak,so
705,so::ADV,takto,so
706,noch::ADV,ještě,noch
707,nur::ADV,jen,nur
708,nur::ADV,jenom,nur
709,schon::ADV,už,schon
710,schon::ADV,již,schon
711,wieder::ADV,zase,wieder
712,vergebens::ADV,marně,vergebens
713,vor::PRP,před,vor
714,hinter::PRP,za,hinter
715,unter::PRP,pod,unter
716,durch::PRP,skrz,durch
717,neben::PRP,vedle,neben
718,zwischen::PRP,mezi,zwischen
719,wegen::PRP,pro,wegen
720,dies::PRN,toto,dies
721,dies::PRN,tohle,dies
722,das::PRN,to,das
723,alles::PRN,všechno,alles
724,ich::PRN,já,ich
725,du::PRN,ty,du
726,er::PRN,on,er
727,wir::PRN,my,wir
728,ihr::PRN,vy,ihr
729,sie::PRN,oni,sie
730,was::FPRN,co,was
731,wer::FPRN,kdo,wer
732,wo::FADV,kde,wo
733,wohin::FADV,kam,wohin
734,wie::FADV,jak,wie
735,warum::FADV,proč,warum
736,wieviel::FNUM,kolik,wieviel
737,eins::NUM,jeden,eins
738,zwei::NUM,dva,zwei
739,drei::NUM,tři,drei
740,vier::NUM,čtyři,vier
741,fünf::NUM,pět,fünf
742,sechs::NUM,šest,sechs
743,sieben::NUM,sedm,sieben
744,acht::NUM,osm,acht
745,neun::NUM,devět,neun
746,zehn::NUM,deset,zehn
747,elf::NUM,jedenáct,elf
748,zwölf::NUM,dvanáct,zwölf
749,zwanzig::NUM,dvacet,zwanzig
750,dreißig::NUM,třicet,dreißig
751,vierzig::NUM,čtyřicet,vierzig
752,fünfzig::NUM,padesát,fünfzig
753,sechzig::NUM,šedesát,sechzig
754,siebzig::NUM,sedmdesát,siebzig
755,achtzig::NUM,osmdesát,achtzig
756,neunzig::NUM,devadesát,neunzig
757,hundert::NUM,sto,hundert
758,tausend::NUM,tisíc,tausend
759,und::CNJ,a,und
760,oder::CNJ,nebo,oder
761,stehen::V,stát,stehen
762,sitzen::V,sedět,sitzen
763,liegen::V,ležet,liegen
764,hängen::V,viset,hängen
765,werden::V,stát se,werden
766,passieren::V,stát se,passieren
767,beginnen::V,počít,beginnen
768,enden::V,končit,enden
769,enden::V,skončit,enden
770,wechseln::V,měnit se,wechseln
771,aufgehen[Sonne]::V,vyjít,aufgehen
772,untergehen[Sonne]::V,zapadnout,untergehen
773,scheinen[Sonne]::V,svítit,scheinen
774,donnern::V,hřmět,donnern
775,wehen::V,vát,wehen
776,wehen::V,vanout,wehen
777,strömen::V,proudit,strömen
778,fließen::V,téct,fließen
779,sich drehen::V,točit se,sich drehen
780,schwanken::V,kolísat,schwanken
781,schwanken::V,houpat se,schwanken
782,schwingen::V,kývat se,schwingen
783,fallen::V,padat,fallen
784,brennen::V,hořet,brennen
785,rauchen::V,kouřit,rauchen
786,regnen::V,pršet,regnen
787,gefrieren::V,zamrznout,gefrieren
788,tauen::V,tát,tauen
789,schmelzen::V,tavit,schmelzen
790,trocknen::V,schnout,trocknen
791,sieden::V,vřít,sieden
792,faulen::V,hnít,faulen
793,verfaulen::V,shnít,verfaulen
794,reißen::V,roztrhat se,reißen
795,versinken::V,topit se,versinken
796,versinken::V,ponořit se,versinken
797,vergehen::V,plynout,vergehen
798,erscheinen::V,objevit se,erscheinen
799,verschwinden::V,zmizet,verschwinden
800,sinken::V,klesat,sinken
801,abnehmen::V,ubýt,abnehmen
802,zunehmen::V,přibýt,zunehmen
803,steigen::V,stoupat,steigen
804,wachsen::V,růst,wachsen
805,glänzen::V,lesknout se,glänzen
806,funkeln::V,jiskřit se,funkeln
807,lärmen::V,dělat hluk,lärmen
808,läuten::V,zvonit,läuten
