,Concept_ID,kn,ka
527,Frühling::N,ವಸಂತ,გაზაფხული
528,Sommer::N,ಬಿಸಿಲುಕಾಲ,ზაფხული
529,Herbst::N,ಶರತ್ಕಾಲ,შემოდგომა
530,Winter::N,ಚಳಿಗಾಲ,ზამთარი
531,Januar::N,ನಾಲ್ಚಳಿ,იანვარი
532,Februar::N,ಅಯ್ಚಳಿ,თებერვალი
533,März::N,ಮೊಬ್ಬೇಸಿಗೆ,მარტი
534,April::N,ಇಬ್ಬೇಸಿಗೆ,აპრილი
535,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,მაისი
536,Juni::N,ಮೊಮ್ಮಳೆ,ივნისი
537,Juli::N,ಇಮ್ಮಳೆ,ივლისი
538,August::N,ಮುಮ್ಮಳೆ,აგვისტო
539,September::N,ನಾಲ್ಮಳೆ,სექტემბერი
540,Oktober::N,ಮೊಚ್ಚಳಿ,ოქტომბერი
541,November::N,ಇಚ್ಚಳಿ,ნოემბერი
542,Dezember::N,ಮುಚ್ಚಳಿ,დეკემბერი
543,Montag::N,ಸೋಮುವಾರ,ორშაბათი
544,Dienstag::N,ಮಂಗಳವಾರ,სამშაბათი
545,Mittwoch::N,ಬುಧವಾರ,ოთხშაბათი
546,Donnerstag::N,ಗುರುವಾರ,ხუთშაბათი
547,Freitag::N,ಶುಕ್ರವಾರ,პარასკევი
548,Samstag::N,ಶನಿವಾರ,შაბათი
549,Sonntag::N,ಭಾನುವಾರ,კვირა
550,groß::A,ದೊಡ್ಡ,დიდი
551,klein::A,ಪುಟ್ಟ,მცირე
552,klein::A,ಪುಟ್ಟ,პატარა
553,lang::A,ದೀರ್ಘ,გრძელი
554,kurz::A,ಚಕ್ಕ,მოკლე
555,breit::A,ಅಗಲವಾದ,ფართო
556,breit::A,ಅಗಲವಾದ,განიერი
557,schmal::A,ಇಕ್ಕಟ್ಟಾದ,ვიწრო
558,schmal::A,ಇಕ್ಕಟ್ಟಾದ,წვრილი
559,dicht::A,ದಟ್ಟ,მჭიდრო
560,dick[Gegenstand]::A,ದಟ್ಟ,სქელი
561,dünn::A,ತೆಳು,წვრილი
562,fein::A,ಕೋಮಲ,თხელი
563,fest::A,ಘನ,მყარი
564,flach::A,ಚಪ್ಪಟೆ,ბრტყელი
565,glatt::A,ನಯ,გლუ
566,hart::A,ಗಟ್ಟಿ,მაგარი
567,weich::A,ಮೃದುವಾದ,რბილი
568,rund::A,ವರ್ತುಳ,მრგვალი
569,spitz::A,ಮೊನಚಾದ,წვეტიანი
570,scharf::A,ತೀಕ್ಷ್ಣ,მჭრელი
571,stumpf::A,ಮೊಂಡು,ბლაგვი
572,schwer::A,ಭಾರಿ,მძიმე
573,schön::A,ಸುಂದರ,ლამაზი
574,heiß::A,ಬಿಸಿ,ცხელი
575,warm::A,ಬಿಸಿ,თბილი
576,kalt::A,ತಣ್ಣನೆಯ,ცივი
577,kühl::A,ತಂಪಾದ,გრილი
578,frisch::A,ನಿರ್ಮಲ,სუფთა
579,feucht::A,ಒದ್ದೆಯಾದ,ნოტიო
580,nass::A,ಒದ್ದೆಯಾದ,სველი
581,trocken::A,ಶುಷ್ಕ,მშრალი
582,voll::A,ತುಂಬಿದ,სავსე
583,leer::A,ಖಾಲಿ,ცარიელი
584,offen::A,ಮುಚ್ಚಲ್ಲದ,ღია
585,offen::A,ಮುಚ್ಚಲ್ಲದ,გაშლილი
586,geschlossen::A,ಮುಚ್ಚಿದ,დახურული
587,sauber::A,ಶುದ್ಧ,სუფთა
588,sauber::A,ಶುದ್ಧ,წმინდა
589,schmutzig::A,ಅಶುದ್ಧ,ტალახიანი
590,roh::A,ಹಸಿ,უმი
591,reif::A,ಹಣ್ಣಾದ,მწიფე
592,lecker::A,ಗುಚಿಕರ,გემრიელი
593,süß::A,ಸಿಹಿ,ტკბილი
594,bitter::A,ಕಹಿ,მწარე
595,sauer::A,ಹುಳಿಯಾದ,მჟავე
596,hell::A,ಹೊಳೆಯುವ,ნათელი
597,dunkel::A,ಮಬ್ಬಾದ,ბნელი
598,schwarz::A,ಕಪ್ಪು,შავი
599,weiß::A,ಬಿಳಿಯ,თეთრი
600,rot::A,ಕೆಂಪು,წითელი
601,gelb::A,ಹಳದಯ,ყვითელი
602,blau::A,ನೀಲ,ლურჯი
603,blau::A,ನೀಲ,ცისფერი
604,grün::A,ಕಾಯಾದ,მწვანე
605,grau::A,ಬೂದುಬಣ್ಣದ,რუხი
606,grau::A,ಬೂದುಬಣ್ಣದ,ნაცრისფერი
607,bunt::A,ವರ್ಣರಂಜಿತ,ჭრელი
608,bunt::A,ವರ್ಣರಂಜಿತ,ფერადი
609,billig::A,ಅಗ್ಗ,იაფი
610,teuer::A,ದುಬಾರಿಯಾದ,ძვირი
611,wertvoll::A,ಅಮೂಲ್ಯ,ღირსიანი
612,blind::A,ಅಂಧ,ბრმა
613,taub::A,ಕಿವುಡಾದ,ყრუ
614,kräftig::A,ಪ್ರಬಲ,ძალავანი
615,stark::A,ಶಕ್ತಿವಂತ,ძლიერი
616,stark::A,ಶಕ್ತಿವಂತ,ღონიერი
617,schwach::A,ದುರ್ಬಲ,სუსტი
618,fett::A,ಕೊಬ್ಬಿದ,სქელი
619,schlank::A,ತೆಳ್ಳಗಿನ,გამხდარი
620,hübsch::A,ಅಂದವಾದ,ეშხიანი
621,hübsch::A,ಅಂದವಾದ,მშვენიერი
622,böse::A,ಕೆಟ್ಟ,ავი
623,böse::A,ಕೆಟ್ಟ,ბოროტი
624,dumm::A,ಮಂದ,ბოთე
625,dumm::A,ಮಂದ,სულელი
626,faul::A,ಆಲಸ,ზანტი
627,faul::A,ಆಲಸ,ზარმაცი
628,fleißig::A,ಕಡಗುವ,ბეჯითი
629,fleißig::A,ಕಡಗುವ,მუყაითი
630,geizig::A,ಜುಗ್ಗ,ძუნწი
631,klug::A,ಚತುರ,ჭკვიანი
632,geschickt::A,ದಕ್ಷ,მარჯვე
633,geschickt::A,ದಕ್ಷ,გაწაფული
634,lieb::A,ಪ್ರಿಯ,სატრფიალო
635,lustig::A,ಖುಷಿಯಾದ,მხიარული
636,sanft::A,ಸೌಮ್ಯ,ალერსიანი
637,sanft::A,ಸೌಮ್ಯ,გრძნობიერი
638,hungrig::A,ಹಸಿದ,მშიერი
639,krank::A,ಅಸ್ವಸ್ಥ,სნეული
640,krank::A,ಅಸ್ವಸ್ಥ,ავადმყოფი
641,nackt::A,ನಗ್ನ,ტიტველი
642,traurig::A,ದುಃಖಿತ,მწუხარე
643,traurig::A,ದುಃಖಿತ,სევდიანი
644,lebendig::A,ಜೀವಂತ,ცოცხალი
645,gut::A,ಒಳ್ಳೆಯ,კარგი
646,schlecht::A,ದುಷ್ಟ,უხეირო
647,richtig::A,ಸರಿ,ნამდვილი
648,schlimm::A,ಅಸಹ್ಯ,ცუდი
649,wahr::A,ನಿಜ,სწორი
650,wahr::A,ನಿಜ,ჭეშმარიტი
651,alt::A,ಮುದಿ,ძველი
652,neu::A,ಹೊಸ,ახალი
653,ehemalig::A,ಮಾಜೀ,ყოფილი
654,alt[Lebewesen]::A,ವೃದ್ಧ,ბებერი
655,jung::A,ಎಳ,ნორჩი
656,jung::A,ಎಳ,ახალგაზრდა
657,arm::A,ಬಡ,ღარიბი
658,reich::A,ಶ್ರೀಮಂತ,მდიდარი
659,bekannt::A,ಅಪ್ತ,ცნობილი
660,berühmt::A,ಪ್ರಸಿದ್ಧ,გამოჩენილი
661,fremd::A,ಪರಕೀಯ,უცხო
662,fremd::A,ಪರಕೀಯ,გარეშე
663,verschieden::A,ಬೇರೆ,სხვაგვარი
664,nah::A,ಹತ್ತಿರವಾದ,ახლო
665,fern::A,ದೂರದ,შორი
666,fern::A,ದೂರದ,შორეული
667,linker::A,ಎಡ,მარცხენა
668,rechter::A,ಬಲ,მარჯვენა
669,anderer::A,ಇತರ,სხვა
670,erster::A,ಪ್ರಥಮ,პირველი
671,zweiter::A,ದ್ವಿತೀಯ,მეორე
672,dritter::A,ಮೂರನೆಯಜಗತ್ತು,მესამე
673,letzter::A,ಅಂತ್ಯ,ბოლო
674,letzter::A,ಅಂತ್ಯ,უკანასკნელი
675,allein::ADV,ಒಬ್ಬನೇ,მარტო
676,auf einmal::ADV,ಒಡನೆ,ერთდროულად
677,zusammen::ADV,ಒಟ್ಟಿಗೆ,ერთად
678,lange::ADV,ದೀರ್ಘ,დიდხანს
679,plötzlich::ADV,ಅನಾಮತ್ತು,მოულოდნელად
680,sofort::ADV,ಜಾಗ್ರತೆ,ახლავე
681,später::ADV,ತರುವಾಯ,მოგვიანებით
682,jetzt::ADV,ಈಗ,ახლა
683,heute::ADV,ಇಂದು,დღეს
684,morgen::ADV,ನಾಳೆ,ხვალ
685,bald::ADV,ಬೇಗ,მალე
686,dann::ADV,ಆಗ,მერე
687,gestern::ADV,ನಿನ್ನೆ,გუშინ
688,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ოდესღაც
689,damals::ADV,ಆಗ,მაშინ
690,danach::ADV,ಆಮೇಲೆ,მერმე
691,danach::ADV,ಆಮೇಲೆ,შემდეგ
692,vorher::ADV,ಮುಂಚೆ,ადრე
693,vorher::ADV,ಮುಂಚೆ,წინათ
694,zuerst::ADV,ಮೊದಲಿಗೆ,ჯერ
695,einmal::ADV,ಒಮ್ಮೆ,ერთხელ
696,manchmal::ADV,ಆಗಾಗ,ხან
697,manchmal::ADV,ಆಗಾಗ,ზოგჯერ
698,oft::ADV,ಅನೇಕಸಲ,ხშირად
699,immer::ADV,ಯಾವಾಗಲೂ,მუდამ
700,immer::ADV,ಯಾವಾಗಲೂ,ყოველთვის
701,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,არასდროს
702,hier::ADV,ಇಲ್ಲಿ,აქ
703,hierhin::ADV,ಇತ್ತ,აქეთ
704,von hier::ADV,ಇಲ್ಲಿಂದ,აქედან
705,dort::ADV,ಅಲ್ಲಿ,იქ
706,dorthin::ADV,ಅಲ್ಲಿಗೆ,იქით
707,geradeaus::ADV,ಸೀದಾ,პირდაპირ
708,vorwärts::ADV,ಮುನ್ನೆಡೆವ,წინ
709,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,უკან
710,zurück::ADV,ಹಿಂದಕ್ಕೆ,უკანვე
711,unten::ADV,ಕೆಳಗೆ,დაბლა
712,unten::ADV,ಕೆಳಗೆ,ქვევით
713,hinab::ADV,ಕೆಳಕ್ಕೆ,ძირს
714,oben::ADV,ಮೇಲೆ,ზემოთ
715,hinauf::ADV,ಮೇಲಕ್ಕೆ,ზევით
716,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,ყველგან
717,nicht::ADV,ಇಲ್ಲ,არ
718,nicht::ADV,ಅಲ್ಲ,არ
719,ein wenig::ADV,ತುಸು,ცოტა
720,kaum::ADV,ಕಠಿನವಾಗಿ,ძლივს
721,sehr::ADV,ಬಹು,მეტად
722,sehr::ADV,ಬಹು,ძალიან
723,so::ADV,ಅಷ್ಟು,ისე
724,noch::ADV,ಇನ್ನು,ჯერ
725,nur::ADV,ಕೇವಲ,მხოლოდ
726,schon::ADV,ಆಗಲೇ,უკვე
727,wieder::ADV,ಪುನಃ,ისევ
728,wieder::ADV,ಪುನಃ,კიდევ
729,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,ამაოდ
730,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,ტყუილად
731,vor::PRP,ಮುಂದೆ,წინ
732,hinter::PRP,ಹಿಂದ,უკან
733,hinter::PRP,ಹಿಂದ,მიღმა
734,unter::PRP,ಕೆಳ,ქვეშ
735,unter::PRP,ಕೆಳ,ქვევით
736,durch::PRP,ನೇರವಾಗಿ,გავლით
737,neben::PRP,ಅಧರ ಬಲಿಕ,გვერდით
738,zwischen::PRP,ನಡುವೆ,შუა
739,zwischen::PRP,ನಡುವೆ,შორის
740,wegen::PRP,ಅಧಕ್ಕಗಿ,გამო
741,wegen::PRP,ಅಧಕ್ಕಗಿ,შედეგად
742,dies::PRN,ಈ,ეს
743,das::PRN,ಅದು,ეგ
744,alles::PRN,ಎಲ್ಲ,ყველაფერი
745,ich::PRN,ನಾನು,მე
746,du::PRN,ನೀನು,შენ
747,er::PRN,ಅವನು,ის
748,er::PRN,ಅವನು,იგი
749,er::PRN,ಇವನು,ის
750,er::PRN,ಇವನು,იგი
751,wir::PRN,ನಾವು,ჩვენ
752,ihr::PRN,ನೀವು,თქვენ
753,sie::PRN,ಅವರು,ისინი
754,was::FPRN,ಏನು,რა
755,wer::FPRN,ಯಾರಿಗೆ,ვინ
756,wo::FADV,ಎಲ್ಲಿ,სად
757,wohin::FADV,ಎಲ್ಲಿಗೆ,საით
758,wie::FADV,ಹೇಗೆ,როგორ
759,warum::FADV,ಏಕೆ,რაზე
760,warum::FADV,ಏಕೆ,რატომ
761,wieviel::FNUM,ಎಷ್ಟು,რამდენი
762,eins::NUM,ಒಂದು,ერთი
763,zwei::NUM,ಎರಡು,ორი
764,drei::NUM,ಮೂರು,სამი
765,vier::NUM,ನಾಲ್ಕು,ოთხი
766,fünf::NUM,ಅಯ್ದು,ხუთი
767,sechs::NUM,ಆರು,ექვსი
768,sieben::NUM,ಏಳು,შვიდი
769,acht::NUM,ಎಂಟು,რვა
770,neun::NUM,ಒಂಭಬತ್ತು,ცხრა
771,zehn::NUM,ಹತ್ತು,ათი
772,elf::NUM,ಹನ್ನೊಂದು,თერთმეტი
773,zwölf::NUM,ಹನ್ನೆರಡು,თორმეტი
774,zwanzig::NUM,ಇಪ್ಪತ್ತು,ოცი
775,dreißig::NUM,ಮೂವತ್ತು,ოცდაათი
776,vierzig::NUM,ನಲವತ್ತು,ორმოცი
777,fünfzig::NUM,ಐವತ್ತು,ორმოცდაათი
778,sechzig::NUM,ಅರುವತ್ತು,სამოცი
779,siebzig::NUM,ಎಪ್ಪತ್ತು,სამოცდაათი
780,achtzig::NUM,ಎಂಬತ್ತು,ოთხმოცი
781,neunzig::NUM,ತೊಂಬತ್ತು,ოთხმოცდაათი
782,hundert::NUM,ನೂರು,ასი
783,tausend::NUM,ಸಾವಿರ,ათასი
784,und::CNJ,ಮತ್ತು,და
785,oder::CNJ,ಅಥವಾ,ან
786,stehen::V,ನಿಲ್ಲು,დგას
787,sitzen::V,ಕುಳ್ಳಿರು,ზის
788,liegen::V,ಮಲಗಿಕೊ,აწევს
789,hängen::V,ಇಳಿಯಬಿಡು,კიდია
790,werden::V,ಆಗು,გახდება
791,passieren::V,ಆಗು,მოხდება
792,beginnen::V,ಆರಂಭಿಸು,იწყება
793,enden::V,ಕೊನೆಗಾಣು,გათავდება
794,wechseln::V,ಮಾರ್ಪಡಿಸು,იცვლება
795,aufgehen[Sonne]::V,ಮೂಡು,ამოდის
796,untergehen[Sonne]::V,ಮುಳುಗು,ჩადის
797,scheinen[Sonne]::V,ಹೊಳೆ,ანათებს
798,donnern::V,ಗುಡುಗಾಗು,ქუხს
799,wehen::V,ತೀಡು,ქრის
800,wehen::V,ತೀಡು,დაუბერავს
801,strömen::V,ಹರಿ,იღვრება
802,fließen::V,ಹರಿ,დის
803,fließen::V,ಹರಿ,მიედინება
804,sich drehen::V,ಸುತ್ತು,ტრიალებს
805,schwanken::V,ಓಲಾಡು,ირხევა
806,schwingen::V,ತೂಗು,ირხევა
807,fallen::V,ಉದುರು,დავარდება
808,brennen::V,ಉರಿ,იწვის
809,rauchen::V,ಹೊಗೆಬಿಡು,ბოლავს
810,rauchen::V,ಹೊಗೆಬಿಡು,აბოლებს
811,regnen::V,ಸುರಿ,წვიმს
812,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,იყინება
813,tauen::V,ಬೆಚ್ಚಗಾಗು,დნება
814,schmelzen::V,ಕರಗು,დნება
815,trocknen::V,ಒಣಗು,გაშრება
816,sieden::V,ಕುದಿ,დუღს
817,faulen::V,ಕೊಳೆ,ლპება
818,verfaulen::V,ನಶಿಸು,ლპება
819,reißen::V,ಒಡೆ,დაიხევა
820,versinken::V,ಮುಳುಗು,ეფლობა
821,versinken::V,ಮುಳುಗು,ჩაიძირება
822,vergehen::V,ಸಾಗು,გადის
823,erscheinen::V,ತೋರು,გამოჩნდება
824,verschwinden::V,ಮಾಯವಾಗು,გააქრება
825,verschwinden::V,ಮಾಯವಾಗು,დაიკარგება
826,sinken::V,ಕುಸಿ,დაიწევს
827,abnehmen::V,ತಗ್ಗು,შემცირდება
828,zunehmen::V,ಬೆಳೆ,გასუქდება
829,steigen::V,ಉಬ್ಬು,მოიმატებს
830,wachsen::V,ಬೆಳೆ,იზრდება
831,wachsen::V,ಬೆಳೆ,მრავლდება
832,glänzen::V,ಮಿರುಗು,ბრწყინავს
833,funkeln::V,ಮಿನುಗು,კაშკაშებს
834,lärmen::V,ಶಬ್ದ ಮಾಡಲು,ხმაურობს
835,läuten::V,ಬಾರಿಸು,დარეკავს
836,klingeln::V,ಅನುರಣಿಸು,დარეკავს
837,klirren::V,ಕಿಣಿಕಿಣಿಸು,დააწკარუნებს
838,brausen::V,ಅಬ್ಬರಿಸು,ბობოქრობს
839,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,შრიალებს
840,klingen::V,ಉಸಿರು,ხმას გამოსცემს
841,bellen::V,ಬಗುಳು,უყეფს
842,heulen::V,ಅರಚು,ღმუის
843,blasen::V,ಗಾಳಿ ಊದು,დაუბერავს
844,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,უსტვენს
845,schreien::V,ಕರೆ,ყვირის
846,stöhnen::V,ನರಳು,კვნესის
847,zittern::V,ನಡುಗು,აძაგძაგებს
848,leben::V,ಇರು,ცოცხლობს
849,geboren werden::V,ಉಂಟಾಗು,იშვება
850,geboren werden::V,ಉಂಟಾಗು,იბადება
851,atmen::V,ಉಸಿರು,სუნთქავს
852,trinken::V,ಕುಡಿ,სვამს
853,trinken::V,ಕುಡಿ,დალევს
854,essen::V,ತಿನ್ನು,შეჭამს
855,schlucken::V,ನುಂಗು,ყლაპავს
856,müde werden::V,ಬಳಲು,დაიქანცება
857,einschlafen::V,ನಿದ್ಧೆಹೋಗು,დაიძინებს
858,schlafen::V,ನಿದ್ರಿಸು,სძინავს
859,aufwachen::V,ಏಳು,გაიღვიძებს
860,aufstehen::V,ಏಳು,ადგება
861,sich erholen::V,ಸುಧಾರಿಸು,დაისვენებს
862,krank werden::V,ಬೇನೆಬೀಳು,ავად გახდება
863,krank sein::V,ಕೆಟ್ಟ ಎಂದು,ავადმყოფობს
864,schmerzen::V,ಕಚ್ಚು,სტკივა
865,husten::V,ಕೆಮ್ಮು,ახველებს
866,genesen::V,ಮತ್ತೆಹೊದಿಸು,მორჩება
867,sterben::V,ಮೃತಪಡು,კვდება
868,umkommen::V,ಹಾಳಾಗು,დაიღუპება
869,sich bewegen::V,ಚಲಿಸು,იძვრის
870,sich bewegen::V,ಚಲಿಸು,მოძრაობს
871,sich rühren::V,ಕದಲು,გაინძრევა
872,sich erheben::V,ಏಳು,ადგება
873,sich setzen::V,ಕೂರು,დაჯდება
874,hinfallen::V,ಬೀಳು,დაეცემა
875,laufen::V,ನಡೆ,დადის
876,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,აბიჯებს
877,spazierengehen::V,ವಿಹರಿಸು,დასეირნობს
878,eilen::V,ಮುನ್ನುಗ್ಗು,მიიჩქარის
879,sich beeilen::V,ಆತುರಪಡು,აჩქარდება
880,sausen::V,ಒಗೆ,მიქრის
881,rennen::V,ಓಡು,დარბის
882,springen::V,ಜಿಗಿ,ხტის
883,klettern::V,ಏರು,ძვრება
884,schaukeln::V,ತೂಗು,ქანაობს
885,kriechen::V,ತೆವಳು,დაბობღავს
886,schwimmen::V,ಈಜು,ცურავს
887,tauchen::V,ಕೆಳಗಿಳಿ,ჩაიძირება
888,rudern::V,ಸಾಗಿಸು,ნიჩაბს უსვამს
889,fahren::V,ನಡೆಸು,დადის
890,fahren::V,ನಡೆಸು,მგზავრობს
891,fliegen::V,ಹಾರು,იფრენს
892,fliegen::V,ಹಾರು,გაფრინდება
893,gehen::V,ಹೋಗು,მიდის
894,weggehen::V,ಹೊರಡು,წამოდის
895,abfahren::V,ತೆರಳು,მიემგზავრება
896,anhalten::V,ನಿಲ್ಲು,ჩერდება
897,hineingehen::V,ಒಳಹೊಗು,შედის
898,eintreten::V,ಒಳಹೊಗು,შედის
899,kommen::V,ಬರು,მოდის
900,ankommen::V,ಬರು,ჩადის
901,zurückkommen::V,ಹಿಂದಿರುಗು,დაბრუნდება
902,bleiben::V,ಇರು,დარჩება
903,warten::V,ಇರು,ელოდება
904,erwarten::V,ನಿರೀಕ್ಷಿಸು,ელის
905,erwarten::V,ನಿರೀಕ್ಷಿಸು,დაიცდის
906,suchen::V,ಹುಡುಕು,ეძებს
907,suchen::V,ಹುಡುಕು,მოძებნის
908,finden::V,ಕಂಡುಕೊ,მიაგნებს
909,finden::V,ಕಂಡುಕೊ,გამოძებნის
910,versuchen::V,ಪ್ರಯತ್ನಿಸು,ცდის
911,versuchen::V,ಪ್ರಯತ್ನಿಸು,ცდილობს
912,vorbereiten::V,ಸಿದ್ಧವಾಗು,მოამზადებს
913,lieben::V,ಪ್ರೀತಿಸು,უყვარს
914,mögen::V,ಇಷ್ಟಪಡು,ეტრფის
915,lachen::V,ನಗು,იცინის
916,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,გულს აუჩუყებს
917,weinen::V,ಅಳು,ტირის
918,schimpfen::V,ಗೊಣಗು,შეიგინება
919,sich ärgern::V,ಗಣಗಾಡು,გაბრაზობს
920,sich fürchten::V,ನಡುಗು,შიშობს
921,fürchten::V,ಹೆದರು,ფრთხილობს
922,fliehen::V,ಓಡಿಹೋಗು,გაიქცევა
923,flüchten::V,ಪಾರಾಗು,გაიქცევა
924,sehen::V,ಕಾಣು,ხედავს
925,anschauen::V,ನೋಡು,ნახავს
926,ansehen::V,ನಿರೀಕ್ಷಿಸು,უყურებს
927,hören::V,ಕೇಳು,ისმენს
928,zuhören::V,ಆಲಿಸು,მოისმენს
929,probieren::V,ರುಚಿ ನೋಡು,გასინჯავს
930,riechen::V,ಮೂಸು,ყნოსავს
931,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,გრძნობს
932,scheinen::V,ತೋರು,ეჩვენება
933,zu sehen sein::V,ಕಾಣಿಸು,მოჩანს
934,vernehmen::V,ಕೇಳು,გაიგებს
935,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,იყინება
936,tun::V,ಮಾಡು,აკეთებს
937,können::V,ಮಾಡಬಲ್ಲ,შეიძლება
938,wollen::V,ಬಯಸು,უნდა
939,anfangen::V,ಪ್ರಾರಂಭಿಸು,დაიწყებს
940,beenden::V,ನಿಲ್ಲಿಸು,ამთავრებს
941,aufhören::V,ಮುಗಿಸು,შეწყვეტს
942,gelingen::V,ಯಶಸ್ವಿಯಾಗು,მოახერხებს
943,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,გამოდის
944,öffnen::V,ತೆರೆ,გახსნის
945,schließen::V,ಮುಚ್ಚು,ხურავს
946,schließen::V,ಮುಚ್ಚು,დაკეტავს
947,stellen::V,ಇಕ್ಕು,დადგამს
948,setzen::V,ಇಡು,დასვამს
949,legen::V,ಇಡು,დადებს
950,berühren::V,ತಾಕು,შეახებს
951,berühren::V,ತಾಕು,მიაკარებს
952,verbinden::V,ಕೂಡಿಸು,შეაერთებს
953,bedecken::V,ಮುಚ್ಚು,გადააფარებს
954,aufhängen::V,ತೂಗುಹಾಕು,დაკიდებს
955,anzünden::V,ಹತ್ತಿಸು,დაანთებს
956,anzünden::V,ಹತ್ತಿಸು,მოუკიდებს
957,aufheben::V,ಆಯಿ,აიღებს
958,aufheben::V,ಆಯಿ,აიყვანს
959,zurücklassen::V,ಬಿಡು,დატოვებს
960,verlieren::V,ಕಳೆ,დაკარგავს
961,fallen lassen::V,ಬೀಳಿಸು,გაუვარდება
962,machen::V,ಮಾಡು,გააკეთებს
963,machen::V,ಮಾಡು,გამოიწვევს
964,herstellen::V,ತಯಾರಿಸು,დაამზადებს
965,bauen::V,ಕಟ್ಟು,ააშენებს
966,reparieren::V,ಸರಿಪಡಿಸು,შეაკეთებს
967,reparieren::V,ಸರಿಪಡಿಸು,გაარემონტებს
968,verbessern::V,ತಿದ್ದು,გამოაკეთებს
969,verbessern::V,ತಿದ್ದು,გააუმჯობესებს
970,ändern::V,ಬದಲಾಯಿಸು,შეცვლის
971,graben::V,ಅಗೆ,თხრის
972,beugen::V,ಬಗ್ಗಿಸು,ხრის
973,biegen::V,ಬಗ್ಗಿಸು,გაღუნავს
974,drehen::V,ತಿರುಗು,ატრიალებს
975,wenden::V,ತಿರುಗು,მოაბრუნებს
976,umdrehen::V,ತಿರುಗಿಸು,შეატრიალებს
977,heben::V,ಎತ್ತು,ასწევს
978,hochheben::V,ಎತ್ತು,აიყვანს
979,ergreifen::V,ಆಕ್ರಮಿಸು,სტაცებს
980,halten::V,ಹಿಡಿ,უჭირავს
981,drücken::V,ಒತ್ತು,დააწვება
982,schieben::V,ನೂಕು,მისწევს
983,kratzen::V,ತರಚಿಕೊಳ್ಳು,მოფხანს
984,lecken::V,ನೆಕ್ಕು,ლოკავს
985,beißen::V,ಕಚ್ಚು,უკბენს
986,abreißen::V,ಹರಿ,გლეჯს
987,abreißen::V,ಹರಿ,მოწყვეტს
988,abschneiden::V,ಕತ್ತರಿಸು,გაჭრის
989,binden::V,ಕಟ್ಟು,შეკრავს
990,binden::V,ಕಟ್ಟು,გადააბამს
991,stecken::V,ಸಿಕ್ಕಿಸು,ჩაასობს
992,brechen::V,ಮುರಿ,მოიტეხს
993,klopfen::V,ತಟ್ಟು,აკაკუნებს
994,hauen::V,ಹೊಡೆ,ლეწავს
995,kleben::V,ಅಂಟಿಸು,წებავს
996,kleben::V,ಅಂಟಿಸು,დააწებებს
997,reiben::V,ಉಜ್ಜು,დაზელს
998,streichen::V,ಹರಡು,უსვამს
999,schleifen::V,ಮಸೆ,ლესავს
1000,schneiden::V,ಕತ್ತರಿಸು,გაჭრის
1001,rütteln::V,ಕುಲುಕಿಸು,არხევს
1002,schütteln::V,ಅಲುಗಿಸು,არყევს
1003,schütteln::V,ಅಲುಗಿಸು,ანძრევს
1004,schwenken::V,ತೂಗಾಡು,აქნევს
1005,schütten::V,ಎರೆ,ღვრის
1006,schütten::V,ಎರೆ,დააქცევს
1007,füllen::V,ತುಂಬಿಸು,გაავსებს
1008,einwickeln::V,ಹೊದಿಸು,შეახვევს
1009,tragen::V,ಹೊರು,მიიტანს
1010,schleppen::V,ಜಗ್ಗು,მიათრევს
1011,ziehen::V,ಎಳೆ,წევს
1012,ziehen::V,ಎಳೆ,ათრევს
1013,aufbewahren::V,ಇಟ್ಟುಕೊ,შეინახავს
1014,werfen::V,ಎಸೆ,ისვრის
1015,fangen::V,ಹಿಡಿ,დაიჭერს
1016,packen::V,ಸೆಳೆ,სტაცებს
1017,verstecken::V,ಮುಚ್ಚಿಡು,მალავს
1018,teilen::V,ವಿಭಜಿಸು,დაყოფს
1019,schicken::V,ಕಳುಹಿಸು,გაგზავნის
1020,bringen::V,ತರು,მოიტანს
1021,hinzufügen::V,ಕೂಡಿಸು,დაამატებს
1022,bekommen::V,ಸಂಪಾದಿಸು,ამოიღებს
1023,erhalten::V,ಪಡೆ,იღებს
1024,nehmen::V,ಹಿಡಿ,აიღებს
1025,wählen::V,ಆರಿಸು,გადაარჩევს
1026,auswählen::V,ಆಯಿ,ამოარჩევს
1027,bewahren::V,ರಕ್ಷಿಸಿಡು,ინარჩუნებს
1028,behindern::V,ಅಡ್ಡಿಮಾಡು,აბრკოლებს
