,Concept_ID,,ml
422,Sünde::N,,പാപം
423,Gott::N,,ദൈവം
424,Arbeiter::N,,ജോലിക്കാരൻ
425,Chef::N,,മേധാവി
426,Meister::N,,യജമാനൻ
427,Arzt::N,,ഡോക്ടർ
428,Lehrer::N,,അധ്യാപകൻ
429,Geld::N,,പണം
430,Geschäft::N,,ബിസിനസ്
431,Laden::N,,കട
432,Preis::N,,വില
433,Ware::N,,ചരക്ക്
434,Nutzen::N,,ലാഭം
435,Reichtum::N,,ധനം
436,Welt::N,,ലോകം
437,Land::N,,രാജ്യം
438,Staat::N,,രാജ്യം
439,König::N,,രാജാവ്
440,Macht::N,,അധികാരം
441,Grenze::N,,അതിർത്തി
442,Krieg::N,,യുദ്ധം
443,Feind::N,,ശത്രു
444,Gewalt::N,,അക്രമം
445,Kampf::N,,പോരാട്ടം
446,Bogen[Waffe]::N,,വില്ല്
447,Pfeil::N,,അമ്പ്
448,Gewehr::N,,തോക്ക്
449,Fehler::N,,പിശക്
450,Lüge::N,,കള്ളം
451,Schaden::N,,കേടുപാട്
452,Unglück::N,,ദൌർഭാഗ്യം
453,Schuld::N,,തെറ്റ്
454,Alter::N,,വയസ്സ്
455,Schluss::N,,നിഗമനം
456,Zeit::N,,സമയം
457,Tag::N,,ദിവസം
458,Morgen::N,,പ്രഭാതം
459,Mittag::N,,ഉച്ച
460,Abend::N,,സായാഹ്നം
461,Nacht::N,,രാത്രി
462,Woche::N,,ആഴ്ച
463,Monat::N,,മാസം
464,Jahr::N,,വർഷം
465,Frühling::N,,വസന്തം
466,Sommer::N,,വേനൽ
467,Herbst::N,,ശരത്കാലം
468,Winter::N,,ശൈത്യം
469,Januar::N,,ജനുവരി
470,Februar::N,,ഫെബ്രുവരി
471,März::N,,മാർച്ച്
472,April::N,,ഏപ്രിൾ മാസം
473,Mai::N,,മെയ് മാസം
474,Juni::N,,ജൂൺ
475,Juli::N,,ജൂലൈ
476,August::N,,ആഗസ്റ്റ്
477,September::N,,സെപ്തംബർ
478,Oktober::N,,ഒക്ടോബർ
479,November::N,,നവംബർ
480,Dezember::N,,ഡിസംബർ
481,Montag::N,,തിങ്കളാഴ്ച
482,Dienstag::N,,ചൊവ്വ
483,Mittwoch::N,,ബുധനാഴ്ച
484,Donnerstag::N,,വ്യാഴാഴ്ച
485,Freitag::N,,വെള്ളിയാഴ്ച
486,Samstag::N,,ശനിയാഴ്ച
487,Sonntag::N,,ഞായറാഴ്ച
488,groß::A,,വലിയ
489,klein::A,,ചെറിയ
490,lang::A,,നീണ്ട
491,kurz::A,,ഹ്രസ്വമായ
492,breit::A,,വിശാലമായ
493,schmal::A,,ഇടുങ്ങിയ
494,dicht::A,,നിബിഡമായ
495,dick[Gegenstand]::A,,തടിച്ച
496,dünn::A,,മെലിഞ്ഞ
497,fein::A,,നേർത്ത
498,fest::A,,ഉറപ്പുള്ള
499,flach::A,,പരന്ന
500,glatt::A,,മിനുസമുള്ള
501,hart::A,,കട്ടിയുള്ള
502,weich::A,,മൃദുവായ
503,rund::A,,വട്ടത്തിലുള്ള
504,spitz::A,,മുനയുള്ള
505,scharf::A,,മൂർച്ചയുള്ള
506,stumpf::A,,തുറന്നടിക്കുന്ന
507,schwer::A,,ഭാരമുള്ള
508,schön::A,,മനോഹരമായ
509,heiß::A,,ചൂടുള്ള
510,warm::A,,ചൂടുള്ള
511,kalt::A,,തണുത്ത
512,kühl::A,,തണുപ്പുള്ള
513,frisch::A,,ശുദ്ധമായ
514,feucht::A,,ഈറനുള്ള
515,nass::A,,നനഞ്ഞ
516,trocken::A,,വരണ്ട
517,voll::A,,നിറയെ
518,leer::A,,ഒഴിഞ്ഞ
519,offen::A,,തുറന്ന
520,geschlossen::A,,അടച്ച
521,sauber::A,,വൃത്തിയുള്ള
522,schmutzig::A,,അഴുക്കുനിറഞ്ഞ
523,roh::A,,അസംസ്കൃതമായ
524,reif::A,,പഴുത്ത
525,lecker::A,,രുചികരമായ
526,süß::A,,മധുരമുള്ള
527,bitter::A,,കടുത്ത
528,sauer::A,,പുളിപ്പുള്ള
529,hell::A,,ജ്വലിക്കുന്ന
530,dunkel::A,,ഇരുണ്ട
531,schwarz::A,,കറുത്ത
532,weiß::A,,വെളുത്ത
533,rot::A,,ചുവന്ന
534,gelb::A,,മഞ്ഞനിറമായ
535,blau::A,,നീലനിറമുള്ള
536,grün::A,,പച്ചനിറമുള്ള
537,grau::A,,ചാരനിറത്തിലുള്ള
538,bunt::A,,വർണ്ണശബളമായ
539,billig::A,,വിലകുറഞ്ഞ
540,teuer::A,,ചെലവേറിയ
541,wertvoll::A,,വിലപിടിപ്പുള്ള
542,blind::A,,അന്ധനായ
543,taub::A,,കേൾവിക്കുറവുള്ള
544,kräftig::A,,ശക്തിയുള്ള
545,stark::A,,ബലമുള്ള
546,schwach::A,,ക്ഷീണിച്ച
547,fett::A,,കൊഴുപ്പുള്ള
548,schlank::A,,മെലിഞ്ഞ
549,hübsch::A,,മനോഹരമായ
550,böse::A,,പാപിയായ
551,dumm::A,,വിവരംകെട്ട
552,faul::A,,അലസനായ
553,fleißig::A,,അദ്ധ്വാനശീലമുള്ള
554,geizig::A,,പിശുക്കനായ
555,klug::A,,ബുദ്ധിസാമർഥ്യമുള്ള
556,geschickt::A,,പ്രതിഭാശാലി
557,lieb::A,,പ്രിയപ്പെട്ട
558,lustig::A,,ആനന്ദകരമായ
559,sanft::A,,സൌമ്യമായ
560,hungrig::A,,വിശപ്പുള്ള
561,krank::A,,അസുഖമുള്ള
562,nackt::A,,നഡമായ
563,traurig::A,,വിഷമമുള്ള
564,lebendig::A,,ഉപജീവനം
565,gut::A,,നല്ല
566,schlecht::A,,മോശമായ
567,richtig::A,,ശരിയായ
568,schlimm::A,,വൃത്തികെട്ട
569,wahr::A,,ശരിയായ
570,alt::A,,പഴയ
571,neu::A,,പുതിയ
572,ehemalig::A,,മുൻ
573,alt[Lebewesen]::A,,വയസ്സുള്ള
574,jung::A,,കൌമാരമായ
575,arm::A,,പാവപ്പെട്ട
576,reich::A,,സമ്പന്നമായ
577,bekannt::A,,പരിചിതമായ
578,berühmt::A,,പ്രശസ്തനായ
579,fremd::A,,വൈദേശികമായ
580,verschieden::A,,വ്യത്യസ്തമായ
581,nah::A,,അരികത്തുള്ള
582,fern::A,,അകലെയുള്ള
583,linker::A,,അവശേഷിച്ച
584,rechter::A,,വലത്തേ
585,anderer::A,,മറ്റുള്ള
586,erster::A,,ആദ്യത്തെ
587,zweiter::A,,രണ്ടാം
588,dritter::A,,മൂന്നാമത്
589,letzter::A,,അവസാനത്തെ
590,allein::ADV,,തനിച്ചുള്ള
591,auf einmal::ADV,,ഉടന്
592,zusammen::ADV,,ഒരുമിച്ച
593,lange::ADV,,നീണ്ട_കാലത്തേയ്ക്ക്
594,plötzlich::ADV,,പെട്ടെന്ന്
595,sofort::ADV,,തത്ക്ഷണം
596,später::ADV,,പിന്നീട്
597,jetzt::ADV,,ഇപ്പോൾ
598,heute::ADV,,ഇന്ന്
599,morgen::ADV,,നാളെ
600,bald::ADV,,ഉടനെ
601,dann::ADV,,അപ്പോൾ
602,gestern::ADV,,ഇന്നലെ
603,einst::ADV,,പണ്ടൊരിക്കല്
604,damals::ADV,,അപ്പോൾ
605,danach::ADV,,പിന്നീട്
606,vorher::ADV,,മുൻപ്
607,zuerst::ADV,,ആദ്യം
608,einmal::ADV,,ഒരിക്കൽ
609,manchmal::ADV,,ചിലപ്പോൾ
610,oft::ADV,,പലപ്പോഴും
611,immer::ADV,,എപ്പോഴും
612,niemals::ADV,,ഒരിക്കലും
613,hier::ADV,,ഇവിടെ
614,hierhin::ADV,,ഇവിടേക്ക്
615,von hier::ADV,,ഇവിടെനിന്ന്
616,dort::ADV,,അവിടെ
617,dorthin::ADV,,അവിടേക്ക്
618,geradeaus::ADV,,മുമ്പിൽ
619,geradeaus::ADV,,മുമന്നോട്ട്
620,vorwärts::ADV,,മുന്നോട്ട്
621,rückwärts::ADV,,തലതിരിച്ച്
622,zurück::ADV,,പുറകിലേക്ക്
623,unten::ADV,,താഴെ
624,hinab::ADV,,താഴേക്ക്
625,oben::ADV,,മുകളിൽ
626,hinauf::ADV,,മുകളിൽ
627,überall::ADV,,എല്ലായിടത്തും
628,nicht::ADV,,ഇല്ല
629,ein wenig::ADV,,കുറച്ച്
630,kaum::ADV,,കഷ്ടിച്ച്
631,sehr::ADV,,വളരെ
632,so::ADV,,അങ്ങനെ
633,noch::ADV,,ഇപ്പോഴും
634,nur::ADV,,മാത്രം
635,schon::ADV,,നേരത്തേ തന്നെ
636,wieder::ADV,,വീണ്ടും
637,vergebens::ADV,,വിഫല
638,vor::PRP,,മുമ്പിൽ
639,hinter::PRP,,പുറകിൽ
640,unter::PRP,,കീഴിൽ
641,durch::PRP,,ഉള്ളിലൂടെ
642,neben::PRP,,അടുത്ത്
643,zwischen::PRP,,ഇടയ്ക്ക്
644,wegen::PRP,,നിമിത്തം
645,dies::PRN,,ഇത്
646,das::PRN,,അത്
647,alles::PRN,,എല്ലാം
648,ich::PRN,,ഞാൻ
649,du::PRN,,നിങ്ങൾ
650,er::PRN,,അദ്ദേഹം
651,er::PRN,,അയാൾ
652,er::PRN,,അവൻ
653,er::PRN,,അവർ
654,er::PRN,,അവൾ
655,wir::PRN,,നമ്മൾ
656,ihr::PRN,,നിങ്ങൾ
657,sie::PRN,,അവർ
658,was::FPRN,,എന്ത്
659,wer::FPRN,,ആര്
660,wo::FADV,,എവിടെ
661,wohin::FADV,,എവിടേക്ക്
662,wie::FADV,,എങ്ങനെ
663,warum::FADV,,എന്തുകൊണ്ട്
664,wieviel::FNUM,,എത്ര
665,eins::NUM,,ഒന്ന്
666,zwei::NUM,,രണ്ട്
667,drei::NUM,,മൂന്ന്
668,vier::NUM,,നാല്
669,fünf::NUM,,അഞ്ച്
670,sechs::NUM,,ആറ്
671,sieben::NUM,,ഏഴ്
672,acht::NUM,,എട്ട്
673,neun::NUM,,ഒമ്പത്
674,zehn::NUM,,പത്ത്
675,elf::NUM,,പതിനൊന്ന്
676,zwölf::NUM,,പന്ത്രണ്ട്
677,zwanzig::NUM,,ഇരുപത്
678,dreißig::NUM,,മുപ്പത്
679,vierzig::NUM,,നാൽപ്പത്
680,fünfzig::NUM,,അൻപത്
681,sechzig::NUM,,അറുപത്
682,siebzig::NUM,,എഴുപത്
683,achtzig::NUM,,എൺപത്
684,neunzig::NUM,,തൊണ്ണൂറ്
685,hundert::NUM,,നൂറ്
686,tausend::NUM,,ആയിരം
687,und::CNJ,,ഉം
688,oder::CNJ,,അഥവാ
689,stehen::V,,നിൽക്കുക
690,sitzen::V,,ഇരിക്കുക
691,liegen::V,,കിടക്കുക
692,hängen::V,,തൂങ്ങുക
693,werden::V,,ആയിത്തീരുക
694,passieren::V,,സംഭവിക്കുക
695,beginnen::V,,ആരംഭിക്കുക
696,enden::V,,അവസാനിപ്പിക്കുക
697,wechseln::V,,മാറ്റുക
698,aufgehen[Sonne]::V,,ഉയരുക
699,untergehen[Sonne]::V,,അടുക്കി_വയ്ക്കുക
700,scheinen[Sonne]::V,,പ്രകാശിക്കുക
701,donnern::V,,ഇടിവെട്ടുക
702,wehen::V,,വീശുക
703,strömen::V,,ഒഴുകുക
704,fließen::V,,ഒഴുകുക
705,sich drehen::V,,ചുറ്റുക
706,sich drehen::V,,കറക്കുക
707,schwanken::V,,ഇരുവശത്തേയ്ക്കും_ആടുക
708,schwingen::V,,ആടുക
709,fallen::V,,വീഴുക
710,brennen::V,,കത്തുക
711,rauchen::V,,പുകയുക
712,regnen::V,,മഴ_പെയ്യുക
713,gefrieren::V,,തണത്ത്_മരവിക്കുക
714,tauen::V,,അലിയുക
715,schmelzen::V,,ഉരുകുക
716,trocknen::V,,വരളുക
717,sieden::V,,തിളപ്പിക്കുക
718,faulen::V,,ചീയുക
719,verfaulen::V,,അഴുകുക
720,reißen::V,,ശബ്ദത്തോടെ_മുറിയുക
721,versinken::V,,മുക്കുക
722,vergehen::V,,കടന്നുപോകുക
723,erscheinen::V,,പ്രത്യക്ഷപ്പെടുക
724,verschwinden::V,,അദൃശ്യമാകുക
725,sinken::V,,താഴുക
726,abnehmen::V,,കുറിയുക
727,zunehmen::V,,വർദ്ധിക്കുക
728,steigen::V,,ഉയരുക
729,wachsen::V,,വളരുക
730,glänzen::V,,മിന്നുക
731,funkeln::V,,തിളങ്ങുക
