,Concept_ID,sk,ku
159,Hund::N,pes,seh
160,Katze::N,mačka,pişîk
161,Bär::N,medveď,hirç
162,Eichhörnchen::N,veverička,pilûr
163,Elch::N,los,pazkovî
164,Fuchs::N,líška,rovî
165,Hase::N,zajac,kîroşk
166,Maus::N,myš,mişk
167,Wolf::N,vlk,gur
168,Vogel::N,vták,çûk
169,Schwarm::N,roj,lufik
170,Huhn::N,kurča,mirîşk
171,Huhn::N,sliepka,mirîşk
172,Hahn::N,kohút,dîk
173,Gans::N,hus,qaz
174,Adler::N,orol,eylo
175,Ente::N,kačka,werdek
176,Ente::N,kačica,werdek
177,Eule::N,sova,bûm
178,Eule::N,sova,kund
179,Kranich::N,žeriav,quling
180,Krähe::N,vrana,qijik
181,Kuckuck::N,kukučka,pepûk
182,Schwan::N,labuť,qû
183,Fisch::N,ryba,masî
184,Barsch::N,ostriež,okûn
185,Hecht::N,šťuka,mesîyê lûf
186,Schlange[Tier]::N,had,mar
187,Wurm::N,červ,kurm
188,Spinne::N,pavúk,pîrê
189,Ameise::N,mravec,mîro
190,Ameise::N,mravec,gêrîk
191,Laus::N,voš,spi
192,Mücke::N,komár,mêş
193,Fliege::N,mucha,mêş
194,Schmetterling::N,motýľ,perperîk
195,Beere::N,bobuľa,hirç
196,Apfel::N,jablko,sêv
197,Pilz::N,hríb,bîrov
198,Zwiebel::N,cibuľa,pîvaz
199,Saat::N,osivo,tov
200,Korn::N,zrno,dexl
201,Heu::N,seno,sap
202,Schale::N,šupa,qaşik
203,Schale::N,škrupina,qaşik
204,Grube::N,jama,çahl
205,Falle::N,pasca,dafik
206,Falle::N,klepec,dafik
207,Schlinge::N,slučka,dahf
208,Spur::N,stopa,rêç
209,Asche::N,popol,xweli
210,Dreck::N,kal,gemarî
211,Dreck::N,blato,gemarî
212,Eisen::N,železo,hesing
213,Gold::N,zlato,zêr
214,Silber::N,striebro,zîv
215,Kohle::N,uhlie,komir
216,Glas::N,sklo,qedeh
217,Lehm::N,íl,kelpîç
218,Lehm::N,hlina,kelpîç
219,Sand::N,piesok,qûm
220,Mensch::N,človek,mirov
221,Mann::N,muž,mêr
222,Mann::N,chlap,mêr
223,Frau::N,žena,jin
224,Kind::N,dieťa,zarok
225,Junge::N,chlapec,kur
226,Mädchen::N,dievka,keç
227,Mädchen::N,dievka,keçik
228,Familie::N,rodina,malbat
229,Großvater::N,dedo,bapîr
230,Großvater::N,starý otec,bapîr
231,Großmutter::N,babička,pîrik
232,Großmutter::N,stará mať,pîrik
233,Eltern::N,rodičia,bavudê
234,Vater::N,otec,bav
235,Mutter::N,mať,dê
236,Mutter::N,mať,dayik
237,Mutter::N,matka,dê
238,Mutter::N,matka,dayik
239,Sohn::N,syn,kur
240,Tochter::N,dcéra,keç
241,Bruder::N,brat,bira
242,Schwester::N,sestra,xweh
243,Onkel::N,ujo,am
244,Onkel::N,ujo,xal
245,Onkel::N,strýko,am
246,Onkel::N,strýko,xal
247,Tante::N,teta,metik
248,Tante::N,teta,xaltîk
249,Tante::N,tetka,metik
250,Tante::N,tetka,xaltîk
251,Ehemann::N,muž,mêr
252,Ehemann::N,manžel,mêr
253,Ehefrau::N,žena,kulfet
254,Ehefrau::N,manželka,kulfet
255,Freude::N,radosť,kêfxweşî
256,Gelächter::N,smiech,pîrqînî
257,Glück::N,šťastie,bext
258,Kummer::N,žiaľ,derd
259,Kummer::N,zármutok,derd
260,Wunsch::N,prianie,daxwaz
261,Wunsch::N,prianie,xwestek
262,Lust::N,chuť,şewq
263,Geist::N,duch,aqil
264,Gedanke::N,myšlienka,fikir
265,Gedächtnis::N,pamäť,aqil
266,Verstand::N,rozum,fêm
267,Sinn::N,zmysel,aqil
268,Grund::N,dôvod,asas
269,Grund::N,príčina,asas
270,Wahrheit::N,pravda,rastî
271,Gespräch::N,reč,guftûgo
272,Gespräch::N,rozhovor,guftûgo
273,Märchen::N,rozprávka,çirok
274,Erzählung::N,poviedka,çirok
275,Erzählung::N,poviedka,vegotin
276,Nachricht::N,správa,nûçe
277,Neuigkeit::N,novinka,hewal
278,Name::N,meno,nav
279,Name::N,meno,paşnav
280,Rätsel::N,záhada,tiştonek
281,Rätsel::N,hádanka,tiştonek
282,Rede::N,reč,gotar
283,Rede::N,reč,axavtin
284,Sprache::N,reč,ziman
285,Sprache::N,jazyk,ziman
286,Stimme::N,hlas,pejn
287,Wort::N,slovo,gotin
288,Zeichen::N,znak,şanek
289,Ruf::N,volanie,hawar
290,Ruf::N,zavolanie,hawar
291,Lärm::N,hluk,xarbalix
292,Lärm::N,hurhaj,xarbalix
293,Laut::N,zvuk,deng
294,Laut::N,zvuk,hês
295,Ton::N,tón,awaz
296,Ton::N,zvuk,awaz
297,Lied::N,pieseň,sitran
298,Ruhe::N,pokoj,rihetî
299,Leute::N,ľudia,xelk
300,Volk::N,ľud,xelk
301,Volk::N,národ,xelk
302,Arbeit::N,práca,xebat
303,Arbeit::N,robota,xebat
304,Gast::N,hosť,mêvan
305,Geschenk::N,dar,diyarî
306,Spiel::N,hra,lîstik
307,Gesellschaft::N,spoločnosť,komal
308,Hilfe::N,pomoc,alîkarî
309,Freund::N,priateľ,heval
310,Kamerad::N,kamarát,heval
311,Angelegenheit::N,vec,pirsgirêk
312,Angelegenheit::N,záležitosť,pirsgirêk
313,Anzahl::N,počet,çend
314,Anzahl::N,množstvo,çend
315,Art::N,druh,çeh
316,Stück::N,kus,lib
317,Stück::N,kus,parçe
318,Stück::N,kúsok,lib
319,Stück::N,kúsok,parçe
320,Teil::N,časť,parçe
321,Hälfte::N,polka,nîvî
322,Hälfte::N,polovica,nîvî
323,Kreis::N,kruh,çemil
324,Kreuz::N,kríž,xaç
325,Linie::N,línia,xezik
326,Strich::N,čiara,xezik
327,Abstand::N,vzdialenosť,dûrahî
328,Entfernung::N,vzdialenosť,dûrahî
329,Gegend::N,kraj,dever
330,Gegend::N,krajina,dever
331,Platz::N,miesto,çih
332,Ort::N,miesto,dever
333,Seite::N,bok,rûpel
334,Seite::N,strana,rûpel
335,Mitte::N,stred,nav
336,Mitte::N,stred,nabênê
337,Gegenstand::N,predmet,tişt
338,Sache::N,vec,tişt
339,Rand::N,kraj,kevî
340,Rand::N,okraj,kevî
341,Kante::N,hrana,kevî
342,Ecke::N,roh,qunç
343,Spitze::N,hrot,derzî
344,Spitze::N,špička,derzî
345,Ende::N,koniec,talî
346,Loch::N,diera,qul
347,Winkel::N,kút,kurnîşk
348,Muster::N,vzor,desen
349,Muster::N,vzorka,desen
350,Größe::N,veľkosť,mezinî
351,Länge::N,dĺžka,dirêjahî
352,Höhe::N,výška,bilindayî
353,Gewicht::N,váha,giranî
354,Menge::N,množstvo,qas
355,Haufen::N,hŕba,lod
356,Reihe::N,rad,rêz
357,Boot::N,čln,kelek
358,Ruder::N,veslo,bêrik
359,Schlitten::N,sane,xîjik
360,Ski::N,lyža,lakan
361,Lagerfeuer::N,táborák,agir
362,Last::N,ťarcha,bar
363,Last::N,bremeno,bar
364,Gang::N,chôdza,fîtêz
365,Schritt::N,krok,gav
366,Norden::N,sever,bakur
367,Süden::N,juh,başur
368,Westen::N,západ,rojava
369,Osten::N,východ,rojhilat
370,Holz::N,drevo,dep
371,Brett::N,doska,dep
372,Platte::N,doska,dep
373,Platte::N,platňa,dep
374,Stütze::N,opora,destek
375,Stange::N,tyč,sing
376,Stock::N,palica,çam
377,Stab::N,palica,qat
378,Rohr::N,rúra,borî
379,Haus::N,dom,mal
380,Haus::N,dom,xanî
381,Heim::N,domov,mal
382,Ofen::N,pec,sobe
383,Ofen::N,kachle,sobe
384,Fußboden::N,dlážka,binpê
385,Fußboden::N,podlaha,binpê
386,Tisch::N,stôl,mase
387,Stuhl::N,stolička,kursî
388,Wiege::N,kolíska,derguş
389,Bett::N,lôžko,qerewêle
390,Bett::N,posteľ,qerewêle
391,Regal::N,regál,rêbaz
392,Regal::N,polica,rêbaz
393,Kiste::N,debna,sindoq
394,Fenster::N,okno,çam
395,Fenster::N,okno,şibeke
396,Fenster::N,oblok,çam
397,Fenster::N,oblok,şibeke
398,Tür::N,dvere,derî
399,Tor::N,vráta,derge
400,Zaun::N,plot,hejik
401,Zaun::N,ohrada,hejik
402,Dach::N,krov,sere xanî
403,Dach::N,strecha,sere xanî
404,Leiter::N,rebrík,pêling
405,Leiter::N,rebrina,pêling
406,Besen::N,metla,melkes
407,Spaten::N,rýľ,mer
408,Schaufel::N,lopata,bêr
409,Gabel::N,vidlička,çetel
410,Löffel::N,lyžica,kevçî
411,Messer::N,nôž,kêr
412,Nagel::N,klinec,bizmar
413,Netz::N,sieť,tor
414,Haken::N,hák,çenqel
415,Haken::N,háčik,çenqel
416,Griff::N,rukoväť,destî
417,Schloss::N,zámka,qonax
418,Bild::N,obraz,dimen
419,Figur::N,figúra,figûr
420,Puppe::N,bábka,bûk
421,Puppe::N,bábika,bûk
422,Beutel::N,vrece,kîsik
423,Beutel::N,vrecko,kîsik
424,Bündel::N,uzlík,pêçek
425,Bündel::N,zväzok,pêçek
426,Tasche::N,taška,bêrîk
427,Tasche::N,kabelka,bêrîk
428,Eimer::N,vedro,dewl
429,Deckel::N,vrchnák,devik
430,Deckel::N,pokrývka,devik
431,Geschirr::N,nádoba,ferax
432,Sack::N,mech,tûr
433,Sack::N,vrece,tûr
434,Tasse::N,šálka,kada
435,Topf::N,hrniec,beroş
436,Kessel::N,kotol,şîril
437,Essen::N,jedlo,xwarin
438,Nahrung::N,strava,xwarin
439,Nahrung::N,potrava,xwarin
440,Speise::N,jedlo,xwarin
441,Fleisch::N,mäso,goşt
442,Getreide::N,obilie,zad
443,Brei::N,kaša,hewdêl
444,Brot::N,chlieb,
445,Scheibe::N,kotúč,parçe
446,Scheibe::N,krajec,parçe
447,Fett::N,tuk,rûn
448,Fett::N,masť,rûn
449,Butter::N,maslo,rûn
450,Öl::N,olej,rûn
451,Salz::N,soľ,xwe
452,Suppe::N,polievka,şorbe
453,Honig::N,med,hingiv
454,Milch::N,mlieko,şîr
455,Tee::N,čaj,çay
456,Leder::N,koža,çerm
457,Wolle::N,vlna,herî
458,Stoff::N,súkno,paç
459,Nadel::N,ihla,derzî
460,Faden::N,niť,ta
461,Faden::N,vlákno,ta
462,Knopf::N,gombík,bişkok
463,Knoten::N,uzol,girêk
464,Farbe::N,farba,boyax
465,Kleidung::N,šaty,çil
466,Kleidung::N,šatstvo,çil
467,Hemd::N,košeľa,qutik
468,Hemd::N,košeľa,miltan
469,Kragen::N,golier,stûvang
470,Ärmel::N,rukáv,hûçik
471,Hose::N,nohavice,şewel
472,Gürtel::N,pás,qayiş
473,Gürtel::N,opasok,qayiş
474,Mütze::N,čiapka,fîno
475,Schuh::N,obuv,şêkal
476,Schuh::N,topánka,şêkal
477,Stiefel::N,čižma,gizme
478,Stiefel::N,čižma,çizme
479,Ring::N,prsteň,xelek
480,Band::N,stuha,band
481,Kamm::N,hrebeň,şeh
482,Spiegel::N,zrkadlo,eynik
483,Riemen::N,remeň,qayiş
484,Schnur::N,šnúra,doxin
485,Leine::N,vodidlo,şirît
486,Decke::N,deka,bataniye
487,Decke::N,prikrývka,bataniye
488,Kissen::N,poduška,balgî
489,Tuch::N,šatka,şar
490,Handtuch::N,uterák,dezmal
491,Kraft::N,moc,hêz
492,Kraft::N,moc,qewet
493,Stärke::N,sila,xurtî
494,Gesundheit::N,zdravie,nojdarî
495,Krankheit::N,nemoc,nexweşî
496,Krankheit::N,choroba,nexweşî
497,Schmerz::N,bolesť,êş
498,Wunde::N,rana,kul
499,Fieber::N,horúčka,ta
500,Arznei::N,liek,derman
501,Brücke::N,most,kopî
502,Brunnen::N,studňa,çal
503,Brunnen::N,studňa,kani
504,Weide::N,pastva,beyar
505,Pfad::N,chodník,xaçirek
506,Weg::N,cesta,rê
507,Straße::N,hradská,rê
508,Dorf::N,dedina,gund
509,Stadt::N,mesto,baçar
510,Brief::N,list,name
511,Buch::N,kniha,kitêb
512,Buch::N,kniha,pirtûk
513,Buchstabe::N,litera,herf
514,Buchstabe::N,písmeno,herf
515,Zeitung::N,noviny,rojname
516,Leben::N,život,jiyan
517,Tod::N,smrť,mirin
518,Grab::N,hrob,mezel
519,Kirche::N,kostol,gilyas
520,Sünde::N,hriech,guneh
521,Gott::N,boh,xwedê
522,Arbeiter::N,robotník,hîşçî
523,Arbeiter::N,pracnovík,hîşçî
524,Chef::N,šéf,bêg
525,Chef::N,riaditeľ,bêg
526,Meister::N,majster,hoste
527,Arzt::N,lekár,doktor
528,Lehrer::N,učiteľ,mamoste
529,Geld::N,peniaze,pere
530,Geschäft::N,obchod,firoşgeh
531,Laden::N,obchod,dikan
532,Preis::N,cena,buha
533,Ware::N,tovar,tişt
534,Nutzen::N,osoh,fêde
535,Nutzen::N,úžitok,fêde
536,Reichtum::N,bohatstvo,serwet
537,Welt::N,svet,dinya
538,Land::N,územie,welat
539,Land::N,krajina,welat
540,Staat::N,štát,dewlet
541,König::N,kráľ,şah
542,König::N,kráľ,qral
543,Macht::N,moc,qewet
544,Macht::N,moc,destihilat
545,Macht::N,mocnosť,qewet
546,Macht::N,mocnosť,destihilat
547,Grenze::N,hranica,kevî
548,Krieg::N,vojna,çeng
549,Krieg::N,vojna,sêwaş
550,Feind::N,nepriateľ,dijmin
551,Gewalt::N,násilie,zor
552,Kampf::N,boj,şer
553,Bogen[Waffe]::N,luk,kêvan
554,Pfeil::N,šíp,çîrik
555,Pfeil::N,strela,çîrik
556,Gewehr::N,puška,tifing
557,Fehler::N,omyl,şaşî
558,Fehler::N,chyba,şaşî
559,Lüge::N,lož,derew
560,Schaden::N,ujma,xisar
561,Schaden::N,škoda,xisar
562,Unglück::N,nešťastie,bêbextî
563,Schuld::N,vina,suç
564,Schuld::N,previnenie,suç
565,Alter::N,vek,temen
566,Schluss::N,záver,girtin
567,Schluss::N,koniec,girtin
568,Zeit::N,čas,çax
569,Tag::N,deň,roj
570,Morgen::N,ráno,sibeh
571,Mittag::N,poludnie,nîro
572,Abend::N,večer,êvar
573,Nacht::N,noc,şev
574,Woche::N,týždeň,heftî
575,Monat::N,mesiac,meh
576,Jahr::N,rok,sal
577,Frühling::N,jar,bihar
578,Sommer::N,leto,havîn
579,Herbst::N,jeseň,payîz
580,Winter::N,zima,zistan
581,Januar::N,január,çile
582,Februar::N,február,sibat
583,März::N,marec,adar
584,April::N,apríl,nîsan
585,Mai::N,máj,gûlan
586,Juni::N,jún,hezîran
587,Juli::N,júl,tîmeh
588,August::N,august,tebax
589,September::N,september,îlon
590,Oktober::N,október,çotmeh
591,November::N,november,mijdar
592,Dezember::N,december,kanûn
593,Montag::N,pondelok,duşemb
594,Dienstag::N,utorok,sêşem
595,Mittwoch::N,streda,çarşemb
596,Donnerstag::N,štvrtok,pêşemb
597,Freitag::N,piatok,în
598,Samstag::N,sobota,şemî
599,Sonntag::N,nedeľa,yekşemb
600,groß::A,veľký,mezin
601,klein::A,malý,çûçik
602,lang::A,dlhý,dirêj
603,kurz::A,krátky,kin
604,breit::A,široký,fireh
605,schmal::A,úzky,tenik
606,dicht::A,hustý,gir
607,dick[Gegenstand]::A,tlstý,şîşman
608,dünn::A,tenký,zirav
609,fein::A,jemný,tenik
610,fest::A,pevný,saxlem
611,flach::A,rovný,pahn
612,flach::A,plochý,pahn
613,glatt::A,hladký,dûz
614,glatt::A,hladký,şayîk
615,hart::A,tvrdý,hişk
616,weich::A,mäkký,nerm
617,rund::A,guľatý,gilover
618,rund::A,okrúhly,gilover
619,spitz::A,končitý,pîj
620,scharf::A,ostrý,tûj
621,stumpf::A,tupý,ne tûj
622,schwer::A,ťažký,giran
623,schön::A,pekný,xweş
624,schön::A,pekný,xweşik
625,schön::A,krásny,xweş
626,schön::A,krásny,xweşik
627,heiß::A,horúci,kelandî
628,warm::A,teplý,germ
629,kalt::A,studený,sar
630,kühl::A,chladný,jemîrî
631,frisch::A,svieži,ter
632,feucht::A,vlhký,şil
633,feucht::A,zvlhnutý,şil
634,nass::A,mokrý,şilek
635,trocken::A,suchý,zuwa
636,voll::A,plný,tijî
637,leer::A,prázdny,vala
638,offen::A,otvorený,vekirî
639,geschlossen::A,zavretý,asê
640,sauber::A,čistý,pakij
641,schmutzig::A,špinavý,lewitî
642,roh::A,surový,xav
643,reif::A,zrelý,gihaştî
644,lecker::A,chutný,xweş
645,süß::A,sladký,şîrîn
646,bitter::A,horký,tahl
647,sauer::A,kyslý,tirş
648,hell::A,jasný,ronî
649,hell::A,svetlý,ronî
650,dunkel::A,temný,tarî
651,schwarz::A,čierny,reş
652,weiß::A,biely,sipî
653,rot::A,červený,sor
654,gelb::A,žltý,zer
655,blau::A,modrý,şîn
656,blau::A,belasý,şîn
657,grün::A,zelený,şîn
658,grau::A,šedý,gewr
659,bunt::A,pestrý,rengîn
660,billig::A,lacný,erzan
661,teuer::A,drahý,biha
662,wertvoll::A,cenný,hêja
663,wertvoll::A,cenný,giranbiha
664,blind::A,slepý,kor
665,taub::A,hluchý,kerr
666,kräftig::A,silný,gir
667,kräftig::A,silný,xurt
668,stark::A,silný,xurt
669,schwach::A,slabý,kesad
670,schwach::A,bezvládny,kesad
671,fett::A,tučný,qelew
672,schlank::A,štíhly,zirav
673,hübsch::A,šumný,xweşik
674,hübsch::A,švárny,xweşik
675,böse::A,zlý,xerab
676,böse::A,zlý,aciz
677,dumm::A,hlúpy,gêj
678,faul::A,lenivý,têmbêl
679,fleißig::A,snaživý,jêhatî
680,fleißig::A,usilovný,jêhatî
681,geizig::A,skupý,destgirtî
682,geizig::A,lakomý,destgirtî
683,klug::A,múdry,baqil
684,klug::A,bystrý,baqil
685,geschickt::A,zručný,zîrek
686,geschickt::A,zručný,ziring
687,geschickt::A,šikovný,zîrek
688,geschickt::A,šikovný,ziring
689,lieb::A,milý,delal
690,lustig::A,veselý,kêfxweş
691,sanft::A,nežný,nazenîn
692,hungrig::A,lačný,birçî
693,hungrig::A,hladný,birçî
694,krank::A,chorý,nexweş
695,krank::A,nemocný,nexweş
696,nackt::A,nahý,rût
697,nackt::A,nahý,tazî
698,traurig::A,smutný,xemgîn
699,lebendig::A,živý,bisaxî
700,gut::A,dobrý,baş
701,schlecht::A,zlý,xerab
702,richtig::A,správny,rast
703,richtig::A,správny,saxlem
704,schlimm::A,zlý,nebaş
705,schlimm::A,nepríjemný,nebaş
706,wahr::A,pravý,rast
707,wahr::A,pravdivý,rast
708,alt::A,starý,pîr
709,alt::A,starý,kevn
710,neu::A,nový,nû
711,ehemalig::A,bývalý,kevnar
712,ehemalig::A,bývalý,peşidar
713,alt[Lebewesen]::A,starý,pîr
714,jung::A,mladý,xort
715,arm::A,chudobný,feqîr
716,arm::A,chudobný,desteng
717,reich::A,bohatý,dewlemend
718,bekannt::A,známy,naskirî
719,berühmt::A,slávny,navdar
720,berühmt::A,povestný,navdar
721,fremd::A,cudzí,xerîb
722,verschieden::A,rôzny,çîhê
723,verschieden::A,rozličný,çîhê
724,nah::A,blízky,nêzîk
725,fern::A,ďaleký,dûr
726,linker::A,ľavý,çepê
727,rechter::A,pravý,rastê
728,anderer::A,iný,yê din
729,anderer::A,druhý,yê din
730,erster::A,prvý,yekemîn
731,zweiter::A,druhý,duda
732,dritter::A,tretí,sisêya
733,letzter::A,ostatný,paşîn
734,letzter::A,posledný,paşîn
735,allein::ADV,sám,tenê
736,auf einmal::ADV,zároveň,jar kê
737,zusammen::ADV,spolu,tev
738,zusammen::ADV,spolu,bi hev re
739,zusammen::ADV,spoločne,tev
740,zusammen::ADV,spoločne,bi hev re
741,lange::ADV,dlho,dirêj
742,plötzlich::ADV,náhle,ji nişkave
743,sofort::ADV,hneď,yekser
744,sofort::ADV,ihneď,yekser
745,später::ADV,neskoršie,paşiyê
746,jetzt::ADV,teraz,nuha
747,heute::ADV,dnes,îro
748,morgen::ADV,zajtra,sibeh
749,bald::ADV,skoro,nêzîk
750,dann::ADV,nato,paşê
751,dann::ADV,potom,paşê
752,gestern::ADV,včera,do
753,einst::ADV,kedysi,jar ke
754,einst::ADV,niekedy,jar ke
755,damals::ADV,vtedy,hîngî
756,danach::ADV,potom,piştra
757,danach::ADV,podľa toho,piştra
758,vorher::ADV,napred,pîşî
759,vorher::ADV,predtým,pîşî
760,zuerst::ADV,najprv,bere
761,einmal::ADV,raz,çarik
762,einmal::ADV,jedenkrát,çarik
763,manchmal::ADV,občas,çarna
764,manchmal::ADV,niekedy,çarna
765,oft::ADV,často,gelek çaran
766,immer::ADV,vždy,daîm
767,immer::ADV,ustavične,daîm
768,niemals::ADV,nikdy,tu çar
769,hier::ADV,tu,li vir
770,hierhin::ADV,sem,vir
771,hierhin::ADV,tade,vir
772,von hier::ADV,odtiaľto,ji vir
773,dort::ADV,tam,li wê derê
774,dorthin::ADV,ta,wêda
775,dorthin::ADV,tam,wêda
776,geradeaus::ADV,rovno,rastê rast
777,geradeaus::ADV,priamo,rastê rast
778,vorwärts::ADV,napred,ber bi pêş
779,rückwärts::ADV,nazad,paşpê
780,zurück::ADV,späť,paşdo
781,zurück::ADV,späť,paşvê
782,zurück::ADV,naspäť,paşdo
783,zurück::ADV,naspäť,paşvê
784,unten::ADV,dolu,jêrî
785,unten::ADV,naspodku,jêrî
786,hinab::ADV,dolu,berjêr
787,oben::ADV,hore,banî
788,oben::ADV,navrchu,banî
789,hinauf::ADV,hore,banî
790,hinauf::ADV,navrch,banî
791,überall::ADV,všade,li her derê
792,nicht::ADV,nie,ne
793,nicht::ADV,nie,nîn
794,nicht::ADV,nie,tine
795,ein wenig::ADV,trocha,hebkî
796,kaum::ADV,ledva,tema
797,kaum::ADV,ledva,himangi
798,sehr::ADV,veľmi,gelek
799,so::ADV,tak,weha
800,so::ADV,takto,weha
801,noch::ADV,ešte,hêj
802,noch::ADV,ešte,dîsa
803,nur::ADV,len,tenê
804,nur::ADV,len,bes
805,schon::ADV,už,hew
806,wieder::ADV,zasa,jar din
807,wieder::ADV,zasa,dîsa
808,vergebens::ADV,márne,deya çun
809,vergebens::ADV,márne,îfleh bûn
810,vergebens::ADV,nadarmo,deya çun
811,vergebens::ADV,nadarmo,îfleh bûn
812,vor::PRP,pred,li ber
813,hinter::PRP,za,li pişt
814,unter::PRP,pod,li bin
815,durch::PRP,cez,kura
816,neben::PRP,pri,li ba
817,neben::PRP,vedľa,li ba
818,zwischen::PRP,medzi,nabeyne
819,zwischen::PRP,medzi,di nav...da
