,Concept_ID,sk,ku
820,wegen::PRP,pre,ji bo
821,wegen::PRP,pre,ji ber
822,wegen::PRP,kvôli,ji bo
823,wegen::PRP,kvôli,ji ber
824,dies::PRN,to,ev
825,dies::PRN,táto,ev
826,das::PRN,to,ev
827,alles::PRN,všetko,hemû
828,ich::PRN,ja,ez
829,du::PRN,ty,tu
830,er::PRN,on,wî
831,wir::PRN,my,êm
832,ihr::PRN,vy,hûn
833,sie::PRN,oni,we
834,was::FPRN,čo,çi
835,wer::FPRN,kto,ki
836,wo::FADV,kde,li ku dere
837,wohin::FADV,kam,li ku dere
838,wie::FADV,ako,çawa
839,warum::FADV,prečo,çima
840,wieviel::FNUM,koľko,çend
841,eins::NUM,jeden,yek
842,zwei::NUM,dva,didu
843,drei::NUM,tri,sisê
844,vier::NUM,štyri,çar
845,fünf::NUM,päť,penç
846,sechs::NUM,šesť,şeş
847,sieben::NUM,sedem,heft
848,acht::NUM,osem,heşt
849,neun::NUM,deväť,neh
850,zehn::NUM,desať,deh
851,elf::NUM,jedenásť,yazdeh
852,zwölf::NUM,dvanásť,diwazdeh
853,zwanzig::NUM,dvadsať,bîst
854,dreißig::NUM,tridsať,sih
855,vierzig::NUM,štyridsať,çil
856,fünfzig::NUM,päťdesiat,pençi
857,sechzig::NUM,šesťdesiat,şêst
858,siebzig::NUM,sedemdesiat,heftê
859,achtzig::NUM,osemdesiat,heştê
860,neunzig::NUM,deväťdesiat,nod
861,hundert::NUM,sto,sêd
862,tausend::NUM,tisíc,hezar
863,und::CNJ,i,û
864,oder::CNJ,alebo,an
865,oder::CNJ,alebo,yan
866,stehen::V,stáť,sekinîn
867,sitzen::V,sedieť,rûniştin
868,liegen::V,ležať,paldan
869,hängen::V,visieť,darve kirin
870,werden::V,stať sa,bûn
871,passieren::V,stať sa,hatin holê
872,passieren::V,stať sa,hatin serê kesî
873,beginnen::V,začať sa,li dest pêkirin
874,enden::V,končiť sa,xalas bû
875,wechseln::V,meniť sa,guherandin
876,wechseln::V,meniť sa,dêgiş kirin
877,aufgehen[Sonne]::V,vychádzať,hilatin
878,untergehen[Sonne]::V,zapadnúť,çun ava
879,scheinen[Sonne]::V,svietiť,şewk de
880,donnern::V,hrmieť,gire-gir
881,wehen::V,viať,ba le de
882,strömen::V,prúdiť,xwe girtin
883,fließen::V,tiecť,herikîn
884,sich drehen::V,točiť sa,xwe zivirandin
885,sich drehen::V,krútiť sa,xwe zivirandin
886,schwanken::V,kolísať,hejandin
887,schwanken::V,klátiť sa,hejandin
888,schwingen::V,kývať sa,libakirin
889,schwingen::V,chvieť sa,libakirin
890,fallen::V,padať,ketin
891,brennen::V,páliť,şewitîn
892,brennen::V,horieť,şewitîn
893,rauchen::V,dymiť sa,kişandin
894,regnen::V,pršať,bahran tê
895,gefrieren::V,zamrznút,qefilandin
896,tauen::V,taviť sa,helandin
897,schmelzen::V,taviť sa,helandin
898,trocknen::V,schnúť,zuwabûn
899,sieden::V,vrieť,kelîn
900,faulen::V,hniť,xerabûn
901,verfaulen::V,zhniť,xerabûn
902,reißen::V,pretrhnúť sa,jêkirin
903,versinken::V,zapadnúť,xerq bûn
904,versinken::V,potopiť sa,xerq bûn
905,vergehen::V,plynúť,derbas bûn
906,erscheinen::V,objaviť sa,peyda bûn
907,verschwinden::V,zmiznúť,wendabûn
908,sinken::V,klesať,noq bûn
909,abnehmen::V,ubúdať,kêm bûn
910,zunehmen::V,pribúdať,qelew bûn
911,steigen::V,stúpať,hildan
912,wachsen::V,rásť,mezin bûn
913,glänzen::V,jagať sa,biriqîn
914,glänzen::V,lesknúť sa,biriqîn
915,funkeln::V,iskriť sa,çikisîn
916,lärmen::V,lomoziť,guşîn
917,läuten::V,cengať,lê de
918,klingeln::V,zvoniť,sîl dan
919,klingeln::V,zvoniť,ringerin
920,klirren::V,rinčať,zingzing hat
921,brausen::V,hučať,guşîn
922,rauschen::V,šumieť,guşîn
923,klingen::V,znieť,deng pe ketin
924,klingen::V,zvoniť,deng pe ketin
925,bellen::V,štekať,kewtîn
926,bellen::V,brechať,kewtîn
927,heulen::V,vyť,ûrîn
928,blasen::V,duť,puf kirin
929,blasen::V,fúkať,puf kirin
930,pfeifen::V,pískať,fîkandin
931,pfeifen::V,hvízdať,fîkandin
932,schreien::V,kričať,qîrîn
933,stöhnen::V,stenať,nalîn
934,zittern::V,triasť sa,hejîn
935,leben::V,žiť,jihîn
936,geboren werden::V,narodiť sa,hatin dinyê
937,geboren werden::V,narodiť sa,bûn
938,atmen::V,dýchať,hilmijîn
939,trinken::V,piť,vexwarin
940,essen::V,jesť,xwarin
941,schlucken::V,zhltnuť,daqulbandin
942,müde werden::V,unaviť sa,betilîln
943,müde werden::V,unaviť sa,qerimîn
944,einschlafen::V,usnúť,razan
945,einschlafen::V,zaspať,razan
946,schlafen::V,spať,razan
947,schlafen::V,spať,razandin
948,aufwachen::V,zobudiť sa,şiyarbûn
949,aufstehen::V,vstať,rabûn
950,sich erholen::V,zotavovať sa,baş bûn
951,sich erholen::V,oddýchovať si,baş bûn
952,krank werden::V,ochorieť,nexweş kêt
953,krank sein::V,chorieť,nexweş bû
954,krank sein::V,byť chorý,nexweş bû
955,schmerzen::V,bolieť,êşandin
956,husten::V,kašľať,kuxin
957,genesen::V,uzdraviť sa,baş bûn
958,sterben::V,umrieť,mirin
959,sterben::V,zomrieť,mirin
960,umkommen::V,zahynúť,mirin
961,sich bewegen::V,pohybovať sa,leqîn
962,sich rühren::V,hnúť sa,leqîn
963,sich erheben::V,zdvihnúť sa,rabûn
964,sich setzen::V,sadnúť si,runiştin
965,hinfallen::V,spadnúť,kêtin
966,laufen::V,bežať,meşîn
967,schreiten::V,kráčať,meşkirin
968,spazierengehen::V,prechádzať sa,gerandin
969,eilen::V,súriť,lezandin
970,sich beeilen::V,ponáhľať sa,zûkirin
971,sausen::V,hučať,fîzîn
972,rennen::V,bežať,baz dan
973,springen::V,skákať,hilpekîn
974,klettern::V,liezť,hilperikîn
975,schaukeln::V,húpať,lorandin
976,schaukeln::V,hojdať,lorandin
977,kriechen::V,liezť,xuşandin
978,kriechen::V,plaziť sa,xuşandin
979,schwimmen::V,plávať,avjenîn
980,tauchen::V,ponoriť sa,qutxuyardin
981,tauchen::V,ponoriť sa,noqîn
982,rudern::V,veslovať,qaîq ajotin
983,fahren::V,ísť,ajotin
984,fahren::V,jazdiť,ajotin
985,fliegen::V,letieť,firîn
986,gehen::V,ísť,çûn
987,weggehen::V,odísť,çûn
988,weggehen::V,odchádzať,çûn
989,abfahren::V,odcestovať,çûyin
990,anhalten::V,zadržať sa,rawestîn
991,anhalten::V,zastaviť sa,rawestîn
992,hineingehen::V,vchádzať,ketin hundir
993,eintreten::V,vojsť,têketin
994,eintreten::V,vstúpiť,têketin
995,kommen::V,prísť,hatin
996,ankommen::V,prísť,gihan
997,ankommen::V,prísť,gihîştin
998,ankommen::V,doraziť,gihan
999,ankommen::V,doraziť,gihîştin
1000,zurückkommen::V,vrátiť sa,vegerandin
1001,bleiben::V,ostať,sekinîn
1002,bleiben::V,zostať,sekinîn
1003,warten::V,čakať,payîn
1004,erwarten::V,očakávať,payîn
1005,suchen::V,hľadať,lêgerîn
1006,finden::V,nájsť,peyda kirin
1007,versuchen::V,skúsiť,çeribandin
1008,versuchen::V,pokúsiť sa,çeribandin
1009,vorbereiten::V,pripraviť,amade kirin
1010,lieben::V,ľúbiť,hez kirin
1011,lieben::V,milovať,hez kirin
1012,mögen::V,mať rád,dil kirin
1013,lachen::V,smiať sa,kenîn
1014,rühren::V,dojať,hêjan
1015,weinen::V,plakať,girîn
1016,schimpfen::V,nadávať,pevçûn
1017,sich ärgern::V,hnevať sa,enirîn
1018,sich ärgern::V,zlostiť sa,enirîn
1019,sich fürchten::V,báť sa,tirsîn
1020,fürchten::V,báť sa,tirsin
1021,fliehen::V,utekať,bazdan
1022,flüchten::V,utiecť,revîn
1023,sehen::V,vidieť,dîtin
1024,anschauen::V,pozrieť sa na,sêr kirin
1025,ansehen::V,pozrieť,hesibandin
1026,hören::V,počúvať,guhdar jirin
1027,zuhören::V,počúvať,guhdarî kirin
1028,probieren::V,ochutnať,tehm kirin
1029,riechen::V,ňuchať,bihn kirin
1030,fühlen::V,cítiť,hîs kirin
1031,fühlen::V,pociťovať,hîs kirin
1032,scheinen::V,zdať sa,xoyer kir
1033,zu sehen sein::V,byť vidieť,diyar bûn
1034,vernehmen::V,počuť,bihîstin
1035,frieren::V,mrznúť,qerişîn
1036,frieren::V,oziabať,qerişîn
1037,tun::V,robiť,kirin
1038,können::V,môcť,karin
1039,wollen::V,chcieť,xwestîn
1040,anfangen::V,začať,dest pêkirin
1041,beenden::V,skončiť,xelas kirin
1042,aufhören::V,prestať,xelas kirin
1043,gelingen::V,podariť sa,çe bûn
1044,geraten::V,dariť sa,qewîmîn
1045,öffnen::V,otvoriť,vekirin
1046,schließen::V,zavrieť,girtin
1047,stellen::V,postaviť,danîn
1048,setzen::V,posadiť,rûniştin
1049,legen::V,klásť,danîn
1050,legen::V,klásť,razandin
1051,legen::V,položiť,danîn
1052,legen::V,položiť,razandin
1053,berühren::V,dotykať sa,lêketin
1054,verbinden::V,spojiť,anîn pê
1055,bedecken::V,pokryť,sergirtin
1056,aufhängen::V,zavesiť,aliqandin
1057,anzünden::V,zapáliť,pêxistin
1058,aufheben::V,zdvihnúť,hildan
1059,zurücklassen::V,zanechať,hiştin
1060,zurücklassen::V,zanechať,vehiştin
1061,verlieren::V,stratiť,wendakirin
1062,fallen lassen::V,pustiť,xistin bixe
1063,fallen lassen::V,pustiť,xistin
1064,machen::V,robiť,kirin
1065,machen::V,robiť,çêkirin
1066,herstellen::V,vyrobiť,çê kirin
1067,herstellen::V,vyrobiť,peyda kirin
1068,bauen::V,stavať,lêkirin
1069,bauen::V,budovať,lêkirin
1070,reparieren::V,opraviť,veherînerîn
1071,verbessern::V,zlepšiť,sererastkirin
1072,ändern::V,zmeniť,degiş kirin
1073,ändern::V,preinačiť,degiş kirin
1074,graben::V,ryť,kolandin
1075,graben::V,kopať,kolandin
1076,beugen::V,ohnúť,tewîn
1077,beugen::V,ohnúť,xwar kirin
1078,biegen::V,ohnúť,tewandin
1079,biegen::V,ohnúť,xwarkirin
1080,drehen::V,točiť,fitilandin
1081,drehen::V,krútiť,fitilandin
1082,wenden::V,obrátiť,zivîrin
1083,wenden::V,prevrátiť,zivîrin
1084,umdrehen::V,otočiť,vegerandin
1085,umdrehen::V,obrátiť,vegerandin
1086,heben::V,dvíhať,hildan
1087,heben::V,povzniesť,hildan
1088,hochheben::V,zdvihnúť,hildan
1089,ergreifen::V,uchopiť sa,dest avêtin
1090,halten::V,držať,hîştin
1091,halten::V,držať,sekinîn
1092,drücken::V,tisnúť,pêl kirin
1093,schieben::V,posunovať,damdan
1094,kratzen::V,škrabať,xurandin
1095,lecken::V,lízať,alastin
1096,beißen::V,kúsať,gez kirin
1097,abreißen::V,odtrhnúť,hilşandin
1098,abschneiden::V,odrezať,jêkirin
1099,abschneiden::V,odkrojiť,jêkirin
1100,binden::V,zaviazať,girêdan
1101,binden::V,priviazať,girêdan
1102,stecken::V,strčiť,têxistin
1103,brechen::V,zlomiť,şikandin
1104,klopfen::V,tĺcť,kutandin
1105,klopfen::V,klopať,kutandin
1106,hauen::V,nabiť,li dan
1107,kleben::V,lepiť,zeliqîn
1108,kleben::V,lepiť,şirêz kirin
1109,kleben::V,nalepiť,zeliqîn
1110,kleben::V,nalepiť,şirêz kirin
1111,reiben::V,trieť,firikandin
1112,streichen::V,namazať,bax dan
1113,schleifen::V,ostríť,çarkirin
1114,schneiden::V,rezať,jêkirin
1115,schneiden::V,strihať,jêkirin
1116,rütteln::V,triasť,hejandin
1117,rütteln::V,lomcovať,hejandin
1118,schütteln::V,triasť,daweşîn
1119,schütteln::V,potriasť,daweşîn
1120,schwenken::V,mávať,têwdan
1121,schütten::V,sypať,rijandin
1122,füllen::V,plniť,dagirtin
1123,einwickeln::V,zabaliť,pêçandin
1124,tragen::V,niesť,kişandin
1125,tragen::V,niesť,rajtin
1126,schleppen::V,vliecť,kişandin
1127,ziehen::V,ťahať,kişandin
1128,aufbewahren::V,uložiť,hilandin
1129,aufbewahren::V,uschovať,hilandin
1130,werfen::V,hodiť,avêtin
1131,werfen::V,vrhnúť,avêtin
1132,fangen::V,chytať,sem kirin
1133,fangen::V,chytať,girtin
1134,packen::V,baliť,pê girtin
1135,packen::V,chytiť,pê girtin
1136,verstecken::V,skryť,hîlanin
1137,verstecken::V,schovať,hîlanin
1138,teilen::V,podeliť,parvekirin
1139,teilen::V,rozdeliť,parvekirin
1140,schicken::V,posielať,şandin
1141,bringen::V,priniesť,anîn
1142,bringen::V,priniesť,birin
1143,hinzufügen::V,pripojiť,dan ser
1144,hinzufügen::V,pripojiť,li tiştekî zêde kirin
1145,bekommen::V,dostať,standin
1146,erhalten::V,prijať,standin
1147,nehmen::V,vziať,girtin
1148,wählen::V,voliť,ray dan
1149,auswählen::V,vybrať,bijartin
1150,auswählen::V,vyvoliť,bijartin
1151,bewahren::V,zachovať,rê li ber girtin
1152,bewahren::V,zachovať,lê xwedî derketin
1153,behindern::V,zavadzať,bara wi
1154,behindern::V,byť v ceste,bara wi
1155,verderben::V,skaziť,heram bûn
1156,beschädigen::V,ublížiť,xerab kirin
1157,beschädigen::V,poškodiť,xerab kirin
1158,zerbrechen::V,rozbiť,şikênandin
1159,zerbrechen::V,rozbiť,perçe kirin
1160,zerbrechen::V,prelomiť,şikênandin
1161,zerbrechen::V,prelomiť,perçe kirin
1162,zerreißen::V,pretrhnúť,qelişandin
1163,zerstören::V,zničiť,hilşandin
1164,verbrennen::V,spáliť,şewitandin
1165,geben::V,dať,dan
1166,geben::V,dať,dayin
1167,reichen::V,podať,besbûn
1168,reichen::V,podať,têrkirin
1169,schenken::V,darovať,diyarî kirin
1170,versprechen::V,sľúbiť,soz dan
1171,wünschen::V,želať,dil kirin
1172,loben::V,chváliť,pesinandin
1173,küssen::V,bozkať,maçkirin
1174,wiegen::V,kolísať,lorandin
1175,wiegen::V,kolísať,wezinandin
1176,zudecken::V,prikryť,nixumandin
1177,wecken::V,zobudiť,bixwe hesandin
1178,zeigen::V,ukázať,şanîdan
1179,führen::V,viesť,raber kirin
1180,lehren::V,učiť,hîn kirin
1181,unterrichten::V,vyučovať,ders dan
1182,aufziehen::V,vychovať,mesinkirin
1183,leiten::V,viesť,rêberî kirin
1184,antreiben::V,popudiť,bezandin
1185,lassen::V,dať,berdan
1186,lassen::V,dať,hiştin
1187,einladen::V,pozvať,dawet kirin
1188,einladen::V,povolať,dawet kirin
1189,vereinigen::V,spojiť,bi yek kirin
1190,vereinigen::V,zjednotiť,bi yek kirin
1191,besuchen::V,navštíviť,mêvan bûn
1192,treffen::V,stretnúť,rast hatin
1193,sich versammeln::V,zhromaždiť sa,li hev çivîn
1194,spielen::V,hrať,listin
1195,singen::V,spievať,stran
1196,tanzen::V,tancovať,reqisîn
1197,sich trennen::V,rozísť sa,hew berdan
1198,verlassen::V,opustiť,tanê hişt
1199,verlassen::V,opustiť,bêkes
1200,retten::V,zachrániť,rihakirin
1201,bewachen::V,strážiť,raçavkirin
1202,schützen::V,chrániť,hemet kirin
1203,verteidigen::V,brániť,paraztin
1204,sich schlagen::V,biť sa,li hev bezîn
1205,schießen::V,streliť,agir kirin
1206,schießen::V,strieľať,agir kirin
1207,siegen::V,zvíťaziť,biser ketin
1208,ärgern::V,hnevať,xeyirandin
1209,ärgern::V,zlostiť,xeyirandin
1210,schlagen::V,biť,lêdan
1211,schlagen::V,biť,lêxistin
1212,schlagen::V,udrieť,lêdan
1213,schlagen::V,udrieť,lêxistin
1214,treten::V,kopnúť,têlekirin
1215,stechen::V,bodnúť,têrekirin
1216,stechen::V,pichnúť,têrekirin
1217,stoßen::V,udrieť,lêketin
1218,stehlen::V,kradnúť,dizîn
1219,stehlen::V,kradnúť,dizî birin
1220,stören::V,vyrušiť,aciz kirin
1221,belästigen::V,obťažovať,li tela yeki ketin
1222,verbergen::V,skryť,veşartin
1223,verbergen::V,skryť,kemîndanîn
1224,täuschen::V,sklamať,xapandin
1225,täuschen::V,sklamať,lê zexeli kirin
1226,betrügen::V,klamať,xapandin
1227,betrügen::V,podvádzať,xapandin
1228,töten::V,zabiť,kûştin
1229,töten::V,usmrtiť,kûştin
1230,wohnen::V,bývať,rûniştin
1231,arbeiten::V,pracovať,kar kirin
1232,arbeiten::V,pracovať,şêxulin
1233,sammeln::V,zbierať,komkirin
1234,pflücken::V,trhať,çinîn
1235,pflücken::V,oberať,çinîn
1236,jagen::V,poľovať,nêçîr kirin
1237,fischen::V,loviť ryby,masî girtin
1238,fischen::V,chytať ryby,masî girtin
1239,fassen::V,uloviť,pê girtin
1240,fassen::V,uloviť,sêm kirin
1241,hüten::V,pásť,hei jê man
1242,treiben::V,hnať,bêherandin
1243,anbinden::V,priviazať,tewilandin
1244,füttern::V,kŕmiť,xwarine dan lê
1245,melken::V,dojiť,dotin
1246,hacken::V,seknúť,kolandin
1247,gießen::V,polievať,av dan
1248,reifen::V,dozrieť,kemilîn
1249,zubereiten::V,pripraviť,çe kirin
1250,kochen::V,variť,xwarin çe kirin
1251,kochen::V,variť,kelandin
1252,backen::V,piecť,pijandin
1253,backen::V,smažiť,pijandin
1254,braten::V,piecť,qelandin
1255,braten::V,piecť,sor kirin
1256,braten::V,pražiť,qelandin
1257,braten::V,pražiť,sor kirin
1258,umrühren::V,pomiešať,têvdan
1259,stricken::V,pliesť,hûnan
1260,nähen::V,šiť,kêl kirin
1261,färben::V,zafarbiť,boyax kirin
1262,reinigen::V,čistiť,paqijkirin
1263,waschen::V,myť,şuştin
1264,abwischen::V,utrieť,pakîj kirin
1265,spülen::V,vyplachovať,şuştin
1266,fegen::V,zametať,maliştin
1267,kehren::V,zametať,maliştin
1268,baden::V,kúpať sa,serîşûştin
1269,sich waschen::V,umývať sa,serîşûştin
1270,ausziehen::V,zobliecť,jê kirin
1271,anziehen::V,obliecť,pê kirin
1272,sich anziehen::V,obliecť sa,xwe kirin
1273,kämmen::V,česať,şeh kirin
1274,schmücken::V,ozdobiť,xemilandin
1275,sagen::V,povedať,gotin
1276,sagen::V,povedať,peyivîn
1277,sprechen::V,hovoriť,peyivîn
1278,reden::V,rozprávať,axaftin
1279,sich unterhalten::V,rozprávať sa,hev biştaxilin
1280,fragen::V,spýtať sa,pirsîn
1281,fragen::V,spýtať sa,pirs kirin
1282,bitten::V,prosiť,tika kirin
1283,erzählen::V,rozprávať,behs kirin
1284,mitteilen::V,oznámiť,vegotin
1285,nennen::V,nazvať,bi nav kirin
1286,nennen::V,menovať,bi nav kirin
1287,rufen::V,volať,bakirin
1288,rufen::V,zavolať,bakirin
1289,prahlen::V,vystatovať sa,pesnê xwe dan
1290,übersetzen::V,preložiť,qulibandin
1291,übersetzen::V,preložiť,derbas kirin
1292,denken::V,myslieť,fikirîn
1293,glauben::V,veriť,bawer bûn
1294,bemerken::V,podotknuť,bala xwe dan
1295,bemerken::V,podotknuť,çac lê ketin
1296,bemerken::V,spozorovať,bala xwe dan
1297,bemerken::V,spozorovať,çac lê ketin
1298,erkennen::V,poznať,pêhesîn
1299,begreifen::V,pochopiť,fêmkirin
1300,begreifen::V,porozumieť,fêmkirin
1301,verstehen::V,rozumieť,fêmkirin
1302,lernen::V,učiť sa,halmandin
1303,lernen::V,učiť sa,fêrbun
1304,wissen::V,vedieť,zanîn
1305,sich erinnern an::V,pamätať si na,bir bûn
1306,vergessen::V,zabudnuť,ji bir kirin
1307,messen::V,merať,pê kanîn
1308,zählen::V,počítať,hejmardin
1309,rechnen::V,rátať,hesibandin
1310,rechnen::V,počítať,hesibandin
1311,lesen::V,čítať,xwendin
1312,malen::V,maľovať,rengandin
1313,malen::V,maľovať,boyax kirin
1314,zeichnen::V,kresliť,işaret kirin
1315,schreiben::V,písať,nivîsandin
1316,besitzen::V,mať,hebûn
1317,besitzen::V,vlastniť,hebûn
1318,kaufen::V,kúpiť,kirîn
1319,verkaufen::V,predať,firotin
1320,bezahlen::V,zaplatiť,pere dan
1321,zahlen::V,platiť,pere dan
1322,zahlen::V,platiť,dayin
1323,beherrschen::V,ovládať,zebt kirin
1324,beherrschen::V,ovládať,hukim kirin
1325,ertragen::V,znášať,bihêzkirin
1326,ertragen::V,vydržať,bihêzkirin
