,Concept_ID,,uz
146,Maus::N,,sichqon
147,Wolf::N,,bo'ri
148,Vogel::N,,qush
149,Schwarm::N,,to'da
150,Huhn::N,,tovuq
151,Hahn::N,,xo'roz
152,Gans::N,,g'oz
153,Adler::N,,burgut
154,Ente::N,,o'rdak
155,Eule::N,,boyo'g'li
156,Kranich::N,,turna
157,Krähe::N,,qarg'a
158,Kuckuck::N,,kakku
159,Schwan::N,,oqkush
160,Fisch::N,,baliq
161,Barsch::N,,olabug'a
162,Hecht::N,,cho'rtan
163,Schlange[Tier]::N,,ilon
164,Wurm::N,,qurt
165,Spinne::N,,o'rgimchak
166,Ameise::N,,chumoli
167,Laus::N,,bit
168,Mücke::N,,chivin
169,Fliege::N,,pashsha
170,Schmetterling::N,,kapalak
171,Beere::N,,meva
172,Apfel::N,,olma
173,Pilz::N,,qo'ziqorin
174,Zwiebel::N,,piyoz
175,Saat::N,,äkin
176,Korn::N,,zarra
177,Heu::N,,xashak
178,Schale::N,,po'choq
179,Grube::N,,co'ra
180,Falle::N,,qopqon
181,Schlinge::N,,sirtmoq
182,Spur::N,,iz
183,Asche::N,,kul
184,Dreck::N,,kir
185,Eisen::N,,temir
186,Gold::N,,tilla
187,Silber::N,,kumush
188,Kohle::N,,ko'mir
189,Glas::N,,oyna
190,Lehm::N,,loy
191,Sand::N,,qum
192,Mensch::N,,odam
193,Mann::N,,ärkak
194,Frau::N,,ayol
195,Kind::N,,bola
196,Kind::N,,kichkintoy
197,Junge::N,,bola
198,Mädchen::N,,qiz
199,Familie::N,,oila
200,Großvater::N,,buva
201,Großvater::N,,katta ota
202,Großmutter::N,,buvi
203,Großmutter::N,,katta oyi
204,Eltern::N,,ota-ona
205,Vater::N,,ota
206,Mutter::N,,ona
207,Sohn::N,,o'g'il
208,Tochter::N,,qiz
209,Bruder::N,,og'a
210,Bruder::N,,uka
211,Schwester::N,,opa
212,Schwester::N,,singil
213,Onkel::N,,amaki
214,Tante::N,,amma
215,Tante::N,,xola
216,Ehemann::N,,är
217,Ehefrau::N,,rafiqa
218,Freude::N,,ayish
219,Gelächter::N,,kulgi
220,Glück::N,,saodat
221,Kummer::N,,g'am
222,Wunsch::N,,orzu
223,Lust::N,,rag'bat
224,Geist::N,,ruh
225,Gedanke::N,,fikr
226,Gedächtnis::N,,äs
227,Verstand::N,,aql
228,Sinn::N,,ma'ni
229,Grund::N,,sabab
230,Wahrheit::N,,haq
231,Gespräch::N,,gap
232,Märchen::N,,ärtak
233,Erzählung::N,,rivoyat
234,Nachricht::N,,xabar
235,Neuigkeit::N,,yangilik
236,Name::N,,ot
237,Rätsel::N,,topishmoq
238,Rede::N,,nutq
239,Sprache::N,,til
240,Stimme::N,,ovoz
241,Wort::N,,so'z
242,Zeichen::N,,alomat
243,Ruf::N,,chaqiriq
244,Lärm::N,,taraq
245,Laut::N,,tovush
246,Ton::N,,un
247,Lied::N,,ashula
248,Ruhe::N,,tinchlik
249,Leute::N,,xaloyiq
250,Volk::N,,xalq
251,Arbeit::N,,ish
252,Gast::N,,mehmon
253,Geschenk::N,,hadya
254,Spiel::N,,o'yin
255,Gesellschaft::N,,jamiyat
256,Hilfe::N,,yordam
257,Freund::N,,do'st
258,Kamerad::N,,yo'ldosh
259,Angelegenheit::N,,daxl
260,Anzahl::N,,son
261,Art::N,,tur
262,Stück::N,,parcha
263,Teil::N,,bo'lak
264,Hälfte::N,,yarim
265,Kreis::N,,aylana
266,Kreuz::N,,xoch
267,Linie::N,,liniya
268,Strich::N,,chiziq
269,Abstand::N,,oralik
270,Entfernung::N,,uzoqlik
271,Gegend::N,,yer
272,Platz::N,,oralig
273,Ort::N,,joy
274,Seite::N,,yon
275,Mitte::N,,o'rta
276,Gegenstand::N,,ashyo
277,Sache::N,,buyum
278,Rand::N,,chek
279,Kante::N,,tig'
280,Ecke::N,,burchak
281,Spitze::N,,uch
282,Ende::N,,oxir
283,Loch::N,,teshik
284,Winkel::N,,go'sha
285,Muster::N,,nusha
286,Größe::N,,kattalik
287,Länge::N,,uzunlik
288,Höhe::N,,yuksaklik
289,Gewicht::N,,solmoq
290,Menge::N,,miqdor
291,Haufen::N,,uyum
292,Reihe::N,,saf
293,Boot::N,,qayiq
294,Ruder::N,,äshkak
295,Schlitten::N,,chana
296,Ski::N,,chang'i
297,Lagerfeuer::N,,gulxan
298,Last::N,,yuk
299,Gang::N,,yurish
300,Schritt::N,,qadam
301,Norden::N,,shimol
302,Süden::N,,janub
303,Westen::N,,g'arb
304,Osten::N,,sharq
305,Holz::N,,yog'och
306,Brett::N,,taxta
307,Platte::N,,tabaqa
308,Stütze::N,,tayanchi
309,Stange::N,,qo'noq
310,Stock::N,,tayoq
311,Stab::N,,gavron
312,Rohr::N,,tarnov
313,Haus::N,,uy
314,Heim::N,,makon
315,Ofen::N,,pechka
316,Fußboden::N,,pol
317,Tisch::N,,mosa
318,Stuhl::N,,o'rindiq
319,Wiege::N,,beshik
320,Bett::N,,yotoq
321,Regal::N,,tokcha
322,Kiste::N,,sandiq
323,Fenster::N,,deraza
324,Tür::N,,äshik
325,Tor::N,,darvoza
326,Zaun::N,,panjara
327,Dach::N,,tom
328,Leiter::N,,narvon
329,Besen::N,,supurgi
330,Spaten::N,,bel
331,Schaufel::N,,kurak
332,Gabel::N,,bilka
333,Löffel::N,,qoshiq
334,Messer::N,,pichoq
335,Nagel::N,,mix
336,Netz::N,,to'r
337,Haken::N,,ilgak
338,Griff::N,,sop
339,Griff::N,,tutqich
340,Schloss::N,,qulf
341,Bild::N,,rasm
342,Figur::N,,shakl
343,Puppe::N,,ko'g'irchoq
344,Beutel::N,,to'rva
345,Bündel::N,,bog'lam
346,Tasche::N,,kissa
347,Eimer::N,,chelak
348,Deckel::N,,qopqoq
349,Geschirr::N,,idish
350,Sack::N,,qop
351,Tasse::N,,piyola
352,Topf::N,,tuvak
353,Kessel::N,,qozon
354,Essen::N,,tomoq
355,Nahrung::N,,emak
356,Speise::N,,taom
357,Fleisch::N,,go'sht
358,Getreide::N,,g'alla
359,Brei::N,,bo'tqa
360,Brot::N,,non
361,Scheibe::N,,disk
362,Fett::N,,moy
363,Butter::N,,yog'
364,Öl::N,,moy
365,Salz::N,,tuz
366,Suppe::N,,sho'rva
367,Honig::N,,asal
368,Milch::N,,sut
369,Tee::N,,choy
370,Leder::N,,charm
371,Wolle::N,,jun
372,Stoff::N,,mato
373,Nadel::N,,igna
374,Faden::N,,ip
375,Knopf::N,,tugma
376,Knoten::N,,tugun
377,Farbe::N,,bo'yok
378,Kleidung::N,,kiyim
379,Hemd::N,,ko'ylak
380,Kragen::N,,yoqa
381,Ärmel::N,,yeng
382,Hose::N,,shim
383,Gürtel::N,,tasma
384,Mütze::N,,shapka
385,Schuh::N,,but
386,Stiefel::N,,botinka
387,Ring::N,,yuzuk
388,Band::N,,rishta
389,Kamm::N,,taroq
390,Spiegel::N,,ko'zgu
391,Riemen::N,,qayish
392,Schnur::N,,bog'ich
393,Leine::N,,etak
394,Decke::N,,odyol
395,Kissen::N,,yostiq
396,Tuch::N,,gazlama
397,Handtuch::N,,sochiq
398,Kraft::N,,kuch
399,Stärke::N,,quvvat
400,Gesundheit::N,,sog'lik
401,Krankheit::N,,kasallik
402,Schmerz::N,,og'riq
403,Wunde::N,,yara
404,Fieber::N,,bezgak
405,Arznei::N,,dori
406,Brücke::N,,ko'prik
407,Brunnen::N,,buloq
408,Weide::N,,yaylov
409,Pfad::N,,dorojka
410,Weg::N,,yo'l
411,Straße::N,,ko'cha
412,Dorf::N,,ovul
413,Stadt::N,,shahar
414,Brief::N,,maktub
415,Buch::N,,kitob
416,Buchstabe::N,,harf
417,Zeitung::N,,gazet
418,Leben::N,,hayot
419,Tod::N,,o'lim
420,Grab::N,,go'r
421,Kirche::N,,cherkov
422,Sünde::N,,gunoh
423,Gott::N,,olloh
424,Arbeiter::N,,ishchi
425,Chef::N,,rais
426,Meister::N,,usta
427,Arzt::N,,hakim
428,Lehrer::N,,muallim
429,Geld::N,,pul
430,Geschäft::N,,savdo
431,Laden::N,,do'kon
432,Preis::N,,baho
433,Ware::N,,mol
434,Nutzen::N,,foyda
435,Reichtum::N,,boylik
436,Welt::N,,olam
437,Land::N,,o'lka
438,Staat::N,,davlat
439,König::N,,qirol
440,Macht::N,,iqtidor
441,Grenze::N,,chegara
442,Krieg::N,,harb
443,Feind::N,,dushman
444,Gewalt::N,,zo'rlik
445,Kampf::N,,kurash
446,Bogen[Waffe]::N,,yoy
447,Pfeil::N,,o'q
448,Gewehr::N,,vintovka
449,Fehler::N,,xato
450,Lüge::N,,yolg'on
451,Schaden::N,,ziyon
452,Unglück::N,,balo
453,Schuld::N,,ayb
454,Alter::N,,yosh
455,Schluss::N,,tamom
456,Zeit::N,,vaqt
457,Tag::N,,kun
458,Morgen::N,,saboh
459,Mittag::N,,kun tushlik
460,Abend::N,,oqshom
461,Nacht::N,,tun
462,Woche::N,,hafta
463,Monat::N,,oy
464,Jahr::N,,yil
465,Frühling::N,,bahor
466,Sommer::N,,yoz
467,Herbst::N,,kuz
468,Herbst::N,,xazon
469,Winter::N,,qish
470,Januar::N,,yanvar'
471,Februar::N,,fevral'
472,März::N,,mart
473,April::N,,aprel'
474,Mai::N,,may
475,Juni::N,,iyun'
476,Juli::N,,iyul'
477,August::N,,avgust
478,September::N,,sentyabr'
479,Oktober::N,,oktyabr'
480,November::N,,noyabr'
481,Dezember::N,,dekabr'
482,Montag::N,,dushanba
483,Dienstag::N,,seshanba
484,Mittwoch::N,,chorshanba
485,Donnerstag::N,,payshanba
486,Freitag::N,,juma
487,Samstag::N,,shanba
488,Sonntag::N,,yakshanba
489,groß::A,,buyuk
490,klein::A,,kichik
491,lang::A,,uzun
492,kurz::A,,qisqa
493,breit::A,,keng
494,schmal::A,,änsiz
495,dicht::A,,quyuq
496,dick[Gegenstand]::A,,qalin
497,dünn::A,,ingichka
498,fein::A,,mayin
499,fest::A,,qattiq
500,flach::A,,yalpoq
501,glatt::A,,tekis
502,hart::A,,qattiq
503,weich::A,,yumshoq
504,rund::A,,yumaloq
505,spitz::A,,uchli
506,scharf::A,,keskir
507,stumpf::A,,to'mtoq
508,schwer::A,,salmoqli
509,schön::A,,go'zal
510,heiß::A,,qiziq
511,warm::A,,issiq
512,kalt::A,,sovuq
513,kühl::A,,salqin
514,frisch::A,,toza
515,feucht::A,,namli
516,nass::A,,nam
517,trocken::A,,quruq
518,voll::A,,to'la
519,leer::A,,puch
520,offen::A,,ochiq
521,geschlossen::A,,berk
522,sauber::A,,ozoda
523,schmutzig::A,,kir
524,roh::A,,xom
525,reif::A,,pishiq
526,lecker::A,,shirin
527,süß::A,,shirin
528,bitter::A,,achchiq
529,sauer::A,,achchiq
530,hell::A,,yorug'
531,dunkel::A,,qorong'i
532,schwarz::A,,qora
533,weiß::A,,oq
534,rot::A,,qizil
535,gelb::A,,sariq
536,blau::A,,zangori
537,grün::A,,yashil
538,grau::A,,bo'z
539,bunt::A,,ola
540,billig::A,,arzon
541,teuer::A,,qimmat
542,wertvoll::A,,qimmat
543,blind::A,,ko'r
544,taub::A,,garang
545,kräftig::A,,kuchli
546,stark::A,,quvvatli
547,schwach::A,,kuchsiz
548,fett::A,,semiz
549,schlank::A,,ingichka
550,hübsch::A,,ko'rkam
551,böse::A,,yovuz
552,dumm::A,,aqlsiz
553,faul::A,,ärinchak
554,fleißig::A,,ishchan
555,geizig::A,,qurumsoq
556,klug::A,,oqil
557,geschickt::A,,äpchil
558,lieb::A,,aziz
559,lustig::A,,chaqchaq
560,sanft::A,,asta
561,hungrig::A,,och
562,krank::A,,kasal
563,nackt::A,,yalang
564,traurig::A,,xafa
565,lebendig::A,,hayotiy
566,gut::A,,soz
567,schlecht::A,,yomon
568,richtig::A,,rost
569,schlimm::A,,yovuz
570,wahr::A,,haqiqiy
571,alt::A,,äski
572,neu::A,,yangi
573,ehemalig::A,,sobiq
574,alt[Lebewesen]::A,,qari
575,jung::A,,navqiron
576,arm::A,,abgor
577,reich::A,,boy
578,bekannt::A,,ma'lum
579,berühmt::A,,mashhur
580,fremd::A,,yot
581,verschieden::A,,turli
582,nah::A,,yaqindagi
583,fern::A,,uzoq
584,linker::A,,so'l
585,rechter::A,,o'ng
586,anderer::A,,boshqa
587,erster::A,,birinchi
588,zweiter::A,,ikkinchi
589,dritter::A,,uchinchi
590,letzter::A,,oxirgi
591,allein::ADV,,o'zicha
592,auf einmal::ADV,,varakay
593,zusammen::ADV,,barobar
594,lange::ADV,,uzoq
595,plötzlich::ADV,,qo'qqisdan
596,sofort::ADV,,darrov
597,später::ADV,,so'ngra
598,jetzt::ADV,,hozirgina
599,heute::ADV,,bugun
600,morgen::ADV,,ärta
601,bald::ADV,,toz
602,dann::ADV,,keyin
603,gestern::ADV,,kecha
604,einst::ADV,,avvallari
605,damals::ADV,,ugal
606,danach::ADV,,so'ngra
607,vorher::ADV,,avval
608,zuerst::ADV,,avval
609,einmal::ADV,,bir marta
610,manchmal::ADV,,onda-sonda
611,oft::ADV,,tez-tez
612,immer::ADV,,har vaqt
613,niemals::ADV,,hargiz
614,hier::ADV,,shu erda
615,hierhin::ADV,,beri
616,von hier::ADV,,shu erdan
617,dort::ADV,,ana
618,dorthin::ADV,,u yerga
619,geradeaus::ADV,,to'g'ri
620,vorwärts::ADV,,ilgari
621,rückwärts::ADV,,qoloq
622,zurück::ADV,,orqada
623,unten::ADV,,pastda
624,hinab::ADV,,tubanga
625,oben::ADV,,ustida
626,hinauf::ADV,,yuqorida
627,überall::ADV,,har erda
628,nicht::ADV,,ämas
629,ein wenig::ADV,,biroz
630,kaum::ADV,,arang
631,sehr::ADV,,ancha
632,so::ADV,,shunday
633,noch::ADV,,hali
634,nur::ADV,,yolg'iz
635,schon::ADV,,endi
636,wieder::ADV,,yana
637,vergebens::ADV,,bekorga
638,vor::PRP,,burun
639,hinter::PRP,,ketida
640,unter::PRP,,ostida
641,durch::PRP,,bo'ylab
642,neben::PRP,,yonida
643,zwischen::PRP,,orada
644,wegen::PRP,,sababli
645,dies::PRN,,o'sha
646,das::PRN,,narigi
647,alles::PRN,,har nima
648,ich::PRN,,men
649,du::PRN,,sen
650,er::PRN,,u
651,wir::PRN,,biz
652,ihr::PRN,,siz
653,sie::PRN,,ular
654,was::FPRN,,nima
655,wer::FPRN,,kim
656,wo::FADV,,qaerda
657,wohin::FADV,,qayerga
658,wie::FADV,,qanday
659,warum::FADV,,nega
660,wieviel::FNUM,,qancha
661,eins::NUM,,bir
662,zwei::NUM,,ikki
663,drei::NUM,,uch
664,vier::NUM,,to'rt
665,fünf::NUM,,besh
666,sechs::NUM,,olti
667,sieben::NUM,,etti
668,acht::NUM,,sakkiz
669,neun::NUM,,to'qqiz
670,zehn::NUM,,o'n
671,elf::NUM,,o'n bir
672,zwölf::NUM,,o'n ikki
673,zwanzig::NUM,,yigirma
674,dreißig::NUM,,o'ttiz
675,vierzig::NUM,,qirq
676,fünfzig::NUM,,ällik
677,sechzig::NUM,,oltmish
678,siebzig::NUM,,etmish
679,achtzig::NUM,,sakson
680,neunzig::NUM,,to'qson
681,hundert::NUM,,yuz
682,tausend::NUM,,ming
683,und::CNJ,,va
684,oder::CNJ,,yo
685,stehen::V,,turmoq
686,sitzen::V,,o'tirmoq
687,liegen::V,,yotmoq
688,hängen::V,,osilmoq
689,werden::V,,bo'lmoq
690,passieren::V,,bo'lib o'tmoq
691,beginnen::V,,boshlanmoq
692,enden::V,,bitmoq
693,wechseln::V,,o'zgarmoq
694,aufgehen[Sonne]::V,,chiqmoq
695,untergehen[Sonne]::V,,botmoq
696,scheinen[Sonne]::V,,yaraqlamoq
697,donnern::V,,gulduramoq
698,wehen::V,,elpimoq
699,strömen::V,,oqmoq
700,fließen::V,,oqmoq
701,sich drehen::V,,aylanmoq
702,schwanken::V,,qoqilmoq
703,schwingen::V,,lopillamoq
704,fallen::V,,tushmoq
705,brennen::V,,yonmoq
706,rauchen::V,,tutamoq
707,regnen::V,,yomg'ir yog'moq
708,gefrieren::V,,muzlamoq
709,tauen::V,,ärimoq
710,schmelzen::V,,ärimoq
711,trocknen::V,,qurimoq
712,sieden::V,,qaynamoq
713,faulen::V,,chirimoq
714,verfaulen::V,,chirimoq
715,reißen::V,,qayt qilmoq
716,versinken::V,,g'arq bo'lmoq
717,vergehen::V,,o'tmoq
718,erscheinen::V,,zuhur ätmoq
719,verschwinden::V,,yo'qolmoq
720,sinken::V,,pasaymoq
721,abnehmen::V,,kamaymoq
722,zunehmen::V,,urchimoq
723,steigen::V,,oshmoq
724,wachsen::V,,o'smoq
725,glänzen::V,,porlamoq
726,funkeln::V,,yalt ätmoq
727,lärmen::V,,taraq ätmoq
728,läuten::V,,jiringlamoq
729,klingeln::V,,jiringlamoq
730,klirren::V,,sharaqlamoq
731,brausen::V,,vag'illamoq
732,rauschen::V,,shitirlamoq
733,klingen::V,,yangramoq
734,bellen::V,,hurmoq
735,heulen::V,,uvlamoq
736,blasen::V,,puflamoq
737,pfeifen::V,,xushtak chalmoq 
738,schreien::V,,qiyqirmoq
739,stöhnen::V,,nola qilmoq
740,zittern::V,,titramoq
741,leben::V,,yashamoq
742,geboren werden::V,,tug'ilmoq
743,atmen::V,,nafas chiqarmoq
744,trinken::V,,ichmoq
745,essen::V,,emoq
746,schlucken::V,,yutmoq
747,müde werden::V,,horimoq
748,einschlafen::V,,uxlab qolmoq
749,schlafen::V,,uxlamoq
750,aufwachen::V,,uyg'onmoq
751,aufstehen::V,,qo'pmoq
752,sich erholen::V,,dam olmoq
753,krank werden::V,,kasallanmoq
754,krank sein::V,,betob yotmoq
755,schmerzen::V,,og'rimoq
756,husten::V,,yo'talmoq
757,genesen::V,,tuzalmoq
758,sterben::V,,o'lmoq
759,umkommen::V,,halok bo'lmoq
760,sich bewegen::V,,harakat qilmoq
761,sich rühren::V,,qimirlamoq
762,sich erheben::V,,qo'pmoq
763,sich setzen::V,,o'tirmoq
764,hinfallen::V,,yiqilmoq
765,laufen::V,,yurmoq
766,schreiten::V,,yurmoq
767,spazierengehen::V,,sayr ätmoq
768,eilen::V,,tezlamoq
769,sich beeilen::V,,shoshmoq
770,sausen::V,,chopqillamoq
771,rennen::V,,yugurmoq
772,springen::V,,sakramoq
773,klettern::V,,yuqorilamoq
774,schaukeln::V,,irg'amoq
775,kriechen::V,,ämaklamoq
776,schwimmen::V,,suzmoq
777,tauchen::V,,chu'mmoq
778,rudern::V,,eshkak eshmoq
779,fahren::V,,haydamoq
780,fliegen::V,,uchmoq
781,gehen::V,,bormoq
782,weggehen::V,,ketoq
783,abfahren::V,,jo'namoq
784,anhalten::V,,to'xtamoq
785,hineingehen::V,,kirmoq
786,eintreten::V,,kirmoq
787,kommen::V,,kelmoq
788,ankommen::V,,etib kelmoq
789,zurückkommen::V,,qaytib kelmoq
790,bleiben::V,,qolmoq
791,warten::V,,poylamoq
792,erwarten::V,,kutmoq
793,suchen::V,,izlamoq
794,finden::V,,topmoq
795,versuchen::V,,chalishmoq
796,vorbereiten::V,,hozirlamoq
797,lieben::V,,sevmoq
798,mögen::V,,ardoqlamoq
799,lachen::V,,kulmoq
800,rühren::V,,ta'sirlantirmoq
801,weinen::V,,yig'lamoq
802,schimpfen::V,,koyinmoq
803,sich ärgern::V,,g'azab qilmoq
804,sich fürchten::V,,hurkmoq
805,fürchten::V,,qo'rqmoq
806,fliehen::V,,qochmoq
807,flüchten::V,,qochmoq
808,sehen::V,,ko'rmoq
809,anschauen::V,,razm solmoq
810,ansehen::V,,razm qilmoq
811,hören::V,,äshitmoq
812,zuhören::V,,tinglamoq
813,probieren::V,,tatib ko'rmoq
814,riechen::V,,iskamoq
815,fühlen::V,,sezmoq
816,scheinen::V,,tuyilmoq
817,zu sehen sein::V,,ko'rinmoq
818,vernehmen::V,,äshitmoq
819,frieren::V,,sovuq qotmoq
820,tun::V,,ätmoq
821,können::V,,-a olmoq
822,können::V,,-y olmoq
823,wollen::V,,istamoq
824,anfangen::V,,boshlamoq
825,beenden::V,,bitirmoq
826,aufhören::V,,tinmoq
827,gelingen::V,,muvaffaqiyat qozonmoq
828,geraten::V,,bo'lmoq
829,öffnen::V,,ochmoq
830,schließen::V,,yopmoq
831,stellen::V,,qo'ymoq
832,setzen::V,,o'tqazmoq
833,legen::V,,yotqizmoq
834,berühren::V,,tegmoq
835,verbinden::V,,ulamoq
836,bedecken::V,,bekitmoq
837,aufhängen::V,,ildirmoq
838,anzünden::V,,yondirmoq
839,aufheben::V,,ko'tarmoq
840,zurücklassen::V,,ayrilmoq
841,verlieren::V,,yo'qotmoq
842,fallen lassen::V,,tushirmoq
843,machen::V,,qilmoq
844,herstellen::V,,chiqarmoq
845,bauen::V,,solmoq
846,reparieren::V,,tuzatmoq
847,verbessern::V,,isloh qilmoq
848,ändern::V,,o'zgartirmoq
849,graben::V,,qazimoq
850,beugen::V,,bukmoq
851,biegen::V,,bukmoq
852,drehen::V,,aylantirmoq
853,wenden::V,,burmoq
854,umdrehen::V,,ag'darmoq
855,heben::V,,yuksaltirmoq
856,hochheben::V,,ko'tarmoq
857,ergreifen::V,,tutamlamoq
858,halten::V,,tutmoq
859,drücken::V,,bosmoq
860,schieben::V,,surmoq
861,kratzen::V,,qashimoq
862,lecken::V,,mijimoq
863,beißen::V,,tishlamoq
864,abreißen::V,,emirmoq
865,abschneiden::V,,cho'rt kesmoq
866,binden::V,,bog'lamoq
867,stecken::V,,suqmoq
868,brechen::V,,sindirmoq
869,klopfen::V,,dukurlamoq
870,hauen::V,,urmoq
871,kleben::V,,yopishtirmoq
872,reiben::V,,surkamoq
873,streichen::V,,surkamoq
874,schleifen::V,,qayramoq
875,schneiden::V,,kesmoq
876,rütteln::V,,chayqamoq
877,schütteln::V,,chayqamoq
878,schwenken::V,,chayqatmoq
879,schütten::V,,quymoq
880,füllen::V,,to'ldirmoq
881,einwickeln::V,,chulg'amoq
882,tragen::V,,tashimoq
883,schleppen::V,,sudramoq
884,ziehen::V,,tortmoq
885,aufbewahren::V,,tutmoq
886,werfen::V,,tashlamoq
887,fangen::V,,tutmoq
888,packen::V,,opqochmoq
889,verstecken::V,,yashirmoq
890,teilen::V,,bo'lmoq
891,schicken::V,,yubormoq
892,bringen::V,,keltirmoq
893,hinzufügen::V,,tirkamoq
894,bekommen::V,,olmoq
895,erhalten::V,,olmoq
896,nehmen::V,,olmoq
897,wählen::V,,saylamoq
898,auswählen::V,,saylamoq
899,bewahren::V,,saqlamoq
900,behindern::V,,xalal bermoq
901,verderben::V,,xazon qilmoq
902,beschädigen::V,,buzmoq
903,zerbrechen::V,,sindirmoq
904,zerreißen::V,,yirtmoq
905,zerstören::V,,vayron qilmoq
906,verbrennen::V,,kuydirmoq
907,geben::V,,bermoq
908,reichen::V,,bermoq
909,schenken::V,,sovg'a qilmoq
910,versprechen::V,,va'da bermoq
911,wünschen::V,,orziqmoq
912,loben::V,,maqtamoq
913,küssen::V,,o'pmoq
914,wiegen::V,,tebratmoq
915,zudecken::V,,yopmoq
916,wecken::V,,uyg'otmoq
917,zeigen::V,,ko'rsatmoq
918,führen::V,,boshlik bo'lmoq
919,lehren::V,,o'rgatmoq
920,unterrichten::V,,dars bermoq
921,aufziehen::V,,o'stirmoq
922,leiten::V,,boshqarmoq
923,antreiben::V,,shoshiltirmoq
924,lassen::V,,ruxsat bermoq
925,einladen::V,,taklif kilmoq
926,vereinigen::V,,qo'shmoq
927,besuchen::V,,mehmonga bormoq
928,treffen::V,,duchor bo'lmoq
929,sich versammeln::V,,to'planmoq
930,spielen::V,,o'ynamoq
