,Concept_ID,ru,lez
138,Feder::N,перо,цӏакул
139,Fell::N,шкура,хам
140,Flügel::N,крыло,лув
141,Klaue::N,коготь,къармах
142,Kralle::N,лапа,пац
143,Kralle::N,лапа,тапас
144,Schwanz::N,хвост,ттум
145,Ei::N,яйцо,кака
146,Nest::N,гнездо,муг
147,Bau::N,нора,тӏеквен
148,Tier::N,животное,гьайван
149,Herde::N,стадо,суьруь
150,Kuh::N,корова,ккал
151,Bulle::N,бык,яц
152,Bulle::N,бык,бугъа
153,Pferd::N,лошадь,балкӏан
154,Schaf::N,овца,хеб
155,Schwein::N,свинья,вак
156,Hund::N,собака,кицӏ
157,Katze::N,кошка,кац
158,Bär::N,медведь,сев
159,Eichhörnchen::N,белка,белка
160,Elch::N,лось,лось
161,Fuchs::N,лиса,сикӏ
162,Hase::N,заяц,къуьр
163,Maus::N,мышь,кьиф
164,Wolf::N,волк,жанавур
165,Vogel::N,птица,луван ничхир
166,Schwarm::N,стая,луж
167,Huhn::N,курица,верч
168,Hahn::N,петух,кӏек
169,Gans::N,гусь,къаз
170,Adler::N,орел,лекь
171,Ente::N,утка,пӏатӏ
172,Eule::N,сова,тӏиб
173,Kranich::N,журавль,дурна
174,Krähe::N,ворона,къаргъа
175,Kuckuck::N,кукушка,кукупӏ
176,Schwan::N,лебедь,къугь
177,Fisch::N,рыба,гъед
178,Barsch::N,окунь,окунь
179,Hecht::N,щука,щука
180,Schlange[Tier]::N,змея,илан
181,Schlange[Tier]::N,змея,гъуьлягъ
182,Wurm::N,червяк,квак
183,Spinne::N,паук,хуьшрекан
184,Ameise::N,муравей,цегв
185,Laus::N,вошь,нет
186,Mücke::N,комар,ветӏ
187,Fliege::N,муха,тӏветӏ
188,Schmetterling::N,бабочка,чепелукь
189,Beere::N,ягода,куьлуь емиш
190,Apfel::N,яблоко,ич
191,Pilz::N,гриб,къарникъуз
192,Zwiebel::N,луковица,чичӏек
193,Saat::N,семя,тумар
194,Korn::N,зерно,твар
195,Heu::N,сено,векь
196,Heu::N,сено,векьер
197,Schale::N,шелуха,пириш
198,Schale::N,шелуха,хъуьруьш
199,Grube::N,яма,фур
200,Falle::N,ловушка,ракьар
201,Schlinge::N,силок,гьалкъа
202,Spur::N,след,гел
203,Asche::N,зола,руьхъ
204,Asche::N,пепел,руьхъ
205,Dreck::N,грязь,чирк
206,Dreck::N,грязь,кьуруш
207,Eisen::N,железо,ракь
208,Gold::N,золото,алтун
209,Silber::N,серебро,гимиш
210,Kohle::N,уголь,цӏивин
211,Glas::N,стекло,шуьше
212,Lehm::N,глина,ччеб
213,Sand::N,песок,къум
214,Mensch::N,человек,инсан
215,Mann::N,мужчина,итим
216,Frau::N,женщина,паб
217,Frau::N,женщина,дишегьли
218,Kind::N,ребенок,аял
219,Junge::N,мальчик,гада
220,Mädchen::N,девочка,руш
221,Familie::N,семья,хзан
222,Familie::N,семья,килфет
223,Großvater::N,дедушка,чӏехи буба
224,Großmutter::N,бабушка,чӏехи диде
225,Eltern::N,родители,диде-буба
226,Vater::N,отец,буба
227,Mutter::N,мать,диде
228,Sohn::N,сын,хва
229,Tochter::N,дочь,руш
230,Bruder::N,брат,стха
231,Schwester::N,сестра,вах
232,Onkel::N,дядя,ими
233,Onkel::N,дядя,халу
234,Tante::N,тетя,эме
235,Tante::N,тетя,хала
236,Ehemann::N,муж,гъуьл
237,Ehefrau::N,жена,паб
238,Freude::N,радость,шадвал
239,Gelächter::N,смех,хъвер
240,Glück::N,счастье,бахт
241,Kummer::N,горе,дерт
242,Kummer::N,горе,хажалат
243,Wunsch::N,желание,мурад
244,Lust::N,влечение,гьевес
245,Geist::N,дух,руьгь
246,Gedanke::N,мысль,фикир
247,Gedächtnis::N,память,
248,Verstand::N,ум,акьул
249,Sinn::N,смысл,мана
250,Grund::N,повод,себеб
251,Wahrheit::N,правда,керчек
252,Wahrheit::N,правда,гьакъикъат
253,Gespräch::N,беседа,ихтилат
254,Märchen::N,сказка,мах
255,Erzählung::N,рассказ,кьиса
256,Nachricht::N,сообщение,хабар
257,Neuigkeit::N,новость,цӏийи хабар
258,Name::N,имя,тӏвар
259,Rätsel::N,загадка,мискӏал
260,Rede::N,речь,рахун
261,Sprache::N,язык,чӏал
262,Stimme::N,голос,ван
263,Wort::N,слово,гаф
264,Zeichen::N,знак,ишара
265,Ruf::N,зов,эвер
266,Lärm::N,шум,ван-сес
267,Laut::N,звук,ван
268,Laut::N,звук,сес
269,Ton::N,звучание,ван-сес
270,Lied::N,песня,мани
271,Ruhe::N,покой,ласвал
272,Ruhe::N,покой,фаракъат
273,Ruhe::N,покой,асайиш
274,Leute::N,люди,инсанар
275,Volk::N,народ,халкь
276,Arbeit::N,работа,кӏвалах
277,Gast::N,гость,мугьман
278,Geschenk::N,подарок,савкьат
279,Spiel::N,игра,къугъун
280,Gesellschaft::N,общество,жемят
281,Gesellschaft::N,общество,общество
282,Hilfe::N,помощь,куьмек
283,Freund::N,друг,дуст
284,Kamerad::N,приятель,яр-дуст
285,Angelegenheit::N,дело,кар
286,Anzahl::N,количество,сан
287,Anzahl::N,количество,кьадар
288,Art::N,вид,жуьре
289,Stück::N,кусок,кӏус
290,Teil::N,часть,пай
291,Hälfte::N,половина,зур
292,Hälfte::N,половина,зур пай
293,Kreis::N,круг,круг
294,Kreis::N,круг,чкаяр
295,Kreis::N,круг,элкъвей цӏар
296,Kreuz::N,крест,хаш
297,Linie::N,линия,цӏар
298,Strich::N,черта,цӏар
299,Abstand::N,промежуток,ара
300,Entfernung::N,расстояние,мензил
301,Gegend::N,местность,чка
302,Platz::N,пространство,ара
303,Ort::N,место,чка
304,Seite::N,сторона,пад
305,Mitte::N,середина,юкь
306,Gegenstand::N,предмет,затӏ
307,Sache::N,вещь,шей
308,Sache::N,вещь,затӏ
309,Rand::N,край,къерех
310,Kante::N,ребро,син
311,Ecke::N,угол,пӏипӏ
312,Spitze::N,кончик,кӏвенкӏв
313,Ende::N,конец,кьил
314,Loch::N,дыра,тӏеквен
315,Winkel::N,угол,пӏипӏ
316,Muster::N,узор,гишир
317,Größe::N,размер,кьадар
318,Länge::N,длина,яргъивал
319,Höhe::N,высота,кьакьанвал
320,Gewicht::N,вес,заланвал
321,Menge::N,количество,кьадар
322,Haufen::N,куча,хара
323,Reihe::N,ряд,жерге
324,Boot::N,лодка,луьткве
325,Ruder::N,весло,кьусу
326,Schlitten::N,сани,гъелерар
327,Ski::N,лыжа,
328,Lagerfeuer::N,костер,цӏай
329,Last::N,тяжесть,заланвал
330,Gang::N,ход,ериш
331,Schritt::N,шаг,къадам
332,Norden::N,север,кефер
333,Norden::N,север,кефер пад
334,Süden::N,юг,кьибле
335,Westen::N,запад,рагъакӏидай пад
336,Osten::N,восток,рагъэкъечӏдай пад
337,Holz::N,древесина,кӏарас
338,Brett::N,доска,кьул
339,Brett::N,доска,тахта
340,Platte::N,плита,
341,Stütze::N,подпорка,даях
342,Stange::N,жердь,юрк
343,Stock::N,палка,лаш
344,Stab::N,шест,юрк
345,Rohr::N,труба,турба
346,Haus::N,дом,ужагъ
347,Heim::N,дом,кӏвал
348,Ofen::N,печь,пич
349,Fußboden::N,пол,кӏвалин ччил
350,Tisch::N,стол,стол
351,Stuhl::N,стул,стул
352,Wiege::N,колыбель,кьеб
353,Bett::N,постель,тахт
354,Regal::N,полка,кьацӏ
355,Kiste::N,ящик,ящик
356,Fenster::N,окно,дакӏар
357,Tür::N,дверь,рак
358,Tor::N,ворота,варар
359,Zaun::N,забор,пару
360,Dach::N,крыша,къав
361,Leiter::N,лестница,гурар
362,Besen::N,метла,таран кул
363,Spaten::N,лопата,ппер
364,Schaufel::N,совок,хекендаз
365,Gabel::N,вилка,шиш
366,Löffel::N,ложка,тӏур
367,Messer::N,нож,чукӏул
368,Nagel::N,гвоздь,мих
369,Netz::N,сеть,чил
370,Haken::N,крюк,къармах
371,Griff::N,ручка,ттум
372,Schloss::N,замок,куьлег
373,Bild::N,картина,шикил
374,Bild::N,картина,суьрет
375,Figur::N,фигура,фигура
376,Puppe::N,кукла,нини
377,Beutel::N,мешок,тагъар
378,Bündel::N,связка,галгам
379,Tasche::N,сумка,чанта
380,Eimer::N,ведро,ведре
381,Deckel::N,крышка,кьил
382,Deckel::N,крышка,къалпагъ
383,Geschirr::N,посуда,къаб-къажах
384,Sack::N,мешок,чувал
385,Tasse::N,чашка,сукӏра
386,Topf::N,кастрюля,къажгъан
387,Kessel::N,котел,къажгъан
388,Essen::N,еда,тӏуьн
389,Nahrung::N,пища,тӏуьн
390,Speise::N,блюдо,хуьрек
391,Speise::N,кушанье,хуьрек
392,Fleisch::N,мясо,як
393,Getreide::N,хлеб,техил
394,Brei::N,каша,хапӏа
395,Brei::N,каша,хешил
396,Brot::N,хлеб,фу
397,Scheibe::N,ломоть,чӏук
398,Fett::N,жир,ягълу
399,Butter::N,масло,гъери
400,Öl::N,масло,ягълу
401,Salz::N,соль,кьел
402,Suppe::N,суп,суп
403,Suppe::N,суп,шурпа
404,Honig::N,мед,вирт
405,Milch::N,молоко,нек
406,Tee::N,чай,чай
407,Leder::N,кожа,тумаж
408,Wolle::N,шерсть,йис
409,Stoff::N,ткань,парча
410,Nadel::N,игла,раб
411,Faden::N,нитка,гъал
412,Knopf::N,пуговица,дуьгме
413,Knoten::N,узел,тӏвал
414,Farbe::N,краска,ранг
415,Kleidung::N,одежда,партал
416,Hemd::N,рубашка,перем
417,Kragen::N,воротник,хев
418,Ärmel::N,рукав,хел
419,Hose::N,брюки,шалвар
420,Gürtel::N,пояс,чӏул
421,Mütze::N,шапка,бармак
422,Mütze::N,шапка,бапӏах
423,Schuh::N,ботинок,ботинка
424,Stiefel::N,сапог,чекме
425,Ring::N,кольцо,тупӏал
426,Band::N,лента,тасма
427,Kamm::N,расческа,регъ
428,Spiegel::N,зеркало,гуьзгуь
429,Riemen::N,ремень,къайиш
430,Schnur::N,веревка,еб
431,Leine::N,поводок,
432,Decke::N,одеяло,яргъан
433,Kissen::N,подушка,хъуьцуьган
434,Tuch::N,платок,шал
435,Handtuch::N,полотенце,дасмал
436,Kraft::N,сила,гуж
437,Stärke::N,крепость,къуват
438,Gesundheit::N,здоровье,сагъвал
439,Krankheit::N,болезнь,тӏал
440,Schmerz::N,боль,тӏал
441,Schmerz::N,боль,тӏарвал
442,Wunde::N,рана,хер
443,Fieber::N,лихорадка,ифин
444,Fieber::N,температура,ифин
445,Arznei::N,лекарство,дарман
446,Brücke::N,мост,муьгъ
447,Brunnen::N,колодец,къуй
448,Weide::N,пастбище,уьруьш
449,Pfad::N,тропа,рехъ
450,Weg::N,путь,рехъ
451,Weg::N,дорога,рехъ
452,Straße::N,улица,рехъ
453,Straße::N,дорога,рехъ
454,Dorf::N,деревня,хуьр
455,Stadt::N,город,шегьер
456,Brief::N,письмо,кагъаз
457,Buch::N,книга,улуб
458,Buchstabe::N,буква,гьарф
459,Zeitung::N,газета,газета
460,Leben::N,жизнь,уьмуьр
461,Tod::N,смерть,кьиникь
462,Grab::N,могила,сур
463,Kirche::N,церковь,килиса
464,Sünde::N,грех,гунагь
465,Gott::N,бог,аллагь
466,Arbeiter::N,рабочий,фяле
467,Chef::N,начальник,гьаким
468,Meister::N,мастер,устӏар
469,Arzt::N,врач,доктор
470,Lehrer::N,учитель,муаллим
471,Geld::N,деньги,пул
472,Geschäft::N,занятие,
473,Laden::N,магазин,магазин
474,Preis::N,цена,къимет
475,Ware::N,товар,мал
476,Ware::N,товар,товар
477,Nutzen::N,выгода,хийир
478,Nutzen::N,выгода,менфят
479,Reichtum::N,богатство,девлет
480,Welt::N,мир,дуьнья
481,Land::N,страна,уьлкве
482,Staat::N,государство,пачагьлугъ
483,Staat::N,государство,государство
484,König::N,король,пачагь
485,Macht::N,власть,власть
486,Grenze::N,граница,сергьят
487,Krieg::N,война,дяве
488,Feind::N,враг,душман
489,Gewalt::N,насилие,гуж
490,Kampf::N,борьба,женг
491,Bogen[Waffe]::N,лук,чӏемерук
492,Pfeil::N,стрела,хьел
493,Gewehr::N,ружье,тфенг
494,Fehler::N,ошибка,гъалатӏ
495,Lüge::N,ложь,ттаб
496,Schaden::N,вред,зиян
497,Schaden::N,вред,зарар
498,Unglück::N,беда,бала
499,Unglück::N,беда,бедбахтвал
500,Schuld::N,вина,тахсир
501,Alter::N,возраст,яш
502,Schluss::N,окончание,эхир
503,Zeit::N,время,вяде
504,Tag::N,день,югъ
505,Morgen::N,утро,пакама
506,Mittag::N,полдень,нисин
507,Abend::N,вечер,няни
508,Nacht::N,ночь,йиф
509,Woche::N,неделя,гьафте
510,Monat::N,месяц,варз
511,Jahr::N,год,йис
512,Frühling::N,весна,гатфар
513,Sommer::N,лето,гад
514,Herbst::N,осень,зул
515,Winter::N,зима,кьуьд
516,Januar::N,январь,январь
517,Februar::N,февраль,февраль
518,März::N,март,март
519,April::N,апрель,апрель
520,Mai::N,май,май
521,Juni::N,июнь,июнь
522,Juli::N,июль,июль
523,August::N,август,август
524,September::N,сентябрь,сентябрь
525,Oktober::N,октябрь,октябрь
526,November::N,ноябрь,ноябрь
527,Dezember::N,декабрь,декабрь
528,Montag::N,понедельник,ислен
529,Dienstag::N,вторник,саласа
530,Mittwoch::N,среда,арбе
531,Donnerstag::N,четверг,хемис югъ
532,Freitag::N,пятница,жуьмя
533,Freitag::N,пятница,жуьмя югъ
534,Samstag::N,суббота,киш
535,Sonntag::N,воскресенье,гьяд
536,groß::A,большой,еке
537,groß::A,большой,чӏехи
538,klein::A,маленький,гъвечӏи
539,lang::A,длинный,яргъи
540,kurz::A,короткий,куьруь
541,breit::A,широкий,гьяркьуь
542,schmal::A,узкий,гуьтӏуь
543,dicht::A,густой,къалин
544,dick[Gegenstand]::A,толстый,
545,dünn::A,тонкий,кьелечӏ
546,fein::A,тонкий,шуькӏуь
547,fest::A,крепкий,кӏеви
548,flach::A,плоский,кьулу
549,glatt::A,гладкий,цӏалцӏам
550,hart::A,твердый,кӏеви
551,weich::A,мягкий,хъуьтуьл
552,rund::A,круглый,элкъвей
553,spitz::A,остроконечный,хци
554,scharf::A,острый,хци
555,stumpf::A,тупой,къуьруь
556,schwer::A,тяжелый,залан
557,schön::A,красивый,иер
558,heiß::A,жаркий,кудай
559,warm::A,теплый,чими
560,kalt::A,холодный,мекьи
561,kühl::A,прохладный,къайи
562,frisch::A,свежий,таза
563,frisch::A,свежий,михьи
564,feucht::A,влажный,ламу
565,nass::A,мокрый,кьежей
566,trocken::A,сухой,кьуру
567,voll::A,полный,ацӏай
568,voll::A,наполненный,ацӏай
569,leer::A,пустой,буш
570,leer::A,пустой,ичӏи
571,offen::A,открытый,ахъа
572,geschlossen::A,закрытый,кӏеви
573,sauber::A,чистый,михьи
574,schmutzig::A,грязный,чиркин
575,schmutzig::A,грязный,кьацӏай
576,roh::A,сырой,чиг
577,roh::A,сырой,ицӏи
578,reif::A,зрелый,дигмиш хьайи
579,lecker::A,вкусный,дадлу
580,süß::A,сладкий,ширин
581,bitter::A,горький,туькьуьл
582,sauer::A,кислый,цуру
583,hell::A,светлый,экуь
584,dunkel::A,темный,мичӏи
585,schwarz::A,черный,чӏулав
586,weiß::A,белый,лацу
587,rot::A,красный,яру
588,gelb::A,желтый,хъипи
589,blau::A,синий,вили
590,grün::A,зеленый,къацу
591,grau::A,серый,рехи
592,bunt::A,пестрый,цӏару
593,bunt::A,пестрый,яру-цӏару
594,billig::A,дешевый,ужуз
595,teuer::A,дорогой,багьа
596,wertvoll::A,ценный,масан
597,blind::A,слепой,буьркьуь
598,taub::A,глухой,биши
599,kräftig::A,могучий,гужлу
600,stark::A,сильный,къуватлу
601,schwach::A,слабый,такьатсуз
602,fett::A,жирный,куьк
603,schlank::A,стройный,шумал
604,hübsch::A,прелестный,гуьрчег
605,böse::A,злой,пис
606,dumm::A,глупый,ахмакь
607,faul::A,ленивый,тенпел
608,fleißig::A,прилежный,сяй ийидай
609,fleißig::A,прилежный,сяйи ийидай
610,geizig::A,жадный,мискьи
611,klug::A,умный,акьуллу
612,geschickt::A,искусный,магьир
613,lieb::A,милый,играми
614,lustig::A,веселый,шад
615,sanft::A,нежный,назик
616,sanft::A,нежный,милайим
617,hungrig::A,голодный,гишин
618,krank::A,больной,кефсуз
619,nackt::A,голый,кьецӏил
620,traurig::A,грустный,пашман
621,lebendig::A,живой,ччан алай
622,gut::A,хороший,хъсан
623,gut::A,хороший,вижевай
624,schlecht::A,плохой,пис
625,richtig::A,правильный,дуьз
626,schlimm::A,отвратительный,нифретлу
627,schlimm::A,мерзкий,нифретлу
628,wahr::A,настоящий,гьакъикъи
629,alt::A,старый,эски
630,alt::A,старый,куьгьне
631,neu::A,новый,цӏийи
632,ehemalig::A,бывший,виликан
633,alt[Lebewesen]::A,пожилой,кьуьзуь
634,jung::A,молодой,жегьил
635,arm::A,бедный,кесиб
636,reich::A,богатый,девлетлу
637,bekannt::A,знакомый,чидай
638,berühmt::A,знаменитый,машгьур
639,fremd::A,чужой,ччара
640,verschieden::A,разный,жуьреба-жуьре
641,nah::A,близкий,мукьвал
642,fern::A,далекий,яргъал
643,linker::A,левый,чапла
644,rechter::A,правый,эрчӏи
645,anderer::A,другой,маса
646,anderer::A,другой,муькуь
647,erster::A,первый,сад лагьай
648,zweiter::A,второй,кьвед лагьай
649,dritter::A,третий,пуд лагьай
650,letzter::A,последний,эхиримжи
651,allein::ADV,один,кьилди
652,auf einmal::ADV,сразу,
653,zusammen::ADV,вместе,санал
654,lange::ADV,долго,яргъалди
655,plötzlich::ADV,вдруг,садлагьана
656,sofort::ADV,тотчас,гьасятда
657,später::ADV,позже,гуьгъуьнлай
658,jetzt::ADV,сейчас,гила
659,heute::ADV,сегодня,къе
660,morgen::ADV,завтра,пака
661,bald::ADV,скоро,мукьва
662,bald::ADV,скоро,мукьвара
663,dann::ADV,потом,ахпа
664,gestern::ADV,вчера,накь
665,einst::ADV,однажды,садра
666,damals::ADV,тогда,а чӏавуз
667,danach::ADV,затем,ахпа
668,vorher::ADV,раньше,вилик
669,zuerst::ADV,сперва,сифте
670,einmal::ADV,раз,садра
671,manchmal::ADV,иногда,гагь-гагь
672,oft::ADV,часто,гзаф вахтара
673,immer::ADV,всегда,гьамиша
674,niemals::ADV,никогда,са чӏавузни
675,niemals::ADV,никогда,са вахтундани
676,hier::ADV,здесь,ина
677,hierhin::ADV,сюда,иниз
678,von hier::ADV,отсюда,инай
679,dort::ADV,там,ана
680,dorthin::ADV,туда,аниз
681,geradeaus::ADV,прямо,дуьз
682,vorwärts::ADV,вперед,вилик
683,vorwärts::ADV,вперед,виликди
684,rückwärts::ADV,назад,кьулухъ
685,zurück::ADV,обратно,
686,unten::ADV,внизу,агъада
687,hinab::ADV,вниз,агъуз
688,oben::ADV,наверху,винел
689,hinauf::ADV,вверх,виниз
690,überall::ADV,везде,вирина
691,nicht::ADV,не,ваъ
692,ein wenig::ADV,немного,са тӏимил
693,kaum::ADV,едва,жизви
694,sehr::ADV,очень,лап
695,so::ADV,так,икӏ
696,noch::ADV,еще,гьеле
697,nur::ADV,только,анжах
698,schon::ADV,уже,хъувуна
699,schon::ADV,уже,мадни дардиз
700,schon::ADV,уже,мадни гуьтӏуьз
701,schon::ADV,уже,мадни гуьтӏуь я
702,wieder::ADV,опять,
703,vergebens::ADV,напрасно,нагьакь
704,vergebens::ADV,напрасно,нагьакьа
705,vor::PRP,перед,вилик
706,hinter::PRP,за,кьулухъ
707,hinter::PRP,позади,кьулухъ
708,unter::PRP,под,кӏаник
709,durch::PRP,сквозь,арадай
710,durch::PRP,сквозь,-кай хкатна
711,neben::PRP,возле,патав
712,neben::PRP,возле,мукьув
713,zwischen::PRP,между,ара
714,zwischen::PRP,между,арада
715,wegen::PRP,из-за,гъиляй
716,dies::PRN,это,и
717,dies::PRN,это,им
718,das::PRN,то,а
719,das::PRN,то,ам
720,alles::PRN,все,вири
721,alles::PRN,все,михьиз
722,ich::PRN,я,за
723,ich::PRN,я,зун
724,du::PRN,ты,вун
725,er::PRN,он,ам
726,er::PRN,он,гьа
727,wir::PRN,мы,чун
728,ihr::PRN,вы,куьн
729,sie::PRN,они,абур
730,was::FPRN,что,вуч
731,wer::FPRN,кто,вуж
732,wo::FADV,где,гьина
733,wohin::FADV,куда,гьиниз
734,wie::FADV,как,гьикӏ
735,warum::FADV,почему,вучиз
736,wieviel::FNUM,сколько,шумуд
737,eins::NUM,один,са
738,zwei::NUM,два,кьвед
739,drei::NUM,три,пуд
740,vier::NUM,четыре,кьуд
741,fünf::NUM,пять,вад
742,sechs::NUM,шесть,ругуд
743,sieben::NUM,семь,ирид
744,acht::NUM,восемь,муьжуьд
745,neun::NUM,девять,кӏуьд
746,zehn::NUM,десять,цӏуд
747,elf::NUM,одиннадцать,цӏусад
748,zwölf::NUM,двенадцать,цӏикьвед
749,zwanzig::NUM,двадцать,къад
750,dreißig::NUM,тридцать,къанницӏуд
751,vierzig::NUM,сорок,яхцӏур
752,fünfzig::NUM,пятьдесят,яхцӏурни цӏуд
753,sechzig::NUM,шестьдесят,пудкъад
754,siebzig::NUM,семьдесят,пудкъанни цӏуд
755,achtzig::NUM,восемьдесят,кьудкъад
756,neunzig::NUM,девяносто,кьудкъанни цӏуд
757,hundert::NUM,сто,виш
758,tausend::NUM,тысяча,агъзур
759,und::CNJ,и,ва
760,oder::CNJ,или,я
761,oder::CNJ,либо,я
762,stehen::V,стоять,акъвазун
763,sitzen::V,сидеть,ацукьун
764,liegen::V,лежать,къаткун
765,hängen::V,висеть,куьрс хьун
766,werden::V,стать,хьун
767,passieren::V,случиться,хьун
768,beginnen::V,начаться,башламиш хьун
769,enden::V,кончиться,куьтягь хьун
770,wechseln::V,меняться,дегиш хьун
771,aufgehen[Sonne]::V,взойти,экъечӏун
772,untergehen[Sonne]::V,зайти,акӏун
773,scheinen[Sonne]::V,светить,ишигь гун
774,donnern::V,греметь,къукърумар авун
775,wehen::V,дуть,
776,strömen::V,литься,авахьун
777,fließen::V,течь,авахьун
778,sich drehen::V,вращаться,элкъуьн
779,schwanken::V,колебаться,юзун
780,schwingen::V,качаться,галтад хьун
781,fallen::V,падать,аватун
782,brennen::V,гореть,кун
783,brennen::V,гореть,ккун
784,rauchen::V,дымить,
785,regnen::V,дождить,къун
786,gefrieren::V,замерзнуть,муркӏади кьун
787,tauen::V,таять,цӏурун
788,schmelzen::V,плавиться,цӏурун
789,trocknen::V,сохнуть,кьурун
790,sieden::V,кипеть,ругун
791,faulen::V,гнить,кутӏун
792,verfaulen::V,сгнить,чуьруьтмиш хьун
793,verfaulen::V,сгнить,кутӏун
794,reißen::V,рваться,атӏун
795,reißen::V,рваться,къазунун
796,versinken::V,тонуть,батмиш хьун
797,vergehen::V,проходить,алатун
798,erscheinen::V,появиться,майдандиз акъатун
799,verschwinden::V,исчезнуть,квахьун
800,sinken::V,спадать,элекьун
801,abnehmen::V,уменьшиться,тӏимил хьун
802,abnehmen::V,уменьшиться,гъвечӏи хьун
803,zunehmen::V,увеличиваться,артух хьун
804,steigen::V,подниматься,хкаж хьун
805,wachsen::V,расти,экъечӏун
