,Concept_ID,ko,fa
128,Ufer::N,바닷가,کرانه
129,Küste::N,해변,ساحل
130,Küste::N,해변가,ساحل
131,Festland::N,본토,خشکی
132,Meer::N,바다,دریا
133,Bucht::N,협만,خلیج
134,Insel::N,섬,جزیره
135,Blume::N,꽃,گل
136,Gras::N,풀,علف
137,Wurzel::N,뿌리,ریشه
138,Baum::N,나무,درخت
139,Stamm::N,대,تنه
140,Rinde::N,나무껍질,توژ
141,Rinde::N,나무껍질,پوست
142,Ast::N,가지,شاخه
143,Zweig::N,가지,شاخه
144,Blatt::N,잎,برگ
145,Birke::N,자작나무,غان
146,Kiefer[Baum]::N,소나무,کاج
147,Weide[Baum]::N,쉬양버들,بید
148,Tanne::N,전나무,صنوبر
149,Horn::N,뿔,شاخ
150,Feder::N,깃털,پر
151,Fell::N,피혁모피,خز
152,Flügel::N,날개,پر
153,Flügel::N,날개,بال
154,Klaue::N,갈고리 발톺,چنگ
155,Klaue::N,갈고리 발톺,پنجه
156,Kralle::N,발툭,پنجه
157,Schwanz::N,꼬리,دم
158,Ei::N,알,تخم
159,Nest::N,보금자리,لانه
160,Bau::N,굴,بنا
161,Bau::N,굴,ساختمان
162,Tier::N,짐승,هیوان
163,Herde::N,가축의떼,رمه
164,Kuh::N,암소,گاو
165,Bulle::N,황소,گاو نر
166,Pferd::N,말,اسب
167,Schaf::N,양,گوسفند
168,Schwein::N,돼지,خوک
169,Hund::N,개,سگ
170,Katze::N,고양이,گربه
171,Bär::N,콤,خرس
172,Eichhörnchen::N,다람쥐,سنجاب
173,Elch::N,고라니,گوزن شمالی
174,Fuchs::N,여우,روباه
175,Hase::N,토끼,خرگوش
176,Maus::N,쥐,موش
177,Wolf::N,늑대,گرگ
178,Vogel::N,새,پرنده
179,Schwarm::N,뗴,دسته
180,Huhn::N,암탉,مرغ
181,Hahn::N,수탉,خروس
182,Gans::N,거위,غاز
183,Adler::N,수리,عقاب
184,Ente::N,오리,اردک
185,Ente::N,오리,مرغابی
186,Eule::N,부엉이,جغد
187,Kranich::N,두루미,درنا
188,Krähe::N,까마귀,زاغ
189,Krähe::N,까마귀,کلاغ
190,Kuckuck::N,뻐꾸기,فاخته
191,Schwan::N,배조,قو
192,Fisch::N,물고기,ماهی
193,Barsch::N,농어,ماهی خاردار
194,Hecht::N,에속스,اردک ماهی
195,Schlange[Tier]::N,뱀,مار
196,Wurm::N,벌레,کرم
197,Spinne::N,거미,عنکبوت
198,Ameise::N,개미,مورچه
199,Laus::N,이,شپش
200,Mücke::N,모기,پشه
201,Fliege::N,날기,مگس
202,Schmetterling::N,나비,پروانه
203,Beere::N,장과,گیله
204,Apfel::N,사과,سیب
205,Pilz::N,고방이,قارچ
206,Zwiebel::N,양파,پیاز
207,Saat::N,씨,بذر
208,Korn::N,알맹이,تخم
209,Korn::N,알맹이,دانه
210,Heu::N,건초,علف خشک
211,Schale::N,피상,پوست
212,Falle::N,함정,دام
213,Schlinge::N,올가미,حلقه
214,Schlinge::N,멜빵붕대,حلقه
215,Spur::N,발지국,رد
216,Asche::N,재,خاکستر
217,Dreck::N,똥,کثافت
218,Dreck::N,오물,کثافت
219,Eisen::N,쇠,آهن
220,Eisen::N,철,آهن
221,Gold::N,항금,زر
222,Gold::N,항금,طلا
223,Silber::N,은,نقره
224,Kohle::N,슻,زغال
225,Glas::N,유리,شیشه
226,Lehm::N,찰흙,گل
227,Sand::N,모래,شن
228,Sand::N,모래,ماسه
229,Mensch::N,사람,آدم
230,Mensch::N,사람,انسان
231,Mann::N,남자,مرد
232,Frau::N,여자,زن
233,Kind::N,아이,بچه
234,Kind::N,아이,کودک
235,Junge::N,소녁,پسر
236,Mädchen::N,소녀,دختر
237,Familie::N,가족,فامیل
238,Familie::N,가족,خانواده
239,Großvater::N,할아버지,پدربزرگ
240,Großmutter::N,할머니,مادر‌بزرگ
241,Eltern::N,어버오,والدین
242,Eltern::N,어버오,پدر‌و‌مادر
243,Vater::N,아버지,پدر
244,Mutter::N,어머니,مادر
245,Sohn::N,아들,پسر
246,Tochter::N,딸기,دختر
247,Bruder::N,형제,برادر
248,Schwester::N,누이,خواهر
249,Onkel::N,백부,عمو
250,Onkel::N,백부,دایی
251,Tante::N,아주머니,عمه
252,Tante::N,아주머니,خاله
253,Ehemann::N,남편,همسر
254,Ehefrau::N,아내,همسر
255,Freude::N,기쁨,شادی
256,Gelächter::N,웃음,خنده
257,Gelächter::N,웃음,قاه‌قاه
258,Glück::N,즐거움,اقبال
259,Kummer::N,슬픔,غم
260,Kummer::N,슬픔,غصه
261,Wunsch::N,소망,آرزو
262,Geist::N,할기,روح
263,Gedanke::N,상념,فکر
264,Gedächtnis::N,기억,حافظه
265,Verstand::N,분별,هوش
266,Verstand::N,지능,هوش
267,Sinn::N,센스,معنا
268,Sinn::N,센스,مفهوم
269,Grund::N,까닭,سبب
270,Grund::N,까닭,دلیل
271,Wahrheit::N,참,حقیقت
272,Wahrheit::N,진실,حقیقت
273,Gespräch::N,대화,صحبت
274,Gespräch::N,대화,گفتگو
275,Märchen::N,동화,قصه
276,Märchen::N,동화,افسانه
277,Erzählung::N,이야기,داستان
278,Neuigkeit::N,뉴스,خبر تازه
279,Name::N,이름,اسم
280,Rätsel::N,수수께끼,معما
281,Rede::N,연설,سخن
282,Sprache::N,말,زبان
283,Stimme::N,목소리,صدا
284,Wort::N,낱말,کلمه
285,Zeichen::N,신호,نشان
286,Zeichen::N,신호,علامت
287,Ruf::N,부름,صدا
288,Lärm::N,소동,هیاهو
289,Laut::N,음성,صدا
290,Ton::N,목소리,آهنگ
291,Lied::N,노래,آواز
292,Lied::N,노래,ترانه
293,Ruhe::N,쉼,آرامش
294,Leute::N,사람들,مردم
295,Volk::N,국중,خلق
296,Arbeit::N,근로,کار
297,Arbeit::N,너무,کار
298,Gast::N,손님,مهمان
299,Geschenk::N,행하,هدیه
300,Spiel::N,무리,بازی
301,Gesellschaft::N,교제,جمعیت
302,Hilfe::N,거들음,کمک
303,Hilfe::N,보좌,کمک
304,Freund::N,친구,دوست
305,Kamerad::N,동실자,رفیق
306,Angelegenheit::N,용무,امر
307,Angelegenheit::N,용무,قضیه
308,Anzahl::N,어떤,عده
309,Anzahl::N,어떤,شمار
310,Anzahl::N,수,عده
311,Anzahl::N,수,شمار
312,Art::N,정류,نوع
313,Stück::N,일부분,تکه
314,Stück::N,일부분,قطعه
315,Teil::N,몱,بخش
316,Teil::N,몱,قسمت
317,Teil::N,구훠,بخش
318,Teil::N,구훠,قسمت
319,Hälfte::N,2분의,نیم
320,Kreis::N,고리,حلقه
321,Kreis::N,고리,دایره
322,Kreuz::N,열십자,صلیب
323,Linie::N,선,خط
324,Linie::N,선,سطر
325,Strich::N,스침,خط
326,Abstand::N,거리,فاصله
327,Entfernung::N,거리,مسافت
328,Gegend::N,곳,منطقه
329,Gegend::N,부금,منطقه
330,Platz::N,장소,گنجایش
331,Ort::N,장소,جا
332,Ort::N,장소,محل
333,Ort::N,장소,مکان
334,Seite::N,옆면,طرف
335,Mitte::N,궁간,وسط
336,Mitte::N,궁간,میان
337,Gegenstand::N,항목,چیز
338,Sache::N,뭉에,چیز
339,Rand::N,가,کنار
340,Rand::N,가,حاشیه
341,Kante::N,귀퉁,لبه
342,Ecke::N,구석,گوشه
343,Spitze::N,끝,سر
344,Spitze::N,끝,نوک
345,Spitze::N,참단,سر
346,Spitze::N,참단,نوک
347,Ende::N,말당,ته
348,Ende::N,말당,آخر
349,Loch::N,빙옷,سوراخ
350,Winkel::N,각도,کنج
351,Muster::N,본,نقش
352,Muster::N,견복,نقش
353,Größe::N,신장,قد
354,Größe::N,신장,بزرگی
355,Länge::N,길이긺,طول
356,Höhe::N,높이,بلندی
357,Gewicht::N,추,وزن
358,Menge::N,수양,مقدار
359,Menge::N,수양,اندازه
360,Haufen::N,퇴적,توده
361,Reihe::N,열,ردیف
362,Boot::N,보트,قایق
363,Ruder::N,노,پارو
364,Schlitten::N,썰매,سورتمه
365,Ski::N,스키,اسکی
366,Lagerfeuer::N,캠프의 모닥불,آتش
367,Last::N,무거운짐,بار
368,Last::N,무거운짐,سنگینی
369,Gang::N,걸음,راه رفتن
370,Schritt::N,보조,قدم
371,Norden::N,북쪽 ,شمال
372,Süden::N,남쪽,جنوب
373,Westen::N,서쪽,غرب
374,Osten::N,동쪽,شرق
375,Holz::N,목재,چوب
376,Brett::N,마루널,تخته
377,Platte::N,탤,صفحه
378,Platte::N,금속판,صفحه
379,Stütze::N,버팀목,تکیه
380,Stange::N,장대,میله
381,Stock::N,막대기,چوب
382,Stab::N,작대기,عصا
383,Rohr::N,갈대,لوله
384,Haus::N,집,منزل
385,Heim::N,집,خانه
386,Heim::N,집,کاشانه
387,Ofen::N,아궁이,بخاری
388,Fußboden::N,마루,کف اتاق
389,Tisch::N,탁자,میز
390,Stuhl::N,의자,صندلی
391,Wiege::N,발상지,گهواره
392,Bett::N,침대,تختخواب
393,Regal::N,서가,قفسه
394,Kiste::N,짐궤,صندوق
395,Fenster::N,눔,پنجره
396,Tür::N,문,در
397,Tür::N,문,درب
398,Tor::N,대문,دروازه
399,Zaun::N,담장,حصار
400,Dach::N,지붕,بام
401,Leiter::N,사닥다리,نردبان
402,Besen::N,비,جارو
403,Spaten::N,가래,بیل
404,Schaufel::N,삽,بیل
405,Schaufel::N,삽,پارو
406,Gabel::N,갈래,چنگال
407,Löffel::N,숟가락,قاشق
408,Messer::N,나이프,کارد
409,Nagel::N,발툽,میخ
410,Netz::N,그물,تور
411,Netz::N,그물,شبکه
412,Haken::N,갈고리,قلاب
413,Griff::N,움켜쥠,دسته
414,Schloss::N,자물쇠,قفل
415,Bild::N,그림,عکس
416,Bild::N,그림,تصویر
417,Figur::N,몸메,تندیس
418,Puppe::N,인형,عروسک
419,Beutel::N,클,کیسه
420,Bündel::N,자근다발,بسته
421,Tasche::N,가방,کیف
422,Eimer::N,동이,سطل
423,Deckel::N,뚜껑,در
424,Geschirr::N,식시,ظرف
425,Sack::N,조갑,گونی
426,Tasse::N,차잔,فنجان
427,Topf::N,단지,دیگ
428,Topf::N,단지,قابلمه
429,Kessel::N,주전자,دیگ
430,Essen::N,먹기,خوراک
431,Nahrung::N,식료,غذا
432,Speise::N,음식물,خوراک
433,Fleisch::N,고기,گوشت
434,Getreide::N,곡물,غله
435,Brei::N,젤리,فرنی
436,Brei::N,젤리,حریره
437,Brot::N,빵,نان
438,Scheibe::N,원반,قاچ
439,Scheibe::N,원반,لزگه
440,Fett::N,기름,چربی
441,Butter::N,버터,کره
442,Öl::N,올리브유,روغن
443,Salz::N,소금,نمک
444,Suppe::N,국,آش
445,Suppe::N,국,سوپ
446,Suppe::N,수프,آش
447,Suppe::N,수프,سوپ
448,Honig::N,감미,عسل
449,Milch::N,유즙,شیر
450,Tee::N,차,چای
451,Leder::N,가죽,چرم
452,Wolle::N,양털,پشم
453,Stoff::N,패료,پارچه
454,Nadel::N,바늘,سوزن
455,Faden::N,콘실,نخ
456,Knopf::N,단추,دکمه
457,Knoten::N,곁절,گره
458,Farbe::N,색,رنگ
459,Kleidung::N,옷입기,لباس
460,Kleidung::N,옷입기,پوشاک
461,Hemd::N,속옷,پیراهن
462,Kragen::N,깃,یقه
463,Ärmel::N,소매,آستین
464,Hose::N,바지,شلوار
465,Gürtel::N,밴드,کمر‌بند
466,Mütze::N,모자,کلاه
467,Schuh::N,구두,کفش
468,Stiefel::N,장화,چکمه
469,Ring::N,고리,حلقه
470,Ring::N,고리,انگشتر
471,Band::N,리본,نوار
472,Band::N,리본,روبان
473,Kamm::N,빗,شانه
474,Spiegel::N,거울,آینه
475,Riemen::N,가죽끈,تسمه
476,Schnur::N,밧줄,ریسمان
477,Leine::N,고삐줄,قلاده
478,Decke::N,이부자리,پتو
479,Kissen::N,깔개,بالش
480,Tuch::N,천,شال
481,Handtuch::N,수건,حوله
482,Kraft::N,세력,نیرو
483,Stärke::N,힘,زور
484,Gesundheit::N,위생,سلامتی
485,Gesundheit::N,위생,تندرستی
486,Krankheit::N,병,بیماری
487,Schmerz::N,아픔고통,درد
488,Wunde::N,상처,زخم
489,Fieber::N,열별,تب
490,Arznei::N,약,دارو
491,Brücke::N,교량,پل
492,Brunnen::N,원천,چاه
493,Weide::N,목장,چراگاه
494,Pfad::N,좁은길,راه
495,Weg::N,길,راه
496,Weg::N,길,طریق
497,Straße::N,길,راه
498,Straße::N,길,جاده
499,Dorf::N,촌,ده
500,Dorf::N,촌,روستا
501,Dorf::N,촌락,ده
502,Dorf::N,촌락,روستا
503,Stadt::N,도시,شهر
504,Brief::N,서한,نامه
505,Buch::N,책,کتاب
506,Buchstabe::N,문자,حرف
507,Zeitung::N,신문,روزنامه
508,Leben::N,삶,عمر
509,Leben::N,삶,زندگی
510,Tod::N,죽음,مرگ
511,Grab::N,무덤,گور
512,Grab::N,무덤,مزار
513,Kirche::N,교회,کلیسا
514,Sünde::N,부정,بزه
515,Sünde::N,부정,گناه
516,Gott::N,하느님,خدا
517,Arbeiter::N,일하는사람,کارگر
518,Chef::N,사장,رئیس
519,Meister::N,명인,استاد
520,Meister::N,대가,استاد
521,Arzt::N,의사,پزشک
522,Lehrer::N,교사,معلم
523,Lehrer::N,교사,آموزگار
524,Geld::N,돈,پول
525,Geschäft::N,일,کار
526,Geschäft::N,일,بیزنس
527,Laden::N,가게,دکان
528,Laden::N,가게,مغازه
529,Preis::N,가격,بها
530,Preis::N,가격,قیمت
531,Ware::N,상품,جنس
532,Ware::N,상품,کالا
533,Nutzen::N,이익,مزیت
534,Nutzen::N,이익,امتیاز
535,Reichtum::N,많음,مال
536,Reichtum::N,많음,ثروت
537,Welt::N,세상,دنیا
538,Land::N,지방,کشور
539,Land::N,지방,مملکت
540,Staat::N,국가,دولت
541,König::N,국왕,شاه
542,König::N,국왕,پادشاه
543,Macht::N,힘,قدرت
544,Macht::N,힘,اختیار
545,Grenze::N,국경,مرز
546,Krieg::N,전쟁,جنگ
547,Feind::N,적,دشمن
548,Gewalt::N,권력,زور
549,Gewalt::N,권력,خشونت
550,Kampf::N,전투,نبرد
551,Kampf::N,전투,مبارزه
552,Bogen[Waffe]::N,활,کمان
553,Pfeil::N,화살,تیر
554,Gewehr::N,무기,تفنگ
555,Fehler::N,오류,غلط
556,Fehler::N,오류,اشتباه
557,Lüge::N,거짓말,دروغ
558,Schaden::N,손상,آسیب
559,Schaden::N,손상,خسارت
560,Unglück::N,불행,بلا
561,Schuld::N,부채,گناه
562,Schuld::N,부채,تقصیر
563,Alter::N,연령,سن
564,Alter::N,연령,عمر
565,Schluss::N,마감,انتها
566,Zeit::N,때,وقت
567,Zeit::N,때,زمان
568,Zeit::N,시간,وقت
569,Zeit::N,시간,زمان
570,Tag::N,하루,روز
571,Morgen::N,이침,صبح
572,Mittag::N,대낮,ظهر
573,Abend::N,저녁,شب
574,Abend::N,저녁,عصر
575,Nacht::N,밤,شب
576,Woche::N,근무일,هفته
577,Monat::N,달,ماه
578,Jahr::N,해,سال
579,Frühling::N,봄,بهار
580,Sommer::N,여름,تابستان
581,Herbst::N,가을,پاییز
582,Winter::N,겨울,زمستان
583,Januar::N,일월,ژانویه
584,Februar::N,이월,فوریه
585,März::N,삼월,مارس
586,April::N,사월,آوریل
587,Mai::N,오월,مه
588,Juni::N,유월,ژوئن
589,Juli::N,칠월,ژویه
590,August::N,팔월,اوت
591,September::N,구월,سپتامبر
592,Oktober::N,시월,اکتبر
593,November::N,십일월,نوامبر
594,Dezember::N,십이월,دسامبر
595,Montag::N,월요일,دو‌شنبه
596,Dienstag::N,화요일,سه‌شنبه
597,Mittwoch::N,수요일,چهار‌شنبه
598,Donnerstag::N,모교일,پنج شنبه
599,Freitag::N,그묘일,جمعه
600,Samstag::N,토요일,شنبه
601,Sonntag::N,일요일,یکشنبه
602,groß::A,큰,بزرگ
603,klein::A,자근,کوچک
604,lang::A,긴,بلند
605,kurz::A,짧은,کوتاه
606,breit::A,넓은,پهن
607,schmal::A,좁은,تنگ
608,schmal::A,좁은,نازک
609,dicht::A,농밀한,چگال
610,dicht::A,농밀한,انبوه
611,dick[Gegenstand]::A,두꺼운,ضخیم
612,dünn::A,얇은,نازک
613,fein::A,미세한,ریز
614,fein::A,미세한,باریک
615,fest::A,굳은,محکم
616,flach::A,얕은,صاف
617,flach::A,얕은,مسطح
618,glatt::A,반들반들한,لیز
619,hart::A,굳은,سفت
620,weich::A,연한,نرم
621,weich::A,연한,ملایم
622,rund::A,둥근,گرد
623,spitz::A,뾰족한,تیز
624,spitz::A,뾰족한,نوک‌تیز
625,scharf::A,날카로운,تیز
626,scharf::A,날카로운,برنده
627,stumpf::A,무딘,کند
628,schwer::A,무거운,سنگین
629,schön::A,멋진,زیبا
630,heiß::A,뜨거운,داغ
631,warm::A,따뜻한,گرم
632,kalt::A,찬,سرد
633,kühl::A,서늘한,خنک
634,frisch::A,신선한,تازه
635,feucht::A,축축한,مرطوب
636,nass::A,젖은,تر
637,nass::A,젖은,خیش
638,trocken::A,마른,خشک
639,voll::A,완전한,پر
640,leer::A,빈,خالی
641,offen::A,열린,باز
642,geschlossen::A,닫힌,بسته
643,sauber::A,깨끗한,پاک
644,sauber::A,깨끗한,تمیز
645,schmutzig::A,더러운,کثیف
646,schmutzig::A,더러운,آلوده
647,roh::A,날게잇의,خام
648,reif::A,이근,رسیده
649,lecker::A,맛있는,لذیذ
650,lecker::A,맛있는,خوشمزه
651,süß::A,단,شیرین
652,bitter::A,찌르는듯한,تلخ
653,sauer::A,산성의,ترش
654,hell::A,밝은,روشن
655,dunkel::A,어두운,تاریک
656,schwarz::A,검은,سیاه
657,weiß::A,하얀,سفید
658,rot::A,붉은,سرخ
659,rot::A,붉은,قرمز
660,gelb::A,황색,زرد
661,blau::A,푸른,آبی
662,grün::A,녹색의,سبز
663,grau::A,회색의,طوسی
664,grau::A,회색의,خاکستری
665,bunt::A,알록달록한,رنگارنگ
666,billig::A,싼,ارزان
667,teuer::A,값비산,گران
668,wertvoll::A,가치가많은,قیمتی
669,wertvoll::A,가치가많은,گرانبها
670,blind::A,눈먼,کور
671,blind::A,눈먼,نابینا
672,taub::A,무감간한,کر
673,taub::A,무감간한,ناشنوا
674,kräftig::A,강장한,قوی
675,stark::A,강한,قوی
676,stark::A,강한,نیرومند
677,schwach::A,약한,ضعیف
678,fett::A,실찐,چرب
679,schlank::A,호리호리한,باریک‌اندام
680,hübsch::A,예쁜,قشنگ
681,hübsch::A,예쁜,خوشگل
682,böse::A,나쁜,بد
683,dumm::A,어리석은,احمق
684,faul::A,너덜너덜한,لش
685,faul::A,너덜너덜한,تنبل
686,fleißig::A,근면한,زرنگ
687,geizig::A,인색한,خسیس
688,geschickt::A,교묘한,ماهر
689,lieb::A,친애하는,عزیز
690,lustig::A,유쾌한,شاد
691,lustig::A,유쾌한,خوشحال
692,sanft::A,온화한,لطیف
693,hungrig::A,배고픈,گرسنه
694,krank::A,병든,مریض
695,krank::A,병든,بیمار
696,nackt::A,벌거벗은,لخت
697,nackt::A,벌거벗은,برهنه
698,traurig::A,슬픈,غمگین
699,lebendig::A,살아있는,زنده
700,gut::A,좋은,خوب
701,schlecht::A,나쁜,بد
702,richtig::A,바른,درست
703,schlimm::A,못된,وخيم
704,wahr::A,참된,درست
705,wahr::A,참된,حقیقی
706,alt::A,늙은,کهنه
707,neu::A,새,نو
708,ehemalig::A,전의,قبلی
709,alt[Lebewesen]::A,낡은,پیر
710,jung::A,젊은,جوان
711,arm::A,가난한,فقیر
712,reich::A,풍부한,پولدار
713,reich::A,풍부한,ثروتمند
714,bekannt::A,저명한,آشنا
715,bekannt::A,저명한,معلوم
716,berühmt::A,유명한,مشهور
717,fremd::A,타처이,خارجی
718,fremd::A,타처이,بیگانه
719,verschieden::A,따른,مختلف
720,verschieden::A,따른,متفاوت
721,nah::A,가까운,نزدیک
722,fern::A,먼,دور
723,linker::A,왼쭉의,چپ
724,rechter::A,오른쪽의,راست
725,anderer::A,다른,دیگر
726,erster::A,첫째,اول
727,zweiter::A,둘째,دوم
728,dritter::A,셋째,سوم
729,letzter::A,의후자의,آخر
730,allein::ADV,훌로,تنها
731,auf einmal::ADV,갑자기,همزمان
732,zusammen::ADV,모아서,باهم
733,lange::ADV,오래,مدت‌ها
734,lange::ADV,오래,مدت زیادی
735,plötzlich::ADV,둘연한,ناگهان
736,sofort::ADV,즉시,فوراً
737,später::ADV,보다늦은,بعدها
738,jetzt::ADV,목하,حالا
739,jetzt::ADV,목하,اکنون
740,heute::ADV,오늘,امروز
741,morgen::ADV,내일,فردا
742,bald::ADV,곱,زود
743,bald::ADV,곱,بزودی
744,dann::ADV,그경우에,سپس
745,dann::ADV,그경우에,آنوقت
746,gestern::ADV,어제,دیروز
747,einst::ADV,옛날에,وقتی
748,einst::ADV,옛날에,زمانی
749,damals::ADV,그때에,آنوقت
750,damals::ADV,그때에,آنزمان
751,danach::ADV,그 뒤에,بعد
752,vorher::ADV,미리,قبلاً
753,zuerst::ADV,최초로,اول
754,zuerst::ADV,최초로,ابتداء
755,einmal::ADV,한번,یکدفعه
756,manchmal::ADV,땓대로,گاهی
757,manchmal::ADV,땓대로,بعضی اوقات
758,oft::ADV,땓대로,اغلب
759,immer::ADV,늘,همیشه
760,niemals::ADV,결코...(하지)않다,هرگز
761,hier::ADV,여기,اینجا
762,hierhin::ADV,여기로,به اینجا
763,dort::ADV,거기,آنجا
764,dorthin::ADV,저기예,به آنجا
765,geradeaus::ADV,곧장,راست
766,vorwärts::ADV,앞으로,جلو
767,vorwärts::ADV,앞으로,به پیش
768,rückwärts::ADV,뒤로,عقب
769,zurück::ADV,제자리로,پس
770,zurück::ADV,제자리로,عقب
771,zurück::ADV,제자리로,بالعکس
772,unten::ADV,아래에,زیر
773,unten::ADV,아래에,پایین
774,hinab::ADV,아래쪽으로,به پایین
775,oben::ADV,위에,بالا
776,hinauf::ADV,위쪽으로,به بالا
777,überall::ADV,도처에,همه‌جا
778,nicht::ADV,안,نه
779,ein wenig::ADV,적음,کمی
780,kaum::ADV,가의,به سختی
781,sehr::ADV,자주,خیلی
782,sehr::ADV,자주,بسیار
783,so::ADV,그와같이,چنین
784,so::ADV,그와같이,اینطور
785,noch::ADV,아직,هنوز
786,nur::ADV,다만,فقط
787,nur::ADV,다만,تنها
788,schon::ADV,이미,قبلاً
789,schon::ADV,이미,به این زودی
790,wieder::ADV,다시,باز
791,wieder::ADV,다시,دوباره
792,vergebens::ADV,헛되이,بیهوده
793,vor::PRP,앞에,در جلوی
794,hinter::PRP,뒤에,پشت
795,unter::PRP,잍에,تحت
796,durch::PRP,통고하여,از وسط
797,durch::PRP,통고하여,از ميان
798,neben::PRP,와나란히,کنار
799,neben::PRP,와나란히,پهلوی
800,zwischen::PRP,의사이로,بین
801,zwischen::PRP,의사이로,میان
802,wegen::PRP,때문에,برای
803,wegen::PRP,때문에,بخاطر
804,dies::PRN,이,این
805,das::PRN,저,آن
806,alles::PRN,모든것,تمام
807,alles::PRN,모든것,همه‌چیر
808,ich::PRN,나,من
809,du::PRN,너,تو
810,er::PRN,그,او
811,wir::PRN,우리,ما
812,ihr::PRN,너희들,شما
813,sie::PRN,그들,آنها
814,was::FPRN,뭣,چه
815,wer::FPRN,누구,کی
816,wo::FADV,어디,کجا
817,wohin::FADV,어디로,بکجا
818,wie::FADV,어떻게,چطور
819,wie::FADV,어떻게,چگونه
820,warum::FADV,왜,چرا
821,warum::FADV,왜,برای چه
