,Concept_ID,ab,kk
713,böse::A,абааҧсы,жауыз
714,dumm::A,агаӡа,көкми
715,dumm::A,агаӡа,ақымақ
716,dumm::A,агаӡа,миы жоқ
717,faul::A,аашьа,жалқау
718,faul::A,аашьа,еріншек
719,fleißig::A,иҟубҷоу,ұқыпты
720,geizig::A,акы,сараң
721,geizig::A,акаҷбеи,сараң
722,geizig::A,аҟəџьыр,сараң
723,klug::A,аҟəыш,жетік
724,klug::A,аҟəыш,ақылды
725,klug::A,аҟəыӷа,жетік
726,klug::A,аҟəыӷа,ақылды
727,geschickt::A,напҟазала,шебер
728,lieb::A,алашара,абзал
729,lieb::A,алашара,айналайын
730,lustig::A,алах-ҿых,көңілді
731,lustig::A,игурҕьаччо,көңілді
732,lustig::A,агурҕьа,көңілді
733,lustig::A,агурҿыхага,көңілді
734,sanft::A,атата,жуас
735,sanft::A,аҟəымшəышə,жуас
736,sanft::A,ақьыҧш,жуас
737,hungrig::A,амлашь,аш
738,krank::A,ачымазаҩ,кеселді
739,nackt::A,аҟьантаз,жалаңаш
740,traurig::A,алахьеиқəҵага,қапа
741,lebendig::A,абза,тірі
742,lebendig::A,абза,жанды
743,gut::A,абзиа,жақсы
744,schlecht::A,-хəарҭам,жаман
745,richtig::A,иашоу,дұрыс
746,schlimm::A,абааҧсы,жаман
747,wahr::A,агəҭылса,нағыз
748,wahr::A,абзиаҵəҟьа,нағыз
749,alt::A,Ажə,ескі
750,neu::A,аҿыц,жаңа
751,ehemalig::A,анкьатәи,өткен
752,ehemalig::A,анкьатәи,бұрынғы
753,alt[Lebewesen]::A,абырг,кексе
754,alt[Lebewesen]::A,ақабада,кексе
755,alt[Lebewesen]::A,Ажə,кексе
756,jung::A,аҟата,науша
757,arm::A,ананамга,кедей
758,arm::A,ананамга,дәулетсіз
759,reich::A,абеиа,малды
760,bekannt::A,адыр,таныс
761,bekannt::A,адыр,көзтаныс
762,berühmt::A,адыр,атақты
763,fremd::A,атəым,бөтен
764,verschieden::A,Еиуа-еиҧшым,түрлі
765,nah::A,ааигəа,жуық
766,nah::A,ааигəа,етене
767,fern::A,ахара,алыс
768,fern::A,ахара,алыстағы
769,linker::A,арма,сол
770,linker::A,арма,солшыл
771,rechter::A,арҕьа,оң
772,anderer::A,даҽа,өзге
773,anderer::A,даҽа,былайғы
774,anderer::A,даҽакы,өзге
775,anderer::A,даҽакы,былайғы
776,erster::A,актәи,алғашқы
777,zweiter::A,аҩбатəи,екінші
778,dritter::A,ахҕатәи,үшінші
779,letzter::A,аҵыхəтəантəи,артқы
780,letzter::A,аҵыхəтəантəи,кейінгі
781,allein::ADV,мацара,серіксіз
782,auf einmal::ADV,зныкала,бірден
783,auf einmal::ADV,зныкҟьара,бірден
784,zusammen::ADV,аиц...,бірлесіп
785,lange::ADV,акыраамҭа,ұзақ
786,plötzlich::ADV,иаалырҟьаны,кенет
787,sofort::ADV,иаразнакҵәҟьа,әне-міне дегенше
788,später::ADV,уажəшьҭаншəа,артынан
789,jetzt::ADV,уажәы,енді
790,jetzt::ADV,уажәы,қазір
791,heute::ADV,иахьа,бүгін
792,morgen::ADV,уаҵәы,ертең
793,bald::ADV,иласны,тез
794,dann::ADV,нас,онан соң
795,dann::ADV,нас,сонан соң
796,gestern::ADV,иацы,кеше
797,einst::ADV,зны,бірде
798,einst::ADV,зны,бір кезде
799,damals::ADV,усҟан,анада
800,danach::ADV,нас,онан соң
801,danach::ADV,нас,сонан соң
802,vorher::ADV,уаанӡа,бұрын
803,zuerst::ADV,азнаказы,әуелі
804,zuerst::ADV,азнаказы,алдымен
805,zuerst::ADV,аҧхьа,әуелі
806,zuerst::ADV,аҧхьа,алдымен
807,einmal::ADV,зны,бір жолы
808,manchmal::ADV,зны-зынла,кейде
809,oft::ADV,лассы-лассы,ылғи
810,immer::ADV,енагь,өнебойы
811,immer::ADV,еснагь,өнебойы
812,niemals::ADV,ианакəызаалак,ешуақытта
813,hier::ADV,ара,бұнда
814,hier::ADV,ара,осында
815,hier::ADV,абра,бұнда
816,hier::ADV,абра,осында
817,hier::ADV,араҟа,бұнда
818,hier::ADV,араҟа,осында
819,hierhin::ADV,ара,бермен
820,hierhin::ADV,араҟа,бермен
821,von hier::ADV,арантә,бер жақтан
822,dort::ADV,уа,анда
823,dorthin::ADV,уахь,әрі
824,dorthin::ADV,анахь,әрі
825,geradeaus::ADV,ишиашоу,тура
826,vorwärts::ADV,ҕхьаҟа,ілгері
827,rückwärts::ADV,шьҭахьла,артқа
828,zurück::ADV,шьҭахьҟа,кейін қарай
829,unten::ADV,лбаа,төменде
830,hinab::ADV,алада,астына
831,hinab::ADV,алада,төмен
832,oben::ADV,хыхь,жоғарыда
833,hinauf::ADV,аҩада,өрге
834,überall::ADV,зегьынцьара,әрқайда
835,nicht::ADV,-м,емес
836,ein wenig::ADV,ҕыҭк,азырақ
837,ein wenig::ADV,ҕыҭк,аздаған
838,ein wenig::ADV,ҕыҭк,азғантай
839,kaum::ADV,аарлаҳәа,зорға
840,kaum::ADV,афергьҳәа,зорға
841,sehr::ADV,даара,орасан
842,so::ADV,ас,бұлай
843,so::ADV,ас,былайша
844,so::ADV,абас,бұлай
845,so::ADV,абас,былайша
846,noch::ADV,макьана,әлі
847,nur::ADV,заҵәык,ғана
848,schon::ADV,уажәшьҭа,түге
849,schon::ADV,аиҳа ипоу,түге
850,wieder::ADV,ҿыц,жаңа
851,wieder::ADV,ҿыц,қайта
852,wieder::ADV,ҿыц,жаңадан
853,wieder::ADV,дырҩегь,жаңа
854,wieder::ADV,дырҩегь,қайта
855,wieder::ADV,дырҩегь,жаңадан
856,wieder::ADV,дырҩегьых,жаңа
857,wieder::ADV,дырҩегьых,қайта
858,wieder::ADV,дырҩегьых,жаңадан
859,vergebens::ADV,баша,бекер
860,vor::PRP,аҕхьа,алды
861,hinter::PRP,нхыҵ,артынан
862,unter::PRP,амҵа,түп
863,unter::PRP,амҵа,маңында
864,unter::PRP,амҵан,түп
865,unter::PRP,амҵан,маңында
866,neben::PRP,ааигуара,іргеде
867,neben::PRP,ааигуара,жанында
868,zwischen::PRP,абжьара,арада
869,wegen::PRP,-иззы,үшін
870,wegen::PRP,-ҟнытә,үшін
871,dies::PRN,ари,бұ
872,dies::PRN,ари,осы
873,dies::PRN,абри,бұ
874,dies::PRN,абри,осы
875,das::PRN,Абни,сол
876,das::PRN,убри,сол
877,alles::PRN,зегьы,дүйім
878,alles::PRN,зегьы,күллі
879,ich::PRN,са,мен
880,ich::PRN,сара,мен
881,du::PRN,бара,сен
882,er::PRN,иара,ол
883,wir::PRN,ҳара,біз
884,ihr::PRN,шәара,сіз
885,sie::PRN,дара,олар
886,wer::FPRN,дарбан,кім
887,wo::FADV,иабыкуу,кәні
888,wo::FADV,иабыкуу,қайда
889,wo::FADV,аба-,кәні
890,wo::FADV,аба-,қайда
891,wo::FADV,ахь-,кәні
892,wo::FADV,ахь-,қайда
893,wohin::FADV,иабыкуу,қайда
894,wohin::FADV,аба-,қайда
895,wohin::FADV,ахь-,қайда
896,wie::FADV,-шҕа,калай
897,warum::FADV,избан,неғып
898,wieviel::FNUM,заҟа,неше
899,wieviel::FNUM,заҟа,қанша
900,eins::NUM,акы,бір
901,eins::NUM,аӡәы,бір
902,zwei::NUM,ҩба,екі
903,drei::NUM,хҕа,үш
904,vier::NUM,ҕшьба,төрт
905,fünf::NUM,хəба,бес
906,sechs::NUM,фба,алты
907,sieben::NUM,Бжьба,жеті
908,acht::NUM,ааба,сегіз
909,neun::NUM,жәба,тоғыз
910,zehn::NUM,жәаба,он
911,elf::NUM,жәеизатәи,он бір
912,zwölf::NUM,жәаҩа,он екі
913,zwanzig::NUM,ҩажәа,жиырма
914,dreißig::NUM,ҩажәижәабатәи,отыз
915,vierzig::NUM,ҩынҩажәа,қырық
916,fünfzig::NUM,ҩынҩажәеижәаба,елу
917,sechzig::NUM,хынҩажәа,алпыс
918,siebzig::NUM,хынҩажәижәаба,жетпіс
919,achtzig::NUM,ҕшьынҩажәа,сексен
920,neunzig::NUM,ҕшьынҩажәижәаба,тоқсан
921,hundert::NUM,шәкы,жүз
922,tausend::NUM,зқьы,мың
923,und::CNJ,-и,та
924,oder::CNJ,ма,әлде
925,oder::CNJ,ма,немесе
926,stehen::V,агылазаара,тұру
927,sitzen::V,атəара,отыру
928,sitzen::V,атəа(заа)ра,отыру
929,liegen::V,аиара,жату
930,hängen::V,акнаҳара,ілу
931,werden::V,аҟалара,болу
932,werden::V,аҟалара,түрегелу
933,passieren::V,аҟалара,болу
934,beginnen::V,алагара,басталу
935,enden::V,алгара,ада болу
936,wechseln::V,аҽыҧсахра,құбылу
937,wechseln::V,аҽыҧсахра,өзгеру
938,aufgehen[Sonne]::V,агылара,шығу
939,aufgehen[Sonne]::V,ахашлара,шығу
940,aufgehen[Sonne]::V,аҩаҵхахара,шығу
941,untergehen[Sonne]::V,аҭашəара,батыру
942,scheinen[Sonne]::V,акаҧхара,жылтырау
943,donnern::V,адыдра,күркіреу
944,wehen::V,асра,огып тур
945,strömen::V,акаҭəара,сорғалау
946,fließen::V,ацара,ағу
947,sich drehen::V,ахагьежьра,айналу
948,schwanken::V,аҵысра,толықсу
949,schwingen::V,ахызазара,тербелу
950,schwingen::V,акьаандара,тербелу
951,fallen::V,акаҳара,құлау
952,fallen::V,акаҳара,жығылу
953,fallen::V,акаҳара,төмендеу
954,brennen::V,абылра,жану
955,rauchen::V,ахылҵра,түтету
956,regnen::V,аура,жауу
957,gefrieren::V,аҵаара,мұздай қату
958,gefrieren::V,аҵаара,мұз боп қату
959,tauen::V,аӡҭра,жібу
960,schmelzen::V,ақəӡыҭра,еру
961,schmelzen::V,аҭəара,еру
962,trocknen::V,абара,курау
963,sieden::V,ашра,қайнау
964,faulen::V,абаара,иістену
965,verfaulen::V,абаара,шіру
966,verfaulen::V,аилашра,шіру
967,reißen::V,аҧжəара,жыртылу
968,versinken::V,аӡааҟəрылара,малтығу
969,vergehen::V,ацара,өту
970,erscheinen::V,ацəырҵра,көріну
971,erscheinen::V,ацəырҵра,көрініп қалу
972,verschwinden::V,аҵашəкəара,ғайып_болу
973,sinken::V,атəара,ылдилау
974,sinken::V,атəара,төмендеу
975,sinken::V,алаҟəра,ылдилау
976,sinken::V,алаҟəра,төмендеу
977,abnehmen::V,ацӡаара,кемітілу
978,abnehmen::V,аиҵалара,кемітілу
979,zunehmen::V,аҽырҭбаара,көбею
980,zunehmen::V,аиҵыҵра,көбею
981,zunehmen::V,арацəахара,көбею
982,steigen::V,азҳара,қобу
983,steigen::V,азҳара,көтерілу
984,steigen::V,азҳара,жоғарылау
985,steigen::V,ашьҭыҵра,қобу
986,steigen::V,ашьҭыҵра,көтерілу
987,steigen::V,ашьҭыҵра,жоғарылау
988,steigen::V,адухара,қобу
989,steigen::V,адухара,көтерілу
990,steigen::V,адухара,жоғарылау
991,steigen::V,ацлара,қобу
992,steigen::V,ацлара,көтерілу
993,steigen::V,ацлара,жоғарылау
994,wachsen::V,азҳара,өсу
995,glänzen::V,ацыр-цырра,жалтырау
996,glänzen::V,ацыҩ-цыҩра,жалтырау
997,glänzen::V,аказказра,жалтырау
998,funkeln::V,ашап-шапра,жарқырау
999,funkeln::V,ашап-шапра,нұрлану
1000,funkeln::V,ашап-шапра,жылтылдау
1001,funkeln::V,ацым-цымра,жарқырау
1002,funkeln::V,ацым-цымра,нұрлану
1003,funkeln::V,ацым-цымра,жылтылдау
1004,lärmen::V,ашьҭыбжьгара,шулау
1005,lärmen::V,ашьҭыбжьгара,шуылдау
1006,lärmen::V,аҕьҕьаҳәа аилалара,шулау
1007,lärmen::V,аҕьҕьаҳәа аилалара,шуылдау
1008,läuten::V,аҵəҵəасра,қоңыраулату
1009,klingeln::V,аҵəҵəасра,дыңғырлау
1010,klirren::V,ахьархьарра,дыңылдату
1011,klirren::V,архьархьарра,дыңылдату
1012,brausen::V,аилаҽҽара,тасу
1013,brausen::V,еилашуера,тасу
1014,klingen::V,агара,дыбыс шығару
1015,klingen::V,ашьҭыбжь гара,дыбыс шығару
1016,bellen::V,ашра,үру
1017,heulen::V,ауура,ұлу
1018,blasen::V,аҭəҳəара,үру
1019,pfeifen::V,ашəшəра,ысқыру
1020,schreien::V,аҳəҳəара,шыңғыру
1021,schreien::V,аҳəҳəара,айғайлау
1022,schreien::V,аҳəҳəара,байбайлау
1023,schreien::V,аҳəҳəара,бажалақтау
1024,schreien::V,ахəаара,шыңғыру
1025,schreien::V,ахəаара,айғайлау
1026,schreien::V,ахəаара,байбайлау
1027,schreien::V,ахəаара,бажалақтау
1028,schreien::V,аҟаара,шыңғыру
1029,schreien::V,аҟаара,айғайлау
1030,schreien::V,аҟаара,байбайлау
1031,schreien::V,аҟаара,бажалақтау
1032,stöhnen::V,ақьра,ыңырсу
1033,stöhnen::V,ақьра,ыңкылдау
1034,zittern::V,аҵыс-ҵысра,қалш
1035,zittern::V,аҵыс-ҵысра,қалшылдату
1036,leben::V,аҟазаара,жасау
1037,leben::V,аҟазаара,күнелту
1038,leben::V,аҟазаара,күн көру
1039,leben::V,аҟазаара,тіршілік ету
1040,geboren werden::V,Аира,туу
1041,atmen::V,аҕсыҕ лагаҩагара,дем алу
1042,atmen::V,аҕсыҕ лагаҩагара,ауа жұту
1043,trinken::V,ажəра,ішу
1044,trinken::V,ажəра,ұрттау
1045,essen::V,акрыфара,жеу
1046,essen::V,акрыфара,тамақтану
1047,schlucken::V,албаадара,жұту
1048,müde werden::V,ааҕсара,болдыру
1049,einschlafen::V,ацəара,үйыктап калу
1050,schlafen::V,ацəазаара,ұйықтау
1051,aufwachen::V,аҿыхара,ояну
1052,aufstehen::V,Агəылҵра,ояну
1053,sich erholen::V,аҧсшьара,тынығу
1054,krank werden::V,ачмазаҩхара,кеселдену
1055,krank werden::V,ачмазаҩхара,сырқаттану
1056,krank werden::V,ачмазаҩхара,ауырып қалу
1057,krank werden::V,ачмазаҩхара,ауыра бастау
1058,krank werden::V,ачмазаҩхара,кеселге ұшырау
1059,krank werden::V,ачмазаҩхара,сырқаттанып қалу
1060,krank sein::V,аҳəарҧсарра,ауыру
1061,krank sein::V,аҳəарҧсарра,сырқаттану
1062,schmerzen::V,ахьра,ауырады
1063,husten::V,аимҳәара,жөтелу
1064,genesen::V,абзиахара,айығу
1065,genesen::V,аӷəӷəахара,айығу
1066,sterben::V,аҧсра,өлу
1067,sterben::V,аҧсра,қайтыс
1068,sterben::V,аҧсра,жантапсыру
1069,umkommen::V,аҭахара,өлу
1070,umkommen::V,аҭахара,қаза табу
1071,sich bewegen::V,аиҭаҵра,жылжу
1072,sich rühren::V,ақəацара,қыбырлау
1073,sich erheben::V,аҩагылара,тұру
1074,sich setzen::V,атəара,отыру
1075,hinfallen::V,акаҳара,жығылу
1076,laufen::V,аныҟəара,жояу жүру
1077,schreiten::V,ашьаҿа еихгара,кадамдау
1078,spazierengehen::V,анеи-ааира,қыдыру
1079,eilen::V,аццакра,асығу
1080,eilen::V,аццакра,жеделдену
1081,eilen::V,аццакра,жедепдеу
1082,sich beeilen::V,аццакра,асығу
1083,sich beeilen::V,аццакра,жеделдену
1084,sausen::V,аҧырра,заулау
1085,sausen::V,иҭрысны,заулау
1086,sausen::V,ишьҭҟьаны ацара,заулау
1087,rennen::V,аҩра,жүгіру
1088,springen::V,аҧара,секіру
1089,klettern::V,ақəлара,өрмелеп шығу
1090,schaukeln::V,аҟəараҟəанҽара,тербелу
1091,kriechen::V,аҳəазара,еңбектеу
1092,schwimmen::V,аӡсара,жүзу
1093,schwimmen::V,аӡсара,малту
1094,schwimmen::V,аӡсара,қалықтау
1095,tauchen::V,ахəӡааҵəира,сүңгу
1096,rudern::V,аҵшьра,есу
1097,fahren::V,акала,бару
1098,fliegen::V,аҧырра,ұшу
1099,gehen::V,аиҭаҵра,бару
1100,weggehen::V,ацара,кету
1101,abfahren::V,адəықəлара,жөнелу
1102,abfahren::V,ацара,жөнелу
1103,anhalten::V,ааныргылара,тоқтау
1104,hineingehen::V,аҭалара,кіру
1105,eintreten::V,аҩналара,ену
1106,kommen::V,аара,жету
1107,kommen::V,ааира,жету
1108,ankommen::V,ааира,келу
1109,ankommen::V,аара,келу
1110,ankommen::V,анеира,келу
1111,zurückkommen::V,азыхынҳəра,қайту
1112,bleiben::V,аанхара,қалу
1113,bleiben::V,анхара,қалу
1114,bleiben::V,аангылара,қалу
1115,warten::V,азҧшзаара,тосу
1116,erwarten::V,азҧшра,күту
1117,suchen::V,ашьҭазаара,іздеу
1118,finden::V,аҧшаара,табу
1119,versuchen::V,аҽазкра,талпыну
1120,vorbereiten::V,армазеира,әзірлеу
1121,lieben::V,абзиабара,сүю
1122,mögen::V,агəаҧхара,жарату
1123,mögen::V,агəаҧхара,жақсы_көру
1124,lachen::V,аччара,күлу
1125,lachen::V,аччара,күлісу
1126,rühren::V,арҵəуара,көңілін бұзу
1127,weinen::V,аҵəуара,жылау
1128,schimpfen::V,ацəҳара,ақырып-бақыру
1129,sich ärgern::V,агəаара,ашулану
1130,sich fürchten::V,аӡыӡара,сескену
1131,fürchten::V,ацəшəара,қауіптену
1132,fürchten::V,ацəшəара,сақсыну
1133,fliehen::V,абналара,қашу
1134,fliehen::V,абналара,қашып кету
1135,fliehen::V,ацəцара,қашу
1136,fliehen::V,ацəцара,қашып кету
1137,flüchten::V,абналара,қашу
1138,flüchten::V,абналара,қашып кету
1139,flüchten::V,ацəцара,қашу
1140,flüchten::V,ацəцара,қашып кету
1141,sehen::V,абара,көру
1142,anschauen::V,ахəаҧшра,назар салу
1143,ansehen::V,ахəаҧшра,тамашалау
1144,hören::V,аҳара,есту
1145,zuhören::V,азыӡырҩра,тыңдау
1146,zuhören::V,азыӡырҩра,құлақ қою
1147,probieren::V,аҧышəара,тату
1148,probieren::V,аҧышəара,дәм тату
1149,riechen::V,афыҩра,иіскеу
1150,fühlen::V,анырра,сезу
1151,fühlen::V,анырра,сезіну
1152,fühlen::V,ацәакырра,сезу
1153,fühlen::V,ацәакырра,сезіну
1154,scheinen::V,шәа,болып көріну
1155,scheinen::V,аацәырҵа,болып көріну
1156,vernehmen::V,аҳара,есту
1157,vernehmen::V,аҳара,есітіп қалу
1158,frieren::V,ашəра,тоңу
1159,frieren::V,ашəра,жаурау
1160,frieren::V,аҵаара,тоңу
1161,frieren::V,аҵаара,жаурау
1162,tun::V,аҟаҵара,ету
1163,tun::V,аҟаҵара,істеу
1164,können::V,алшара,білу
1165,wollen::V,аҭахра,қалау
1166,anfangen::V,алагара,бастау
1167,beenden::V,алгара,бітіру
1168,beenden::V,алгара,адақтау
1169,beenden::V,алгара,тамамдау
1170,beenden::V,алгара,аяқтап шығу
1171,aufhören::V,аҟəыҵра,доғару
1172,gelingen::V,аура,жолы түсу
1173,gelingen::V,аманшəалахара,жолы түсу
1174,gelingen::V,алҵра,жолы түсу
1175,geraten::V,нзаарын,калу
1176,öffnen::V,аартра,ашу
1177,öffnen::V,аартра,ашып қою
1178,schließen::V,аркра,жабу
1179,stellen::V,аргылара,қою
1180,stellen::V,аргылара,қойдыру
1181,setzen::V,артəара,отырғызу
1182,legen::V,ақəҵара,салу
1183,legen::V,ақəҵара,калау
1184,berühren::V,акьысра,тию
1185,berühren::V,алакьысра,тию
1186,verbinden::V,аҿаҳəара,байлап алу
1187,verbinden::V,аҿаҳəара,сабақтастыру
1188,bedecken::V,ақəршəра,бүркеу
1189,aufhängen::V,акнаҳара,ілу
1190,aufhängen::V,акнаҳара,асып қою
1191,anzünden::V,аркра,тұтату
1192,aufheben::V,ашьҭыхра,көтеру
1193,zurücklassen::V,аныжьра,қалдыру
1194,verlieren::V,ацəыӡра,жоғалту
1195,fallen lassen::V,ацəкаҳара,құлатып алу
1196,fallen lassen::V,ацəкаҳара,қолдан түсіріп алу
1197,machen::V,ачаҧара,ету
1198,machen::V,ачаҧара,жасау
1199,machen::V,ачаҧара,жасап шығару
1200,herstellen::V,аиҵдара,жасап шығару
1201,bauen::V,аргылара,тұрғызу
1202,reparieren::V,арҽеира,оңдау
1203,verbessern::V,аиҕьтəра,дұрыстау
1204,ändern::V,аҧсахра,өзгерту
1205,graben::V,ажра,үңгу
1206,beugen::V,арҟəра,буғу
1207,beugen::V,архəара,буғу
1208,biegen::V,арҟəра,ию
1209,biegen::V,арҟəра,майыстыру
1210,biegen::V,архəара,ию
1211,biegen::V,архəара,майыстыру
1212,drehen::V,аргьежьра,айналдыру
1213,umdrehen::V,аарҳәра,бұру
1214,heben::V,аҩахара,көтеру
1215,heben::V,араҳара,көтеру
1216,hochheben::V,ахагалара,жоғарылату
1217,hochheben::V,ахагалара,көтеру
1218,hochheben::V,ашьҭҳəара,жоғарылату
1219,hochheben::V,ашьҭҳəара,көтеру
1220,halten::V,акра,тұту
1221,halten::V,акра,ұстау
1222,drücken::V,ақəрӷəӷəара,басу
1223,schieben::V,аҵгəара,итеру
1224,schieben::V,агəара,итеру
1225,kratzen::V,ацəҟьара,қыру
1226,lecken::V,арбзара,жалау
1227,beißen::V,ацҳара,қабу
1228,beißen::V,ацҳара,тістеу
1229,beißen::V,ацҳара,қауып алу
1230,abreißen::V,амжəара,үзу
1231,abschneiden::V,ахҵəара,қырқу
1232,abschneiden::V,аҿахҵəара,қырқу
1233,binden::V,аҿаҳəара,байланыстыру
1234,binden::V,аҿаҳəара,байлап_алу
1235,binden::V,аҿаҳəара,байластыру
1236,binden::V,аҿаҳəара,байлау
1237,binden::V,аҿаҳəара,буу
1238,binden::V,аҿаҳəара,матау
1239,binden::V,аҿаҳəара,сабақтастыру
1240,binden::V,аҿаҳəара,ұштастыру
1241,stecken::V,алаҵара,сұғу
1242,brechen::V,аҧҵəара,сындыру
1243,klopfen::V,асра,қағу
1244,hauen::V,ақəкшара,соғу
1245,kleben::V,аҷабра,желімдеу
1246,reiben::V,арҟəыҷра,үйкеу
1247,streichen::V,ахьшьра,сүйкеу
1248,schleifen::V,ахра,егеу
1249,schleifen::V,ахра,қайрау
1250,schleifen::V,ахра,егеулеу
1251,schneiden::V,аҧҟара,кесу
1252,rütteln::V,арҵысра,қозғау
1253,rütteln::V,арҵысра,жұлмалау
1254,schütteln::V,аршəшəара,дірілдету
1255,schütteln::V,аршəшəара,селкілдету
1256,schwenken::V,аҟьара,бұлғау
1257,schwenken::V,аҟьара,сермеу
1258,schütten::V,аҭаҭəара,құю
1259,füllen::V,арҭəра,толтыру
1260,einwickeln::V,алаҳəара,орау
1261,tragen::V,аҩагара,алып жүру
1262,schleppen::V,арҳəазара,тарту
1263,ziehen::V,ахара,тарту
1264,aufbewahren::V,аҵəахра,сақтау
1265,werfen::V,аршəра,лақтыру
1266,fangen::V,акра,қармау
1267,fangen::V,акра,қағып алу
1268,packen::V,анкра,шап беру
1269,packen::V,анкра,шап ете түсу
1270,packen::V,анкра,шап беріп ұстап алу
1271,packen::V,аҵкаара,шап беру
1272,packen::V,аҵкаара,шап ете түсу
1273,packen::V,аҵкаара,шап беріп ұстап алу
1274,verstecken::V,аҵəахра,тығу
1275,verstecken::V,аҵəахра,жасыру
1276,teilen::V,ашара,бөлу
1277,schicken::V,ашьҭра,жіберу
1278,bringen::V,аагара,әкелу
1279,bringen::V,аагара,алып келу
1280,hinzufügen::V,ацҵара,қосу
1281,hinzufügen::V,ацҵара,үстеу
1282,bekommen::V,аҧшаара,алу
1283,bekommen::V,архиара,алу
1284,bekommen::V,аура,алу
1285,erhalten::V,аиура,алмақ
1286,nehmen::V,агара,алу
1287,nehmen::V,агара,алмақ
1288,wählen::V,алҧшаара,таңдау
1289,auswählen::V,алхра,екшеу
1290,auswählen::V,алхра,саралау
1291,auswählen::V,алхра,сұрыптау
1292,auswählen::V,алхра,сайлап алу
1293,behindern::V,аҧырхагахара,оралғы болу
1294,verderben::V,алгара,бүлдіру
1295,verderben::V,абжьыхра,бүлдіру
1296,verderben::V,аҧхасҭатəра,бүлдіру
1297,beschädigen::V,аҧхасҭатəра,бұзу
1298,zerbrechen::V,аҧҽра,уату
1299,zerreißen::V,аҧжəара,жырту
1300,zerstören::V,аилаҧыххаара,қирату
1301,zerstören::V,аилаҧыххаара,талқандау
1302,verbrennen::V,абылра,өртеу
1303,verbrennen::V,абылра,жандыру
1304,verbrennen::V,абылра,өртеп жіберу
1305,verbrennen::V,абылра,жандырып жіберу
1306,geben::V,аҭара,беру
1307,reichen::V,аҭара,беру
1308,schenken::V,аҩгара,тарту
1309,versprechen::V,ақəргəыӷра,уәде беру
1310,loben::V,арҽхəара,мақтау
1311,loben::V,арҽхəара,дәріптеу
1312,küssen::V,агəӡра,сүю
1313,zudecken::V,аҵахҩара,бүркеу
1314,zudecken::V,ақəршəра,бүркеу
1315,wecken::V,арҿыхара,ояту
1316,zeigen::V,арбара,көрсету
1317,führen::V,аныҟəгара,ерту
1318,führen::V,аныҟəгара,жетектеу
1319,lehren::V,арҵара,оқыту
1320,unterrichten::V,арҧхьара,оқыту
1321,aufziehen::V,ааӡара,бағу
1322,leiten::V,ахагылазаара,басқару
1323,leiten::V,ахагылазаара,жетекшілік ету
1324,antreiben::V,арццакра,асықтыру
1325,lassen::V,арҟаҵара,-ткізу
1326,lassen::V,арҟаҵара,мәжбүр ету
1327,einladen::V,ааҕхьара,шақыру
1328,einladen::V,анаҧхьара,шақыру
1329,vereinigen::V,аилаҵара,біріктіру
1330,vereinigen::V,аилаҵара,біріктіріп қою
1331,besuchen::V,абара,кіріп шығу
1332,besuchen::V,абара,барып шығу
1333,treffen::V,аҧылара,кездесу
1334,sich versammeln::V,аизара,топталу
1335,spielen::V,ахəмарра,ойнау
1336,singen::V,ашəаҳəара,сайрау
1337,tanzen::V,акəашара,билеу
1338,sich trennen::V,аилыҵра,айрылысу
1339,verlassen::V,акажьра,тастау
1340,retten::V,Аиқəрхара,құтқару
1341,bewachen::V,ахьчара,күзету
1342,schützen::V,ацəыхьчара,жақтау
1343,schützen::V,ацəыхьчара,жақтасу
1344,verteidigen::V,ахьчара,қорғау
1345,sich schlagen::V,аисра,алысу
1346,schießen::V,ахысра,ату
1347,siegen::V,аиааира,жеңу
1348,ärgern::V,аргəаара,ашуландыру
1349,schlagen::V,асра,ұру
1350,schlagen::V,аҭасра,ұру
1351,stechen::V,алакшара,шаншу
1352,stoßen::V,агəҭасра,түрту
1353,stehlen::V,аӡара,ұрлау
1354,stören::V,аҧырхагахара,кесірлен
1355,belästigen::V,аргəамҵра,мазасын алу
1356,verbergen::V,аӡара,сездірмеу
1357,täuschen::V,ажьара,жалған айту
1358,betrügen::V,ажьара,алдау
1359,betrügen::V,ажьара,алдап кету
1360,betrügen::V,ажьара,ақымақ қылу
1361,töten::V,ашьра,құрту
1362,töten::V,ашьра,өлтіру
1363,wohnen::V,анхара,мекендеу
1364,wohnen::V,анхара,өмір сүру
1365,arbeiten::V,аусура,істеу
1366,arbeiten::V,аусура,еңбектену
1367,sammeln::V,аҟəшəара,жыю
1368,pflücken::V,аҿыршəара,жұлу
1369,pflücken::V,аҿыхра,жұлу
1370,jagen::V,ашəарыцара,аулау
1371,fischen::V,аҧсыӡ икуеит,балык_аулау
1372,fassen::V,акра,ұстау
1373,hüten::V,арҳəра,жаю
1374,hüten::V,арҳəра,бағу
1375,hüten::V,ахьчара,жаю
1376,hüten::V,ахьчара,бағу
1377,treiben::V,акацара,айдау
1378,anbinden::V,адҳəалара,байлау
1379,füttern::V,акырҿаҵара,ас ішкізу
1380,füttern::V,акырҿаҵара,азықтандыру
1381,füttern::V,акырҿаҵара,қоректендіру
1382,melken::V,ахьара,сауу
1383,hacken::V,аҟəаҟəара,турау
1384,gießen::V,аҵаҭəара,суару
1385,reifen::V,ашəра,жетілу
1386,reifen::V,аҟалара,жетілу
