,Concept_ID,os,mdf
222,Spur::N,фæд,пильгоки́
223,Asche::N,фӕнык,кулу
224,Asche::N,ӕртхутӕг,кулу
225,Dreck::N,цъыф,ърда́з
226,Eisen::N,ӕфсӕйнаг,кшни
227,Gold::N,сыгъзӕрин,ока
228,Gold::N,сыгъзӕрин,золота
229,Silber::N,ӕвзист,сия́
230,Kohle::N,ӕвзалы,седь
231,Kohle::N,ӕвзалы,седьвальмя
232,Glas::N,авг,кля́нцек
233,Lehm::N,ӕлыг,сёвонь
234,Sand::N,змис,шува́р
235,Mensch::N,лӕг,ломань
236,Mensch::N,адӕймаг,ломань
237,Mensch::N,удгоймаг,ломань
238,Mann::N,лӕг,аля
239,Mann::N,лӕг,цёраломань
240,Mann::N,нӕлгоймаг,аля
241,Mann::N,нӕлгоймаг,цёраломань
242,Frau::N,сылгоймаг,ава
243,Kind::N,сывӕллон,идь
244,Kind::N,сывӕллон,шаба
245,Junge::N,лӕппу,цёраня
246,Mädchen::N,чызг,стирня́
247,Familie::N,бинонтæ,тнал
248,Familie::N,бинонтæ,семья
249,Großvater::N,фыдыфыд,атя
250,Großvater::N,фыдыфыд,щя́тя
251,Großvater::N,мадыфыд,атя
252,Großvater::N,мадыфыд,щя́тя
253,Großmutter::N,фыды мад,баба
254,Großmutter::N,мады мад,баба
255,Eltern::N,ныййарджытæ,тя́дят-а́лят
256,Vater::N,фыд,аля
257,Mutter::N,мад,ава
258,Mutter::N,мад,тядя
259,Sohn::N,фырт,цёра
260,Tochter::N,чызг,стирь
261,Bruder::N,ӕфсымӕр,дуган
262,Bruder::N,ӕфсымӕр,пяльне
263,Schwester::N,хо,ака
264,Schwester::N,хо,сазор
265,Onkel::N,фыдыфсымӕр,оця
266,Onkel::N,фыдыфсымӕр,патя
267,Onkel::N,фыдыфсымӕр,щеня́
268,Tante::N,мадыхо,ака
269,Tante::N,мадыхо,щака
270,Ehemann::N,мой,мирде
271,Ehefrau::N,ус,ърьвя́
272,Freude::N,цин,ке́нярдема
273,Freude::N,циндзинад,ке́нярдема
274,Gelächter::N,худын,рахсема
275,Gelächter::N,худт,рахсема
276,Gelächter::N,худæг,рахсема
277,Glück::N,амонд,паваз
278,Kummer::N,хъыг,ризф
279,Kummer::N,хъыг,пичефкс
280,Wunsch::N,бӕллиц,мяль
281,Wunsch::N,бӕллиц,таколдома
282,Lust::N,монц,таколдома
283,Geist::N,уд,вайме
284,Gedanke::N,хъуыды,мяль
285,Gedächtnis::N,мысæн,прявий
286,Gedächtnis::N,мысын,прявий
287,Gedächtnis::N,зæрдылдарын,прявий
288,Verstand::N,зонд,прявий
289,Sinn::N,нысаниуæг,ён
290,Grund::N,ӕфсон,туфта́л
291,Wahrheit::N,æцæг,ви́де
292,Wahrheit::N,æцæг,видеши́
293,Gespräch::N,ныхас,корхтама
294,Märchen::N,аргъау,ёфкс
295,Erzählung::N,радзырд,азкс
296,Nachricht::N,уац,куля́
297,Neuigkeit::N,хабар,куля́
298,Name::N,ном,лем
299,Rätsel::N,уыци-уыци,со́дама ёфкс
300,Rätsel::N,базон-базон,со́дама ёфкс
301,Rede::N,раныхас,вал
302,Rede::N,раныхас,корхтама
303,Sprache::N,ӕвзаг,кяль
304,Stimme::N,хъӕлӕс,вайгяль
305,Wort::N,дзырд,вал
306,Zeichen::N,нысан,тя́ште
307,Zeichen::N,нысан,тя́штькс
308,Ruf::N,сидт,тердема
309,Lärm::N,уынæр,гайф
310,Lärm::N,уынæр,жалакодома
311,Laut::N,зӕл,вайгяль
312,Laut::N,мыр,вайгяль
313,Ton::N,мыр,вайгяль
314,Lied::N,зарӕг,мора
315,Ruhe::N,æнцой,сетьме
316,Leute::N,адӕм,ломатть
317,Volk::N,адӕм,наро́д
318,Arbeit::N,фӕллой,тев
319,Gast::N,уазӕг,и́нжи
320,Gast::N,уазӕг,ко́нак
321,Geschenk::N,хуын,казне
322,Spiel::N,хъазт,налхкома
323,Spiel::N,хъазт,налхксема
324,Gesellschaft::N,дзыллæ,кружок
325,Gesellschaft::N,æхсæнад,кружок
326,Hilfe::N,æххуыс,лездома
327,Hilfe::N,ахъаз,лездома
328,Freund::N,лымӕн,я́лга
329,Kamerad::N,ӕмбал,я́лга
330,Angelegenheit::N,хъуыддаг,тев
331,Anzahl::N,бӕрц,лувкс
332,Art::N,хуыз,вид
333,Art::N,хуызад,вид
334,Stück::N,кæрдих,пакш
335,Stück::N,комдзаг,пакш
336,Teil::N,хай,часть
337,Teil::N,хай,пялькс
338,Hälfte::N,æрдæг,пяле
339,Hälfte::N,æмбис,пяле
340,Kreis::N,зиллакк,шаркс
341,Kreuz::N,дзуар,крёз
342,Linie::N,хахх,межа
343,Linie::N,хахх,китькс
344,Strich::N,хахх,межа
345,Abstand::N,æхсæнуат,ётка
346,Entfernung::N,дæрддзæг,ётка
347,Entfernung::N,дардцæг,ётка
348,Gegend::N,ран,ва́ста
349,Gegend::N,ран,перьфпя́ль
350,Platz::N,бууат,ва́ста
351,Ort::N,ран,ва́ста
352,Ort::N,бынат,ва́ста
353,Seite::N,фахс,пяле
354,Mitte::N,астӕу,кучка́
355,Gegenstand::N,дзаума,веща
356,Sache::N,дзаума,тев
357,Sache::N,дзаума,веща
358,Rand::N,кӕрон,пе
359,Kante::N,фӕрск,и́рдез
360,Ecke::N,тигъ,ужа
361,Ecke::N,фисын,ужа
362,Spitze::N,бырынкъ,пря
363,Ende::N,кӕрон,пе
364,Loch::N,хуынкъ,варя
365,Winkel::N,къуым,ужа
366,Muster::N,нывæфтыд,сёрма
367,Muster::N,кæдзист,сёрма
368,Größe::N,ас,серь
369,Länge::N,дӕргъ,кува́лма
370,Höhe::N,бæрзонд,серь
371,Höhe::N,бæрзæнд,серь
372,Höhe::N,бæрзонддзинад,серь
373,Gewicht::N,уӕз,сталма
374,Menge::N,бӕрц,лувкс
375,Haufen::N,кӕри,мар
376,Reihe::N,рӕнхъ,ряд
377,Boot::N,чема,венеж
378,Ruder::N,къохар,миле
379,Schlitten::N,дзоныгъ,ну́рда
380,Ski::N,къахдзоныгътæ,сокс
381,Ski::N,лыжæтæ,сокс
382,Lagerfeuer::N,арт,то́лмар
383,Last::N,уаргъ,канкс
384,Last::N,уаргъ,сталма
385,Gang::N,цыд,молема
386,Schritt::N,санчъех,аськолкс
387,Schritt::N,къахдзӕф,аськолкс
388,Norden::N,цæгат,якшама шире
389,Süden::N,хуссар,ля́мбе ши́ре
390,Westen::N,ныгуылæн,ши валгома шире
391,Osten::N,скæсæн,шинь стяма шире
392,Holz::N,хъӕдӕрмӕг,вирь
393,Holz::N,хъӕдӕрмӕг,шуфта
394,Brett::N,фæйнæг,лавця
395,Platte::N,къӕй,плита́
396,Stütze::N,быцæу,неже
397,Stange::N,хъил,олга
398,Stock::N,лӕдзӕг,байдек
399,Stab::N,хъил,олгоня
400,Rohr::N,хӕтӕл,турама
401,Haus::N,хӕдзар,куд
402,Heim::N,къона,куд
403,Ofen::N,пец,пянакуд
404,Fußboden::N,астӕрд,кия́кс
405,Tisch::N,стъол,шра
406,Tisch::N,стъол,моркш
407,Stuhl::N,бандон,стул
408,Wiege::N,авдæн,нюря́м
409,Bett::N,сынтӕг,ацам
410,Regal::N,тӕрхӕг,лавцяланга
411,Regal::N,уӕлвӕйнӕг,лавцяланга
412,Kiste::N,асыкк,парга
413,Fenster::N,рудзынг,валмья
414,Fenster::N,фæрссаг,валмья
415,Tür::N,дуар,кенкш
416,Tor::N,кулдуар,ортат
417,Zaun::N,æмбонд,перяфкс
418,Zaun::N,быру,перяфкс
419,Zaun::N,гæрæн,перяфкс
420,Dach::N,уӕлхӕдзар,кудпря
421,Leiter::N,асин,куцема
422,Besen::N,уисой,тяльме
423,Spaten::N,бел,ка́йме
424,Schaufel::N,æвгæнæн,ко́поня
425,Schaufel::N,æвгæнæн,ця́рдом
426,Schaufel::N,кæфой,ко́поня
427,Schaufel::N,кæфой,ця́рдом
428,Gabel::N,вилкæ,ця́нгоня
429,Löffel::N,уидыг,куцю
430,Messer::N,кард,пеель
431,Nagel::N,зӕгӕл,эска
432,Netz::N,хыз,
433,Haken::N,хæдз,кя́чказ
434,Haken::N,хæбырæгъ,кя́чказ
435,Griff::N,фистон,недь
436,Griff::N,фистон,кунда́мка
437,Schloss::N,гуыдыр,замо́к
438,Bild::N,ныв,карти́на
439,Figur::N,кæрдгæныв,ронга-понда
440,Puppe::N,чындз,ня́ка
441,Beutel::N,дзӕкъул,кяскав
442,Bündel::N,баст,кярьме
443,Tasche::N,хызын,кошяльня
444,Tasche::N,дзæкъул,кошяльня
445,Eimer::N,къæрта,ве́дарка
446,Eimer::N,чъыбыла,ве́дарка
447,Eimer::N,ведра,ве́дарка
448,Deckel::N,сæр,тавадкс
449,Deckel::N,сæр,вельхкс
450,Deckel::N,æмбæрзæн,тавадкс
451,Deckel::N,æмбæрзæн,вельхкс
452,Geschirr::N,мигæнæн,кядьге
453,Geschirr::N,мигæнæнтæ,кядьге
454,Sack::N,голлаг,кяскав
455,Tasse::N,пиала,ша́ваня
456,Tasse::N,къус,ша́ваня
457,Topf::N,аг,кавозь
458,Topf::N,чысыл аг,кавозь
459,Kessel::N,аг,сргавозь
460,Essen::N,хӕрд,ярхцама
461,Nahrung::N,хойраг,ярхцампяль
462,Speise::N,хӕринаг,ярхцама
463,Fleisch::N,дзидза,пал
464,Fleisch::N,дзидза,сиволь
465,Fleisch::N,фыдызгъӕл,пал
466,Fleisch::N,фыдызгъӕл,сиволь
467,Getreide::N,халсар,сёра
468,Brei::N,кас,ям
469,Brot::N,дзул,кши
470,Scheibe::N,къӕбӕр,кочам
471,Fett::N,сой,куя́
472,Butter::N,нӕлхӕ,вай
473,Öl::N,зети,вай
474,Salz::N,цӕхх,сал
475,Suppe::N,бас,шонгарям
476,Suppe::N,бас,коршампяль
477,Honig::N,мыд,медь
478,Milch::N,ӕхсыр,лофца
479,Tee::N,цай,чай
480,Leder::N,мæскуы,кедь
481,Wolle::N,фӕсмын,пона
482,Stoff::N,хъуымац,котф
483,Nadel::N,судзин,салмокс
484,Faden::N,ӕндах,сюре
485,Knopf::N,цӕппӕр,пуня
486,Knoten::N,ӕлхынцъ,сюлма
487,Farbe::N,ахорæн,архтомбяль
488,Kleidung::N,дарӕс,щам
489,Hemd::N,хӕдон,па́нар
490,Kragen::N,æфцæггот,сиве
491,Ärmel::N,дыс,ожа
492,Hose::N,хæлаф,понкст
493,Hose::N,æддаг хæлаф,понкст
494,Hose::N,салбар,понкст
495,Gürtel::N,рон,каркс
496,Mütze::N,худ,вазь
497,Schuh::N,басмахъ,башма́к
498,Stiefel::N,цырыхъхъ,кя́ме
499,Ring::N,къухдарӕн,суркс
500,Band::N,лент,керькс
501,Band::N,лент,лента
502,Kamm::N,сӕрвасӕн,сюрьхцем
503,Spiegel::N,айдæн,ванома
504,Spiegel::N,кæсæн,ванома
505,Riemen::N,гӕрз,шнань каркс
506,Schnur::N,бӕндӕн,пикс
507,Schnur::N,бӕндӕн,карькскя
508,Decke::N,хъӕццул,вельхкс
509,Kissen::N,баз,тоду
510,Tuch::N,кæлмæрзæн,руця́
511,Tuch::N,кæрдæн,руця́
512,Handtuch::N,хисæрфæн,на́рдама
513,Kraft::N,тых,вий
514,Kraft::N,хъомыс,вий
515,Stärke::N,тых,вииши
516,Stärke::N,æхсар,вииши
517,Gesundheit::N,æнæниздзинад,шумбраши́
518,Krankheit::N,низ,урма́
519,Krankheit::N,низ,сярядема
520,Krankheit::N,рын,урма́
521,Krankheit::N,рын,сярядема
522,Schmerz::N,рис,маряма
523,Wunde::N,цӕф,керф
524,Fieber::N,ризӕг,маштыкс
525,Fieber::N,тӕфсӕг,маштыкс
526,Arznei::N,хос,надо́бья
527,Arznei::N,хос,пъчка́фтома
528,Brücke::N,хид,седь
529,Brunnen::N,цъай,эши
530,Weide::N,хизæн,ванома васта
531,Weide::N,хизæнуат,ванома васта
532,Weide::N,сæрвæт,ванома васта
533,Pfad::N,къахвæндаг,ян
534,Pfad::N,къахвæндаг,киня́
535,Pfad::N,къахвæд,ян
536,Pfad::N,къахвæд,киня́
537,Weg::N,фӕндаг,ки
538,Straße::N,фӕндаг,ки
539,Dorf::N,хъӕу,веле
540,Stadt::N,сахар,ош
541,Brief::N,фыстӕг,сёрма
542,Buch::N,чиныг,книга
543,Buchstabe::N,дамгъӕ,бу́ква
544,Zeitung::N,газет,газе́та
545,Leben::N,цард,эряф
546,Leben::N,цард,эряма
547,Leben::N,цӕрӕнбон,эряф
548,Leben::N,цӕрӕнбон,эряма
549,Tod::N,мæлæт,кулома́
550,Tod::N,адзал,кулома́
551,Grab::N,ингӕн,калма
552,Kirche::N,аргъуан,це́рькав
553,Sünde::N,тæригъæд,пежеть
554,Sünde::N,тæригъæд,муворкс
555,Gott::N,хуыцау,шкай
556,Arbeiter::N,кусæг,трудендай
557,Arbeiter::N,кусæг,работник
558,Chef::N,ӕмцег,азор
559,Chef::N,ӕмцег,оцюня
560,Meister::N,мастер,мастяр
561,Meister::N,дæсны,мастяр
562,Arzt::N,хосгæнæг,врач
563,Arzt::N,хосгæнæг,доктор
564,Arzt::N,дохтыр,врач
565,Arzt::N,дохтыр,доктор
566,Lehrer::N,ахуыргæнæг,учи́тель
567,Geld::N,ӕхца,ярмакт
568,Geschäft::N,бизнес,ладяфкс
569,Geschäft::N,бизнес,ладяф тев
570,Geschäft::N,хъуыддаг,ладяфкс
571,Geschäft::N,хъуыддаг,ладяф тев
572,Laden::N,дукани,ла́вка
573,Preis::N,аргъ,питне
574,Ware::N,базайраг,миф
575,Ware::N,базайраг,ра́маф
576,Nutzen::N,пайда,пара
577,Nutzen::N,пайда,лезкс
578,Reichtum::N,хъæздыгдзинад,ко́зяши
579,Reichtum::N,исбон,ко́зяши
580,Reichtum::N,мулк,ко́зяши
581,Welt::N,дуне,свет
582,Land::N,бӕстӕ,мастор
583,Staat::N,паддзахад,государства
584,König::N,къарол,король
585,Macht::N,хицаудзинад,азорондама
586,Macht::N,хицаудзинад,азорксши
587,Grenze::N,арӕн,ёткаян
588,Krieg::N,хӕст,война́
589,Feind::N,знаг,душман
590,Feind::N,знаг,каршек тюри
591,Feind::N,фыдгул,душман
592,Feind::N,фыдгул,каршек тюри
593,Feind::N,фыдзæрдæ,душман
594,Feind::N,фыдзæрдæ,каршек тюри
595,Feind::N,сон,душман
596,Feind::N,сон,каршек тюри
597,Gewalt::N,тыхми,наругама
598,Gewalt::N,тыхдзинад,наругама
599,Kampf::N,хæст,тюрема́
600,Kampf::N,хъæбысæйхæст,тюрема́
601,Kampf::N,тох,тюрема́
602,Bogen[Waffe]::N,ӕрдын,нал
603,Pfeil::N,фат,нал
604,Gewehr::N,топп,винто́вка
605,Fehler::N,рӕдыд,эльбядькс
606,Lüge::N,мӕнг,васькафнема
607,Lüge::N,гӕдыдзинад,васькафнема
608,Schaden::N,зиан,зия́н
609,Unglück::N,бæллæх,зия́н
610,Schuld::N,азым,муворши
611,Alter::N,кар,эряф кизот
612,Alter::N,кар,эряфонь пинге
613,Schluss::N,кæрон,пе
614,Zeit::N,рӕстӕг,пинге
615,Tag::N,бон,ши
616,Morgen::N,райсом,шобдава
617,Mittag::N,æмбисбон,шикучка
618,Abend::N,изӕр,иля́дь
619,Nacht::N,ӕхсӕв,ве
620,Woche::N,къуыри,недя́ля
621,Monat::N,мӕй,ков
622,Jahr::N,аз,киза
623,Jahr::N,афӕдз,киза
624,Frühling::N,уалдзæг,тунда́
625,Sommer::N,сӕрд,киза
626,Herbst::N,фæззæг,сёксе
627,Winter::N,зымӕг,тяла
628,Januar::N,январь,кельмеков
629,Februar::N,февраль,уфайков
630,März::N,мартъи,марайков
631,April::N,апрель,шудиков
632,Mai::N,май,панжиков
633,Juni::N,июнь,лямбеков
634,Juli::N,июль,псиков
635,August::N,август,сёроньков
636,September::N,сентябрь,тюжягов
637,Oktober::N,октябрь,кельмазаков
638,November::N,ноябрь,эйндамков
639,Dezember::N,декабрь,кучкаков
640,Montag::N,къуырисæр,одговши
641,Dienstag::N,дыццæг,ша́вши
642,Mittwoch::N,æртыццæг,вержи
643,Donnerstag::N,цыппæрæм,шува́ланя
644,Freitag::N,майрæмбон,пя́денця
645,Samstag::N,сабат,ёткши
646,Sonntag::N,хуыцаубон,таргоши
647,groß::A,дынджыр,оцю
648,klein::A,гыццыл,ёмла
649,lang::A,даргъ,кува́ка
650,kurz::A,цыбыр,нюрьхкя́ня
651,breit::A,фӕтӕн,кели
652,schmal::A,нарӕг,тяйня
653,schmal::A,уынгӕг,тяйня
654,dicht::A,бæзджын,сиде
655,dicht::A,бæзджын,туста
656,dicht::A,тар,сиде
657,dicht::A,тар,туста
658,dick[Gegenstand]::A,сӕвджын,эчке
659,dünn::A,тæнæг,шува́ня
660,fein::A,лыстӕг,шува́ня
661,fest::A,фидар,кеме
662,fest::A,хъӕддых,кеме
663,flach::A,тъӕпӕн,лапш
664,glatt::A,лӕгъз,вадяв
665,glatt::A,лӕгъз,такор
666,hart::A,хъӕбӕр,калгода
667,weich::A,фӕлмӕн,ляпе
668,rund::A,тымбыл,кру́глай
669,spitz::A,цыргъбырынкъ,ботаз
670,spitz::A,цыргъбырынкъ,оржа
671,spitz::A,цыргъфындз,ботаз
672,spitz::A,цыргъфындз,оржа
673,scharf::A,цыргъ,оржа
674,stumpf::A,къуымых,ношка
675,schwer::A,уӕззау,стака
676,schön::A,аив,мазы
677,schön::A,рӕсугъд,мазы
678,heiß::A,тӕвд,пси
679,warm::A,хъарм,лямбе
680,kalt::A,уазал,кельме
681,kühl::A,сатæг,эше
682,kühl::A,уазалгомау,эше
683,frisch::A,сатæг,свежай
684,feucht::A,уымӕл,летьке
685,nass::A,хуылыдз,начка
686,trocken::A,хус,коське
687,voll::A,дзаг,пяшксе
688,voll::A,йедзаг ,пяшксе
689,leer::A,афтид,шава
690,offen::A,гом,панжада
691,offen::A,гом,виде
692,geschlossen::A,æхгæд,пякстаф
693,geschlossen::A,æхгæд,сёлгф
694,sauber::A,сыгъдæг,ару
695,schmutzig::A,чъиллон,рда́зу
696,schmutzig::A,чъиллон,пя́ндра
697,roh::A,хом,верок
698,reif::A,рӕгъӕд,ке́нерьф
699,lecker::A,хӕрзад,танцти
700,süß::A,адджын,ламбама
701,bitter::A,судзаг,сяпи
702,sauer::A,туаг,шапама
703,hell::A,рухс,валда
704,dunkel::A,талынг,шобда
705,schwarz::A,сау,равжа
706,weiß::A,урс,акша
707,rot::A,сырх,якстерь
708,gelb::A,бур,тюжя́
709,blau::A,цъӕх,сенем
710,grün::A,цъӕх,пиже
711,grün::A,цъӕх,сянгяря
712,grün::A,кӕрдӕгхуыз,пиже
713,grün::A,кӕрдӕгхуыз,сянгяря
714,grau::A,цъӕх,уле
715,grau::A,фӕныкхуыз,уле
716,bunt::A,хъулон,сёрмав
717,bunt::A,гæрæм,сёрмав
718,billig::A,аслам,у́цез
719,billig::A,аслам,аф пи́тни
720,teuer::A,зынаргъ,пи́тни
721,wertvoll::A,зынаргъ,питни
722,blind::A,куырм,сокор
723,taub::A,къуырма,пярав
724,kräftig::A,домбай,пяк вии
725,kräftig::A,тыхджын,пяк вии
726,stark::A,тыхджын,вии
727,schwach::A,ӕнӕбон,лафча
728,fett::A,нард,куя́
729,schlank::A,гуырвидыц,виде ронга
730,schlank::A,хæрзконд,виде ронга
731,schlank::A,рæхснæг,виде ронга
732,schlank::A,сагамад,виде ронга
733,hübsch::A,аив,мазы
