,Concept_ID,fr,mhr
215,Saat::N,semence,нӧ́шмӧ
216,Saat::N,semence,туш
217,Korn::N,grain,шу́рно
218,Heu::N,foin,шу́до
219,Schale::N,pelure,шӱм
220,Grube::N,fosse,выне́м
221,Falle::N,piège,лӧ́дӧ
222,Schlinge::N,lacs,о́птыш
223,Schlinge::N,lacs,шӧрга́лтыш
224,Spur::N,trace,кыша́
225,Asche::N,cendre,ло́мыж
226,Dreck::N,crotte,лавыра́
227,Eisen::N,fer,кӱ́ртньӧ
228,Gold::N,or,шӧ́ртньӧ
229,Silber::N,argent,ший
230,Kohle::N,charbon,мландышӱ́й
231,Glas::N,verre,янда́
232,Lehm::N,glaise,шун
233,Sand::N,sable,ошма́
234,Mensch::N,homme,еҥ
235,Mensch::N,homme,айде́ме
236,Mann::N,homme,пӧръе́ҥ
237,Frau::N,femme,ӱдырама́ш
238,Kind::N,enfant,аза́
239,Junge::N,garçon,рве́зе
240,Mädchen::N,fille,ӱдыра́ш
241,Mädchen::N,jeune fille,ӱдыра́ш
242,Familie::N,famille,еш
243,Großvater::N,grand-père,коча́
244,Großmutter::N,grand-mère,кова́
245,Eltern::N,parents,ача́-ава́
246,Vater::N,père,ача́
247,Mutter::N,mère,ава́
248,Sohn::N,fils,э́рге
249,Tochter::N,fille,ӱ́дыр
250,Bruder::N,frère,иза́
251,Bruder::N,frère,шо́льо
252,Schwester::N,sœur,ака́
253,Onkel::N,oncle,иза́
254,Tante::N,tante,кока́
255,Ehemann::N,mari,мари́й
256,Ehemann::N,époux,мари́й
257,Ehefrau::N,femme,ва́те
258,Ehefrau::N,épouse,ва́те
259,Freude::N,joie,куа́н
260,Freude::N,joie,куаныма́ш
261,Freude::N,plaisir,куа́н
262,Freude::N,plaisir,куаныма́ш
263,Gelächter::N,rires,во́штылтыш
264,Glück::N,bonheur,пиа́л
265,Kummer::N,peine,о́йго
266,Kummer::N,chagrin,о́йго
267,Wunsch::N,désir,ку́мыл
268,Lust::N,envie,ку́мыл
269,Geist::N,esprit,ӧрт
270,Geist::N,esprit,чон
271,Gedanke::N,idée,ой
272,Gedanke::N,idée,шоныма́ш
273,Gedanke::N,pensée,ой
274,Gedanke::N,pensée,шоныма́ш
275,Gedächtnis::N,mémoire,шарныма́ш
276,Verstand::N,raison,уш
277,Sinn::N,sens,смысл
278,Grund::N,cause,ама́л
279,Grund::N,raison,ама́л
280,Wahrheit::N,vérité,чын
281,Gespräch::N,conversation,мутланыма́ш
282,Märchen::N,conte,йома́к
283,Märchen::N,conte de fées,йома́к
284,Erzählung::N,conte,ойлыма́ш
285,Erzählung::N,narration,ойлыма́ш
286,Nachricht::N,message,увертарыма́ш
287,Neuigkeit::N,nouvelle,уве́р
288,Name::N,nom,лӱм
289,Rätsel::N,énigme,ту́што
290,Rätsel::N,devinette,ту́што
291,Rede::N,parole,ойлыма́ш
292,Rede::N,discours,ойлыма́ш
293,Sprache::N,langue,йы́лме
294,Sprache::N,langage,йы́лме
295,Stimme::N,voix,йӱк
296,Wort::N,mot,ой
297,Wort::N,mot,мут
298,Zeichen::N,signe,ти́ште
299,Zeichen::N,signe,знак
300,Ruf::N,cri,ӱжма́ш
301,Ruf::N,appel,ӱжма́ш
302,Lärm::N,bruit,лӱшкыма́ш
303,Lärm::N,bruit,йӱк-йӱа́н
304,Laut::N,son,йӱк
305,Ton::N,ton,йӱксе́м
306,Lied::N,chant,му́ро
307,Lied::N,chanson,му́ро
308,Ruhe::N,calme,ты́мык
309,Ruhe::N,tranquillité,ты́мык
310,Leute::N,gens,еҥ-влак
311,Volk::N,peuple,ка́лык
312,Arbeit::N,travail,паша́
313,Gast::N,hôte,уна́
314,Gast::N,invité,уна́
315,Geschenk::N,cadeau,пӧле́к
316,Geschenk::N,présent,пӧле́к
317,Spiel::N,jeu,мо́дыш
318,Spiel::N,jeu,модма́ш
319,Gesellschaft::N,compagnie,тӱшка́
320,Hilfe::N,aide,по́лыш
321,Hilfe::N,secours,по́лыш
322,Freund::N,ami,таҥ
323,Freund::N,ami,йолта́ш
324,Kamerad::N,copain,таҥ
325,Kamerad::N,camarade,таҥ
326,Angelegenheit::N,affaire,паша́
327,Anzahl::N,nombre,чот
328,Art::N,sorte,вид
329,Art::N,espèce,вид
330,Stück::N,morceau,ка́тыш
331,Stück::N,morceau,ла́стык
332,Teil::N,part,ужа́ш
333,Teil::N,partie,ужа́ш
334,Hälfte::N,moitié,пел
335,Hälfte::N,moitié,пе́ле
336,Kreis::N,cercle,ты́ртыш
337,Kreuz::N,croix,ыре́с
338,Linie::N,ligne,ли́ний
339,Strich::N,trait,коре́ш
340,Abstand::N,écart,кокла́
341,Entfernung::N,distance,тора́
342,Entfernung::N,distance,ку́жыт
343,Gegend::N,région,кунде́м
344,Gegend::N,contrée,кунде́м
345,Platz::N,place,ку́мдык
346,Ort::N,lieu,вер
347,Ort::N,lieu,о́лмо
348,Ort::N,endroit,вер
349,Ort::N,endroit,о́лмо
350,Seite::N,côté,ӧ́рдыж
351,Mitte::N,milieu,покше́л
352,Gegenstand::N,objet,наста́
353,Sache::N,chose,наста́
354,Rand::N,bord,тӱр
355,Kante::N,arête,тӱр
356,Ecke::N,coin,лук
357,Ecke::N,tournant,лук
358,Spitze::N,cime,вуй
359,Spitze::N,pointe,вуй
360,Ende::N,bout,муча́ш
361,Loch::N,trou,рож
362,Winkel::N,coin,лук
363,Winkel::N,réduit,лук
364,Muster::N,dessin,пеза́к
365,Muster::N,dessin,узо́р
366,Muster::N,dessin,ӱ́лгӧ
367,Größe::N,grandeur,кӱ́кшыт
368,Länge::N,longueur,ку́тыш
369,Höhe::N,hauteur,кӱ́кшыт
370,Höhe::N,altitude,кӱ́кшыт
371,Gewicht::N,poids,не́лыт
372,Menge::N,quantité,чот
373,Haufen::N,tas,кы́шыл
374,Reihe::N,file,рада́м
375,Reihe::N,rangée,рада́м
376,Boot::N,canot,пуш
377,Boot::N,bateau,пуш
378,Ruder::N,rame,эшка́к
379,Ruder::N,aviron,эшка́к
380,Schlitten::N,traîneau,тер
381,Schlitten::N,traîneau,изде́р
382,Ski::N,ski,е́че
383,Lagerfeuer::N,feu de camp,туло́то
384,Last::N,charge,нӧ́лтыш
385,Last::N,fardeau,нӧ́лтыш
386,Gang::N,tour,ошкылма́ш
387,Gang::N,marche,ошкылма́ш
388,Schritt::N,pas,о́шкыл
389,Norden::N,nord,йӱдйыма́л
390,Süden::N,sud,кечывалве́л
391,Westen::N,ouest,касве́л
392,Westen::N,occident,касве́л
393,Osten::N,est,эрве́л
394,Osten::N,orient,эрве́л
395,Holz::N,bois,пу
396,Brett::N,planche,оҥа́
397,Platte::N,plaque,аста́р
398,Stütze::N,appui,чара́к
399,Stütze::N,soutien,чара́к
400,Stange::N,barre,лома́ш
401,Stange::N,perche,лома́ш
402,Stock::N,canne,тоя́
403,Stab::N,bâton,вара́
404,Stab::N,bâton,кашта́
405,Rohr::N,tube,пуч
406,Rohr::N,tuyau,пуч
407,Haus::N,maison,пӧрт
408,Heim::N,maison,мӧ́ҥгӧ
409,Ofen::N,poêle,комака́
410,Fußboden::N,plancher,кӱва́р
411,Tisch::N,table,ӱсте́л
412,Stuhl::N,chaise,пӱке́н
413,Wiege::N,berceau,шепка́
414,Bett::N,lit,ва́кшыш
415,Regal::N,étagère,шӧ́рлык
416,Kiste::N,caisse,шо́ндык
417,Kiste::N,caisse,я́шлык
418,Fenster::N,fenêtre,окна́
419,Tür::N,porte,омса́
420,Tor::N,porte,капка́
421,Tor::N,portail,капка́
422,Zaun::N,clôture,сава́р
423,Dach::N,toit,леве́дыш
424,Leiter::N,échelle,тошка́лтыш
425,Besen::N,balai,ӱштерво́штыр
426,Spaten::N,bêche,ко́льмо
427,Schaufel::N,pelle,сово́к
428,Schaufel::N,pelle,су́ско
429,Gabel::N,fourchette,ви́лке
430,Löffel::N,cuiller,па́не
431,Löffel::N,cuiller,совла́
432,Messer::N,couteau,кӱ́зӧ
433,Nagel::N,clou,пуда́
434,Netz::N,filet,вапш
435,Haken::N,croc,са́гыле
436,Haken::N,crochet,са́гыле
437,Griff::N,prise,кыл
438,Griff::N,manche,кыл
439,Schloss::N,serrure,кӧгӧ́н
440,Bild::N,image,сӱре́т
441,Bild::N,tableau,сӱре́т
442,Figur::N,figure,фигу́р
443,Puppe::N,poupée,курча́к
444,Beutel::N,sac,меша́к
445,Beutel::N,petit sac,меша́к
446,Bündel::N,paquet,арша́ш
447,Bündel::N,faisceau,арша́ш
448,Tasche::N,sac,сумка́
449,Eimer::N,seau,ведра́
450,Deckel::N,couvercle,ко́мдыш
451,Geschirr::N,vaisselle,а́те
452,Sack::N,sac,куль
453,Sack::N,sac,меша́к
454,Tasse::N,tasse,чу́кыр
455,Tasse::N,tasse,чашка́
456,Topf::N,pot,ми́ске
457,Topf::N,marmite,ми́ске
458,Kessel::N,chaudron,под
459,Essen::N,repas,ко́чкыш
460,Essen::N,manger,ко́чкыш
461,Nahrung::N,nourriture,ку́рго
462,Speise::N,plat,ко́чкыш
463,Fleisch::N,viande,шыл
464,Getreide::N,blé,шу́рно
465,Getreide::N,céréales,шу́рно
466,Brei::N,purée,пу́чымыш
467,Brei::N,bouillie,пу́чымыш
468,Brot::N,pain,ки́нде
469,Scheibe::N,tranche,ка́тыш
470,Fett::N,graisse,коя́
471,Butter::N,beurre,ӱй
472,Öl::N,huile,ӱй
473,Salz::N,sel,шинча́л
474,Suppe::N,soupe,шӱр
475,Suppe::N,potage,шӱр
476,Honig::N,miel,мӱй
477,Milch::N,lait,шӧр
478,Tee::N,thé,чай
479,Leder::N,cuir,сура́н
480,Leder::N,cuir,шӱ́штӧ
481,Wolle::N,laine,пун
482,Stoff::N,tissu,куэ́м
483,Stoff::N,tissu,посто́
484,Stoff::N,étoffe,куэ́м
485,Stoff::N,étoffe,посто́
486,Nadel::N,aiguille,и́ме
487,Faden::N,fil,шӱ́ртӧ
488,Knopf::N,bouton,по́лдыш
489,Knoten::N,nœud,пышке́м
490,Farbe::N,peinture,чия́
491,Kleidung::N,vêtements,чие́м
492,Kleidung::N,vêtements,вурге́м
493,Kleidung::N,habillement,чие́м
494,Kleidung::N,habillement,вурге́м
495,Hemd::N,chemise,ту́выр
496,Kragen::N,col,сога́
497,Ärmel::N,manche,шокш
498,Hose::N,pantalon,йола́ш
499,Gürtel::N,ceinture,ӱ́штӧ
500,Mütze::N,bonnet,упш
501,Mütze::N,casquette,упш
502,Schuh::N,soulier,боти́нке
503,Schuh::N,chaussure,боти́нке
504,Stiefel::N,botte,кем
505,Ring::N,bague,шерга́ш
506,Band::N,ruban,тасма́
507,Band::N,ruban,ле́нте
508,Kamm::N,peigne,шерге́
509,Spiegel::N,glace,вошто́нчыш
510,Spiegel::N,miroir,вошто́нчыш
511,Riemen::N,lanière,кӱзанӱ́штӧ
512,Riemen::N,courroie,кӱзанӱ́штӧ
513,Schnur::N,corde,кере́м
514,Schnur::N,corde,кандыра́
515,Schnur::N,ficelle,кере́м
516,Schnur::N,ficelle,кандыра́
517,Leine::N,laisse,вӱра́ҥ
518,Decke::N,couverture,леве́дыш
519,Decke::N,couverture,одея́л
520,Kissen::N,oreiller,кӱ́пчык
521,Tuch::N,drap,шо́выч
522,Tuch::N,fichu,шо́выч
523,Handtuch::N,serviette,со́лык
524,Handtuch::N,essuie-mains,со́лык
525,Kraft::N,force,вий
526,Kraft::N,force,куа́т
527,Stärke::N,vigueur,куа́т
528,Stärke::N,vigueur,карма́н
529,Gesundheit::N,santé,таза́лык
530,Krankheit::N,maladie,чер
531,Schmerz::N,douleur,ко́рштыш
532,Wunde::N,plaie,су́сыр
533,Wunde::N,blessure,су́сыр
534,Fieber::N,fièvre,йӱштыму́ж
535,Fieber::N,fièvre,лихора́дке
536,Arznei::N,remède,эм
537,Arznei::N,médecine,эм
538,Brücke::N,pont,кӱва́р
539,Brunnen::N,puits,вӱдвыне́м
540,Weide::N,pâturage,нурше́р
541,Pfad::N,sentier,йолго́рно
542,Pfad::N,sentier,сокма́к
543,Weg::N,voie,ко́рно
544,Weg::N,chemin,ко́рно
545,Straße::N,route,ко́рно
546,Dorf::N,village,ял
547,Stadt::N,cité,ола́
548,Stadt::N,ville,ола́
549,Brief::N,lettre,се́рыш
550,Buch::N,livre,книга́
551,Buchstabe::N,lettre,буква́
552,Buchstabe::N,caractère,буква́
553,Zeitung::N,journal,газе́т
554,Leben::N,vie,и́лыш
555,Tod::N,mort,колыма́ш
556,Grab::N,tombe,шӱга́р
557,Kirche::N,église,че́рке
558,Sünde::N,péché,су́лык
559,Gott::N,dieu,ю́мо
560,Arbeiter::N,ouvrier,паша́зе
561,Arbeiter::N,travailleur,паша́зе
562,Chef::N,chef,тӧра́
563,Chef::N,patron,тӧра́
564,Meister::N,maître,маста́р
565,Arzt::N,médecin,врач
566,Lehrer::N,professeur,ту́ныктышо
567,Lehrer::N,instituteur,ту́ныктышо
568,Geld::N,argent,окса́
569,Geschäft::N,affaire,сатулыма́ш
570,Geschäft::N,commerce,сатулыма́ш
571,Laden::N,magasin,ке́выт
572,Laden::N,boutique,ке́выт
573,Preis::N,prix,ак
574,Ware::N,marchandise,сату́
575,Nutzen::N,profit,пайда́
576,Reichtum::N,richesse,поя́нлык
577,Welt::N,monde,тӱня́
578,Land::N,pays,эл
579,Staat::N,État,кугыжа́ныш
580,König::N,roi,кугыжа́
581,Macht::N,pouvoir,власть
582,Macht::N,puissance,власть
583,Grenze::N,frontière,грани́ца
584,Krieg::N,guerre,сар
585,Feind::N,ennemi,тушма́н
586,Gewalt::N,violence,виешлыма́ш
587,Kampf::N,lutte,кредалма́ш
588,Kampf::N,combat,кредалма́ш
589,Bogen[Waffe]::N,arc,юҥе́ж
590,Pfeil::N,flèche,пикш
591,Gewehr::N,fusil,пыча́л
592,Fehler::N,faute,йо́ҥылыш
593,Fehler::N,erreur,йо́ҥылыш
594,Lüge::N,mensonge,шоя́к
595,Schaden::N,dégât,зия́н
596,Schaden::N,dommage,зия́н
597,Unglück::N,malheur,эҥге́к
598,Schuld::N,faute,тита́к
599,Schuld::N,faute,йола́
600,Schuld::N,culpabilité,тита́к
601,Schuld::N,culpabilité,йола́
602,Alter::N,âge,ийго́т
603,Schluss::N,fin,муча́ш
604,Zeit::N,temps,жап
605,Zeit::N,temps,па́гыт
606,Tag::N,jour,ке́че
607,Tag::N,journée,ке́че
608,Morgen::N,matin,эр
609,Morgen::N,matinée,эр
610,Mittag::N,midi,кечыва́л
611,Abend::N,soir,кас
612,Abend::N,soirée,кас
613,Nacht::N,nuit,йӱд
614,Woche::N,semaine,арня́
615,Monat::N,mois,ты́лзе
616,Jahr::N,an,ий
617,Jahr::N,année,ий
618,Frühling::N,printemps,шо́шо
619,Sommer::N,été,кеҥе́ж
620,Herbst::N,automne,шы́же
621,Winter::N,hiver,те́ле
622,Januar::N,janvier,шоркыйол
623,Januar::N,janvier,идалыкву́й
624,Januar::N,janvier,янва́рь
625,Februar::N,février,пургыж
626,Februar::N,février,февра́ль
627,März::N,mars,ӱярня
628,März::N,mars,март
629,April::N,avril,апре́ль
630,Mai::N,mai,ага
631,Mai::N,mai,май
632,Juni::N,juin,пеледыш
633,Juni::N,juin,ию́нь
634,Juli::N,juillet,сӱрем
635,Juli::N,juillet,ию́ль
636,August::N,août,сорла
637,August::N,août,агарма́н
638,August::N,août,а́вгуст
639,September::N,septembre,идым
640,September::N,septembre,сентя́брь
641,Oktober::N,octobre,шыжа
642,Oktober::N,octobre,октя́брь
643,November::N,novembre,кылме тылзе
644,November::N,novembre,ноя́брь
645,Dezember::N,décembre,дека́брь
646,Montag::N,lundi,шо́чмо
647,Dienstag::N,mardi,ку́шкыжмо
648,Mittwoch::N,mercredi,вӱрге́че
649,Donnerstag::N,jeudi,изарня́
650,Freitag::N,vendredi,кугарня́
651,Samstag::N,samedi,шуматке́че
652,Sonntag::N,dimanche,рушарня́
653,groß::A,grand,кугу́
654,klein::A,petit,изи́
655,lang::A,long,кужу́
656,kurz::A,court,кӱ́чык
657,breit::A,large,кумда́
658,schmal::A,étroit,а́ҥысыр
659,dicht::A,dense,ну́гыдо
660,dick[Gegenstand]::A,épais,кӱ́жгӧ
661,dünn::A,mince,ви́чкыж
662,fein::A,fin,ты́гыде
663,fein::A,menu,ты́гыде
664,fest::A,ferme,чо́ткыдо
665,fest::A,solide,чо́ткыдо
666,flach::A,plat,лапка́
667,glatt::A,poli,яклака́
668,glatt::A,lisse,яклака́
669,hart::A,dur,пе́ҥгыде
670,weich::A,mou,пу́шкыдо
671,rund::A,rond,йырге́шке
672,spitz::A,aigu,коша́р
673,spitz::A,pointu,коша́р
674,scharf::A,tranchant,пӱ́сӧ
675,stumpf::A,mousse,токма́к
676,stumpf::A,émoussé,токма́к
677,schwer::A,lourd,не́ле
678,schwer::A,pesant,не́ле
679,schön::A,beau,сы́лне
680,heiß::A,chaud,шо́кшо
681,heiß::A,très chaud,шо́кшо
682,warm::A,chaud,ле́ве
683,kalt::A,froid,йӱ́штӧ
684,kühl::A,frais,юа́лге
685,kühl::A,frais,южгата́
686,frisch::A,frais,свежа́
687,feucht::A,humide,вӱ́дыжгӧ
688,nass::A,mouillé,нӧ́рӧ
689,trocken::A,sec,ку́кшо
690,voll::A,plein,тич
691,voll::A,rempli,тич
692,leer::A,vide,яра́
693,offen::A,ouvert,виш
694,geschlossen::A,clos,пе́тырыме
695,geschlossen::A,clos,тӱ́чмӧ
696,geschlossen::A,fermé,пе́тырыме
697,geschlossen::A,fermé,тӱ́чмӧ
698,sauber::A,net,ару́
699,sauber::A,net,янда́р
700,sauber::A,propre,ару́
701,sauber::A,propre,янда́р
702,schmutzig::A,sale,лавыра́н
703,schmutzig::A,sale,ла́выргыше
704,schmutzig::A,crasseux,лавыра́н
705,schmutzig::A,crasseux,ла́выргыше
706,roh::A,cru,кӱ́чымӧ
707,roh::A,brut,кӱ́чымӧ
708,reif::A,mûr,лӧза́
709,lecker::A,délicieux,ту́тло
710,lecker::A,appétissant,ту́тло
711,süß::A,doux,ше́ре
712,bitter::A,amer,ко́чо
713,sauer::A,aigre,шо́по
714,hell::A,clair,во́лгыдо
715,dunkel::A,sombre,пычке́мыш
716,schwarz::A,noir,шола́
717,weiß::A,blanc,ош
718,rot::A,rouge,йошка́р
719,gelb::A,jaune,сар
720,blau::A,bleu,ка́нде
721,grün::A,vert,ужа́р
722,grau::A,gris,сур
723,bunt::A,multicolore,олача́
724,billig::A,bon marché,шу́лдо
725,teuer::A,cher,ше́рге
726,wertvoll::A,précieux,шергака́н
727,blind::A,aveugle,со́кыр
728,taub::A,sourd,соҥгыра́
729,kräftig::A,fort,куа́тле
730,kräftig::A,vigoureux,куа́тле
731,stark::A,fort,вия́н
732,stark::A,puissant,вия́н
733,schwach::A,faible,а́лдыме
734,fett::A,gras,коя́
735,schlank::A,svelte,йоштката́
736,schlank::A,svelte,яжу́
737,hübsch::A,joli,чеве́р
738,böse::A,mauvais,шы́де
739,dumm::A,sot,аҥыра́
740,dumm::A,bête,аҥыра́
741,faul::A,fainéant,його
742,faul::A,paresseux,його
743,fleißig::A,appliqué,ты́ршыше
744,geizig::A,avare,чаҥга́
745,klug::A,intelligent,уша́н
746,geschickt::A,habile,уста́
747,lieb::A,cher,ала́л
748,lieb::A,gentil,ала́л
749,lustig::A,gai,весела́
750,lustig::A,joyeux,весела́
751,sanft::A,doux,ны́жылге
752,hungrig::A,affamé,шу́жышо
753,krank::A,malade,че́рле
754,nackt::A,nu,чарама́т
755,traurig::A,triste,ойга́н
756,lebendig::A,vivant,и́лыше
757,gut::A,bon,сай
758,schlecht::A,mauvais,уда́
759,schlecht::A,mauvais,шӱ́кшӧ
760,richtig::A,juste,чы́нле
761,richtig::A,correct,чы́нле
