,Concept_ID,ba,kn
543,frisch::A,һалҡынса,ನಿರ್ಮಲ
544,feucht::A,еүеш,ಒದ್ದೆಯಾದ
545,feucht::A,дымлы,ಒದ್ದೆಯಾದ
546,nass::A,еүеш,ಒದ್ದೆಯಾದ
547,trocken::A,кипкән,ಶುಷ್ಕ
548,voll::A,тулы,ತುಂಬಿದ
549,leer::A,буш,ಖಾಲಿ
550,offen::A,асыҡ,ಮುಚ್ಚಲ್ಲದ
551,geschlossen::A,ябыҡ,ಮುಚ್ಚಿದ
552,sauber::A,таҙа,ಶುದ್ಧ
553,schmutzig::A,бысраҡ,ಅಶುದ್ಧ
554,roh::A,сей,ಹಸಿ
555,reif::A,өлгөрғән,ಹಣ್ಣಾದ
556,lecker::A,тәмле,ಗುಚಿಕರ
557,süß::A,тямле,ಸಿಹಿ
558,süß::A,тәм-том,ಸಿಹಿ
559,bitter::A,әсе,ಕಹಿ
560,sauer::A,әсе,ಹುಳಿಯಾದ
561,hell::A,яҡты,ಹೊಳೆಯುವ
562,dunkel::A,ҡараңғы,ಮಬ್ಬಾದ
563,schwarz::A,ҡара,ಕಪ್ಪು
564,weiß::A,аҡ,ಬಿಳಿಯ
565,rot::A,матур,ಕೆಂಪು
566,rot::A,һылыу,ಕೆಂಪು
567,rot::A,сибәр,ಕೆಂಪು
568,gelb::A,һары,ಹಳದಯ
569,blau::A,күк,ನೀಲ
570,grün::A,йәшел,ಕಾಯಾದ
571,grau::A,буҙ,ಬೂದುಬಣ್ಣದ
572,bunt::A,сыбар,ವರ್ಣರಂಜಿತ
573,bunt::A,ала-ҡола,ವರ್ಣರಂಜಿತ
574,billig::A,арзан,ಅಗ್ಗ
575,teuer::A,ҡыйбатлы,ದುಬಾರಿಯಾದ
576,wertvoll::A,ҡиммәтле,ಅಮೂಲ್ಯ
577,blind::A,һуҡыр,ಅಂಧ
578,taub::A,һаңғырау,ಕಿವುಡಾದ
579,kräftig::A,көслө,ಪ್ರಬಲ
580,kräftig::A,ҡеүәтле,ಪ್ರಬಲ
581,stark::A,көслө,ಶಕ್ತಿವಂತ
582,stark::A,ҡеүәтле,ಶಕ್ತಿವಂತ
583,schwach::A,көсһөҙ,ದುರ್ಬಲ
584,fett::A,һимеҙ,ಕೊಬ್ಬಿದ
585,schlank::A,зифа,ತೆಳ್ಳಗಿನ
586,hübsch::A,матур,ಅಂದವಾದ
587,böse::A,асыулы,ಕೆಟ್ಟ
588,dumm::A,иҫәр,ಮಂದ
589,faul::A,иренсәк,ಆಲಸ
590,fleißig::A,тырыш,ಕಡಗುವ
591,geizig::A,һаран,ಜುಗ್ಗ
592,klug::A,аҡыллы,ಚತುರ
593,geschickt::A,оҫта,ದಕ್ಷ
594,lieb::A,яғымлы,ಪ್ರಿಯ
595,lustig::A,күңелле,ಖುಷಿಯಾದ
596,sanft::A,йыуаш,ಸೌಮ್ಯ
597,hungrig::A,ас,ಹಸಿದ
598,krank::A,сирле,ಅಸ್ವಸ್ಥ
599,krank::A,ауырыу,ಅಸ್ವಸ್ಥ
600,nackt::A,яланғас,ನಗ್ನ
601,traurig::A,яманһыу,ದುಃಖಿತ
602,lebendig::A,тере,ಜೀವಂತ
603,lebendig::A,йәнле,ಜೀವಂತ
604,gut::A,яҡшы,ಒಳ್ಳೆಯ
605,schlecht::A,хөрт,ದುಷ್ಟ
606,schlecht::A,алама,ದುಷ್ಟ
607,richtig::A,дөрөҫ,ಸರಿ
608,schlimm::A,хөрт,ಅಸಹ್ಯ
609,schlimm::A,алама,ಅಸಹ್ಯ
610,wahr::A,дөрөҫ,ನಿಜ
611,alt::A,иҫке,ಮುದಿ
612,alt::A,боронғо,ಮುದಿ
613,neu::A,яңы,ಹೊಸ
614,ehemalig::A,элекке,ಮಾಜೀ
615,alt[Lebewesen]::A,ҡарт,ವೃದ್ಧ
616,jung::A,йәш,ಎಳ
617,arm::A,фәҡир,ಬಡ
618,reich::A,бай,ಶ್ರೀಮಂತ
619,bekannt::A,таныш,ಅಪ್ತ
620,berühmt::A,атаҡлы,ಪ್ರಸಿದ್ಧ
621,berühmt::A,данлыҡлы,ಪ್ರಸಿದ್ಧ
622,fremd::A,ят,ಪರಕೀಯ
623,fremd::A,сит,ಪರಕೀಯ
624,verschieden::A,төрлө,ಬೇರೆ
625,nah::A,яҡын,ಹತ್ತಿರವಾದ
626,fern::A,алыҫ,ದೂರದ
627,fern::A,йыраҡ,ದೂರದ
628,linker::A,һул,ಎಡ
629,rechter::A,уң,ಬಲ
630,anderer::A,бутән,ಇತರ
631,erster::A,тәүге,ಪ್ರಥಮ
632,zweiter::A,икенсе,ದ್ವಿತೀಯ
633,dritter::A,өсөнсө,ಮೂರನೆಯಜಗತ್ತು
634,letzter::A,һуңғы,ಅಂತ್ಯ
635,allein::ADV,бер үҙе,ಒಬ್ಬನೇ
636,allein::ADV,яңғыҙ,ಒಬ್ಬನೇ
637,auf einmal::ADV,бер юлы,ಒಡನೆ
638,zusammen::ADV,бергә,ಒಟ್ಟಿಗೆ
639,lange::ADV,оҙаҡ,ದೀರ್ಘ
640,plötzlich::ADV,ҡапыл,ಅನಾಮತ್ತು
641,sofort::ADV,шунда уҡ,ಜಾಗ್ರತೆ
642,später::ADV,һуңыраҡ,ತರುವಾಯ
643,jetzt::ADV,хәҙер,ಈಗ
644,heute::ADV,бөгөн,ಇಂದು
645,morgen::ADV,иртәгә,ನಾಳೆ
646,bald::ADV,тиҙҙән,ಬೇಗ
647,dann::ADV,һуңынан,ಆಗ
648,gestern::ADV,кисә,ನಿನ್ನೆ
649,einst::ADV,ҡасандыр,ಪೂರ್ವದಲ್ಲಿ
650,einst::ADV,бер баҡыт,ಪೂರ್ವದಲ್ಲಿ
651,damals::ADV,ул саҡта,ಆಗ
652,danach::ADV,һуңынан,ಆಮೇಲೆ
653,vorher::ADV,элек,ಮುಂಚೆ
654,zuerst::ADV,башта,ಮೊದಲಿಗೆ
655,einmal::ADV,бер,ಒಮ್ಮೆ
656,manchmal::ADV,ҡайһы берҙә,ಆಗಾಗ
657,oft::ADV,йыш,ಅನೇಕಸಲ
658,immer::ADV,һәр ҡасан,ಯಾವಾಗಲೂ
659,niemals::ADV,бер ҡасан да,ಯಾವಾಗಲೂ ಇಲ್ಲ
660,niemals::ADV,бер ваҡытта ла,ಯಾವಾಗಲೂ ಇಲ್ಲ
661,hier::ADV,бында,ಇಲ್ಲಿ
662,hierhin::ADV,бында,ಇತ್ತ
663,von hier::ADV,бынан,ಇಲ್ಲಿಂದ
664,von hier::ADV,ошонан,ಇಲ್ಲಿಂದ
665,dort::ADV,шунда,ಅಲ್ಲಿ
666,dort::ADV,тегендә,ಅಲ್ಲಿ
667,dorthin::ADV,шунда,ಅಲ್ಲಿಗೆ
668,dorthin::ADV,тегеләй,ಅಲ್ಲಿಗೆ
669,geradeaus::ADV,тура,ಸೀದಾ
670,vorwärts::ADV,алға,ಮುನ್ನೆಡೆವ
671,rückwärts::ADV,кирегә,ಹಿಂದುಗಡೆಗೆ
672,zurück::ADV,кирегә,ಹಿಂದಕ್ಕೆ
673,unten::ADV,түбәндә,ಕೆಳಗೆ
674,hinab::ADV,түбәнгә,ಕೆಳಕ್ಕೆ
675,oben::ADV,юғарыла,ಮೇಲೆ
676,hinauf::ADV,юғарыға,ಮೇಲಕ್ಕೆ
677,überall::ADV,бөтә урында,ಎಲ್ಲಸ್ಥಳಗಳು
678,nicht::ADV,тугел,ಇಲ್ಲ
679,nicht::ADV,тугел,ಅಲ್ಲ
680,ein wenig::ADV,аҙ,ತುಸು
681,kaum::ADV,көскә,ಕಠಿನವಾಗಿ
682,kaum::ADV,саҡ-саҡ,ಕಠಿನವಾಗಿ
683,sehr::ADV,ифат,ಬಹು
684,so::ADV,шулай,ಅಷ್ಟು
685,noch::ADV,йәнә,ಇನ್ನು
686,nur::ADV,бары,ಕೇವಲ
687,schon::ADV,инде,ಆಗಲೇ
688,wieder::ADV,тағы,ಪುನಃ
689,vergebens::ADV,бушҡа,ನಿಷ್ಫಲವಾಗಿ
690,vor::PRP,алдында,ಮುಂದೆ
691,hinter::PRP,артында,ಹಿಂದ
692,unter::PRP,аҫтында,ಕೆಳ
693,durch::PRP,үтә,ನೇರವಾಗಿ
694,neben::PRP,эргәһендә,ಅಧರ ಬಲಿಕ
695,zwischen::PRP,араһында,ನಡುವೆ
696,wegen::PRP,өсөн,ಅಧಕ್ಕಗಿ
697,wegen::PRP,сәбәпле,ಅಧಕ್ಕಗಿ
698,dies::PRN,был,ಈ
699,dies::PRN,ошо,ಈ
700,das::PRN,ул,ಅದು
701,alles::PRN,бөтә,ಎಲ್ಲ
702,ich::PRN,мин,ನಾನು
703,du::PRN,һин,ನೀನು
704,er::PRN,ул,ಅವನು
705,er::PRN,ул,ಇವನು
706,wir::PRN,беҙ,ನಾವು
707,ihr::PRN,һеҙ,ನೀವು
708,sie::PRN,улар,ಅವರು
709,was::FPRN,ә,ಏನು
710,was::FPRN,ни,ಏನು
711,was::FPRN,нәмә,ಏನು
712,wer::FPRN,ҡем,ಯಾರಿಗೆ
713,wo::FADV,ҡайҙа,ಎಲ್ಲಿ
714,wohin::FADV,ҡайҙа,ಎಲ್ಲಿಗೆ
715,wie::FADV,инидәй,ಹೇಗೆ
716,warum::FADV,ин өсөн,ಏಕೆ
717,wieviel::FNUM,күпме,ಎಷ್ಟು
718,eins::NUM,бер,ಒಂದು
719,zwei::NUM,ике,ಎರಡು
720,zwei::NUM,икәү,ಎರಡು
721,drei::NUM,өс,ಮೂರು
722,vier::NUM,дүрт,ನಾಲ್ಕು
723,fünf::NUM,биш,ಅಯ್ದು
724,sechs::NUM,алты,ಆರು
725,sieben::NUM,ете,ಏಳು
726,acht::NUM,һигеҙ,ಎಂಟು
727,neun::NUM,туғыҙ,ಒಂಭಬತ್ತು
728,zehn::NUM,ун,ಹತ್ತು
729,elf::NUM,ун бер,ಹನ್ನೊಂದು
730,zwölf::NUM,ун ике,ಹನ್ನೆರಡು
731,zwanzig::NUM,егерме,ಇಪ್ಪತ್ತು
732,dreißig::NUM,утыҙ,ಮೂವತ್ತು
733,vierzig::NUM,ҡырҡ,ನಲವತ್ತು
734,fünfzig::NUM,илле,ಐವತ್ತು
735,sechzig::NUM,алтмыш,ಅರುವತ್ತು
736,siebzig::NUM,етмеш,ಎಪ್ಪತ್ತು
737,achtzig::NUM,һикһән,ಎಂಬತ್ತು
738,neunzig::NUM,туҡһан,ತೊಂಬತ್ತು
739,hundert::NUM,йөҙ,ನೂರು
740,tausend::NUM,мең,ಸಾವಿರ
741,und::CNJ,да,ಮತ್ತು
742,oder::CNJ,йәки,ಅಥವಾ
743,stehen::V,тороу,ನಿಲ್ಲು
744,sitzen::V,ултырыу,ಕುಳ್ಳಿರು
745,liegen::V,ятыу,ಮಲಗಿಕೊ
746,hängen::V,аҫылынып тороу,ಇಳಿಯಬಿಡು
747,werden::V,булыу,ಆಗು
748,passieren::V,булыу,ಆಗು
749,beginnen::V,башлау,ಆರಂಭಿಸು
750,enden::V,бөтөү,ಕೊನೆಗಾಣು
751,enden::V,тамамланыү,ಕೊನೆಗಾಣು
752,wechseln::V,үҙгәреү,ಮಾರ್ಪಡಿಸು
753,aufgehen[Sonne]::V,ҡалҡыу,ಮೂಡು
754,untergehen[Sonne]::V,байыу,ಮುಳುಗು
755,scheinen[Sonne]::V,яҡтыртып тороу,ಹೊಳೆ
756,donnern::V,күкрәү,ಗುಡುಗಾಗು
757,wehen::V,иҫеү,ತೀಡು
758,strömen::V,ташыу,ಹರಿ
759,fließen::V,ағыу,ಹರಿ
760,sich drehen::V,әйләнеү,ಸುತ್ತು
761,schwanken::V,тирбәлеү,ಓಲಾಡು
762,schwingen::V,бәүетеү,ತೂಗು
763,fallen::V,йығылыу,ಉದುರು
764,brennen::V,яныу,ಉರಿ
765,rauchen::V,төтәү,ಹೊಗೆಬಿಡು
766,regnen::V,ямғыр яуа,ಸುರಿ
767,gefrieren::V,туңыү,ಹೆಪ್ಪುಗಟ್ಟು
768,tauen::V,иреү,ಬೆಚ್ಚಗಾಗು
769,schmelzen::V,иреү,ಕರಗು
770,trocknen::V,кибеү,ಒಣಗು
771,sieden::V,ҡайнау,ಕುದಿ
772,faulen::V,сереу,ಕೊಳೆ
773,verfaulen::V,сереу,ನಶಿಸು
774,reißen::V,өҙөү,ಒಡೆ
775,reißen::V,йыртылыу,ಒಡೆ
776,versinken::V,батыу,ಮುಳುಗು
777,vergehen::V,үтеү,ಸಾಗು
778,erscheinen::V,килеп сығыу,ತೋರು
779,verschwinden::V,юғалыу,ಮಾಯವಾಗು
780,sinken::V,түбәнәйеү,ಕುಸಿ
781,abnehmen::V,кәметеү,ತಗ್ಗು
782,zunehmen::V,артыу,ಬೆಳೆ
783,steigen::V,күтәрелеү,ಉಬ್ಬು
784,wachsen::V,үҫеү,ಬೆಳೆ
785,glänzen::V,ялтырау,ಮಿರುಗು
786,funkeln::V,баҙлау,ಮಿನುಗು
787,lärmen::V,шаулау,ಶಬ್ದ ಮಾಡಲು
788,läuten::V,ҡағыу,ಬಾರಿಸು
789,klingeln::V,ҡағыу,ಅನುರಣಿಸು
790,klingeln::V,шылтыратыу,ಅನುರಣಿಸು
791,klirren::V,шылтыратыу,ಕಿಣಿಕಿಣಿಸು
792,brausen::V,ҡотороноу,ಅಬ್ಬರಿಸು
793,rauschen::V,шыптырлау,ಮರ್ಮರಗುಟ್ಟಿಸು
794,klingen::V,яңғырау,ಉಸಿರು
795,bellen::V,өрөү,ಬಗುಳು
796,heulen::V,олоу,ಅರಚು
797,blasen::V,өрөү,ಗಾಳಿ ಊದು
798,pfeifen::V,һызғырып ебәреү,ಸಿಳ್ಳೆಯೂದು
799,schreien::V,ҡысҡырыу,ಕರೆ
800,stöhnen::V,уңғырашыу,ನರಳು
801,zittern::V,ҡалтырау,ನಡುಗು
802,leben::V,йәшәү,ಇರು
803,geboren werden::V,тыуыу,ಉಂಟಾಗು
804,atmen::V,тын алыү,ಉಸಿರು
805,trinken::V,эсеү,ಕುಡಿ
806,essen::V,ашау,ತಿನ್ನು
807,schlucken::V,йотоу,ನುಂಗು
808,müde werden::V,арыу,ಬಳಲು
809,einschlafen::V,йоҡлап китеү,ನಿದ್ಧೆಹೋಗು
810,schlafen::V,йоҡлау,ನಿದ್ರಿಸು
811,aufwachen::V,уяныу,ಏಳು
812,aufstehen::V,тороу,ಏಳು
813,sich erholen::V,ял итеү,ಸುಧಾರಿಸು
814,krank werden::V,сирләү,ಬೇನೆಬೀಳು
815,krank sein::V,сирләү,ಕೆಟ್ಟ ಎಂದು
816,schmerzen::V,ауыртыу,ಕಚ್ಚು
817,husten::V,йүтәлләү,ಕೆಮ್ಮು
818,genesen::V,һауығыу,ಮತ್ತೆಹೊದಿಸು
819,sterben::V,үлеү,ಮೃತಪಡು
820,umkommen::V,һәләк булыу,ಹಾಳಾಗು
821,sich bewegen::V,хәрәкәт итеү,ಚಲಿಸು
822,sich rühren::V,ҡуҙғалыу,ಕದಲು
823,sich erheben::V,тороу,ಏಳು
824,sich setzen::V,ултырыу,ಕೂರು
825,hinfallen::V,ҡолау,ಬೀಳು
826,laufen::V,йөрөү,ನಡೆ
827,schreiten::V,атлау,ಮೆಲ್ಲಗೆ ನಡೆ
828,spazierengehen::V,ял итеп йороү,ವಿಹರಿಸು
829,eilen::V,ашығыу,ಮುನ್ನುಗ್ಗು
830,eilen::V,ҡабаланыу,ಮುನ್ನುಗ್ಗು
831,sich beeilen::V,ашығыу,ಆತುರಪಡು
832,sich beeilen::V,ҡабаланыу,ಆತುರಪಡು
833,sausen::V,елеү,ಒಗೆ
834,rennen::V,йүгеп йөрөү,ಓಡು
835,springen::V,һикереү,ಜಿಗಿ
836,klettern::V,үрмәләү,ಏರು
837,klettern::V,үрмәләп менеү,ಏರು
838,schaukeln::V,сайҡалыу,ತೂಗು
839,kriechen::V,шыуышыу,ತೆವಳು
840,schwimmen::V,йоҙөү,ಈಜು
841,tauchen::V,сумыу,ಕೆಳಗಿಳಿ
842,rudern::V,ишеү,ಸಾಗಿಸು
843,fahren::V,йөрөү,ನಡೆಸು
844,fliegen::V,осоу,ಹಾರು
845,gehen::V,барыу,ಹೋಗು
846,weggehen::V,китеү,ಹೊರಡು
847,abfahren::V,сығыу,ತೆರಳು
848,anhalten::V,тукталыу,ನಿಲ್ಲು
849,hineingehen::V,инеү,ಒಳಹೊಗು
850,eintreten::V,инеү,ಒಳಹೊಗು
851,kommen::V,килеү,ಬರು
852,ankommen::V,килеү,ಬರು
853,zurückkommen::V,ҡайтыу,ಹಿಂದಿರುಗು
854,bleiben::V,ҡалыу,ಇರು
855,warten::V,көтөп тороу,ಇರು
856,erwarten::V,көтөү,ನಿರೀಕ್ಷಿಸು
857,suchen::V,эҙләү,ಹುಡುಕು
858,finden::V,табыу,ಕಂಡುಕೊ
859,versuchen::V,тырышып ҡарау,ಪ್ರಯತ್ನಿಸು
860,vorbereiten::V,әҙерләү,ಸಿದ್ಧವಾಗು
861,lieben::V,яратыу,ಪ್ರೀತಿಸು
862,mögen::V,һөйөү,ಇಷ್ಟಪಡು
863,mögen::V,яратыу,ಇಷ್ಟಪಡು
864,lachen::V,көлөү,ನಗು
865,rühren::V,ҡағылыу,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
866,weinen::V,илау,ಅಳು
867,schimpfen::V,һүгенеү,ಗೊಣಗು
868,schimpfen::V,тиргәнеү,ಗೊಣಗು
869,schimpfen::V,һуҡраныу,ಗೊಣಗು
870,sich ärgern::V,асыуланыу,ಗಣಗಾಡು
871,sich fürchten::V,ҡурҡыу,ನಡುಗು
872,fürchten::V,ҡурҡыу,ಹೆದರು
873,fliehen::V,ҡасыу,ಓಡಿಹೋಗು
874,flüchten::V,ҡасыу,ಪಾರಾಗು
875,sehen::V,күреү,ಕಾಣು
876,anschauen::V,ҡарау,ನೋಡು
877,ansehen::V,ҡарау,ನಿರೀಕ್ಷಿಸು
878,ansehen::V,тикшереү,ನಿರೀಕ್ಷಿಸು
879,hören::V,ишетеү,ಕೇಳು
880,zuhören::V,тыңлау,ಆಲಿಸು
881,probieren::V,татыу,ರುಚಿ ನೋಡು
882,riechen::V,еҫкәү,ಮೂಸು
883,fühlen::V,тойоу,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
884,scheinen::V,кеүек күренеү,ತೋರು
885,scheinen::V,тойолоу,ತೋರು
886,zu sehen sein::V,күренеү,ಕಾಣಿಸು
887,vernehmen::V,ишетеү,ಕೇಳು
888,frieren::V,туңыү,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
889,tun::V,яһау,ಮಾಡು
890,tun::V,әшләү,ಮಾಡು
891,können::V,алыу,ಮಾಡಬಲ್ಲ
892,können::V,мөмкин булыу,ಮಾಡಬಲ್ಲ
893,wollen::V,теләү,ಬಯಸು
894,anfangen::V,башлау,ಪ್ರಾರಂಭಿಸು
895,beenden::V,бөтөрөү,ನಿಲ್ಲಿಸು
896,beenden::V,тамамлау,ನಿಲ್ಲಿಸು
897,aufhören::V,туктау,ಮುಗಿಸು
898,gelingen::V,уңышлы булыу,ಯಶಸ್ವಿಯಾಗು
899,geraten::V,булып сығыу,ಉತ್ಪತ್ತಿಮಾಡು
900,öffnen::V,асыу,ತೆರೆ
901,schließen::V,йомоу,ಮುಚ್ಚು
902,stellen::V,ҡуйыу,ಇಕ್ಕು
903,setzen::V,урынлаштырыу,ಇಡು
904,legen::V,һалыу,ಇಡು
905,berühren::V,тейеү,ತಾಕು
906,berühren::V,ҡағылыу,ತಾಕು
907,verbinden::V,ҡушыу,ಕೂಡಿಸು
908,verbinden::V,бәйләү,ಕೂಡಿಸು
909,bedecken::V,ҡаплау,ಮುಚ್ಚು
910,aufhängen::V,элеү,ತೂಗುಹಾಕು
911,anzünden::V,тоҡандырыу,ಹತ್ತಿಸು
912,aufheben::V,мендереү,ಆಯಿ
913,zurücklassen::V,ҡалдырыу,ಬಿಡು
914,verlieren::V,юғалтыу,ಕಳೆ
915,fallen lassen::V,төшөрөп ебәреү,ಬೀಳಿಸು
916,machen::V,яһау,ಮಾಡು
917,machen::V,эшләү,ಮಾಡು
918,herstellen::V,эшләп сығарыу,ತಯಾರಿಸು
919,bauen::V,төҙөү,ಕಟ್ಟು
920,reparieren::V,төҙәтеү,ಸರಿಪಡಿಸು
921,verbessern::V,яҡшыртыу,ತಿದ್ದು
922,ändern::V,үҙгәртеү,ಬದಲಾಯಿಸು
923,graben::V,ҡаҙыу,ಅಗೆ
924,beugen::V,бөгөү,ಬಗ್ಗಿಸು
925,biegen::V,бөгөү,ಬಗ್ಗಿಸು
926,drehen::V,өйрөлтөү,ತಿರುಗು
927,drehen::V,әйләндереү,ತಿರುಗು
928,wenden::V,әйләндереү,ತಿರುಗು
929,umdrehen::V,түңкәреү,ತಿರುಗಿಸು
930,heben::V,күтәреү,ಎತ್ತು
931,heben::V,мендереү,ಎತ್ತು
932,hochheben::V,күтәреү,ಎತ್ತು
933,ergreifen::V,тотоп алыу,ಆಕ್ರಮಿಸು
934,halten::V,тотоу,ಹಿಡಿ
935,drücken::V,ҡыҫыу,ಒತ್ತು
936,schieben::V,этеү,ನೂಕು
937,schieben::V,төртөү,ನೂಕು
938,kratzen::V,ҡырыу,ತರಚಿಕೊಳ್ಳು
939,lecken::V,ялау,ನೆಕ್ಕು
940,beißen::V,тешләү,ಕಚ್ಚು
941,abreißen::V,өҙөү,ಹರಿ
942,abschneiden::V,ҡырҡыу,ಕತ್ತರಿಸು
943,binden::V,бәйләү,ಕಟ್ಟು
944,stecken::V,ҡаҙау,ಸಿಕ್ಕಿಸು
945,brechen::V,боҙоу,ಮುರಿ
946,klopfen::V,шаҡылдау,ತಟ್ಟು
947,hauen::V,туҡмау,ಹೊಡೆ
948,kleben::V,йәбештереү,ಅಂಟಿಸು
949,reiben::V,ыуыу,ಉಜ್ಜು
950,reiben::V,ышҡыу,ಉಜ್ಜು
951,streichen::V,яғыу,ಹರಡು
952,schleifen::V,үткерләү,ಮಸೆ
953,schneiden::V,ҡырҡыу,ಕತ್ತರಿಸು
954,rütteln::V,һелкетеү,ಕುಲುಕಿಸು
955,schütteln::V,һелкетеү,ಅಲುಗಿಸು
956,schwenken::V,болғау,ತೂಗಾಡು
957,schütten::V,ҡойоу,ಎರೆ
958,füllen::V,тултырыу,ತುಂಬಿಸು
959,einwickeln::V,төрөү,ಹೊದಿಸು
960,tragen::V,алып барыу,ಹೊರು
961,schleppen::V,һөйрәү,ಜಗ್ಗು
962,ziehen::V,тартыу,ಎಳೆ
963,aufbewahren::V,һаҡлау,ಇಟ್ಟುಕೊ
964,werfen::V,ырғытыу,ಎಸೆ
965,fangen::V,тотоу,ಹಿಡಿ
966,packen::V,етеү,ಸೆಳೆ
967,packen::V,тотоп алыу,ಸೆಳೆ
968,verstecken::V,йәшереү,ಮುಚ್ಚಿಡು
969,teilen::V,бүлеү,ವಿಭಜಿಸು
970,schicken::V,ебәреү,ಕಳುಹಿಸು
971,bringen::V,килтереү,ತರು
972,hinzufügen::V,өтәү,ಕೂಡಿಸು
973,bekommen::V,алыу,ಸಂಪಾದಿಸು
974,erhalten::V,алыу,ಪಡೆ
975,nehmen::V,алыу,ಹಿಡಿ
976,wählen::V,һайлаү,ಆರಿಸು
977,auswählen::V,һайлап алыу,ಆಯಿ
978,bewahren::V,һаҡлау,ರಕ್ಷಿಸಿಡು
979,behindern::V,тотҡарлыҡ яһау,ಅಡ್ಡಿಮಾಡು
980,verderben::V,боҙоу,ಕೆಡಿಸು
981,beschädigen::V,боҙоу,ಹಾಳುಮಾಡು
982,zerbrechen::V,ҡыйратыу,ಮುರಿ
983,zerreißen::V,йыртыу,ಸೀಳು
984,zerstören::V,емереү,ಅಳಿಸು
985,verbrennen::V,үртәү,ಸುಡು
986,geben::V,биреү,ಕೊಡು
987,reichen::V,биреү,ಕೊಡು
988,schenken::V,бүләк итеү,ಅರ್ಪಿಸು
989,versprechen::V,вәғәҙә биреү,ವಾಗ್ದಾನಮಾಡು
990,wünschen::V,теләу,ಬಯಸು
991,loben::V,маҡтау,ಹೊಗಳು
992,küssen::V,үбеү,ಚುಂಬಿಸು
993,wiegen::V,бәүетеү,ತೂಗು
994,wiegen::V,тирбәтеү,ತೂಗು
995,zudecken::V,ҡаплау,ಹಾಸು
996,wecken::V,уятыу,ಎಬ್ಬಿಸು
997,zeigen::V,күрһәтеү,ತೋರಿಸು
998,führen::V,етәкләү,ದಾರಿತೋರಿಸು
999,lehren::V,уҡытыу,ಕಲಿಸು
1000,lehren::V,өйрәтеү,ಕಲಿಸು
1001,unterrichten::V,уҡытыу,ಬೋಧಿಸು
1002,aufziehen::V,тәрбиәле,ಸಲಹು
1003,leiten::V,етәкләү,ಮುಂದಾಳಾಗಿರು 
1004,leiten::V,етәкселек итеү,ಮುಂದಾಳಾಗಿರು 
1005,antreiben::V,ашыҡтырыу,ಓಡಿಸು
1006,lassen::V,мәжбүр итеү,ಮಾಡಲುಬಿಡು
1007,einladen::V,саҡырыу,ಆಹ್ವಾನಿಸು
1008,vereinigen::V,берләштереү,ಒಂದಾಗು
1009,besuchen::V,килеп сығыу,ಭೇಟಿಯಾಗು
1010,treffen::V,тойоү,ಸಂಧಿಸು
1011,treffen::V,осратыу,ಸಂಧಿಸು
1012,treffen::V,ҡаршылау,ಸಂಧಿಸು
1013,sich versammeln::V,йыйылыу,ನೆರೆ
1014,spielen::V,тартыу,ಆಡು
1015,singen::V,йырлау,ಹಾಡು
1016,tanzen::V,бейеү,ಕುಣಿ
1017,sich trennen::V,айырылышыу,ಪ್ರತ್ಯೇಮಾಡು
1018,verlassen::V,ташлау,ಕಳೆ
1019,verlassen::V,ташлап китеү,ಕಳೆ
1020,retten::V,ҡотҡарыу,ರಕ್ಷಿಸು
1021,bewachen::V,һаҡлау,ಕಾಪಾಡು
1022,schützen::V,һаҡлау,ಸಂರಕ್ಷಿಸು
1023,verteidigen::V,яҡлау,ಕಾಪಿಡು
1024,sich schlagen::V,һуғышыу,ಕಿತ್ತಾಟ
1025,schießen::V,атыу,ಎಸೆ
1026,siegen::V,еңеү,ಗೆಲ್ಲು
1027,ärgern::V,асыуландырыу,ರೇಗಿಸು
1028,schlagen::V,бәреү,ಹೊಡೆ
1029,schlagen::V,туҡмау,ಹೊಡೆ
1030,treten::V,тибеү,ಒದೆ
1031,treten::V,типкеләү,ಒದೆ
1032,stechen::V,сәнсеү,ಚುಚ್ಚು
1033,stoßen::V,этеү,ತಳ್ಳು
1034,stoßen::V,төртөү,ತಳ್ಳು
1035,stehlen::V,урлау,ಕದಿ
1036,stören::V,ҡамасаулау,ಕತಕು
1037,belästigen::V,бимазалау,ತೊಂದರೆ
1038,belästigen::V,ҡамасаулау,ತೊಂದರೆ
1039,verbergen::V,йәшереү,ಮರೆಮಾಜು
1040,täuschen::V,ултыртыу,ಠಕ್ಕಿಸು
1041,betrügen::V,алдау,ವಂಚಿಸು
1042,töten::V,үлтереү,ಕೊಲ್ಲು
1043,wohnen::V,йәшәү,ವಾಸಿಸು
1044,arbeiten::V,эшләү,ಕೆಲಸ ಮಾಡು
1045,sammeln::V,йыйыу,ಸಂಚಯಿಸು
1046,pflücken::V,өҙөү,ಬಿಡಿಸು
1047,jagen::V,аулау,ಬೇಟೆಯಾಡು
1048,fischen::V,аулау,ಮೀನು ಹಿಡಿ
1049,fassen::V,тотоу,ಹಿಡಿ
1050,hüten::V,көтөү,ಗುಂಪುಸೇರಿಸು
1051,treiben::V,ҡыуыу,ದಬ್ಬು
1052,anbinden::V,бәйләү,ಬಿಗಿ
1053,füttern::V,ашатыу,ಮೇಯಿಸು
1054,melken::V,һауыү,ಹಾಲು ಕರೆ
