,Concept_ID,lbe,br
733,noch::ADV,ттигу-шилагу,c'hoazh
734,nur::ADV,анжагь,hepken
735,wieder::ADV,цӏуницӏа,adarre
736,vergebens::ADV,аьдада,
737,vergebens::ADV,нахӏакь,
738,vor::PRP,хьхьичӏ,dirak
739,hinter::PRP,махъ,a-drek
740,hinter::PRP,махъ,a-dreñv
741,unter::PRP,лув,dindan
742,durch::PRP,-х,dre
743,neben::PRP,чӏарав,e-kichen
744,zwischen::PRP,дянив,etre
745,wegen::PRP,цӏаний,abalamour da
746,dies::PRN,ва,hemañ
747,das::PRN,та,se
748,das::PRN,та,hennezh
749,das::PRN,кӏа,se
750,das::PRN,кӏа,hennezh
751,das::PRN,га,se
752,das::PRN,га,hennezh
753,alles::PRN,щала,pep tra
754,ich::PRN,на,me
755,du::PRN,ина,te
756,er::PRN,му,eñ
757,wir::PRN,жу,ni
758,ihr::PRN,зу,c'hwi
759,was::FPRN,ци,petra
760,wer::FPRN,цу,piv
761,wo::FADV,чув,pelec'h
762,wohin::FADV,чун,da belec'h
763,wie::FADV,цукун,penaos
764,warum::FADV,цан,perak
765,wieviel::FNUM,циксса,pet
766,eins::NUM,ца,unan
767,zwei::NUM,кӏива,daou
768,drei::NUM,шамма,tri
769,vier::NUM,мукьа,pevar
770,vier::NUM,мукьва,pevar
771,fünf::NUM,ххюва,pemp
772,sechs::NUM,ряхва,c'hwec'h
773,sieben::NUM,арула,seizh
774,acht::NUM,мяйва,eizh
775,neun::NUM,урчӏва,nav
776,zehn::NUM,ацӏва,dek
777,elf::NUM,ацӏния цава,unnek
778,zwölf::NUM,ацӏиия кӏива,daouzek
779,zwanzig::NUM,кьува,ugent
780,dreißig::NUM,зувира,tregont
781,vierzig::NUM,мукьцӏала,daou-ugent
782,fünfzig::NUM,ххюцӏала,hanter-kant
783,sechzig::NUM,ряхцӏала,tri-ugent
784,achtzig::NUM,мяйцӏала,pevar-ugent
785,neunzig::NUM,урчӏцӏала,dek ha pevar-ugent
786,hundert::NUM,ттурш,kant
787,hundert::NUM,ттуршва,kant
788,tausend::NUM,азарва,mil
789,und::CNJ,-гу,ha
790,oder::CNJ,я,pe
791,oder::CNJ,ягу,pe
792,stehen::V,ацӏан,bezañ a-sav
793,sitzen::V,щяивкӏун икӏан,azezañ
794,sitzen::V,щяивкӏун икӏан,bezañ en e goazez
795,liegen::V,утту нвхьуну икӏан,bezañ en e c'hourvez
796,hängen::V,зурчӏай тӏун,krougañ
797,werden::V,хьун,dazonet
798,passieren::V,хьун,c'hoarvezout
799,beginnen::V,дайдишин,stagañ
800,beginnen::V,дайдирхьуну дикӏан,stagañ
801,enden::V,къуртал дан,achuiñ
802,wechseln::V,даххана хьун,cheñch
803,wechseln::V,даххана дуллан,cheñch
804,aufgehen[Sonne]::V,буклай бур,dirouzañ
805,untergehen[Sonne]::V,лаглай бур,
806,scheinen[Sonne]::V,битан,lugernañ
807,scheinen[Sonne]::V,чани буллан,lugernañ
808,donnern::V,тӏий бур,taranal
809,wehen::V,бишлай бур,c'hwezhañ
810,strömen::V,экьинан,deredek
811,fließen::V,экьинан,redek
812,sich drehen::V,гьанан,troiñ
813,schwanken::V,хъюлчу тӏун,trantellat
814,schwanken::V,хӏуркку тӏун,trantellat
815,schwingen::V,хъюлчай тӏун,froumal
816,schwingen::V,хъюлчу тӏун,froumal
817,fallen::V,багьлан,kouezhañ
818,brennen::V,ччучлан,deviñ
819,rauchen::V,пуркӏу тӏун,divogedañ
820,regnen::V,лачӏун,glavañ
821,regnen::V,лачIлай дур,glavañ
822,gefrieren::V,микӏ лачӏун,reviñ
823,tauen::V,баслан,diskornañ
824,schmelzen::V,баслан,teuziñ
825,trocknen::V,кьакьан,sec'hañ
826,sieden::V,щаран,berviñ
827,faulen::V,аьллан,breinañ
828,verfaulen::V,аьллан,breinañ
829,verfaulen::V,аьян,breinañ
830,reißen::V,ххя дукан,darnaouiñ
831,versinken::V,оькьлан,sodellañ
832,versinken::V,оькьан,sodellañ
833,vergehen::V,лялиян,tremen
834,erscheinen::V,буккан,donet war-wel
835,erscheinen::V,загьир хьун,donet war-wel
836,verschwinden::V,бат хьун,monet diwar wel
837,verschwinden::V,акъа хьун,monet diwar wel
838,sinken::V,чахь учин,en em izelat
839,abnehmen::V,чан хьун,nebeutaat
840,abnehmen::V,ссуссукьу хьун,nebeutaat
841,zunehmen::V,гьарза хьун,kreskiñ
842,steigen::V,гьаз хьун,sevel
843,wachsen::V,ххяххан,kreskiñ
844,glänzen::V,цӏай буккан,lugernañ
845,funkeln::V,цӏай-цӏай тӏун,elieniñ
846,lärmen::V,чӏу буллан,rabotat
847,lärmen::V,аьлагъужа буллан,rabotat
848,läuten::V,занг ришлан,
849,läuten::V,занг дуллан,
850,klingeln::V,занг ришлан,
851,klingeln::V,занг дуллан,
852,brausen::V,никъащилан,gwegal
853,rauschen::V,щурщур тӏун,trouzal
854,klingen::V,чӏу буклан,seniñ
855,bellen::V,хӏап тӏун,harzhal
856,blasen::V,уф тӏун,c'hwezhañ
857,pfeifen::V,щютӏа тӏун,c'hwitellat
858,schreien::V,чӏу бан,huchal
859,stöhnen::V,угь-къак тӏун,hirvoudiñ
860,zittern::V,зурзу чин,krenañ
861,zittern::V,зурзу тӏун,krenañ
862,leben::V,ялапар хъанан,bevañ
863,geboren werden::V,ан,genel
864,atmen::V,ссихӏ ласлан,tennañ e anal
865,atmen::V,ссихӏ бигьлан,tennañ e anal
866,trinken::V,хӏачӏан,evañ
867,trinken::V,хӏачӏлан,evañ
868,essen::V,канан,debriñ
869,schlucken::V,кьюлтӏа тӏун,lonkañ
870,müde werden::V,аьхчӏин,skuizhañ
871,einschlafen::V,шанан икӏан,menel kousket
872,schlafen::V,шанан,kousket
873,aufwachen::V,чантӏ учин,dihuniñ
874,aufstehen::V,бизан,sevel
875,sich erholen::V,бигьалаган,diskuizhañ
876,krank werden::V,къашай хьун,klañviñ
877,krank sein::V,къашай хъанан,bezañ klañv
878,krank sein::V,къашавай икӏан,bezañ klañv
879,schmerzen::V,цӏун,skourjezañ
880,husten::V,хъугьу чин,pasaat
881,husten::V,хъугьу чин,peudal
882,husten::V,хъугьу тӏун,pasaat
883,husten::V,хъугьу тӏун,peudal
884,genesen::V,хъин хьун,pareañ
885,genesen::V,сагъ лаган,pareañ
886,sterben::V,ивчӏан,mervel
887,umkommen::V,лиллан,perisañ
888,umkommen::V,литӏлан,perisañ
889,umkommen::V,ажал биян,perisañ
890,umkommen::V,личӏи хьун,perisañ
891,umkommen::V,иакьлу хьун,perisañ
892,umkommen::V,ахир жан хъанан,perisañ
893,umkommen::V,рухӏирачӏа икӏан,perisañ
894,sich bewegen::V,сукку хьун,bouljal
895,sich rühren::V,сукку хьун,fiñval
896,sich erheben::V,бизан,sevel
897,sich setzen::V,щяикӏан,azezañ
898,sich setzen::V,щяикӏан,mont en e goazez
899,sich setzen::V,щябикӏан,azezañ
900,sich setzen::V,щябикӏан,mont en e goazez
901,hinfallen::V,багьан,kouezhañ
902,laufen::V,занан,redek
903,schreiten::V,ша ласлан,kerzhet
904,spazierengehen::V,сайр буллан,pourmen
905,eilen::V,анавар буккан,hastañ
906,sich beeilen::V,анавар буккан,hastañ
907,sausen::V,никъа щилан,karzhañ
908,sausen::V,никъа щун,karzhañ
909,rennen::V,лечлан,redek
910,springen::V,тӏанкӏ дан,lammat
911,klettern::V,лахълан,krimpat
912,schaukeln::V,гьайжак бигьлан,brañsellat
913,kriechen::V,ххярк тӏун,skrampañ
914,schwimmen::V,гьузун,neuial
915,tauchen::V,лултту уккан,splujañ
916,rudern::V,бяхлан,roeñvat
917,rudern::V,батӏлан,roeñvat
918,rudern::V,ххялаххи дуклан,roeñvat
919,fahren::V,гьан,kas
920,fahren::V,гьан,bleniañ
921,fliegen::V,лехлан,nijal
922,gehen::V,нан,mont
923,weggehen::V,ялагьан,mont kuit
924,abfahren::V,гьан,mont kuit
925,anhalten::V,бацӏан,chom a-sav
926,hineingehen::V,буххан,monet e-barzh
927,eintreten::V,буххан,monet e-barzh
928,kommen::V,учӏан,dont
929,ankommen::V,биян,erruout
930,ankommen::V,бучӏан,erruout
931,zurückkommen::V,зана хъун,addonet
932,zurückkommen::V,зана бикӏан,addonet
933,bleiben::V,личӏан,chom
934,warten::V,ялугьлан,gortoz
935,erwarten::V,ялугьлан,gortoz
936,suchen::V,луглан,klask
937,finden::V,лякъин,kavout
938,versuchen::V,ххал буллан,klask
939,vorbereiten::V,хӏадур бан,aozañ
940,lieben::V,эшкьи хьуиу бикӏан,karout
941,mögen::V,ххиран бикӏан,karout
942,lachen::V,хъян,c'hoarzin
943,weinen::V,аьтӏун,gouelañ
944,schimpfen::V,дяъван,krozal
945,schimpfen::V,ссугайи агьан,krozal
946,sich ärgern::V,ссибизлан,fachañ
947,sich ärgern::V,ссибизлан,en em fachañ
948,sich fürchten::V,ингъауслан,
949,fürchten::V,хӏучӏ тӏун,
950,fliehen::V,ака бан,tec'het
951,flüchten::V,лихъан,tuzañ
952,sehen::V,чӏалан,gwelet
953,anschauen::V,урган,sellout ouzh
954,ansehen::V,буруглан,sellout ouzh
955,hören::V,баллан,klevet
956,zuhören::V,вичӏи дихьлан,selaou
957,probieren::V,тӏин ххал буллан,blasa
958,riechen::V,ссунтӏа тӏун,klevet
959,fühlen::V,дакӏнил буслан,santout
960,scheinen::V,ххан,diskouez bezañ
961,scheinen::V,бизан,diskouez bezañ
962,scheinen::V,ххан бикӏлай бикӏан,diskouez bezañ
963,vernehmen::V,баян,merzhañ
964,frieren::V,лигьулул хъанан,anoued
965,tun::V,бан,ober
966,können::V,хьун,gouzout
967,anfangen::V,дайдишин,kregiñ
968,beenden::V,къуртал бан,achuiñ
969,aufhören::V,кьабагьан,paouez
970,gelingen::V,бюхъан,
971,öffnen::V,тӏитӏин,digeriñ
972,schließen::V,лакьин,serriñ
973,stellen::V,дацӏан дан,lakaat
974,stellen::V,бишин,lakaat
975,setzen::V,щяитан,lakaat
976,legen::V,бишин,lakaat
977,berühren::V,ка щун,touch
978,verbinden::V,бахӏин,eren
979,verbinden::V,дахӏин,eren
980,bedecken::V,ялтту бущин,goloiñ
981,bedecken::V,ялтту бакьин,goloiñ
982,aufhängen::V,лахъан,istribilhañ
983,anzünden::V,лахъан,alumiñ
984,anzünden::V,лахъан,c'hwezzañ
985,aufheben::V,гьаз бан,dastum
986,zurücklassen::V,кьаитан,lezel
987,zurücklassen::V,битан,lezel
988,verlieren::V,дакъа дан,koll
989,fallen lassen::V,рутан,laoskel
990,fallen lassen::V,рутан,lezel da gouezhel
991,machen::V,дан,ober
992,herstellen::V,яраг ишла бувиу бан,fardañ
993,bauen::V,дан,sevel
994,reparieren::V,дакьин дан,adaozañ
995,verbessern::V,ххуй дан,gwellaat
996,ändern::V,баххана бан,cheñch
997,graben::V,дуклан,kleuzañ
998,beugen::V,лахӏан бан,plegañ
999,beugen::V,кьус бикӏан,plegañ
1000,biegen::V,баччин,krommañ
1001,biegen::V,лахӏан бан,krommañ
1002,drehen::V,гьанан,treiñ
1003,wenden::V,кӏура баен бан,treiñ
1004,umdrehen::V,кӏура баен бан,treiñ
1005,heben::V,гьаз бан,sevel
1006,hochheben::V,гьаз бан,sevel
1007,ergreifen::V,хъап дан,kemer
1008,ergreifen::V,хъап увиу угьан,kemer
1009,halten::V,бугьлан,dalc'hen
1010,drücken::V,кьюч бигьлан,bountañ
1011,schieben::V,щун,poulzañ
1012,lecken::V,ланцӏа тӏун,lipat
1013,beißen::V,хъапа тӏун,kregiñ
1014,beißen::V,кьацӏа тӏун,kregiñ
1015,abreißen::V,буцан,diframmañ
1016,abschneiden::V,бухъан,troc'hañ
1017,abschneiden::V,кьукьин,troc'hañ
1018,binden::V,бахӏин,stagañ
1019,binden::V,дахӏин,stagañ
1020,brechen::V,гъагъан,darnaouiñ
1021,klopfen::V,кьутӏа тӏун,skoiñ
1022,hauen::V,рищун,dornañ
1023,kleben::V,лачӏун буллан,pegañ
1024,reiben::V,ссуку буллан,taravat
1025,reiben::V,ссуку буллан,trekiñ
1026,streichen::V,дугъан,toazañ
1027,streichen::V,аьгъу дан,toazañ
1028,schneiden::V,духълан,troc'hañ
1029,schneiden::V,кьукьлан,troc'hañ
1030,schütteln::V,хъюлчу буллан,hejañ
1031,schwenken::V,палцӏ дуллан,
1032,schütten::V,рутӏин,diskargañ
1033,füllen::V,буцӏин бан,kargañ
1034,einwickeln::V,кай-кай бан,gronnañ
1035,tragen::V,ларсун занан,dougen
1036,tragen::V,ларсун ачин,dougen
1037,schleppen::V,ххилан,stlejal
1038,aufbewahren::V,ядан,miret
1039,aufbewahren::V,ядуллан,miret
1040,werfen::V,личин,teuler
1041,fangen::V,бугьан,tapañ
1042,fangen::V,бугьлан,tapañ
1043,verstecken::V,ладитан,kuzhat
1044,verstecken::V,кьюлтӏ дан,kuzhat
1045,verstecken::V,дахьлаган дан,kuzhat
1046,teilen::V,бачӏин,rannañ
1047,teilen::V,бутӏа бан,rannañ
1048,schicken::V,тӏайла буккан,kas
1049,bringen::V,диян дан,degas
1050,hinzufügen::V,ххи бан,lakat ouzhpenn
1051,bekommen::V,ласун,kaout
1052,erhalten::V,ласун,kaout
1053,nehmen::V,ласун,kemer
1054,wählen::V,бувчӏин,choaz
1055,auswählen::V,бувчӏин,dibab
1056,auswählen::V,язи бугьан,dibab
1057,bewahren::V,ядан,mirout
1058,behindern::V,дайщишруду дуллан,diaezañ
1059,verderben::V,зия дан,lovrañ
1060,beschädigen::V,зарал буллан,gwallegañ
1061,zerbrechen::V,гьагъан,torriñ
1062,zerbrechen::V,гьагъан бан,torriñ
1063,zerreißen::V,ххяхха дуккан,diroegiñ
1064,zerstören::V,лекьан дан,distrujañ
1065,verbrennen::V,ччуччин,deviñ
1066,geben::V,дулун,reiñ
1067,reichen::V,дулун,
1068,schenken::V,пишкаш дан,donezonañ
1069,schenken::V,багъишла дан,donezonañ
1070,schenken::V,ихӏсандалун дуллун,donezonañ
1071,versprechen::V,банна чин,prometiñ
1072,loben::V,цӏа дан,feurmiñ
1073,küssen::V,ппай тӏун,pokat
1074,wiegen::V,гьуркку тӏун,pouezañ
1075,wiegen::V,гьуркку буллан,pouezañ
1076,wiegen::V,гьуркку бан,pouezañ
1077,wecken::V,чантӏ учин ан,dihuniñ
1078,zeigen::V,ккаккан бан,diskouez
1079,führen::V,буцин,kas
1080,lehren::V,лахьхьин бан,deskiñ
1081,lehren::V,лахьхьин буллан,deskiñ
1082,unterrichten::V,дарс дишаван,kelenn
1083,aufziehen::V,хъуна ан,
1084,aufziehen::V,тарбия ан,
1085,leiten::V,каялувшиву дан,bleinañ
1086,einladen::V,хъамалу оьвчин,pediñ
1087,vereinigen::V,ца бан,unisañ
1088,besuchen::V,ялун уххан,gweladenniñ
1089,treffen::V,хьуна бакьин,kejal
1090,treffen::V,хьуна бакьин,ankontrañ
1091,sich versammeln::V,батӏин,bodennañ
1092,spielen::V,тӏуркӏу тӏун,c'hoari
1093,singen::V,балай тӏун,kanañ
1094,tanzen::V,къавтӏун,dañsal
1095,sich trennen::V,ппив хьун,dispartiañ
1096,verlassen::V,увккун гьан,lezel
1097,retten::V,ххассал бан,saveteiñ
1098,bewachen::V,къарал бан,mesa
1099,schützen::V,ябан,diwall
1100,verteidigen::V,буруччин,difenn
1101,sich schlagen::V,биян,lopañ
1102,schießen::V,битлан,
1103,siegen::V,ххув хьун,trec'hiñ
1104,siegen::V,ххувшаву ласун,trec'hiñ
1105,ärgern::V,ссибизан уллан,hegasiñ
1106,schlagen::V,рищун,skeiñ
1107,stechen::V,кьутӏин,pikat
1108,stoßen::V,щун,stokañ
1109,stehlen::V,дацин,laerezh
1110,stören::V,кьючин,direnkañ
1111,belästigen::V,бизар уллан,dregasiñ
1112,verbergen::V,лабитан,skoachañ
1113,verbergen::V,кӏучӏ бан,skoachañ
1114,täuschen::V,хъяврин ан,tromplañ
1115,betrügen::V,аьикьин ан,lorbañ
1116,töten::V,ивчӏан,lazhañ
1117,wohnen::V,оьрму бутлан,bezañ o chom
1118,arbeiten::V,зун,labourat
1119,sammeln::V,ттихӏин,dastum
1120,sammeln::V,вив дишин,dastum
1121,pflücken::V,риттун,kuntuilhañ
1122,jagen::V,авли занан,chaseal
1123,fischen::V,чавахъру бугьлан,pesketa
1124,fassen::V,бугьан,pakañ
1125,hüten::V,урттуйн бакьлан,geota
1126,treiben::V,дачин дуллан,
1127,treiben::V,лихъан буллан,
1128,anbinden::V,бахӏин,stagañ
1129,füttern::V,канаки буллан,boueta
1130,melken::V,ттизин,goro
1131,hacken::V,мюрш буллан,difrakal
1132,hacken::V,мюрш бан,difrakal
1133,gießen::V,щин дишин,dourañ
1134,reifen::V,диян,azviñ
1135,zubereiten::V,хӏадур дан,keginañ
1136,zubereiten::V,хӏадур бан,keginañ
1137,kochen::V,шашан,poazhañ
1138,kochen::V,шашан дуллан,poazhañ
1139,backen::V,бишлан,fritañ
1140,backen::V,шахьлан,fritañ
1141,braten::V,цӏарайх дуллан,rostañ
1142,umrühren::V,хӏала бан,
1143,stricken::V,щащлан,stammañ
1144,stricken::V,щащан,stammañ
1145,nähen::V,дуруххан,gwriat
1146,färben::V,ранг щун,livañ
1147,reinigen::V,марцӏ бан,naetañ
1148,waschen::V,шюшин,gwalc'hiñ
1149,abwischen::V,лишин,torchañ
1150,spülen::V,вилаган,disgwalc'hiñ
1151,fegen::V,башин,skubañ
1152,kehren::V,бахьлан,skubañ
1153,baden::V,щинавун учӏлан,kouronkañ
1154,sich waschen::V,диссун,en em walc'hiñ
1155,sich waschen::V,лажин диссун,en em walc'hiñ
1156,sich waschen::V,лажин дислан,en em walc'hiñ
1157,sich waschen::V,биссун,en em walc'hiñ
1158,sich waschen::V,чурх бислан,en em walc'hiñ
1159,ausziehen::V,ликкан,
1160,anziehen::V,лаххан,
1161,sich anziehen::V,янна лаххан,gwiskañ
1162,kämmen::V,ттарал дуккан,kribat
1163,schmücken::V,чӏюлу бан,kinklañ
1164,sagen::V,учин,larêt
1165,sagen::V,учин,lavaret
1166,sprechen::V,гъалгъа тӏун,komz
1167,reden::V,гъалгъа тӏун,kaozeal
1168,sich unterhalten::V,гъалгъа тӏун,balbotal
1169,fragen::V,цӏуххин,goulenn
1170,bitten::V,тавакъю буллан,goulenn
1171,erzählen::V,хавар бусан,kontañ
1172,mitteilen::V,баян бан,kemenn
1173,mitteilen::V,хавар бан,kemenn
1174,nennen::V,цӏа дизан,anviñ
1175,rufen::V,оьвтӏун,gelver
1176,prahlen::V,цӏа дуллан,fougeal
1177,übersetzen::V,таржума бан,treiñ
1178,denken::V,пикри буллан,soñjal
1179,glauben::V,вих хьун,krediñ
1180,bemerken::V,хӏисав хъун,apresevañ
1181,erkennen::V,увчӏин,anavout
1182,begreifen::V,бувчӏин,meizañ
1183,lernen::V,лахьлан,deskiñ
1184,lernen::V,лахьхьин,deskiñ
1185,wissen::V,кӏулну бикӏан,gouzout
1186,wissen::V,хавар бикӏан,gouzout
1187,sich erinnern an::V,дакӏнин бутан,kaout soñj e
1188,vergessen::V,хъама битан,ankouaat
1189,messen::V,дуцин дуллан,muzuliañ
1190,messen::V,дуцин дан,muzuliañ
1191,zählen::V,дуккин,kontañ
1192,rechnen::V,хӏисав дан,jedañ
1193,lesen::V,ккалан,lenn
1194,malen::V,сурат дуллан,livañ
1195,zeichnen::V,сурат дуллан,tresañ
1196,schreiben::V,чичин,skrivañ
1197,schreiben::V,чичлан,skrivañ
1198,besitzen::V,дуну икӏан,kaout
1199,besitzen::V,дуну дикӏан,kaout
1200,besitzen::V,заллуну икӏан,kaout
1201,kaufen::V,машан ласун,prenañ
1202,verkaufen::V,баххан,gwerzhañ
1203,bezahlen::V,арцу дулун,paeañ
1204,bezahlen::V,багьа булун,paeañ
1205,zahlen::V,арцу дулун,paeañ
1206,zahlen::V,багьа булун,paeañ
1207,beherrschen::V,дуну икӏан,mestroniañ
1208,beherrschen::V,заллуну икӏан,mestroniañ
1209,ertragen::V,бухӏан,anduriñ
1210,Leber::N,,avu
1211,Moor::N,,taouarc'heg
1212,Anhöhe::N,,run
1213,Bucht::N,,mor-bihan
1214,Barsch::N,,brell
1215,Hecht::N,,beked
1216,Laus::N,,laouenn
1217,Ruf::N,,galv
1218,Platz::N,,plasenn
1219,Kante::N,,kantenn
1220,Größe::N,,ment
1221,Menge::N,,bern
1222,Figur::N,,skeud
1223,Figur::N,,figur
1224,Tasche::N,,sac'h
1225,Öl::N,,eoul
1226,Schuh::N,,botez
1227,Leine::N,,roll
1228,König::N,,roue
1229,fein::A,,munut
1230,auf einmal::ADV,,ar un dro
1231,bald::ADV,,hepdale
1232,einst::ADV,,gwechall
1233,schon::ADV,,dija
1234,sie::PRN,,int
1235,siebzig::NUM,,dek ha tri-ugent
1236,klirren::V,,diridignat
1237,klirren::V,,sterlinkañ
1238,heulen::V,,yudal
1239,rühren::V,,tenerañ
1240,zu sehen sein::V,,bezañ gwelus
1241,wollen::V,,fellout da
1242,wollen::V,,kaout c'hoant da
1243,kratzen::V,,skrabat
1244,stecken::V,,sankañ
1245,schleifen::V,,lemmañ
1246,rütteln::V,,tordorosañ
1247,ziehen::V,,sachañ
1248,packen::V,,krapat
1249,wünschen::V,,hetiñ
1250,zudecken::V,,goloiñ
1251,antreiben::V,,poulzañ
1252,lassen::V,,leuskel
1253,treten::V,,botaouiñ
1254,verstehen::V,,kompren
