,Concept_ID,az,et
817,er::PRN,o,tema
818,wir::PRN,biz,me
819,ihr::PRN,siz,te
820,sie::PRN,onlar,nad
821,was::FPRN,nə,mis
822,wer::FPRN,kim,kes
823,wo::FADV,harada,kus
824,wohin::FADV,haraya,kuhu
825,wie::FADV,necə,kuidas
826,warum::FADV,niyə,miks
827,warum::FADV,nə üçün,miks
828,wieviel::FNUM,neçə,mitu
829,wieviel::FNUM,neçə,kui palju
830,wieviel::FNUM,nə qədər,mitu
831,wieviel::FNUM,nə qədər,kui palju
832,eins::NUM,bir,üks
833,zwei::NUM,iki,kaks
834,drei::NUM,üç,kolm
835,vier::NUM,dörd,neli
836,fünf::NUM,beş,viis
837,sechs::NUM,altı,kuus
838,sieben::NUM,yeddi,seitse
839,acht::NUM,səkkiz,kaheksa
840,neun::NUM,doqquz,üheksa
841,zehn::NUM,on,kümme
842,elf::NUM,on bir,üksteist
843,zwölf::NUM,on iki,kaksteist
844,zwanzig::NUM,iyirmi,kakskümmend
845,dreißig::NUM,otuz,kolmkümmend
846,vierzig::NUM,qırx,nelikümmend
847,fünfzig::NUM,əlli,viiskümmend
848,sechzig::NUM,altmış,kuuskümmend
849,siebzig::NUM,yetmiş,seitsekümmend
850,achtzig::NUM,səksən,kaheksakümmend
851,neunzig::NUM,doxsan,üheksakümmend
852,hundert::NUM,yüz,sada
853,tausend::NUM,min,tuhat
854,und::CNJ,və,ja
855,oder::CNJ,ya,või
856,stehen::V,durmaq,seisma
857,sitzen::V,oturmaq,istuma
858,liegen::V,uzanmaq,lamama
859,hängen::V,asılmaq,rippuma
860,werden::V,olmaq,saama
861,werden::V,olmaq,hakkama
862,passieren::V,olmaq,juhtuma
863,passieren::V,baş vermək,juhtuma
864,beginnen::V,başlamaq,algama
865,beginnen::V,başlamaq,hakkama
866,enden::V,bitmək,lõppema
867,wechseln::V,dəyişmək,vahelduma
868,aufgehen[Sonne]::V,doğmaq,tõusma
869,untergehen[Sonne]::V,batmaq,loojuma
870,scheinen[Sonne]::V,parlamaq,paistma
871,donnern::V,guruldamaq,kõmisema
872,wehen::V,əsmək,puhuma
873,strömen::V,axmaq,voolama
874,fließen::V,axmaq,voolama
875,sich drehen::V,dönmək,pöörduma
876,schwanken::V,yellənmək,kõikuma
877,schwingen::V,yellənmək,võnkuma
878,fallen::V,düşmek,langema
879,brennen::V,yanmaq,põlema
880,rauchen::V,tüstüləmək,suitsema
881,regnen::V,yağmaq,sadama
882,gefrieren::V,donmaq,kinni külmuma
883,tauen::V,ərimək,sulama
884,schmelzen::V,ərimək,sulama
885,trocknen::V,qurumaq,kuivama
886,sieden::V,qaynamaq,keema
887,faulen::V,çürümək,mädanema
888,verfaulen::V,çürümək,mädanema
889,reißen::V,yırtılmaq,rebenema
890,versinken::V,batmaq,uppuma
891,vergehen::V,ötmək,mööduma
892,erscheinen::V,görünmək,ilmuma
893,verschwinden::V,yox olmaq,kaduma
894,sinken::V,enmək,vajuma
895,sinken::V,enmək,langema
896,abnehmen::V,azalmaq,vähenema
897,abnehmen::V,azalmaq,kahenema
898,zunehmen::V,artmaq,kasvama
899,steigen::V,yüksəlmək,tõusma
900,steigen::V,yüksəlmək,üles minema
901,wachsen::V,böyümək,kasvama
902,glänzen::V,parlamaq,läikimä
903,funkeln::V,parıldamaq,sädelema
904,lärmen::V,səs-küy etmək,lärmama
905,läuten::V,çalmaq,helisema
906,klingeln::V,zəng etmək,helisema
907,klirren::V,cingildəmək,kõlisema
908,brausen::V,gurlamaq,kohisema
909,rauschen::V,xışıldamaq,kohisema
910,klingen::V,səslənmək,kõlama
911,bellen::V,hürmək,haukuma
912,heulen::V,ulamaq,uluma
913,blasen::V,üfləmək,puhuma
914,pfeifen::V,fit vermek,vilistama
915,schreien::V,bağırmaq,karjuma
916,schreien::V,qışqırmaq,karjuma
917,stöhnen::V,inləmək,oigama
918,zittern::V,titrəmək,värisema
919,leben::V,yaşamaq,elama
920,leben::V,yaşamaq,elus olema
921,geboren werden::V,doğmaq,sündima
922,atmen::V,nəfəs almaq,hingama
923,trinken::V,içmek,jooma
924,essen::V,yemək,sööma
925,schlucken::V,udmaq,neelama
926,müde werden::V,yorulmaq,väsima
927,einschlafen::V,yuxuya getmək,uinuma
928,schlafen::V,uyumaq,magama
929,aufwachen::V,oyanmaq,ärkama
930,aufstehen::V,yuxudan durmaq,ärkama
931,aufstehen::V,yuxudan durmaq,üles tõusma
932,sich erholen::V,dincəlmək,puhkama
933,krank werden::V,xəstə olmaq,haigestuma
934,krank werden::V,xəstə olmaq,haigeks jääma
935,krank sein::V,azarlanmaq,haige olema
936,krank sein::V,xəstələnmək,haige olema
937,schmerzen::V,ağrimaq,valutama
938,husten::V,öksürmək,köhima
939,genesen::V,sağalmaq,toibuma
940,sterben::V,ölmək,surema
941,sterben::V,vəfat etmək,surema
942,umkommen::V,həlak olmaq,surma saama
943,sich bewegen::V,hərəkət etmək,liikuma
944,sich rühren::V,tərpənmək,liikuma
945,sich erheben::V,qalxmaq,kerkima
946,sich setzen::V,oturmaq,istet võtma
947,hinfallen::V,yıxılmaq,kukkuma
948,hinfallen::V,yıxılmaq,maha kukkuma
949,laufen::V,yerimək,kõndima
950,schreiten::V,addım atmaq,astuma
951,spazierengehen::V,gəzmək,jalutama
952,eilen::V,atılmaq,ruttama
953,eilen::V,atılmaq,kiirustama
954,sich beeilen::V,tələsmək,ruttama
955,sich beeilen::V,tələsmək,kiirustama
956,sausen::V,çırpmaq,kihutama
957,sausen::V,çırpmaq,tormama
958,rennen::V,qaçmaq,jooksma
959,rennen::V,qaçmaq,kihutama
960,springen::V,sıçramaq,hüppama
961,klettern::V,dırmanmaq,ronima
962,schaukeln::V,sallanmaq,kiikuma
963,kriechen::V,sürünmək,roomama
964,schwimmen::V,üzmek,ujuma
965,tauchen::V,dalmaq,sukelduma
966,rudern::V,avarlamaq,sõudma
967,fahren::V,sürmək,sõitma
968,fliegen::V,uçmaq,lendama
969,gehen::V,getmək,käima
970,gehen::V,getmək,minema
971,weggehen::V,getmək,ära minema
972,weggehen::V,getmək,välja minema
973,abfahren::V,yola düşmək,väljuma
974,abfahren::V,yola düşmək,ära sõitma
975,anhalten::V,saxlamaq,peatuma
976,hineingehen::V,girmək,sisenema
977,hineingehen::V,girmək,sisse minema
978,eintreten::V,girmək,sisenema
979,eintreten::V,girmək,sisse astuma
980,eintreten::V,daxil olmaq,sisenema
981,eintreten::V,daxil olmaq,sisse astuma
982,kommen::V,gəlmək,tulema
983,ankommen::V,gəlib çatmaq,saabuma
984,zurückkommen::V,qayıtmaq,tagasi tulema
985,bleiben::V,qalmaq,jääma
986,warten::V,gözləmək,ootama
987,erwarten::V,bəkləmək,ootama
988,erwarten::V,bəkləmək,lootma
989,suchen::V,aramaq,otsima
990,suchen::V,axtarmaq,otsima
991,finden::V,tapmaq,leidma
992,versuchen::V,çalışmaq,püüdma
993,versuchen::V,çalışmaq,üritama
994,versuchen::V,çalışmaq,katsetama
995,vorbereiten::V,hazırlamaq,valmistama
996,lieben::V,sevmək,armastama
997,mögen::V,xoşlamaq,sallima
998,mögen::V,xoşlamaq,meeldima
999,lachen::V,gülmək,naerma
1000,rühren::V,həyəcanlandırmaq,liigutama
1001,rühren::V,həyəcanlandırmaq,heldima panema
1002,weinen::V,ağlamaq,nutma
1003,schimpfen::V,küfr etmək,sõimama
1004,sich ärgern::V,acıqlanmaq,ärrituma
1005,sich ärgern::V,acıqlanmaq,vihastuma
1006,sich fürchten::V,qorxmaq,kartma
1007,sich fürchten::V,qorxmaq,hirmu tundma
1008,fürchten::V,qorxmaq,kartma
1009,fliehen::V,qaçmaq,põgenema
1010,flüchten::V,qaçmaq,põgenema
1011,sehen::V,görmək,nägema
1012,anschauen::V,baxmaq,vaatama
1013,ansehen::V,baxmaq,vaatama
1014,hören::V,duymaq,kuulma
1015,hören::V,eşitmək,kuulma
1016,zuhören::V,dinləmək,kuulama
1017,probieren::V,dadına baxmaq,proovima
1018,riechen::V,qoxlamaq,nuusutama
1019,fühlen::V,duymaq,tundma
1020,scheinen::V,görünmək,näida
1021,scheinen::V,görünmək,ilmuda
1022,zu sehen sein::V,görünmək,ilmuma
1023,vernehmen::V,eşitmək,üle kuulama
1024,frieren::V,üşümək,külmetada
1025,tun::V,etmək,tegema
1026,können::V,bilmək,võima
1027,können::V,bilmək,oskama
1028,können::V,bacarmaq,võima
1029,können::V,bacarmaq,oskama
1030,wollen::V,istəmək,tahtma
1031,anfangen::V,başlamaq,hakkama
1032,anfangen::V,başlamaq,alustama
1033,beenden::V,bitirmək,lõpetama
1034,aufhören::V,bitmək,lakkama
1035,aufhören::V,qurtarmaq,lakkama
1036,gelingen::V,müvəffəq olmaq,õnnestuma
1037,geraten::V,düşmək,jõudma
1038,öffnen::V,açmaq,avama
1039,schließen::V,qapamaq,sulgema
1040,stellen::V,qoymaq,panema
1041,stellen::V,qoymaq,asetama
1042,setzen::V,oturtmaq,panema
1043,legen::V,qoymaq,panema
1044,legen::V,qoymaq,asetama
1045,berühren::V,toxunmaq,riivama
1046,berühren::V,toxunmaq,puudutama
1047,verbinden::V,bağlamaq,ühendama
1048,bedecken::V,örtmək,katma
1049,aufhängen::V,asmaq,riputama
1050,anzünden::V,yandırmaq,süütama
1051,aufheben::V,qaldırmaq,üles tõstma
1052,zurücklassen::V,buraxmaq,jätma
1053,verlieren::V,itirmək,kaotama
1054,fallen lassen::V,düşürmək,maha pillama
1055,fallen lassen::V,düşürmək,kukkuda laskma
1056,machen::V,etmək,tegema
1057,herstellen::V,istehsal etmək,valmistama
1058,bauen::V,tikmək,ehitama
1059,reparieren::V,təmir etmək,parandama
1060,verbessern::V,düzəltmək,parandama
1061,ändern::V,dəyişdirmək,muutma
1062,ändern::V,dəyişdirmək,ümber tegema
1063,graben::V,qazımaq,kaevama
1064,beugen::V,əymək,painutama
1065,biegen::V,bükmək,painutama
1066,drehen::V,döndərmək,keerama
1067,wenden::V,çevirmək,ümber pöörama
1068,umdrehen::V,çevirmək,ümber keerama
1069,heben::V,qaldırmaq,tõstma
1070,hochheben::V,qaldırmaq,üles tõstma
1071,hochheben::V,qaldırmaq,kõrgele tõstma
1072,ergreifen::V,tutmaq,haarama
1073,halten::V,saxlamaq,hoidma
1074,drücken::V,sıxmaq,pigistama
1075,schieben::V,sürmək,lükkama
1076,kratzen::V,qaşımaq,kraapima
1077,lecken::V,yalamaq,lakkuma
1078,beißen::V,dişləmək,purema
1079,beißen::V,dişləmək,hammustama
1080,abreißen::V,qoparmaq,rebima
1081,abreißen::V,qoparmaq,ära rebima
1082,abschneiden::V,ayırmaq,ära lõikama
1083,binden::V,bağlamaq,siduma
1084,stecken::V,soxmaq,pistma
1085,brechen::V,qırmaq,murdma
1086,klopfen::V,sındırmaq,koputama
1087,hauen::V,vurmaq,lööma
1088,kleben::V,apışdırmaq,kleepima
1089,reiben::V,ovmaq,hõõruma
1090,streichen::V,sürtmək,silitama
1091,schleifen::V,bülövləmək,lihvima
1092,schleifen::V,bülövləmək,teritama
1093,schneiden::V,kəsmək,lõikama
1094,rütteln::V,sirkələmək,raputama
1095,schütteln::V,çalxalamaq,raputama
1096,schütteln::V,çalxalamaq,loksutama
1097,schwenken::V,yelləmək,vehkima
1098,schwenken::V,yelləmək,lehvitama
1099,schütten::V,tökmək,kallama
1100,füllen::V,doldurmaq,täitma
1101,einwickeln::V,sarımaq,sisse mähkima
1102,tragen::V,daşımaq,kandma
1103,schleppen::V,sürükləmək,tassima
1104,schleppen::V,sürükləmək,lohistama
1105,ziehen::V,çəkmək,vedama
1106,ziehen::V,çəkmək,tõmbama
1107,aufbewahren::V,gizlətmək,säilitama
1108,aufbewahren::V,gizlətmək,alal hoidma
1109,werfen::V,atmaq,viskama
1110,fangen::V,tutmaq,püüdma
1111,packen::V,yaxalamaq,kinni haarama
1112,packen::V,yaxalamaq,kinni võtma
1113,verstecken::V,gizlətmək,peitma
1114,teilen::V,bölmək,jagama
1115,teilen::V,bölmək,jaotama
1116,schicken::V,yollamaq,saatma
1117,schicken::V,göndərmək,saatma
1118,bringen::V,gətirmək,viima
1119,hinzufügen::V,əlavə etmək,lisama
1120,bekommen::V,almaq,saama
1121,bekommen::V,əldə etmək,saama
1122,erhalten::V,almaq,saama
1123,nehmen::V,almaq,võtma
1124,wählen::V,seçmək,valima
1125,auswählen::V,arımaq,valima
1126,bewahren::V,qorumaq,hoidma
1127,behindern::V,mane olmaq,takistama
1128,verderben::V,pozmaq,rikkuma
1129,beschädigen::V,zədələmək,rikkuma
1130,zerbrechen::V,qırmaq,katki tegema
1131,zerbrechen::V,sındırmaq,katki tegema
1132,zerreißen::V,yırtmaq,katki rebima
1133,zerstören::V,dağıtmaq,purustama
1134,verbrennen::V,yandırmaq,põletama
1135,geben::V,vermək,andma
1136,reichen::V,uzatmaq,andma
1137,reichen::V,uzatmaq,ulatama
1138,schenken::V,vermək,kinkima
1139,versprechen::V,vəd vermək,lubama
1140,versprechen::V,vəd vermək,tõotama
1141,wünschen::V,arzulamaq,soovima
1142,loben::V,tərifləmək,kiitma
1143,küssen::V,öpmək,suudlema
1144,wiegen::V,tərpətmək,hällitama
1145,zudecken::V,örtmək,kaanetama
1146,zudecken::V,örtmək,kinni katma
1147,wecken::V,oyatmaq,äratama
1148,zeigen::V,göstərmək,näitama
1149,führen::V,rəhbərlik etmək,juhatama
1150,lehren::V,öyrətmək,õpetama
1151,unterrichten::V,öyrətmək,õpetama
1152,unterrichten::V,dərs vermək,õpetama
1153,aufziehen::V,tərbiyə etmək,üles kasvatama
1154,leiten::V,idarə etmək,juhtima
1155,antreiben::V,bizləmək,ergutama
1156,lassen::V,-tırmaq,laskma
1157,einladen::V,dəvət etmək,kutsuma
1158,vereinigen::V,birləşdirmək,ühendama
1159,besuchen::V,baş çəkmək,külastama
1160,besuchen::V,ziyarət etmək,külastama
1161,treffen::V,rastlaşmaq,kohtama
1162,treffen::V,rast gəlmək,kohtama
1163,sich versammeln::V,toplanmaq,kogunema
1164,spielen::V,oynamaq,mängima
1165,singen::V,oxumaq,laulma
1166,tanzen::V,oynamaq,tantsima
1167,tanzen::V,rəqs etmək,tantsima
1168,sich trennen::V,ayrılmaq,lahku minema
1169,verlassen::V,tərk etmək,maha jätma
1170,retten::V,xilas etmək,päästma
1171,bewachen::V,gözətmək,valvama
1172,schützen::V,qorumaq,kaitsma
1173,verteidigen::V,qorumaq,kaitsma
1174,sich schlagen::V,döyüşmək,kaklema
1175,schießen::V,atmaq,tulistama
1176,schießen::V,atəş açmaq,tulistama
1177,siegen::V,yenmək,võitma
1178,ärgern::V,acışdırmaq,ärritama
1179,ärgern::V,acışdırmaq,vihastama
1180,schlagen::V,döymək,lööma
1181,treten::V,təpmək,sõtkuma
1182,stechen::V,soxmaq,pistma
1183,stechen::V,soxmaq,torkama
1184,stoßen::V,itələmək,tõukama
1185,stehlen::V,çalmaq,varastama
1186,stehlen::V,oğurlamaq,varastama
1187,stören::V,pozmaq,segama
1188,stören::V,pozmaq,häirima
1189,belästigen::V,narahat etmək,ahistama
1190,verbergen::V,gizləmək,peitma
1191,verbergen::V,gizləmək,varjama
1192,täuschen::V,aldatmaq,petma
1193,täuschen::V,aldatmaq,tüssama
1194,betrügen::V,aldatmaq,petma
1195,betrügen::V,aldatmaq,tüssama
1196,betrügen::V,aldatmaq,truudust murtma
1197,töten::V,öldürmək,tapma
1198,töten::V,öldürmək,surmama
1199,wohnen::V,yaşamaq,elama
1200,arbeiten::V,işləmək,töötama
1201,arbeiten::V,çalışmaq,töötama
1202,sammeln::V,yığmaq,koguma
1203,sammeln::V,yığmaq,korjama
1204,sammeln::V,toplamaq,koguma
1205,sammeln::V,toplamaq,korjama
1206,pflücken::V,qoparmaq,noppima
1207,jagen::V,ovlamaq,jahtima
1208,fischen::V,balıq tutmaq,kalastama
1209,fischen::V,balıq tutmaq,kala püüdma
1210,fassen::V,tutmaq,püüdma
1211,hüten::V,güdmək,karjatama
1212,treiben::V,haylamaq,ajama
1213,anbinden::V,bağlamaq,kinni siduma
1214,füttern::V,bəsləmək,söötma
1215,melken::V,sağmaq,lüpsma
1216,hacken::V,yarmaq,raiuma
1217,hacken::V,yarmaq,lõhkuma
1218,gießen::V,sulamaq,kastma
1219,reifen::V,dəymək,valmima
1220,zubereiten::V,bişirmək,valmistama
1221,kochen::V,qaynatmaq,keetma
1222,backen::V,bişirmək,küpsetama
1223,braten::V,qızartmaq,praadima
1224,umrühren::V,qarışdırmaq,segama
1225,stricken::V,hörmək,kuduma
1226,nähen::V,tikmək,õmblema
1227,färben::V,boyamaq,värvima
1228,reinigen::V,təmizləmək,puhastama
1229,waschen::V,yumaq,pesema
1230,abwischen::V,silmək,puhtaks pühkima
1231,spülen::V,çalxamaq,uhtma
1232,fegen::V,süpürmək,pühkima
1233,kehren::V,süpürmək,pühkima
1234,baden::V,çimmək,suplema
1235,baden::V,çimmək,kümblema
1236,sich waschen::V,yuyunmaq,end pesema
1237,ausziehen::V,soyunmaq,käest võtma
1238,ausziehen::V,soyunmaq,jalast võtma
1239,ausziehen::V,soyunmaq,seljast võtma
1240,anziehen::V,geymək,jalga panema
1241,sich anziehen::V,geyinmək,riietuma
1242,kämmen::V,daramaq,kammima
1243,schmücken::V,bəzəmək,kaunistama
1244,sagen::V,demək,ütlema
1245,sagen::V,söymek,ütlema
1246,sprechen::V,danışmaq,rääkima
1247,sprechen::V,danışmaq,kõnelema
1248,reden::V,danışmaq,kõnelema
1249,sich unterhalten::V,söhbət etmək,vestlema
1250,fragen::V,soruşmaq,küsima
1251,bitten::V,diləmək,paluma
1252,bitten::V,xahiş etmək,paluma
1253,erzählen::V,bəhs etmək,jutustama
1254,mitteilen::V,bildirmək,teatama
1255,mitteilen::V,bildirmək,teada andma
1256,nennen::V,adlandırmaq,nimetama
1257,rufen::V,çağırmaq,kutsuma
1258,prahlen::V,öyünmək,hooplema
1259,übersetzen::V,tərcümə etmək,tõlkima
1260,denken::V,düşünmək,mõtlema
1261,denken::V,fikirləşmək,mõtlema
1262,glauben::V,inanmaq,uskuma
1263,bemerken::V,qeyd etmək,märkama
1264,erkennen::V,tanımaq,ära tundma
1265,begreifen::V,anlamaq,aru saama
1266,verstehen::V,duymaq,mõistma
1267,lernen::V,öyrənmək,õppima
1268,wissen::V,bilmək,teadma
1269,sich erinnern an::V,xatırlamaq,mäletama
1270,vergessen::V,unutmaq,unustama
1271,messen::V,ölçmək,mõõtma
1272,zählen::V,saymaq,loendama
1273,rechnen::V,hesablamaq,arvutama
1274,lesen::V,oxumaq,lugema
1275,malen::V,şəkil çəkmək,maalima
1276,zeichnen::V,cızmaq,joonistama
1277,schreiben::V,yazmaq,kirjutama
1278,besitzen::V,yiyələnmək,omama
1279,besitzen::V,malik olmaq,omama
1280,kaufen::V,satın almaq,ostma
1281,verkaufen::V,satmaq,müüma
1282,bezahlen::V,ödəmək,tasuma
1283,zahlen::V,ödəmək,maksma
1284,beherrschen::V,idarə etmək,valitsema
1285,ertragen::V,dözmək,taluma
