,Concept_ID,mdf,nl
517,Straße::N,ки,baan
518,Straße::N,ки,straat
519,Dorf::N,веле,dorp
520,Stadt::N,ош,stad
521,Brief::N,сёрма,brief
522,Buch::N,книга,boek
523,Buchstabe::N,бу́ква,letter
524,Zeitung::N,газе́та,krant
525,Zeitung::N,газе́та,dagblad
526,Leben::N,эряф,leven
527,Leben::N,эряма,leven
528,Tod::N,кулома́,dood
529,Grab::N,калма,graf
530,Kirche::N,це́рькав,kerk
531,Sünde::N,пежеть,zonde
532,Sünde::N,муворкс,zonde
533,Gott::N,шкай,god
534,Arbeiter::N,трудендай,arbeider
535,Arbeiter::N,работник,arbeider
536,Chef::N,азор,chef
537,Chef::N,оцюня,chef
538,Meister::N,мастяр,meester
539,Arzt::N,врач,arts
540,Arzt::N,врач,dokter
541,Arzt::N,доктор,arts
542,Arzt::N,доктор,dokter
543,Lehrer::N,учи́тель,leraar
544,Lehrer::N,учи́тель,onderwijzer
545,Geld::N,ярмакт,geld
546,Geschäft::N,ладяфкс,zaak
547,Geschäft::N,ладяф тев,zaak
548,Laden::N,ла́вка,winkel
549,Preis::N,питне,prijs
550,Ware::N,миф,waar
551,Ware::N,ра́маф,waar
552,Nutzen::N,пара,nut
553,Nutzen::N,пара,voordeel
554,Nutzen::N,лезкс,nut
555,Nutzen::N,лезкс,voordeel
556,Reichtum::N,ко́зяши,rijkdom
557,Welt::N,свет,wereld
558,Land::N,мастор,land
559,Staat::N,государства,staat
560,König::N,король,koning
561,Macht::N,азорондама,macht
562,Macht::N,азорксши,macht
563,Grenze::N,ёткаян,grens
564,Krieg::N,война́,oorlog
565,Feind::N,душман,vijand
566,Feind::N,каршек тюри,vijand
567,Gewalt::N,наругама,geweld
568,Kampf::N,тюрема́,strijd
569,Kampf::N,тюрема́,gevecht
570,Bogen[Waffe]::N,нал,boog
571,Pfeil::N,нал,pijl
572,Gewehr::N,винто́вка,geweer
573,Fehler::N,эльбядькс,fout
574,Lüge::N,васькафнема,leugen
575,Schaden::N,зия́н,schade
576,Unglück::N,зия́н,tegenspoed
577,Schuld::N,муворши,schuld
578,Alter::N,эряф кизот,leeftijd
579,Alter::N,эряфонь пинге,leeftijd
580,Schluss::N,пе,slot
581,Zeit::N,пинге,tijd
582,Tag::N,ши,dag
583,Morgen::N,шобдава,morgen
584,Morgen::N,шобдава,ochtend
585,Mittag::N,шикучка,middag
586,Abend::N,иля́дь,avond
587,Nacht::N,ве,nacht
588,Woche::N,недя́ля,week
589,Monat::N,ков,maand
590,Jahr::N,киза,jaar
591,Frühling::N,тунда́,lente
592,Frühling::N,тунда́,voorjaar
593,Sommer::N,киза,zomer
594,Herbst::N,сёксе,herfst
595,Winter::N,тяла,winter
596,Januar::N,кельмеков,januari
597,Februar::N,уфайков,februari
598,März::N,марайков,maart
599,April::N,шудиков,april
600,Mai::N,панжиков,mei
601,Juni::N,лямбеков,juni
602,Juli::N,псиков,juli
603,August::N,сёроньков,augustus
604,September::N,тюжягов,september
605,Oktober::N,кельмазаков,oktober
606,November::N,эйндамков,november
607,Dezember::N,кучкаков,december
608,Montag::N,одговши,maandag
609,Dienstag::N,ша́вши,dinsdag
610,Mittwoch::N,вержи,woensdag
611,Donnerstag::N,шува́ланя,donderdag
612,Freitag::N,пя́денця,vrijdag
613,Samstag::N,ёткши,zaterdag
614,Sonntag::N,таргоши,zondag
615,groß::A,оцю,groot
616,klein::A,ёмла,klein
617,lang::A,кува́ка,lang
618,kurz::A,нюрьхкя́ня,kort
619,breit::A,кели,breed
620,schmal::A,тяйня,smal
621,dicht::A,сиде,dicht
622,dicht::A,туста,dicht
623,dick[Gegenstand]::A,эчке,dik
624,dünn::A,шува́ня,dun
625,fein::A,шува́ня,fijn
626,fest::A,кеме,vast
627,flach::A,лапш,plat
628,glatt::A,вадяв,glad
629,glatt::A,такор,glad
630,hart::A,калгода,hard
631,weich::A,ляпе,week
632,rund::A,кру́глай,rond
633,spitz::A,ботаз,spits
634,spitz::A,ботаз,puntig
635,spitz::A,оржа,spits
636,spitz::A,оржа,puntig
637,scharf::A,оржа,scherp
638,stumpf::A,ношка,stomp
639,schwer::A,стака,zwaar
640,schön::A,мазы,mooi
641,schön::A,мазы,fraai
642,heiß::A,пси,heet
643,warm::A,лямбе,warm
644,kalt::A,кельме,koud
645,kühl::A,эше,koel
646,frisch::A,свежай,fris
647,feucht::A,летьке,vochtig
648,nass::A,начка,nat
649,trocken::A,коське,droog
650,voll::A,пяшксе,vol
651,leer::A,шава,leeg
652,offen::A,панжада,open
653,offen::A,виде,open
654,geschlossen::A,пякстаф,gesloten
655,geschlossen::A,сёлгф,gesloten
656,sauber::A,ару,net
657,sauber::A,ару,schoon
658,schmutzig::A,рда́зу,vuil
659,schmutzig::A,пя́ндра,vuil
660,roh::A,верок,rauw
661,reif::A,ке́нерьф,rijp
662,lecker::A,танцти,lekker
663,süß::A,ламбама,zoet
664,bitter::A,сяпи,bitter
665,sauer::A,шапама,zuur
666,hell::A,валда,licht
667,hell::A,валда,helder
668,dunkel::A,шобда,donker
669,schwarz::A,равжа,zwart
670,weiß::A,акша,wit
671,rot::A,якстерь,rood
672,gelb::A,тюжя́,geel
673,blau::A,сенем,blauw
674,grün::A,пиже,groen
675,grün::A,сянгяря,groen
676,grau::A,уле,grijs
677,bunt::A,сёрмав,bont
678,billig::A,у́цез,goedkoop
679,billig::A,аф пи́тни,goedkoop
680,teuer::A,пи́тни,duur
681,wertvoll::A,питни,kostbaar
682,wertvoll::A,питни,waardevol
683,blind::A,сокор,blind
684,taub::A,пярав,doof
685,kräftig::A,пяк вии,krachtig
686,stark::A,вии,sterk
687,schwach::A,лафча,zwak
688,fett::A,куя́,vet
689,schlank::A,виде ронга,slank
690,hübsch::A,мазы,leuk
691,böse::A,кяжи,kwaad
692,dumm::A,аф ёню,dom
693,dumm::A,шава пря,dom
694,faul::A,нола,lui
695,fleißig::A,ку́лхцонды,vlijtig
696,geizig::A,кирьжя,gierig
697,geizig::A,жаднай,gierig
698,klug::A,ёню,slim
699,klug::A,ёню,schrander
700,klug::A,ёню,verstandig
701,klug::A,пря́ви,slim
702,klug::A,пря́ви,schrander
703,klug::A,пря́ви,verstandig
704,geschickt::A,маштозь тиф,handig
705,geschickt::A,маштозь тиф,vaardig
706,lieb::A,цебярь,lief
707,lustig::A,ра́хси,vrolijk
708,sanft::A,сетьме,zacht
709,hungrig::A,вача,hongerig
710,hungrig::A,вачеда,hongerig
711,krank::A,сяряди,ziek
712,nackt::A,штада,naakt
713,nackt::A,кърхтапа,naakt
714,traurig::A,ла́жнай,treurig
715,traurig::A,ла́жнай,bedroefd
716,lebendig::A,эряй,levend
717,gut::A,пара,goed
718,gut::A,цебярь,goed
719,schlecht::A,кальдяв,slecht
720,richtig::A,виде,juist
721,schlimm::A,кальдяв,erg
722,schlimm::A,кальдяв,kwaad
723,wahr::A,афкуксонь,waar
724,alt::A,ташта,oud
725,neu::A,од,nieuw
726,ehemalig::A,и́нгольдень,voormalig
727,alt[Lebewesen]::A,сире,oud
728,jung::A,од,jong
729,arm::A,а́шу,arm
730,reich::A,козя,rijk
731,bekannt::A,содаф,bekend
732,berühmt::A,содавикс,beroemd
733,fremd::A,лия,vreemd
734,fremd::A,аф содаф,vreemd
735,verschieden::A,аф фкя ла́цонь,verscheiden
736,verschieden::A,аф фкя ла́цонь,verschillend
737,nah::A,мала,nabij
738,nah::A,мала,nabijgelegen
739,nah::A,аф ичкоздень,nabij
740,nah::A,аф ичкоздень,nabijgelegen
741,fern::A,и́чкоздень,ver
742,fern::A,куна́рдонь,ver
743,linker::A,кержи,linker
744,rechter::A,види,rechter
745,anderer::A,лия,andere
746,erster::A,васенце,eerste
747,zweiter::A,омбоце,tweede
748,dritter::A,колмоце,derde
749,letzter::A,ме́кольце,laatste
750,allein::ADV,ськамонза,alleen
751,auf einmal::ADV,вихцок,ineens
752,auf einmal::ADV,вихцок,tegelijk
753,zusammen::ADV,марс,samen
754,zusammen::ADV,марс,bijeen
755,zusammen::ADV,ма́рса,samen
756,zusammen::ADV,ма́рса,bijeen
757,lange::ADV,кува́тьс,lang
758,plötzlich::ADV,а́пак учт,eensklaps
759,plötzlich::ADV,а́пак учт,plotsklaps
760,sofort::ADV,тяникиге,terstond
761,sofort::ADV,тяникиге,aanstonds
762,sofort::ADV,тяникиге,onmiddelijk
763,später::ADV,ме́ле,later
764,jetzt::ADV,тяни,nu
765,jetzt::ADV,тяни,nou
766,jetzt::ADV,тяни,thans
767,heute::ADV,тячи,heden
768,heute::ADV,тячи,vandaag
769,morgen::ADV,ва́нды,morgen
770,bald::ADV,курок,gauw
771,bald::ADV,курок,weldra
772,dann::ADV,меле,dan
773,dann::ADV,меле,toen
774,dann::ADV,сяда меле,dan
775,dann::ADV,сяда меле,toen
776,gestern::ADV,ися́к,gisteren
777,einst::ADV,весть,eens
778,einst::ADV,мзя́рда-бди,eens
779,damals::ADV,эста,toen
780,damals::ADV,эста,destijds
781,danach::ADV,меле,daarna
782,vorher::ADV,инголи,vooraf
783,vorher::ADV,инголи,van tevoren
784,zuerst::ADV,ва́сенда,eerst
785,zuerst::ADV,ва́сенда,het eerst
786,einmal::ADV,весть,eens
787,einmal::ADV,весть,eenmaal
788,manchmal::ADV,лия́ста,soms
789,manchmal::ADV,ко́ста-ко́ста,soms
790,oft::ADV,си́деста,vaak
791,oft::ADV,си́деста,dikwijls
792,immer::ADV,фалу,altijd
793,immer::ADV,най,altijd
794,niemals::ADV,аф мзя́рдонга,nooit
795,hier::ADV,тяса,hier
796,hierhin::ADV,сей,hierheen
797,hierhin::ADV,тяза,hierheen
798,von hier::ADV,тя́ста,van hier
799,von hier::ADV,тя́ста,hiervandaan
800,dort::ADV,тоса,daar
801,dort::ADV,тоса,ginds
802,dorthin::ADV,тов,daarheen
803,dorthin::ADV,тоза,daarheen
804,geradeaus::ADV,ви́деста,rechtuit
805,geradeaus::ADV,ви́деста,rechtdoor
806,vorwärts::ADV,и́нголи,vooruit
807,vorwärts::ADV,и́нголи,voorwaarts
808,rückwärts::ADV,ме́ки,achteruit
809,rückwärts::ADV,ме́ки,achterwaarts
810,zurück::ADV,ме́ки,terug
811,unten::ADV,ала,beneden
812,unten::ADV,ала,onderaan
