,Concept_ID,de,sk
127,Birke::N,Birke,breza
128,Kiefer[Baum]::N,Kiefer,sosna
129,Kiefer[Baum]::N,Kiefer,borovica
130,Weide[Baum]::N,Weide,vŕba
131,Tanne::N,Tanne,jedľa
132,Horn::N,Horn,roh
133,Feder::N,Feder,pero
134,Fell::N,Fell,koža
135,Fell::N,Fell,kožušina
136,Flügel::N,Flügel,krídlo
137,Klaue::N,Klaue,paznecht
138,Kralle::N,Kralle,pazúr
139,Schwanz::N,Schwanz,chvost
140,Ei::N,Ei,vajce
141,Ei::N,Ei,vajíčko
142,Nest::N,Nest,hniezdo
143,Bau::N,Bau,nora
144,Tier::N,Tier,zviera
145,Herde::N,Herde,stádo
146,Kuh::N,Kuh,krava
147,Bulle::N,Bulle,býk
148,Pferd::N,Pferd,kôň
149,Schaf::N,Schaf,ovca
150,Schwein::N,Schwein,sviňa
151,Hund::N,Hund,pes
152,Katze::N,Katze,mačka
153,Bär::N,Bär,medveď
154,Eichhörnchen::N,Eichhörnchen,veverička
155,Elch::N,Elch,los
156,Fuchs::N,Fuchs,líška
157,Hase::N,Hase,zajac
158,Maus::N,Maus,myš
159,Wolf::N,Wolf,vlk
160,Vogel::N,Vogel,vták
161,Schwarm::N,Schwarm,roj
162,Huhn::N,Huhn,kurča
163,Huhn::N,Huhn,sliepka
164,Hahn::N,Hahn,kohút
165,Gans::N,Gans,hus
166,Adler::N,Adler,orol
167,Ente::N,Ente,kačka
168,Ente::N,Ente,kačica
169,Eule::N,Eule,sova
170,Kranich::N,Kranich,žeriav
171,Krähe::N,Krähe,vrana
172,Kuckuck::N,Kuckuck,kukučka
173,Schwan::N,Schwan,labuť
174,Fisch::N,Fisch,ryba
175,Barsch::N,Barsch,ostriež
176,Hecht::N,Hecht,šťuka
177,Schlange[Tier]::N,Schlange,had
178,Wurm::N,Wurm,červ
179,Spinne::N,Spinne,pavúk
180,Ameise::N,Ameise,mravec
181,Laus::N,Laus,voš
182,Mücke::N,Mücke,komár
183,Fliege::N,Fliege,mucha
184,Schmetterling::N,Schmetterling,motýľ
185,Beere::N,Beere,bobuľa
186,Apfel::N,Apfel,jablko
187,Pilz::N,Pilz,hríb
188,Zwiebel::N,Zwiebel,cibuľa
189,Saat::N,Saat,osivo
190,Korn::N,Korn,zrno
191,Heu::N,Heu,seno
192,Schale::N,Schale,šupa
193,Schale::N,Schale,škrupina
194,Grube::N,Grube,jama
195,Falle::N,Falle,pasca
196,Falle::N,Falle,klepec
197,Schlinge::N,Schlinge,slučka
198,Spur::N,Spur,stopa
199,Asche::N,Asche,popol
200,Dreck::N,Dreck,kal
201,Dreck::N,Dreck,blato
202,Eisen::N,Eisen,železo
203,Gold::N,Gold,zlato
204,Silber::N,Silber,striebro
205,Kohle::N,Kohle,uhlie
206,Glas::N,Glas,sklo
207,Lehm::N,Lehm,íl
208,Lehm::N,Lehm,hlina
209,Sand::N,Sand,piesok
210,Mensch::N,Mensch,človek
211,Mann::N,Mann,muž
212,Mann::N,Mann,chlap
213,Frau::N,Frau,žena
214,Kind::N,Kind,dieťa
215,Junge::N,Junge,chlapec
216,Mädchen::N,Mädchen,dievka
217,Familie::N,Familie,rodina
218,Großvater::N,Großvater,dedo
219,Großvater::N,Großvater,starý otec
220,Großmutter::N,Großmutter,babička
221,Großmutter::N,Großmutter,stará mať
222,Eltern::N,Eltern,rodičia
223,Vater::N,Vater,otec
224,Mutter::N,Mutter,mať
225,Mutter::N,Mutter,matka
226,Sohn::N,Sohn,syn
227,Tochter::N,Tochter,dcéra
228,Bruder::N,Bruder,brat
229,Schwester::N,Schwester,sestra
230,Onkel::N,Onkel,ujo
231,Onkel::N,Onkel,strýko
232,Tante::N,Tante,teta
233,Tante::N,Tante,tetka
234,Ehemann::N,Ehemann,muž
235,Ehemann::N,Ehemann,manžel
236,Ehefrau::N,Ehefrau,žena
237,Ehefrau::N,Ehefrau,manželka
238,Freude::N,Freude,radosť
239,Gelächter::N,Gelächter,smiech
240,Glück::N,Glück,šťastie
241,Kummer::N,Kummer,žiaľ
242,Kummer::N,Kummer,zármutok
243,Wunsch::N,Wunsch,prianie
244,Lust::N,Lust,chuť
245,Geist::N,Geist,duch
246,Gedanke::N,Gedanke,myšlienka
247,Gedächtnis::N,Gedächtnis,pamäť
248,Verstand::N,Verstand,rozum
249,Sinn::N,Sinn,zmysel
250,Grund::N,Grund,dôvod
251,Grund::N,Grund,príčina
252,Wahrheit::N,Wahrheit,pravda
253,Gespräch::N,Gespräch,reč
254,Gespräch::N,Gespräch,rozhovor
255,Märchen::N,Märchen,rozprávka
256,Erzählung::N,Erzählung,poviedka
257,Nachricht::N,Nachricht,správa
258,Neuigkeit::N,Neuigkeit,novinka
259,Name::N,Name,meno
260,Rätsel::N,Rätsel,záhada
261,Rätsel::N,Rätsel,hádanka
262,Rede::N,Rede,reč
263,Sprache::N,Sprache,reč
264,Sprache::N,Sprache,jazyk
265,Stimme::N,Stimme,hlas
266,Wort::N,Wort,slovo
267,Zeichen::N,Zeichen,znak
268,Ruf::N,Ruf,volanie
269,Ruf::N,Ruf,zavolanie
270,Lärm::N,Lärm,hluk
271,Lärm::N,Lärm,hurhaj
272,Laut::N,Laut,zvuk
273,Ton::N,Ton,tón
274,Ton::N,Ton,zvuk
275,Lied::N,Lied,pieseň
276,Ruhe::N,Ruhe,pokoj
277,Leute::N,Leute,ľudia
278,Volk::N,Volk,ľud
279,Volk::N,Volk,národ
280,Arbeit::N,Arbeit,práca
281,Arbeit::N,Arbeit,robota
282,Gast::N,Gast,hosť
283,Geschenk::N,Geschenk,dar
284,Spiel::N,Spiel,hra
285,Gesellschaft::N,Gesellschaft,spoločnosť
286,Hilfe::N,Hilfe,pomoc
287,Freund::N,Freund,priateľ
288,Kamerad::N,Kamerad,kamarát
289,Angelegenheit::N,Angelegenheit,vec
290,Angelegenheit::N,Angelegenheit,záležitosť
291,Anzahl::N,Anzahl,počet
292,Anzahl::N,Anzahl,množstvo
293,Art::N,Art,druh
294,Stück::N,Stück,kus
295,Stück::N,Stück,kúsok
296,Teil::N,Teil,časť
297,Hälfte::N,Hälfte,polka
298,Hälfte::N,Hälfte,polovica
299,Kreis::N,Kreis,kruh
300,Kreuz::N,Kreuz,kríž
301,Linie::N,Linie,línia
302,Strich::N,Strich,čiara
303,Abstand::N,Abstand,vzdialenosť
304,Entfernung::N,Entfernung,vzdialenosť
305,Gegend::N,Gegend,kraj
306,Gegend::N,Gegend,krajina
307,Platz::N,Platz,miesto
308,Ort::N,Ort,miesto
309,Seite::N,Seite,bok
310,Seite::N,Seite,strana
311,Mitte::N,Mitte,stred
312,Gegenstand::N,Gegenstand,predmet
313,Sache::N,Sache,vec
314,Rand::N,Rand,kraj
315,Rand::N,Rand,okraj
316,Kante::N,Kante,hrana
317,Ecke::N,Ecke,roh
318,Spitze::N,Spitze,hrot
319,Spitze::N,Spitze,špička
320,Ende::N,Ende,koniec
321,Loch::N,Loch,diera
322,Winkel::N,Winkel,kút
323,Muster::N,Muster,vzor
324,Muster::N,Muster,vzorka
325,Größe::N,Größe,veľkosť
326,Länge::N,Länge,dĺžka
327,Höhe::N,Höhe,výška
328,Gewicht::N,Gewicht,váha
329,Menge::N,Menge,množstvo
330,Haufen::N,Haufen,hŕba
331,Reihe::N,Reihe,rad
332,Boot::N,Boot,čln
333,Ruder::N,Ruder,veslo
334,Schlitten::N,Schlitten,sane
335,Ski::N,Ski,lyža
336,Lagerfeuer::N,Lagerfeuer,táborák
337,Last::N,Last,ťarcha
338,Last::N,Last,bremeno
339,Gang::N,Gang,chôdza
340,Schritt::N,Schritt,krok
341,Norden::N,Norden,sever
342,Süden::N,Süden,juh
343,Westen::N,Westen,západ
344,Osten::N,Osten,východ
345,Holz::N,Holz,drevo
346,Brett::N,Brett,doska
347,Platte::N,Platte,doska
348,Platte::N,Platte,platňa
349,Stütze::N,Stütze,opora
350,Stange::N,Stange,tyč
351,Stock::N,Stock,palica
352,Stab::N,Stab,palica
353,Rohr::N,Rohr,rúra
354,Haus::N,Haus,dom
355,Heim::N,Heim,domov
356,Ofen::N,Ofen,pec
357,Ofen::N,Ofen,kachle
358,Fußboden::N,Fußboden,dlážka
359,Fußboden::N,Fußboden,podlaha
360,Tisch::N,Tisch,stôl
361,Stuhl::N,Stuhl,stolička
362,Wiege::N,Wiege,kolíska
363,Bett::N,Bett,lôžko
364,Bett::N,Bett,posteľ
365,Regal::N,Regal,regál
366,Regal::N,Regal,polica
367,Kiste::N,Kiste,debna
368,Fenster::N,Fenster,okno
369,Fenster::N,Fenster,oblok
370,Tür::N,Tür,dvere
371,Tor::N,Tor,vráta
372,Zaun::N,Zaun,plot
373,Zaun::N,Zaun,ohrada
374,Dach::N,Dach,krov
375,Dach::N,Dach,strecha
376,Leiter::N,Leiter,rebrík
377,Leiter::N,Leiter,rebrina
378,Besen::N,Besen,metla
379,Spaten::N,Spaten,rýľ
380,Schaufel::N,Schaufel,lopata
381,Gabel::N,Gabel,vidlička
382,Löffel::N,Löffel,lyžica
383,Messer::N,Messer,nôž
384,Nagel::N,Nagel,klinec
385,Netz::N,Netz,sieť
386,Haken::N,Haken,hák
387,Haken::N,Haken,háčik
388,Griff::N,Griff,rukoväť
389,Schloss::N,Schloss,zámka
390,Bild::N,Bild,obraz
391,Figur::N,Figur,figúra
392,Puppe::N,Puppe,bábka
393,Puppe::N,Puppe,bábika
394,Beutel::N,Beutel,vrece
395,Beutel::N,Beutel,vrecko
396,Bündel::N,Bündel,uzlík
397,Bündel::N,Bündel,zväzok
398,Tasche::N,Tasche,taška
399,Tasche::N,Tasche,kabelka
400,Eimer::N,Eimer,vedro
401,Deckel::N,Deckel,vrchnák
402,Deckel::N,Deckel,pokrývka
403,Geschirr::N,Geschirr,nádoba
404,Sack::N,Sack,mech
405,Sack::N,Sack,vrece
406,Tasse::N,Tasse,šálka
407,Topf::N,Topf,hrniec
408,Kessel::N,Kessel,kotol
409,Essen::N,Essen,jedlo
410,Nahrung::N,Nahrung,strava
411,Nahrung::N,Nahrung,potrava
412,Speise::N,Speise,jedlo
413,Fleisch::N,Fleisch,mäso
414,Getreide::N,Getreide,obilie
415,Brei::N,Brei,kaša
416,Brot::N,Brot,chlieb
417,Scheibe::N,Scheibe,kotúč
418,Scheibe::N,Scheibe,krajec
419,Fett::N,Fett,tuk
420,Fett::N,Fett,masť
421,Butter::N,Butter,maslo
422,Öl::N,Öl,olej
423,Salz::N,Salz,soľ
424,Suppe::N,Suppe,polievka
425,Honig::N,Honig,med
426,Milch::N,Milch,mlieko
427,Tee::N,Tee,čaj
428,Leder::N,Leder,koža
429,Wolle::N,Wolle,vlna
430,Stoff::N,Stoff,súkno
431,Nadel::N,Nadel,ihla
432,Faden::N,Faden,niť
433,Faden::N,Faden,vlákno
434,Knopf::N,Knopf,gombík
435,Knoten::N,Knoten,uzol
436,Farbe::N,Farbe,farba
437,Kleidung::N,Kleidung,šaty
438,Kleidung::N,Kleidung,šatstvo
439,Hemd::N,Hemd,košeľa
440,Kragen::N,Kragen,golier
441,Ärmel::N,Ärmel,rukáv
442,Hose::N,Hose,nohavice
443,Gürtel::N,Gürtel,pás
444,Gürtel::N,Gürtel,opasok
445,Mütze::N,Mütze,čiapka
446,Schuh::N,Schuh,obuv
447,Schuh::N,Schuh,topánka
448,Stiefel::N,Stiefel,čižma
449,Ring::N,Ring,prsteň
450,Band::N,Band,stuha
451,Kamm::N,Kamm,hrebeň
452,Spiegel::N,Spiegel,zrkadlo
453,Riemen::N,Riemen,remeň
454,Schnur::N,Schnur,šnúra
455,Leine::N,Leine,vodidlo
456,Decke::N,Decke,deka
457,Decke::N,Decke,prikrývka
458,Kissen::N,Kissen,poduška
459,Tuch::N,Tuch,šatka
460,Handtuch::N,Handtuch,uterák
461,Kraft::N,Kraft,moc
462,Stärke::N,Stärke,sila
463,Gesundheit::N,Gesundheit,zdravie
464,Krankheit::N,Krankheit,nemoc
465,Krankheit::N,Krankheit,choroba
466,Schmerz::N,Schmerz,bolesť
467,Wunde::N,Wunde,rana
468,Fieber::N,Fieber,horúčka
469,Arznei::N,Arznei,liek
470,Brücke::N,Brücke,most
471,Brunnen::N,Brunnen,studňa
472,Weide::N,Weide,pastva
473,Pfad::N,Pfad,chodník
474,Weg::N,Weg,cesta
475,Straße::N,Straße,hradská
476,Dorf::N,Dorf,dedina
477,Stadt::N,Stadt,mesto
478,Brief::N,Brief,list
479,Buch::N,Buch,kniha
480,Buchstabe::N,Buchstabe,litera
481,Buchstabe::N,Buchstabe,písmeno
482,Zeitung::N,Zeitung,noviny
483,Leben::N,Leben,život
484,Tod::N,Tod,smrť
485,Grab::N,Grab,hrob
486,Kirche::N,Kirche,kostol
487,Sünde::N,Sünde,hriech
488,Gott::N,Gott,boh
489,Arbeiter::N,Arbeiter,robotník
490,Arbeiter::N,Arbeiter,pracnovík
491,Chef::N,Chef,šéf
492,Chef::N,Chef,riaditeľ
493,Meister::N,Meister,majster
494,Arzt::N,Arzt,lekár
495,Lehrer::N,Lehrer,učiteľ
496,Geld::N,Geld,peniaze
497,Geschäft::N,Geschäft,obchod
498,Laden::N,Laden,obchod
499,Preis::N,Preis,cena
500,Ware::N,Ware,tovar
501,Nutzen::N,Nutzen,osoh
502,Nutzen::N,Nutzen,úžitok
503,Reichtum::N,Reichtum,bohatstvo
504,Welt::N,Welt,svet
505,Land::N,Land,územie
506,Land::N,Land,krajina
507,Staat::N,Staat,štát
508,König::N,König,kráľ
509,Macht::N,Macht,moc
510,Macht::N,Macht,mocnosť
511,Grenze::N,Grenze,hranica
512,Krieg::N,Krieg,vojna
513,Feind::N,Feind,nepriateľ
514,Gewalt::N,Gewalt,násilie
515,Kampf::N,Kampf,boj
516,Bogen[Waffe]::N,Bogen,luk
517,Pfeil::N,Pfeil,šíp
518,Pfeil::N,Pfeil,strela
519,Gewehr::N,Gewehr,puška
520,Fehler::N,Fehler,omyl
521,Fehler::N,Fehler,chyba
522,Lüge::N,Lüge,lož
523,Schaden::N,Schaden,ujma
524,Schaden::N,Schaden,škoda
525,Unglück::N,Unglück,nešťastie
526,Schuld::N,Schuld,vina
527,Schuld::N,Schuld,previnenie
528,Alter::N,Alter,vek
529,Schluss::N,Schluss,záver
530,Schluss::N,Schluss,koniec
531,Zeit::N,Zeit,čas
532,Tag::N,Tag,deň
533,Morgen::N,Morgen,ráno
534,Mittag::N,Mittag,poludnie
535,Abend::N,Abend,večer
536,Nacht::N,Nacht,noc
537,Woche::N,Woche,týždeň
538,Monat::N,Monat,mesiac
539,Jahr::N,Jahr,rok
540,Frühling::N,Frühling,jar
541,Sommer::N,Sommer,leto
542,Herbst::N,Herbst,jeseň
543,Winter::N,Winter,zima
544,Januar::N,Januar,január
545,Februar::N,Februar,február
546,März::N,März,marec
547,April::N,April,apríl
548,Mai::N,Mai,máj
549,Juni::N,Juni,jún
550,Juli::N,Juli,júl
551,August::N,August,august
552,September::N,September,september
553,Oktober::N,Oktober,október
554,November::N,November,november
555,Dezember::N,Dezember,december
556,Montag::N,Montag,pondelok
557,Dienstag::N,Dienstag,utorok
558,Mittwoch::N,Mittwoch,streda
559,Donnerstag::N,Donnerstag,štvrtok
560,Freitag::N,Freitag,piatok
561,Samstag::N,Samstag,sobota
562,Sonntag::N,Sonntag,nedeľa
563,groß::A,groß,veľký
564,klein::A,klein,malý
565,lang::A,lang,dlhý
566,kurz::A,kurz,krátky
567,breit::A,breit,široký
568,schmal::A,schmal,úzky
569,dicht::A,dicht,hustý
570,dick[Gegenstand]::A,dick,tlstý
571,dünn::A,dünn,tenký
572,fein::A,fein,jemný
573,fest::A,fest,pevný
574,flach::A,flach,rovný
575,flach::A,flach,plochý
576,glatt::A,glatt,hladký
577,hart::A,hart,tvrdý
578,weich::A,weich,mäkký
579,rund::A,rund,guľatý
580,rund::A,rund,okrúhly
581,spitz::A,spitz,končitý
582,scharf::A,scharf,ostrý
583,stumpf::A,stumpf,tupý
584,schwer::A,schwer,ťažký
585,schön::A,schön,pekný
586,schön::A,schön,krásny
587,heiß::A,heiß,horúci
588,warm::A,warm,teplý
589,kalt::A,kalt,studený
590,kühl::A,kühl,chladný
591,frisch::A,frisch,svieži
592,feucht::A,feucht,vlhký
593,feucht::A,feucht,zvlhnutý
594,nass::A,nass,mokrý
595,trocken::A,trocken,suchý
596,voll::A,voll,plný
597,leer::A,leer,prázdny
598,offen::A,offen,otvorený
599,geschlossen::A,geschlossen,zavretý
600,sauber::A,sauber,čistý
601,schmutzig::A,schmutzig,špinavý
602,roh::A,roh,surový
603,reif::A,reif,zrelý
604,lecker::A,lecker,chutný
605,süß::A,süß,sladký
606,bitter::A,bitter,horký
607,sauer::A,sauer,kyslý
608,hell::A,hell,jasný
609,hell::A,hell,svetlý
610,dunkel::A,dunkel,temný
611,schwarz::A,schwarz,čierny
612,weiß::A,weiß,biely
613,rot::A,rot,červený
614,gelb::A,gelb,žltý
615,blau::A,blau,modrý
616,blau::A,blau,belasý
617,grün::A,grün,zelený
618,grau::A,grau,šedý
619,bunt::A,bunt,pestrý
620,billig::A,billig,lacný
621,teuer::A,teuer,drahý
622,wertvoll::A,wertvoll,cenný
623,blind::A,blind,slepý
624,taub::A,taub,hluchý
625,kräftig::A,kräftig,silný
626,stark::A,stark,silný
627,schwach::A,schwach,slabý
628,schwach::A,schwach,bezvládny
629,fett::A,fett,tučný
630,schlank::A,schlank,štíhly
631,hübsch::A,hübsch,šumný
632,hübsch::A,hübsch,švárny
633,böse::A,böse,zlý
634,dumm::A,dumm,hlúpy
635,faul::A,faul,lenivý
636,fleißig::A,fleißig,snaživý
637,fleißig::A,fleißig,usilovný
638,geizig::A,geizig,skupý
639,geizig::A,geizig,lakomý
640,klug::A,klug,múdry
641,klug::A,klug,bystrý
642,geschickt::A,geschickt,zručný
643,geschickt::A,geschickt,šikovný
644,lieb::A,lieb,milý
645,lustig::A,lustig,veselý
646,sanft::A,sanft,nežný
647,hungrig::A,hungrig,lačný
648,hungrig::A,hungrig,hladný
649,krank::A,krank,chorý
650,krank::A,krank,nemocný
651,nackt::A,nackt,nahý
652,traurig::A,traurig,smutný
653,lebendig::A,lebendig,živý
654,gut::A,gut,dobrý
655,schlecht::A,schlecht,zlý
656,richtig::A,richtig,správny
657,schlimm::A,schlimm,zlý
658,schlimm::A,schlimm,nepríjemný
659,wahr::A,wahr,pravý
660,wahr::A,wahr,pravdivý
661,alt::A,alt,starý
662,neu::A,neu,nový
663,ehemalig::A,ehemalig,bývalý
664,alt[Lebewesen]::A,alt,starý
665,jung::A,jung,mladý
666,arm::A,arm,chudobný
667,reich::A,reich,bohatý
668,bekannt::A,bekannt,známy
669,berühmt::A,berühmt,slávny
670,berühmt::A,berühmt,povestný
671,fremd::A,fremd,cudzí
672,verschieden::A,verschieden,rôzny
673,verschieden::A,verschieden,rozličný
674,nah::A,nah,blízky
675,fern::A,fern,ďaleký
676,linker::A,linker,ľavý
677,rechter::A,rechter,pravý
678,anderer::A,anderer,iný
679,anderer::A,anderer,druhý
680,erster::A,erster,prvý
681,zweiter::A,zweiter,druhý
682,dritter::A,dritter,tretí
683,letzter::A,letzter,ostatný
684,letzter::A,letzter,posledný
685,allein::ADV,allein,sám
686,auf einmal::ADV,auf einmal,zároveň
687,zusammen::ADV,zusammen,spolu
688,zusammen::ADV,zusammen,spoločne
689,lange::ADV,lange,dlho
690,plötzlich::ADV,plötzlich,náhle
691,sofort::ADV,sofort,hneď
692,sofort::ADV,sofort,ihneď
693,später::ADV,später,neskoršie
694,jetzt::ADV,jetzt,teraz
695,heute::ADV,heute,dnes
696,morgen::ADV,morgen,zajtra
697,bald::ADV,bald,skoro
698,dann::ADV,dann,nato
699,dann::ADV,dann,potom
700,gestern::ADV,gestern,včera
701,einst::ADV,einst,kedysi
702,einst::ADV,einst,niekedy
703,damals::ADV,damals,vtedy
704,danach::ADV,danach,potom
705,danach::ADV,danach,podľa toho
706,vorher::ADV,vorher,napred
707,vorher::ADV,vorher,predtým
708,zuerst::ADV,zuerst,najprv
709,einmal::ADV,einmal,raz
710,einmal::ADV,einmal,jedenkrát
711,manchmal::ADV,manchmal,občas
712,manchmal::ADV,manchmal,niekedy
713,oft::ADV,oft,často
714,immer::ADV,immer,vždy
715,immer::ADV,immer,ustavične
716,niemals::ADV,niemals,nikdy
717,hier::ADV,hier,tu
718,hierhin::ADV,hierhin,sem
719,hierhin::ADV,hierhin,tade
720,von hier::ADV,von hier,odtiaľto
721,dort::ADV,dort,tam
722,dorthin::ADV,dorthin,ta
723,dorthin::ADV,dorthin,tam
724,geradeaus::ADV,geradeaus,rovno
725,geradeaus::ADV,geradeaus,priamo
726,vorwärts::ADV,vorwärts,napred
727,rückwärts::ADV,rückwärts,nazad
728,zurück::ADV,zurück,späť
729,zurück::ADV,zurück,naspäť
730,unten::ADV,unten,dolu
731,unten::ADV,unten,naspodku
732,hinab::ADV,hinab,dolu
733,oben::ADV,oben,hore
734,oben::ADV,oben,navrchu
735,hinauf::ADV,hinauf,hore
736,hinauf::ADV,hinauf,navrch
737,überall::ADV,überall,všade
738,nicht::ADV,nicht,nie
739,ein wenig::ADV,ein wenig,trocha
740,kaum::ADV,kaum,ledva
741,sehr::ADV,sehr,veľmi
742,so::ADV,so,tak
743,so::ADV,so,takto
744,noch::ADV,noch,ešte
745,nur::ADV,nur,len
746,schon::ADV,schon,už
747,wieder::ADV,wieder,zasa
748,vergebens::ADV,vergebens,márne
749,vergebens::ADV,vergebens,nadarmo
750,vor::PRP,vor,pred
751,hinter::PRP,hinter,za
752,unter::PRP,unter,pod
753,durch::PRP,durch,cez
754,neben::PRP,neben,pri
755,neben::PRP,neben,vedľa
756,zwischen::PRP,zwischen,medzi
757,wegen::PRP,wegen,pre
758,wegen::PRP,wegen,kvôli
759,dies::PRN,dies,to
760,dies::PRN,dies,táto
761,das::PRN,das,to
762,alles::PRN,alles,všetko
763,ich::PRN,ich,ja
764,du::PRN,du,ty
765,er::PRN,er,on
766,wir::PRN,wir,my
767,ihr::PRN,ihr,vy
768,sie::PRN,sie,oni
769,was::FPRN,was,čo
770,wer::FPRN,wer,kto
771,wo::FADV,wo,kde
772,wohin::FADV,wohin,kam
773,wie::FADV,wie,ako
774,warum::FADV,warum,prečo
775,wieviel::FNUM,wieviel,koľko
776,eins::NUM,eins,jeden
777,zwei::NUM,zwei,dva
778,drei::NUM,drei,tri
779,vier::NUM,vier,štyri
780,fünf::NUM,fünf,päť
781,sechs::NUM,sechs,šesť
782,sieben::NUM,sieben,sedem
783,acht::NUM,acht,osem
784,neun::NUM,neun,deväť
785,zehn::NUM,zehn,desať
786,elf::NUM,elf,jedenásť
787,zwölf::NUM,zwölf,dvanásť
788,zwanzig::NUM,zwanzig,dvadsať
789,dreißig::NUM,dreißig,tridsať
790,vierzig::NUM,vierzig,štyridsať
791,fünfzig::NUM,fünfzig,päťdesiat
792,sechzig::NUM,sechzig,šesťdesiat
793,siebzig::NUM,siebzig,sedemdesiat
794,achtzig::NUM,achtzig,osemdesiat
795,neunzig::NUM,neunzig,deväťdesiat
796,hundert::NUM,hundert,sto
797,tausend::NUM,tausend,tisíc
798,und::CNJ,und,i
799,oder::CNJ,oder,alebo
800,stehen::V,stehen,stáť
801,sitzen::V,sitzen,sedieť
