,Concept_ID,bg,te
173,Adler::N,орел,గ్రద్ద
174,Ente::N,патица,పాట్టిబాతు
175,Eule::N,сова,గ్రుడ్లగూబ
176,Kranich::N,жерав,కొంగ
177,Krähe::N,врана,కాకి
178,Kuckuck::N,кукувица,కోయల
179,Schwan::N,лебед,హంస
180,Fisch::N,риба,చేప
181,Barsch::N,костур,ఒకచేఁప
182,Hecht::N,щука,గండుమీను
183,Schlange[Tier]::N,змия,పాము
184,Wurm::N,червей,పురుగు
185,Spinne::N,паяк,సాలె పురుగు
186,Ameise::N,мравка,చీమ
187,Laus::N,въшка,పేను
188,Mücke::N,комар,చీకటీగ
189,Fliege::N,муха,ఈగ
190,Schmetterling::N,пеперуда,సీతాకోకచిలుక
191,Beere::N,плод,కాయ
192,Apfel::N,ябълка,ఆపిల్ పండు
193,Pilz::N,гъба,కుక్కగొడుగు
194,Zwiebel::N,лук,నీరుల్లి
195,Zwiebel::N,кромид,నీరుల్లి
196,Saat::N,семе,విత్తనము
197,Korn::N,зърно,గింజ
198,Heu::N,сено,ఎండుగడ్డి
199,Schale::N,кора,పొట్టు
200,Grube::N,яма,గొయ్యి
201,Grube::N,дупка,గొయ్యి
202,Falle::N,примка,బోను
203,Schlinge::N,клуп,ఉరి
204,Spur::N,диря,జాడ
205,Spur::N,следа,జాడ
206,Asche::N,пепел,బూడిద
207,Dreck::N,кал,ముఱికి
208,Eisen::N,желязо,ఇనుము
209,Gold::N,злато,బంగారము
210,Silber::N,сребро,వెండి
211,Kohle::N,въглища,నేలబొగ్గు
212,Glas::N,стъкло,గాజు
213,Lehm::N,глина,బంకమన్ను
214,Sand::N,пясък,ఇసుక
215,Mensch::N,човек,నరుడు
216,Mann::N,мъж,పురుమడు
217,Frau::N,жена,ఆడుది
218,Kind::N,дете,బిడ్డ
219,Junge::N,момче,బాలుడు
220,Mädchen::N,момиче,బాలిక
221,Familie::N,фамилия,కుటుంబము
222,Familie::N,семейство,కుటుంబము
223,Großvater::N,дядо,తాత
224,Großmutter::N,баба,అయ్యమ్మ
225,Eltern::N,родители,తల్లితండ్రులు
226,Vater::N,баща,తండ్రి
227,Mutter::N,майка,తల్లి
228,Sohn::N,син,కొడుకు
229,Tochter::N,дъщеря,కూతురు
230,Bruder::N,брат,పోదరుడు
231,Schwester::N,сестра,సోదరి
232,Onkel::N,чичо,మేనమామ
233,Onkel::N,вуйчо,మేనమామ
234,Tante::N,леля,మేనత్త
235,Tante::N,леля,పినతల్లి
236,Ehemann::N,съпруг,భర్త
237,Ehefrau::N,съпруга,భార్య
238,Freude::N,радост,సంతోషము
239,Gelächter::N,смях,నవ్వు
240,Glück::N,щастие,సంతోషము
241,Kummer::N,тъга,దుఃఖము
242,Wunsch::N,желание,కోరిక
243,Lust::N,желание,కోరిక
244,Geist::N,дух,ఆత్మ
245,Gedanke::N,мисъл,ఆలోచన
246,Gedächtnis::N,памет,జ్ఞాపకము
247,Verstand::N,ум,మనస్సు
248,Verstand::N,разум,మనస్సు
249,Sinn::N,смисъл,అర్థము
250,Grund::N,причина,కారణము
251,Wahrheit::N,правда,సత్యము
252,Gespräch::N,разговор,పంభాషణ
253,Märchen::N,приказка,అద్భుతకథ
254,Erzählung::N,разказ,కథ
255,Nachricht::N,вест,వార్త
256,Nachricht::N,известие,వార్త
257,Neuigkeit::N,новина,వార్త
258,Name::N,име,పేరు
259,Rätsel::N,гатанка,చిక్కు
260,Rede::N,реч,ఉపన్యాసము
261,Rede::N,слово,ఉపన్యాసము
262,Sprache::N,език,భాష
263,Stimme::N,глас,కంరథ్సని
264,Wort::N,дума,మాట
265,Zeichen::N,знак,గుర్తు
266,Ruf::N,зов,పిలువు
267,Lärm::N,шум,సందడి
268,Lärm::N,глъчка,సందడి
269,Laut::N,звук,ధ్వని
270,Ton::N,тон,స్వరము
271,Lied::N,песен,పాట
272,Ruhe::N,тишина,గాలిలేమి
273,Ruhe::N,спокойствие,గాలిలేమి
274,Leute::N,хора,జనులు
275,Volk::N,народ,జాతి
276,Arbeit::N,труд,పని
277,Arbeit::N,работа,పని
278,Gast::N,гост,అతిధి
279,Geschenk::N,дар,దానము
280,Geschenk::N,подарък,దానము
281,Spiel::N,игра,ఆట
282,Gesellschaft::N,общество,జట్టు
283,Hilfe::N,помощ,సాహాయ్యము
284,Freund::N,приятел,స్నేహితుడు
285,Kamerad::N,другар,చెలికాడు
286,Angelegenheit::N,работа,విషయము
287,Anzahl::N,брой,లెక్క
288,Anzahl::N,количество,లెక్క
289,Art::N,вид,జాతి
290,Stück::N,къс,తునుక
291,Stück::N,парче,తునుక
292,Teil::N,дял,భాగము
293,Teil::N,част,భాగము
294,Hälfte::N,половина,సగము
295,Kreis::N,кръг,వృత్తము
296,Kreuz::N,кръст,సిలువ
297,Linie::N,черта,గీత
298,Strich::N,щрих,గీత
299,Strich::N,черта,గీత
300,Abstand::N,дистанция,సందు
301,Abstand::N,разстояние,సందు
302,Entfernung::N,разстояние,దూరము
303,Gegend::N,местност,విస్తీర్ణము
304,Platz::N,място,ఎడము
305,Ort::N,място,స్థలము
306,Seite::N,страна,ప్రక్క
307,Mitte::N,среда,నడిమి
308,Gegenstand::N,предмет,పద్దు
309,Sache::N,вещ,వస్తువు
310,Rand::N,ръб,అంచు
311,Kante::N,ръб,అంచు
312,Kante::N,кант,అంచు
313,Ecke::N,ъгъл,మూల
314,Spitze::N,връх,మొన
315,Spitze::N,острие,మొన
316,Ende::N,край,కొన
317,Loch::N,дупка,రంధ్రము
318,Winkel::N,кът,కోణము
319,Winkel::N,ъгъл,కోణము
320,Muster::N,десен,మాదిరి
321,Muster::N,образец,మాదిరి
322,Größe::N,големина,పరిమాణము
323,Länge::N,дължина,పొడుగు
324,Höhe::N,висота,పొడుగు
325,Höhe::N,височина,పొడుగు
326,Gewicht::N,тегло,భారము
327,Gewicht::N,тежест,భారము
328,Menge::N,количество,మొత్తము
329,Haufen::N,куп,రాశి
330,Haufen::N,грамада,రాశి
331,Reihe::N,ред,వరుస
332,Reihe::N,редица,వరుస
333,Boot::N,лодка,పడవ
334,Ruder::N,весло,అడక
335,Ruder::N,гребло,అడక
336,Schlitten::N,шейна,సరవండ్లు
337,Ski::N,ски,స్కీ
338,Lagerfeuer::N,огнище,నెగడు
339,Last::N,товар,బరువు
340,Gang::N,ход,నడక
341,Gang::N,вървеж,నడక
342,Schritt::N,стъпка,అడుగు
343,Norden::N,север,ఉత్తరదిక్కు
344,Süden::N,юг,దక్షిణము
345,Westen::N,запад,పడమర
346,Osten::N,изток,తూర్పు
347,Holz::N,дърво,కొయ్య
348,Brett::N,дъска,పలక
349,Stange::N,прът,స్తంభము
350,Stange::N,върлина,స్తంభము
351,Stock::N,прът,కఱ్ఱ
352,Stock::N,тояга,కఱ్ఱ
353,Stab::N,прът,కఱ్ఱ
354,Rohr::N,цев,గొట్టము
355,Rohr::N,тръба,గొట్టము
356,Haus::N,къща,ఇల్లు
357,Heim::N,дом,స్వగృహము
358,Ofen::N,печка,పొయ్యి
359,Fußboden::N,под,నేల
360,Tisch::N,маса,మేజా
361,Stuhl::N,стол,కుర్చీ
362,Wiege::N,люлка,ఉయ్యాల
363,Bett::N,легло,పడక
364,Bett::N,легло,మంచం
365,Bett::N,креват,పడక
366,Bett::N,креват,మంచం
367,Regal::N,рафт,అటక
368,Regal::N,етажерка,అటక
369,Kiste::N,кутия,వెట్టె
370,Kiste::N,сандък,వెట్టె
371,Fenster::N,прозорец,కిటికి
372,Tür::N,врата,ద్వారము
373,Tor::N,врата,ద్వారము
374,Zaun::N,ограда,కంచె
375,Dach::N,покрив,ఇంటివైకప్పు
376,Leiter::N,стълба,నిచ్చెన
377,Besen::N,метла,చీపురుకట్ట
378,Spaten::N,лопата,పాఱ
379,Schaufel::N,лопата,పాఱ
380,Gabel::N,вилица,ముండ్లగరిటె
381,Löffel::N,лъжица,గరిటె
382,Messer::N,нож,కత్తి
383,Nagel::N,гвоздей,మేకు
384,Netz::N,мрежа,వల
385,Haken::N,кука,కొక్కెము
386,Haken::N,закачалка,కొక్కెము
387,Griff::N,ръчка,పిడి
388,Griff::N,дръжка,పిడి
389,Schloss::N,брава,తాళము
390,Schloss::N,ключалка,తాళము
391,Bild::N,картина,చిత్రము
392,Figur::N,фигура,రూపము
393,Puppe::N,кукла,బొమ్మ
394,Beutel::N,кесия,సంచి
395,Bündel::N,връзка,మూట
396,Tasche::N,чанта,సంచి
397,Eimer::N,кофа,చేద
398,Deckel::N,капак,మూత
399,Deckel::N,похлупак,మూత
400,Geschirr::N,съдове,వంటకాలు
401,Sack::N,чувал,గోనెసంచి
402,Tasse::N,чаша,గిన్నె
403,Topf::N,гърне,కుండ
404,Topf::N,тенджера,కుండ
405,Kessel::N,котел,నీరుకాచుపాత్ర
406,Essen::N,ядене,ఆహారము
407,Nahrung::N,храна,ఆహారము
408,Speise::N,ястие,ఆహారము
409,Fleisch::N,месо,మాంసము
410,Getreide::N,зърнено храни,ధాన్యము
411,Brei::N,каша,గుజ్జు
412,Brot::N,хляб,రొట్టె
413,Scheibe::N,резен,బద్ద
414,Fett::N,мазнина,క్రొవ్వు
415,Butter::N,масло,వెన్న
416,Öl::N,олио,నూనె
417,Öl::N,оливия,నూనె
418,Salz::N,сол,ఉప్పు
419,Suppe::N,супа,చారు
420,Honig::N,мед,తెనె
421,Milch::N,мляко,పాలు
422,Tee::N,чай,తేనీరు
423,Leder::N,кожа,బాగుచేసివతోలు
424,Wolle::N,вълна,ఉన్ని
425,Stoff::N,плат,బట్ట
426,Stoff::N,материал,బట్ట
427,Nadel::N,игла,సూది
428,Faden::N,конец,దారము
429,Knopf::N,копче,బొత్తాము
430,Knoten::N,възел,ముడి
431,Farbe::N,боя,రంగు
432,Kleidung::N,дрехи,బట్టలు
433,Kleidung::N,облекло,బట్టలు
434,Hemd::N,риза,చొక్కాయ
435,Kragen::N,яка,మాల
436,Ärmel::N,ръкав,చొక్కాయచెయ్యి
437,Hose::N,панталони,ఇజారు
438,Gürtel::N,пояс,పటకా
439,Gürtel::N,колан,పటకా
440,Mütze::N,каскет,టోపి
441,Mütze::N,фуражка,టోపి
442,Schuh::N,обувка,పాదరక్ష
443,Stiefel::N,ботуш,బూటు
444,Ring::N,пръстен,ఉంగరము
445,Band::N,лента,నాడా
446,Band::N,връзка,నాడా
447,Kamm::N,гребен,దువ్వెన
448,Spiegel::N,огледало,అద్దము
449,Riemen::N,каиш,వాడా
450,Riemen::N,ремък,వాడా
451,Schnur::N,връв,దారము
452,Leine::N,връв,వారు
453,Leine::N,въже,వారు
454,Decke::N,покривка,కంబళి
455,Kissen::N,възглавница,తలగడ
456,Tuch::N,сукно,బట్ట
457,Handtuch::N,пешкир,తువాలు
458,Handtuch::N,кърпа за лице,తువాలు
459,Kraft::N,мощ,బలము
460,Kraft::N,сила,బలము
461,Stärke::N,сила,శక్తి
462,Gesundheit::N,здраве,ఆరోగ్యము
463,Krankheit::N,болест,రోగము
464,Schmerz::N,болка,నొప్పి
465,Wunde::N,рана,గాయము
466,Fieber::N,треска,జ్వరము
467,Fieber::N,температура,జ్వరము
468,Arznei::N,лек,మందు
469,Arznei::N,лекарство,మందు
470,Brücke::N,мост,వంతెన
471,Brunnen::N,чешма,బావి
472,Brunnen::N,чешма,కూపము
473,Brunnen::N,чешма,నుయ్యి
474,Brunnen::N,кладенец,బావి
475,Brunnen::N,кладенец,కూపము
476,Brunnen::N,кладенец,నుయ్యి
477,Weide::N,паша,పచ్చికబయలు
478,Weide::N,пасище,పచ్చికబయలు
479,Pfad::N,пътека,కాలిత్రోవ
480,Weg::N,път,మార్గము
481,Straße::N,шосе,బాట
482,Dorf::N,село,గ్రామము
483,Stadt::N,град,పట్టణము
484,Brief::N,писмо,జాబు
485,Buch::N,книга,పుస్తకము
486,Buchstabe::N,буква,అక్షరము
487,Zeitung::N,вестник,వార్తాపత్రిక
488,Leben::N,живот,ప్రాణము
489,Tod::N,смърт,మరణము
490,Grab::N,гроб,సమాధి
491,Kirche::N,църква,క్రెస్తవులగుడి
492,Sünde::N,грях,పాపము
493,Gott::N,бог,దేవుడు
494,Arbeiter::N,работник,పనిపాటుచేశేవాడు
495,Chef::N,шеф,యజమానుడు
496,Chef::N,началник,యజమానుడు
497,Meister::N,майстор,కళాకారుడు
498,Arzt::N,лекар,వైద్యుడు
499,Lehrer::N,учител,ఉపాధ్యాయుడు
500,Geld::N,пари,ద్రవ్యము
501,Geschäft::N,сделка,వ్యాపారము
502,Laden::N,дюкян,అంగడి
503,Laden::N,магазин,అంగడి
504,Preis::N,цена,వెల
505,Ware::N,стока,సరకులు
506,Nutzen::N,полза,ప్రయోజనము
507,Nutzen::N,облага,ప్రయోజనము
508,Reichtum::N,богатство,ధనము
509,Welt::N,свят,ప్రపంచము
510,Land::N,страна,దేశము
511,Staat::N,щат,రాజ్యము
512,Staat::N,държава,రాజ్యము
513,König::N,крал,రాజు
514,Macht::N,мощ,అధికారము
515,Macht::N,власт,అధికారము
516,Grenze::N,граница,సరిహద్దు
517,Krieg::N,война,యుద్ధము
518,Feind::N,враг,శత్రువు
519,Feind::N,неприятел,శత్రువు
520,Gewalt::N,сила,దౌర్జన్యము
521,Gewalt::N,насилие,దౌర్జన్యము
522,Kampf::N,борба,పోట్లాట
523,Kampf::N,сражение,పోట్లాట
524,Bogen[Waffe]::N,лък,విల్లు
525,Pfeil::N,стрела,బాణము
526,Gewehr::N,пушка,తుపాకి
527,Fehler::N,грешка,తప్ప
528,Lüge::N,лъжа,అసత్యము
529,Schaden::N,повреда,నష్టము
530,Unglück::N,нещастие,దురదృష్టము
531,Schuld::N,вина,తప్పు
532,Alter::N,възраст,వయస్సు
533,Schluss::N,край,ముగింపు
534,Zeit::N,време,కాలము
535,Tag::N,ден,దినము
536,Morgen::N,утро,ఉదయము
537,Morgen::N,сутрин,ఉదయము
538,Mittag::N,обед,మధ్యాహ్నము
539,Mittag::N,пладне,మధ్యాహ్నము
540,Abend::N,вечер,సాయంకాలము
541,Nacht::N,нощ,రత్రి
542,Woche::N,седмица,వారము
543,Monat::N,месец,నెల
544,Jahr::N,година,సంవత్సరము
545,Frühling::N,пролет,వసంతకాలము
546,Sommer::N,лято,వేసవికాము
547,Herbst::N,есен,ఆకురాలుకాలము
548,Winter::N,зима,శీతకాలము
549,Januar::N,януари,జనవరి
550,Februar::N,февруари,ఫిబ్రవరి
551,März::N,март,మార్చి
552,April::N,април,ఏప్రిలు
553,Mai::N,май,మే
554,Juni::N,юни,జూన్
555,Juli::N,юли,జూలై
556,August::N,август,ఆగస్టు
557,September::N,септември,సెప్ఠెంబరు
558,Oktober::N,октомври,అక్టోబరు
559,November::N,ноември,నవంబరు
560,Dezember::N,декември,డిసెంబర్
561,Montag::N,понеделник,సోమవారము
562,Dienstag::N,вторник,మంగళవారము
563,Mittwoch::N,сряда,బుధవారము
564,Donnerstag::N,четвъртък,గురువారము
565,Freitag::N,петък,శుక్రవారము
566,Samstag::N,събота,శనివారము
567,Sonntag::N,неделя,ఆదివారము
568,groß::A,едър,గొప్పైన
569,groß::A,голям,గొప్పైన
570,klein::A,малък,చిన్న
571,klein::A,дребен,చిన్న
572,lang::A,дълъг,పొడుగాటి
573,kurz::A,къс,పొట్టి
574,breit::A,широк,వెడల్పైన
575,schmal::A,тесен,ఇఱుకైన
576,dicht::A,гъст,దట్టమైన
577,dick[Gegenstand]::A,дебел,దట్టమైన
578,dünn::A,тънък,పలుచని
579,fein::A,фин,నాజాకైన
580,fein::A,тънък,నాజాకైన
581,fest::A,твърд,దృడమైవ
582,fest::A,плътен,దృడమైవ
583,flach::A,равен,చదువైన
584,flach::A,плосък,చదువైన
585,glatt::A,гладък,నున్నని
586,hart::A,твърд,కఠినమైన
587,hart::A,корав,కఠినమైన
588,weich::A,мек,మృదువైన
589,rund::A,кръгъл,గుండ్రని
590,spitz::A,островръх,మొనగల
591,scharf::A,остър,పదనైన
592,stumpf::A,тъп,వాడిలేని
593,schwer::A,тежък,బరువ్తెన
594,schön::A,хубав,సుందరమైన
595,schön::A,красив,సుందరమైన
596,heiß::A,жарък,వేడియైన
597,warm::A,топъл,వెచ్చని
598,kalt::A,студен,చల్లని
599,kühl::A,хладен,చల్లని
600,frisch::A,свеж,తాజాయైన
601,feucht::A,влажен,చెమ్మగానున్న
602,nass::A,мокър,తడిగామన్న
603,trocken::A,сух,ఎండిన
604,voll::A,пълен,నిండు
605,leer::A,празен,శూన్యమైన
606,offen::A,откровен,తెఱచియున్న
607,geschlossen::A,закрит,మూసిన
608,geschlossen::A,затворен,మూసిన
609,sauber::A,чист,పరిశుద్ధమైన
610,schmutzig::A,мръсен,ముఱికియైన
611,roh::A,суров,పచ్చి
612,reif::A,зрял,పండివ
613,lecker::A,вкусен,రుచి గల
614,süß::A,сладък,తియ్యని
615,bitter::A,горчив,చేదైన
616,sauer::A,кисел,పుల్లని
617,hell::A,ясен,కాంతిగల
618,hell::A,светъл,కాంతిగల
619,dunkel::A,тъмен,చీకటియైన
620,schwarz::A,черен,నల్లని
621,weiß::A,бял,తెలుపు
622,rot::A,червен,ఎఱ్ఱని
623,gelb::A,жълт,పసుపు పచ్చ
624,blau::A,син,నీలవర్ణము
625,grün::A,зелен,ఆకుపచ్చని
626,grau::A,сив,నెరిసిన
627,bunt::A,шарен,రంగేలీ
628,bunt::A,пъстър,రంగేలీ
629,billig::A,евтин,చౌకయైన
630,teuer::A,скъп,వెలపొడుగైన
631,wertvoll::A,ценен,విలుప్తెన
632,blind::A,сляп,గ్రుడ్డి
633,taub::A,глух,చెవిటి
634,kräftig::A,силен,శక్తి గల
635,stark::A,здрав,బలమైన
636,stark::A,силен,బలమైన
637,schwach::A,слаб,బలహీనమైన
638,fett::A,тлъст,క్రొవ్విన
639,schlank::A,тънък,సన్నని
640,schlank::A,строен,సన్నని
641,hübsch::A,хубав,సాగప్తెన
642,böse::A,зъл,చెడ్డ
643,dumm::A,глупав,తెలివిలేని
644,faul::A,ленив,సోమరియైన
645,faul::A,мързелив,సోమరియైన
646,fleißig::A,прилежен,శ్రద్దగల
647,geizig::A,скъпернически,పిసినారియైన
648,klug::A,умен,తెలివిగల
649,klug::A,разумен,తెలివిగల
650,geschickt::A,умел,నిపుణతగల
651,geschickt::A,сръчен,నిపుణతగల
652,lieb::A,мил,ప్రియమైన
653,lieb::A,драг,ప్రియమైన
654,lustig::A,весел,ఉల్లాసము గల
655,sanft::A,нежен,సాధువైన
656,sanft::A,кротък,సాధువైన
657,hungrig::A,гладен,ఆకలిగొనిన
658,krank::A,болен,వ్యాధిగల
659,nackt::A,гол,దిగంబరమైన
660,traurig::A,тъжен,విచారముగల
661,traurig::A,печален,విచారముగల
662,lebendig::A,жив,ప్రాణముతో నున్న
663,gut::A,добър,మంచి
664,schlecht::A,лош,చెడ్డ
665,richtig::A,правилен,సరియైన
666,schlimm::A,лош,అసహ్యమైన
667,wahr::A,верен,నిజమైన
668,wahr::A,истински,నిజమైన
669,alt::A,стар,ముసలి
670,alt::A,древен,ముసలి
671,neu::A,нов,క్రొత్త
672,ehemalig::A,бивш,పూర్వపు
673,alt[Lebewesen]::A,стар,ముసలి
674,jung::A,млад,పసి
675,arm::A,беден,బీద
676,reich::A,богат,ధనవంతుడైన
677,bekannt::A,познат,తెలిసిన
678,bekannt::A,известен,తెలిసిన
679,berühmt::A,почут,ప్రపిద్దికెక్కివ
680,berühmt::A,известен,ప్రపిద్దికెక్కివ
681,fremd::A,чужд,అన్యమైన
682,verschieden::A,разен,భేదమైన
683,verschieden::A,различен,భేదమైన
684,nah::A,близък,దగ్గఱనున్న
685,fern::A,далечен,దూరమందున్న
686,linker::A,ляв,ఎడమప్రక్కగ
687,rechter::A,прав,కుడి
688,anderer::A,друг,వేఱ్తెన
689,erster::A,пръв,మొదటి
690,erster::A,първи,మొదటి
691,zweiter::A,втори,రెండన
692,dritter::A,трети,మూడో
693,letzter::A,последен,కడపటి
694,allein::ADV,само,ఒంటిగా
695,auf einmal::ADV,същевременно,హరాత్తుగ
696,zusammen::ADV,заедно,కలిసి
697,lange::ADV,дълго,బహుకాలము
698,plötzlich::ADV,изведнъж,హరాత్తుగ
699,sofort::ADV,веднага,తక్షణము
700,später::ADV,по-късно,ఇటీవలి
701,jetzt::ADV,сега,ఇప్పుడు
702,heute::ADV,днес,నేడు
703,morgen::ADV,утре,ఱేపు
704,bald::ADV,скоро,శీఘ్రముగ
705,dann::ADV,после,అప్పుడు
706,dann::ADV,тогава,అప్పుడు
707,gestern::ADV,вчера,నిన్నటి దినము
708,einst::ADV,някога,పూర్వమొకప్పుడు
709,damals::ADV,тогава,అప్పుడు
710,danach::ADV,после,అప్పుడు
711,danach::ADV,след това,అప్పుడు
712,vorher::ADV,преди,ఎదుట
713,vorher::ADV,преди това,ఎదుట
714,zuerst::ADV,най-напред,మొదటిలో
715,einmal::ADV,веднъж,ఒకసారి
716,einmal::ADV,един път,ఒకసారి
717,manchmal::ADV,понякога,అప్పటప్పటికి
718,oft::ADV,често,తఱచుగా
