,Concept_ID,sah,hy
428,Öl::N,арыы,ձեթ
429,Salz::N,туус,աղ
430,Suppe::N,мин,սուպ
431,Suppe::N,мин,ապուր
432,Honig::N,мүөт,մեղր
433,Milch::N,үүт,կաթ
434,Tee::N,чэй,թեյ
435,Leder::N,тирии,կաշի
436,Wolle::N,түү,բուրդ
437,Stoff::N,таҥас,գործվածք
438,Nadel::N,иннэ,ասեղ
439,Faden::N,сап,թել
440,Knopf::N,тимэх,կոճակ
441,Knoten::N,түмүк,հանգույց
442,Farbe::N,кырааска,ներկ
443,Kleidung::N,таҥас,հագուստ
444,Hemd::N,ырбаахы,վերնաշապիկ
445,Kragen::N,саҕа,օձիք
446,Ärmel::N,сиэх,թեւք
447,Hose::N,ыстаан,շալվար
448,Hose::N,бүрүүкэ,շալվար
449,Gürtel::N,кур,գոտի
450,Mütze::N,бэргэһэ,կեպի
451,Schuh::N,бачыыҥка,կոշիկ
452,Stiefel::N,саппыкы,երկարաճիթ կոշիկ
453,Ring::N,биһилэх,զնգալ
454,Band::N,лиэнтэ,ժապավեն
455,Kamm::N,тараах,սանր
456,Spiegel::N,сиэркилэ,հայելի
457,Riemen::N,кур,փոկ
458,Schnur::N,быа,լար
459,Leine::N,тэһиин,փոկ
460,Decke::N,суорҕан,վերմակ
461,Kissen::N,сыттык,բարձ
462,Tuch::N,былаат,թաշկինակ
463,Handtuch::N,соттор,սրբիչ
464,Kraft::N,сыра,ուժ
465,Stärke::N,күүс,պնդություն
466,Stärke::N,күүс,ամրություն
467,Gesundheit::N,доруобуйа,առողջություն
468,Krankheit::N,ыарыы,ախտ
469,Krankheit::N,ыарыы,հիվանդություն
470,Schmerz::N,ыарыы,ցավ
471,Schmerz::N,ыарыы,տանջանք
472,Wunde::N,баас,վերք
473,Fieber::N,түрүлгэн,տենդ
474,Fieber::N,лихорадка,տենդ
475,Fieber::N,температура,տենդ
476,Arznei::N,эмп,դեղ
477,Brücke::N,күргэ,կամուրջ
478,Brunnen::N,холуодьас,հոր
479,Brunnen::N,холуодьас,ջրհոր
480,Weide::N,мэччирэҥ,արոտավայր
481,Pfad::N,ыллык,արահետ
482,Weg::N,суол,ուղի
483,Straße::N,суол,ճանապարհ
484,Dorf::N,дэриэбинэ,գյուղ
485,Stadt::N,куорат,քաղաք
486,Brief::N,сурук,նամակ
487,Buch::N,кинигэ,գիրք
488,Buchstabe::N,буква,տառ
489,Buchstabe::N,буква,գիր
490,Zeitung::N,хаһыат,լրագիր
491,Leben::N,тыын,կյանք
492,Tod::N,өлүү,մահ
493,Grab::N,иин,գերեզման
494,Kirche::N,таҥара дьиэтэ,եկեղեցի
495,Sünde::N,айыы,մեղք
496,Gott::N,тангара,աստված
497,Arbeiter::N,үлэһит,բանվոր
498,Arbeiter::N,үлэһит,աշխատող
499,Chef::N,баһылык,տեր
500,Chef::N,начальник,տեր
501,Meister::N,уус,վարպետ
502,Meister::N,маастар,վարպետ
503,Arzt::N,врач,բժիշկ
504,Lehrer::N,учуутал,ուսուցիչ
505,Geld::N,харчы,փող
506,Geschäft::N,идэ,գործ
507,Geschäft::N,идэ,աշխատանք
508,Laden::N,маҕаһыын,կրպակ
509,Laden::N,маҕаһыын,խանութ
510,Preis::N,сыана,գին
511,Ware::N,табаар,ապրանք
512,Nutzen::N,туһа,օգուտ
513,Reichtum::N,баай,հարստություն
514,Welt::N,аан дойду,աշխարհ
515,Land::N,дойду,երկիր
516,Staat::N,государство,պետություն
517,König::N,король,արքա
518,König::N,король,թագավոր
519,Macht::N,былаас,իշխանություն
520,Grenze::N,кыраныысса,սահման
521,Krieg::N,сэрии,պատերազմ
522,Feind::N,өстөөх,թշնամի
523,Gewalt::N,күүһүлээһин,բռնություն
524,Gewalt::N,күүһүлээһин,սաստկություն
525,Kampf::N,охсуһуу,մարտ
526,Bogen[Waffe]::N,ох,աղեղ
527,Pfeil::N,ох,նետ
528,Gewehr::N,саа,հրացան
529,Fehler::N,сыыһа,սխալ
530,Lüge::N,сымыйа,սուտ
531,Schaden::N,хоромньу,վնաս
532,Unglück::N,алдьархай,դժբախտություն
533,Schuld::N,буруй,պակասություն
534,Alter::N,саас,հասակ
535,Schluss::N,тиһэх,վերջ
536,Schluss::N,тиһэх,վախճան
537,Zeit::N,бириэмэ,ժամանակ
538,Tag::N,күн,օր
539,Morgen::N,сарсыарда,առավոտ
540,Mittag::N,күн ортото,կեսօր
541,Abend::N,киэһэ,երեկո
542,Nacht::N,түүн,գիշեր
543,Woche::N,нэдиэлэ,շաբաթ
544,Monat::N,ый,ամիս
545,Jahr::N,сыл,տարի
546,Jahr::N,дьыл,տարի
547,Frühling::N,саас,գարուն
548,Sommer::N,сайын,ամառ
549,Herbst::N,күһүн,աշուն
550,Winter::N,кыһын,ձմեռ
551,Januar::N,тохсунньу,հունվար
552,Februar::N,олунньу,փետրվար
553,März::N,кулун тутар,մարտ
554,April::N,муус устар ый,ապրիլ
555,Mai::N,ыам ыйа,մայիս
556,Juni::N,бэс ыйа,հունիս
557,Juli::N,от ыйа,հուլիս
558,August::N,атырдьах ыйа,օգոստոս
559,September::N,балаҕан ыйа,սեպտեմբեր
560,Oktober::N,алтынньы,հոկտեմբեր
561,November::N,сэтинньи,նոյեմբեր
562,Dezember::N,ахсынньы,դեկտեմբեր
563,Montag::N,бэнидиэнньик,երկուշաբթի
564,Dienstag::N,оптуорунньук,երեքշաբթի
565,Mittwoch::N,сэрэдэ,չորեքշաբթի
566,Donnerstag::N,чэппиэр,հինգշաբթի
567,Freitag::N,бээтинсэ,ուրբաթ
568,Samstag::N,субуота,շաբաթ
569,Sonntag::N,баскыһыанньа,կիրակի
570,groß::A,бөдөҥ,մեծ
571,groß::A,бөдөҥ,խոշոր
572,groß::A,улахан,մեծ
573,groß::A,улахан,խոշոր
574,klein::A,кыр,պստիկ
575,klein::A,кыр,փոքրիկ
576,lang::A,уһун,երկար
577,kurz::A,кылгас,կարճ
578,breit::A,кэтит,լայն
579,schmal::A,кыараҕас,նեղ
580,dicht::A,хойуу,խիտ
581,dick[Gegenstand]::A,суон,հաստ
582,dick[Gegenstand]::A,хойуу,հաստ
583,dünn::A,чараас,բարակ
584,fein::A,бытархай,նուրբ
585,fein::A,синньигес,նուրբ
586,fest::A,бөҕө,ամուր
587,fest::A,бөҕө,պինդ
588,fest::A,кытаанах,ամուր
589,fest::A,кытаанах,պինդ
590,flach::A,хаптаҕай,տափակ
591,glatt::A,кылааккай,հարթ
592,hart::A,хатан,կարծր
593,hart::A,кытаанах,կարծր
594,weich::A,сымнаҕас,մեղմ
595,weich::A,сымнаҕас,փափուկ
596,rund::A,төгүрүк,կլոր
597,spitz::A,сытыы,սրածայր
598,spitz::A,уһуктаах,սրածայր
599,scharf::A,сытыы,սուր
600,stumpf::A,сыппах,գուլ
601,schwer::A,ыарахан,ծանր
602,schön::A,кыраһыабай,սիրուն
603,schön::A,кыраһыабай,գեղեցիկ
604,heiß::A,итии,թեժ
605,warm::A,ичигэс,տաք
606,warm::A,ичигэс,ջերմ
607,kalt::A,тымныы,ցուրտ
608,kühl::A,сөрүүн,զով
609,frisch::A,ыраас,թարմ
610,frisch::A,сөрүүн,թարմ
611,frisch::A,тымныы,թարմ
612,feucht::A,сииктээх,ղոնավ
613,nass::A,инчэҕэй,թաց
614,trocken::A,кураан,ցամաք
615,voll::A,толору,լի
616,voll::A,толору,լիքը
617,leer::A,иччитэх,դատարկ
618,offen::A,аһаҕас,բաց
619,geschlossen::A,бүтэй,գոց
620,sauber::A,сэбэр,մաքուր
621,schmutzig::A,кирдээх,կեղտոտ
622,roh::A,сиикэй,հում
623,reif::A,буспут,հասած
624,reif::A,буспут,հասուն
625,reif::A,сиппит-хоппут,հասած
626,reif::A,сиппит-хоппут,հասուն
627,lecker::A,минньигэс,համեղ
628,süß::A,минньигэс,անուշ
629,bitter::A,аһыы,կծու
630,sauer::A,аһыы,թթու
631,sauer::A,аһыы,թթված
632,hell::A,сырдык,պայծառ
633,hell::A,сырдык,խելամիտ
634,dunkel::A,хараҥа,մութ
635,schwarz::A,хара,սեւ
636,weiß::A,үрүҥ,սպիտակ
637,weiß::A,маҥан,սպիտակ
638,rot::A,кыһыл,կարմիր
639,gelb::A,саһархай,դեղին
640,blau::A,күөх,կապույտ
641,grün::A,күөх,կանաչ
642,grün::A,от күөҕэ,կանաչ
643,grau::A,сиэрэй,գորշ
644,bunt::A,эриэн,գոյնզգոյն
645,billig::A,чэпчэки,էժան
646,teuer::A,сыаналаах,թանկ
647,wertvoll::A,сыаналаах,թանկարժեք
648,blind::A,хараҕа суох,կույր
649,taub::A,дьүлэй,խուլ
650,kräftig::A,модун,հզոր
651,stark::A,күүстээх,ուժեղ
652,schwach::A,мөлтөх,տկար
653,schwach::A,мөлтөх,թույլ
654,fett::A,эмис,գեր
655,schlank::A,дьылҕан,նիհար
656,schlank::A,дьыпсаҕай,նիհար
657,hübsch::A,олус кэрэ,գրավիչ
658,hübsch::A,олус кэрэ,սիրունիկ
659,hübsch::A,көрүөхтэн үчүгэй,գրավիչ
660,hübsch::A,көрүөхтэн үчүгэй,սիրունիկ
661,böse::A,өһүөннээх,չար
662,dumm::A,акаары,հիմար
663,faul::A,нэс,ծույլ
664,fleißig::A,кыһамньылаах,ջանասեր
665,fleißig::A,кыһамньылаах,փութաջան
666,geizig::A,иҥсэлээх,ագահ
667,geizig::A,иҥсэлээх,կծծի
668,klug::A,өйдөөх,խելոք
669,klug::A,өйдөөх,ընդունակ
670,geschickt::A,наһаа дьоҕурдаах,ճարտար
671,lieb::A,тапталлаах,սիրելի
672,lustig::A,көрдөөх,զվարթ
673,sanft::A,намчы,հեզ
674,sanft::A,сымнаҕас,հեզ
675,hungrig::A,аччык,քաղցած
676,krank::A,ыалдьар,հիվանդ
677,nackt::A,сыгынньах,մերկ
678,traurig::A,санаарҕабыллаах,տխուր
679,lebendig::A,тыыннаах,կենդանի
680,gut::A,үтүө,լավ
681,gut::A,үчүгэй,լավ
682,schlecht::A,куһаҕан,վատ
683,richtig::A,сөп,ձիշտ
684,schlimm::A,сидьиҥ,լղրճուկ
685,schlimm::A,быдьар,լղրճուկ
686,wahr::A,кырдьык,ճիշտ
687,wahr::A,кырдьык,իրական
688,alt::A,былыргы,հին
689,neu::A,саҥа,նոր
690,ehemalig::A,урукку,նախկին
691,alt[Lebewesen]::A,кырдьаҕас,ծեր
692,alt[Lebewesen]::A,кырдьаҕас,պառավ
693,jung::A,эдэр,մատաղ
694,arm::A,дьадаҥы,աղքատ
695,reich::A,баай,հարուստ
696,bekannt::A,билэр,ծանոթ
697,berühmt::A,аатырбыт,հայտնի
698,berühmt::A,аатырбыт,հռչակավոր
699,fremd::A,атын,օտար
700,verschieden::A,араас,տարբեր
701,nah::A,чугас,մոտ
702,nah::A,чугас,մերձ
703,fern::A,ыраах,հեռավոր
704,linker::A,хаҥас,ձախ
705,rechter::A,уҥа,աջ
706,anderer::A,атын,այլ
707,anderer::A,атын,ուրիշ
708,erster::A,маҥнайгы,առաջին
709,zweiter::A,иккис,երկրորդ
710,dritter::A,үһүс,երրորդ
711,letzter::A,тиһэх,վերջին
712,allein::ADV,соҕотох,միայնակ
