,Concept_ID,sl,pt
387,Höhe::N,vršína,altitude
388,Gewicht::N,téža,peso
389,Menge::N,količína,quantidade
390,Haufen::N,kùp,pilha
391,Haufen::N,kopíca,pilha
392,Reihe::N,níz,fila
393,Reihe::N,vŕsta,fila
394,Boot::N,čóln,barco
395,Ruder::N,vêslo,remo
396,Schlitten::N,saní,trenó
397,Ski::N,smučí,esqui
398,Lagerfeuer::N,táborni ôgenj,fogueira
399,Last::N,tôvor,carga
400,Gang::N,hòd,curso
401,Gang::N,hòd,caminhada
402,Schritt::N,korák,passo
403,Norden::N,séver,norte
404,Süden::N,júg,sul
405,Westen::N,zapàd,oeste
406,Westen::N,zapàd,ocidente
407,Osten::N,vzhòd,este
408,Osten::N,vzhòd,leste
409,Osten::N,vzhòd,oriente
410,Holz::N,lés,madeira
411,Brett::N,deskà,tábua
412,Brett::N,deskà,prancha
413,Platte::N,plôča,laje
414,Platte::N,plôča,chapa
415,Stütze::N,opóra,apoio
416,Stütze::N,opóra,suporte
417,Stütze::N,zaslómba,apoio
418,Stütze::N,zaslómba,suporte
419,Stange::N,gréd,vara
420,Stange::N,gréd,barra
421,Stock::N,pálica,pau
422,Stock::N,pálica,bengala
423,Stab::N,pálica,bastão
424,Rohr::N,cév,cano
425,Haus::N,híša,casa
426,Heim::N,dóm,lar
427,Heim::N,dóm,casa
428,Ofen::N,péč,estufa
429,Ofen::N,péč,aquecedor
430,Fußboden::N,pòd,piso
431,Tisch::N,míza,mesa
432,Stuhl::N,stòl,cadeira
433,Wiege::N,zíbel,berço
434,Bett::N,póstelja,cama
435,Regal::N,políca,estante
436,Regal::N,políca,prateleira
437,Kiste::N,zabòj,caixa
438,Fenster::N,ôkno,janela
439,Tür::N,vráta,porta
440,Tor::N,velíka vráta,portão
441,Zaun::N,ográja,cerca
442,Zaun::N,ográja,vedação
443,Dach::N,stréha,telhado
444,Leiter::N,léstev,escada
445,Leiter::N,léstev,escada móvel
446,Besen::N,mêtla,vassoura
447,Spaten::N,lopáta,pá
448,Schaufel::N,lopáta,pá
449,Gabel::N,vílice,garfo
450,Löffel::N,žlíca,colher
451,Messer::N,nòž,faca
452,Nagel::N,žebèlj,cravo
453,Netz::N,mréža,rede
454,Haken::N,kljúka,gancho
455,Griff::N,ročáj,asa
456,Griff::N,ročáj,cabo
457,Griff::N,oprijèm,asa
458,Griff::N,oprijèm,cabo
459,Schloss::N,ključávnica,fechadura
460,Bild::N,slíka,imagem
461,Figur::N,figúra,figura
462,Figur::N,postáva,figura
463,Puppe::N,lútka,boneca
464,Beutel::N,môšnja,saco
465,Beutel::N,môšnja,bolsa
466,Bündel::N,cúla,fardo
467,Bündel::N,svéženj,fardo
468,Tasche::N,tórba,saco
469,Tasche::N,tórba,bolso
470,Tasche::N,tobôlec,saco
471,Tasche::N,tobôlec,bolso
472,Eimer::N,vêdro,balde
473,Deckel::N,pokròv,tampa
474,Deckel::N,poklópec,tampa
475,Geschirr::N,posóda,louça
476,Sack::N,vréča,saca
477,Tasse::N,skodélica,chávena
478,Topf::N,lônec,tacho
479,Topf::N,lônec,panela
480,Kessel::N,kôtel,caldeira
481,Essen::N,hrána,refeição
482,Nahrung::N,živílo,comida
483,Nahrung::N,živílo,alimento
484,Speise::N,jéd,prato
485,Fleisch::N,mesó,carne
486,Getreide::N,žíto,cereais
487,Brei::N,káša,puré
488,Brot::N,krùh,pão
489,Scheibe::N,réženj,fatia
490,Fett::N,mást,banha
491,Fett::N,mást,gordura
492,Fett::N,maščôba,banha
493,Fett::N,maščôba,gordura
494,Butter::N,máslo,manteiga
495,Öl::N,ólje,azeite
496,Salz::N,sól,sal
497,Suppe::N,júha,sopa
498,Suppe::N,júha,caldo
499,Honig::N,méd,mel
500,Milch::N,mléko,leite
501,Tee::N,čáj,chá
502,Leder::N,úsnje,couro
503,Wolle::N,vólna,lã
504,Stoff::N,blagó,pano
505,Stoff::N,blagó,tecido
506,Nadel::N,ígla,agulha
507,Faden::N,nít,fio
508,Knopf::N,gúmb,botão
509,Knoten::N,vôzel,nó
510,Farbe::N,bárva,corante
511,Kleidung::N,obléka,roupa
512,Kleidung::N,obléka,vestuário
513,Hemd::N,srájca,camisa
514,Kragen::N,ovrátnik,gola
515,Ärmel::N,rokáv,manga
516,Hose::N,hláče,calça
517,Gürtel::N,pás,cinto
518,Mütze::N,kápa,boné
519,Mütze::N,kápa,barrete
520,Mütze::N,čépica,boné
521,Mütze::N,čépica,barrete
522,Schuh::N,čévelj,sapato
523,Stiefel::N,škórenj,bota
524,Ring::N,pŕstan,anel
525,Band::N,trák,fita
526,Band::N,trák,faixa
527,Kamm::N,glavník,pente
528,Spiegel::N,zrcálo,espelho
529,Spiegel::N,ogledálo,espelho
530,Riemen::N,jêrmen,correia
531,Schnur::N,vŕvca,corda
532,Schnur::N,vŕvca,cordel
533,Leine::N,konôpec,trela
534,Decke::N,odéja,cobertor
535,Kissen::N,blazína,almofada
536,Tuch::N,pŕt,pano
537,Tuch::N,rúta,pano
538,Handtuch::N,brisáča,toalha
539,Kraft::N,síla,força
540,Stärke::N,jákost,força
541,Gesundheit::N,zdrávje,saúde
542,Krankheit::N,bolézen,doença
543,Krankheit::N,bolézen,enfermidade
544,Schmerz::N,ból,dor
545,Schmerz::N,bolečína,dor
546,Wunde::N,rána,chaga
547,Wunde::N,rána,ferida
548,Fieber::N,vročína,febre
549,Arznei::N,lék,remédio
550,Arznei::N,zdravílo,remédio
551,Brücke::N,móst,ponte
552,Brunnen::N,vodnják,poço
553,Weide::N,páša,pastagem
554,Pfad::N,stezà,senda
555,Pfad::N,stezà,trilho
556,Weg::N,pót,caminho
557,Straße::N,césta,via
558,Straße::N,césta,estrada
559,Dorf::N,vás,aldeia
560,Stadt::N,mésto,cidade
561,Brief::N,písmo,carta
562,Buch::N,knjíga,livro
563,Buchstabe::N,čŕka,letra
564,Zeitung::N,čásnik,jornal
565,Leben::N,življênje,vida
566,Tod::N,smŕt,morte
567,Grab::N,gròb,túmulo
568,Grab::N,gròb,sepultura
569,Kirche::N,cérkev,igreja
570,Sünde::N,gréh,pecado
571,Gott::N,bóg,deus
572,Arbeiter::N,délavec,operário
573,Arbeiter::N,délavec,trabalhador
574,Chef::N,šéf,chefe
575,Chef::N,šéf,patrão
576,Meister::N,mójster,mestre
577,Arzt::N,zdravník,médico
578,Lehrer::N,učítelj,professor
579,Geld::N,denár,dinheiro
580,Geschäft::N,kupčíja,negócio
581,Laden::N,trgovína,loja
582,Preis::N,céna,preço
583,Ware::N,róba,mercadoria
584,Nutzen::N,príd,proveito
585,Reichtum::N,bogástvo,riqueza
586,Welt::N,svét,mundo
587,Land::N,dežêla,país
588,Staat::N,držáva,Estado
589,König::N,králj,rei
590,Macht::N,oblást,poder
591,Macht::N,oblást,potência
592,Grenze::N,mêja,fronteira
593,Krieg::N,vôjna,guerra
594,Feind::N,sovrážnik,inimigo
595,Gewalt::N,nasílje,violência
596,Kampf::N,bòj,luta
597,Kampf::N,bòj,combate
598,Kampf::N,bórba,luta
599,Kampf::N,bórba,combate
600,Bogen[Waffe]::N,lók,arco
601,Pfeil::N,puščíca,seta
602,Pfeil::N,puščíca,flecha
603,Gewehr::N,púška,espingarda
604,Fehler::N,zmóta,erro
605,Fehler::N,zmóta,falha
606,Lüge::N,láž,mentira
607,Schaden::N,okvára,dano
608,Schaden::N,okvára,estrago
609,Unglück::N,nesréča,desgraça
610,Schuld::N,krívda,culpa
611,Alter::N,dôba,idade
612,Schluss::N,kônec,fim
613,Zeit::N,čàs,tempo
614,Tag::N,dán,dia
615,Morgen::N,jútro,manhã
616,Mittag::N,póldan,meio-dia
617,Abend::N,večér,noite
618,Abend::N,večér,tardinha
619,Nacht::N,nóč,noite
620,Woche::N,téden,semana
621,Monat::N,mésec,mês
622,Jahr::N,léto,ano
623,Frühling::N,pomlád,primavera
624,Sommer::N,polétje,verão
625,Herbst::N,jesén,outono
626,Winter::N,zíma,inverno
627,Januar::N,jánuar,Janeiro
628,Februar::N,fébruar,Fevereiro
629,März::N,márec,Março
630,April::N,apríl,Abril
631,Mai::N,máj,Maio
632,Juni::N,júnij,Junho
633,Juli::N,júlij,Julho
634,August::N,avgúst,Agosto
635,September::N,septêmber,Setembro
636,Oktober::N,október,Outubro
637,November::N,novêmber,Novembro
638,Dezember::N,decémber,Dezembro
639,Montag::N,ponedéljek,segunda-feira
640,Dienstag::N,tôrek,terça-feira
641,Mittwoch::N,sréda,quarta-feira
642,Donnerstag::N,četŕtek,quinta-feira
643,Freitag::N,pétek,sexta-feira
644,Samstag::N,sobóta,sábado
645,Sonntag::N,nedélja,domingo
646,groß::A,vêlik,grande
647,klein::A,májhen,pequeno
648,lang::A,dólg,comprido
649,kurz::A,krátek,curto
650,breit::A,širòk,largo
651,schmal::A,ózek,estreito
652,dicht::A,góst,denso
653,dick[Gegenstand]::A,dêbel,grosso
654,dünn::A,tánek,delgado
655,fein::A,drôben,fino
656,fein::A,drôben,subtil
657,fest::A,tŕden,firme
658,fest::A,tŕden,sólido
659,flach::A,plán,plano
660,flach::A,plòsk,plano
661,glatt::A,gládek,liso
662,hart::A,tŕd,duro
663,weich::A,mehák,mole
664,rund::A,okrógel,redondo
665,spitz::A,šílast,agudo
666,scharf::A,óster,afiado
667,stumpf::A,tóp,rombo
668,stumpf::A,skŕhan,rombo
669,schwer::A,têžek,pesado
670,schön::A,lép,belo
671,schön::A,lép,bonito
672,schön::A,krásen,belo
673,schön::A,krásen,bonito
674,heiß::A,vròč,quente
675,warm::A,tôpel,quente
676,kalt::A,mŕzel,frio
677,kalt::A,hláden,frio
678,kühl::A,hláden,fresco
679,frisch::A,svéž,fresco
680,feucht::A,vlážen,húmido
681,nass::A,móker,molhado
682,trocken::A,súh,seco
683,voll::A,póln,cheio
684,leer::A,prázen,vazio
685,offen::A,odpŕt,aberto
686,geschlossen::A,zapŕt,fechado
687,sauber::A,číst,limpo
688,sauber::A,líčen,limpo
689,schmutzig::A,umázan,sujo
690,roh::A,suròv,cru
691,reif::A,zrèl,maduro
692,lecker::A,okúsen,delicioso
693,süß::A,sládek,doce
694,bitter::A,grenák,amargo
695,sauer::A,kísel,azedo
696,hell::A,svetèl,claro
697,dunkel::A,temèn,escuro
698,dunkel::A,temèn,sombrio
699,schwarz::A,čŕn,preto
700,weiß::A,bél,branco
701,rot::A,rdèč,vermelho
702,gelb::A,žólt,amarelo
703,gelb::A,rumèn,amarelo
704,blau::A,móder,azul
705,grün::A,zelèn,verde
706,grau::A,sív,cinzento
707,bunt::A,písan,colorido
708,billig::A,pocéni,barato
709,teuer::A,drág,caro
710,wertvoll::A,dragocén,valioso
711,wertvoll::A,dragocén,precioso
712,blind::A,slép,cego
713,taub::A,glúh,surdo
714,kräftig::A,močán,forte
715,kräftig::A,močán,poderoso
716,stark::A,ják,forte
717,stark::A,ják,robusto
718,schwach::A,šíbek,débil
719,fett::A,dêbel,gordo
720,schlank::A,vítek,esbelto
721,hübsch::A,lép,giro
722,hübsch::A,lép,bonito
723,böse::A,zèl,mau
724,böse::A,hudôben,mau
725,dumm::A,glúp,parvo
726,dumm::A,glúp,estúpido
727,dumm::A,bédast,parvo
728,dumm::A,bédast,estúpido
729,faul::A,lén,preguiçoso
730,fleißig::A,marljív,aplicado
731,fleißig::A,marljív,diligente
732,geizig::A,škŕt,avarento
733,klug::A,pámeten,prudente
734,klug::A,pámeten,inteligente
735,geschickt::A,spréten,hábil
736,lieb::A,míl,caro
737,lieb::A,míl,querido
738,lieb::A,ljúb,caro
739,lieb::A,ljúb,querido
740,lustig::A,vesél,alegre
741,sanft::A,láhek,suave
742,sanft::A,láhek,brando
743,hungrig::A,láčen,faminto
744,krank::A,bolán,doente
745,krank::A,bolán,enfermo
746,nackt::A,nág,nu
747,nackt::A,nág,despido
748,traurig::A,túžen,triste
749,lebendig::A,žív,vivo
750,gut::A,dóber,bom
751,schlecht::A,malopríden,mau
752,schlecht::A,malopríden,ruim
753,richtig::A,pravílen,justo
754,richtig::A,pravílen,correcto
755,schlimm::A,húd,mau
756,schlimm::A,húd,grave
757,wahr::A,resníčen,verdadeiro
758,alt::A,stàr,velho
759,alt::A,stàr,antigo
760,neu::A,nòv,novo
761,ehemalig::A,nekdánji,antigo
762,alt[Lebewesen]::A,stàr,velho
763,jung::A,mlád,jovem
764,arm::A,ubóg,pobre
765,arm::A,réven,pobre
766,reich::A,bogàt,rico
767,bekannt::A,znán,conhecido
768,berühmt::A,sláven,famoso
769,berühmt::A,sláven,célebre
770,berühmt::A,znamenít,famoso
771,berühmt::A,znamenít,célebre
772,fremd::A,túj,alheio
773,fremd::A,túj,estranho
774,verschieden::A,razlíčen,diverso
775,verschieden::A,razlíčen,diferente
776,nah::A,blížnji,próximo
777,fern::A,dáleč,remoto
778,fern::A,dáleč,distante
779,linker::A,lévi,esquerdo
780,rechter::A,désni,direito
781,anderer::A,drúgi,outro
782,erster::A,pŕvi,primeiro
783,zweiter::A,drúgi,segundo
784,dritter::A,trétji,terceiro
785,letzter::A,poslédnji,final
786,letzter::A,poslédnji,último
787,allein::ADV,sám,só
788,auf einmal::ADV,obênem,de vez
789,zusammen::ADV,skúpaj,juntos
790,lange::ADV,dólgo,muito tempo
791,plötzlich::ADV,náglo,de repente
792,plötzlich::ADV,nenádoma,de repente
793,sofort::ADV,prècej,imediatamente
794,später::ADV,poznêje,mais tarde
795,jetzt::ADV,zdàj,agora
796,heute::ADV,dánes,hoje
797,morgen::ADV,jútri,amanhã
798,bald::ADV,kmálu,logo
799,bald::ADV,kmálu,breve
800,dann::ADV,nató,então
801,dann::ADV,nató,depois
802,gestern::ADV,včéraj,ontem
803,einst::ADV,nékdaj,antigamente
804,damals::ADV,tedàj,então
805,damals::ADV,takràt,então
806,danach::ADV,potèm,logo
807,danach::ADV,potèm,depois
808,vorher::ADV,poprèj,antes
809,zuerst::ADV,spŕva,primeiro
810,einmal::ADV,ênkrat,uma vez
811,manchmal::ADV,včásih,às vezes
812,oft::ADV,pogósto,muitas vezes
813,immer::ADV,védno,sempre
814,immer::ADV,zméraj,sempre
815,niemals::ADV,nikdàr,nunca
816,hier::ADV,tù,cá
817,hier::ADV,tù,aqui
818,hier::ADV,túkaj,cá
819,hier::ADV,túkaj,aqui
820,hierhin::ADV,sèmkaj,para cá
821,von hier::ADV,od tú,daqui
822,dort::ADV,tàm,lá
823,dort::ADV,tàm,ali
824,dorthin::ADV,tjà,lá
825,dorthin::ADV,tjà,para lá
826,geradeaus::ADV,rávno napréj,em frente
827,vorwärts::ADV,napréj,avante
828,rückwärts::ADV,zádaj,para trás
829,zurück::ADV,nazáj,atrás
830,unten::ADV,dôli,debaixo
831,unten::ADV,dôli,em baixo
832,unten::ADV,spôdaj,debaixo
