,Concept_ID,lv,no
822,Regal::N,джадж,reol
823,Regal::N,джадж,hylle
824,Regal::N,plaukts,reol
825,Regal::N,plaukts,hylle
826,Kiste::N,куд,kasse
827,Kiste::N,ящик,kasse
828,Kiste::N,kaste,kasse
829,Kiste::N,šķirsts,kasse
830,Fenster::N,ӧшинь,vindu
831,Fenster::N,logs,vindu
832,Tür::N,ӧдзӧс,dør
833,Tür::N,durvis,dør
834,Tor::N,дзиръя,port
835,Tor::N,vārti,port
836,Zaun::N,потшӧс,gjerde
837,Zaun::N,žogs,gjerde
838,Dach::N,вевт,tak
839,Dach::N,jumts,tak
840,Leiter::N,пос,stige
841,Leiter::N,kāpnes,stige
842,Leiter::N,redeles,stige
843,Besen::N,рос,kost
844,Besen::N,slota,kost
845,Spaten::N,зыр,spade
846,Spaten::N,lāpsta,spade
847,Schaufel::N,тэльӧб,skuffe
848,Schaufel::N,liekšķere,skuffe
849,Gabel::N,вилки,gaffel
850,Gabel::N,dakšiņa,gaffel
851,Löffel::N,пань,skje
852,Löffel::N,karote,skje
853,Messer::N,пурт,kniv
854,Messer::N,nazis,kniv
855,Nagel::N,тув,spiker
856,Nagel::N,кӧрт тув,spiker
857,Nagel::N,nagla,spiker
858,Netz::N,тыв,nett
859,Netz::N,tīkls,nett
860,Haken::N,крук,krok
861,Haken::N,āķis,krok
862,Haken::N,kāsis,krok
863,Haken::N,krampis,krok
864,Griff::N,нуд,tak
865,Griff::N,нуд,håndtak
866,Griff::N,kāts,tak
867,Griff::N,kāts,håndtak
868,Griff::N,rokturis,tak
869,Griff::N,rokturis,håndtak
870,Schloss::N,томан,lås
871,Schloss::N,aizslēgs,lås
872,Bild::N,серпас,bilde
873,Bild::N,glezna,bilde
874,Figur::N,пертас,figur
875,Figur::N,вежньӧг,figur
876,Figur::N,figūra,figur
877,Puppe::N,акань,dukke
878,Puppe::N,lelle,dukke
879,Beutel::N,мешӧк,pose
880,Beutel::N,kule,pose
881,Beutel::N,maisiņš,pose
882,Bündel::N,кӧртӧд,bylt
883,Bündel::N,sainis,bylt
884,Tasche::N,сумка,veske
885,Tasche::N,soma,veske
886,Eimer::N,ведра,bøtte
887,Eimer::N,spainis,bøtte
888,Deckel::N,пӧдан,lokk
889,Deckel::N,тупкӧд,lokk
890,Deckel::N,vāks,lokk
891,Geschirr::N,дозмук,kjøkkentøy
892,Geschirr::N,тасьті-пань,kjøkkentøy
893,Geschirr::N,trauki,kjøkkentøy
894,Sack::N,мешӧк,sekk
895,Sack::N,maiss,sekk
896,Tasse::N,бекар,kopp
897,Tasse::N,тасьті,kopp
898,Tasse::N,tase,kopp
899,Topf::N,гырнич,gryte
900,Topf::N,pods,gryte
901,Kessel::N,пӧрт,kjele
902,Kessel::N,katls,kjele
903,Essen::N,сёйӧм,mål
904,Essen::N,ēdiens,mål
905,Nahrung::N,сёян,mat
906,Nahrung::N,сёян,næring
907,Nahrung::N,barība,mat
908,Nahrung::N,barība,næring
909,Speise::N,сёян,matrett
910,Speise::N,сёянтор,matrett
911,Speise::N,ēdiens,matrett
912,Fleisch::N,яй,kjøtt
913,Fleisch::N,gaļa,kjøtt
914,Getreide::N,нянь,korn
915,Getreide::N,labība,korn
916,Brei::N,рок,grøt
917,Brei::N,putra,grøt
918,Brei::N,biezenis,grøt
919,Brot::N,нянь,brød
920,Brot::N,maize,brød
921,Scheibe::N,шӧрӧм,skive
922,Scheibe::N,чӧлан,skive
923,Scheibe::N,šķēle,skive
924,Scheibe::N,rieciens,skive
925,Fett::N,гос,fett
926,Fett::N,тшог,fett
927,Fett::N,tauki,fett
928,Butter::N,вый,smør
929,Butter::N,sviests,smør
930,Öl::N,вый,olje
931,Öl::N,eļļa,olje
932,Salz::N,сов,salt
933,Salz::N,sāls,salt
934,Suppe::N,шыд,suppe
935,Suppe::N,zupa,suppe
936,Honig::N,ма,honning
937,Honig::N,medus,honning
938,Milch::N,йӧв,melk
939,Milch::N,piens,melk
940,Tee::N,чай,te
941,Tee::N,tēja,te
942,Leder::N,ку,lær
943,Leder::N,ку,skinn
944,Leder::N,āda,lær
945,Leder::N,āda,skinn
946,Wolle::N,вурун,ull
947,Wolle::N,vilna,ull
948,Stoff::N,дӧра,tøy
949,Stoff::N,дӧра,stoff
950,Stoff::N,drāna,tøy
951,Stoff::N,drāna,stoff
952,Stoff::N,audums,tøy
953,Stoff::N,audums,stoff
954,Nadel::N,ем,nål
955,Nadel::N,adata,nål
956,Faden::N,сунис,tråd
957,Faden::N,diegs,tråd
958,Faden::N,pavediens,tråd
959,Knopf::N,кизь,knapp
960,Knopf::N,poga,knapp
961,Knoten::N,гӧрӧд,knute
962,Knoten::N,mezgls,knute
963,Farbe::N,краска,farge
964,Farbe::N,вап,farge
965,Farbe::N,krāsa,farge
966,Kleidung::N,паськӧм,påkledning
967,Kleidung::N,tērps,påkledning
968,Kleidung::N,drēbes,påkledning
969,Hemd::N,дӧрӧм,skjorte
970,Hemd::N,krekls,skjorte
971,Kragen::N,воротник,krage
972,Kragen::N,apkakle,krage
973,Ärmel::N,сос,erme
974,Ärmel::N,piedurkne,erme
975,Hose::N,гач,bukse
976,Hose::N,bikses,bukse
977,Gürtel::N,вӧнь,belte
978,Gürtel::N,josta,belte
979,Mütze::N,шапка,lue
980,Mütze::N,cepure,lue
981,Schuh::N,башмак,sko
982,Schuh::N,ботинки,sko
983,Schuh::N,kurpe,sko
984,Stiefel::N,сапӧг,støvel
985,Stiefel::N,zābaks,støvel
986,Ring::N,кытш,ring
987,Ring::N,gredzens,ring
988,Band::N,лента,band
989,Band::N,вундас,band
990,Band::N,lente,band
991,Kamm::N,сынан,kam
992,Kamm::N,ķemme,kam
993,Spiegel::N,рӧмпӧштан,speil
994,Spiegel::N,spogulis,speil
995,Riemen::N,тасма,rem
996,Riemen::N,siksna,rem
997,Schnur::N,гез,snor
998,Schnur::N,aukla,snor
999,Leine::N,юргез,line
1000,Leine::N,saite,line
1001,Decke::N,эшкын,teppe
1002,Decke::N,шебрас,teppe
1003,Decke::N,sega,teppe
1004,Kissen::N,юрлӧс,pute
1005,Kissen::N,spilvens,pute
1006,Tuch::N,чышъян,tøy
1007,Tuch::N,vadmala,tøy
1008,Handtuch::N,ки чышкӧд,håndkle
1009,Handtuch::N,кизьчышъян,håndkle
1010,Handtuch::N,dvielis,håndkle
1011,Kraft::N,этш,kraft
1012,Kraft::N,эбӧс,kraft
1013,Kraft::N,spēks,kraft
1014,Stärke::N,ёнлун,styrke
1015,Stärke::N,чорыдлун,styrke
1016,Stärke::N,stiprums,styrke
1017,Gesundheit::N,дзоньвидзалун,helse
1018,Gesundheit::N,дзоньвидзалун,sunnhet
1019,Gesundheit::N,veselība,helse
1020,Gesundheit::N,veselība,sunnhet
1021,Krankheit::N,висьӧм,syke
1022,Krankheit::N,висьӧм,sykdom
1023,Krankheit::N,slimība,syke
1024,Krankheit::N,slimība,sykdom
1025,Schmerz::N,висьӧм,smerte
1026,Schmerz::N,sāpes,smerte
1027,Wunde::N,дой,sår
1028,Wunde::N,brūce,sår
1029,Wunde::N,jēlums,sår
1030,Fieber::N,жар,feber
1031,Fieber::N,drudzis,feber
1032,Fieber::N,karstums,feber
1033,Arznei::N,лекарство,medisin
1034,Arznei::N,лекарство,legemiddel
1035,Arznei::N,зелля,medisin
1036,Arznei::N,зелля,legemiddel
1037,Arznei::N,zāles,medisin
1038,Arznei::N,zāles,legemiddel
1039,Arznei::N,medikaments,medisin
1040,Arznei::N,medikaments,legemiddel
1041,Brücke::N,пос,bro
1042,Brücke::N,tilts,bro
1043,Brunnen::N,юкмӧс,brønn
1044,Brunnen::N,aka,brønn
1045,Weide::N,пӧскӧтина,beite
1046,Weide::N,ganības,beite
1047,Pfad::N,туй,sti
1048,Pfad::N,кыснан,sti
1049,Pfad::N,taka,sti
1050,Weg::N,туй,vei
1051,Weg::N,ceļš,vei
1052,Straße::N,туй,gate
1053,Straße::N,iela,gate
1054,Dorf::N,сикт,landsby
1055,Dorf::N,ciems,landsby
1056,Stadt::N,кар,by
1057,Stadt::N,pilsēta,by
1058,Brief::N,письмӧ,brev
1059,Brief::N,vēstule,brev
1060,Buch::N,небӧг,bok
1061,Buch::N,grāmata,bok
1062,Buchstabe::N,шыпас,bokstav
1063,Buchstabe::N,burts,bokstav
1064,Zeitung::N,газет,avis
1065,Zeitung::N,avīze,avis
1066,Zeitung::N,laikraksts,avis
1067,Leben::N,лов,liv
1068,Leben::N,олӧм,liv
1069,Leben::N,dzīve,liv
1070,Tod::N,кулӧм,død
1071,Tod::N,nāve,død
1072,Grab::N,гу,grav
1073,Grab::N,kaps,grav
1074,Kirche::N,вичко,kirke
1075,Kirche::N,baznīca,kirke
1076,Sünde::N,мыж,synd
1077,Sünde::N,grēks,synd
1078,Gott::N,ен,gud
1079,Gott::N,dievs,gud
1080,Arbeiter::N,уджалысь,arbeider
1081,Arbeiter::N,strādnieks,arbeider
1082,Chef::N,юралысь,sjef
1083,Chef::N,веськӧдлысь,sjef
1084,Chef::N,šefs,sjef
1085,Chef::N,vadītajs,sjef
1086,Chef::N,priekšnieks,sjef
1087,Meister::N,вӧчысь,mester
1088,Meister::N,meistars,mester
1089,Arzt::N,врач,lege
1090,Arzt::N,бурдӧдысь,lege
1091,Arzt::N,ārsts,lege
1092,Lehrer::N,велӧдысь,lærer
1093,Lehrer::N,skolotājs,lærer
1094,Geld::N,сьӧм,penger
1095,Geld::N,nauda,penger
1096,Geschäft::N,удж,forretning
1097,Geschäft::N,bizness,forretning
1098,Geschäft::N,darījums,forretning
1099,Laden::N,вузасянін,butikk
1100,Laden::N,bode,butikk
1101,Laden::N,veikals,butikk
1102,Preis::N,дон,pris
1103,Preis::N,cena,pris
1104,Ware::N,тӧвар,vare
1105,Ware::N,prece,vare
1106,Nutzen::N,воӧм,nytte
1107,Nutzen::N,выгӧда,nytte
1108,Nutzen::N,labums,nytte
1109,Reichtum::N,озырлун,rikdom
1110,Reichtum::N,bagātība,rikdom
1111,Welt::N,енкӧла,verden
1112,Welt::N,pasaule,verden
1113,Land::N,му,land
1114,Land::N,zeme,land
1115,Staat::N,канму,stat
1116,Staat::N,государство,stat
1117,Staat::N,valsts,stat
1118,König::N,кан,konge
1119,König::N,ķēniņš,konge
1120,König::N,karalis,konge
1121,Macht::N,каналӧм,makt
1122,Macht::N,vara,makt
1123,Grenze::N,су,grense
1124,Grenze::N,суйӧр,grense
1125,Grenze::N,robeža,grense
1126,Krieg::N,ожман,krig
1127,Krieg::N,karš,krig
1128,Feind::N,враг,fiende
1129,Feind::N,вӧрӧг,fiende
1130,Feind::N,ienaidnieks,fiende
1131,Gewalt::N,мырдöналöм,vold
1132,Gewalt::N,vara,vold
1133,Gewalt::N,vardarbība,vold
1134,Kampf::N,вермасьӧм,kamp
1135,Kampf::N,cīņa,kamp
1136,Bogen[Waffe]::N,ньӧввуж,bue
1137,Bogen[Waffe]::N,loks,bue
1138,Pfeil::N,ньӧв,pil
1139,Pfeil::N,bulta,pil
1140,Gewehr::N,пишшаль,gevær
1141,Gewehr::N,šautene,gevær
1142,Fehler::N,сорсьӧм,feil
1143,Fehler::N,дзугсьӧм,feil
1144,Fehler::N,kļūda,feil
1145,Lüge::N,пӧръясьӧм,løgn
1146,Lüge::N,ылӧдлӧм,løgn
1147,Lüge::N,meli,løgn
1148,Schaden::N,лёк,skade
1149,Schaden::N,изъян,skade
1150,Schaden::N,пакӧсьт,skade
1151,Schaden::N,bojājums,skade
1152,Schaden::N,kaitējums,skade
1153,Unglück::N,шог,uhell
1154,Unglück::N,kļūme,uhell
1155,Unglück::N,klizma,uhell
1156,Unglück::N,nelaime,uhell
1157,Schuld::N,мыж,skyld
1158,Schuld::N,vaina,skyld
1159,Alter::N,арлыд,alder
1160,Alter::N,vecums,alder
1161,Schluss::N,пом,slutt
1162,Schluss::N,beigas,slutt
1163,Zeit::N,кад,tid
1164,Zeit::N,laiks,tid
1165,Tag::N,лун,dag
1166,Tag::N,diena,dag
1167,Morgen::N,асыв,morgen
1168,Morgen::N,rīts,morgen
1169,Mittag::N,лун шӧр,middag
1170,Mittag::N,pusdiena,middag
1171,Abend::N,рыт,aften
1172,Abend::N,vakars,aften
1173,Nacht::N,вой,natt
1174,Nacht::N,nakts,natt
1175,Woche::N,вежон,uke
1176,Woche::N,nedēļa,uke
1177,Monat::N,тӧлысь,måned
1178,Monat::N,mēnesis,måned
1179,Jahr::N,во,år
1180,Jahr::N,gads,år
1181,Frühling::N,тулыс,vår
1182,Frühling::N,pavasaris,vår
1183,Sommer::N,гожӧм,sommer
1184,Sommer::N,vasara,sommer
1185,Herbst::N,ар,høst
1186,Herbst::N,rudens,høst
1187,Winter::N,тӧв,vinter
1188,Winter::N,ziema,vinter
1189,Januar::N,тӧв шӧр,januar
1190,Januar::N,janvāris,januar
1191,Februar::N,урасьӧм,februar
1192,Februar::N,februāris,februar
1193,März::N,рака,mars
1194,März::N,marts,mars
1195,April::N,кос му,april
1196,April::N,aprīlis,april
1197,Mai::N,ода-кора,mai
1198,Mai::N,maijs,mai
1199,Juni::N,лӧддза-номъя,juni
1200,Juni::N,jūnijs,juni
1201,Juli::N,сора,juli
1202,Juli::N,jūlijs,juli
1203,August::N,моз,august
1204,August::N,augusts,august
1205,September::N,кӧч,september
1206,September::N,septembris,september
1207,Oktober::N,йирым,oktober
1208,Oktober::N,oktobris,oktober
1209,November::N,вӧльгым,november
1210,November::N,novembris,november
1211,Dezember::N,ӧшым,desember
1212,Dezember::N,decembris,desember
1213,Montag::N,выльлун,mandag
1214,Montag::N,pirmdiena,mandag
1215,Dienstag::N,воторник,tirsdag
1216,Dienstag::N,otrdiena,tirsdag
1217,Mittwoch::N,середа,onsdag
1218,Mittwoch::N,trešdiena,onsdag
1219,Donnerstag::N,четверг,torsdag
1220,Donnerstag::N,ceturtdiena,torsdag
1221,Freitag::N,пекнича,fredag
1222,Freitag::N,piektdiena,fredag
1223,Samstag::N,субӧта,lørdag
1224,Samstag::N,sestdiena,lørdag
1225,Sonntag::N,вӧскресенньӧ,søndag
1226,Sonntag::N,svētdiena,søndag
1227,groß::A,ыджыд,stor
1228,groß::A,dižs,stor
1229,groß::A,liels,stor
1230,klein::A,ичӧт,liten
1231,klein::A,mazs,liten
1232,lang::A,кузь,lang
1233,lang::A,garš,lang
1234,kurz::A,дженьыд,kort
1235,kurz::A,īss,kort
1236,breit::A,ота,bred
1237,breit::A,паськыд,bred
1238,breit::A,plats,bred
1239,schmal::A,оттӧм,smal
1240,schmal::A,tievs,smal
1241,dicht::A,сук,tett
1242,dicht::A,blīvs,tett
1243,dick[Gegenstand]::A,кыз,tykk
1244,dick[Gegenstand]::A,biezs,tykk
1245,dünn::A,вӧсни,tynn
1246,dünn::A,вӧсньыд,tynn
1247,dünn::A,plāns,tynn
1248,fein::A,посни,fin
1249,fein::A,smalks,fin
1250,fest::A,зумыд,fast
1251,fest::A,tvirts,fast
1252,fest::A,noturīgs,fast
1253,flach::A,плавкӧс,flat
1254,flach::A,тшӧтшкӧс,flat
1255,flach::A,lēzens,flat
1256,flach::A,līdzens,flat
1257,glatt::A,вольк,glatt
1258,glatt::A,мольыд,glatt
1259,glatt::A,gluds,glatt
1260,glatt::A,slidens,glatt
1261,hart::A,зумыд,hard
1262,hart::A,ciets,hard
1263,weich::A,небыд,myk
1264,weich::A,небыд,bløt
1265,weich::A,mīksts,myk
1266,weich::A,mīksts,bløt
1267,rund::A,гӧгрӧс,rund
1268,rund::A,apaļš,rund
1269,spitz::A,ёсь йыла,spiss
1270,spitz::A,smails,spiss
1271,scharf::A,ёсь,kvass
1272,scharf::A,ass,kvass
1273,stumpf::A,ныж,stubb
1274,stumpf::A,truls,stubb
1275,stumpf::A,strups,stubb
1276,schwer::A,сьӧкыд,tung
1277,schwer::A,smags,tung
1278,schön::A,мича,pen
1279,schön::A,мича,vakker
1280,schön::A,лӧсьыд,pen
1281,schön::A,лӧсьыд,vakker
1282,schön::A,daiļš,pen
1283,schön::A,daiļš,vakker
1284,schön::A,skaists,pen
1285,schön::A,skaists,vakker
1286,heiß::A,пӧсь,het
1287,heiß::A,karsts,het
1288,warm::A,шоныд,varm
1289,warm::A,silts,varm
1290,kalt::A,кӧдзыд,kald
1291,kalt::A,salts,kald
1292,kalt::A,auksts,kald
1293,kühl::A,юзыд,kjølig
1294,kühl::A,ыркыд,kjølig
1295,kühl::A,vēss,kjølig
1296,kühl::A,dzestrs,kjølig
1297,frisch::A,выль,fersk
1298,frisch::A,svaigs,fersk
1299,feucht::A,уль,fuktig
1300,feucht::A,mitrs,fuktig
1301,feucht::A,drēgns,fuktig
1302,nass::A,ва,våt
1303,nass::A,slapjš,våt
1304,trocken::A,кос,tørr
1305,trocken::A,sauss,tørr
1306,voll::A,кыз,full
1307,voll::A,pilns,full
1308,leer::A,куш,tom
1309,leer::A,тыртӧм,tom
1310,leer::A,tukšs,tom
1311,offen::A,восьса,åpen
1312,offen::A,vaļējs,åpen
1313,offen::A,atvērts,åpen
1314,geschlossen::A,пӧдса,lukket
1315,geschlossen::A,slēgts,lukket
1316,sauber::A,сӧстӧм,ren
1317,sauber::A,tīrs,ren
1318,sauber::A,spodrs,ren
1319,schmutzig::A,няйт,skitten
1320,schmutzig::A,netīrs,skitten
1321,schmutzig::A,dubļains,skitten
1322,roh::A,уль,rå
1323,roh::A,jēls,rå
1324,reif::A,кисьмӧм,moden
1325,reif::A,gatavs,moden
1326,reif::A,nobriedis,moden
1327,lecker::A,чӧскыд,lekker
1328,lecker::A,gards,lekker
1329,lecker::A,garšīgs,lekker
1330,süß::A,юмов,søt
1331,süß::A,чӧскыд,søt
1332,süß::A,salds,søt
1333,bitter::A,курыд,besk
1334,bitter::A,курыд,bitter
1335,bitter::A,sūrs,besk
1336,bitter::A,sūrs,bitter
1337,bitter::A,rūgts,besk
1338,bitter::A,rūgts,bitter
1339,sauer::A,шома,sur
1340,sauer::A,skābs,sur
1341,hell::A,югыд,lys
1342,hell::A,gaišs,lys
1343,dunkel::A,пемыд,mørk
1344,dunkel::A,tumšs,mørk
1345,schwarz::A,сьӧд,svart
1346,schwarz::A,melns,svart
1347,weiß::A,еджыд,hvit
1348,weiß::A,balts,hvit
1349,rot::A,гӧрд,rød
1350,rot::A,sarkans,rød
1351,gelb::A,виж,gul
1352,gelb::A,dzeltens,gul
1353,blau::A,лӧз,blå
1354,blau::A,zils,blå
1355,grün::A,веж,grønn
1356,grün::A,турунвиж,grønn
1357,grün::A,zaļš,grønn
1358,grau::A,руд,grå
1359,grau::A,pelēks,grå
1360,bunt::A,сера,broket
1361,bunt::A,raibs,broket
1362,bunt::A,krāsains,broket
1363,billig::A,донтӧг,billig
1364,billig::A,lēts,billig
1365,teuer::A,дона,dyr
1366,teuer::A,dārgs,dyr
1367,wertvoll::A,дона,verdifull
1368,wertvoll::A,vērtīgs,verdifull
1369,blind::A,синтӧм,blind
1370,blind::A,akls,blind
1371,taub::A,пельтӧм,døv
1372,taub::A,kurls,døv
1373,kräftig::A,вынйӧра,kraftig
1374,kräftig::A,spēcīgs,kraftig
1375,stark::A,ён,sterk
1376,stark::A,вына,sterk
1377,stark::A,stiprs,sterk
1378,schwach::A,жеб,svak
1379,schwach::A,vājš,svak
1380,fett::A,госа,fet
1381,fett::A,brangs,fet
1382,schlank::A,веськыд,slank
1383,schlank::A,slaids,slank
1384,hübsch::A,мича,pen
1385,hübsch::A,лӧсьыд,pen
1386,hübsch::A,glīts,pen
1387,böse::A,лёк,slem
1388,böse::A,ļauns,slem
1389,böse::A,negants,slem
1390,dumm::A,йӧй,dum
1391,dumm::A,вежӧртӧм,dum
1392,dumm::A,stulbs,dum
1393,dumm::A,muļķīgs,dum
1394,faul::A,дыш,lat
1395,faul::A,дыш,doven
1396,faul::A,slinks,lat
1397,faul::A,slinks,doven
1398,fleißig::A,зільысь,flittig
1399,fleißig::A,čakls,flittig
1400,fleißig::A,cītīgs,flittig
1401,geizig::A,топыд,gjerrig
1402,geizig::A,skops,gjerrig
1403,geizig::A,sīksts,gjerrig
1404,klug::A,юра,klok
1405,klug::A,вежӧра,klok
1406,klug::A,gudrs,klok
1407,geschickt::A,кипода,hendig
1408,geschickt::A,кипода,skikket
1409,geschickt::A,кужысь,hendig
1410,geschickt::A,кужысь,skikket
1411,geschickt::A,manīgs,hendig
1412,geschickt::A,manīgs,skikket
1413,lieb::A,муса,kjær
1414,lieb::A,муса,snill
1415,lieb::A,мича,kjær
1416,lieb::A,мича,snill
1417,lieb::A,лӧсьыд,kjær
1418,lieb::A,лӧсьыд,snill
1419,lieb::A,mīļš,kjær
1420,lieb::A,mīļš,snill
1421,lustig::A,кыпыд,morsom
1422,lustig::A,jautrs,morsom
1423,sanft::A,мелі,blid
1424,sanft::A,liegs,blid
1425,hungrig::A,тшыг,sulten
1426,hungrig::A,izsalcis,sulten
1427,krank::A,висьысь,syk
1428,krank::A,slims,syk
1429,nackt::A,пасьтӧм,naken
1430,nackt::A,pliks,naken
1431,traurig::A,гажтӧм,sørgmodig
1432,traurig::A,bēdīgs,sørgmodig
1433,traurig::A,skumīgs,sørgmodig
1434,lebendig::A,ловъя,levende
1435,lebendig::A,dzīvs,levende
1436,gut::A,бур,god
1437,gut::A,labs,god
1438,schlecht::A,лёк,dårlig
1439,schlecht::A,омӧль,dårlig
1440,schlecht::A,slikts,dårlig
1441,richtig::A,инӧд,riktig
1442,richtig::A,riktīgs,riktig
1443,schlimm::A,омӧль,slem
1444,schlimm::A,туйтӧм,slem
1445,schlimm::A,nelāgs,slem
1446,schlimm::A,nejauks,slem
1447,wahr::A,абу ылӧг,sann
1448,wahr::A,īsts,sann
1449,wahr::A,patiess,sann
1450,alt::A,важ,gammel
1451,alt::A,sens,gammel
1452,alt::A,vęcs,gammel
1453,neu::A,выль,ny
1454,neu::A,jauns,ny
1455,ehemalig::A,вӧвлӧм,forhenværende
1456,ehemalig::A,bijušais,forhenværende
1457,alt[Lebewesen]::A,пӧрысь,gammel
1458,alt[Lebewesen]::A,vecs,gammel
1459,jung::A,том,ung
1460,jung::A,jauns,ung
1461,arm::A,гӧль,fattig
1462,arm::A,nabags,fattig
1463,reich::A,озыр,rik
1464,reich::A,bagāts,rik
1465,bekannt::A,тӧдса,kjent
1466,bekannt::A,zināms,kjent
1467,bekannt::A,pazīstams,kjent
1468,berühmt::A,нималан,berømt
1469,berühmt::A,кывсян,berømt
1470,berühmt::A,slavens,berømt
1471,fremd::A,йӧз,fremmed
1472,fremd::A,svešs,fremmed
1473,verschieden::A,абу ӧткодь,forskjellig
1474,verschieden::A,разнӧй,forskjellig
1475,verschieden::A,dažāds,forskjellig
1476,nah::A,матыс,nær
1477,nah::A,tuvs,nær
1478,fern::A,ылі,fjern
1479,fern::A,tāls,fjern
1480,linker::A,шуйга,venstre
1481,linker::A,kreisais,venstre
1482,rechter::A,веськыд,høyre
1483,rechter::A,labais,høyre
1484,anderer::A,мукӧд,annen
1485,anderer::A,otrs,annen
1486,erster::A,медводдза,første
1487,erster::A,pirmais,første
1488,zweiter::A,мӧд,annen
1489,zweiter::A,otrais,annen
1490,dritter::A,коймӧд,tredje
1491,dritter::A,trešais,tredje
1492,letzter::A,бӧръя,sist
1493,letzter::A,beidzamais,sist
1494,allein::ADV,ӧтка,alene
1495,allein::ADV,viens pats,alene
1496,auf einmal::ADV,ӧтпырйӧ,med ett
1497,auf einmal::ADV,reizē,med ett
1498,zusammen::ADV,тшӧтш,sammen
1499,zusammen::ADV,kopā,sammen
1500,zusammen::ADV,vienviet,sammen
1501,lange::ADV,дыр,lenge
1502,lange::ADV,ilgi,lenge
1503,plötzlich::ADV,друг,plutselig
1504,plötzlich::ADV,pēkšņi,plutselig
1505,sofort::ADV,дзик пыр,straks
1506,sofort::ADV,tūlīt,straks
1507,später::ADV,сэсся,senere
1508,später::ADV,vēlāk,senere
1509,jetzt::ADV,ӧні,nå
1510,jetzt::ADV,tagad,nå
1511,heute::ADV,талун,i dag
1512,heute::ADV,šodien,i dag
1513,morgen::ADV,аски,i morgen
1514,morgen::ADV,rīt,i morgen
1515,bald::ADV,регыд,snart
1516,bald::ADV,drīz,snart
1517,dann::ADV,бӧрын,så
1518,dann::ADV,бӧрти,så
1519,dann::ADV,tad,så
1520,gestern::ADV,тӧнлун,i går
1521,gestern::ADV,vakar,i går
1522,einst::ADV,ӧтчыд,engang
1523,einst::ADV,ӧтпыр,engang
1524,einst::ADV,citreiz,engang
1525,damals::ADV,сэки,den gang
1526,damals::ADV,toreiz,den gang
1527,danach::ADV,сэсся,deretter
1528,danach::ADV,pēc tam,deretter
1529,vorher::ADV,войдӧр,før
1530,vorher::ADV,войдӧр,i forveien
1531,vorher::ADV,iepriekš,før
1532,vorher::ADV,iepriekš,i forveien
1533,vorher::ADV,pirms tam,før
1534,vorher::ADV,pirms tam,i forveien
1535,zuerst::ADV,войдӧр,først
1536,zuerst::ADV,vis'pirms,først
1537,einmal::ADV,ӧтчыдысь,en gang
1538,einmal::ADV,reiz,en gang
1539,einmal::ADV,vienreiz,en gang
1540,manchmal::ADV,корсюрӧ,somme tider
1541,manchmal::ADV,dažkārt,somme tider
1542,oft::ADV,тшӧкыда,ofte
1543,oft::ADV,bieži,ofte
1544,immer::ADV,век,alltid
1545,immer::ADV,allaž,alltid
1546,immer::ADV,vien'mēr,alltid
1547,niemals::ADV,оз некор,aldri
1548,niemals::ADV,nemūžam,aldri
1549,hier::ADV,со,her
1550,hier::ADV,тонӧ,her
1551,hier::ADV,te,her
1552,hier::ADV,šeit,her
1553,hierhin::ADV,татчӧ,hit
1554,hierhin::ADV,талань,hit
1555,hierhin::ADV,šurp,hit
1556,hierhin::ADV,uz šejieni,hit
1557,von hier::ADV,тасянь,herfra
1558,von hier::ADV,no šejienes,herfra
1559,dort::ADV,сэні,der
1560,dort::ADV,tur,der
1561,dorthin::ADV,сэтчӧ,dit
1562,dorthin::ADV,turp,dit
1563,dorthin::ADV,uz turieni,dit
1564,geradeaus::ADV,веськыда,rett fram
1565,geradeaus::ADV,taisni uz priekšu,rett fram
1566,vorwärts::ADV,водзӧ,fram
1567,vorwärts::ADV,водзӧ,framover
1568,vorwärts::ADV,uz priekšu,fram
1569,vorwärts::ADV,uz priekšu,framover
1570,rückwärts::ADV,бӧрӧ,baklengs
1571,rückwärts::ADV,atmuguriski,baklengs
1572,zurück::ADV,бӧр,tilbake
1573,zurück::ADV,atpakāļ,tilbake
1574,unten::ADV,улын,nede
1575,unten::ADV,уліын,nede
1576,unten::ADV,lejā,nede
1577,unten::ADV,apakšā,nede
1578,hinab::ADV,улӧ,ned
1579,hinab::ADV,улӧ,nedover
1580,hinab::ADV,увлан,ned
1581,hinab::ADV,увлан,nedover
1582,hinab::ADV,uz leju,ned
1583,hinab::ADV,uz leju,nedover
1584,oben::ADV,вылын,oppe
1585,oben::ADV,вылын,ovenpå
1586,oben::ADV,выліын,oppe
1587,oben::ADV,выліын,ovenpå
1588,oben::ADV,virsū,oppe
1589,oben::ADV,virsū,ovenpå
1590,hinauf::ADV,выліӧ,opp
1591,hinauf::ADV,выліӧ,oppover
1592,hinauf::ADV,augšā,opp
1593,hinauf::ADV,augšā,oppover
1594,hinauf::ADV,uz augšu,opp
1595,hinauf::ADV,uz augšu,oppover
1596,überall::ADV,быдлаын,overalt
1597,überall::ADV,visur,overalt
1598,nicht::ADV,oз,ikke
1599,nicht::ADV,ne,ikke
1600,ein wenig::ADV,неуна,litt
1601,ein wenig::ADV,drusku,litt
1602,kaum::ADV,мырдэм,neppe
1603,kaum::ADV,diezin vai,neppe
1604,sehr::ADV,зэв,svært
1605,sehr::ADV,ļoti,svært
1606,sehr::ADV,gaužām,svært
1607,so::ADV,тадз,så
