,Concept_ID,en,fi
368,Haus::N,house,talo
369,Heim::N,home,koti
370,Ofen::N,stove,uuni
371,Fußboden::N,floor,lattia
372,Tisch::N,table,pöytä
373,Stuhl::N,chair,tuoli
374,Wiege::N,cradle,kehto
375,Bett::N,bed,sänky
376,Regal::N,shelf,hylly
377,Kiste::N,box,arkku
378,Kiste::N,box,kirstu
379,Kiste::N,box,laatikko
380,Fenster::N,window,ikkuna
381,Tür::N,door,ovi
382,Tor::N,gate,portti
383,Zaun::N,fence,aita
384,Dach::N,roof,katto
385,Leiter::N,ladder,tikkaat
386,Leiter::N,ladder,tikapuut
387,Besen::N,broom,luuta
388,Spaten::N,spade,lapio
389,Schaufel::N,shovel,lapio
390,Gabel::N,fork,haarukka
391,Löffel::N,spoon,lusikka
392,Messer::N,knife,veitsi
393,Nagel::N,nail,naula
394,Netz::N,net,verkko
395,Haken::N,hook,haka
396,Haken::N,hook,koukku
397,Griff::N,handle,ripa
398,Griff::N,handle,kahva
399,Schloss::N,lock,lukko
400,Bild::N,picture,kuva
401,Figur::N,figure,kuvio
402,Puppe::N,doll,nukke
403,Beutel::N,pouch,pussi
404,Bündel::N,bundle,nippu
405,Bündel::N,bundle,kimppu
406,Tasche::N,bag,laukku
407,Eimer::N,bucket,sanko
408,Eimer::N,bucket,ämpäri
409,Deckel::N,cover,kansi
410,Geschirr::N,dishes,astia
411,Sack::N,sack,säkki
412,Tasse::N,cup,kuppi
413,Topf::N,pot,pata
414,Kessel::N,kettle,kattila
415,Essen::N,meal,syönti
416,Nahrung::N,food,ruoka
417,Nahrung::N,food,ravinto
418,Speise::N,dish,ruoka
419,Fleisch::N,meat,liha
420,Getreide::N,corn,vilja
421,Brei::N,mush,puuro
422,Brot::N,bread,leipä
423,Scheibe::N,slice,viipale
424,Fett::N,fat,rasva
425,Butter::N,butter,voi
426,Öl::N,oil,öljy
427,Salz::N,salt,suola
428,Suppe::N,soup,keitto
429,Honig::N,honey,hunaja
430,Milch::N,milk,maito
431,Tee::N,tea,tee
432,Leder::N,leather,nahka
433,Wolle::N,wool,villa
434,Stoff::N,cloth,kangas
435,Nadel::N,needle,neula
436,Faden::N,thread,lanka
437,Knopf::N,button,nappi
438,Knoten::N,knot,solmu
439,Farbe::N,paint,maali
440,Kleidung::N,clothes,vaatteet
441,Hemd::N,shirt,paita
442,Kragen::N,collar,kaulus
443,Ärmel::N,sleeve,hiha
444,Hose::N,trousers,housut
445,Gürtel::N,belt,vyö
446,Mütze::N,cap,lakki
447,Schuh::N,shoe,kenkä
448,Stiefel::N,boot,saapas
449,Ring::N,ring,sormus
450,Band::N,ribbon,nauha
451,Kamm::N,comb,kampa
452,Spiegel::N,mirror,peili
453,Riemen::N,strap,hihna
454,Schnur::N,string,naru
455,Schnur::N,string,nuora
456,Leine::N,leash,talutushihna
457,Decke::N,blanket,peite
458,Kissen::N,pillow,tyyny
459,Kissen::N,pillow,pielus
460,Tuch::N,scarf,huivi
461,Handtuch::N,towel,pyyheliina
462,Kraft::N,force,väki
463,Kraft::N,force,voima
464,Stärke::N,strength,vahvuus
465,Gesundheit::N,health,terveys
466,Krankheit::N,illness,tauti
467,Krankheit::N,illness,sairaus
468,Schmerz::N,pain,kipu
469,Schmerz::N,pain,särky
470,Wunde::N,wound,haava
471,Fieber::N,fever,kuume
472,Arznei::N,medicine,lääke
473,Brücke::N,bridge,silta
474,Brunnen::N,well,kaivo
475,Weide::N,pasture,laidun
476,Pfad::N,path,polku
477,Weg::N,way,tie
478,Straße::N,road,katu
479,Dorf::N,village,kylä
480,Stadt::N,town,kaupunki
481,Brief::N,letter,kirje
482,Buch::N,book,kirja
483,Buchstabe::N,character,kirjain
484,Zeitung::N,newspaper,lehti
485,Zeitung::N,newspaper,sanomalehti
486,Leben::N,life,elo
487,Leben::N,life,elämä
488,Tod::N,death,kuolema
489,Grab::N,grave,hauta
490,Kirche::N,church,kirkko
491,Sünde::N,sin,synti
492,Gott::N,god,jumala
493,Arbeiter::N,worker,työläinen
494,Chef::N,boss,päällikkö
495,Meister::N,master,mestari
496,Arzt::N,doctor,lääkäri
497,Lehrer::N,teacher,opettaja
498,Geld::N,money,raha
499,Geschäft::N,business,liike
500,Laden::N,shop,puoti
501,Laden::N,shop,kauppa
502,Preis::N,price,hinta
503,Ware::N,ware,tavara
504,Nutzen::N,profit,hyöty
505,Reichtum::N,wealth,rikkaus
506,Welt::N,world,maailma
507,Land::N,country,maa
508,Staat::N,state,valtio
509,König::N,king,kuningas
510,Macht::N,power,mahti
511,Grenze::N,border,raja
512,Krieg::N,war,sota
513,Feind::N,enemy,vihollinen
514,Gewalt::N,violence,väkivalta
515,Kampf::N,fight,taistelu
516,Bogen[Waffe]::N,bow,jousi
517,Pfeil::N,arrow,nuoli
518,Gewehr::N,gun,kivääri
519,Fehler::N,mistake,vika
520,Fehler::N,mistake,virhe
521,Lüge::N,lie,valhe
522,Schaden::N,damage,vaurio
523,Schaden::N,damage,vahinko
524,Unglück::N,misfortune,vahinko
525,Unglück::N,misfortune,onnettomuus
526,Schuld::N,fault,syy
527,Alter::N,age,ikä
528,Schluss::N,conclusion,loppu
529,Zeit::N,time,aika
530,Tag::N,day,päivä
531,Morgen::N,morning,aamu
532,Morgen::N,morning,huomen
533,Mittag::N,noon,keskipäivä
534,Abend::N,evening,ilta
535,Nacht::N,night,yö
536,Woche::N,week,viikko
537,Monat::N,month,kuukausi
538,Jahr::N,year,vuosi
539,Frühling::N,spring,kevät
540,Sommer::N,summer,kesä
541,Herbst::N,autumn,syksy
542,Winter::N,winter,talvi
543,Januar::N,January,tammikuu
544,Februar::N,February,helmikuu
545,März::N,March,maaliskuu
546,April::N,April,huhtikuu
547,Mai::N,May,toukokuu
548,Juni::N,June,kesäkuu
549,Juli::N,July,heinäkuu
550,August::N,August,elokuu
551,September::N,September,syyskuu
552,Oktober::N,October,lokakuu
553,November::N,November,marraskuu
554,Dezember::N,December,joulukuu
555,Montag::N,Monday,maanantai
556,Dienstag::N,Tuesday,tiistai
557,Mittwoch::N,Wednesday,keskiviikko
558,Donnerstag::N,Thursday,torstai
559,Freitag::N,Friday,perjantai
560,Samstag::N,Saturday,lauantai
561,Sonntag::N,Sunday,sunnuntai
562,groß::A,big,iso
563,groß::A,big,suuri
564,klein::A,little,pieni
565,lang::A,long,pitkä
566,kurz::A,short,lyhyt
567,breit::A,wide,leveä
568,schmal::A,narrow,kapea
569,dicht::A,dense,taaja
570,dick[Gegenstand]::A,thick,paksu
571,dünn::A,thin,ohut
572,fein::A,delicate,hieno
573,fest::A,firm,luja
574,flach::A,flat,litteä
575,flach::A,flat,tasainen
576,glatt::A,smooth,sileä
577,glatt::A,smooth,siloinen
578,hart::A,hard,kova
579,weich::A,soft,pehmeä
580,rund::A,round,pyöreä
581,spitz::A,pointed,terävä
582,scharf::A,sharp,terävä
583,stumpf::A,blunt,tylsä
584,schwer::A,heavy,raskas
585,schwer::A,heavy,painava
586,schön::A,beautiful,kaunis
587,heiß::A,hot,kuuma
588,warm::A,warm,lämmin
589,kalt::A,cold,kylmä
590,kalt::A,cold,viluinen
591,kühl::A,cool,viileä
592,frisch::A,fresh,tuore
593,feucht::A,damp,kostea
594,nass::A,wet,märkä
595,trocken::A,dry,kuiva
596,voll::A,full,täysi
597,leer::A,empty,tyhjä
598,offen::A,open,avonainen
599,geschlossen::A,closed,suljettu
600,sauber::A,clean,puhdas
601,schmutzig::A,dirty,likainen
602,roh::A,raw,raaka
603,reif::A,ripe,kypsä
604,lecker::A,delicious,herkullinen
605,süß::A,sweet,makea
606,bitter::A,bitter,karvas
607,bitter::A,bitter,kitkerä
608,sauer::A,sour,hapan
609,hell::A,bright,kirkas
610,hell::A,bright,valoisa
611,dunkel::A,dark,pimeä
612,schwarz::A,black,musta
613,weiß::A,white,valkea
614,rot::A,red,punainen
615,gelb::A,yellow,keltainen
616,blau::A,blue,sininen
617,grün::A,green,vihreä
618,grau::A,grey,harmaa
619,bunt::A,colourful,kirjava
620,bunt::A,colorful,kirjava
621,billig::A,cheap,halpa
622,billig::A,cheap,huokea
623,teuer::A,dear,kallis
624,wertvoll::A,precious,arvokas
625,blind::A,blind,sokea
626,taub::A,deaf,kuuro
627,kräftig::A,powerful,väkevä
628,kräftig::A,powerful,voimakas
629,stark::A,strong,vahva
630,schwach::A,weak,heikko
631,fett::A,fat,lihava
632,schlank::A,slim,hoikka
633,schlank::A,slim,solakka
634,hübsch::A,pretty,soma
635,hübsch::A,pretty,sievä
636,böse::A,evil,paha
637,böse::A,evil,häijy
638,dumm::A,stupid,tyhmä
639,dumm::A,stupid,typerä
640,faul::A,lazy,laiska
641,fleißig::A,diligent,ahkera
642,geizig::A,stingy,saita
643,klug::A,clever,älykäs
644,geschickt::A,skilful,taitava
645,geschickt::A,skillful,taitava
646,lieb::A,dear,rakas
647,lustig::A,merry,hauska
648,lustig::A,merry,iloinen
649,sanft::A,gentle,lauha
650,sanft::A,gentle,lempeä
651,hungrig::A,hungry,nälkäinen
652,krank::A,sick,sairas
653,nackt::A,naked,alaston
654,traurig::A,sad,surullinen
655,traurig::A,sad,murheellinen
656,lebendig::A,living,elävä
657,gut::A,good,hyvä
658,schlecht::A,bad,paha
659,schlecht::A,bad,huono
660,richtig::A,correct,oikea
661,schlimm::A,nasty,paha
662,wahr::A,true,tosi
663,alt::A,old,vanha
664,neu::A,new,uusi
665,ehemalig::A,former,entinen
666,ehemalig::A,former,muinainen
667,alt[Lebewesen]::A,aged,vanha
668,jung::A,young,nuori
669,arm::A,poor,köyhä
670,reich::A,rich,rikas
671,bekannt::A,familiar,tuttu
672,bekannt::A,familiar,tunnettu
673,berühmt::A,famous,kuuluisa
674,fremd::A,foreign,vieras
675,verschieden::A,different,eri
676,verschieden::A,different,erilainen
677,nah::A,near,läheinen
678,fern::A,far,etäinen
679,linker::A,left,vasen
680,rechter::A,right,oikea
681,anderer::A,other,muu
682,anderer::A,other,toinen
683,erster::A,first,ensimmäinen
684,zweiter::A,second,toinen
685,dritter::A,third,kolmas
686,letzter::A,last,viimeinen
687,allein::ADV,alone,yksin
688,auf einmal::ADV,at once,yhdellä kertaa
689,zusammen::ADV,together,yhdessä
690,lange::ADV,long,kauan
691,lange::ADV,long,pitkään
692,plötzlich::ADV,suddenly,äkkiä
693,sofort::ADV,instantly,heti
694,später::ADV,later,myöhemmin
695,jetzt::ADV,now,nyt
696,heute::ADV,today,tänään
697,morgen::ADV,tomorrow,huomenna
698,bald::ADV,soon,pian
699,dann::ADV,then,sitten
700,gestern::ADV,yesterday,eilen
701,einst::ADV,once,aikanaan
702,damals::ADV,at that time,silloin
703,damals::ADV,at that time,siihen aikaan
704,danach::ADV,afterwards,sen jälkeen
705,vorher::ADV,before,ennen
706,zuerst::ADV,at first,ensin
707,zuerst::ADV,at first,ensiksi
708,einmal::ADV,once,kerran
709,manchmal::ADV,sometimes,joskus
710,oft::ADV,often,usein
711,immer::ADV,always,aina
712,niemals::ADV,never,ei koskaan
713,hier::ADV,here,tässä
714,hier::ADV,here,täällä
715,hierhin::ADV,hither,tähän
716,hierhin::ADV,to here,tähän
717,hierhin::ADV,here,tähän
718,von hier::ADV,hence,tästä
719,von hier::ADV,hence,täältä
720,dort::ADV,there,siinä
721,dort::ADV,there,siellä
722,dorthin::ADV,thither,sinne
723,dorthin::ADV,thither,tuonne
724,dorthin::ADV,there,sinne
725,dorthin::ADV,there,tuonne
726,dorthin::ADV,to there,sinne
727,dorthin::ADV,to there,tuonne
728,geradeaus::ADV,ahead,suoraan
729,vorwärts::ADV,forward,eteenpäin
730,rückwärts::ADV,backward,taaksepäin
731,zurück::ADV,back,takaisin
732,unten::ADV,below,alhaalla
733,hinab::ADV,down,alas
734,oben::ADV,above,ylhäällä
735,hinauf::ADV,up,ylös
736,überall::ADV,everywhere,kaikkialla
737,nicht::ADV,not,ei
738,ein wenig::ADV,a little,vähän
739,kaum::ADV,hardly,tuskin
740,sehr::ADV,very,kovin
741,sehr::ADV,very,oikein
742,so::ADV,so,näin
743,noch::ADV,still,vielä
744,nur::ADV,only,vain
745,nur::ADV,only,ainoastaan
746,schon::ADV,already,jo
747,wieder::ADV,again,taas
748,wieder::ADV,again,jälleen
749,vergebens::ADV,in vain,turhaan
750,vor::PRP,in front of,edessä
751,hinter::PRP,behind,takana
752,unter::PRP,under,alla
753,durch::PRP,through,läpi
754,durch::PRP,through,kautta
755,neben::PRP,next to,vieressä
756,zwischen::PRP,between,välillä
757,wegen::PRP,because of,takia
758,wegen::PRP,because of,vuoksi
759,dies::PRN,this,tämä
760,das::PRN,that,se
761,alles::PRN,everything,kaikki
762,ich::PRN,I,minä
763,du::PRN,you,sinä
764,du::PRN,thou,sinä
765,er::PRN,he,hän
766,wir::PRN,we,me
767,ihr::PRN,you,te
768,sie::PRN,they,he
769,was::FPRN,what,mikä
770,wer::FPRN,who,ken
771,wer::FPRN,who,kuka
772,wo::FADV,where,missä
773,wohin::FADV,where ... to,mihin
774,wohin::FADV,where to,mihin
775,wohin::FADV,where,mihin
776,wie::FADV,how,miten
777,wie::FADV,how,kuinka
778,warum::FADV,why,miksi
779,wieviel::FNUM,how much,paljonko
780,wieviel::FNUM,how much,kuinka paljon
781,eins::NUM,one,yksi
782,zwei::NUM,two,kaksi
783,drei::NUM,three,kolme
784,vier::NUM,four,neljä
785,fünf::NUM,five,viisi
786,sechs::NUM,six,kuusi
787,sieben::NUM,seven,seitsemän
788,acht::NUM,eight,kahdeksan
789,neun::NUM,nine,yhdeksän
790,zehn::NUM,ten,kymmenen
791,elf::NUM,eleven,yksitoista
792,zwölf::NUM,twelve,kaksitoista
793,zwanzig::NUM,twenty,kaksikymmentä
794,dreißig::NUM,thirty,kolmekymmentä
795,vierzig::NUM,forty,neljäkymmentä
796,fünfzig::NUM,fifty,viisikymmentä
797,sechzig::NUM,sixty,kuusikymmentä
798,siebzig::NUM,seventy,seitsemänkymmentä
799,achtzig::NUM,eighty,kahdeksankymmentä
800,neunzig::NUM,ninety,yhdeksänkymmentä
801,hundert::NUM,a hundred,sata
802,tausend::NUM,a thousand,tuhat
803,und::CNJ,and,ja
804,oder::CNJ,or,tai
805,stehen::V,stand,seisoa
806,sitzen::V,sit,istua
807,liegen::V,lie,maata
808,hängen::V,hang,riippua
809,werden::V,become,tulla
810,werden::V,become,joutua
811,passieren::V,happen,sattua
812,passieren::V,happen,tapahtua
813,beginnen::V,begin,alkaa
814,enden::V,end,loppua
815,enden::V,end,päättyä
816,wechseln::V,change,vaihtua
817,wechseln::V,change,vaihdella
818,aufgehen[Sonne]::V,rise,nousta
819,untergehen[Sonne]::V,set,laskea
820,scheinen[Sonne]::V,shine,paistaa
821,donnern::V,thunder,jyristä
822,wehen::V,blow,tuulla
823,wehen::V,blow,puhaltaa
824,strömen::V,stream,virrata
825,fließen::V,flow,valua
826,fließen::V,flow,juosta
827,sich drehen::V,revolve,pyöriä
828,schwanken::V,sway,horjua
829,schwingen::V,swing,heilua
830,schwingen::V,swing,värähdellä
831,fallen::V,fall,pudota
832,fallen::V,fall,langeta
833,brennen::V,burn,palaa
834,rauchen::V,smoke,savuta
835,regnen::V,rain,sataa
836,gefrieren::V,freeze,jäätyä
837,tauen::V,thaw,sulaa
838,schmelzen::V,melt,sulaa
839,trocknen::V,dry,kuivua
840,sieden::V,boil,kiehua
841,faulen::V,rot,mädätä
842,verfaulen::V,decay,mädätä
843,verfaulen::V,decay,mädäntyä
844,reißen::V,snap,revetä
845,versinken::V,sink,upota
846,versinken::V,sink,vajota
847,vergehen::V,pass,kulua
848,erscheinen::V,appear,ilmestyä
849,verschwinden::V,disappear,kadota
850,sinken::V,drop,vajota
851,abnehmen::V,decrease,vähetä
852,zunehmen::V,increase,kasvaa
853,zunehmen::V,increase,lisääntyä
854,steigen::V,rise,nousta
855,wachsen::V,grow,kasvaa
856,glänzen::V,shine,kiiltää
857,funkeln::V,sparkle,kipinöidä
858,lärmen::V,be noisy,meluta
859,läuten::V,chime,soida
