,Concept_ID,fr,sl
130,Bach::N,ruisseau,pôtok
131,Fluss::N,fleuve,réka
132,Fluss::N,rivière,réka
133,Ufer::N,bord,brég
134,Ufer::N,rivage,brég
135,Küste::N,côte,obála
136,Küste::N,côte,obréžje
137,Festland::N,terre ferme,celína
138,Festland::N,terre ferme,kopnína
139,Meer::N,mer,mórje
140,Bucht::N,baie,zalív
141,Insel::N,île,ôtok
142,Blume::N,fleur,cvetlíca
143,Gras::N,herbe,tráva
144,Wurzel::N,racine,korenína
145,Baum::N,arbre,drevó
146,Stamm::N,tronc,dêblo
147,Rinde::N,écorce,lúbje
148,Rinde::N,écorce,skórja
149,Ast::N,branche,véja
150,Zweig::N,rameau,véja
151,Blatt::N,feuille,líst
152,Birke::N,bouleau,bréza
153,Kiefer[Baum]::N,pin,bòr
154,Weide[Baum]::N,saule,vŕba
155,Tanne::N,sapin,hója
156,Horn::N,corne,róg
157,Feder::N,plume,peró
158,Fell::N,peau,kŕzno
159,Flügel::N,aile,krílo
160,Klaue::N,serre,párkelj
161,Kralle::N,ongle,krémpelj
162,Kralle::N,griffe,krémpelj
163,Schwanz::N,queue,rèp
164,Ei::N,œuf,jájce
165,Nest::N,nid,gnézdo
166,Bau::N,terrier,brlòg
167,Tier::N,animal,živál
168,Herde::N,troupeau,čréda
169,Kuh::N,vache,kráva
170,Bulle::N,taureau,bìk
171,Pferd::N,cheval,kònj
172,Schaf::N,mouton,ôvca
173,Schwein::N,porc,svínja
174,Schwein::N,cochon,svínja
175,Hund::N,chien,pès
176,Katze::N,chat,máčka
177,Bär::N,ours,mêdved
178,Eichhörnchen::N,écureuil,véverica
179,Elch::N,élan,lós
180,Fuchs::N,renard,lisíca
181,Hase::N,lièvre,zájec
182,Maus::N,souris,mìš
183,Wolf::N,loup,vólk
184,Vogel::N,oiseau,ptìč
185,Vogel::N,oiseau,ptíca
186,Schwarm::N,nuée,játa
187,Schwarm::N,volée,játa
188,Huhn::N,poule,kokóš
189,Hahn::N,coq,petêlin
190,Gans::N,oie,gós
191,Adler::N,aigle,ôrel
192,Ente::N,canard,ráca
193,Eule::N,hibou,sôva
194,Kranich::N,grue,žerjàv
195,Krähe::N,corneille,vrána
196,Kuckuck::N,coucou,kúkavica
197,Schwan::N,cygne,labód
198,Fisch::N,poisson,ríba
199,Barsch::N,perche,ostríž
200,Hecht::N,brochet,ščúka
201,Schlange[Tier]::N,serpent,káča
202,Wurm::N,ver,čr̀v
203,Wurm::N,ver,glísta
204,Spinne::N,araignée,pájek
205,Ameise::N,fourmi,mrávlja
206,Laus::N,pou,úš
207,Mücke::N,moucheron,komár
208,Fliege::N,mouche,múha
209,Schmetterling::N,papillon,metúlj
210,Beere::N,baie,jágoda
211,Apfel::N,pomme,jábolko
212,Pilz::N,champignon,góba
213,Zwiebel::N,oignon,čebúla
214,Saat::N,semence,séme
215,Korn::N,grain,zŕno
216,Heu::N,foin,senó
217,Schale::N,pelure,lupína
218,Grube::N,fosse,jáma
219,Falle::N,piège,pást
220,Schlinge::N,lacs,zánka
221,Schlinge::N,lacs,pêtlja
222,Spur::N,trace,sléd
223,Asche::N,cendre,pepél
224,Dreck::N,crotte,bláto
225,Eisen::N,fer,želézo
226,Gold::N,or,zlató
227,Silber::N,argent,srebró
228,Kohle::N,charbon,ógel
229,Glas::N,verre,stêklo
230,Lehm::N,glaise,ílo
231,Sand::N,sable,pések
232,Mensch::N,homme,člôvek
233,Mann::N,homme,móž
234,Mann::N,homme,môški
235,Frau::N,femme,gospá
236,Frau::N,femme,žénska
237,Kind::N,enfant,déte
238,Kind::N,enfant,otròk
239,Junge::N,garçon,fànt
240,Junge::N,garçon,déček
241,Mädchen::N,fille,deklè
242,Mädchen::N,fille,déklica
243,Mädchen::N,jeune fille,deklè
244,Mädchen::N,jeune fille,déklica
245,Familie::N,famille,družína
246,Großvater::N,grand-père,dèd
247,Großvater::N,grand-père,dédek
248,Großmutter::N,grand-mère,bábica
249,Eltern::N,parents,stárši
250,Vater::N,père,ôče
251,Mutter::N,mère,máma
252,Sohn::N,fils,sín
253,Tochter::N,fille,hčí
254,Tochter::N,fille,hčérka
255,Bruder::N,frère,bràt
256,Schwester::N,sœur,sêstra
257,Onkel::N,oncle,újec
258,Onkel::N,oncle,stríc
259,Tante::N,tante,têta
260,Tante::N,tante,strína
261,Ehemann::N,mari,móž
262,Ehemann::N,mari,sopróg
263,Ehemann::N,époux,móž
264,Ehemann::N,époux,sopróg
265,Ehefrau::N,femme,žêna
266,Ehefrau::N,femme,sopróga
267,Ehefrau::N,épouse,žêna
268,Ehefrau::N,épouse,sopróga
269,Freude::N,joie,rádost
270,Freude::N,joie,vesêlje
271,Freude::N,plaisir,rádost
272,Freude::N,plaisir,vesêlje
273,Gelächter::N,rires,sméh
274,Gelächter::N,rires,grohòt
275,Glück::N,bonheur,sréča
276,Kummer::N,peine,gorjé
277,Kummer::N,chagrin,gorjé
278,Wunsch::N,désir,žêlja
279,Lust::N,envie,poželênje
280,Geist::N,esprit,dúša
281,Gedanke::N,idée,mísel
282,Gedanke::N,pensée,mísel
283,Gedächtnis::N,mémoire,pámet
284,Verstand::N,raison,
285,Sinn::N,sens,pomèn
286,Sinn::N,sens,smísel
287,Grund::N,cause,vzròk
288,Grund::N,raison,vzròk
289,Wahrheit::N,vérité,resníca
290,Gespräch::N,conversation,pogóvor
291,Märchen::N,conte,právljica
292,Märchen::N,conte de fées,právljica
293,Erzählung::N,conte,povést
294,Erzählung::N,narration,povést
295,Nachricht::N,message,sporočílo
296,Neuigkeit::N,nouvelle,novóst
297,Name::N,nom,imé
298,Rätsel::N,énigme,ugánka
299,Rätsel::N,devinette,ugánka
300,Rede::N,parole,góvor
301,Rede::N,discours,góvor
302,Sprache::N,langue,jêzik
303,Sprache::N,langage,jêzik
304,Stimme::N,voix,glás
305,Wort::N,mot,beséda
306,Zeichen::N,signe,znák
307,Ruf::N,cri,klíc
308,Ruf::N,appel,klíc
309,Lärm::N,bruit,hrúp
310,Lärm::N,bruit,trúšč
311,Laut::N,son,glás
312,Ton::N,ton,tón
313,Lied::N,chant,pésem
314,Lied::N,chanson,pésem
315,Ruhe::N,calme,pokòj
316,Ruhe::N,tranquillité,pokòj
317,Leute::N,gens,ljudjé
318,Volk::N,peuple,národ
319,Arbeit::N,travail,délo
320,Gast::N,hôte,gòst
321,Gast::N,invité,gòst
322,Geschenk::N,cadeau,darílo
323,Geschenk::N,présent,darílo
324,Spiel::N,jeu,ígra
325,Gesellschaft::N,compagnie,drúžba
326,Hilfe::N,aide,pomóč
327,Hilfe::N,secours,pomóč
328,Freund::N,ami,prijátelj
329,Kamerad::N,copain,továriš
330,Kamerad::N,camarade,továriš
331,Angelegenheit::N,affaire,zadéva
332,Anzahl::N,nombre,števílo
333,Art::N,sorte,vŕsta
334,Art::N,espèce,vŕsta
335,Stück::N,morceau,kós
336,Teil::N,part,dél
337,Teil::N,partie,dél
338,Hälfte::N,moitié,polovíca
339,Kreis::N,cercle,króg
340,Kreis::N,cercle,kolobár
341,Kreuz::N,croix,kríž
342,Linie::N,ligne,próga
343,Strich::N,trait,čŕta
344,Abstand::N,écart,preslédek
345,Entfernung::N,distance,oddáljenost
346,Gegend::N,région,kràj
347,Gegend::N,région,dežêla
348,Gegend::N,contrée,kràj
349,Gegend::N,contrée,dežêla
350,Platz::N,place,prôstor
351,Ort::N,lieu,mésto
352,Ort::N,endroit,mésto
353,Seite::N,côté,bòk
354,Seite::N,côté,strán
355,Mitte::N,milieu,sredína
356,Gegenstand::N,objet,prédmet
357,Sache::N,chose,réč
358,Sache::N,chose,stvár
359,Rand::N,bord,kràj
360,Kante::N,arête,rób
361,Ecke::N,coin,vogál
362,Ecke::N,tournant,vogál
363,Spitze::N,cime,óst
364,Spitze::N,pointe,óst
365,Ende::N,bout,kônec
366,Loch::N,trou,lúknja
367,Winkel::N,coin,kót
368,Winkel::N,réduit,kót
369,Muster::N,dessin,vzórec
370,Größe::N,grandeur,veličína
371,Länge::N,longueur,dolžína
372,Höhe::N,hauteur,vršína
373,Höhe::N,altitude,vršína
374,Gewicht::N,poids,téža
375,Menge::N,quantité,količína
376,Haufen::N,tas,kùp
377,Haufen::N,tas,kopíca
378,Reihe::N,file,níz
379,Reihe::N,file,vŕsta
380,Reihe::N,rangée,níz
381,Reihe::N,rangée,vŕsta
382,Boot::N,canot,čóln
383,Boot::N,bateau,čóln
384,Ruder::N,rame,vêslo
385,Ruder::N,aviron,vêslo
386,Schlitten::N,traîneau,saní
387,Ski::N,ski,smučí
388,Lagerfeuer::N,feu de camp,táborni ôgenj
389,Last::N,charge,tôvor
390,Last::N,fardeau,tôvor
391,Gang::N,tour,hòd
392,Gang::N,marche,hòd
393,Schritt::N,pas,korák
394,Norden::N,nord,séver
395,Süden::N,sud,júg
396,Westen::N,ouest,zapàd
397,Westen::N,occident,zapàd
398,Osten::N,est,vzhòd
399,Osten::N,orient,vzhòd
400,Holz::N,bois,lés
401,Brett::N,planche,deskà
402,Platte::N,plaque,plôča
403,Stütze::N,appui,opóra
404,Stütze::N,appui,zaslómba
405,Stütze::N,soutien,opóra
406,Stütze::N,soutien,zaslómba
407,Stange::N,barre,gréd
408,Stange::N,perche,gréd
409,Stock::N,canne,pálica
410,Stab::N,bâton,pálica
411,Rohr::N,tube,cév
412,Rohr::N,tuyau,cév
413,Haus::N,maison,híša
414,Heim::N,maison,dóm
415,Ofen::N,poêle,péč
416,Fußboden::N,plancher,pòd
417,Tisch::N,table,míza
418,Stuhl::N,chaise,stòl
419,Wiege::N,berceau,zíbel
420,Bett::N,lit,póstelja
421,Regal::N,étagère,políca
422,Kiste::N,caisse,zabòj
423,Fenster::N,fenêtre,ôkno
424,Tür::N,porte,vráta
425,Tor::N,porte,velíka vráta
426,Tor::N,portail,velíka vráta
427,Zaun::N,clôture,ográja
428,Dach::N,toit,stréha
429,Leiter::N,échelle,léstev
430,Besen::N,balai,mêtla
431,Spaten::N,bêche,lopáta
432,Schaufel::N,pelle,lopáta
433,Gabel::N,fourchette,vílice
434,Löffel::N,cuiller,žlíca
435,Messer::N,couteau,nòž
436,Nagel::N,clou,žebèlj
437,Netz::N,filet,mréža
438,Haken::N,croc,kljúka
439,Haken::N,crochet,kljúka
440,Griff::N,prise,ročáj
441,Griff::N,prise,oprijèm
442,Griff::N,manche,ročáj
443,Griff::N,manche,oprijèm
444,Schloss::N,serrure,ključávnica
445,Bild::N,image,slíka
446,Bild::N,tableau,slíka
447,Figur::N,figure,figúra
448,Figur::N,figure,postáva
449,Puppe::N,poupée,lútka
450,Beutel::N,sac,môšnja
451,Beutel::N,petit sac,môšnja
452,Bündel::N,paquet,cúla
453,Bündel::N,paquet,svéženj
454,Bündel::N,faisceau,cúla
455,Bündel::N,faisceau,svéženj
456,Tasche::N,sac,tórba
457,Tasche::N,sac,tobôlec
458,Eimer::N,seau,vêdro
459,Deckel::N,couvercle,pokròv
460,Deckel::N,couvercle,poklópec
461,Geschirr::N,vaisselle,posóda
462,Sack::N,sac,vréča
463,Tasse::N,tasse,skodélica
464,Topf::N,pot,lônec
465,Topf::N,marmite,lônec
466,Kessel::N,chaudron,kôtel
467,Essen::N,repas,hrána
468,Essen::N,manger,hrána
469,Nahrung::N,nourriture,živílo
470,Speise::N,plat,jéd
471,Fleisch::N,viande,mesó
472,Getreide::N,blé,žíto
473,Getreide::N,céréales,žíto
474,Brei::N,purée,káša
475,Brei::N,bouillie,káša
476,Brot::N,pain,krùh
477,Scheibe::N,tranche,réženj
478,Fett::N,graisse,mást
479,Fett::N,graisse,maščôba
480,Butter::N,beurre,máslo
481,Öl::N,huile,ólje
482,Salz::N,sel,sól
483,Suppe::N,soupe,júha
484,Suppe::N,potage,júha
485,Honig::N,miel,méd
486,Milch::N,lait,mléko
487,Tee::N,thé,čáj
488,Leder::N,cuir,úsnje
489,Wolle::N,laine,vólna
490,Stoff::N,tissu,blagó
491,Stoff::N,étoffe,blagó
492,Nadel::N,aiguille,ígla
493,Faden::N,fil,nít
494,Knopf::N,bouton,gúmb
495,Knoten::N,nœud,vôzel
496,Farbe::N,peinture,bárva
497,Kleidung::N,vêtements,obléka
498,Kleidung::N,habillement,obléka
499,Hemd::N,chemise,srájca
500,Kragen::N,col,ovrátnik
501,Ärmel::N,manche,rokáv
502,Hose::N,pantalon,hláče
503,Gürtel::N,ceinture,pás
504,Mütze::N,bonnet,kápa
505,Mütze::N,bonnet,čépica
506,Mütze::N,casquette,kápa
507,Mütze::N,casquette,čépica
508,Schuh::N,soulier,čévelj
509,Schuh::N,chaussure,čévelj
510,Stiefel::N,botte,škórenj
511,Ring::N,bague,pŕstan
512,Band::N,ruban,trák
513,Kamm::N,peigne,glavník
514,Spiegel::N,glace,zrcálo
515,Spiegel::N,glace,ogledálo
516,Spiegel::N,miroir,zrcálo
517,Spiegel::N,miroir,ogledálo
518,Riemen::N,lanière,jêrmen
519,Riemen::N,courroie,jêrmen
520,Schnur::N,corde,vŕvca
521,Schnur::N,ficelle,vŕvca
522,Leine::N,laisse,konôpec
523,Decke::N,couverture,odéja
524,Kissen::N,oreiller,blazína
525,Tuch::N,drap,pŕt
526,Tuch::N,drap,rúta
527,Tuch::N,fichu,pŕt
528,Tuch::N,fichu,rúta
529,Handtuch::N,serviette,brisáča
530,Handtuch::N,essuie-mains,brisáča
531,Kraft::N,force,síla
532,Stärke::N,vigueur,jákost
533,Gesundheit::N,santé,zdrávje
534,Krankheit::N,maladie,bolézen
535,Schmerz::N,douleur,ból
536,Schmerz::N,douleur,bolečína
537,Wunde::N,plaie,rána
538,Wunde::N,blessure,rána
539,Fieber::N,fièvre,vročína
540,Arznei::N,remède,lék
541,Arznei::N,remède,zdravílo
542,Arznei::N,médecine,lék
543,Arznei::N,médecine,zdravílo
544,Brücke::N,pont,móst
545,Brunnen::N,puits,vodnják
546,Weide::N,pâturage,páša
547,Pfad::N,sentier,stezà
548,Weg::N,voie,pót
549,Weg::N,chemin,pót
550,Straße::N,route,césta
551,Dorf::N,village,vás
552,Stadt::N,cité,mésto
553,Stadt::N,ville,mésto
554,Brief::N,lettre,písmo
555,Buch::N,livre,knjíga
556,Buchstabe::N,lettre,čŕka
557,Buchstabe::N,caractère,čŕka
558,Zeitung::N,journal,čásnik
559,Leben::N,vie,življênje
560,Tod::N,mort,smŕt
561,Grab::N,tombe,gròb
562,Kirche::N,église,cérkev
563,Sünde::N,péché,gréh
564,Gott::N,dieu,bóg
565,Arbeiter::N,ouvrier,délavec
566,Arbeiter::N,travailleur,délavec
567,Chef::N,chef,šéf
568,Chef::N,patron,šéf
569,Meister::N,maître,mójster
570,Arzt::N,médecin,zdravník
571,Lehrer::N,professeur,učítelj
572,Lehrer::N,instituteur,učítelj
573,Geld::N,argent,denár
574,Geschäft::N,affaire,kupčíja
575,Geschäft::N,commerce,kupčíja
576,Laden::N,magasin,trgovína
577,Laden::N,boutique,trgovína
578,Preis::N,prix,céna
579,Ware::N,marchandise,róba
580,Nutzen::N,profit,príd
581,Reichtum::N,richesse,bogástvo
582,Welt::N,monde,svét
583,Land::N,pays,dežêla
584,Staat::N,État,držáva
585,König::N,roi,králj
586,Macht::N,pouvoir,oblást
587,Macht::N,puissance,oblást
588,Grenze::N,frontière,mêja
589,Krieg::N,guerre,vôjna
590,Feind::N,ennemi,sovrážnik
591,Gewalt::N,violence,nasílje
592,Kampf::N,lutte,bòj
593,Kampf::N,lutte,bórba
594,Kampf::N,combat,bòj
595,Kampf::N,combat,bórba
596,Bogen[Waffe]::N,arc,lók
597,Pfeil::N,flèche,puščíca
598,Gewehr::N,fusil,púška
599,Fehler::N,faute,zmóta
600,Fehler::N,erreur,zmóta
601,Lüge::N,mensonge,láž
602,Schaden::N,dégât,okvára
603,Schaden::N,dommage,okvára
604,Unglück::N,malheur,nesréča
605,Schuld::N,faute,krívda
606,Schuld::N,culpabilité,krívda
607,Alter::N,âge,dôba
608,Schluss::N,fin,kônec
609,Zeit::N,temps,čàs
610,Tag::N,jour,dán
611,Tag::N,journée,dán
612,Morgen::N,matin,jútro
613,Morgen::N,matinée,jútro
614,Mittag::N,midi,póldan
615,Abend::N,soir,večér
616,Abend::N,soirée,večér
617,Nacht::N,nuit,nóč
618,Woche::N,semaine,téden
619,Monat::N,mois,mésec
620,Jahr::N,an,léto
621,Jahr::N,année,léto
622,Frühling::N,printemps,pomlád
623,Sommer::N,été,polétje
624,Herbst::N,automne,jesén
625,Winter::N,hiver,zíma
626,Januar::N,janvier,jánuar
627,Februar::N,février,fébruar
628,März::N,mars,márec
629,April::N,avril,apríl
630,Mai::N,mai,máj
631,Juni::N,juin,júnij
632,Juli::N,juillet,júlij
633,August::N,août,avgúst
634,September::N,septembre,septêmber
635,Oktober::N,octobre,október
636,November::N,novembre,novêmber
637,Dezember::N,décembre,decémber
638,Montag::N,lundi,ponedéljek
639,Dienstag::N,mardi,tôrek
640,Mittwoch::N,mercredi,sréda
641,Donnerstag::N,jeudi,četŕtek
642,Freitag::N,vendredi,pétek
643,Samstag::N,samedi,sobóta
644,Sonntag::N,dimanche,nedélja
645,groß::A,grand,vêlik
646,klein::A,petit,májhen
647,lang::A,long,dólg
648,kurz::A,court,krátek
649,breit::A,large,širòk
650,schmal::A,étroit,ózek
651,dicht::A,dense,góst
652,dick[Gegenstand]::A,épais,dêbel
653,dünn::A,mince,tánek
654,fein::A,fin,drôben
655,fein::A,menu,drôben
656,fest::A,ferme,tŕden
657,fest::A,solide,tŕden
658,flach::A,plat,plán
659,flach::A,plat,plòsk
660,glatt::A,poli,gládek
661,glatt::A,lisse,gládek
662,hart::A,dur,tŕd
663,weich::A,mou,mehák
664,rund::A,rond,okrógel
665,spitz::A,aigu,šílast
666,spitz::A,pointu,šílast
667,scharf::A,tranchant,óster
668,stumpf::A,mousse,tóp
669,stumpf::A,mousse,skŕhan
670,stumpf::A,émoussé,tóp
671,stumpf::A,émoussé,skŕhan
672,schwer::A,lourd,têžek
673,schwer::A,pesant,têžek
674,schön::A,beau,lép
675,schön::A,beau,krásen
676,heiß::A,chaud,vròč
677,heiß::A,très chaud,vròč
678,warm::A,chaud,tôpel
679,kalt::A,froid,mŕzel
680,kalt::A,froid,hláden
681,kühl::A,frais,hláden
682,frisch::A,frais,svéž
683,feucht::A,humide,vlážen
684,nass::A,mouillé,móker
685,trocken::A,sec,súh
686,voll::A,plein,póln
687,voll::A,rempli,póln
688,leer::A,vide,prázen
689,offen::A,ouvert,odpŕt
690,geschlossen::A,clos,zapŕt
691,geschlossen::A,fermé,zapŕt
692,sauber::A,net,číst
693,sauber::A,net,líčen
694,sauber::A,propre,číst
695,sauber::A,propre,líčen
696,schmutzig::A,sale,umázan
697,schmutzig::A,crasseux,umázan
698,roh::A,cru,suròv
699,roh::A,brut,suròv
700,reif::A,mûr,zrèl
701,lecker::A,délicieux,okúsen
702,lecker::A,appétissant,okúsen
703,süß::A,doux,sládek
704,bitter::A,amer,grenák
705,sauer::A,aigre,kísel
706,hell::A,clair,svetèl
707,dunkel::A,sombre,temèn
708,schwarz::A,noir,čŕn
709,weiß::A,blanc,bél
710,rot::A,rouge,rdèč
711,gelb::A,jaune,žólt
712,gelb::A,jaune,rumèn
713,blau::A,bleu,móder
714,grün::A,vert,zelèn
715,grau::A,gris,sív
716,bunt::A,multicolore,písan
717,billig::A,bon marché,pocéni
718,teuer::A,cher,drág
719,wertvoll::A,précieux,dragocén
720,blind::A,aveugle,slép
721,taub::A,sourd,glúh
722,kräftig::A,fort,močán
723,kräftig::A,vigoureux,močán
724,stark::A,fort,ják
725,stark::A,puissant,ják
726,schwach::A,faible,šíbek
727,fett::A,gras,dêbel
728,schlank::A,svelte,vítek
729,hübsch::A,joli,lép
730,böse::A,mauvais,zèl
731,böse::A,mauvais,hudôben
732,dumm::A,sot,glúp
733,dumm::A,sot,bédast
734,dumm::A,bête,glúp
735,dumm::A,bête,bédast
736,faul::A,fainéant,lén
737,faul::A,paresseux,lén
738,fleißig::A,appliqué,marljív
739,geizig::A,avare,škŕt
740,klug::A,intelligent,pámeten
741,geschickt::A,habile,spréten
742,lieb::A,cher,míl
743,lieb::A,cher,ljúb
744,lieb::A,gentil,míl
745,lieb::A,gentil,ljúb
746,lustig::A,gai,vesél
747,lustig::A,joyeux,vesél
748,sanft::A,doux,láhek
749,hungrig::A,affamé,láčen
750,krank::A,malade,bolán
751,nackt::A,nu,nág
752,traurig::A,triste,túžen
753,lebendig::A,vivant,žív
754,gut::A,bon,dóber
755,schlecht::A,mauvais,malopríden
756,richtig::A,juste,pravílen
757,richtig::A,correct,pravílen
758,schlimm::A,grave,húd
759,schlimm::A,mauvais,húd
760,wahr::A,vrai,resníčen
761,wahr::A,véritable,resníčen
762,alt::A,vieux,stàr
763,neu::A,neuf,nòv
764,neu::A,nouveau,nòv
765,ehemalig::A,ancien,nekdánji
766,alt[Lebewesen]::A,âgé,stàr
767,alt[Lebewesen]::A,vieux,stàr
768,jung::A,jeune,mlád
769,arm::A,pauvre,ubóg
770,arm::A,pauvre,réven
771,reich::A,riche,bogàt
772,bekannt::A,connu,znán
773,berühmt::A,fameux,sláven
774,berühmt::A,fameux,znamenít
775,berühmt::A,célèbre,sláven
776,berühmt::A,célèbre,znamenít
777,fremd::A,étranger,túj
778,verschieden::A,différent,razlíčen
779,nah::A,lié,blížnji
780,nah::A,proche,blížnji
781,fern::A,éloigné,dáleč
782,fern::A,lointain,dáleč
783,linker::A,gauche,lévi
784,rechter::A,droit,désni
785,anderer::A,autre,drúgi
786,erster::A,premier,pŕvi
787,zweiter::A,second,drúgi
788,zweiter::A,deuxième,drúgi
789,dritter::A,troisième,trétji
790,letzter::A,dernier,poslédnji
791,allein::ADV,seul,sám
792,auf einmal::ADV,à la fois,obênem
793,zusammen::ADV,ensemble,skúpaj
794,lange::ADV,longtemps,dólgo
795,plötzlich::ADV,tout à coup,náglo
796,plötzlich::ADV,tout à coup,nenádoma
797,sofort::ADV,immédiatement,prècej
798,später::ADV,plus tard,poznêje
799,jetzt::ADV,maintenant,zdàj
800,heute::ADV,aujourd'hui,dánes
801,morgen::ADV,demain,jútri
802,bald::ADV,bientôt,kmálu
803,dann::ADV,puis,nató
804,dann::ADV,ensuite,nató
805,gestern::ADV,hier,včéraj
806,einst::ADV,jadis,nékdaj
807,einst::ADV,autrefois,nékdaj
808,damals::ADV,alors,tedàj
809,damals::ADV,alors,takràt
810,damals::ADV,à l'époque,tedàj
811,damals::ADV,à l'époque,takràt
812,danach::ADV,après,potèm
813,danach::ADV,ensuite,potèm
814,vorher::ADV,auparavant,poprèj
815,zuerst::ADV,d'abord,spŕva
816,zuerst::ADV,premièrement,spŕva
817,einmal::ADV,une fois,ênkrat
818,manchmal::ADV,parfois,včásih
819,manchmal::ADV,quelquefois,včásih
820,oft::ADV,souvent,pogósto
821,immer::ADV,toujours,védno
822,immer::ADV,toujours,zméraj
823,niemals::ADV,ne ... jamais,nikdàr
824,hier::ADV,ici,tù
825,hier::ADV,ici,túkaj
826,hierhin::ADV,par ici,sèmkaj
827,von hier::ADV,d'ici,od tú
828,dort::ADV,là,tàm
829,dort::ADV,là-bas,tàm
830,dorthin::ADV,y,tjà
831,dorthin::ADV,par là,tjà
832,geradeaus::ADV,tout droit,rávno napréj
833,vorwärts::ADV,en avant,napréj
834,rückwärts::ADV,en arrière,zádaj
