,Concept_ID,la,br
816,zittern::V,trepidare,krenañ
817,leben::V,vivere,bevañ
818,geboren werden::V,nasci,genel
819,atmen::V,spirare,tennañ e anal
820,trinken::V,bibere,evañ
821,essen::V,edere,debriñ
822,schlucken::V,devorare,lonkañ
823,müde werden::V,fatigari,skuizhañ
824,einschlafen::V,obdormiscere,menel kousket
825,schlafen::V,dormire,kousket
826,aufwachen::V,expergisci,dihuniñ
827,aufstehen::V,exsurgere,sevel
828,sich erholen::V,se reficere,diskuizhañ
829,krank werden::V,aegrescere,klañviñ
830,krank sein::V,aegrotare,bezañ klañv
831,schmerzen::V,dolere,skourjezañ
832,husten::V,tussire,pasaat
833,husten::V,tussire,peudal
834,genesen::V,convalescere,pareañ
835,sterben::V,mori,mervel
836,umkommen::V,perire,perisañ
837,sich bewegen::V,se movere,bouljal
838,sich rühren::V,micare,fiñval
839,sich erheben::V,surgere,sevel
840,sich setzen::V,considere,azezañ
841,sich setzen::V,considere,mont en e goazez
842,hinfallen::V,cadere,kouezhañ
843,laufen::V,vadere,redek
844,schreiten::V,gradi,kerzhet
845,spazierengehen::V,ambulare,pourmen
846,eilen::V,properare,hastañ
847,sich beeilen::V,festinare,hastañ
848,sausen::V,currere,karzhañ
849,rennen::V,currere,redek
850,springen::V,salire,lammat
851,klettern::V,niti,krimpat
852,schaukeln::V,oscillare,brañsellat
853,kriechen::V,repere,skrampañ
854,kriechen::V,serpere,skrampañ
855,schwimmen::V,nare,neuial
856,schwimmen::V,natare,neuial
857,tauchen::V,mergere,splujañ
858,rudern::V,remigare,roeñvat
859,fahren::V,vehi,kas
860,fahren::V,vehi,bleniañ
861,fliegen::V,volare,nijal
862,gehen::V,ire,mont
863,gehen::V,vadere,mont
864,weggehen::V,abire,mont kuit
865,weggehen::V,discedere,mont kuit
866,abfahren::V,proficisci,mont kuit
867,anhalten::V,consistere,chom a-sav
868,hineingehen::V,inire,monet e-barzh
869,hineingehen::V,ingredi,monet e-barzh
870,eintreten::V,intrare,monet e-barzh
871,kommen::V,venire,dont
872,ankommen::V,advenire,erruout
873,zurückkommen::V,revenire,addonet
874,bleiben::V,manere,chom
875,warten::V,opperiri,gortoz
876,erwarten::V,opperiri,gortoz
877,erwarten::V,expectare,gortoz
878,suchen::V,quaerere,klask
879,finden::V,reperire,kavout
880,versuchen::V,conari,klask
881,versuchen::V,temptare,klask
882,vorbereiten::V,parare,aozañ
883,lieben::V,amare,karout
884,mögen::V,amare,karout
885,lachen::V,ridere,c'hoarzin
886,rühren::V,commovere,tenerañ
887,weinen::V,flere,gouelañ
888,schimpfen::V,increpare,krozal
889,sich ärgern::V,indignari,fachañ
890,sich ärgern::V,indignari,en em fachañ
891,sich fürchten::V,vereri,
892,fürchten::V,timere,
893,fliehen::V,fugere,tec'het
894,flüchten::V,effugere,tuzañ
895,sehen::V,videre,gwelet
896,anschauen::V,aspectare,sellout ouzh
897,ansehen::V,spectare,sellout ouzh
898,hören::V,audire,klevet
899,zuhören::V,auscultare,selaou
900,probieren::V,gustare,blasa
901,riechen::V,olfacere,klevet
902,fühlen::V,sentire,santout
903,scheinen::V,videri,diskouez bezañ
904,zu sehen sein::V,conspici,bezañ gwelus
905,vernehmen::V,comperire,merzhañ
906,frieren::V,algere,anoued
907,tun::V,facere,ober
908,können::V,posse,gouzout
909,wollen::V,velle,fellout da
910,wollen::V,velle,kaout c'hoant da
911,anfangen::V,incipere,kregiñ
912,beenden::V,finire,achuiñ
913,aufhören::V,desistere,paouez
914,gelingen::V,contingere,
915,geraten::V,evenire,
916,öffnen::V,aperire,digeriñ
917,schließen::V,claudere,serriñ
918,stellen::V,sistere,lakaat
919,setzen::V,ponere,lakaat
920,legen::V,ponere,lakaat
921,berühren::V,tangere,touch
922,verbinden::V,iungere,eren
923,bedecken::V,tegere,goloiñ
924,bedecken::V,operire,goloiñ
925,aufhängen::V,suspendere,istribilhañ
926,anzünden::V,accendere,alumiñ
927,anzünden::V,accendere,c'hwezzañ
928,anzünden::V,inflammare,alumiñ
929,anzünden::V,inflammare,c'hwezzañ
930,aufheben::V,tollere,dastum
931,zurücklassen::V,relinquere,lezel
932,verlieren::V,perdere,koll
933,verlieren::V,amittere,koll
934,fallen lassen::V,dimittere,laoskel
935,fallen lassen::V,dimittere,lezel da gouezhel
936,machen::V,facere,ober
937,herstellen::V,fabricare,fardañ
938,bauen::V,construere,sevel
939,reparieren::V,reparare,adaozañ
940,verbessern::V,emendare,gwellaat
941,ändern::V,mutare,cheñch
942,graben::V,fodere,kleuzañ
943,beugen::V,flectere,plegañ
944,biegen::V,curvare,krommañ
945,drehen::V,torquere,treiñ
946,wenden::V,vertere,treiñ
947,umdrehen::V,convertere,treiñ
948,heben::V,tollere,sevel
949,hochheben::V,levare,sevel
950,ergreifen::V,capessere,kemer
951,halten::V,tenere,dalc'hen
952,drücken::V,premere,bountañ
953,schieben::V,promovere,poulzañ
954,kratzen::V,radere,skrabat
955,lecken::V,lambere,lipat
956,beißen::V,mordere,kregiñ
957,abreißen::V,avellere,diframmañ
958,abschneiden::V,desecare,troc'hañ
959,binden::V,ligare,stagañ
960,stecken::V,inserere,sankañ
961,brechen::V,rumpere,darnaouiñ
962,klopfen::V,pultare,skoiñ
963,hauen::V,ferire,dornañ
964,kleben::V,agglutinare,pegañ
965,reiben::V,terere,taravat
966,reiben::V,terere,trekiñ
967,streichen::V,oblinere,toazañ
968,schleifen::V,acuere,lemmañ
969,schneiden::V,secare,troc'hañ
970,rütteln::V,quassare,tordorosañ
971,schütteln::V,quatere,hejañ
972,schwenken::V,ventilare,
973,schütten::V,fundere,diskargañ
974,füllen::V,complere,kargañ
975,einwickeln::V,involvere,gronnañ
976,tragen::V,ferre,dougen
977,tragen::V,portare,dougen
978,schleppen::V,pertrahere,stlejal
979,ziehen::V,trahere,sachañ
980,aufbewahren::V,asservare,miret
981,werfen::V,iacere,teuler
982,fangen::V,capere,tapañ
983,packen::V,capessere,krapat
984,verstecken::V,abdere,kuzhat
985,teilen::V,partiri,rannañ
986,teilen::V,dividere,rannañ
987,schicken::V,mittere,kas
988,bringen::V,apportare,degas
989,hinzufügen::V,addere,lakat ouzhpenn
990,bekommen::V,adipisci,kaout
991,erhalten::V,accipere,kaout
992,nehmen::V,sumere,kemer
993,wählen::V,eligere,choaz
994,auswählen::V,deligere,dibab
995,bewahren::V,conservare,mirout
996,behindern::V,impedire,diaezañ
997,verderben::V,corrumpere,lovrañ
998,beschädigen::V,laedere,gwallegañ
999,zerbrechen::V,rumpere,torriñ
1000,zerbrechen::V,frangere,torriñ
1001,zerreißen::V,discindere,diroegiñ
1002,zerstören::V,delere,distrujañ
1003,verbrennen::V,urere,deviñ
1004,verbrennen::V,cremare,deviñ
1005,geben::V,dare,reiñ
1006,reichen::V,praebere,
1007,schenken::V,donare,donezonañ
1008,schenken::V,largiri,donezonañ
1009,versprechen::V,polliceri,prometiñ
1010,versprechen::V,promittere,prometiñ
1011,loben::V,laudare,feurmiñ
1012,küssen::V,osculari,pokat
1013,zudecken::V,tegere,goloiñ
1014,wecken::V,excitare,dihuniñ
1015,zeigen::V,monstrare,diskouez
1016,führen::V,ducere,kas
1017,lehren::V,docere,deskiñ
1018,unterrichten::V,instituere,kelenn
1019,aufziehen::V,nutrire,
1020,leiten::V,ducere,bleinañ
1021,antreiben::V,incitare,poulzañ
1022,lassen::V,iubere,leuskel
1023,einladen::V,invitare,pediñ
1024,vereinigen::V,coniungere,unisañ
1025,besuchen::V,visere,gweladenniñ
1026,treffen::V,convenire,kejal
1027,treffen::V,convenire,ankontrañ
1028,sich versammeln::V,convenire,bodennañ
1029,spielen::V,ludere,c'hoari
1030,singen::V,cantare,kanañ
1031,tanzen::V,saltare,dañsal
1032,sich trennen::V,digredi,dispartiañ
1033,sich trennen::V,discedere,dispartiañ
1034,verlassen::V,deserere,lezel
1035,verlassen::V,relinquere,lezel
1036,retten::V,servare,saveteiñ
1037,bewachen::V,custodire,mesa
1038,schützen::V,tueri,diwall
1039,schützen::V,tutari,diwall
1040,verteidigen::V,defendere,difenn
1041,sich schlagen::V,luctari,lopañ
1042,schießen::V,iaculari,
1043,siegen::V,vincere,trec'hiñ
1044,ärgern::V,irritare,hegasiñ
1045,schlagen::V,ferire,skeiñ
1046,treten::V,calcare,botaouiñ
1047,stechen::V,pungere,pikat
1048,stoßen::V,tundere,stokañ
1049,stehlen::V,furari,laerezh
1050,stören::V,turbare,direnkañ
1051,belästigen::V,obtundere,dregasiñ
1052,verbergen::V,celare,skoachañ
1053,verbergen::V,occultare,skoachañ
1054,täuschen::V,fallere,tromplañ
1055,betrügen::V,fraudare,lorbañ
1056,töten::V,necare,lazhañ
1057,töten::V,caedere,lazhañ
1058,wohnen::V,habitare,bezañ o chom
1059,arbeiten::V,laborare,labourat
1060,sammeln::V,colligere,dastum
1061,pflücken::V,carpere,kuntuilhañ
1062,jagen::V,venari,chaseal
1063,fischen::V,piscari,pesketa
1064,fassen::V,capere,pakañ
1065,hüten::V,custodire,geota
1066,treiben::V,agere,
1067,anbinden::V,alligare,stagañ
1068,füttern::V,nutrire,boueta
1069,melken::V,mulgere,goro
1070,hacken::V,findere,difrakal
1071,gießen::V,rigare,dourañ
1072,reifen::V,maturescere,azviñ
1073,zubereiten::V,apparare,keginañ
1074,kochen::V,coquere,poazhañ
1075,backen::V,coquere,fritañ
1076,braten::V,torrere,rostañ
1077,umrühren::V,commovere,
1078,stricken::V,texere,stammañ
1079,nähen::V,suere,gwriat
1080,färben::V,tingere,livañ
1081,reinigen::V,purgare,naetañ
1082,waschen::V,lavare,gwalc'hiñ
1083,abwischen::V,abstergere,torchañ
1084,spülen::V,perluere,disgwalc'hiñ
1085,fegen::V,verrere,skubañ
1086,kehren::V,purgare,skubañ
1087,baden::V,lavari,kouronkañ
1088,sich waschen::V,lavari,en em walc'hiñ
1089,ausziehen::V,exuere,
1090,anziehen::V,induere,
1091,sich anziehen::V,vestiri,gwiskañ
1092,kämmen::V,pectere,kribat
1093,schmücken::V,ornare,kinklañ
1094,schmücken::V,decorare,kinklañ
1095,sagen::V,dicere,larêt
1096,sagen::V,dicere,lavaret
1097,sprechen::V,fari,komz
1098,reden::V,loqui,kaozeal
1099,sich unterhalten::V,colloqui,balbotal
1100,sich unterhalten::V,disputare,balbotal
1101,fragen::V,rogare,goulenn
1102,fragen::V,quaerere,goulenn
1103,bitten::V,orare,goulenn
1104,bitten::V,rogare,goulenn
1105,erzählen::V,narrare,kontañ
1106,mitteilen::V,communicare,kemenn
1107,nennen::V,appellare,anviñ
1108,rufen::V,vocare,gelver
1109,prahlen::V,gloriari,fougeal
1110,übersetzen::V,vertere,treiñ
1111,denken::V,cogitare,soñjal
1112,glauben::V,credere,krediñ
1113,bemerken::V,animadvertere,apresevañ
1114,erkennen::V,cognoscere,anavout
1115,begreifen::V,comprehendere,meizañ
1116,verstehen::V,intellegere,kompren
1117,lernen::V,discere,deskiñ
1118,wissen::V,scire,gouzout
1119,sich erinnern an::V,meminisse,kaout soñj e
1120,vergessen::V,oblivisci,ankouaat
1121,messen::V,metiri,muzuliañ
1122,zählen::V,numerare,kontañ
1123,rechnen::V,reri,jedañ
1124,rechnen::V,calculare,jedañ
1125,lesen::V,legere,lenn
1126,malen::V,pingere,livañ
1127,zeichnen::V,scribere,tresañ
1128,schreiben::V,scribere,skrivañ
1129,besitzen::V,possidere,kaout
1130,kaufen::V,emere,prenañ
1131,verkaufen::V,vendere,gwerzhañ
1132,bezahlen::V,pendere,paeañ
1133,zahlen::V,solvere,paeañ
1134,beherrschen::V,regere,mestroniañ
1135,beherrschen::V,imperare,mestroniañ
1136,ertragen::V,tolerare,anduriñ
1137,ertragen::V,sustinere,anduriñ
1138,wünschen::V,,hetiñ
1139,wiegen::V,,pouezañ
