,Concept_ID,te,udm
683,danach::ADV,అప్పుడు,собере
684,vorher::ADV,ఎదుట,азьло
685,vorher::ADV,ఎదుట,азьвыл
686,zuerst::ADV,మొదటిలో,азьло
687,einmal::ADV,ఒకసారి,огпол
688,manchmal::ADV,అప్పటప్పటికి,куддыръя
689,oft::ADV,తఱచుగా,ӵем
690,immer::ADV,ఎల్లప్పుడు,пыр
691,immer::ADV,ఎల్లప్పుడు,котьку
692,niemals::ADV,ఎప్పుడునులేదు,уз ноку
693,hier::ADV,ఇక్కడ,татын
694,hierhin::ADV,ఇక్కడకు,татчы
695,von hier::ADV,ఇక్కడనుండి,татысь
696,dort::ADV,అక్కడ,отӥ
697,dort::ADV,అక్కడ,отын
698,dorthin::ADV,అక్కడికి,отчы
699,geradeaus::ADV,సూటిగా,меӵак
700,vorwärts::ADV,ముందుకు,азьлань
701,rückwärts::ADV,వెనుకకు,берлань
702,zurück::ADV,వెనుకభాగము,берен
703,zurück::ADV,వెనుకభాగము,берлань
704,unten::ADV,క్రింద,улын
705,hinab::ADV,కిందికి,улэ
706,oben::ADV,మీద,вылын
707,oben::ADV,మీద,вылӥын
708,hinauf::ADV,పైకి,вылэ
709,hinauf::ADV,పైకి,вылӥе
710,hinauf::ADV,పైకి,выллань
711,überall::ADV,అంతటా,котькытын
712,überall::ADV,అంతటా,пасьтана
713,nicht::ADV,కాదు,уз
714,ein wenig::ADV,కొంచెము,ичи
715,ein wenig::ADV,కొంచెము,ӧжыт
716,ein wenig::ADV,కొంచెము,огшап
717,kaum::ADV,చాలిచాలక,муртса
718,sehr::ADV,చాల,туж
719,sehr::ADV,చాల,лекос
720,so::ADV,ఆలాగున,озьы
721,so::ADV,ఆలాగున,тазьы
722,noch::ADV,ఇప్పటికిని,на
723,nur::ADV,మాత్రము,гинэ
724,schon::ADV,ఇదివఱకే,ни
725,schon::ADV,ఇదివఱకే,ини
726,wieder::ADV,తిరిగి,нош
727,wieder::ADV,తిరిగి,кайта
728,vergebens::ADV,నిష్ఫలముగా,юнме
729,vor::PRP,ముందు,азьын
730,hinter::PRP,వెనుక,берын
731,hinter::PRP,వెనుక,бӧрсьы
732,unter::PRP,క్రింద,улын
733,durch::PRP,ద్వారా,пыр
734,durch::PRP,ద్వారా,пыртӥ
735,neben::PRP,దగ్గెర,бордын
736,zwischen::PRP,మధ్య,вискын
737,wegen::PRP,కారణంగా,сэрен
738,dies::PRN,ఇది,та
739,das::PRN,అది,со
740,alles::PRN,సకలము,ваньмыз
741,ich::PRN,నేను,мон
742,du::PRN,నీవు,тон
743,er::PRN,అతడు,со
744,wir::PRN,మనము,ми
745,ihr::PRN,మీరు,тӥ
746,sie::PRN,వారు,соос
747,was::FPRN,ఏమి,ма
748,wer::FPRN,ఎవడు,кин
749,wo::FADV,ఎక్కడ,кытын
750,wohin::FADV,ఎందుకు,кытчы
751,wie::FADV,ఎట్టు,кызьы
752,warum::FADV,ఏల,малы
753,wieviel::FNUM,ఎంత,кӧня
754,eins::NUM,ఒకటి,одӥг
755,zwei::NUM,రెండు,кык
756,drei::NUM,మూడు,куинь
757,vier::NUM,నాలుగు,ньыль
758,fünf::NUM,అయిదు,вить
759,sechs::NUM,ఆఱు,куать
760,sieben::NUM,ఏరు,сизьым
761,acht::NUM,ఎనిమదు,тямыс
762,neun::NUM,తొమ్మిది,укмыс
763,zehn::NUM,పది,дас
764,elf::NUM,పదునొకొండు,дас одӥг
765,zwölf::NUM,పండ్రండు,дас кык
766,zwanzig::NUM,ఇరుపది,кызь
767,dreißig::NUM,ముప్పది,куамын
768,vierzig::NUM,నలువది,ньыльдон
769,fünfzig::NUM,ఏబది,витьтон
770,sechzig::NUM,అరుపది,куатьтон
771,siebzig::NUM,డెబ్బది,сизьымдон
772,achtzig::NUM,ఎనుబది,тямыстон
773,neunzig::NUM,తొంబది,укмыстон
774,hundert::NUM,నూఱు,сю
775,tausend::NUM,వేయి,сюрс
776,und::CNJ,మఱియు,и
777,und::CNJ,మఱియు,но
778,oder::CNJ,లేక,яке
779,stehen::V,నిలుచు,сылыны
780,sitzen::V,కూర్చుండు,пукыны
781,liegen::V,పండుకొనుట,кылльыны
782,hängen::V,వ్రేలాడదీయు,ошкыса улыны
783,werden::V,అగు,луыны
784,passieren::V,సంభవించు,луыны
785,beginnen::V,ఆరంభించు,кутскыны
786,enden::V,తీరుట,бырыны
787,wechseln::V,మార్చు,воштӥськыны
788,aufgehen[Sonne]::V,ఉదయించు,ӝужаны
789,untergehen[Sonne]::V,అస్తమించు,пуксьыны
790,scheinen[Sonne]::V,ప్రకాశించు,пиштыны
791,scheinen[Sonne]::V,ప్రకాశించు,чиляны
792,donnern::V,ఉరుముట,гудыръяны
793,wehen::V,దురద్పప్టము,пелляськыны
794,strömen::V,పారుట,киськыны
795,strömen::V,పారుట,исьтӥськыны
796,fließen::V,ప్రవహించు,бызьыны
797,sich drehen::V,తిరుగు,берганы
798,schwanken::V,ఆడించుట,вошъяськыны
799,schwingen::V,ఊగుట,шонаськыны
800,fallen::V,పడు,усьыны
801,brennen::V,కాలుట,ӝуаны
802,rauchen::V,పొగసుట,ӵындыны
803,regnen::V,కురిపించుట,зорыны
804,gefrieren::V,గడ్డకట్టు,кынмыны
805,tauen::V,కరగు,шунаны
806,schmelzen::V,కరగు,шунаны
807,trocknen::V,యెండుట,куасьмыны
808,sieden::V,ఉడుకు,пӧзьыны
809,faulen::V,క్రుళ్లు,сисьмыны
810,verfaulen::V,క్షిణించు,сисьмыны
811,reißen::V,చించు,кеськыны
812,versinken::V,మునుగు,выйыны
813,vergehen::V,సంభవించు,ортчыны
814,erscheinen::V,కనబడు,адскыны
815,verschwinden::V,అదృశ్యమగు,бырыны
816,sinken::V,ముణుగుట,усьыны
817,abnehmen::V,తగ్గు,синыны
818,zunehmen::V,పెరుగుట,йылыны
819,steigen::V,లేచు,лӧпкыны
820,wachsen::V,పెరుగు,будыны
821,glänzen::V,ప్రకాశించు,чиляны
822,glänzen::V,ప్రకాశించు,пиштыны
823,funkeln::V,ప్రకాశించు,чилекъяны
824,lärmen::V,అరుచుట,уретыны
825,lärmen::V,అరుచుట,ӵашетыны
826,läuten::V,మేళవించుట,жингыртыны
827,klingeln::V,వాయించుట,жингыртыны
828,klirren::V,ఘంటానాదము,жильккетыны
829,brausen::V,గర్జించు,лекъяськыны
830,rauschen::V,చటచటమనుట,ӵашетыны
831,klingen::V,ధ్వనించుట,кылӥськыны
832,bellen::V,అఱచు,утыны
833,heulen::V,కూయు,вузыны
834,blasen::V,దురద్పప్టము,пельтыны
835,pfeifen::V,ఈలవేయు,шуланы
836,schreien::V,అఱచు,черекъяны
837,schreien::V,అఱచు,кесяськыны
838,stöhnen::V,మూలుగు,ӝуштыны
839,zittern::V,వణకు,дырекъяны
840,zittern::V,వణకు,куалекъяны
841,leben::V,జీవించుట,улыны
842,geboren werden::V,పుట్టుట,вордӥськыны
843,atmen::V,ఉపిరి తీయు,шоканы
844,trinken::V,త్రాగు,юыны
845,essen::V,తిను,сиыны
846,schlucken::V,మ్రింగు,ньылыны
847,müde werden::V,అలయు,жадьыны
848,einschlafen::V,నిద్రించు,умме усьыны
849,schlafen::V,నిద్రురించు,кӧлыны
850,aufwachen::V,మేలుకొను,сайканы
851,aufstehen::V,లేచు,султыны
852,sich erholen::V,నడ్డి వాల్చు,шутэтскыны
853,krank werden::V,జబ్బుపడు,висьыны
854,krank sein::V,జబ్బు చేయు,висьыны
855,schmerzen::V,నొచ్చుట,висьыны
856,husten::V,దగ్గుట,кызыны
857,genesen::V,కుదురుట,юнматскыны
858,genesen::V,కుదురుట,бурмытскылыны
859,sterben::V,మరణించు,кулыны
860,umkommen::V,నశించు,бырыны
861,sich bewegen::V,కదలు,вырыны
862,sich rühren::V,కదలు,вырӟыны
863,sich rühren::V,కదలు,вырӟылыны
864,sich erheben::V,లేచు,султыны
865,sich setzen::V,కూర్చుణ్డు,пуксьыны
866,hinfallen::V,దొర్లు,усьыны
867,laufen::V,నడచు,мыныны
868,schreiten::V,అడుగుపెట్టుట,вамышъяны
869,spazierengehen::V,పచారు చేయు,мыныны
870,spazierengehen::V,పచారు చేయు,ветлыны
871,eilen::V,తొందరపడు,дыртыны
872,sich beeilen::V,త్వరపెట్టు,дыртыны
873,sausen::V,విసరికొట్టు,туж ӝог мыныны
874,rennen::V,పరుగెత్తు,бызьылыны
875,springen::V,దుముకు,тэтчаны
876,klettern::V,ఎక్కు,тубаны
877,schaukeln::V,ఉయ్యాల ఊగు ,лэйканы
878,schaukeln::V,ఉయ్యాల ఊగు ,шонаськыны
879,kriechen::V,ప్రాకు,нюж ветлыны
880,schwimmen::V,ఈదు,уяны
881,tauchen::V,మునుగు,зумылыны
882,rudern::V,తెడ్లతోఁగడపు,полсаны
883,fahren::V,నడపు,ветлыны
884,fliegen::V,ఎగురు,лобаны
885,gehen::V,పోవు,мыныны
886,weggehen::V,బయలుదేరు,кошкыны
887,abfahren::V,విడిచిపోవు,кошкыны
888,anhalten::V,నిలుపు,дугдыны
889,hineingehen::V,ప్రవేశించు,пырыны
890,eintreten::V,ప్రవేశించు,пырыны
891,kommen::V,వచ్చు,вуыны
892,kommen::V,వచ్చు,лыктыны
893,ankommen::V,వచ్చి చేరు,вуыны
894,zurückkommen::V,తిరిగీవచ్చుట,берытскыны
895,bleiben::V,ఉండు,кыльыны
896,warten::V,కనిపెట్టు,витьыны
897,erwarten::V,నిరిక్షించు,витьыны
898,erwarten::V,నిరిక్షించు,возьманы
899,suchen::V,వెదకు,утчаны
900,finden::V,కనుగొను,шедьтыны
901,versuchen::V,ప్రయత్నించు,турттыны
902,vorbereiten::V,తయారుచేయు,дасяны
903,lieben::V,ప్రేమించు,гажаны
904,mögen::V,ఇష్టపడు,яратыны
905,lachen::V,నవ్వు,серекъяны
906,rühren::V,గుండె తాకు,сюлме йӧтыны
907,weinen::V,వీడ్చు,бӧрдыны
908,schimpfen::V,గొణుగు,даллашыны
909,sich ärgern::V,అలుగు,лекъяськыны
910,sich fürchten::V,భయపడు,кышканы
911,sich fürchten::V,భయపడు,курданы
912,fürchten::V,భయపడు,курданы
913,fürchten::V,భయపడు,кышканы
914,fliehen::V,పాఱిపోపు,пегӟыны
915,flüchten::V,తప్పించుకొను,пегӟыны
916,sehen::V,చూచు,адӟыны
917,anschauen::V,చూచు,учкыны
918,ansehen::V,కాచియుండు,учкыны
919,hören::V,విను,кылыны
920,zuhören::V,విను,кылзыны
921,probieren::V,చవిచూచుట,веръяны
922,riechen::V,వాసనచూచు,зынъяны
923,fühlen::V,స్పర్శించుట,шӧдыны
924,scheinen::V,కనబడు,адскыны
925,zu sehen sein::V,చూవు,адӟиськыны
926,vernehmen::V,విను,кылыны
927,frieren::V,చలికి వడకు,кынмыны
928,tun::V,చేయు,карыны
929,können::V,గల,быгатыны
930,wollen::V,కోరు,потыны
931,anfangen::V,ఆరంభించు,кутскыны
932,beenden::V,ముగించు,быдтыны
933,beenden::V,ముగించు,быдэстыны
934,aufhören::V,నిలుపు,дугдыны
935,gelingen::V,గెలుపాందు,быгатыны
936,gelingen::V,గెలుపాందు,луыны
937,geraten::V,వెలువడు,лэсяны
938,öffnen::V,తెఱచు,усьтыны
939,schließen::V,మూయు,пытсаны
940,stellen::V,ఉంచు,пуктыны
941,setzen::V,ఉంచు,пуктыны
942,legen::V,పెట్టు,поныны
943,berühren::V,తాకు,исаны
944,verbinden::V,చేర్చుట,герӟаны
945,bedecken::V,మూయు,пытсаны
946,aufhängen::V,వ్రేలాడదీయు,ошыны
947,anzünden::V,వెలిగించు,ӝуатыны
948,aufheben::V,సేకరించు,ӝутыны
949,zurücklassen::V,విడుచు,кельтыны
950,verlieren::V,పోగొట్టుకొను,ыштыны
951,fallen lassen::V,జాఱవిడుచు,уськытыны
952,machen::V,చేయు,лэсьтыны
953,herstellen::V,ఉత్పత్తిచేయు,лэсьтыны
954,bauen::V,నిర్మించు,пуктыны
955,reparieren::V,సరిచేయు,тупатыны
956,verbessern::V,వృద్ధి చేయు,умоятыны
957,ändern::V,మార్చు,воштыны
958,graben::V,త్రవ్వు,копаны
959,beugen::V,వంచు,губыртыны
960,biegen::V,వంచు,куасаны
961,drehen::V,నూలువడుకు,бергатыны
962,wenden::V,త్రిప్పు,берыктыны
963,umdrehen::V,త్రిప్పు,берыктыны
964,heben::V,ఎత్తు,ӝутыны
965,hochheben::V,ఎత్తు,ӝутъяны
966,ergreifen::V,వశపఱచుకొను,кутыны
967,ergreifen::V,వశపఱచుకొను,кырмыны
968,halten::V,ఉంచు,возьыны
969,drücken::V,అణచు,зӥбыны
970,drücken::V,అణచు,пачкатыны
971,schieben::V,నొక్కు,донганы
972,kratzen::V,గోకు,вуштыны
973,lecken::V,నాకు,нюлыны
974,beißen::V,కఱచు,куртчыны
975,abreißen::V,తెగతెంచు,ишкалтыны
976,abschneiden::V,తెగకొట్టు,шорыны
977,abschneiden::V,తెగకొట్టు,вандыны
978,binden::V,కట్టు,керттыны
979,stecken::V,తగులుకొనివుండుట,мертчытыны
980,brechen::V,పగులగొట్టు,тӥяны
981,klopfen::V,కొట్టు,йыганы
982,klopfen::V,కొట్టు,шарккетыны
983,hauen::V,కొట్టు,жугыны
984,hauen::V,కొట్టు,тышканы
985,kleben::V,అంటుకొను,лякыны
986,reiben::V,రాచు,зыраны
987,reiben::V,రాచు,вуштыны
988,streichen::V,వ్యాపింపజేయు,зыраны
989,schleifen::V,రాచు,шерыны
990,schneiden::V,కోయు,вандыны
991,rütteln::V,కుదిలించుట,зуркатыны
992,schütteln::V,కదల్చు,куалекъятыны
993,schwenken::V,ఊచుట,шонаны
994,schütten::V,పోయు,лэзьыны
995,füllen::V,నింపు,тырмытыны
996,einwickeln::V,చుట్టు,биньыны
997,tragen::V,మోయు,нуыны
998,schleppen::V,ఈడ్చు,кыскыны
999,ziehen::V,ఈడ్చు,кыскыны
1000,aufbewahren::V,కాపాడు,возьыны
1001,werfen::V,విసరు,куяны
1002,werfen::V,విసరు,лэзяны
1003,fangen::V,పట్టుకొను,кутыны
1004,packen::V,పట్టుకొను,кутыны
1005,packen::V,పట్టుకొను,кырмыны
1006,verstecken::V,దాచు,ватыны
1007,teilen::V,భాగించు,люкыны
1008,schicken::V,పంపు,ыстыны
1009,bringen::V,తెచ్చు,вайыны
1010,hinzufügen::V,చేర్చు,ватсаны
1011,bekommen::V,సంపాదించు,басьтыны
1012,erhalten::V,పుచ్చుకొను,басьтыны
1013,nehmen::V,తీసికొను,кутыны
1014,nehmen::V,తీసికొను,басьтыны
1015,wählen::V,ఇష్టపడు,бырйыны
1016,auswählen::V,ఏరుకొను,бырйыны
1017,bewahren::V,భద్రపఱుచు,возьыны
1018,behindern::V,అడ్డగించుట,могӟытыны
1019,verderben::V,చెఱచు,сӧрыны
1020,beschädigen::V,చెరుపుట,урод лэсьтыны
1021,zerbrechen::V,పగులగొట్టు,сӧрыны
1022,zerreißen::V,చించు,кесяны
1023,zerstören::V,వాశనము చేయు,куашкатыны
1024,verbrennen::V,కాల్చు,сутыны
1025,geben::V,ఇచ్చు,сётыны
1026,reichen::V,అందుకొనుట,сётыны
1027,schenken::V,అర్పించు,кузьманы
1028,versprechen::V,వాగ్దత్తము చేయు,кыл сётыны
1029,wünschen::V,కోరు,сӥзьыны
1030,loben::V,స్తుతించు,ушъяны
1031,küssen::V,ముద్దుపెట్టుకొను,чупаны
1032,wiegen::V,ఊచుట,веттаны
1033,wiegen::V,ఊచుట,лэйкатыны
1034,zudecken::V,మూయు,шобыртыны
1035,wecken::V,నిద్రపలేపుట,сайкатыны
1036,zeigen::V,చూవు,возьматыны
1037,führen::V,దారిచూపు,нуыны
1038,lehren::V,బోధించు,дышетыны
1039,unterrichten::V,నేర్పు,дышетыны
1040,aufziehen::V,పెంచు,будэтыны
1041,leiten::V,తీసుకపోవుట,кивалтыны
1042,antreiben::V,ప్రేరేపించు,дыртытыны
1043,lassen::V,అనుమతించు,-ытыны
1044,einladen::V,ఆహ్వానించు,ӧтьыны
1045,vereinigen::V,కూడుట,огазеяны
1046,besuchen::V,పోయి చూచు,адӟыськыны
1047,treffen::V,కలియు,пумитаны
1048,sich versammeln::V,కూర్చు,люкаськыны
1049,spielen::V,ఆట లాడు,шудыны
1050,singen::V,పాడు,кырӟаны
1051,tanzen::V,నృత్యముచేయు,эктыны
1052,sich trennen::V,ఎడబాయుట,люкиськыны
1053,verlassen::V,విడుచు,куштыны
1054,retten::V,తప్పించుట,утьыны
1055,bewachen::V,కాపాడు,возьманы
1056,schützen::V,రక్షించు,утялтыны
1057,verteidigen::V,రక్షించు,возьманы
1058,sich schlagen::V,జగడమాడు,жугиськыны
1059,schießen::V,కాల్చు,ыбылӥськны
1060,siegen::V,గెలుచు,вормыны
1061,ärgern::V,పీడించుట,вожпоттыны
1062,schlagen::V,కొట్టు,жуккыны
1063,treten::V,తన్ను,лёганы
1064,stechen::V,కుట్టు,бышкалтыны
1065,stoßen::V,గెంటు,донгыны
1066,stehlen::V,దొంగిలించు,вораны
1067,stehlen::V,దొంగిలించు,лушканы
1068,stören::V,కలతపఱచు,люкетыны
1069,belästigen::V,పీడించు,акыльтыны
1070,belästigen::V,పీడించు,вукылмыны
1071,verbergen::V,దాచు,ватыны
1072,täuschen::V,మోసము చేయు,алданы
1073,betrügen::V,మోసపుచ్చు,пӧяны
1074,töten::V,చంపు,виыны
1075,wohnen::V,నివసించు,улыны
1076,arbeiten::V,పనిచేయు,ужаны
1077,sammeln::V,ప్రోగుచేయు,бичаны
1078,pflücken::V,యేరుట,ишкыны
1079,jagen::V,వేటాడు,пӧйшураны
1080,fischen::V,వెదకు,чорыганы
1081,fassen::V,పట్టుకొమ,кутыны
1082,hüten::V,మందచేరుట,возьманы
1083,treiben::V,నడపు,улляны
1084,anbinden::V,కట్టు,думыны
1085,füttern::V,భోజనము పెట్టు,сюдыны
1086,melken::V,పాలు పితుకు,кыскыны
1087,hacken::V,నఱకు,кораны
1088,gießen::V,నీళ్ళుకట్టుట,киськаны
1089,reifen::V,పండుట,вуыны
1090,reifen::V,పండుట,кисьманы
1091,zubereiten::V,వండు,лесьтыны
1092,kochen::V,వండు,пӧзьтыны
1093,backen::V,రొట్టెకాల్చు,пыжыны
1094,braten::V,వేపు,пыжыны
1095,umrühren::V,కదులుట,сураны
1096,stricken::V,అల్లు,керттыны
1097,nähen::V,కుట్టు,вурыны
1098,färben::V,రంగు వేయు,буяны
1099,reinigen::V,శుభ్రము చేయు,сузяны
1100,waschen::V,కడుగు,мисьтаськыны
1101,abwischen::V,తుడుచు,ӵушылыны
1102,spülen::V,నీటిలో జడించు,гылъяны
1103,fegen::V,ఊడ్చు,ӵужыны
1104,kehren::V,ఊడ్చు,ӵужыны
1105,baden::V,స్నానము చేయు,пыласькыны
1106,sich waschen::V,కడుగు,пыласькыны
1107,ausziehen::V,విప్పు,кыльыны
1108,anziehen::V,ధరించు,дӥсяны
1109,sich anziehen::V,బట్టలు వేసుకొను,дӥсьяськыны
1110,sich anziehen::V,తొడుగుకొను,дӥсьяськыны
1111,kämmen::V,దువ్వుట,сынаны
1112,schmücken::V,అలంకరించు,чеберъяны
1113,sagen::V,చెప్పు,шуыны
1114,sagen::V,చెప్పు,вераны
1115,sprechen::V,చెప్పు,вераськыны
1116,reden::V,మాటలాడు,вераськыны
1117,sich unterhalten::V,ముచ్చటలాడు,вераськыны
1118,fragen::V,ప్రశ్నించు,юаны
1119,bitten::V,కోరు,курыны
1120,erzählen::V,చెప్పు,вераны
1121,erzählen::V,చెప్పు,мадьыны
1122,mitteilen::V,తెలియజేయు,ивортыны
1123,nennen::V,పేరు వెట్టు,шуыны
1124,rufen::V,పిలుచు,ӧтьыны
1125,prahlen::V,జల్లి,ушъяськыны
1126,übersetzen::V,తర్జుమాచేయు,берыктыны
1127,denken::V,ఆలోచించు,малпаны
1128,glauben::V,నమ్ము,оскыны
1129,bemerken::V,గుర్తించు,адӟыны
1130,erkennen::V,గుర్తించు,тодыны
1131,begreifen::V,గ్రహించు,валаны
1132,verstehen::V,గ్రహించు,валаны
1133,lernen::V,నేర్చు కొను,дышетскыны
1134,wissen::V,తెలిసికొను,тодыны
1135,sich erinnern an::V,జ్ఞాపకముంచుకొను,тодэ вайыны
1136,vergessen::V,మఱచిపోవు,вунэтыны
1137,messen::V,కొలుచుట,мертаны
1138,zählen::V,లెక్కపెట్టు,лыдъяны
1139,rechnen::V,లెక్కపెట్టు,лыдъяны
1140,lesen::V,చదువు,лыдӟыны
1141,malen::V,పూనుట,суреданы
1142,zeichnen::V,వ్రాసుట,суреданы
1143,schreiben::V,వ్రాయు,гожъяны
1144,besitzen::V,కలిగియుండు,луыны
1145,kaufen::V,కొను,басьтыны
1146,verkaufen::V,అమ్ము,вузаны
1147,bezahlen::V,చెల్లించు,тырыны
1148,zahlen::V,చెల్లించు,тырыны
1149,beherrschen::V,ఏలు,кузёяськыны
1150,ertragen::V,భరించు,чиданы
