,Concept_ID,mhr,kl
688,schwer::A,не́ле,oqimaappoq
689,schön::A,сы́лне,kusanarpoq
690,heiß::A,шо́кшо,kiappoq
691,warm::A,ле́ве,oqorpoq
692,kalt::A,йӱ́штӧ,issippoq
693,kühl::A,юа́лге,pueqqortippoq
694,kühl::A,южгата́,pueqqortippoq
695,frisch::A,свежа́,
696,feucht::A,вӱ́дыжгӧ,isugutavoq
697,feucht::A,вӱ́дыжгӧ,qaasernarpoq
698,nass::A,нӧ́рӧ,imerorpoq
699,trocken::A,ку́кшо,panerpoq
700,voll::A,тич,ulikkaarpoq
701,leer::A,яра́,imaattuarpoq
702,offen::A,виш,ammavoq
703,geschlossen::A,пе́тырыме,matuvoq
704,geschlossen::A,тӱ́чмӧ,matuvoq
705,sauber::A,ару́,eqqippoq
706,sauber::A,ару́,sukuluippoq
707,sauber::A,ару́,ipeqanngilaq
708,sauber::A,янда́р,eqqippoq
709,sauber::A,янда́р,sukuluippoq
710,sauber::A,янда́р,ipeqanngilaq
711,schmutzig::A,лавыра́н,tapappoq
712,schmutzig::A,лавыра́н,minguppoq
713,schmutzig::A,ла́выргыше,tapappoq
714,schmutzig::A,ла́выргыше,minguppoq
715,roh::A,кӱ́чымӧ,aapavoq
716,reif::A,лӧза́,qaarulerpoq
717,lecker::A,ту́тло,
718,süß::A,ше́ре,tungusunnippoq
719,bitter::A,ко́чо,qasilippoq
720,sauer::A,шо́по,
721,hell::A,во́лгыдо,qaamavoq
722,dunkel::A,пычке́мыш,qernerpoq
723,schwarz::A,шола́,qernerpoq
724,weiß::A,ош,qaqorpoq
725,rot::A,йошка́р,aappaluppoq
726,gelb::A,сар,sungaarpoq
727,blau::A,ка́нде,tungujorpoq
728,grün::A,ужа́р,qorsooqqippoq
729,grau::A,сур,qaserpoq
730,bunt::A,олача́,
731,billig::A,шу́лдо,akikippoq
732,teuer::A,ше́рге,
733,wertvoll::A,шергака́н,erlinnarpoq
734,blind::A,со́кыр,tappiippoq
735,blind::A,со́кыр,isigisaqanngilaq
736,taub::A,соҥгыра́,tusilarpoq
737,kräftig::A,куа́тле,pissaq
738,kräftig::A,куа́тле,pissarsuaq
739,stark::A,вия́н,sanngivoq
740,schwach::A,а́лдыме,nakuippoq
741,fett::A,коя́,pualavoq
742,schlank::A,йоштката́,tuappoq
743,schlank::A,яжу́,tuappoq
744,hübsch::A,чеве́р,aatsialaq
745,böse::A,шы́де,ajorpoq
746,dumm::A,аҥыра́,taqajak
747,dumm::A,аҥыра́,sikkilluppoq
748,dumm::A,аҥыра́,qaatusimasaqanngilaq
749,faul::A,його,eqiasuppoq
750,faul::A,його,eqiattortuvoq
751,fleißig::A,ты́ршыше,eqiasuippoq
752,geizig::A,чаҥга́,iasilaarpoq
753,geizig::A,чаҥга́,tukkuippoq
754,klug::A,уша́н,mallak
755,klug::A,уша́н,ittanneq
756,klug::A,уша́н,kutaappoq
757,klug::A,уша́н,kuttaappoq
758,klug::A,уша́н,qarasagippoq
759,geschickt::A,уста́,
760,lieb::A,ала́л,akisooq
761,lustig::A,весела́,piikulavoq
762,sanft::A,ны́жылге,isumagippoq
763,hungrig::A,шу́жышо,kaappoq
764,hungrig::A,шу́жышо,perlilerpoq
765,krank::A,че́рле,napparsimavoq
766,nackt::A,чарама́т,
767,traurig::A,ойга́н,aliasuppoq
768,lebendig::A,и́лыше,uumavoq
769,gut::A,сай,ajunngilaq
770,schlecht::A,уда́,sualuppoq
771,schlecht::A,шӱ́кшӧ,sualuppoq
772,richtig::A,чы́нле,iluarpoq
773,schlimm::A,аля́к,amiilaarnarpoq
774,schlimm::A,тыра́н,amiilaarnarpoq
775,wahr::A,чы́нле,ilumoorpoq
776,wahr::A,настоя́щий,ilumoorpoq
777,alt::A,то́што,pisoqaq
778,neu::A,у,nutaavoq
779,ehemalig::A,о́нчычсо,
780,ehemalig::A,онда́кысе,
781,alt[Lebewesen]::A,шо́нто,utoqqaq
782,jung::A,са́мырык,inuusuppoq
783,jung::A,са́мырык,kingulliarsuk
784,arm::A,нужна́,piillasoq
785,arm::A,нужна́,piitsuuvoq
786,reich::A,поя́н,pisuuvoq
787,bekannt::A,па́лыме,
788,berühmt::A,лӱ́млӧ,tusaamasaq
789,fremd::A,йот,ajasoornarpoq
790,verschieden::A,тӱ́рлӧ,allatut
791,verschieden::A,тӱ́рлӧ,tamalaat
792,nah::A,ли́шыл,qanippoq
793,fern::A,тора́,ungasippoq
794,fern::A,мӱ́ндыр,ungasippoq
795,linker::A,шола́,saamerleq
796,rechter::A,пурла́,innarluissut
797,anderer::A,вес,
798,anderer::A,мо́ло,
799,erster::A,и́кымше,siulleq
800,zweiter::A,ко́кымшо,qataatsup tullia
801,dritter::A,ку́мшо,pingajorarterut
802,letzter::A,пыта́ртыш,kingulleq
803,allein::ADV,шкет,kisimiippoq
804,auf einmal::ADV,икана́ште,tassanngaannaq
805,zusammen::ADV,пырля́,attaasa
806,zusammen::ADV,пырля́,attarmik
807,lange::ADV,кужу́н,akuni
808,plötzlich::ADV,кенета́,tassanngaannaq
809,sofort::ADV,кызыта́к,erniinnaq
810,später::ADV,варара́к,kingorna
811,jetzt::ADV,ы́нде,maanna
812,jetzt::ADV,ы́нде,massakkut
813,jetzt::ADV,кы́зыт,maanna
814,jetzt::ADV,кы́зыт,massakkut
815,heute::ADV,та́че,ullumi
816,morgen::ADV,эрла́,aqagu
817,bald::ADV,вашке́,erniinnaq
818,dann::ADV,вара́,taava
819,gestern::ADV,теҥге́че,ippassaq
820,einst::ADV,икана́,ataatsimik
821,einst::ADV,икана́,ilaanni
822,damals::ADV,туна́м,taamani
823,damals::ADV,туна́м,taamanikkut
824,damals::ADV,туна́м,taassumuunakkut
825,danach::ADV,вара́,taava
826,vorher::ADV,о́нчыч,siornagut
827,zuerst::ADV,онда́к,
828,einmal::ADV,икана́,ilaanni
829,einmal::ADV,икана́,ataatsimik
830,manchmal::ADV,ка́шын,qaqutigu
831,manchmal::ADV,ка́шын,qaqutigut
832,manchmal::ADV,кокла́н,qaqutigu
833,manchmal::ADV,кокла́н,qaqutigut
834,oft::ADV,чӱ́чкыдын,akulikitsumik
835,immer::ADV,эре́,tamatigut
836,immer::ADV,ту́тыш,tamatigut
837,niemals::ADV,ок нигуна́м,
838,hier::ADV,ты́ште,maani
839,hierhin::ADV,ты́шке,maani
840,hierhin::ADV,тыш,maani
841,von hier::ADV,тыше́ч,
842,von hier::ADV,тыве́ч,
843,dort::ADV,ту́што,
844,dorthin::ADV,туш,ikuuna
845,dorthin::ADV,ту́шко,ikuuna
846,geradeaus::ADV,вик,narlumut
847,vorwärts::ADV,о́нчыко,pilangavoc
848,rückwärts::ADV,шеҥге́к,kingumut
849,rückwärts::ADV,шеҥге́к,tunumut or tunummut
850,zurück::ADV,мӧҥге́ш,kingumut
851,zurück::ADV,мӧҥге́ш,tunumut or tunummut
852,unten::ADV,ӱ́лнӧ,kana
853,unten::ADV,йыма́лне,kana
854,hinab::ADV,йыма́к,qiviu
855,oben::ADV,кӱ́шнӧ,
856,oben::ADV,ӱмба́лне,
857,hinauf::ADV,кӱ́ш,
858,hinauf::ADV,кӱ́шкӧ,
859,überall::ADV,чыла́ вере́,tamaginni
860,überall::ADV,чыла́ вере́,tamani tamaani
861,nicht::ADV,ок,
862,nicht::ADV,о́геш,
863,ein wenig::ADV,изи́ш,
864,kaum::ADV,пыкше́,qaqutigorsuaq
865,sehr::ADV,чот,assut
866,so::ADV,тыге́,
867,noch::ADV,а́ле,qeratavoq
868,nur::ADV,гына́,
869,schon::ADV,ы́нде,taava-una
870,wieder::ADV,ада́к,kingumut
871,vergebens::ADV,ара́м,angiluk
872,vor::PRP,о́нчыч,
873,hinter::PRP,шеҥге́лне,
874,unter::PRP,йыма́лне,
875,durch::PRP,вошт,
876,neben::PRP,вокте́н,
877,zwischen::PRP,кокла́ште,
878,wegen::PRP,верч,
879,dies::PRN,ти́де,manna
880,dies::PRN,ти́де,matuma
881,das::PRN,са́де,ua
882,alles::PRN,чыла́,
883,ich::PRN,мый,uanga
884,du::PRN,тый,illit
885,er::PRN,ту́до,una
886,wir::PRN,ме,uagut
887,ihr::PRN,те,ilissi
888,sie::PRN,ну́но,uku
889,was::FPRN,мо,aat?
890,wer::FPRN,кӧ,kikkut
891,wo::FADV,куша́н,sumi
892,wohin::FADV,куш,sumut
893,wohin::FADV,ку́шко,sumut
894,wie::FADV,кузе́,qanoq
895,warum::FADV,мо,sooq
896,warum::FADV,мола́н,sooq
897,wieviel::FNUM,куна́р,qassit
898,wieviel::FNUM,куна́р,qanoq atsigisumik?
899,eins::NUM,ик,ataaseq
900,zwei::NUM,ко́кыт,marluk
901,drei::NUM,кум,pingasut
902,vier::NUM,ныл,sisamat
903,vier::NUM,ныл,qajuusat
904,fünf::NUM,вич,tallimat
905,sechs::NUM,куд,arfineq
906,sechs::NUM,куд,arfinillit
907,sieben::NUM,шым,arfineq-marluk
908,acht::NUM,канда́ш,arfineq pingasut
909,neun::NUM,инде́ш,qulingiluat
910,neun::NUM,инде́ш,arfineq sisamat
911,zehn::NUM,лу,qulit
912,elf::NUM,лати́к,aqqaneq
913,zwölf::NUM,латко́к,aqqaneq-marluk
914,zwanzig::NUM,ко́ло,tyve
915,dreißig::NUM,ку́мло,tredive
916,dreißig::NUM,ку́мло,pingasunik qulillit
917,vierzig::NUM,ны́лле,fyrre
918,fünfzig::NUM,ви́тле,halvtreds
919,fünfzig::NUM,ви́тле,tallimanik qulillit
920,sechzig::NUM,ку́дло,tres
921,siebzig::NUM,шы́мле,halvfjerds
922,achtzig::NUM,канда́шле,firs
923,neunzig::NUM,инде́шле,halvfems
924,hundert::NUM,шӱ́дӧ,et hundrede
925,tausend::NUM,тӱже́м,et tusinde
926,und::CNJ,да,aamma
927,und::CNJ,ден,aamma
928,oder::CNJ,я,imalluunnit
929,oder::CNJ,а́ле,imalluunnit
930,stehen::V,шога́ш,sikingavoq
931,sitzen::V,шинча́ш,ingippoq
932,liegen::V,кия́ш,nalavoq
933,liegen::V,кия́ш,aqupivoq
934,hängen::V,кеча́ш,nivinngarpaa
935,werden::V,лия́ш,pinngorpoq
936,passieren::V,лия́ш,pivoq
937,beginnen::V,тӱҥгала́ш,aallarnerpaa
938,enden::V,пыта́ш,naggaserpaa
939,wechseln::V,вашталта́ш,immikkut ilivoq
940,aufgehen[Sonne]::V,лекта́ш,
941,untergehen[Sonne]::V,шинча́ш,ilioqqaasoq
942,scheinen[Sonne]::V,волгалта́ш,qinnorpoq
943,scheinen[Sonne]::V,волгалта́ш,qinngorpoq
944,donnern::V,кӱдырта́ш,kalleq
945,donnern::V,сургалта́ш,kalleq
946,wehen::V,пуа́ш,timmivoq
947,strömen::V,шийалтара́ш,
948,fließen::V,йога́ш,
949,sich drehen::V,пӧрда́ш,ipippaa
950,schwanken::V,лӱҥга́ш,aalavoq
951,schwanken::V,тайныла́ш,aalavoq
952,schwingen::V,рӱпшалта́ш,issakajaat or issakatsiaarut
953,fallen::V,воза́ш,quasivaa
954,fallen::V,йӧрла́ш,quasivaa
955,brennen::V,йӱла́ш,seerpoq
956,brennen::V,йӱла́ш,uuppaa
957,rauchen::V,шикша́ш,pujoorpoq
958,regnen::V,йӱра́ш,siallerpoq
959,gefrieren::V,кылма́ш,qiulerpoq
960,gefrieren::V,ияҥа́ш,qiulerpoq
961,tauen::V,шула́ш,aappoq
962,schmelzen::V,лева́ш,aappoq
963,schmelzen::V,лева́ш,aatsippaa
964,trocknen::V,кошка́ш,panerserpaa
965,sieden::V,шола́ш,qalappoq
966,faulen::V,шӱя́ш,
967,verfaulen::V,шӱйы́н шуа́ш,
968,reißen::V,кӱрла́ш,qulli
969,reißen::V,кӱрла́ш,alittorpaa
970,reißen::V,кӱрла́ш,kimillanneq
971,versinken::V,пуре́н кая́ш,kivivaa
972,versinken::V,пуре́н кая́ш,apparpoq
973,vergehen::V,эрте́н кая́ш,qaangerpaa
974,vergehen::V,эрте́н кая́ш,sarsuppoq
975,erscheinen::V,толы́н лекта́ш,takutippoq
976,verschwinden::V,йома́ш,
977,sinken::V,пуча́ш,kivivaa
978,sinken::V,пуча́ш,apparpoq
979,abnehmen::V,пуча́ш,ikillipput
980,zunehmen::V,шукема́ш,allisippaa
981,steigen::V,нӧлталта́ш,allisippaa
982,wachsen::V,кушка́ш,allivoq
983,glänzen::V,йылгыжа́ш,qinngorpoq
984,glänzen::V,йылгыжа́ш,qinnorpoq
985,funkeln::V,чолга́ш,uisorilavoq
986,lärmen::V,рӱшка́ш,
987,läuten::V,мура́ш,avilualaarpoq
988,klingeln::V,йыҥгырта́ш,aviluarpoq
989,klingeln::V,йыҥгырта́ш,aviluarpaluppoq
990,klirren::V,чылдыртата́ш,
991,brausen::V,лӱшка́ш,ittuk
992,brausen::V,лӱшка́ш,ittuppoq
993,brausen::V,лӱшка́ш,ittuppaluppoq
994,rauschen::V,лыжга́ш,
995,klingen::V,йоҥга́ш,
996,bellen::V,опта́ш,qiluppoq
997,heulen::V,урмыжа́ш,maarpoq
998,heulen::V,урмыжа́ш,maalavoq
999,heulen::V,урмыжа́ш,miaggoorpoq
1000,blasen::V,пуала́ш,aporneq
1001,pfeifen::V,шӱ́шкаш,siggartartitsivoq
1002,pfeifen::V,шӱ́шкаш,siorsulavoq
1003,schreien::V,кычкыра́ш,suaarpoq
1004,stöhnen::V,йыҥыса́ш,nipiliorpoq
1005,stöhnen::V,йыҥыса́ш,nipilliorpoq
1006,zittern::V,чытыра́ш,qarsulivik
1007,leben::V,ила́ш,inuuvoq
1008,geboren werden::V,шоча́ш,inuuvoq
1009,geboren werden::V,шоча́ш,inunngorpoq
1010,atmen::V,шӱла́ш,anersaarpoq
1011,trinken::V,йӱа́ш,imerpoq
1012,essen::V,кочка́ш,tamorpoq
1013,schlucken::V,нела́ш,tuluarnaq
1014,müde werden::V,ноя́ш,
1015,einschlafen::V,мале́н колта́ш,sinippoq
1016,schlafen::V,мала́ш,sinik
1017,aufwachen::V,помыжалта́ш,iterpoq
1018,aufwachen::V,помыжалта́ш,eqqumavoq
1019,aufstehen::V,кынела́ш,makippoq
1020,sich erholen::V,кана́ш,qasuerserpoq
1021,krank werden::V,черлане́н воза́ш,
1022,krank sein::V,черлане́н кия́ш,
1023,schmerzen::V,коршта́ш,anneraa
1024,schmerzen::V,коршта́ш,annernarpoq
1025,husten::V,кокыра́ш,quersorpoq
1026,genesen::V,тӱрла́ш,ajunngissivoq
1027,genesen::V,тӱрла́ш,ilisimmarpoq
1028,genesen::V,тӱрла́ш,ilorrippoq
1029,genesen::V,тазаҥа́ш,ajunngissivoq
1030,genesen::V,тазаҥа́ш,ilisimmarpoq
1031,genesen::V,тазаҥа́ш,ilorrippoq
1032,sterben::V,кола́ш,toquvoq
1033,umkommen::V,вуй йома́ш,
1034,sich bewegen::V,кошта́ш,ingerlavoq
1035,sich rühren::V,тарвана́ш,
1036,sich erheben::V,кынела́ш,
1037,sich setzen::V,шинча́ш,ingippoq
1038,hinfallen::V,йӧрла́ш,
1039,laufen::V,кошта́ш,arpappoq
1040,schreiten::V,ошкыла́ш,ingerlavoq
1041,spazierengehen::V,гуля́яш,utertakajaarpoq
1042,spazierengehen::V,гуля́яш,utertakattajaarpoq
1043,eilen::V,вашка́ш,qaa qaa
1044,eilen::V,вашка́ш,qiilasaarpoq
1045,eilen::V,вашка́ш,ingerlasaarpaa
1046,sich beeilen::V,вашкешта́ш,tuaviorpoq
1047,sausen::V,юлтка́ш,uiguut
1048,rennen::V,куржтала́ш,igivoq
1049,springen::V,тӧршта́ш,upernassaq
1050,klettern::V,кӱза́ш,pilaakkeerpoq
1051,schaukeln::V,лӱҥгалта́ш,aalavoq
1052,kriechen::V,нушка́ш,
1053,schwimmen::V,ия́ш,naluppoq
1054,tauchen::V,шуҥгалта́ш,allorpoq
1055,rudern::V,удыра́ш,ipuppaa
1056,fahren::V,кудала́ш,qimusserpoq
1057,fliegen::V,чоҥешта́ш,timmivoq
1058,gehen::V,кая́ш,
1059,weggehen::V,кораҥа́ш,piiarpoq
1060,abfahren::V,лекта́ш,
1061,anhalten::V,чарна́ш,unitsippaa
1062,hineingehen::V,пура́ш,timaappaa
1063,eintreten::V,пура́ш,allattorpaa
1064,kommen::V,тола́ш,qaa-
1065,kommen::V,тола́ш,pivaa
1066,ankommen::V,шуа́ш,tikippoq
1067,zurückkommen::V,пӧртыла́ш,angerlarpoq
1068,bleiben::V,кода́ш,uninngavoq
1069,warten::V,вуча́ш,paavoq
1070,warten::V,вуча́ш,utaqqivoq
1071,erwarten::V,вуча́ш,
1072,suchen::V,кычала́ш,nivivaa
1073,finden::V,муа́ш,nanivaa
1074,versuchen::V,толаша́ш,uuppaa
1075,versuchen::V,толаша́ш,ussersarpaa
1076,vorbereiten::V,ямдыла́ш,piareersarpaa
1077,lieben::V,йӧрата́ш,asavaa
1078,mögen::V,йӧрата́ш,akaaraa
1079,lachen::V,воштыла́ш,
1080,rühren::V,ку́мыл тарвата́ш,qeerlerpaa
1081,weinen::V,шорта́ш,qiavoq
1082,schimpfen::V,каргаша́ш,qatimaarpoq
1083,sich ärgern::V,сыра́ш,ugguutigaa
1084,sich fürchten::V,лӱда́ш,eqqanaarpoq
1085,fürchten::V,лӱда́ш,ersigaa
1086,fliehen::V,куржа́ш,qimaavoq
1087,flüchten::V,куржа́ш,allikarfigaa
1088,sehen::V,ужа́ш,isigaa
1089,anschauen::V,онча́ш,
1090,ansehen::V,эскера́ш,alaatsinaappaa
1091,hören::V,кола́ш,tusarpaa
1092,zuhören::V,колышта́ш,naalappoq
1093,probieren::V,тамла́ш,
1094,riechen::V,ӱпшынча́ш,tipippoq
1095,fühlen::V,шижа́ш,misigaa
1096,scheinen::V,чуча́ш,takutippoq
1097,zu sehen sein::V,коя́ш,
1098,vernehmen::V,кола́ш,
1099,frieren::V,кылма́ш,qiiavoq
1100,tun::V,ышта́ш,iliorpoq
1101,können::V,мошта́ш,
1102,wollen::V,тӱна́ш,piumavaa
1103,anfangen::V,тӱҥала́ш,pilerpoq
1104,beenden::V,пытара́ш,naggaserpaa
1105,aufhören::V,чарна́ш,naammatsippaa
1106,gelingen::V,сай лекта́ш,
1107,geraten::V,лекта́ш,
1108,öffnen::V,поча́ш,ammarpaa
1109,schließen::V,петыра́ш,matuaa
1110,stellen::V,шында́ш,ilivaa
1111,stellen::V,шында́ш,iliorarpai
1112,stellen::V,шында́ш,ilioqqarpai
1113,setzen::V,шында́ш,iliorarpai
1114,setzen::V,шында́ш,ilioqqarpai
1115,legen::V,опта́ш,ilivaa
1116,legen::V,пышта́ш,ilivaa
1117,berühren::V,тӱка́ш,attorpaa
1118,verbinden::V,пида́ш,taperserpaa
1119,bedecken::V,леведа́ш,iikkerpaa
1120,bedecken::V,леведа́ш,iikkersorpaa
1121,aufhängen::V,сака́ш,inivaa
1122,aufhängen::V,сака́ш,iniorarpai
1123,anzünden::V,чӱкта́ш,saggaavoq
1124,aufheben::V,нӧлтала́ш,allisippaa
1125,zurücklassen::V,кода́ш,aallarpoq
1126,verlieren::V,йомдара́ш,annaavaa
1127,fallen lassen::V,воза́ш,nakkaavaa
1128,machen::V,ышта́ш,iliorpoq
1129,herstellen::V,ямдыла́ш,anillatsippaa
1130,bauen::V,чоҥа́ш,marrarterpaa
1131,reparieren::V,ачала́ш,iluarsaappaa
1132,verbessern::V,саемда́ш,naqqippaa
1133,ändern::V,весемда́ш,
1134,graben::V,кӱнча́ш,assappaa
1135,beugen::V,пӱгырта́ш,qappappoq
1136,biegen::V,лывырта́ш,qappappoq
1137,drehen::V,пӱтыра́ш,
1138,wenden::V,ирала́ш,assappaa
1139,wenden::V,ирала́ш,assakarpoq
1140,umdrehen::V,савырала́ш,assakartippaa
1141,heben::V,нӧлта́ш,kivippaa
1142,hochheben::V,нӧлта́ш,kissumiarpaa
1143,ergreifen::V,руалта́ш,isaappaa
1144,ergreifen::V,руалта́ш,isaguppaa
1145,halten::V,куча́ш,minarpaa
1146,drücken::V,иша́ш,naqittaat
1147,drücken::V,темда́ш,naqittaat
1148,schieben::V,шӱкала́ш,
1149,kratzen::V,удыра́ш,qitsuppaa
1150,lecken::V,нула́ш,aluppaa
1151,beißen::V,пура́ш,kiivaa
1152,abreißen::V,кӱрла́ш,aqqarpaa
1153,abreißen::V,кӱрла́ш,isaterpaa
1154,abschneiden::V,пӱчка́ш,kipivaa
1155,binden::V,кылда́ш,kakkersarpaa
1156,stecken::V,шуралта́ш,kussunneq
1157,brechen::V,тодышта́ш,nallorpaa
1158,klopfen::V,кыра́ш,pattappaa
1159,hauen::V,тӱя́ш,aqivaa
1160,kleben::V,клеитла́ш,qaappoq
1161,reiben::V,йыга́ш,tagiarpaa
1162,reiben::V,йыга́ш,tangiarpaa
1163,reiben::V,туржала́ш,tagiarpaa
1164,reiben::V,туржала́ш,tangiarpaa
1165,streichen::V,шӱра́ш,erlerpoq
1166,schleifen::V,шума́ш,sequppaa
1167,schleifen::V,яна́ш,sequppaa
1168,schneiden::V,пӱчка́ш,uullivoq
1169,rütteln::V,рӱза́ш,
1170,schütteln::V,почка́ш,aalavoq
1171,schwenken::V,рӱза́ш,issarpoq
1172,schütten::V,опта́ш,
1173,füllen::V,тема́ш,immerpaa
1174,einwickeln::V,вӱдыла́ш,immoqquserpaa
1175,tragen::V,нумала́ш,maqippaa
1176,tragen::V,нумала́ш,assartorpoq
1177,schleppen::V,шӱдыра́ш,assartorpoq
1178,ziehen::V,шупша́ш,kalippaa
1179,ziehen::V,шупша́ш,kalissarpoq
1180,aufbewahren::V,арала́ш,toqqorpaa
1181,werfen::V,шуа́ш,kuivaa
1182,werfen::V,кышка́ш,kuivaa
1183,fangen::V,куча́ш,anguaa
1184,packen::V,руалта́ш,
1185,verstecken::V,тоя́ш,anngigaa
1186,teilen::V,пӧла́ш,agguut
1187,teilen::V,пӧла́ш,agguusersorpaa
1188,schicken::V,колта́ш,nassiuppaa
1189,bringen::V,конда́ш,aggiuppaa
1190,bringen::V,конда́ш,nassataraa
1191,hinzufügen::V,ешара́ш,
1192,bekommen::V,нала́ш,tiguaa
1193,erhalten::V,нала́ш,tiguaa
1194,nehmen::V,нала́ш,pivoq
1195,nehmen::V,нала́ш,tiguaa
1196,wählen::V,сайла́ш,
1197,auswählen::V,таҥгла́ш,
1198,bewahren::V,сакла́ш,sukkunik simerserpaa
1199,behindern::V,чаракла́ш,
1200,verderben::V,пужа́ш,asiutippaa
1201,verderben::V,пужа́ш,piuneerunnerit
1202,beschädigen::V,пужа́ш,
1203,zerbrechen::V,пудырта́ш,ukuvoq
1204,zerreißen::V,кӱрла́ш,tisavaa
1205,zerreißen::V,кӱрла́ш,alittorpaa
1206,zerstören::V,шалата́ш,aserorpaa
1207,verbrennen::V,йӱлата́ш,seerpoq
1208,geben::V,пуа́ш,pivoq
1209,reichen::V,пуа́ш,
1210,schenken::V,пӧлекла́ш,
1211,versprechen::V,сӧра́ш,neriorsorpaa
1212,wünschen::V,тылана́ш,kissaat
1213,loben::V,мокта́ш,nersorpaa
1214,loben::V,мокта́ш,nersornaat
1215,küssen::V,шупшала́ш,kunippaa
1216,küssen::V,шупшала́ш,kunissorpaa
1217,wiegen::V,рӱпша́ш,
1218,zudecken::V,леведа́ш,majorpaa
1219,wecken::V,помыжалтара́ш,itersarpaa
1220,zeigen::V,ончыкта́ш,tikkuuppaa
1221,führen::V,вӱда́ш,tasissiuppaa
1222,führen::V,вӱда́ш,ilitsersorpaa
1223,führen::V,вӱда́ш,tasissersuuppaa
1224,lehren::V,туныкта́ш,ilinniartippaa
1225,unterrichten::V,туныкта́ш,ajoqerpaa
1226,unterrichten::V,туныкта́ш,ajoqersorpaa
1227,unterrichten::V,туныкта́ш,ilinniartitsivoq
1228,aufziehen::V,орышта́ш,inororsarpaa
1229,leiten::V,вӱда́ш,iluatsippaa
1230,leiten::V,вуйлата́ш,iluatsippaa
1231,antreiben::V,поктыла́ш,ikusimmippaa
1232,lassen::V,-та́ш,
1233,einladen::V,ӱжа́ш,qaaqquaa
1234,einladen::V,ӱжа́ш,qaasarpaa
1235,vereinigen::V,иктешла́ш,taperserpaa
1236,besuchen::V,то́лын кая́ш,tikeraarpaa
1237,treffen::V,вашлия́ш,aporappaa
1238,sich versammeln::V,погына́ш,majorpoq
1239,sich versammeln::V,чумырга́ш,majorpoq
1240,spielen::V,мода́ш,pinnguarpoq
1241,singen::V,мура́ш,erinarsorpoq
1242,tanzen::V,кушта́ш,qitippoq
1243,sich trennen::V,ойырла́ш,immikkoortippaa
1244,verlassen::V,кудалта́ш,
1245,retten::V,утара́ш,annaappaa
1246,bewachen::V,орола́ш,
1247,schützen::V,арала́ш,eriagaa
1248,schützen::V,арала́ш,pineqartaalivaa
1249,verteidigen::V,арала́ш,
1250,sich schlagen::V,кредала́ш,
1251,schießen::V,лӱя́ш,aallaavaa
1252,schießen::V,лӱя́ш,piseriuppaa
1253,siegen::V,сеҥа́ш,
1254,ärgern::V,сырыкта́ш,ninngassarpaa
1255,ärgern::V,сырыкта́ш,ninngassaarpaa
1256,schlagen::V,пера́ш,unatarpaa
1257,treten::V,тошка́ш,tukerpoq
1258,stechen::V,кера́ш,iguppaa
1259,stechen::V,кера́ш,qasilippoq
1260,stoßen::V,шӱкала́ш,ikuserpaa
1261,stoßen::V,шӱкала́ш,ikusimmippaa
1262,stehlen::V,шолышта́ш,tillippaa
1263,stören::V,мешая́ш,akornuserpaa
1264,belästigen::V,толаштара́ш,
1265,verbergen::V,шылта́ш,anngigaa
1266,täuschen::V,ондала́ш,
1267,betrügen::V,ондала́ш,peqquserluttuliorfigaa
1268,töten::V,пушта́ш,maappaa
1269,töten::V,пушта́ш,toquppaa
1270,wohnen::V,ила́ш,najugaqarpoq
1271,arbeiten::V,пашалана́ш,sulivoq
1272,arbeiten::V,паша́м ышта́ш,sulivoq
1273,sammeln::V,пога́ш,katersorpai
1274,pflücken::V,кӱра́ш,
1275,jagen::V,сонарла́ш,piniarpoq
1276,fischen::V,кол куча́ш,aalisarpoq
1277,fassen::V,куча́ш,
1278,hüten::V,кӱта́ш,
1279,treiben::V,покта́ш,
1280,anbinden::V,йолышта́ш,qilerut
1281,anbinden::V,йолышта́ш,qilersorpaa
1282,anbinden::V,йолышта́ш,ungerlatserpaa
1283,füttern::V,пукша́ш,nerlerpaa
1284,melken::V,лӱшта́ш,
1285,hacken::V,руа́ш,
1286,gießen::V,шава́ш,imerterpaa
1287,reifen::V,кӱа́ш,
1288,zubereiten::V,ямдыла́ш,
1289,kochen::V,шолта́ш,igavoq
1290,backen::V,кӱкташ,
1291,braten::V,пуштыла́ш,siappaa
1292,braten::V,жаритла́ш,siappaa
1293,umrühren::V,луга́ш,qeerlerpaa
1294,stricken::V,пида́ш,
1295,nähen::V,урга́ш,
1296,färben::V,чиялта́ш,misuppaa
1297,reinigen::V,эрыкта́ш,sanniarpaa
1298,waschen::V,мушка́ш,asappaa
1299,abwischen::V,ӱшта́ш,saligarpaa
1300,abwischen::V,ӱшта́ш,saligartorpaa
1301,spülen::V,шӱалта́ш,
1302,fegen::V,ӱшта́ш,sanngiarpaa
1303,kehren::V,ӱшта́ш,
1304,baden::V,йӱштыла́ш,uffarpoq
1305,sich waschen::V,мушкылта́ш,uffarpoq
1306,ausziehen::V,кудаша́ш,annoraajarpaa
1307,anziehen::V,чия́ш,ativaa
1308,anziehen::V,чия́ш,atitippaa
1309,sich anziehen::V,чия́ш,atisalersorpoq
1310,kämmen::V,шера́ш,
1311,schmücken::V,тӱзата́ш,
1312,schmücken::V,чеверта́ш,
1313,sagen::V,ойла́ш,oqarpoq
1314,sagen::V,каласа́ш,oqarpoq
1315,sprechen::V,кутыра́ш,oqaluttarpoq
