,Concept_ID,ku,el
737,von hier::ADV,ji vir,από δω
738,dort::ADV,li wê derê,εκεί
739,dorthin::ADV,wêda,προς τα κει
740,geradeaus::ADV,rastê rast,κατευθείαν
741,vorwärts::ADV,ber bi pêş,εμπρός
742,rückwärts::ADV,paşpê,πίσω
743,zurück::ADV,paşdo,πίσω
744,zurück::ADV,paşvê,πίσω
745,unten::ADV,jêrî,κάτω
746,hinab::ADV,berjêr,προς τα κάτω
747,oben::ADV,banî,πάνω
748,oben::ADV,banî,επάνω
749,hinauf::ADV,banî,προς τα πάνω
750,überall::ADV,li her derê,παντού
751,nicht::ADV,ne,δεν
752,nicht::ADV,nîn,δεν
753,nicht::ADV,tine,δεν
754,ein wenig::ADV,hebkî,λιγάκι
755,kaum::ADV,tema,μόλις
756,kaum::ADV,himangi,μόλις
757,sehr::ADV,gelek,πολύ
758,so::ADV,weha,έτσι
759,noch::ADV,hêj,ακόμα
760,noch::ADV,dîsa,ακόμα
761,nur::ADV,tenê,μόνο
762,nur::ADV,bes,μόνο
763,schon::ADV,hew,ήδη
764,schon::ADV,hew,κιόλας
765,wieder::ADV,jar din,ξανά
766,wieder::ADV,dîsa,ξανά
767,vergebens::ADV,deya çun,μάταια
768,vergebens::ADV,îfleh bûn,μάταια
769,vor::PRP,li ber,μπροστά σε
770,vor::PRP,li ber,μπροστά από
771,hinter::PRP,li pişt,πίσω από 
772,unter::PRP,li bin,υπό
773,unter::PRP,li bin,κάτω από
774,durch::PRP,kura,διά
775,durch::PRP,kura,διά μέσου
776,neben::PRP,li ba,δίπλα σε
777,zwischen::PRP,nabeyne,μεταξύ
778,zwischen::PRP,nabeyne,ανάμεσα σε
779,zwischen::PRP,di nav...da,μεταξύ
780,zwischen::PRP,di nav...da,ανάμεσα σε
781,wegen::PRP,ji bo,για
782,wegen::PRP,ji bo,λόγω
783,wegen::PRP,ji ber,για
784,wegen::PRP,ji ber,λόγω
785,dies::PRN,ev,αυτό
786,das::PRN,ev,το
787,alles::PRN,hemû,όλα
788,ich::PRN,ez,εγώ
789,du::PRN,tu,σύ
790,du::PRN,tu,εσύ
791,er::PRN,wî,αυτός
792,wir::PRN,êm,εμείς
793,ihr::PRN,hûn,εσείς
794,sie::PRN,we,αυτοί
795,was::FPRN,çi,τι
796,wer::FPRN,ki,ποιος
797,wo::FADV,li ku dere,πού
798,wohin::FADV,li ku dere,πού
799,wohin::FADV,li ku dere,για πού
800,wie::FADV,çawa,πώς
801,warum::FADV,çima,γιατί
802,wieviel::FNUM,çend,πόσος
803,eins::NUM,yek,ένα
804,zwei::NUM,didu,δύο
805,drei::NUM,sisê,τρία
806,drei::NUM,sisê,τρεις
807,vier::NUM,çar,τέσσερα
808,vier::NUM,çar,τέσσερις
809,fünf::NUM,penç,πέντε
810,sechs::NUM,şeş,έξι
811,sieben::NUM,heft,εφτά
812,acht::NUM,heşt,οχτώ
813,neun::NUM,neh,εννιά
814,zehn::NUM,deh,δέκα
815,elf::NUM,yazdeh,έντεκα
816,zwölf::NUM,diwazdeh,δώδεκα
817,zwanzig::NUM,bîst,είκοσι
818,dreißig::NUM,sih,τριάντα
819,vierzig::NUM,çil,σαράντα
820,fünfzig::NUM,pençi,πενήντα
821,sechzig::NUM,şêst,εξήντα
822,siebzig::NUM,heftê,εβδομήντα
823,achtzig::NUM,heştê,ογδόντα
824,neunzig::NUM,nod,ενενήντα
825,hundert::NUM,sêd,εκατό
826,tausend::NUM,hezar,χίλιοι
827,und::CNJ,û,και
828,oder::CNJ,an,ή
829,oder::CNJ,yan,ή
830,stehen::V,sekinîn,στέκομαι
831,stehen::V,sekinîn,είμαι όρθιος
832,sitzen::V,rûniştin,κάθομαι
833,liegen::V,paldan,είμαι ξαπλωμένος
834,hängen::V,darve kirin,κρέμομαι
835,werden::V,bûn,γίνομαι
836,passieren::V,hatin holê,συμβαίνω
837,passieren::V,hatin serê kesî,συμβαίνω
838,beginnen::V,li dest pêkirin,αρχίζω
839,enden::V,xalas bû,τελειώνω
840,wechseln::V,guherandin,αλλάζω
841,wechseln::V,dêgiş kirin,αλλάζω
842,aufgehen[Sonne]::V,hilatin,βγαίνω
843,aufgehen[Sonne]::V,hilatin,ανατέλλω
844,untergehen[Sonne]::V,çun ava,δύω
845,untergehen[Sonne]::V,çun ava,βασιλεύω
846,scheinen[Sonne]::V,şewk de,λάμπω
847,donnern::V,gire-gir,βροντώ
848,wehen::V,ba le de,φυσώ
849,strömen::V,xwe girtin,ρέω
850,strömen::V,xwe girtin,τρέχω
851,fließen::V,herikîn,ρέω
852,sich drehen::V,xwe zivirandin,γυρίζω
853,sich drehen::V,xwe zivirandin,στρέφομαι
854,schwanken::V,hejandin,ταλαντεύομαι
855,schwingen::V,libakirin,αιωρούμαι
856,schwingen::V,libakirin,ταλαντεύομαι
857,fallen::V,ketin,πέφτω
858,brennen::V,şewitîn,καίω
859,rauchen::V,kişandin,καπνίζω
860,regnen::V,bahran tê,βρέχω
861,gefrieren::V,qefilandin,παγώνω
862,tauen::V,helandin,λειώνω
863,schmelzen::V,helandin,λειώνω
864,trocknen::V,zuwabûn,στεγνώνω
865,sieden::V,kelîn,βράζω
866,faulen::V,xerabûn,σαπίζω
867,verfaulen::V,xerabûn,σαπίζω
868,reißen::V,jêkirin,σχίζω
869,versinken::V,xerq bûn,βουλιάζω
870,versinken::V,xerq bûn,βυθίζομαι
871,vergehen::V,derbas bûn,περνώ
872,erscheinen::V,peyda bûn,εμφανίζομαι
873,verschwinden::V,wendabûn,χάνομαι
874,verschwinden::V,wendabûn,εξαφανίζομαι
875,sinken::V,noq bûn,κατεβαίνω
876,abnehmen::V,kêm bûn,μειώνομαι 
877,zunehmen::V,qelew bûn,αυξάνω
878,zunehmen::V,qelew bûn,μεγαλώνω
879,steigen::V,hildan,ανεβαίνω
880,wachsen::V,mezin bûn,μεγαλώνω
881,glänzen::V,biriqîn,γυαλίζω
882,funkeln::V,çikisîn,αστράφτω
883,funkeln::V,çikisîn,σπιθοβολώ
884,lärmen::V,guşîn,θορυβώ
885,läuten::V,lê de,χτυπώ 
886,klingeln::V,sîl dan,κουδουνίζω
887,klingeln::V,ringerin,κουδουνίζω
888,klirren::V,zingzing hat,κουδουνίζω
889,brausen::V,guşîn,βουΐζω
890,rauschen::V,guşîn,βουΐζω
891,klingen::V,deng pe ketin,ηχώ
892,bellen::V,kewtîn,γαυγίζω
893,heulen::V,ûrîn,ουρλιάζω
894,blasen::V,puf kirin,φυσώ
895,pfeifen::V,fîkandin,σφυρίζω
896,schreien::V,qîrîn,κραυγάζω
897,stöhnen::V,nalîn,βογγώ
898,zittern::V,hejîn,τρέμω
899,leben::V,jihîn,ζω
900,geboren werden::V,hatin dinyê,γεννιέμαι
901,geboren werden::V,bûn,γεννιέμαι
902,atmen::V,hilmijîn,αναπνέω
903,trinken::V,vexwarin,πίνω
904,essen::V,xwarin,τρώω
905,schlucken::V,daqulbandin,καταπίνω
906,müde werden::V,betilîln,κουράζομαι
907,müde werden::V,qerimîn,κουράζομαι
908,einschlafen::V,razan,αποκοιμιέμαι
909,schlafen::V,razan,κοιμάμαι
910,schlafen::V,razandin,κοιμάμαι
911,aufwachen::V,şiyarbûn,ξυπνώ
912,aufstehen::V,rabûn,σηκώνομαι
913,sich erholen::V,baş bûn,ξεκουράζομαι
914,krank werden::V,nexweş kêt,αρρωσταίνω
915,krank sein::V,nexweş bû,ασθενώ
916,schmerzen::V,êşandin,πονώ
917,husten::V,kuxin,βήχω
918,genesen::V,baş bûn,θεραπεύομαι
919,sterben::V,mirin,πεθαίνω
920,umkommen::V,mirin,πεθαίνω
921,sich bewegen::V,leqîn,κουνιέμαι
922,sich rühren::V,leqîn,σαλεύω
923,sich erheben::V,rabûn,επαναστατώ
924,sich setzen::V,runiştin,κάθομαι
925,hinfallen::V,kêtin,πέφτω κάτω
926,laufen::V,meşîn,τρέχω
927,schreiten::V,meşkirin,βαδίζω
928,spazierengehen::V,gerandin,κάνω βόλτα
929,spazierengehen::V,gerandin,πηγαίνω περίπατο
930,eilen::V,lezandin,σπεύδω
931,sich beeilen::V,zûkirin,βιάζομαι
932,sausen::V,fîzîn,τρέχω γρήγορα
933,rennen::V,baz dan,τρέχω
934,springen::V,hilpekîn,πηδώ
935,klettern::V,hilperikîn,σκαρφαλώνω
936,schaukeln::V,lorandin,κουνιέμαι
937,kriechen::V,xuşandin,έρπω
938,kriechen::V,xuşandin,σέρνομαι
939,schwimmen::V,avjenîn,κολυμπώ
940,tauchen::V,qutxuyardin,βουτώ
941,tauchen::V,noqîn,βουτώ
942,rudern::V,qaîq ajotin,κωπηλατώ
943,fahren::V,ajotin,πηγαίνω
944,fliegen::V,firîn,πετώ
945,gehen::V,çûn,βαδίζω
946,gehen::V,çûn,πηγαίνω
947,weggehen::V,çûn,φεύγω
948,abfahren::V,çûyin,ξεκινώ
949,abfahren::V,çûyin,αναχωρώ
950,anhalten::V,rawestîn,σταματώ
951,hineingehen::V,ketin hundir,μπαίνω
952,eintreten::V,têketin,μπαίνω
953,eintreten::V,têketin,εισέρχομαι
954,kommen::V,hatin,έρχομαι
955,ankommen::V,gihan,φτάνω
956,ankommen::V,gihîştin,φτάνω
957,zurückkommen::V,vegerandin,επιστρέφω
958,bleiben::V,sekinîn,μένω
959,warten::V,payîn,περιμένω
960,erwarten::V,payîn,αναμένω
961,erwarten::V,payîn,περιμένω
962,suchen::V,lêgerîn,ψάχνω
963,finden::V,peyda kirin,βρίσκω
964,versuchen::V,çeribandin,προσπαθώ
965,vorbereiten::V,amade kirin,προετοιμάζω
966,lieben::V,hez kirin,αγαπώ
967,mögen::V,dil kirin,μου αρέσει
968,lachen::V,kenîn,γελώ
969,rühren::V,hêjan,συγκινώ
970,weinen::V,girîn,κλαίω
971,schimpfen::V,pevçûn,βρίζω
972,sich ärgern::V,enirîn,θυμώνω
973,sich fürchten::V,tirsîn,φοβάμαι
974,fürchten::V,tirsin,φοβάμαι
975,fliehen::V,bazdan,φεύγω
976,flüchten::V,revîn,δραπετεύω
977,sehen::V,dîtin,βλέπω
978,anschauen::V,sêr kirin,κοιτάζω
979,ansehen::V,hesibandin,βλέπω
980,hören::V,guhdar jirin,ακούω
981,zuhören::V,guhdarî kirin,ακούω
982,probieren::V,tehm kirin,δοκιμάζω
983,riechen::V,bihn kirin,μυρίζω
984,riechen::V,bihn kirin,οσφραίνομαι
985,fühlen::V,hîs kirin,αισθάνομαι
986,scheinen::V,xoyer kir,φαίνομαι
987,zu sehen sein::V,diyar bûn,φαίνομαι
988,vernehmen::V,bihîstin,ακούω
989,vernehmen::V,bihîstin,μαθαίνω
990,frieren::V,qerişîn,κρυώνω
991,tun::V,kirin,κάνω
992,können::V,karin,ξέρω
993,können::V,karin,μπορώ
994,wollen::V,xwestîn,θέλω
995,anfangen::V,dest pêkirin,αρχίζω
996,beenden::V,xelas kirin,τελειώνω
997,aufhören::V,xelas kirin,παύω
998,gelingen::V,çe bûn,πετυχαίνω
999,geraten::V,qewîmîn,γίνομαι
1000,öffnen::V,vekirin,ανοίγω
1001,schließen::V,girtin,κλείνω
1002,stellen::V,danîn,θέτω
1003,setzen::V,rûniştin,θέτω
1004,legen::V,danîn,θέτω
1005,legen::V,razandin,θέτω
1006,berühren::V,lêketin,εγγίζω
1007,verbinden::V,anîn pê,συνδέω
1008,bedecken::V,sergirtin,σκεπάζω
1009,aufhängen::V,aliqandin,κρεμώ
1010,anzünden::V,pêxistin,ανάβω
1011,aufheben::V,hildan,σηκώνω
1012,zurücklassen::V,hiştin,εγκαταλείπω
1013,zurücklassen::V,vehiştin,εγκαταλείπω
1014,verlieren::V,wendakirin,χάνω
1015,fallen lassen::V,xistin bixe,αφήνω να πέσει
1016,fallen lassen::V,xistin,αφήνω να πέσει
1017,machen::V,kirin,κάνω
1018,machen::V,kirin,φτιάχνω
1019,machen::V,çêkirin,κάνω
1020,machen::V,çêkirin,φτιάχνω
1021,herstellen::V,çê kirin,κατασκευάζω
1022,herstellen::V,peyda kirin,κατασκευάζω
1023,bauen::V,lêkirin,χτίζω
1024,bauen::V,lêkirin,οικοδομώ
1025,reparieren::V,veherînerîn,επισκευάζω
1026,reparieren::V,veherînerîn,επιδιορθώνω
1027,verbessern::V,sererastkirin,βελτιώνω
1028,verbessern::V,sererastkirin,καλυτερεύω
1029,ändern::V,degiş kirin,αλλάζω
1030,graben::V,kolandin,σκάβω
1031,beugen::V,tewîn,λυγίζω
1032,beugen::V,xwar kirin,λυγίζω
1033,biegen::V,tewandin,κάμπτω
1034,biegen::V,xwarkirin,κάμπτω
1035,drehen::V,fitilandin,στρέφω
1036,wenden::V,zivîrin,γυρίζω
1037,umdrehen::V,vegerandin,γυρίζω
1038,heben::V,hildan,υψώνω
1039,heben::V,hildan,σηκώνω
1040,hochheben::V,hildan,υψώνω
1041,hochheben::V,hildan,σηκώνω
1042,ergreifen::V,dest avêtin,πιάνω
1043,ergreifen::V,dest avêtin,αρπάζω
1044,halten::V,hîştin,βαστώ
1045,halten::V,sekinîn,βαστώ
1046,drücken::V,pêl kirin,πιέζω
1047,schieben::V,damdan,σπρώχνω
1048,kratzen::V,xurandin,γρατσουνίζω
1049,lecken::V,alastin,γλείφω
1050,beißen::V,gez kirin,δαγκάνω
1051,abreißen::V,hilşandin,κόβω
1052,abreißen::V,hilşandin,σχίζω
1053,abschneiden::V,jêkirin,αποκόπτω
1054,binden::V,girêdan,δένω
1055,stecken::V,têxistin,χώνω
1056,brechen::V,şikandin,σπάζω
1057,klopfen::V,kutandin,χτυπώ
1058,klopfen::V,kutandin,τινάζω
1059,hauen::V,li dan,χτυπώ
1060,kleben::V,zeliqîn,κολλώ
1061,kleben::V,şirêz kirin,κολλώ
1062,reiben::V,firikandin,τρίβω
1063,streichen::V,bax dan,αλείφω
1064,schleifen::V,çarkirin,ακονίζω
1065,schneiden::V,jêkirin,κόβω
1066,rütteln::V,hejandin,σείω
1067,rütteln::V,hejandin,τινάζω
1068,schütteln::V,daweşîn,σείω
1069,schütteln::V,daweşîn,κουνώ
1070,schwenken::V,têwdan,κουνώ
1071,schütten::V,rijandin,χύνω
1072,füllen::V,dagirtin,γεμίζω
1073,einwickeln::V,pêçandin,τυλίγω
1074,tragen::V,kişandin,φέρνω
1075,tragen::V,rajtin,φέρνω
1076,schleppen::V,kişandin,κουβαλώ
1077,ziehen::V,kişandin,τραβώ
1078,aufbewahren::V,hilandin,φυλάω
1079,werfen::V,avêtin,ρίχνω
1080,fangen::V,sem kirin,πιάνω
1081,fangen::V,girtin,πιάνω
1082,packen::V,pê girtin,τσακώνω
1083,verstecken::V,hîlanin,κρύβω
1084,teilen::V,parvekirin,μερίζω
1085,schicken::V,şandin,στέλνω
1086,bringen::V,anîn,φέρνω
1087,bringen::V,birin,φέρνω
1088,hinzufügen::V,dan ser,προσθέτω
1089,hinzufügen::V,li tiştekî zêde kirin,προσθέτω
1090,bekommen::V,standin,προσκομίζω
1091,erhalten::V,standin,παίρνω
1092,erhalten::V,standin,λαμβάνω
1093,nehmen::V,girtin,πιάνω
1094,nehmen::V,girtin,παίρνω
1095,wählen::V,ray dan,εκλέγω
1096,auswählen::V,bijartin,διαλέγω
1097,bewahren::V,rê li ber girtin,διατηρώ
1098,bewahren::V,lê xwedî derketin,διατηρώ
1099,behindern::V,bara wi,εμποδίζω
1100,verderben::V,heram bûn,χαλώ
1101,beschädigen::V,xerab kirin,ζημιώνω
1102,zerbrechen::V,şikênandin,σπάζω
1103,zerbrechen::V,perçe kirin,σπάζω
1104,zerreißen::V,qelişandin,σχίζω
1105,zerstören::V,hilşandin,καταστρέφω
1106,verbrennen::V,şewitandin,καίω
1107,geben::V,dan,δίνω
1108,geben::V,dayin,δίνω
1109,reichen::V,besbûn,δίνω
1110,reichen::V,têrkirin,δίνω
1111,schenken::V,diyarî kirin,χαρίζω
1112,versprechen::V,soz dan,υπόσχομαι
1113,wünschen::V,dil kirin,εύχομαι
1114,loben::V,pesinandin,επαινώ
1115,küssen::V,maçkirin,φιλώ
1116,wiegen::V,lorandin,κουνώ
1117,wiegen::V,lorandin,νανουρίζω
1118,wiegen::V,wezinandin,κουνώ
1119,wiegen::V,wezinandin,νανουρίζω
1120,zudecken::V,nixumandin,σκεπάζω
1121,wecken::V,bixwe hesandin,ξυπνώ
1122,zeigen::V,şanîdan,δείχνω
1123,führen::V,raber kirin,οδηγώ
1124,lehren::V,hîn kirin,διδάσκω
1125,unterrichten::V,ders dan,διδάσκω
1126,aufziehen::V,mesinkirin,ανατρέφω
1127,leiten::V,rêberî kirin,ηγούμαι
1128,leiten::V,rêberî kirin,διευθύνω
1129,antreiben::V,bezandin,σπρώχνω
1130,antreiben::V,bezandin,παρακινώ
1131,lassen::V,berdan,αφήνω
1132,lassen::V,hiştin,αφήνω
1133,einladen::V,dawet kirin,προσκαλώ
1134,vereinigen::V,bi yek kirin,ενώνω
1135,besuchen::V,mêvan bûn,επισκέπτομαι
1136,treffen::V,rast hatin,συναντώ
1137,sich versammeln::V,li hev çivîn,μαζεύομαι
1138,spielen::V,listin,παίζω
1139,singen::V,stran,τραγουδώ
1140,tanzen::V,reqisîn,χορεύω
1141,sich trennen::V,hew berdan,αποχωρίζομαι
1142,verlassen::V,tanê hişt,εγκαταλείπω
1143,verlassen::V,bêkes,εγκαταλείπω
1144,retten::V,rihakirin,σώζω
1145,bewachen::V,raçavkirin,φρουρώ
1146,schützen::V,hemet kirin,προστατεύω
1147,verteidigen::V,paraztin,υπερασπίζω
1148,sich schlagen::V,li hev bezîn,χτυπιέμαι
1149,schießen::V,agir kirin,πυροβολώ
1150,siegen::V,biser ketin,νικώ
1151,ärgern::V,xeyirandin,τσαντίζω
1152,schlagen::V,lêdan,χτυπώ
1153,schlagen::V,lêxistin,χτυπώ
1154,treten::V,têlekirin,κλοτσώ
1155,stechen::V,têrekirin,τρυπώ
1156,stoßen::V,lêketin,ωθώ
1157,stoßen::V,lêketin,σπρώχνω
1158,stehlen::V,dizîn,κλέβω
1159,stehlen::V,dizî birin,κλέβω
1160,stören::V,aciz kirin,διαταράσσω
1161,belästigen::V,li tela yeki ketin,ενοχλώ
1162,verbergen::V,veşartin,κρύβω
1163,verbergen::V,kemîndanîn,κρύβω
1164,täuschen::V,xapandin,παραπλανώ
1165,täuschen::V,lê zexeli kirin,παραπλανώ
1166,betrügen::V,xapandin,απατώ
1167,töten::V,kûştin,σκοτώνω
1168,töten::V,kûştin,θανατώνω
1169,wohnen::V,rûniştin,μένω
1170,wohnen::V,rûniştin,κατοικώ
1171,arbeiten::V,kar kirin,δουλεύω
1172,arbeiten::V,kar kirin,εργάζομαι
1173,arbeiten::V,şêxulin,δουλεύω
1174,arbeiten::V,şêxulin,εργάζομαι
1175,sammeln::V,komkirin,μαζεύω
1176,sammeln::V,komkirin,συλλέγω
1177,pflücken::V,çinîn,κόβω
1178,jagen::V,nêçîr kirin,κυνηγώ
1179,fischen::V,masî girtin,ψαρεύω
1180,fassen::V,pê girtin,πιάνω
1181,fassen::V,sêm kirin,πιάνω
1182,hüten::V,hei jê man,φυλάγω
1183,hüten::V,hei jê man,προσέχω
1184,treiben::V,bêherandin,οδηγώ
1185,anbinden::V,tewilandin,δένω
1186,füttern::V,xwarine dan lê,ταΐζω
1187,melken::V,dotin,αρμέγω
1188,hacken::V,kolandin,κόβω
1189,gießen::V,av dan,ποτίζω
1190,reifen::V,kemilîn,ωριμάζω
1191,zubereiten::V,çe kirin,ετοιμάζω
1192,kochen::V,xwarin çe kirin,βράζω
1193,kochen::V,kelandin,βράζω
1194,backen::V,pijandin,ψήνω
1195,braten::V,qelandin,τηγανίζω
1196,braten::V,sor kirin,τηγανίζω
1197,umrühren::V,têvdan,ανακατεύω
1198,stricken::V,hûnan,πλέκω
1199,nähen::V,kêl kirin,ράβω
1200,färben::V,boyax kirin,βάφω
1201,färben::V,boyax kirin,χρωματίζω
1202,reinigen::V,paqijkirin,καθαρίζω
1203,waschen::V,şuştin,πλένω
1204,abwischen::V,pakîj kirin,σφουγγίζω
1205,spülen::V,şuştin,ξεπλένω
1206,fegen::V,maliştin,σκουπίζω
1207,kehren::V,maliştin,σκουπίζω
1208,baden::V,serîşûştin,κάνω μπάνιο
1209,sich waschen::V,serîşûştin,πλένομαι
1210,ausziehen::V,jê kirin,βγάζω
1211,anziehen::V,pê kirin,φορώ
1212,sich anziehen::V,xwe kirin,ντύνομαι
1213,kämmen::V,şeh kirin,χτενίζω
1214,schmücken::V,xemilandin,στολίζω
1215,sagen::V,gotin,λέω
1216,sagen::V,peyivîn,λέω
1217,sprechen::V,peyivîn,μιλώ
1218,reden::V,axaftin,μιλώ
1219,reden::V,axaftin,κουβεντιάζω
1220,sich unterhalten::V,hev biştaxilin,συνομιλώ
1221,sich unterhalten::V,hev biştaxilin,κουβεντιάζω
1222,fragen::V,pirsîn,ρωτώ
1223,fragen::V,pirs kirin,ρωτώ
1224,bitten::V,tika kirin,ζητώ
1225,bitten::V,tika kirin,παρακαλώ
1226,erzählen::V,behs kirin,διηγούμαι
1227,mitteilen::V,vegotin,πληροφορώ
1228,nennen::V,bi nav kirin,ονομάζω
1229,rufen::V,bakirin,φωνάζω
1230,prahlen::V,pesnê xwe dan,καυχιέμαι
1231,übersetzen::V,qulibandin,μεταφράζω
1232,übersetzen::V,derbas kirin,μεταφράζω
1233,denken::V,fikirîn,σκέφτομαι
1234,glauben::V,bawer bûn,πιστεύω
1235,bemerken::V,bala xwe dan,παρατηρώ
1236,bemerken::V,çac lê ketin,παρατηρώ
1237,erkennen::V,pêhesîn,αναγνωρίζω
1238,begreifen::V,fêmkirin,καταλαβαίνω
1239,verstehen::V,fêmkirin,ακούω
1240,lernen::V,halmandin,μαθαίνω
1241,lernen::V,fêrbun,μαθαίνω
1242,wissen::V,zanîn,ξέρω
1243,sich erinnern an::V,bir bûn,θυμάμαι
1244,vergessen::V,ji bir kirin,ξεχνώ
1245,messen::V,pê kanîn,μετρώ
1246,zählen::V,hejmardin,μετρώ
1247,rechnen::V,hesibandin,λογαριάζω
1248,lesen::V,xwendin,διαβάζω
1249,malen::V,rengandin,ζωγραφίζω
1250,malen::V,boyax kirin,ζωγραφίζω
1251,zeichnen::V,işaret kirin,σχεδιάζω
1252,schreiben::V,nivîsandin,γράφω
1253,besitzen::V,hebûn,κατέχω
1254,kaufen::V,kirîn,αγοράζω
1255,verkaufen::V,firotin,πουλώ
1256,bezahlen::V,pere dan,πληρώνω
1257,zahlen::V,pere dan,πληρώνω
1258,zahlen::V,dayin,πληρώνω
1259,beherrschen::V,zebt kirin,κυριαρχώ
1260,beherrschen::V,hukim kirin,κυριαρχώ
1261,ertragen::V,bihêzkirin,βαστώ
1262,ertragen::V,bihêzkirin,αντέχω
