,Concept_ID,kv,mhr
725,dort::ADV,сэтӧн,ту́што
726,dorthin::ADV,сэтчин,туш
727,dorthin::ADV,сэтчин,ту́шко
728,geradeaus::ADV,веськыта,вик
729,vorwärts::ADV,одзӧ,о́нчыко
730,rückwärts::ADV,бӧр,шеҥге́к
731,zurück::ADV,бӧр,мӧҥге́ш
732,unten::ADV,увтын,ӱ́лнӧ
733,unten::ADV,увтын,йыма́лне
734,hinab::ADV,увтас,йыма́к
735,oben::ADV,вевдӧрас,кӱ́шнӧ
736,oben::ADV,вевдӧрас,ӱмба́лне
737,hinauf::ADV,вывлань,кӱ́ш
738,hinauf::ADV,вывлань,кӱ́шкӧ
739,hinauf::ADV,вывланьӧ,кӱ́ш
740,hinauf::ADV,вывланьӧ,кӱ́шкӧ
741,überall::ADV,быдлан,чыла́ вере́
742,nicht::ADV,ог,ок
743,nicht::ADV,ог,о́геш
744,ein wenig::ADV,-ышт,изи́ш
745,ein wenig::ADV,невна,изи́ш
746,kaum::ADV,ӧдва,пыкше́
747,sehr::ADV,вывтi,чот
748,so::ADV,сiдз,тыге́
749,noch::ADV,эшӧ,а́ле
750,nur::ADV,только,гына́
751,schon::ADV,ни,ы́нде
752,wieder::ADV,бӧра,ада́к
753,vergebens::ADV,весись,ара́м
754,vor::PRP,одзас,о́нчыч
755,hinter::PRP,бӧрӧ,шеҥге́лне
756,unter::PRP,увтын,йыма́лне
757,durch::PRP,пыр,вошт
758,neben::PRP,бокам,вокте́н
759,neben::PRP,боксиным,вокте́н
760,zwischen::PRP,коласас,кокла́ште
761,wegen::PRP,понда,верч
762,dies::PRN,эта,ти́де
763,das::PRN,сiя,са́де
764,alles::PRN,быдӧс,чыла́
765,ich::PRN,ме,мый
766,du::PRN,тэ,тый
767,er::PRN,сiя,ту́до
768,wir::PRN,мийӧ,ме
769,ihr::PRN,ті,те
770,sie::PRN,нія,ну́но
771,was::FPRN,мый,мо
772,wer::FPRN,кин,кӧ
773,wo::FADV,кытӧн,куша́н
774,wohin::FADV,кытчӧ,куш
775,wohin::FADV,кытчӧ,ку́шко
776,wie::FADV,дзик,кузе́
777,warum::FADV,мыля,мо
778,warum::FADV,мыля,мола́н
779,warum::FADV,мыйсянь,мо
780,warum::FADV,мыйсянь,мола́н
781,wieviel::FNUM,мымда,куна́р
782,eins::NUM,ӧт,ик
783,zwei::NUM,кык,ко́кыт
784,drei::NUM,куим,кум
785,vier::NUM,нёль,ныл
786,fünf::NUM,вит,вич
787,sechs::NUM,квать,куд
788,sieben::NUM,сизим,шым
789,acht::NUM,кыкьямыс,канда́ш
790,neun::NUM,ӧкмыс,инде́ш
791,zehn::NUM,дас,лу
792,elf::NUM,дасотік,лати́к
793,zwölf::NUM,даскык,латко́к
794,zwanzig::NUM,кыкдас,ко́ло
795,dreißig::NUM,куимдас,ку́мло
796,vierzig::NUM,нёльдас,ны́лле
797,fünfzig::NUM,витдас,ви́тле
798,sechzig::NUM,кватьдас,ку́дло
799,siebzig::NUM,сизимдас,шы́мле
800,achtzig::NUM,кыкьямысдас,канда́шле
801,neunzig::NUM,ӧкмысдас,инде́шле
802,hundert::NUM,сто,шӱ́дӧ
803,tausend::NUM,тысяча,тӱже́м
804,und::CNJ,и,да
805,und::CNJ,и,ден
806,und::CNJ,да,да
807,und::CNJ,да,ден
808,oder::CNJ,или,я
809,oder::CNJ,или,а́ле
810,stehen::V,сулавны,шога́ш
811,sitzen::V,пукавны,шинча́ш
812,liegen::V,куйлыны,кия́ш
813,hängen::V,ӧшавны,кеча́ш
814,werden::V,лоны,лия́ш
815,passieren::V,аркмыны,лия́ш
816,beginnen::V,петны,тӱҥгала́ш
817,enden::V,-сь,пыта́ш
818,enden::V,бырны,пыта́ш
819,wechseln::V,вежсьыны,вашталта́ш
820,aufgehen[Sonne]::V,петавны,лекта́ш
821,untergehen[Sonne]::V,пуксьыны,шинча́ш
822,scheinen[Sonne]::V,югьявны,волгалта́ш
823,donnern::V,гымавны,кӱдырта́ш
824,donnern::V,гымавны,сургалта́ш
825,wehen::V,пӧлявны,пуа́ш
826,strömen::V,киссьыны,шийалтара́ш
827,fließen::V,визывтны,йога́ш
828,sich drehen::V,бергавны,пӧрда́ш
829,schwanken::V,кӧвьясьны,лӱҥга́ш
830,schwanken::V,кӧвьясьны,тайныла́ш
831,schwingen::V,дюттясьны,рӱпшалта́ш
832,fallen::V,усьны,воза́ш
833,fallen::V,усьны,йӧрла́ш
834,brennen::V,сотчыны,йӱла́ш
835,rauchen::V,тшынасьны,шикша́ш
836,regnen::V,зэрны,йӱра́ш
837,gefrieren::V,гегдыны,кылма́ш
838,gefrieren::V,гегдыны,ияҥа́ш
839,tauen::V,сывны,шула́ш
840,schmelzen::V,сывны,лева́ш
841,trocknen::V,косьмыны,кошка́ш
842,sieden::V,пизьны,шола́ш
843,faulen::V,нёльзьыны,шӱя́ш
844,verfaulen::V,тӧрмыны,шӱйы́н шуа́ш
845,verfaulen::V,сiсьмыны,шӱйы́н шуа́ш
846,reißen::V,косясьны,кӱрла́ш
847,versinken::V,вӧйны,пуре́н кая́ш
848,vergehen::V,мунны,эрте́н кая́ш
849,erscheinen::V,мыччисьны,толы́н лекта́ш
850,verschwinden::V,ӧшны,йома́ш
851,sinken::V,ямны,пуча́ш
852,abnehmen::V,ямны,пуча́ш
853,zunehmen::V,паськавны,шукема́ш
854,steigen::V,лэбтiсьны,нӧлталта́ш
855,wachsen::V,быдмыны,кушка́ш
856,glänzen::V,свиттявны,йылгыжа́ш
857,funkeln::V,югйовтлыны,чолга́ш
858,funkeln::V,югйӧв-керны,чолга́ш
859,lärmen::V,чавзыны,рӱшка́ш
860,läuten::V,диньгыны,мура́ш
861,klingeln::V,силькӧтны,йыҥгырта́ш
862,klirren::V,жольӧтны,чылдыртата́ш
863,brausen::V,гуасьны,лӱшка́ш
864,rauschen::V,кышӧтны,лыжга́ш
865,klingen::V,горавны,йоҥга́ш
866,bellen::V,увтны,опта́ш
867,bellen::V,вувтны,опта́ш
868,heulen::V,уннявны,урмыжа́ш
869,blasen::V,пӧлявны,пуала́ш
870,pfeifen::V,пиксыны,шӱ́шкаш
871,schreien::V,айзыны,кычкыра́ш
872,stöhnen::V,ойзыны,йыҥыса́ш
873,stöhnen::V,ружтыны,йыҥыса́ш
874,zittern::V,легьявны,чытыра́ш
875,leben::V,овны,ила́ш
876,geboren werden::V,шогмыны,шоча́ш
877,atmen::V,лолавны,шӱла́ш
878,trinken::V,юны,йӱа́ш
879,essen::V,сёйны,кочка́ш
880,schlucken::V,ньылавны,нела́ш
881,müde werden::V,мыдзны,ноя́ш
882,einschlafen::V,ланьтны,мале́н колта́ш
883,schlafen::V,узьны,мала́ш
884,aufwachen::V,саймыны,помыжалта́ш
885,aufwachen::V,пальмыны,помыжалта́ш
886,aufstehen::V,сувтны,кынела́ш
887,sich erholen::V,шоччисьлыны,кана́ш
888,krank werden::V,моржитны,черлане́н воза́ш
889,krank sein::V,шогавны,черлане́н кия́ш
890,krank sein::V,визьӧтны,черлане́н кия́ш
891,schmerzen::V,висьны,коршта́ш
892,husten::V,кашляйтны,кокыра́ш
893,genesen::V,бурдны,тӱрла́ш
894,genesen::V,бурдны,тазаҥа́ш
895,sterben::V,кувны,кола́ш
896,umkommen::V,вийсьыны,вуй йома́ш
897,sich bewegen::V,локны,кошта́ш
898,sich bewegen::V,ветлӧтны,кошта́ш
899,sich rühren::V,вӧрзьӧтчыны,тарвана́ш
900,sich erheben::V,сувтны,кынела́ш
901,sich setzen::V,пуксьыны,шинча́ш
902,hinfallen::V,пӧрласьны,йӧрла́ш
903,laufen::V,мунны,кошта́ш
904,schreiten::V,тальччавны,ошкыла́ш
905,spazierengehen::V,котрасьны,гуля́яш
906,eilen::V,тэрмасьны,вашка́ш
907,sich beeilen::V,тэрмасьны,вашкешта́ш
908,sausen::V,вирдавны-котӧртны,юлтка́ш
909,springen::V,чеччавны,тӧршта́ш
910,klettern::V,кышасьны,кӱза́ш
911,schaukeln::V,чурликасьны,лӱҥгалта́ш
912,kriechen::V,кыскасьны-мунны,нушка́ш
913,schwimmen::V,вартчыны,ия́ш
914,tauchen::V,сунгисьны ваӧ,шуҥгалта́ш
915,rudern::V,сынны,удыра́ш
916,fahren::V,мунны,кудала́ш
917,fliegen::V,лэбавны,чоҥешта́ш
918,gehen::V,мунны,кая́ш
919,weggehen::V,мунны,кораҥа́ш
920,abfahren::V,иньдӧтчыны,лекта́ш
921,abfahren::V,мунны,лекта́ш
922,anhalten::V,сувтны,чарна́ш
923,hineingehen::V,пырны,пура́ш
924,eintreten::V,пырны,пура́ш
925,kommen::V,локны,тола́ш
926,ankommen::V,локны,шуа́ш
927,zurückkommen::V,бертны,пӧртыла́ш
928,zurückkommen::V,панӧвтсьыны,пӧртыла́ш
929,bleiben::V,кольччыны,кода́ш
930,warten::V,видзчисьны,вуча́ш
931,erwarten::V,видзчисьны,вуча́ш
932,suchen::V,кошшыны,кычала́ш
933,finden::V,адззыны,муа́ш
934,versuchen::V,пондыны,толаша́ш
935,versuchen::V,пондӧтны,толаша́ш
936,vorbereiten::V,лӧсьӧтны,ямдыла́ш
937,lieben::V,милуйтны,йӧрата́ш
938,mögen::V,радейтны,йӧрата́ш
939,lachen::V,серавны,воштыла́ш
940,rühren::V,сьӧлӧм вӧрзьӧтны,ку́мыл тарвата́ш
941,weinen::V,горзыны,шорта́ш
942,schimpfen::V,видчыны,каргаша́ш
943,sich ärgern::V,лёкавны,сыра́ш
944,sich fürchten::V,повны,лӱда́ш
945,fürchten::V,повны,лӱда́ш
946,fliehen::V,пышшыны,куржа́ш
947,flüchten::V,пышшыны,куржа́ш
948,sehen::V,адззыны,ужа́ш
949,anschauen::V,видзӧтны,онча́ш
950,ansehen::V,видзӧтны,эскера́ш
951,hören::V,кывны,кола́ш
952,zuhören::V,кывзыны,колышта́ш
953,probieren::V,пешлыны,тамла́ш
954,riechen::V,дукавны,ӱпшынча́ш
955,fühlen::V,кывны,шижа́ш
956,scheinen::V,декуйтчыны,чуча́ш
957,zu sehen sein::V,тыдавны,коя́ш
958,vernehmen::V,тӧдмавны,кола́ш
959,frieren::V,гегдыны,кылма́ш
960,tun::V,керны,ышта́ш
961,können::V,вермыны,мошта́ш
962,wollen::V,мӧдны,тӱна́ш
963,anfangen::V,петны,тӱҥала́ш
964,beenden::V,ештӧтны,пытара́ш
965,beenden::V,керыштны,пытара́ш
966,aufhören::V,дугдыны,чарна́ш
967,gelingen::V,шогмыны,сай лекта́ш
968,geraten::V,мыччисьны,лекта́ш
969,öffnen::V,осьтны,поча́ш
970,schließen::V,пӧднавны,петыра́ш
971,stellen::V,сувтӧтны,шында́ш
972,setzen::V,пуксьӧтны,шында́ш
973,legen::V,пуктыны,опта́ш
974,legen::V,пуктыны,пышта́ш
975,berühren::V,вӧрзьӧтны,тӱка́ш
976,verbinden::V,йитны,пида́ш
977,bedecken::V,вевттьыны,леведа́ш
978,aufhängen::V,ӧшӧтны,сака́ш
979,anzünden::V,ӧзтыны,чӱкта́ш
980,aufheben::V,лэбтыны,нӧлтала́ш
981,zurücklassen::V,кольны,кода́ш
982,verlieren::V,ӧштыны,йомдара́ш
983,fallen lassen::V,уськӧтны,воза́ш
984,machen::V,керны,ышта́ш
985,herstellen::V,вӧчны,ямдыла́ш
986,bauen::V,строитны,чоҥа́ш
987,reparieren::V,вочны,ачала́ш
988,verbessern::V,бурсьӧтны,саемда́ш
989,ändern::V,вежны,весемда́ш
990,graben::V,гарйыны,кӱнча́ш
991,beugen::V,кусіньтны,пӱгырта́ш
992,biegen::V,чукыльтыштны,лывырта́ш
993,drehen::V,бергӧтны,пӱтыра́ш
994,wenden::V,бергӧтны,ирала́ш
995,umdrehen::V,бергӧтны,савырала́ш
996,heben::V,лэбтыны,нӧлта́ш
997,hochheben::V,лэбтыны,нӧлта́ш
998,ergreifen::V,кватитны,руалта́ш
999,halten::V,видзны,куча́ш
1000,drücken::V,личкыны,иша́ш
1001,drücken::V,личкыны,темда́ш
1002,schieben::V,тойлавны,шӱкала́ш
1003,kratzen::V,шаркӧтны,удыра́ш
1004,lecken::V,нювны,нула́ш
1005,beißen::V,йирны,пура́ш
1006,abreißen::V,орӧтны,кӱрла́ш
1007,abschneiden::V,шӧрыштны,пӱчка́ш
1008,abschneiden::V,вундыштны,пӱчка́ш
1009,binden::V,гӧрдззыны,кылда́ш
1010,stecken::V,мӧртны,шуралта́ш
1011,brechen::V,жугдыны,тодышта́ш
1012,klopfen::V,зукӧтны,кыра́ш
1013,hauen::V,желльыны,тӱя́ш
1014,kleben::V,лякӧтны,клеитла́ш
1015,reiben::V,зыртны,йыга́ш
1016,reiben::V,зыртны,туржала́ш
1017,streichen::V,мавтны,шӱра́ш
1018,schleifen::V,кыскыны,шума́ш
1019,schleifen::V,кыскыны,яна́ш
1020,schneiden::V,вундавны,пӱчка́ш
1021,rütteln::V,шатлавны,рӱза́ш
1022,schütteln::V,зыбӧтны,почка́ш
1023,schwenken::V,ӧвтны,рӱза́ш
1024,schwenken::V,макайтны,рӱза́ш
1025,schütten::V,кисьтны,опта́ш
1026,füllen::V,тыртны,тема́ш
1027,füllen::V,тырсьӧтны,тема́ш
1028,einwickeln::V,тубны,вӱдыла́ш
1029,tragen::V,новйӧтны,нумала́ш
1030,schleppen::V,кыскыны,шӱдыра́ш
1031,ziehen::V,кыскыны,шупша́ш
1032,aufbewahren::V,видзны,арала́ш
1033,werfen::V,шентывлыны,шуа́ш
1034,werfen::V,шентывлыны,кышка́ш
1035,fangen::V,кутны,куча́ш
1036,packen::V,кутасьны,руалта́ш
1037,packen::V,кватитны,руалта́ш
1038,verstecken::V,дзебны,тоя́ш
1039,teilen::V,торйӧтны,пӧла́ш
1040,schicken::V,иньдыны,колта́ш
1041,bringen::V,вайны,конда́ш
1042,hinzufügen::V,содтыны,ешара́ш
1043,bekommen::V,получитны,нала́ш
1044,erhalten::V,получитны,нала́ш
1045,nehmen::V,босьтны,нала́ш
1046,wählen::V,бӧрйыны,сайла́ш
1047,auswählen::V,бӧрйыны,таҥгла́ш
1048,bewahren::V,видзны,сакла́ш
1049,behindern::V,падтыны,чаракла́ш
1050,verderben::V,изводавны,пужа́ш
1051,beschädigen::V,паздыны,пужа́ш
1052,zerbrechen::V,паздыны,пудырта́ш
1053,zerreißen::V,косявны,кӱрла́ш
1054,zerstören::V,паздыны,шалата́ш
1055,verbrennen::V,сотны,йӱлата́ш
1056,geben::V,сетны,пуа́ш
1057,reichen::V,сетны,пуа́ш
1058,schenken::V,козьнавны,пӧлекла́ш
1059,versprechen::V,кӧсйыны,сӧра́ш
1060,wünschen::V,бурсьыны,тылана́ш
1061,loben::V,ошкыны,мокта́ш
1062,küssen::V,окавны,шупшала́ш
1063,wiegen::V,тюттьӧтны,рӱпша́ш
1064,zudecken::V,вевттьыны,леведа́ш
1065,wecken::V,саймӧтны,помыжалтара́ш
1066,zeigen::V,мыччавны,ончыкта́ш
1067,führen::V,нуӧтны,вӱда́ш
1068,lehren::V,велӧтны,туныкта́ш
1069,unterrichten::V,велӧтны,туныкта́ш
1070,aufziehen::V,быдтыны,орышта́ш
1071,leiten::V,юравны,вӱда́ш
1072,leiten::V,юравны,вуйлата́ш
1073,leiten::V,веськӧтлыны,вӱда́ш
1074,leiten::V,веськӧтлыны,вуйлата́ш
1075,antreiben::V,тэрмӧтны,поктыла́ш
1076,lassen::V,-ӧтыны,-та́ш
1077,einladen::V,корны,ӱжа́ш
1078,vereinigen::V,ӧтувтны,иктешла́ш
1079,vereinigen::V,ӧтлаавны,иктешла́ш
1080,besuchen::V,пыравлыны,то́лын кая́ш
1081,treffen::V,пантавны,вашлия́ш
1082,sich versammeln::V,ӧксьыны,погына́ш
1083,sich versammeln::V,ӧксьыны,чумырга́ш
1084,spielen::V,орсны,мода́ш
1085,singen::V,сьывны,мура́ш
1086,tanzen::V,йӧктыны,кушта́ш
1087,sich trennen::V,торьясьны,ойырла́ш
1088,verlassen::V,кольны,кудалта́ш
1089,retten::V,мынтны,утара́ш
1090,bewachen::V,смекайтны,орола́ш
1091,schützen::V,дорйыны,арала́ш
1092,verteidigen::V,дорйыны,арала́ш
1093,sich schlagen::V,тышкасьны,кредала́ш
1094,schießen::V,лыйны,лӱя́ш
1095,siegen::V,вермыны,сеҥа́ш
1096,ärgern::V,лӧгӧтны,сырыкта́ш
1097,schlagen::V,базнитны,пера́ш
1098,treten::V,чужьявны,тошка́ш
1099,stechen::V,бытшкыны,кера́ш
1100,stoßen::V,тапкыны,шӱкала́ш
1101,stoßen::V,тойыштны,шӱкала́ш
1102,stehlen::V,гусявны,шолышта́ш
1103,stören::V,костіавны,мешая́ш
1104,belästigen::V,назыляйтны,толаштара́ш
1105,verbergen::V,дзебны,шылта́ш
1106,täuschen::V,бӧбӧтны,ондала́ш
1107,täuschen::V,пӧрьявны,ондала́ш
1108,betrügen::V,муклачитны,ондала́ш
1109,töten::V,вийны,пушта́ш
1110,wohnen::V,овны,ила́ш
1111,arbeiten::V,уджавны,пашалана́ш
1112,arbeiten::V,уджавны,паша́м ышта́ш
1113,sammeln::V,ӧктыны,пога́ш
1114,pflücken::V,судзлавны,кӱра́ш
1115,jagen::V,вӧравны,сонарла́ш
1116,fischen::V,чериавны,кол куча́ш
1117,fassen::V,кутны,куча́ш
1118,hüten::V,вердны,кӱта́ш
1119,hüten::V,йирсьӧтны,кӱта́ш
1120,treiben::V,вашӧтны,покта́ш
1121,anbinden::V,кӧртавны,йолышта́ш
1122,füttern::V,вердны,пукша́ш
1123,melken::V,высьтыны,лӱшта́ш
1124,melken::V,чилькӧтны,лӱшта́ш
1125,hacken::V,керавны,руа́ш
1126,gießen::V,киськавны,шава́ш
1127,reifen::V,кисьмыны,кӱа́ш
1128,zubereiten::V,лӧсьӧтны,ямдыла́ш
1129,kochen::V,пуны,шолта́ш
1130,backen::V,пӧжавны,кӱкташ
1131,braten::V,жаритны,пуштыла́ш
1132,braten::V,жаритны,жаритла́ш
1133,umrühren::V,соравны,луга́ш
1134,stricken::V,домавны,пида́ш
1135,nähen::V,вурны,урга́ш
1136,färben::V,краситны,чиялта́ш
1137,reinigen::V,весӧтны,эрыкта́ш
1138,waschen::V,пеславны,мушка́ш
1139,abwischen::V,чышкыны,ӱшта́ш
1140,spülen::V,гывьявны,шӱалта́ш
1141,fegen::V,чышкыны,ӱшта́ш
1142,kehren::V,чышкыны,ӱшта́ш
1143,baden::V,купайтчыны ,йӱштыла́ш
1144,sich waschen::V,миссьыны,мушкылта́ш
1145,ausziehen::V,гыжтӧтны,кудаша́ш
1146,ausziehen::V,пӧрччавны,кудаша́ш
1147,anziehen::V,пасьтавны,чия́ш
1148,sich anziehen::V,пасьтасьны,чия́ш
1149,kämmen::V,сынавны,шера́ш
1150,schmücken::V,баситны,тӱзата́ш
1151,schmücken::V,баситны,чеверта́ш
1152,sagen::V,висьтавны,ойла́ш
1153,sagen::V,висьтавны,каласа́ш
1154,sprechen::V,шуны,кутыра́ш
1155,reden::V,баитны,мутлана́ш
1156,sich unterhalten::V,сёрнитны,кутыра́ш
1157,fragen::V,юавны,йода́ш
1158,bitten::V,корны,йода́ш
1159,erzählen::V,висьтавны,ойла́ш
1160,mitteilen::V,висьтавны,увертара́ш
1161,nennen::V,нимтны,лӱмда́ш
1162,rufen::V,китсавны,ӱжа́ш
1163,rufen::V,корны,ӱжа́ш
1164,rufen::V,чукӧстны,ӱжа́ш
1165,prahlen::V,ошшасьны,моктана́ш
1166,übersetzen::V,вуджӧтны,кусара́ш
1167,denken::V,чайтны,шона́ш
1168,glauben::V,веритны,ӱшана́ш
1169,bemerken::V,казявны,шижа́ш
1170,erkennen::V,тӧдсавны,пала́ш
1171,begreifen::V,вежӧртны,ыҥла́ш
1172,verstehen::V,кывны,умыла́ш
1173,lernen::V,велӧтчыны,тунема́ш
1174,wissen::V,тӧдны,шинча́ш
1175,sich erinnern an::V,касьтывны,шарна́ш
1176,vergessen::V,вунӧтны,монда́ш
1177,messen::V,меряйтны,виса́ш
1178,zählen::V,лыддьыны,шотла́ш
1179,rechnen::V,лыддьыны,шотла́ш
1180,lesen::V,лыддьӧтны,луда́ш
1181,zeichnen::V,гижмавны,сӱретла́ш
1182,schreiben::V,гижны,воза́ш
1183,besitzen::V,лоны,лия́ш
1184,kaufen::V,небны,нала́ш
1185,verkaufen::V,вузавны,ужала́ш
1186,bezahlen::V,вештыны,тӱла́ш
1187,zahlen::V,вештыны,тӱла́ш
1188,ertragen::V,терпитны,турка́ш
1189,Insel::N,,отро́
1190,Menge::N,,чот
1191,Gewalt::N,,виешлыма́ш
1192,Alter::N,,ийго́т
1193,richtig::A,,чы́нле
1194,wahr::A,,чы́нле
1195,wahr::A,,настоя́щий
1196,berühmt::A,,лӱ́млӧ
1197,allein::ADV,,шкет
1198,rennen::V,,куржтала́ш
1199,malen::V,,сӱретла́ш
1200,beherrschen::V,,куча́ш
