,Concept_ID,ku,ga
814,oft::ADV,gelek çaran,minic
815,immer::ADV,daîm,i gcónaí
816,niemals::ADV,tu çar,riamh
817,hier::ADV,li vir,anseo
818,hierhin::ADV,vir,anseo
819,von hier::ADV,ji vir,an áit seo
820,dort::ADV,li wê derê,ann
821,dort::ADV,li wê derê,ansin
822,dorthin::ADV,wêda,ann
823,dorthin::ADV,wêda,ansin
824,geradeaus::ADV,rastê rast,ar aghaidh
825,vorwärts::ADV,ber bi pêş,
826,rückwärts::ADV,paşpê,siar
827,zurück::ADV,paşdo,ar ais
828,zurück::ADV,paşvê,ar ais
829,unten::ADV,jêrî,thíos
830,hinab::ADV,berjêr,síos
831,oben::ADV,banî,thuas
832,hinauf::ADV,banî,suas
833,überall::ADV,li her derê,i ngach áit
834,überall::ADV,li her derê,ar fud na háite
835,nicht::ADV,ne,ní
836,nicht::ADV,ne,cha
837,nicht::ADV,nîn,ní
838,nicht::ADV,nîn,cha
839,nicht::ADV,tine,ní
840,nicht::ADV,tine,cha
841,ein wenig::ADV,hebkî,beagán
842,kaum::ADV,tema,ar éigean
843,kaum::ADV,himangi,ar éigean
844,sehr::ADV,gelek,an-
845,so::ADV,weha,chomh
846,so::ADV,weha,mar sin
847,noch::ADV,hêj,fós
848,noch::ADV,hêj,go fóill
849,noch::ADV,dîsa,fós
850,noch::ADV,dîsa,go fóill
851,nur::ADV,tenê,amháin
852,nur::ADV,tenê,níl ach
853,nur::ADV,bes,amháin
854,nur::ADV,bes,níl ach
855,schon::ADV,hew,cheana
856,schon::ADV,hew,cheana féin
857,wieder::ADV,jar din,arís
858,wieder::ADV,jar din,athuair
859,wieder::ADV,dîsa,arís
860,wieder::ADV,dîsa,athuair
861,vergebens::ADV,deya çun,amú
862,vergebens::ADV,deya çun,in aisce
863,vergebens::ADV,îfleh bûn,amú
864,vergebens::ADV,îfleh bûn,in aisce
865,vor::PRP,li ber,ar thosach
866,hinter::PRP,li pişt,laistiar de
867,hinter::PRP,li pişt,taobh thiar de
868,unter::PRP,li bin,faoi
869,durch::PRP,kura,trí
870,neben::PRP,li ba,taobh le
871,neben::PRP,li ba,in aice le
872,zwischen::PRP,nabeyne,idir
873,zwischen::PRP,di nav...da,idir
874,wegen::PRP,ji bo,de bharr
875,wegen::PRP,ji bo,mar gheall ar
876,wegen::PRP,ji ber,de bharr
877,wegen::PRP,ji ber,mar gheall ar
878,dies::PRN,ev,seo
879,das::PRN,ev,sin
880,alles::PRN,hemû,gach rud
881,ich::PRN,ez,mé
882,ich::PRN,ez,mise
883,du::PRN,tu,tú
884,du::PRN,tu,tusa
885,er::PRN,wî,sé
886,er::PRN,wî,seisean
887,wir::PRN,êm,sinn
888,ihr::PRN,hûn,sibh
889,ihr::PRN,hûn,sibhse
890,sie::PRN,we,siad
891,sie::PRN,we,siadsan
892,was::FPRN,çi,cad
893,was::FPRN,çi,céard
894,wer::FPRN,ki,cé
895,wo::FADV,li ku dere,cá
896,wo::FADV,li ku dere,cén áit
897,wohin::FADV,li ku dere,cá
898,wohin::FADV,li ku dere,cén áit
899,wie::FADV,çawa,conas
900,wie::FADV,çawa,cén chaoi
901,warum::FADV,çima,cén fáth
902,warum::FADV,çima,cad chuige
903,wieviel::FNUM,çend,cá mhéad
904,eins::NUM,yek,aon
905,zwei::NUM,didu,dhá
906,drei::NUM,sisê,trí
907,vier::NUM,çar,ceathair
908,fünf::NUM,penç,cúig
909,sechs::NUM,şeş,sé
910,sieben::NUM,heft,seacht
911,acht::NUM,heşt,ocht
912,neun::NUM,neh,naoi
913,zehn::NUM,deh,deich
914,elf::NUM,yazdeh,aon déag
915,zwölf::NUM,diwazdeh,dó dhéag
916,zwanzig::NUM,bîst,fiche
917,dreißig::NUM,sih,tríocha
918,vierzig::NUM,çil,daichead
919,vierzig::NUM,çil,ceathracha
920,fünfzig::NUM,pençi,caoga
921,sechzig::NUM,şêst,seasca
922,siebzig::NUM,heftê,seachtó
923,achtzig::NUM,heştê,ochtó
924,neunzig::NUM,nod,nócha
925,hundert::NUM,sêd,céad
926,tausend::NUM,hezar,míle
927,und::CNJ,û,agus
928,oder::CNJ,an,nó
929,oder::CNJ,yan,nó
930,stehen::V,sekinîn,seas
931,sitzen::V,rûniştin,suigh
932,liegen::V,paldan,luigh
933,hängen::V,darve kirin,tá crochta
934,werden::V,bûn,éirigh
935,passieren::V,hatin holê,tarlaigh
936,passieren::V,hatin serê kesî,tarlaigh
937,beginnen::V,li dest pêkirin,tosaigh
938,enden::V,xalas bû,críochnaigh
939,wechseln::V,guherandin,athraigh
940,wechseln::V,dêgiş kirin,athraigh
941,aufgehen[Sonne]::V,hilatin,éirigh
942,untergehen[Sonne]::V,çun ava,fuin
943,untergehen[Sonne]::V,çun ava,téigh faoi
944,scheinen[Sonne]::V,şewk de,taitin
945,scheinen[Sonne]::V,şewk de,soilsigh
946,donnern::V,gire-gir,tá toirneach ann
947,wehen::V,ba le de,séid
948,strömen::V,xwe girtin,sil
949,fließen::V,herikîn,rith
950,fließen::V,herikîn,snigh
951,sich drehen::V,xwe zivirandin,cas
952,sich drehen::V,xwe zivirandin,imrothlaigh
953,schwanken::V,hejandin,luasc
954,schwingen::V,libakirin,luasc
955,fallen::V,ketin,tit
956,brennen::V,şewitîn,dóigh
957,rauchen::V,kişandin,plúch toite
958,regnen::V,bahran tê,báistigh
959,regnen::V,bahran tê,tá ag cur báistí
960,gefrieren::V,qefilandin,sioc
961,gefrieren::V,qefilandin,reoigh
962,tauen::V,helandin,leáigh
963,tauen::V,helandin,coscair
964,schmelzen::V,helandin,leáigh
965,trocknen::V,zuwabûn,triomaigh
966,sieden::V,kelîn,fiuch
967,sieden::V,kelîn,beirigh
968,faulen::V,xerabûn,lobh
969,faulen::V,xerabûn,dreoigh
970,verfaulen::V,xerabûn,lobh
971,verfaulen::V,xerabûn,feoigh
972,reißen::V,jêkirin,bris
973,versinken::V,xerq bûn,téigh síos
974,vergehen::V,derbas bûn,téigh thart
975,erscheinen::V,peyda bûn,tar
976,verschwinden::V,wendabûn,imigh
977,sinken::V,noq bûn,tit
978,sinken::V,noq bûn,ísligh
979,abnehmen::V,kêm bûn,maolaigh
980,abnehmen::V,kêm bûn,laghdaigh
981,zunehmen::V,qelew bûn,méadaigh
982,steigen::V,hildan,éirigh
983,wachsen::V,mezin bûn,fás
984,glänzen::V,biriqîn,lonraigh
985,funkeln::V,çikisîn,drithligh
986,lärmen::V,guşîn,tóg callán
987,läuten::V,lê de,buail
988,klingeln::V,sîl dan,buail
989,klingeln::V,ringerin,buail
990,klirren::V,zingzing hat,cling
991,brausen::V,guşîn,búir
992,rauschen::V,guşîn,tá ag siosarnach
993,klingen::V,deng pe ketin,tá glór ag
994,bellen::V,kewtîn,amhastraigh
995,heulen::V,ûrîn,glam
996,blasen::V,puf kirin,séid
997,pfeifen::V,fîkandin,lig fead
998,schreien::V,qîrîn,béic
999,schreien::V,qîrîn,glaoigh
1000,stöhnen::V,nalîn,lig cnead
1001,zittern::V,hejîn,crith
1002,zittern::V,hejîn,creathnaigh
1003,leben::V,jihîn,mair
1004,geboren werden::V,hatin dinyê,rugadh
1005,geboren werden::V,bûn,rugadh
1006,atmen::V,hilmijîn,análaigh
1007,trinken::V,vexwarin,ól
1008,essen::V,xwarin,ith
1009,schlucken::V,daqulbandin,slog
1010,müde werden::V,betilîln,tuirsigh
1011,müde werden::V,qerimîn,tuirsigh
1012,einschlafen::V,razan,tit ina chodladh
1013,schlafen::V,razan,codail
1014,schlafen::V,razandin,codail
1015,aufwachen::V,şiyarbûn,múscail
1016,aufstehen::V,rabûn,éirigh
1017,sich erholen::V,baş bûn,lig scíth
1018,krank werden::V,nexweş kêt,éirigh tinn
1019,krank sein::V,nexweş bû,tá tinn
1020,schmerzen::V,êşandin,tá pian i
1021,husten::V,kuxin,déan casacht
1022,genesen::V,baş bûn,téarnaigh
1023,sterben::V,mirin,éag
1024,sterben::V,mirin,faigh bás
1025,umkommen::V,mirin,caill
1026,sich bewegen::V,leqîn,bog
1027,sich bewegen::V,leqîn,gluais
1028,sich rühren::V,leqîn,corraigh
1029,sich erheben::V,rabûn,seas suas
1030,sich setzen::V,runiştin,suigh
1031,hinfallen::V,kêtin,tit
1032,laufen::V,meşîn,siúil
1033,schreiten::V,meşkirin,siúil
1034,spazierengehen::V,gerandin,téigh ag spaisteoireacht
1035,eilen::V,lezandin,deifrigh
1036,eilen::V,lezandin,brostaigh
1037,sich beeilen::V,zûkirin,deifrigh
1038,sich beeilen::V,zûkirin,déan deifir
1039,sausen::V,fîzîn,luathaigh
1040,rennen::V,baz dan,rith
1041,springen::V,hilpekîn,léim
1042,klettern::V,hilperikîn,dreap
1043,schaukeln::V,lorandin,téigh ar an maide corrach
1044,kriechen::V,xuşandin,snámh
1045,schwimmen::V,avjenîn,snámh
1046,tauchen::V,qutxuyardin,tum
1047,tauchen::V,noqîn,tum
1048,rudern::V,qaîq ajotin,iomair
1049,rudern::V,qaîq ajotin,rámhaigh
1050,fahren::V,ajotin,tiomáin
1051,fliegen::V,firîn,eitil
1052,gehen::V,çûn,téigh
1053,weggehen::V,çûn,imigh
1054,abfahren::V,çûyin,imigh
1055,anhalten::V,rawestîn,stad
1056,hineingehen::V,ketin hundir,téigh isteach
1057,eintreten::V,têketin,téigh isteach
1058,kommen::V,hatin,tar
1059,ankommen::V,gihan,tar
1060,ankommen::V,gihîştin,tar
1061,zurückkommen::V,vegerandin,fill
1062,bleiben::V,sekinîn,fan
1063,warten::V,payîn,fan
1064,erwarten::V,payîn,tá ag súil le
1065,erwarten::V,payîn,tá ag dréim le
1066,suchen::V,lêgerîn,lorg
1067,finden::V,peyda kirin,faigh
1068,finden::V,peyda kirin,aimsigh
1069,versuchen::V,çeribandin,triail
1070,vorbereiten::V,amade kirin,réitigh
1071,lieben::V,hez kirin,gráigh
1072,mögen::V,dil kirin,taitin le
1073,mögen::V,dil kirin,is maith le
1074,lachen::V,kenîn,gáir
1075,rühren::V,hêjan,téigh i bhfeidhm ar
1076,weinen::V,girîn,goil
1077,weinen::V,girîn,caoin
1078,schimpfen::V,pevçûn,tá ag clamhsán
1079,sich ärgern::V,enirîn,tá corraithe
1080,sich fürchten::V,tirsîn,tá eagla ar
1081,fürchten::V,tirsin,tá eagla ar
1082,fliehen::V,bazdan,teith
1083,flüchten::V,revîn,éalaigh
1084,sehen::V,dîtin,feic
1085,anschauen::V,sêr kirin,dearc
1086,anschauen::V,sêr kirin,féach ar
1087,ansehen::V,hesibandin,breathnaigh
1088,hören::V,guhdar jirin,cluin
1089,zuhören::V,guhdarî kirin,éist
1090,probieren::V,tehm kirin,bliais
1091,riechen::V,bihn kirin,bolaigh
1092,fühlen::V,hîs kirin,braith
1093,fühlen::V,hîs kirin,mothaigh
1094,scheinen::V,xoyer kir,tá an chuma ar
1095,zu sehen sein::V,diyar bûn,tá le feiceáil
1096,vernehmen::V,bihîstin,clois
1097,frieren::V,qerişîn,tá fuar
1098,tun::V,kirin,déan
1099,können::V,karin,féad
1100,können::V,karin,is féidir le
1101,wollen::V,xwestîn,tá ag iarraidh
1102,anfangen::V,dest pêkirin,tosaigh
1103,anfangen::V,dest pêkirin,cuir tús le
1104,beenden::V,xelas kirin,críochnaigh
1105,beenden::V,xelas kirin,cuir deireadh le
1106,aufhören::V,xelas kirin,stad
1107,gelingen::V,çe bûn,éirigh le
1108,geraten::V,qewîmîn,tá deireadh ar
1109,öffnen::V,vekirin,oscail
1110,schließen::V,girtin,dún
1111,schließen::V,girtin,iaigh
1112,stellen::V,danîn,cuir
1113,setzen::V,rûniştin,cuir
1114,setzen::V,rûniştin,socraigh
1115,legen::V,danîn,cuir
1116,legen::V,razandin,cuir
1117,berühren::V,lêketin,teagmhaigh le
1118,verbinden::V,anîn pê,ceangail
1119,bedecken::V,sergirtin,clúdaigh
1120,bedecken::V,sergirtin,cumhdaigh
1121,aufhängen::V,aliqandin,croch
1122,anzünden::V,pêxistin,las
1123,anzünden::V,pêxistin,adhain
1124,aufheben::V,hildan,tóg
1125,aufheben::V,hildan,ardaigh
1126,zurücklassen::V,hiştin,fág
1127,zurücklassen::V,vehiştin,fág
1128,verlieren::V,wendakirin,caill
1129,fallen lassen::V,xistin bixe,lig uait
1130,fallen lassen::V,xistin bixe,caith uait
1131,fallen lassen::V,xistin,lig uait
1132,fallen lassen::V,xistin,caith uait
1133,machen::V,kirin,déan
1134,machen::V,kirin,réitigh
1135,machen::V,çêkirin,déan
1136,machen::V,çêkirin,réitigh
1137,herstellen::V,çê kirin,táirg
1138,herstellen::V,peyda kirin,táirg
1139,bauen::V,lêkirin,tóg
1140,reparieren::V,veherînerîn,deisigh
1141,verbessern::V,sererastkirin,feabhsaigh
1142,ändern::V,degiş kirin,athraigh
1143,graben::V,kolandin,tochail
1144,beugen::V,tewîn,crom
1145,beugen::V,xwar kirin,crom
1146,biegen::V,tewandin,lúb
1147,biegen::V,xwarkirin,lúb
1148,drehen::V,fitilandin,cas
1149,wenden::V,zivîrin,tiontaigh
1150,umdrehen::V,vegerandin,iompaigh
1151,umdrehen::V,vegerandin,tiontaigh
1152,heben::V,hildan,ardaigh
1153,hochheben::V,hildan,tóg
1154,ergreifen::V,dest avêtin,beir ar
1155,halten::V,hîştin,coimeád
1156,halten::V,hîştin,coinnigh
1157,halten::V,sekinîn,coimeád
1158,halten::V,sekinîn,coinnigh
1159,drücken::V,pêl kirin,brúigh
1160,schieben::V,damdan,brúigh
1161,kratzen::V,xurandin,scríob
1162,lecken::V,alastin,ligh
1163,lecken::V,alastin,leadhb
1164,beißen::V,gez kirin,bain greim as
1165,abreißen::V,hilşandin,stróic
1166,abreißen::V,hilşandin,tarraing
1167,abschneiden::V,jêkirin,scoith
1168,binden::V,girêdan,ceangail
1169,stecken::V,têxistin,sáigh
1170,brechen::V,şikandin,bris
1171,klopfen::V,kutandin,cnag
1172,hauen::V,li dan,buail
1173,kleben::V,zeliqîn,gliúáil
1174,kleben::V,şirêz kirin,gliúáil
1175,reiben::V,firikandin,cuimil
1176,streichen::V,bax dan,leath
1177,schleifen::V,çarkirin,líomh
1178,schneiden::V,jêkirin,gearr
1179,rütteln::V,hejandin,croith
1180,schütteln::V,daweşîn,croith
1181,schwenken::V,têwdan,luasc
1182,schütten::V,rijandin,doirt
1183,füllen::V,dagirtin,líon
1184,einwickeln::V,pêçandin,cuach
1185,einwickeln::V,pêçandin,clúdaigh
1186,tragen::V,kişandin,iompair
1187,tragen::V,rajtin,iompair
1188,schleppen::V,kişandin,tarraing
1189,ziehen::V,kişandin,tarraing
1190,aufbewahren::V,hilandin,coinnigh
1191,werfen::V,avêtin,caith
1192,fangen::V,sem kirin,ceap
1193,fangen::V,girtin,ceap
1194,packen::V,pê girtin,beir ar
1195,verstecken::V,hîlanin,folaigh
1196,verstecken::V,hîlanin,cuir i bhfolach
1197,teilen::V,parvekirin,roinn
1198,schicken::V,şandin,seol
1199,bringen::V,anîn,beir
1200,bringen::V,anîn,tabhair
1201,bringen::V,birin,beir
1202,bringen::V,birin,tabhair
1203,hinzufügen::V,dan ser,cuir le
1204,hinzufügen::V,li tiştekî zêde kirin,cuir le
1205,bekommen::V,standin,faigh
1206,erhalten::V,standin,faigh
1207,nehmen::V,girtin,tóg
1208,nehmen::V,girtin,glac
1209,wählen::V,ray dan,pioc
1210,wählen::V,ray dan,roghnaigh
1211,auswählen::V,bijartin,roghnaigh
1212,bewahren::V,rê li ber girtin,caomhnaigh
1213,bewahren::V,lê xwedî derketin,caomhnaigh
1214,behindern::V,bara wi,cuir bac ar
1215,verderben::V,heram bûn,mill
1216,beschädigen::V,xerab kirin,loit
1217,beschädigen::V,xerab kirin,déan damáiste do
1218,zerbrechen::V,şikênandin,bris
1219,zerbrechen::V,perçe kirin,bris
1220,zerreißen::V,qelişandin,stiall
1221,zerstören::V,hilşandin,mill
1222,zerstören::V,hilşandin,scrios
1223,verbrennen::V,şewitandin,las
1224,verbrennen::V,şewitandin,dóigh
1225,geben::V,dan,tabhair
1226,geben::V,dayin,tabhair
1227,reichen::V,besbûn,sín
1228,reichen::V,besbûn,cuir
1229,reichen::V,têrkirin,sín
1230,reichen::V,têrkirin,cuir
1231,schenken::V,diyarî kirin,bronn
1232,schenken::V,diyarî kirin,tabhair
1233,versprechen::V,soz dan,geall
1234,wünschen::V,dil kirin,guigh
1235,loben::V,pesinandin,mol
1236,küssen::V,maçkirin,póg
1237,wiegen::V,lorandin,bog
1238,wiegen::V,lorandin,luasc
1239,wiegen::V,wezinandin,bog
1240,wiegen::V,wezinandin,luasc
1241,zudecken::V,nixumandin,clúdaigh
1242,wecken::V,bixwe hesandin,dúisigh
1243,zeigen::V,şanîdan,taispeáin
1244,führen::V,raber kirin,treoraigh
1245,lehren::V,hîn kirin,múin
1246,lehren::V,hîn kirin,teagasc
1247,unterrichten::V,ders dan,múin
1248,unterrichten::V,ders dan,teagasc
1249,aufziehen::V,mesinkirin,tóg
1250,leiten::V,rêberî kirin,tá i gceannas ar
1251,antreiben::V,bezandin,gríosaigh
1252,lassen::V,berdan,cuir ag
1253,lassen::V,hiştin,cuir ag
1254,einladen::V,dawet kirin,cuir cuireadh ar
1255,vereinigen::V,bi yek kirin,aontaigh
1256,besuchen::V,mêvan bûn,tabhair cuairt ar
1257,treffen::V,rast hatin,cas ar
1258,treffen::V,rast hatin,buail le
1259,sich versammeln::V,li hev çivîn,bailigh
1260,sich versammeln::V,li hev çivîn,cruinnigh
1261,spielen::V,listin,imir
1262,spielen::V,listin,tá ag spraoi
1263,singen::V,stran,can
1264,tanzen::V,reqisîn,rinc
1265,tanzen::V,reqisîn,damhsaigh
1266,sich trennen::V,hew berdan,scar
1267,verlassen::V,tanê hişt,fág
1268,verlassen::V,bêkes,fág
1269,retten::V,rihakirin,tarrtháil
1270,bewachen::V,raçavkirin,cosain
1271,bewachen::V,raçavkirin,gardáil
1272,schützen::V,hemet kirin,cosain
1273,verteidigen::V,paraztin,cosain
1274,sich schlagen::V,li hev bezîn,tá ag bruíon
1275,schießen::V,agir kirin,caith
1276,schießen::V,agir kirin,scaoil
1277,siegen::V,biser ketin,bain
1278,siegen::V,biser ketin,buaigh
1279,ärgern::V,xeyirandin,cuir isteach ar
1280,schlagen::V,lêdan,buail
1281,schlagen::V,lêxistin,buail
1282,treten::V,têlekirin,ciceáil
1283,stechen::V,têrekirin,sáigh
1284,stoßen::V,lêketin,brúigh
1285,stoßen::V,lêketin,soncáil
1286,stehlen::V,dizîn,goid
1287,stehlen::V,dizî birin,goid
1288,stören::V,aciz kirin,cuir isteach ar
1289,belästigen::V,li tela yeki ketin,cuir as do
1290,verbergen::V,veşartin,ceil
1291,verbergen::V,kemîndanîn,ceil
1292,täuschen::V,xapandin,cuir dallamullóg ar
1293,täuschen::V,lê zexeli kirin,cuir dallamullóg ar
1294,betrügen::V,xapandin,déan calaois ar
1295,töten::V,kûştin,maraigh
1296,wohnen::V,rûniştin,cuir faoi
1297,wohnen::V,rûniştin,tá ina chónaí
1298,arbeiten::V,kar kirin,oibrigh
1299,arbeiten::V,şêxulin,oibrigh
1300,sammeln::V,komkirin,bailigh
1301,sammeln::V,komkirin,cruinnigh
1302,pflücken::V,çinîn,pioc
1303,jagen::V,nêçîr kirin,seilg
1304,fischen::V,masî girtin,iasc
1305,fassen::V,pê girtin,beir ar
1306,fassen::V,sêm kirin,beir ar
1307,hüten::V,hei jê man,aoirigh
1308,treiben::V,bêherandin,seol
1309,treiben::V,bêherandin,tiomáin
1310,anbinden::V,tewilandin,ceangail
1311,füttern::V,xwarine dan lê,cothaigh
1312,füttern::V,xwarine dan lê,beathaigh
1313,melken::V,dotin,bligh
1314,melken::V,dotin,crúigh
1315,hacken::V,kolandin,gearr
1316,gießen::V,av dan,uiscigh
1317,reifen::V,kemilîn,aibigh
1318,zubereiten::V,çe kirin,cócaráil
1319,kochen::V,xwarin çe kirin,bruith
1320,kochen::V,xwarin çe kirin,beirigh
1321,kochen::V,kelandin,bruith
1322,kochen::V,kelandin,beirigh
1323,backen::V,pijandin,bácáil
1324,braten::V,qelandin,róst
1325,braten::V,qelandin,frioch
1326,braten::V,sor kirin,róst
1327,braten::V,sor kirin,frioch
1328,umrühren::V,têvdan,measc
1329,stricken::V,hûnan,cniotáil
1330,nähen::V,kêl kirin,fuaigh
1331,färben::V,boyax kirin,dathaigh
1332,reinigen::V,paqijkirin,glan
1333,waschen::V,şuştin,nigh
1334,abwischen::V,pakîj kirin,glan
1335,spülen::V,şuştin,sruthlaigh
1336,fegen::V,maliştin,scuab
1337,kehren::V,maliştin,scuab
1338,baden::V,serîşûştin,folc
1339,sich waschen::V,serîşûştin,nigh é féin
1340,ausziehen::V,jê kirin,bain de
1341,anziehen::V,pê kirin,cuir ar
1342,sich anziehen::V,xwe kirin,gléas é féin
1343,kämmen::V,şeh kirin,cíor
1344,schmücken::V,xemilandin,maisigh
1345,sagen::V,gotin,abair
1346,sagen::V,peyivîn,abair
1347,sprechen::V,peyivîn,labhair
1348,reden::V,axaftin,caintigh
1349,sich unterhalten::V,hev biştaxilin,caintigh
1350,sich unterhalten::V,hev biştaxilin,tá ag comhrá
1351,fragen::V,pirsîn,fiafraigh
1352,fragen::V,pirsîn,cuir ceist
1353,fragen::V,pirs kirin,fiafraigh
1354,fragen::V,pirs kirin,cuir ceist
1355,bitten::V,tika kirin,iarr
1356,erzählen::V,behs kirin,inis
1357,erzählen::V,behs kirin,eachtraigh
1358,mitteilen::V,vegotin,aithris
1359,mitteilen::V,vegotin,cuir in iúl
1360,nennen::V,bi nav kirin,ainmnigh
1361,rufen::V,bakirin,glaoigh
1362,prahlen::V,pesnê xwe dan,maígh
1363,übersetzen::V,qulibandin,aistrigh
1364,übersetzen::V,derbas kirin,aistrigh
1365,denken::V,fikirîn,síl
1366,denken::V,fikirîn,ceap
1367,glauben::V,bawer bûn,creid
1368,bemerken::V,bala xwe dan,tabhair faoi deara
1369,bemerken::V,çac lê ketin,tabhair faoi deara
1370,erkennen::V,pêhesîn,aithin
1371,begreifen::V,fêmkirin,tuig
1372,verstehen::V,fêmkirin,tuig
1373,lernen::V,halmandin,foghlaim
1374,lernen::V,fêrbun,foghlaim
1375,wissen::V,zanîn,tá a fhios ag
1376,sich erinnern an::V,bir bûn,cuimhnigh ar
1377,sich erinnern an::V,bir bûn,is cuimhne ar
1378,vergessen::V,ji bir kirin,dearmad
1379,messen::V,pê kanîn,tomhais
1380,zählen::V,hejmardin,cuntais
1381,rechnen::V,hesibandin,ríomh
1382,rechnen::V,hesibandin,áirigh
1383,lesen::V,xwendin,léigh
1384,malen::V,rengandin,péinteáil
1385,malen::V,boyax kirin,péinteáil
1386,zeichnen::V,işaret kirin,línigh
1387,zeichnen::V,işaret kirin,tarraing
1388,schreiben::V,nivîsandin,scríobh
1389,besitzen::V,hebûn,is le
1390,kaufen::V,kirîn,ceannaigh
1391,verkaufen::V,firotin,díol
1392,bezahlen::V,pere dan,íoc as
1393,zahlen::V,pere dan,íoc
1394,zahlen::V,dayin,íoc
1395,beherrschen::V,zebt kirin,rialaigh
1396,beherrschen::V,hukim kirin,rialaigh
1397,ertragen::V,bihêzkirin,seas
1398,ertragen::V,bihêzkirin,fulaing
1399,ertragen::V,bihêzkirin,foighnigh
