,Concept_ID,hi,ml
163,Sumpf::N,दलदल,ചതുപ്പുനിലം
164,Sumpf::N,धँसान,ചതുപ്പുനിലം
165,Moor::N,झाबर,പാഴ്നിലം
166,Moor::N,धँसान,പാഴ്നിലം
167,Wiese::N,घास-स्थल,പുൽത്തകിടി
168,Wald::N,जंगल,വനം
169,Wald::N,जंगल,കാട്
170,Hügel::N,टीला,കുന്ന്
171,Hügel::N,पहाड़,കുന്ന്
172,Anhöhe::N,टीला,ഉയർന്ന ഭൂമി
173,Anhöhe::N,पहाड़ी,ഉയർന്ന ഭൂമി
174,Berg::N,पहाड़,പർവ്വതം
175,Gipfel::N,शिखर,ഉച്ചകോടി
176,Höhle::N,गुहा,ഗുഹ
177,Höhle::N,गुफ़ा,ഗുഹ
178,Abhang::N,ढाल,ചരിവ്
179,Abhang::N,ढलान,ചരിവ്
180,Quelle::N,चश्मा,ഉറവിടം
181,Bach::N,सोता,അരുവി
182,Bach::N,नदिका,അരുവി
183,Fluss::N,नदी,നദി
184,Fluss::N,सरिता,നദി
185,Ufer::N,तट,തീരം
186,Ufer::N,किनारा,തീരം
187,Küste::N,समुद्र-तट,കടൽത്തീരം
188,Festland::N,महाद्वीप,കര
189,Meer::N,सागर,കടൽ
190,Meer::N,समुद्र,കടൽ
191,Bucht::N,खाड़ी,ഉൾക്കടല്
192,Insel::N,टापू,ദ്വീപ്
193,Insel::N,द्वीप,ദ്വീപ്
194,Blume::N,फूल,പൂവ്
195,Blume::N,पुष्प,പൂവ്
196,Gras::N,घास,പുല്ല്
197,Wurzel::N,मूल,വേര്
198,Baum::N,पेड़,മരം
199,Baum::N,वृक्ष,മരം
200,Stamm::N,धड़,തായ്ത്തടി
201,Rinde::N,छाल,പട്ട
202,Rinde::N,वल्कल,പട്ട
203,Ast::N,डाल,ശാഖ
204,Ast::N,शाखा,ശാഖ
205,Zweig::N,टहनी,ശാഖ
206,Blatt::N,पत्र,ഇല
207,Blatt::N,पत्ता,ഇല
208,Birke::N,भूर्ज,പൂവരശ്
209,Kiefer[Baum]::N,पाइन-वृक्ष,പൈൻമരം
210,Weide[Baum]::N,बेंत,വില്ലോ
211,Tanne::N,फ़र,ദേവദാരു
212,Horn::N,सींग,മൃഗത്തിൻറെ കൊമ്പ്
213,Horn::N,विषाण,മൃഗത്തിൻറെ കൊമ്പ്
214,Feder::N,पर,തൂവൽ
215,Feder::N,पंख,തൂവൽ
216,Fell::N,खाल,മൃദുരോമം
217,Fell::N,पशु-चर्म,മൃദുരോമം
218,Flügel::N,पंख,ചിറക്
219,Flügel::N,डैना,ചിറക്
220,Klaue::N,पंजा,നഖം
221,Kralle::N,पंजा,നഖം
222,Kralle::N,नाख़ून,നഖം
223,Schwanz::N,पूँछ,വാൽ
224,Ei::N,अंडा,മുട്ട
225,Nest::N,नीड़,കൂട്
226,Nest::N,घोंसला,കൂട്
227,Bau::N,बिल,മാളം
228,Bau::N,माँद,മാളം
229,Tier::N,पशु,മൃഗം
230,Tier::N,जानवर,മൃഗം
231,Herde::N,गल्ला,കൂട്ടം
232,Kuh::N,गौ,പശു
233,Kuh::N,गाय,പശു
234,Bulle::N,साँड़,കാള
235,Pferd::N,अश्व,കുതിര
236,Pferd::N,घोड़ा,കുതിര
237,Schaf::N,भेड़,ആട്
238,Schwein::N,शूकर,പന്നി
239,Hund::N,श्वान,നായ്
240,Hund::N,कुत्ता,നായ്
241,Katze::N,बिल्ली,പൂച്ച
242,Bär::N,रीछ,കരടി
243,Bär::N,भालू,കരടി
244,Eichhörnchen::N,गिलहरी,അണ്ണാൻ
245,Elch::N,एल्क,കടമാന്
246,Fuchs::N,लोमड़ी,കുറുക്കൻ
247,Hase::N,खरहा,മുയൽ
248,Hase::N,ख़रगोश,മുയൽ
249,Maus::N,मूष,ചുണ്ടലി
250,Maus::N,चूहा,ചുണ്ടലി
251,Wolf::N,वृक,ചെന്നായ
252,Wolf::N,भेड़िया,ചെന്നായ
253,Vogel::N,पक्षी,പക്ഷി
254,Vogel::N,चिड़िया,പക്ഷി
255,Schwarm::N,झुंड,കൂട്ടം
256,Huhn::N,मुर्ग़ी,കോഴി
257,Hahn::N,मुर्ग़ा,പൂവൻകോഴി
258,Gans::N,हंस,അരയന്നം
259,Gans::N,हंसिनी,അരയന്നം
260,Adler::N,उक़ाब,കഴുകൻ
261,Ente::N,बतख़,താറാവ്
262,Ente::N,बत्तक,താറാവ്
263,Eule::N,उल्लू,മൂങ്ങ
264,Kranich::N,सारस,കൊക്ക്
265,Kranich::N,क्रौंंच,കൊക്ക്
266,Krähe::N,काक,കാക്ക
267,Kuckuck::N,कोयल,കുയിൽ
268,Kuckuck::N,कोकिल,കുയിൽ
269,Schwan::N,हंस,അരയന്നം
270,Schwan::N,मराल,അരയന്നം
271,Fisch::N,मछली,മത്സ്യം
272,Fisch::N,मत्स्य,മത്സ്യം
273,Barsch::N,पर्च,ഒരിനം മത്സ്യം
274,Hecht::N,पाइक,ഒരു മത്സ്യം
275,Schlange[Tier]::N,सर्प,പാമ്പ്
276,Wurm::N,कृमि,വിര
277,Wurm::N,कीड़ा,വിര
278,Spinne::N,लूता,ചിലന്തി
279,Spinne::N,मकड़ी,ചിലന്തി
280,Ameise::N,चींटी,ഉറുമ്പ്
281,Laus::N,जूँ,പേന്
282,Mücke::N,डाँस,മശകം
283,Fliege::N,मक्खी,ഈച്ച
284,Fliege::N,मक्षिका,ഈച്ച
285,Schmetterling::N,तितली,ചിത്രശലഭം
286,Beere::N,बेरी,ബെറി
287,Apfel::N,सेब,ആപ്പിൾ
288,Pilz::N,खुंबी,കൂൺ
289,Zwiebel::N,प्याज़,സവാള
290,Saat::N,बीज,വിത്ത്
291,Korn::N,दाना,ധാന്യം
292,Heu::N,मूखी घास,വയ്ക്കോൽ
293,Schale::N,बकला,തൊലി
294,Schale::N,छिलका,തൊലി
295,Grube::N,गड्ढा,കുഴി
296,Falle::N,जाल,കെണി
297,Falle::N,फँदा,കെണി
298,Schlinge::N,फँदा,കുടുക്ക്
299,Spur::N,सुराग़,ചുവട്
300,Spur::N,पद-चिह्न,ചുവട്
301,Asche::N,राख,ചാരം
302,Dreck::N,मैल,അഴുക്ക്
303,Dreck::N,गंदगी,അഴുക്ക്
304,Eisen::N,लोहा,ഇരുമ്പ്
305,Gold::N,सोना,സ്വർണ്ണം
306,Gold::N,स्वर्ण,സ്വർണ്ണം
307,Silber::N,रजत,വെള്ളി
308,Silber::N,चाँदी,വെള്ളി
309,Kohle::N,कोयला,കൽക്കരി
310,Glas::N,काँच,ഗ്ലാസ്
311,Lehm::N,चिकनी मिट्टी,കളിമണ്ണ്
312,Sand::N,रेत,മണൽ
313,Sand::N,बालू,മണൽ
314,Mensch::N,मानव,മനുഷ്യർ
315,Mensch::N,इनसान,മനുഷ്യർ
316,Mensch::N,मनुष्य,മനുഷ്യർ
317,Mann::N,आदमी,പുരുഷൻ
318,Mann::N,पुरुष,പുരുഷൻ
319,Frau::N,औरत,സ്ത്രീ
320,Frau::N,महिला,സ്ത്രീ
321,Frau::N,स्त्री,സ്ത്രീ
322,Kind::N,बाल,കുഞ്ഞ്
323,Kind::N,बच्चा,കുഞ്ഞ്
324,Junge::N,लड़का,ആൺകുട്ടി
325,Mädchen::N,लड़की,പെൺകുട്ടി
326,Mädchen::N,कुमारी,പെൺകുട്ടി
327,Familie::N,परिवार,കുടുംബം
328,Großvater::N,दादा,അപ്പൂപ്പൻ
329,Großmutter::N,नानी,അമ്മുമ്മ
330,Eltern::N,माँ-बाप,മാതാപിതാക്കള്
331,Eltern::N,माता-पिता,മാതാപിതാക്കള്
332,Vater::N,बाप,അച്ഛൻ
333,Vater::N,पिता,അച്ഛൻ
334,Mutter::N,माँ,അമ്മ
335,Mutter::N,माता,അമ്മ
336,Sohn::N,बेटा,മകൻ
337,Sohn::N,पुत्र,മകൻ
338,Tochter::N,बेटी,മകൾ
339,Tochter::N,पुत्री,മകൾ
340,Bruder::N,भाई,ചേട്ടൻ
341,Bruder::N,भाई,അനിയൻ
342,Bruder::N,भ्राता,ചേട്ടൻ
343,Bruder::N,भ्राता,അനിയൻ
344,Schwester::N,बहन,ചേച്ചി
345,Schwester::N,बहन,അനിയത്തി
346,Schwester::N,भगिनी,ചേച്ചി
347,Schwester::N,भगिनी,അനിയത്തി
348,Onkel::N,ताऊ,അമ്മാവൻ
349,Onkel::N,काका,അമ്മാവൻ
350,Tante::N,बूआ,മാമി
351,Tante::N,फूफी,മാമി
352,Tante::N,ख़ाला,മാമി
353,Ehemann::N,पति,ഭർത്താവ്
354,Ehemann::N,शौहर,ഭർത്താവ്
355,Ehefrau::N,बीवी,ഭാര്യ
356,Freude::N,आनंद,ആഹ്ലാദം
357,Freude::N,प्रसन्नता,ആഹ്ലാദം
358,Gelächter::N,हँसी,ചിരിയുടെ ശബ്ദം
359,Gelächter::N,क़हक़हा,ചിരിയുടെ ശബ്ദം
360,Glück::N,आनंद,സന്തോഷം
361,Glück::N,आनंद,സന്തുഷ്ടി
362,Glück::N,ख़ुशी,സന്തോഷം
363,Glück::N,ख़ुशी,സന്തുഷ്ടി
364,Kummer::N,शोक,ശോകം
365,Kummer::N,दुःख,ശോകം
366,Wunsch::N,इच्छा,ആഗ്രഹം
367,Wunsch::N,अभिलाषा,ആഗ്രഹം
368,Lust::N,चाह,ആഗ്രഹം
369,Lust::N,कामना,ആഗ്രഹം
370,Geist::N,जान,ചുറുചുറുക്ക്
371,Geist::N,प्राण,ചുറുചുറുക്ക്
372,Gedanke::N,विचार,ചിന്ത
373,Gedächtnis::N,याददाश्त,ഓർമ്മശക്തി
374,Gedächtnis::N,स्मरण-शक्ति,ഓർമ്മശക്തി
375,Verstand::N,समझ,മനസ്സ്
376,Verstand::N,अक़्ल,മനസ്സ്
377,Verstand::N,बुद्धि,മനസ്സ്
378,Sinn::N,अर्थ,അർത്ഥം
379,Grund::N,वजह,കാരണം
380,Grund::N,कारण,കാരണം
381,Wahrheit::N,सत्य,സത്യം
382,Wahrheit::N,सच्चाई,സത്യം
383,Gespräch::N,चर्चा,സല്ലാപം
384,Gespräch::N,वार्ता,സല്ലാപം
385,Gespräch::N,बात-चीत,സല്ലാപം
386,Märchen::N,क़िस्सा,യക്ഷിക്കഥ
387,Erzählung::N,कथा,കഥ
388,Erzählung::N,कहानी,കഥ
389,Nachricht::N,सूचना,സന്ദേശം
390,Nachricht::N,समाचार,സന്ദേശം
391,Neuigkeit::N,ख़बर,വാർത്ത
392,Neuigkeit::N,समाचार,വാർത്ത
393,Name::N,नाम,പേര്
394,Rätsel::N,पहेली,പ്രഹേളിക
395,Rede::N,वचन,സംസാരം
396,Rede::N,भाषण,സംസാരം
397,Sprache::N,भाषा,ഭാഷ
398,Sprache::N,ज़बान,ഭാഷ
399,Stimme::N,स्वर,സ്വരം
400,Stimme::N,आवाज़,സ്വരം
401,Wort::N,शब्द,വാക്ക്
402,Wort::N,लफ़्ज़,വാക്ക്
403,Zeichen::N,निशान,സംജ്ഞ
404,Ruf::N,पुकार,വിളി
405,Ruf::N,आह्वान,വിളി
406,Lärm::N,शोर,ആരവം
407,Lärm::N,हुल्लड़,ആരവം
408,Laut::N,स्वर,ശബ്ദം
409,Laut::N,ध्वनि,ശബ്ദം
410,Ton::N,सुर,സ്വരഭേദം
411,Ton::N,स्वर,സ്വരഭേദം
412,Lied::N,गीत,പാട്ട്
413,Ruhe::N,आराम,നിശ്ചലത
414,Ruhe::N,ख़ामोशी,നിശ്ചലത
415,Leute::N,लोग,ജനങ്ങൾ
416,Volk::N,क़ौम,രാഷ്ടം
417,Volk::N,प्रजा,രാഷ്ടം
418,Arbeit::N,काम,ജോലി
419,Gast::N,अतिथि,അതിലി
420,Gast::N,मेहमान,അതിലി
421,Geschenk::N,उपहार,സമ്മാനം
422,Geschenk::N,तोहफ़ा,സമ്മാനം
423,Spiel::N,खेल,കളി
424,Spiel::N,क्रीड़ा,കളി
425,Gesellschaft::N,साथ,കൂട്ടായ്മ
426,Hilfe::N,मदद,സഹായം
427,Hilfe::N,सहायता,സഹായം
428,Freund::N,मित्र,സുഹൃത്ത്
429,Kamerad::N,साथी,കൂട്ടാളി
430,Kamerad::N,कामरेड,കൂട്ടാളി
431,Angelegenheit::N,बात,കാര്യം
432,Angelegenheit::N,मामला,കാര്യം
433,Anzahl::N,तादाद,എണ്ണം
434,Anzahl::N,संख्या,എണ്ണം
435,Art::N,तरह,തരം
436,Art::N,क़िस्म,തരം
437,Stück::N,फाँक,കഷണം
438,Stück::N,टुकड़ा,കഷണം
439,Teil::N,भाग,ഭാഗം
440,Teil::N,हिस्सा,ഭാഗം
441,Hälfte::N,अर्धभाग,പകുതി
442,Kreis::N,चक्कर,വൃത്തം
443,Kreuz::N,सलीब,കുരിശടയാളം
444,Kreuz::N,क्रूस,കുരിശടയാളം
445,Linie::N,लाइन,വര
446,Linie::N,लाइन,രേഖ
447,Strich::N,लकीर,പക്ഷാഘാതം
448,Abstand::N,अंतर,വിടവ്
449,Abstand::N,फ़ासला,വിടവ്
450,Entfernung::N,दूरी,അകലം
451,Entfernung::N,फ़ासला,അകലം
452,Gegend::N,इलाक़ा,പ്രദേശം
453,Platz::N,जगह,ഇടം
454,Platz::N,स्थान,ഇടം
455,Ort::N,स्थल,സ്ഥലം
456,Ort::N,स्थान,സ്ഥലം
457,Seite::N,ओर,വശം
458,Seite::N,तरफ़,വശം
459,Mitte::N,बीच,മധ്യസ്ഥാനം
460,Mitte::N,मध्य,മധ്യസ്ഥാനം
461,Gegenstand::N,चीज़,സാധനം
462,Gegenstand::N,पदार्थ,സാധനം
463,Sache::N,चीज़,വസ്തു
464,Sache::N,वस्तु,വസ്തു
465,Rand::N,छोर,തൊങ്ങൽ
466,Rand::N,उपांत,തൊങ്ങൽ
467,Kante::N,कोर,അറ്റം
468,Kante::N,किनारा,അറ്റം
469,Ecke::N,कोना,മൂല
470,Ecke::N,नुक्कड़,മൂല
471,Spitze::N,नोक,അഗ്രം
472,Ende::N,छोर,അവസാനം
473,Ende::N,सिरा,അവസാനം
474,Loch::N,छेद,ദ്വാരം
475,Loch::N,सूराख़,ദ്വാരം
476,Winkel::N,कोण,കോൺ
477,Winkel::N,कोना,കോൺ
478,Muster::N,नमूना,ക്രമം
479,Muster::N,डिज़ाइन,ക്രമം
480,Größe::N,परिमाण,വലുപ്പം
481,Größe::N,विस्तार,വലുപ്പം
482,Länge::N,लंबाई,നീളം
483,Höhe::N,ऊँचाई,ഉയരം
484,Höhe::N,उच्चता,ഉയരം
485,Gewicht::N,भार,കട്ടി
486,Gewicht::N,वज़न,കട്ടി
487,Menge::N,मात्रा,അളവ്
488,Haufen::N,ढेर,കൂമ്പാരം
489,Haufen::N,अंबार,കൂമ്പാരം
490,Reihe::N,क़तार,വരി
491,Reihe::N,पंक्ति,വരി
492,Boot::N,नाव,ബോട്ട്
493,Boot::N,नौका,ബോട്ട്
494,Ruder::N,चप्पू,പങ്കായം
495,Schlitten::N,बर्फ़-गाड़ी,ഉരുളില്ലാവണ്ടി
496,Ski::N,स्की,ഹിമപാദുകം
497,Lagerfeuer::N,अलाव,തീ
498,Lagerfeuer::N,कैंप-फ़ायर,തീ
499,Last::N,भार,ഭാരം
500,Gang::N,चाल,നടത്തം
501,Schritt::N,डग,ചുവട്
502,Schritt::N,क़दम,ചുവട്
503,Norden::N,उत्तर,വടക്ക്
504,Süden::N,दक्खिन,തെക്ക്
505,Westen::N,पश्चिम,പടിഞ്ഞാറ്
506,Osten::N,पूरब,കിഴക്ക്
507,Holz::N,काठ,തടി
508,Holz::N,काष्ठ,തടി
509,Brett::N,पटरा,ബോർഡ്
510,Brett::N,तख़्ता,ബോർഡ്
511,Platte::N,फलक,തകിട്
512,Platte::N,तख़्ता,തകിട്
513,Stütze::N,टेक,താങ്ങ്
514,Stütze::N,थूनी,താങ്ങ്
515,Stange::N,छड़,കമ്പ്
516,Stange::N,बाँस,കമ്പ്
517,Stock::N,लाठी,വടി
518,Stab::N,लग्गा,കുറുവടി
519,Rohr::N,नल,കുഴൽ
520,Haus::N,घर,വീട്
521,Haus::N,मकान,വീട്
522,Heim::N,घर,വീട്
523,Heim::N,गृह,വീട്
524,Ofen::N,चूल्हा,സ്റ്റൌ
525,Fußboden::N,फ़र्श,തറ
526,Tisch::N,मेज़,മേശ
527,Stuhl::N,कुरसी,കസേര
528,Wiege::N,पालना,തൊട്ടിൽ
529,Wiege::N,हिंडोला,തൊട്ടിൽ
530,Bett::N,खाट,കിടക്ക
531,Bett::N,पलंग,കിടക്ക
532,Regal::N,शेल्फ़,ഷെൽഫ്
533,Kiste::N,पेटी,പെട്ടി
534,Kiste::N,डिब्बा,പെട്ടി
535,Fenster::N,खिड़की,ജനൽ
536,Tür::N,द्वार,വാതിൽ
537,Tür::N,दरवाज़ा,വാതിൽ
538,Tor::N,फाटक,കവാടം
539,Zaun::N,बाड़ा,വേലി
540,Dach::N,छत,മേൽക്കുര
541,Dach::N,छप्पर,മേൽക്കുര
542,Leiter::N,सीढ़ी,ഏണി
543,Besen::N,झाड़ू,ചൂല്
544,Besen::N,बुहारी,ചൂല്
545,Spaten::N,कुदाल,തൂമ്പ
546,Schaufel::N,बेलचा,തൂമ്പ
547,Schaufel::N,फावड़ा,തൂമ്പ
548,Gabel::N,काँटा,മുൾക്കത്തി
549,Löffel::N,चम्मच,സ്പൂൺ
550,Messer::N,छुरा,കത്തി
551,Messer::N,चाक़ू,കത്തി
552,Nagel::N,कील,ആണി
553,Nagel::N,मेख़,ആണി
554,Netz::N,जाल,വല
555,Haken::N,अंकुश,കൊളുത്ത്
556,Griff::N,मूठ,കൈപ്പിടി
557,Griff::N,हत्था,കൈപ്പിടി
558,Schloss::N,ताला,പൂട്ട്
559,Bild::N,चित्र,ചിത്രം
560,Figur::N,मूर्ति,കണക്ക്
561,Puppe::N,पुतली,പാവ
562,Puppe::N,गुड़िया,പാവ
563,Beutel::N,झोला,ബാഗ്
564,Bündel::N,पुलिंदा,കെട്ട്
565,Tasche::N,बेग,ബാഗ്
566,Tasche::N,बस्ता,ബാഗ്
567,Eimer::N,बाल्टी,ബക്കറ്റ്
568,Deckel::N,ढक्कन,ഉറ
569,Geschirr::N,बरतन-भाँड़े,പിഞ്ഞാണം
570,Sack::N,बोरा,ചാക്ക്
571,Tasse::N,प्याला,കപ്പ്
572,Topf::N,देग़चा,പാത്രം
573,Kessel::N,देग़,കെറ്റ്ല്
574,Kessel::N,बटलोई,കെറ്റ്ല്
575,Essen::N,खाना,ആഹാരസമയം
576,Nahrung::N,भोजन,ഭക്ഷണം
577,Speise::N,खाना,ഡിഷ്
578,Speise::N,व्यंजन,ഡിഷ്
579,Fleisch::N,मांस,മാംസം
580,Fleisch::N,गोश्त,മാംസം
581,Getreide::N,अनाज,ചോളം
582,Brei::N,भरता,കഞ്ഞി
583,Brei::N,दलिया,കഞ്ഞി
584,Brot::N,रोटी,റോട്ടി
585,Scheibe::N,कतला,തുണ്ട്
586,Fett::N,वसा,കൊഴുപ്പ്
587,Fett::N,चरबी,കൊഴുപ്പ്
588,Butter::N,मक्खन,വെണ്ണ
589,Öl::N,तेल,എണ്ണ
590,Salz::N,नमक,ഉപ്പ്
591,Suppe::N,सूप,സൂപ്പ്
592,Suppe::N,शोरबा,സൂപ്പ്
593,Honig::N,शहद,തേൻ
594,Milch::N,दूध,പാൽ
595,Tee::N,चाय,ചായ
596,Leder::N,चमड़ा,തുകൽ
597,Wolle::N,ऊन,കമ്പിളി
598,Stoff::N,कपड़ा,തുണി
599,Nadel::N,सूई,സൂചി
600,Faden::N,डोरा,നൂല്
601,Knopf::N,बटन,ബട്ടൺ
602,Knopf::N,घुंडी,ബട്ടൺ
603,Knoten::N,गाँठ,കുരുക്ക്
604,Knoten::N,गुत्थी,കുരുക്ക്
605,Farbe::N,रंग,പെയിൻറ്
606,Farbe::N,वर्ण,പെയിൻറ്
607,Kleidung::N,पहनावा,വസ്ത്രങ്ങൾ
608,Hemd::N,कुरता,ഷർട്ട്
609,Hemd::N,क़मीज़,ഷർട്ട്
610,Kragen::N,गरदनी,കുപ്പായക്കഴുത്ത്
611,Kragen::N,गरेबान,കുപ്പായക്കഴുത്ത്
612,Ärmel::N,आस्तीन,കുപ്പായക്കൈ
613,Hose::N,पैंट,ട്രൌസർ
614,Hose::N,पतलून,ട്രൌസർ
615,Gürtel::N,पेटी,ബെൽറ്റ്
616,Gürtel::N,मेखला,ബെൽറ്റ്
617,Mütze::N,टोपी,തൊപ്പി
