,Concept_ID,myv,ta
89,Raureif::N,лекш,உறைபனி வெண்திரை
90,Regenbogen::N,пурьгинечирьке,வானவில்
91,Regenbogen::N,пурьгинеёнкс,வானவில்
92,Donner::N,пурьгине,இடி
93,Strömung::N,чудема,நீரோட்டம்
94,Strömung::N,чудевкс,நீரோட்டம்
95,Tropfen::N,петнявкс,துளி
96,Schaum::N,чов,நுரை
97,Schmutz::N,рудаз,அழுக்கு
98,See::N,эрьке,ஏரி
99,Sumpf::N,чей,சதுப்பு நிலம்
100,Moor::N,чей,முட்புதற்காடு
101,Wiese::N,луга,பசும் புல்தரை
102,Wald::N,вирь,காடு
103,Hügel::N,губорь,குன்று
104,Hügel::N,пандыне,குன்று
105,Anhöhe::N,губорь,பதுக்கை
106,Anhöhe::N,пандыне,பதுக்கை
107,Berg::N,пандо,மலை
108,Gipfel::N,пря,உச்சி மாநாடு
109,Höhle::N,пещера,குகை
110,Abhang::N,пандочама,சரிவு
111,Quelle::N,ушодкс,மூலம்
112,Bach::N,чудикерькс,ஓடை
113,Fluss::N,лей,ஆறு
114,Ufer::N,чире,நீர்க்கரை
115,Küste::N,лейчире,கடற்கரை
116,Festland::N,мода,நிலம்
117,Meer::N,моря,கடல்
118,Bucht::N,усия,சிறுகுடா
119,Insel::N,усия,தீவு
120,Blume::N,цеця,பூ
121,Gras::N,тикше,புல்தரை
122,Wurzel::N,юр,வேர்
123,Wurzel::N,ундокс,வேர்
124,Baum::N,чувто,மரம்
125,Stamm::N,рунго,அடிமரம்
126,Rinde::N,суд,பட்டை
127,Rinde::N,суд,மரப்பட்டை
128,Rinde::N,керь,பட்டை
129,Rinde::N,керь,மரப்பட்டை
130,Ast::N,морго,கினை
131,Zweig::N,тарад,குச்சி
132,Blatt::N,лопа,இலை
133,Birke::N,килей,பிர்ச் மரம்
134,Kiefer[Baum]::N,пиче,தேவதாரு மரம்
135,Weide[Baum]::N,каль,மர வகைகளுள் ஒன்று
136,Tanne::N,куз,சாதிக்கய்
137,Horn::N,сюро,கொம்பு
138,Feder::N,толга,இறகு
139,Fell::N,пона,மென்முடி
140,Flügel::N,сёлмо,இறக்கை
141,Klaue::N,кенже,நகம்
142,Kralle::N,кенже,நகம்
143,Schwanz::N,пуло,வால்
144,Ei::N,ал,முட்டை
145,Nest::N,пизэ,கூடு
146,Bau::N,варя,குகை
147,Bau::N,пизе,குகை
148,Tier::N,ракша,விலங்கு
149,Herde::N,стада,கூட்டம்
150,Kuh::N,скал,பசு
151,Bulle::N,бука,காளை
152,Pferd::N,лишме,குதிரை
153,Schaf::N,реве,செம்மறிஆடு
154,Schwein::N,туво,பன்றி
155,Hund::N,пине,நாய்
156,Hund::N,киска,நாய்
157,Katze::N,псака,பூனை
158,Bär::N,овто,கரடி
159,Eichhörnchen::N,ур,அணில்
160,Elch::N,сярдо,கடம்பை
161,Fuchs::N,ривезь,நரி
162,Hase::N,нумоло,முயல்
163,Maus::N,чеерь,எலி
164,Wolf::N,верьгиз,ஓநாய்
165,Vogel::N,нармунь,பறவை
166,Schwarm::N,полк,தொகுதி
167,Schwarm::N,стада,தொகுதி
168,Huhn::N,сараз,கோழிக்குஞசு
169,Hahn::N,атякш,சேவல்
170,Gans::N,гала,பெண் வாத்து
171,Gans::N,мацей,பெண் வாத்து
172,Adler::N,куцькан,பருநது
173,Adler::N,тумоатякш,பருநது
174,Ente::N,яксярго,வாத்து
175,Eule::N,корж,ஆந்தை
176,Kranich::N,карго,நாரை
177,Krähe::N,варака,காகம்
178,Kuckuck::N,куко,குயில்
179,Schwan::N,локсей,அன்னம்
180,Fisch::N,кал,மீன்
181,Barsch::N,окунь,பேர்ச்
182,Hecht::N,щука,கோலாச்சி மீன்
183,Schlange[Tier]::N,гуй,பாம்பு
184,Wurm::N,сукс,புழு
185,Spinne::N,шанжав,சிலந்தி
186,Ameise::N,коткудав,எறும்பு
187,Laus::N,сий,பேன்
188,Mücke::N,сеське,கொசுவினப்பூச்சி
189,Fliege::N,карво,ஈ
190,Schmetterling::N,нимиляв,வண்ணத்துப்பூச்சி
191,Beere::N,умарь,சதைப்பழம்
192,Apfel::N,умарь,ஆப்பிள பழம்
193,Pilz::N,панго,காளான்
194,Zwiebel::N,чурька,வெங்காயம்
195,Saat::N,видьметь,விதை
196,Korn::N,сюро,தானியம்
197,Heu::N,тикше,வைக்கோல்
198,Schale::N,кедь,தோல்
199,Schale::N,ваткавкс,தோல்
200,Grube::N,латко,குழி
201,Falle::N,тувор,பொறி
202,Falle::N,кундамка,பொறி
203,Schlinge::N,килькш,கண்ணி
204,Spur::N,челькс,சுவடு
205,Spur::N,пильгеки,சுவடு
206,Asche::N,кулов,சாம்பல்
207,Dreck::N,рудаз,அழுக்கு
208,Eisen::N,кшни,இரும்பு
209,Gold::N,сырне,தங்கம்
210,Silber::N,сия,வெள்ளி
211,Kohle::N,сэдь,நிலக்கரி
212,Kohle::N,уголия,நிலக்கரி
213,Glas::N,сулика,கண்ணாடி
214,Lehm::N,сёвонь,களிமண்
215,Sand::N,човар,மணல்
216,Mensch::N,ломань,மனிதர்கள்
217,Mann::N,аля,மனிதன்
218,Mann::N,цёраломань,மனிதன்
219,Frau::N,ава,பெண்
220,Kind::N,эйкакш,குழந்தை
221,Junge::N,цёрыне,பையன்
222,Mädchen::N,тейтерне,சிறுமி
223,Familie::N,семия,குடும்பம்
224,Großvater::N,покштя,தாத்தா
225,Großmutter::N,баба,பாட்டி
226,Eltern::N,тетят-ават,பெற்றோர்
227,Vater::N,тетя,தந்தை
228,Mutter::N,ава,தாய்
229,Sohn::N,цёра,மகன்
230,Tochter::N,тейтерь,மகள்
231,Bruder::N,леля,சகோதரன்
232,Bruder::N,ялакс,சகோதரன்
233,Schwester::N,сазор,அக்கா
234,Onkel::N,леля,தாய் மாமன்
235,Tante::N,патя,அத்தை
236,Ehemann::N,мирде,கணவன்
237,Ehefrau::N,ни,மனைவி
238,Freude::N,кеняркс,கொண்டாட்டம்
239,Gelächter::N,ракамо,சிரிப்பு
240,Gelächter::N,пейдема,சிரிப்பு
241,Glück::N,уцяска,மகிழ்ச்சி
242,Kummer::N,рискс,துயரம்
243,Kummer::N,мелявкс,துயரம்
244,Wunsch::N,мель,விருப்பம்
245,Wunsch::N,бажамо,விருப்பம்
246,Lust::N,бажамо,விருப்பம்
247,Geist::N,ойме,ஆன்மா
248,Gedanke::N,мель,எண்ணம்
249,Gedächtnis::N,мель,ஞாபகம்
250,Verstand::N,прев,மனம்
251,Sinn::N,толк,அர்த்தம்
252,Sinn::N,смысла,அர்த்தம்
253,Grund::N,тувтал,காரணம்
254,Wahrheit::N,видечи,உண்நை
255,Gespräch::N,кортнема,பெசு
256,Märchen::N,ёвкс,நம்பத்தகாத கதை
257,Erzählung::N,ёвтнема,கதை
258,Nachricht::N,куля,செய்தி
259,Neuigkeit::N,куля,செய்தி
260,Name::N,лем,பெயர்
261,Rätsel::N,содамоёвкс,புதிர்
262,Rede::N,кортамо,பேச்சு
263,Sprache::N,кель,மொழி
264,Stimme::N,ваигель,குரல்
265,Wort::N,вал,வார்த்தை
266,Zeichen::N,теште,குறி
267,Ruf::N,тердема,அழைப்பு
268,Lärm::N,шалнома,சத்தம்
269,Laut::N,вайгель,ஒலி
270,Ton::N,гайнема,குரல்
271,Lied::N,моро,பாட்டு
272,Ruhe::N,оймамо,அமைதி
273,Leute::N,ломанть,மக்கள்
274,Volk::N,народ,மக்கள்
275,Arbeit::N,тев,வேலை
276,Gast::N,инже,விருந்தாளி
277,Geschenk::N,казне,பரிசுப் பொருள்
278,Spiel::N,налксема,விளையாட்டு
279,Gesellschaft::N,община,சமுதாயம்
280,Hilfe::N,лездамо,உதவி
281,Freund::N,оя,நண்பன்
282,Freund::N,ялга,நண்பன்
283,Kamerad::N,оя,உடனிருப்பவன்
284,Kamerad::N,ялга,உடனிருப்பவன்
285,Angelegenheit::N,тев,செய்தி
286,Anzahl::N,ламоксчи,எண்ணிக்கை
287,Art::N,вид,வகை
288,Stück::N,пакш,துண்டம்
289,Stück::N,пелькс,துண்டம்
290,Teil::N,часть,பகுதி
291,Teil::N,пелькс,பகுதி
292,Hälfte::N,пель,பாதி
293,Hälfte::N,пелькс,பாதி
294,Kreis::N,кирькс,வட்டம்
295,Kreuz::N,крёст,சிலுவை
296,Linie::N,кикс,கோடு
297,Strich::N,межа,வாத நோய்
298,Abstand::N,ютко,இடைவெளி
299,Entfernung::N,ютко,தூரம்
300,Gegend::N,тарка,வட்டாரம்
301,Gegend::N,пертьпелькс,வட்டாரம்
302,Platz::N,васолкс,வெற்றிடம்
303,Ort::N,тарка,இடம்
304,Seite::N,ён,பக்கம்
305,Seite::N,чире,பக்கம்
306,Mitte::N,куншка,இடைப்பகுதி
307,Gegenstand::N,предмет,உருப்படி
308,Sache::N,тев,பொருள்
309,Sache::N,веща,பொருள்
310,Rand::N,пе,தொங்கு
311,Rand::N,чире,தொங்கு
312,Kante::N,ирдез,விளிம்பு
313,Ecke::N,ужо,மூலை
314,Spitze::N,пряне,முனை
315,Spitze::N,пе,முனை
316,Ende::N,пе,முடிவு
317,Loch::N,варя,துளை
318,Winkel::N,ужо,கோணம்
319,Muster::N,сёрма,பாங்கு
320,Größe::N,сэрь,அளவு
321,Größe::N,покшолма,அளவு
322,Länge::N,кувалмо,நீளம்
323,Höhe::N,сэрь,உயரம்
324,Höhe::N,пандо,உயரம்
325,Gewicht::N,сталмо,எடை
326,Menge::N,лововкс,தொகை
327,Haufen::N,мар,குவியல்
328,Haufen::N,валявкс,குவியல்
329,Reihe::N,ряд,வரிசை
330,Boot::N,венч,படகு
331,Ruder::N,милё,துடுப்பு
332,Schlitten::N,нурдт,சகடையிலா வண்டி
333,Ski::N,сокс,பனிச் சறுக்கல்
334,Lagerfeuer::N,толбандя,மூட்டம்
335,Last::N,сталмо,பாரம்
336,Last::N,кандома,பாரம்
337,Gang::N,молема,நடை
338,Gang::N,якамо,நடை
339,Schritt::N,эскелькс,காலடி
340,Norden::N,якшамо ёнкс,வடக்கு
341,Süden::N,лембе ёнкс,தெற்கு
342,Westen::N,чивалгома,மேற்கு திசை
343,Osten::N,чилисема,கிழக்கு
344,Holz::N,чувто,மரக்கட்டை
345,Brett::N,лаз,பலகை
346,Platte::N,плита,பலகம்
347,Stütze::N,неже,அடைப்புகன்
348,Stange::N,олга,கம்பம்
349,Stock::N,мандо,குச்சி
350,Stab::N,олога,கம்பு
351,Rohr::N,турба,குழாய்
352,Haus::N,кудо,வீடு
353,Heim::N,кудо,வீடு
354,Ofen::N,каштомо,அடுப்பு
355,Fußboden::N,киякс,தரை
356,Tisch::N,столь,மேசை
357,Stuhl::N,стул,நாற்காலி
358,Wiege::N,лавсь,தொட்டில்
359,Wiege::N,нурямот,தொட்டில்
360,Bett::N,ацамо,படுக்கை
361,Regal::N,лався,அலமாரி
362,Regal::N,лавсяланго,அலமாரி
363,Kiste::N,горобия,பெட்டி
364,Kiste::N,сундук,பெட்டி
365,Fenster::N,вальма,சாளரம்
366,Tür::N,кенкш,கதவு
367,Tor::N,ортат,வாசற்கதவு
368,Zaun::N,пирявт,வேலி
369,Zaun::N,пирвякс,வேலி
370,Dach::N,кудопря,கூரை
371,Leiter::N,кузтема,ஏணி
372,Besen::N,тенсть,விளக்குமாறு
373,Spaten::N,койме,மண்வெட்டி
374,Schaufel::N,кече,அடிதண்டா
375,Schaufel::N,келей койме,அடிதண்டா
376,Gabel::N,сянгине,முட்கரண்டி
377,Löffel::N,пенч,கரண்டி
378,Messer::N,пеель,கத்தி
379,Nagel::N,эске,ஆணி
380,Netz::N,алтыма,வலை
381,Haken::N,кечказ,கொக்கி
382,Griff::N,кедне,கைப்பிடி
383,Schloss::N,замок,பூட்டு
384,Schloss::N,панжома,பூட்டு
385,Bild::N,картина,படம்
386,Figur::N,рунго,எண்ணிக்கை
387,Puppe::N,няка,பொம்மை
388,Beutel::N,кескав,பை
389,Bündel::N,керькс,பொதி
390,Tasche::N,юдма,பை
391,Eimer::N,ведра,வாளி
392,Deckel::N,велькс,உறை
393,Geschirr::N,кедьге,பாத்திரம்
394,Sack::N,кескав,பை
395,Tasse::N,чакш,கிண்ணம்
396,Topf::N,кастрюля,பானை
397,Kessel::N,котёл,கெண்டி
398,Essen::N,ярсамо,உணவருந்துதல்
399,Nahrung::N,ярсамопель,உணவு
400,Speise::N,ярсамопель,உணவு வகை
401,Fleisch::N,сывель,இறைச்சி
402,Getreide::N,сюро,மக்காச்சோளம்
403,Brei::N,каша,கஞ்சி
404,Brot::N,кши,ரொட்டி
405,Scheibe::N,кочом,துண்டு
406,Scheibe::N,сускомо,துண்டு
407,Fett::N,куя,கொழுப்பு
408,Butter::N,ой,வெண்ணெய்
409,Öl::N,ой,எண்ணெய்
410,Salz::N,сал,உப்பு
411,Suppe::N,ям,ரசம்
412,Honig::N,медь,தேன்
413,Milch::N,ловсо,பால்
414,Tee::N,чай,தெனீர்
415,Leder::N,киське,பதம் செய்யப்பட்ட தோல்
416,Wolle::N,пона,கம்பளி
417,Stoff::N,коцт,துணி
418,Nadel::N,салмукс,ஊசி
419,Faden::N,суре,நூல்
420,Knopf::N,пов,பொத்தான்
421,Knoten::N,сюлмо,முடிச்சு
422,Farbe::N,артомапель,வண்ணக் குழம்பு
423,Kleidung::N,оршамот,ஆடைகள்
424,Hemd::N,панар,சட்டை
425,Kragen::N,сиве,கழுத்துப் பட்டை
426,Ärmel::N,ожа,சட்டைக்கை
427,Hose::N,понкст,கால்சட்டை
428,Gürtel::N,каркс,பெல்ட்
429,Mütze::N,чапка,தொப்பி
430,Schuh::N,туфля,காலணி
431,Stiefel::N,кем,காலணி
432,Ring::N,суркс,மோதிரம்
433,Band::N,лента,நாடா
434,Kamm::N,сурсеме,கீப்பு
435,Spiegel::N,чавачамо,ஆடி
436,Spiegel::N,чавачамо,கண்ணாடி
437,Riemen::N,кшнань каркс,வார்
438,Schnur::N,пикс,கயிறு
439,Leine::N,ведьме,தோல்வார்
440,Decke::N,вельтямо,போர்வை
441,Kissen::N,тодов,தலையணை
442,Tuch::N,паця,துணி
443,Handtuch::N,нардамо,தண்டு
444,Kraft::N,вий,நிர்பந்தம்
445,Stärke::N,виевчи,பலம்
446,Gesundheit::N,шумбрачи,ஆரோக்கியம்
447,Krankheit::N,орма,நோய்
448,Krankheit::N,сэредема,நோய்
449,Schmerz::N,сэредькс,வலி
450,Wunde::N,керявкс,காயம்
451,Fieber::N,маштыкс,காய்ச்சல்
452,Arznei::N,ормаменькс,மருந்து
453,Brücke::N,сэдь,பாலம்
454,Brücke::N,мадамо,பாலம்
455,Brunnen::N,лисьма,கேணி
456,Weide::N,ракшань ванома тарка,மேய்ச்சல் நிலம்
457,Pfad::N,ян,நடை வழி
458,Weg::N,ки,வழி
459,Straße::N,ки,சாலை
460,Dorf::N,веле,கிராமம்
461,Stadt::N,ош,நகரம்
462,Brief::N,сёрма,கடிதம்
463,Buch::N,книга,புத்தகம்
464,Buchstabe::N,буква,எழத்து
465,Zeitung::N,газета,செய்தித்தாள்
466,Leben::N,эрямо,வாழ்க்கை
467,Tod::N,кулома,மரணம்
468,Grab::N,калмо,சமாதி
469,Kirche::N,церькова,தேவாலயம்
470,Sünde::N,чумочи,பாவம்
471,Gott::N,паз,கடவுள்
472,Arbeiter::N,робочей,தொழிலாளி
473,Chef::N,прявт,மேலாளர்
474,Meister::N,кол тевень тенця,தலைவன்
475,Arzt::N,врач,மருத்துவர்
476,Lehrer::N,учитель,ஆசிரியர்
477,Lehrer::N,тонавтыця,ஆசிரியர்
478,Geld::N,ярмак,பணம்
479,Geschäft::N,ладязь тев,வாணிபம்
480,Laden::N,лавка,கடை
481,Preis::N,питне,விலை
482,Ware::N,миевкс,சாமன்கள்
483,Ware::N,рамавкс,சாமன்கள்
484,Nutzen::N,паро,இலாபம்
485,Nutzen::N,лезэ,இலாபம்
486,Reichtum::N,сюпавчи,சொத்து
487,Welt::N,мир,உலகம்
488,Welt::N,мастор ланго,உலகம்
489,Land::N,мастор,நாடு
490,Staat::N,государства,நாடு
491,König::N,король,அரசன்
492,Macht::N,азорксчи,அதிகாரம்
493,Grenze::N,буен тешкс,எல்லை
494,Krieg::N,война,போர்
495,Feind::N,душман,எதிரி
496,Gewalt::N,нарьгамо,வன்முறை
497,Kampf::N,тюрема,போராட்டம்
498,Bogen[Waffe]::N,нал,வில்
499,Pfeil::N,нал,அம்பு
500,Gewehr::N,ружия,துப்பாக்கி
501,Gewehr::N,винтовка,துப்பாக்கி
502,Fehler::N,ильведькс,தவறு
503,Fehler::N,ильведевкс,தவறு
504,Lüge::N,манчема,பொய்
505,Lüge::N,кенгелема,பொய்
506,Schaden::N,зыян,சேதாரம்
507,Unglück::N,зыян,இடையூறு
508,Schuld::N,чумочи,குற்றம்
509,Alter::N,шка,வயது
510,Schluss::N,пе,முடிவு
511,Zeit::N,шка,காலம்
512,Zeit::N,пинге,காலம்
513,Tag::N,чи,நாள்
514,Morgen::N,валске,காலை நேரம்
515,Mittag::N,чикуншка,மதியம்
516,Abend::N,чокшнэ,மாலைப் பொழுது
517,Nacht::N,ве,இரவு
518,Woche::N,недля,வாரம்
519,Monat::N,ков,மாதம்
520,Jahr::N,ие,வருடம்
521,Frühling::N,тундо,வசந்தம்
522,Sommer::N,кизэ,கோடை
523,Herbst::N,сёксь,இலையுதிர் காலம்
524,Winter::N,теле,குளிர்காலம்
525,Januar::N,якшамков,ஜனவரி
526,Februar::N,февраль,பிபரவரி மாதம்
527,März::N,март,மார்ச் மாதம்
528,April::N,апрель,ஏப்ரல் மாதம்
529,Mai::N,май,மே மாதம்
530,Juni::N,июнь,ஜூன் மாதம்
531,Juli::N,июль,ஜூலை மாதம்
532,August::N,август,ஆகஸ்ட் மாதம்
533,September::N,сентября,செப்டம்பர் மாதம்
534,Oktober::N,октября,அக்டோபர் மாதம்
535,November::N,ноября,நவம்பர் மாதம்
536,Dezember::N,декабря,டிசம்பர்
537,Montag::N,пондельник,திங்கட் கிழமை
538,Dienstag::N,овторник,செவ்வாய்க்கிழமை
539,Mittwoch::N,серёда,புதன் கிழமை
540,Donnerstag::N,цетьверьг,வியாழக் கிழமை
541,Freitag::N,пеця,வெள்ளிக்கிழமை
542,Samstag::N,субута,சனிக்கிழமை
543,Samstag::N,шлямочи,சனிக்கிழமை
544,Sonntag::N,недлячи,ஞாயிறுக் கிழமை
545,groß::A,ине,பெரிய
546,groß::A,покш,பெரிய
547,klein::A,вишка,சிறிய
548,lang::A,кувака,நீண்ட
549,kurz::A,нурькине,குட்டையான
550,breit::A,келей,அகலமான
551,schmal::A,теине,குறுகலான
552,dicht::A,тусто,அடர்த்தியான
553,dick[Gegenstand]::A,эчке,தடித்த
554,dünn::A,човине,சன்னமான
555,fein::A,човине,மெல்லிய
556,fest::A,кеме,உறுதியாள
557,flach::A,лапужа,தட்டையான
558,glatt::A,валаня,வழுவழுப்பான
559,hart::A,калгодо,கடினமான
560,weich::A,чевте,மென்மையான
561,rund::A,кеверь,உருண்டையான
562,spitz::A,пшти,திகந்தமாக
563,scharf::A,пшти,கூரான
564,stumpf::A,ношка,உளம் திறந்த
565,schwer::A,стака,கனமான
566,schön::A,мазый,அழகான
567,heiß::A,пси,சூடான
568,warm::A,лембе,இதமான
569,kalt::A,якшамо,குளிர்ச்சியான
570,kühl::A,экше,குளிர்ச்சியான
571,frisch::A,свежа,சுத்தமான
572,feucht::A,летьке,ஈரமான
573,nass::A,начко,ஈரமான
574,trocken::A,коське,உலர்ந்த
575,voll::A,пешксе,நிரம்பிய
576,leer::A,чаво,காலியான
577,offen::A,панжадо,திறந்த
578,offen::A,виде,திறந்த
579,geschlossen::A,пекстазь,மூடப்பட்ட
580,geschlossen::A,сёлгозь,மூடப்பட்ட
581,sauber::A,ванькс,சுத்தமான
582,schmutzig::A,ливезев,அழக்கான
583,roh::A,верек,கச்சா
584,reif::A,кенерезь,பழுத்த
585,lecker::A,тантей,சுவைமிக்க
586,süß::A,ламбамо,இனிப்பான
587,bitter::A,сэпей,கசப்பான
588,sauer::A,чапамо,புளிப்பாக
589,hell::A,валдо,பளபளப்பான
590,dunkel::A,чопода,கருமையான
591,schwarz::A,раужо,கருப்பு வண்ண
592,weiß::A,ашо,வெண்மையன
593,rot::A,якстере,சிவப்பு
594,gelb::A,ожо,மஞ்சள் வண்ணம்
595,blau::A,сэнь,நீல வண்ண
596,grün::A,пиже,பச்சை வண்ண
597,grau::A,шержев,சாம்பல் நிற
598,bunt::A,сёрмав,வண்ண மயமான
599,billig::A,аволь питней,மலிவான
600,teuer::A,питней,விலை அதிகமான
601,wertvoll::A,питней,மதிப்புள்ள
602,blind::A,сокор,பார்வையற்ற
603,taub::A,амариця,செவிடான
604,kräftig::A,пек виев,வலிமையான
605,stark::A,виев,பலமான
606,schwach::A,лавшо,பலவீனமான
607,fett::A,куя,பருமனாக
608,schlank::A,виде ронга,ஒல்லியான
609,hübsch::A,мазый,அழகிய
610,böse::A,кежей,கேடு விளைவிக்கும்
611,dumm::A,чавола,முட்டாள்தனமான
612,dumm::A,превтеме,முட்டாள்தனமான
613,faul::A,нузякс,சோம்பலான
614,fleißig::A,мелень путыця,ஊக்கந்தளராத
615,geizig::A,скупой,கஞேசத்தனமான
616,klug::A,превей,சாதுரியமான
617,geschickt::A,маштозь теезь,திறமையள்ள
618,lieb::A,вадря,அன்புக்குரிய
619,lustig::A,весёла,களிப்புமிக்க
620,sanft::A,сэтьме,சாதுவான
621,hungrig::A,вачо,பசியுடன்
622,krank::A,сэредиця,நோயுற்று
623,nackt::A,штапо,ஆடையற்ற
624,traurig::A,нусманя,சோகமான
625,lebendig::A,эриця,பிழைப்பு
626,gut::A,паро,நல்ல
627,schlecht::A,берянь,கெட்ட
628,richtig::A,виде,சரியான
629,schlimm::A,берянь,அருவருப்பான
630,wahr::A,алкуксонь,உண்மையான
631,alt::A,ташто,பழைய
632,neu::A,од,புதிய
633,ehemalig::A,икелень,முன்நாள்
634,alt[Lebewesen]::A,сыре,வயதான
635,jung::A,од,இளமையான
636,arm::A,кажов,ஏழ்மையான
637,reich::A,сюпав,செல்வம் படைத்த
638,bekannt::A,содавикс,பழக்கப்பட்ட
639,berühmt::A,содавикс,புகழ்பெற்ற
640,fremd::A,лия,அயல் நாட்டு
641,fremd::A,асодавикс,அயல் நாட்டு
642,verschieden::A,эрьва,வித்தியாசமான
643,nah::A,а васолонь,பக்கத்தில் உள்ள
644,fern::A,умонь,தொலை தூரத்தில்
645,fern::A,кезэрень,தொலை தூரத்தில்
646,linker::A,керш,மீந்திருக்கும்
647,rechter::A,вить,வலதுபக்கம்
648,anderer::A,лия,மற்ற
649,erster::A,васень,முதனமையான
650,erster::A,васенце,முதனமையான
651,zweiter::A,омбоце,இரண்டாவது
652,dritter::A,колмоце,மூன்றாவது
653,letzter::A,меельце,கடைசி
654,allein::ADV,башка,தனியாக
655,allein::ADV,ськамонзо,தனியாக
656,auf einmal::ADV,вейсэ,தடீரென்று
657,zusammen::ADV,вейс,சேர்ந்து
658,zusammen::ADV,вейсэ,சேர்ந்து
659,lange::ADV,кувать,அதிக நோம்
660,plötzlich::ADV,апак учо,தடீரென்று
661,sofort::ADV,курок,உடனடியாக
662,sofort::ADV,нейке,உடனடியாக
663,später::ADV,мейле,பிறகு
664,jetzt::ADV,ней,இப்பொழது
665,heute::ADV,течи,இன்று
666,morgen::ADV,ванды,நாளைக்கு
667,bald::ADV,курок,சீக்கிரம்
668,dann::ADV,мейле,அப்பொழுது
669,dann::ADV,седе мейле,அப்பொழுது
670,gestern::ADV,исяк,நேற்று
671,einst::ADV,весть,ஒரே முறை
672,einst::ADV,зярдо-бути,ஒரே முறை
673,damals::ADV,сестэ,அப்பொழுது
674,danach::ADV,мейле,பிற்பாடு
675,danach::ADV,седе мейле,பிற்பாடு
676,vorher::ADV,васняяк,முன்பாக
677,zuerst::ADV,васня,முதலில்
678,einmal::ADV,весть,ஒரே முறை
679,manchmal::ADV,лиясто,சில நேரங்களில்
680,oft::ADV,сеетьстэ,அடிக்கடி
681,immer::ADV,свал,எப்பொழுதும்
682,niemals::ADV,а зярдояк,ஒருபோதும் இல்லை
683,hier::ADV,тесэ,இங்கே
684,hierhin::ADV,тей,இவ்விடத்திற்கு
