,Concept_ID,da,el
758,durch::PRP,igennem,διά
759,durch::PRP,igennem,διά μέσου
760,neben::PRP,ved siden af,δίπλα σε
761,zwischen::PRP,mellem,μεταξύ
762,zwischen::PRP,mellem,ανάμεσα σε
763,wegen::PRP,på grund af,για
764,wegen::PRP,på grund af,λόγω
765,dies::PRN,dette,αυτό
766,das::PRN,det,το
767,alles::PRN,alt,όλα
768,ich::PRN,jeg,εγώ
769,du::PRN,du,σύ
770,du::PRN,du,εσύ
771,er::PRN,han,αυτός
772,wir::PRN,vi,εμείς
773,ihr::PRN,I,εσείς
774,sie::PRN,de,αυτοί
775,was::FPRN,hvad,τι
776,wer::FPRN,hvem,ποιος
777,wo::FADV,hvor,πού
778,wohin::FADV,hvorhen,πού
779,wohin::FADV,hvorhen,για πού
780,wie::FADV,hvordan,πώς
781,warum::FADV,hvorfor,γιατί
782,wieviel::FNUM,hvor meget,πόσος
783,eins::NUM,én,ένα
784,zwei::NUM,to,δύο
785,drei::NUM,tre,τρία
786,drei::NUM,tre,τρεις
787,vier::NUM,fire,τέσσερα
788,vier::NUM,fire,τέσσερις
789,fünf::NUM,fem,πέντε
790,sechs::NUM,seks,έξι
791,sieben::NUM,syv,εφτά
792,acht::NUM,otte,οχτώ
793,neun::NUM,ni,εννιά
794,zehn::NUM,ti,δέκα
795,elf::NUM,elleve,έντεκα
796,zwölf::NUM,tolv,δώδεκα
797,zwanzig::NUM,tyve,είκοσι
798,dreißig::NUM,tredive,τριάντα
799,vierzig::NUM,fyrre,σαράντα
800,vierzig::NUM,fyrretyve,σαράντα
801,fünfzig::NUM,halvtreds,πενήντα
802,sechzig::NUM,tres,εξήντα
803,siebzig::NUM,halvfjerds,εβδομήντα
804,achtzig::NUM,firs,ογδόντα
805,neunzig::NUM,halvfems,ενενήντα
806,hundert::NUM,hundrede,εκατό
807,tausend::NUM,tusind,χίλιοι
808,und::CNJ,og,και
809,oder::CNJ,eller,ή
810,stehen::V,stå,στέκομαι
811,stehen::V,stå,είμαι όρθιος
812,sitzen::V,sidde,κάθομαι
813,liegen::V,ligge,είμαι ξαπλωμένος
814,hängen::V,hænge,κρέμομαι
815,werden::V,blive,γίνομαι
816,passieren::V,ske,συμβαίνω
817,passieren::V,hænde,συμβαίνω
818,beginnen::V,begynde,αρχίζω
819,enden::V,ende,τελειώνω
820,wechseln::V,veksle,αλλάζω
821,aufgehen[Sonne]::V,gå op,βγαίνω
822,aufgehen[Sonne]::V,gå op,ανατέλλω
823,aufgehen[Sonne]::V,stå op,βγαίνω
824,aufgehen[Sonne]::V,stå op,ανατέλλω
825,untergehen[Sonne]::V,gå ned,δύω
826,untergehen[Sonne]::V,gå ned,βασιλεύω
827,scheinen[Sonne]::V,skinne,λάμπω
828,donnern::V,tordne,βροντώ
829,wehen::V,blæse,φυσώ
830,strömen::V,strømme,ρέω
831,strömen::V,strømme,τρέχω
832,fließen::V,flyde,ρέω
833,sich drehen::V,dreje sig,γυρίζω
834,sich drehen::V,dreje sig,στρέφομαι
835,schwanken::V,vakle,ταλαντεύομαι
836,schwingen::V,svinge,αιωρούμαι
837,schwingen::V,svinge,ταλαντεύομαι
838,fallen::V,falde,πέφτω
839,brennen::V,brænde,καίω
840,rauchen::V,ryge,καπνίζω
841,regnen::V,regne,βρέχω
842,gefrieren::V,fryse,παγώνω
843,tauen::V,tø,λειώνω
844,schmelzen::V,smelte,λειώνω
845,trocknen::V,tørre,στεγνώνω
846,sieden::V,koge,βράζω
847,faulen::V,rådne,σαπίζω
848,verfaulen::V,rådne,σαπίζω
849,reißen::V,briste,σχίζω
850,versinken::V,synke,βουλιάζω
851,versinken::V,synke,βυθίζομαι
852,versinken::V,synke ned,βουλιάζω
853,versinken::V,synke ned,βυθίζομαι
854,vergehen::V,forløbe,περνώ
855,erscheinen::V,vise sig,εμφανίζομαι
856,verschwinden::V,forsvinde,χάνομαι
857,verschwinden::V,forsvinde,εξαφανίζομαι
858,sinken::V,synke,κατεβαίνω
859,abnehmen::V,aftage,μειώνομαι 
860,zunehmen::V,tiltage,αυξάνω
861,zunehmen::V,tiltage,μεγαλώνω
862,steigen::V,stige,ανεβαίνω
863,wachsen::V,gro,μεγαλώνω
864,wachsen::V,vokse,μεγαλώνω
865,glänzen::V,glinse,γυαλίζω
866,funkeln::V,tindre,αστράφτω
867,funkeln::V,tindre,σπιθοβολώ
868,lärmen::V,larme,θορυβώ
869,läuten::V,ringe,χτυπώ 
870,klingeln::V,ringe,κουδουνίζω
871,klirren::V,klirre,κουδουνίζω
872,brausen::V,bruse,βουΐζω
873,rauschen::V,suse,βουΐζω
874,klingen::V,lyde,ηχώ
875,klingen::V,klinge,ηχώ
876,bellen::V,gø,γαυγίζω
877,heulen::V,hyle,ουρλιάζω
878,blasen::V,blæse,φυσώ
879,pfeifen::V,fløjte,σφυρίζω
880,schreien::V,skrige,κραυγάζω
881,stöhnen::V,stønne,βογγώ
882,zittern::V,dirre,τρέμω
883,zittern::V,skælve,τρέμω
884,leben::V,leve,ζω
885,geboren werden::V,fødes,γεννιέμαι
886,atmen::V,ånde,αναπνέω
887,trinken::V,drikke,πίνω
888,essen::V,spise,τρώω
889,schlucken::V,synke,καταπίνω
890,müde werden::V,blive træt,κουράζομαι
891,einschlafen::V,falde i søvn,αποκοιμιέμαι
892,schlafen::V,sove,κοιμάμαι
893,aufwachen::V,vågne,ξυπνώ
894,aufstehen::V,stå op,σηκώνομαι
895,sich erholen::V,komme sig,ξεκουράζομαι
896,krank werden::V,blive syg,αρρωσταίνω
897,krank sein::V,være syg,ασθενώ
898,schmerzen::V,smerte,πονώ
899,husten::V,hoste,βήχω
900,genesen::V,komme sig,θεραπεύομαι
901,sterben::V,dø,πεθαίνω
902,umkommen::V,omkomme,πεθαίνω
903,sich bewegen::V,bevæge sig,κουνιέμαι
904,sich rühren::V,røre på sig,σαλεύω
905,sich erheben::V,rejse sig,επαναστατώ
906,sich setzen::V,sætte sig,κάθομαι
907,laufen::V,løbe,τρέχω
908,schreiten::V,skride,βαδίζω
909,spazierengehen::V,gå en tur,κάνω βόλτα
910,spazierengehen::V,gå en tur,πηγαίνω περίπατο
911,eilen::V,ile,σπεύδω
912,sich beeilen::V,skynde sig,βιάζομαι
913,sausen::V,suse,τρέχω γρήγορα
914,rennen::V,løbe,τρέχω
915,rennen::V,rende,τρέχω
916,springen::V,hoppe,πηδώ
917,springen::V,springe,πηδώ
918,klettern::V,klatre,σκαρφαλώνω
919,schaukeln::V,gynge,κουνιέμαι
920,kriechen::V,krybe,έρπω
921,kriechen::V,krybe,σέρνομαι
922,schwimmen::V,svømme,κολυμπώ
923,tauchen::V,dykke,βουτώ
924,rudern::V,ro,κωπηλατώ
925,fahren::V,køre,πηγαίνω
926,fliegen::V,flyve,πετώ
927,gehen::V,gå,βαδίζω
928,gehen::V,gå,πηγαίνω
929,weggehen::V,gå bort,φεύγω
930,abfahren::V,køre bort,ξεκινώ
931,abfahren::V,køre bort,αναχωρώ
932,anhalten::V,standse,σταματώ
933,hineingehen::V,gå ind,μπαίνω
934,eintreten::V,træde ind,μπαίνω
935,eintreten::V,træde ind,εισέρχομαι
936,kommen::V,komme,έρχομαι
937,ankommen::V,ankomme,φτάνω
938,zurückkommen::V,komme tilbage,επιστρέφω
939,bleiben::V,blive,μένω
940,bleiben::V,forblive,μένω
941,warten::V,vente,περιμένω
942,erwarten::V,vente,αναμένω
943,erwarten::V,vente,περιμένω
944,erwarten::V,afvente,αναμένω
945,erwarten::V,afvente,περιμένω
946,suchen::V,søge,ψάχνω
947,finden::V,finde,βρίσκω
948,versuchen::V,forsøge,προσπαθώ
949,vorbereiten::V,forberede,προετοιμάζω
950,lieben::V,elske,αγαπώ
951,mögen::V,holde af,μου αρέσει
952,mögen::V,kunne lide,μου αρέσει
953,lachen::V,le,γελώ
954,rühren::V,røre,συγκινώ
955,weinen::V,græde,κλαίω
956,schimpfen::V,skænde,βρίζω
957,sich ärgern::V,ærgre sig,θυμώνω
958,sich fürchten::V,være bange,φοβάμαι
959,fürchten::V,være bange for,φοβάμαι
960,fliehen::V,flygte,φεύγω
961,flüchten::V,flygte,δραπετεύω
962,sehen::V,se,βλέπω
963,anschauen::V,se på,κοιτάζω
964,anschauen::V,betragte,κοιτάζω
965,ansehen::V,anse,βλέπω
966,hören::V,høre,ακούω
967,zuhören::V,høre til,ακούω
968,probieren::V,smage,δοκιμάζω
969,probieren::V,smage på,δοκιμάζω
970,riechen::V,lugte,μυρίζω
971,riechen::V,lugte,οσφραίνομαι
972,fühlen::V,føle,αισθάνομαι
973,scheinen::V,synes,φαίνομαι
974,zu sehen sein::V,synes,φαίνομαι
975,vernehmen::V,erfare,ακούω
976,vernehmen::V,erfare,μαθαίνω
977,frieren::V,fryse,κρυώνω
978,tun::V,gøre,κάνω
979,können::V,kunne,ξέρω
980,können::V,kunne,μπορώ
981,wollen::V,ville,θέλω
982,anfangen::V,begynde,αρχίζω
983,beenden::V,afslutte,τελειώνω
984,aufhören::V,ophøre,παύω
985,aufhören::V,holde op,παύω
986,gelingen::V,lykkes,πετυχαίνω
987,geraten::V,blive,γίνομαι
988,öffnen::V,åbne,ανοίγω
989,schließen::V,lukke,κλείνω
990,stellen::V,stille,θέτω
991,setzen::V,sætte,θέτω
992,legen::V,lægge,θέτω
993,berühren::V,berøre,εγγίζω
994,verbinden::V,forbinde,συνδέω
995,bedecken::V,dække,σκεπάζω
996,bedecken::V,bedække,σκεπάζω
997,aufhängen::V,hænge,κρεμώ
998,aufhängen::V,hænge op,κρεμώ
999,anzünden::V,tænde,ανάβω
1000,anzünden::V,antænde,ανάβω
1001,aufheben::V,løfte,σηκώνω
1002,aufheben::V,tage op,σηκώνω
1003,zurücklassen::V,lade tilbage,εγκαταλείπω
1004,verlieren::V,miste,χάνω
1005,fallen lassen::V,tabe,αφήνω να πέσει
1006,fallen lassen::V,droppe,αφήνω να πέσει
1007,machen::V,gøre,κάνω
1008,machen::V,gøre,φτιάχνω
1009,herstellen::V,fremstille,κατασκευάζω
1010,bauen::V,bygge,χτίζω
1011,bauen::V,bygge,οικοδομώ
1012,reparieren::V,reparere,επισκευάζω
1013,reparieren::V,reparere,επιδιορθώνω
1014,verbessern::V,rette,βελτιώνω
1015,verbessern::V,rette,καλυτερεύω
1016,verbessern::V,forbedre,βελτιώνω
1017,verbessern::V,forbedre,καλυτερεύω
1018,ändern::V,ændre,αλλάζω
1019,graben::V,grave,σκάβω
1020,beugen::V,bøje,λυγίζω
1021,biegen::V,bøje,κάμπτω
1022,drehen::V,dreje,στρέφω
1023,wenden::V,vende,γυρίζω
1024,umdrehen::V,dreje om,γυρίζω
1025,heben::V,hæve,υψώνω
1026,heben::V,hæve,σηκώνω
1027,hochheben::V,løfte,υψώνω
1028,hochheben::V,løfte,σηκώνω
1029,ergreifen::V,gribe fat i,πιάνω
1030,ergreifen::V,gribe fat i,αρπάζω
1031,halten::V,holde,βαστώ
1032,drücken::V,trykke,πιέζω
1033,schieben::V,skyde,σπρώχνω
1034,schieben::V,skubbe,σπρώχνω
1035,kratzen::V,klø,γρατσουνίζω
1036,kratzen::V,kradse,γρατσουνίζω
1037,lecken::V,slikke,γλείφω
1038,beißen::V,bide,δαγκάνω
1039,abreißen::V,rive af,κόβω
1040,abreißen::V,rive af,σχίζω
1041,abschneiden::V,skære af,αποκόπτω
1042,binden::V,binde,δένω
1043,stecken::V,stikke,χώνω
1044,brechen::V,brække,σπάζω
1045,klopfen::V,banke,χτυπώ
1046,klopfen::V,banke,τινάζω
1047,hauen::V,hugge,χτυπώ
1048,kleben::V,klistre,κολλώ
1049,reiben::V,gnide,τρίβω
1050,streichen::V,smøre,αλείφω
1051,schleifen::V,slibe,ακονίζω
1052,schneiden::V,skære,κόβω
1053,schneiden::V,klippe,κόβω
1054,rütteln::V,ruske,σείω
1055,rütteln::V,ruske,τινάζω
1056,schütteln::V,ryste,σείω
1057,schütteln::V,ryste,κουνώ
1058,schwenken::V,svinge,κουνώ
1059,schütten::V,hælde,χύνω
1060,füllen::V,fylde,γεμίζω
1061,einwickeln::V,pakke ind,τυλίγω
1062,tragen::V,bære,φέρνω
1063,schleppen::V,slæbe,κουβαλώ
1064,ziehen::V,trække,τραβώ
1065,aufbewahren::V,opbevare,φυλάω
1066,werfen::V,kaste,ρίχνω
1067,fangen::V,fange,πιάνω
1068,packen::V,gribe,τσακώνω
1069,verstecken::V,gemme,κρύβω
1070,teilen::V,dele,μερίζω
1071,schicken::V,sende,στέλνω
1072,bringen::V,bringe,φέρνω
1073,hinzufügen::V,tilføje,προσθέτω
1074,bekommen::V,få,προσκομίζω
1075,erhalten::V,få,παίρνω
1076,erhalten::V,få,λαμβάνω
1077,nehmen::V,tage,πιάνω
1078,nehmen::V,tage,παίρνω
1079,wählen::V,vælge,εκλέγω
1080,auswählen::V,udvælge,διαλέγω
1081,bewahren::V,bevare,διατηρώ
1082,behindern::V,hindre,εμποδίζω
1083,behindern::V,forhindre,εμποδίζω
1084,verderben::V,ødelægge,χαλώ
1085,beschädigen::V,beskadige,ζημιώνω
1086,zerbrechen::V,brække itu,σπάζω
1087,zerreißen::V,rive itu,σχίζω
1088,zerstören::V,ødelægge,καταστρέφω
1089,verbrennen::V,brænde,καίω
1090,geben::V,give,δίνω
1091,reichen::V,række,δίνω
1092,schenken::V,forære,χαρίζω
1093,versprechen::V,love,υπόσχομαι
1094,wünschen::V,ønske,εύχομαι
1095,loben::V,rose,επαινώ
1096,küssen::V,kysse,φιλώ
1097,wiegen::V,vugge,κουνώ
1098,wiegen::V,vugge,νανουρίζω
1099,zudecken::V,dække til,σκεπάζω
1100,wecken::V,vække,ξυπνώ
1101,zeigen::V,vise,δείχνω
1102,führen::V,føre,οδηγώ
1103,lehren::V,lære,διδάσκω
1104,unterrichten::V,undervise,διδάσκω
1105,aufziehen::V,opdrage,ανατρέφω
1106,leiten::V,lede,ηγούμαι
1107,leiten::V,lede,διευθύνω
1108,antreiben::V,skynde på,σπρώχνω
1109,antreiben::V,skynde på,παρακινώ
1110,lassen::V,få til at,αφήνω
1111,einladen::V,indbyde,προσκαλώ
1112,einladen::V,invitere,προσκαλώ
1113,vereinigen::V,forene,ενώνω
1114,besuchen::V,besøge,επισκέπτομαι
1115,treffen::V,møde,συναντώ
1116,sich versammeln::V,forsamles,μαζεύομαι
1117,spielen::V,lege,παίζω
1118,spielen::V,spille,παίζω
1119,singen::V,synge,τραγουδώ
1120,tanzen::V,danse,χορεύω
1121,sich trennen::V,skilles,αποχωρίζομαι
1122,verlassen::V,forlade,εγκαταλείπω
1123,retten::V,redde,σώζω
1124,bewachen::V,bevogte,φρουρώ
1125,schützen::V,skærme,προστατεύω
1126,schützen::V,beskytte,προστατεύω
1127,verteidigen::V,forsvare,υπερασπίζω
1128,sich schlagen::V,slås,χτυπιέμαι
1129,schießen::V,skyde,πυροβολώ
1130,siegen::V,sejre,νικώ
1131,ärgern::V,ærgre,τσαντίζω
1132,schlagen::V,slå,χτυπώ
1133,treten::V,sparke,κλοτσώ
1134,stechen::V,stikke,τρυπώ
1135,stoßen::V,støde,ωθώ
1136,stoßen::V,støde,σπρώχνω
1137,stehlen::V,stjæle,κλέβω
1138,stören::V,forstyrre,διαταράσσω
1139,belästigen::V,genere,ενοχλώ
1140,belästigen::V,ulejlige,ενοχλώ
1141,verbergen::V,skjule,κρύβω
1142,täuschen::V,villede,παραπλανώ
1143,betrügen::V,bedrage,απατώ
1144,töten::V,dræbe,σκοτώνω
1145,töten::V,dræbe,θανατώνω
1146,wohnen::V,bo,μένω
1147,wohnen::V,bo,κατοικώ
1148,arbeiten::V,arbejde,δουλεύω
1149,arbeiten::V,arbejde,εργάζομαι
1150,sammeln::V,samle,μαζεύω
1151,sammeln::V,samle,συλλέγω
1152,pflücken::V,plukke,κόβω
1153,jagen::V,jage,κυνηγώ
1154,fischen::V,fiske,ψαρεύω
1155,fassen::V,fange,πιάνω
1156,hüten::V,vogte,φυλάγω
1157,hüten::V,vogte,προσέχω
1158,treiben::V,drive,οδηγώ
1159,anbinden::V,binde fast,δένω
1160,füttern::V,fodre,ταΐζω
1161,melken::V,malke,αρμέγω
1162,hacken::V,hakke,κόβω
1163,gießen::V,hælde,ποτίζω
1164,reifen::V,modne,ωριμάζω
1165,zubereiten::V,tilberede,ετοιμάζω
1166,kochen::V,koge,βράζω
1167,backen::V,bage,ψήνω
1168,braten::V,stege,τηγανίζω
1169,umrühren::V,røre om,ανακατεύω
1170,stricken::V,strikke,πλέκω
1171,nähen::V,sy,ράβω
1172,färben::V,farve,βάφω
1173,färben::V,farve,χρωματίζω
1174,reinigen::V,rense,καθαρίζω
1175,reinigen::V,gøre ren,καθαρίζω
1176,waschen::V,vaske,πλένω
1177,abwischen::V,tørre af,σφουγγίζω
1178,spülen::V,skylle,ξεπλένω
1179,fegen::V,feje,σκουπίζω
1180,kehren::V,feje,σκουπίζω
1181,baden::V,bade,κάνω μπάνιο
1182,sich waschen::V,vaske sig,πλένομαι
1183,ausziehen::V,tage af,βγάζω
1184,anziehen::V,tage på,φορώ
1185,sich anziehen::V,klæde sig på,ντύνομαι
1186,kämmen::V,rede,χτενίζω
1187,kämmen::V,frisere,χτενίζω
1188,schmücken::V,pynte,στολίζω
1189,schmücken::V,smykke,στολίζω
1190,sagen::V,sige,λέω
1191,sprechen::V,snakke,μιλώ
1192,reden::V,tale,μιλώ
1193,reden::V,tale,κουβεντιάζω
1194,reden::V,snakke,μιλώ
1195,reden::V,snakke,κουβεντιάζω
1196,sich unterhalten::V,snakke sammen,συνομιλώ
1197,sich unterhalten::V,snakke sammen,κουβεντιάζω
1198,fragen::V,spørge,ρωτώ
1199,bitten::V,bede,ζητώ
1200,bitten::V,bede,παρακαλώ
1201,erzählen::V,berette,διηγούμαι
1202,erzählen::V,fortælle,διηγούμαι
1203,mitteilen::V,meddele,πληροφορώ
1204,nennen::V,nævne,ονομάζω
1205,rufen::V,råbe,φωνάζω
1206,prahlen::V,prale,καυχιέμαι
1207,übersetzen::V,oversætte,μεταφράζω
1208,denken::V,tænke,σκέφτομαι
1209,glauben::V,tro,πιστεύω
1210,bemerken::V,bemærke,παρατηρώ
1211,bemerken::V,lægge mærke til,παρατηρώ
1212,erkennen::V,genkende,αναγνωρίζω
1213,begreifen::V,begribe,καταλαβαίνω
1214,verstehen::V,forstå,ακούω
1215,lernen::V,lære,μαθαίνω
1216,wissen::V,vide,ξέρω
1217,sich erinnern an::V,mindes,θυμάμαι
1218,sich erinnern an::V,huske på,θυμάμαι
1219,vergessen::V,glemme,ξεχνώ
1220,messen::V,måle,μετρώ
1221,zählen::V,tælle,μετρώ
1222,rechnen::V,regne,λογαριάζω
1223,lesen::V,læse,διαβάζω
1224,malen::V,male,ζωγραφίζω
1225,zeichnen::V,tegne,σχεδιάζω
1226,schreiben::V,skrive,γράφω
1227,besitzen::V,eje,κατέχω
1228,besitzen::V,besidde,κατέχω
1229,kaufen::V,købe,αγοράζω
1230,verkaufen::V,sælge,πουλώ
1231,bezahlen::V,betale,πληρώνω
1232,zahlen::V,betale,πληρώνω
1233,beherrschen::V,beherske,κυριαρχώ
1234,ertragen::V,tåle,βαστώ
1235,ertragen::V,tåle,αντέχω
1236,ertragen::V,udholde,βαστώ
1237,ertragen::V,udholde,αντέχω
1238,hinfallen::V,,πέφτω κάτω
