,Concept_ID,ce,se
2158,Platte::N,у,skierro
2159,Platte::N,у,skearru
2160,Platte::N,у,ráptu
2161,Platte::N,у,ка̄ррьт
2162,Stütze::N,гӏopтоp,dovtege
2163,Stütze::N,гӏopтоp,dåarjege
2164,Stütze::N,гӏopтоp,tsagge
2165,Stütze::N,гӏopтоp,nihta
2166,Stütze::N,гӏopтоp,duvdda
2167,Stütze::N,гӏopтоp,caggi
2168,Stütze::N,гӏopтоp,cagge
2169,Stütze::N,гӏopтоp,cõgldõk
2170,Stütze::N,гӏopтоp,стуэлльп
2171,Stange::N,гӏуркх,staavra
2172,Stange::N,гӏуркх,stággo
2173,Stange::N,гӏуркх,hålggå
2174,Stange::N,гӏуркх,stávrá
2175,Stange::N,гӏуркх,stággu
2176,Stange::N,гӏуркх,čuálgui
2177,Stange::N,гӏуркх,kaŋgg
2178,Stange::N,гӏуркх,кэ̄ллт
2179,Stange::N,гӏуркх,пе̄лльк
2180,Stock::N,ӏаса,galte
2181,Stock::N,ӏаса,klåbpoe
2182,Stock::N,ӏаса,soabbe
2183,Stock::N,ӏаса,soabbi
2184,Stock::N,ӏаса,suáb'bi
2185,Stock::N,ӏаса,suä´b'b
2186,Stock::N,ӏаса,суэммьп
2187,Stab::N,гӏаж,klaahka
2188,Stab::N,гӏаж,soabbe
2189,Stab::N,гӏаж,soabbi
2190,Stab::N,гӏаж,suáb'bi
2191,Stab::N,гӏаж,suä´b'b
2192,Stab::N,гӏаж,суэммьп
2193,Rohr::N,биргӏа,gïrse
2194,Rohr::N,биргӏа,båhttså
2195,Rohr::N,биргӏа,bohcci
2196,Rohr::N,биргӏа,poccee
2197,Rohr::N,биргӏа,puu´lčiǩ
2198,Rohr::N,биргӏа,туррьп
2199,Haus::N,цӏа,ståapoe
2200,Haus::N,цӏа,goahte
2201,Haus::N,цӏа,stohpu
2202,Haus::N,цӏа,tááḷu
2203,Haus::N,цӏа,tääll
2204,Haus::N,цӏа,пэ̄ҏҏт
2205,Heim::N,кхерч,hïejme
2206,Heim::N,кхерч,viesso
2207,Heim::N,кхерч,ruoktu
2208,Heim::N,кхерч,päikki
2209,Heim::N,кхерч,päi´ǩǩ
2210,Heim::N,кхерч,пэ̄ҏҏт
2211,Ofen::N,кхерч,vuebnie
2212,Ofen::N,кхерч,vuodná
2213,Ofen::N,кхерч,vuobnne
2214,Ofen::N,кхерч,uvdna
2215,Ofen::N,кхерч,uvnâ
2216,Ofen::N,кхерч,ǩiiuǥân
2217,Ofen::N,кхерч,пе̄ххц
2218,Ofen::N,кхерч,кыввкан
2219,Fußboden::N,цӏенкъа,guelpie
2220,Fußboden::N,цӏенкъа,guolbbe
2221,Fußboden::N,цӏенкъа,láhtti
2222,Fußboden::N,цӏенкъа,šalde
2223,Fußboden::N,цӏенкъа,šâ´ldd
2224,Fußboden::N,цӏенкъа,шалльт
2225,Tisch::N,шун,buertie
2226,Tisch::N,шун,bievdde
2227,Tisch::N,шун,beavdi
2228,Tisch::N,шун,pevdi
2229,Tisch::N,шун,på´rdd
2230,Tisch::N,шун,stue´ll
2231,Tisch::N,шун,туэлль
2232,Stuhl::N,гӏант,stovle
2233,Stuhl::N,гӏант,ståvllå
2234,Stuhl::N,гӏант,stuollu
2235,Stuhl::N,гӏант,stovli
2236,Stuhl::N,гӏант,stuu´l
2237,Stuhl::N,гӏант,стула
2238,Wiege::N,ага,gïerhkeme
2239,Wiege::N,ага,vuoggo
2240,Wiege::N,ага,geaŧŧu
2241,Wiege::N,ага,geaktu
2242,Wiege::N,ага,gietkka
2243,Wiege::N,ага,kiäh'tu
2244,Wiege::N,ага,vogga
2245,Wiege::N,ага,кӣткэм
2246,Bett::N,маьнга,seangkoe
2247,Bett::N,маьнга,sæŋŋga
2248,Bett::N,маьнга,seaŋga
2249,Bett::N,маьнга,seŋgâ
2250,Bett::N,маьнга,sââ´jj
2251,Bett::N,маьнга,вуэдтӭмсайй
2252,Regal::N,терхи,hælla
2253,Regal::N,терхи,hilldo
2254,Regal::N,терхи,hildu
2255,Regal::N,терхи,ildee
2256,Regal::N,терхи,i´lddi
2257,Regal::N,терхи,ылльтэ
2258,Kiste::N,яьшка,aeskie
2259,Kiste::N,яьшка,kássa
2260,Kiste::N,яьшка,kássa
2261,Kiste::N,яьшка,árkku
2262,Kiste::N,яьшка,ču´ǩǩ
2263,Kiste::N,яьшка,чуххьк
2264,Fenster::N,кор,klaase
2265,Fenster::N,кор,vinndek
2266,Fenster::N,кор,láse
2267,Fenster::N,кор,laasâ
2268,Fenster::N,кор,ikkân
2269,Fenster::N,кор,эххкан
2270,Tür::N,неӏ,okse
2271,Tür::N,неӏ,uksa
2272,Tür::N,неӏ,uksa
2273,Tür::N,неӏ,uksâ
2274,Tür::N,неӏ,uhss
2275,Tür::N,неӏ,уккс
2276,Tor::N,ков,okse
2277,Tor::N,ков,pårttå
2278,Tor::N,ков,uksa
2279,Tor::N,ков,poarta
2280,Tor::N,ков,porttâ
2281,Tor::N,ков,uustõk
2282,Tor::N,ков,čuâlluhss
2283,Tor::N,ков,уккс
2284,Zaun::N,керт,haakene
2285,Zaun::N,керт,jerra
2286,Zaun::N,керт,gárdde
2287,Zaun::N,керт,áidi
2288,Zaun::N,керт,äiđi
2289,Zaun::N,керт,äidd
2290,Zaun::N,керт,čuâll
2291,Zaun::N,керт,а̄ййт
2292,Dach::N,тхов,rehpie
2293,Dach::N,тхов,dæhkko
2294,Dach::N,тхов,gáhttu
2295,Dach::N,тхов,káttu
2296,Dach::N,тхов,laakk
2297,Dach::N,тхов,пэ̄ҏҏтэ̄ля
2298,Dach::N,тхов,кры̄ша
2299,Leiter::N,лами,raajtere
2300,Leiter::N,лами,tjajmos
2301,Leiter::N,лами,boagos
2302,Leiter::N,лами,ráidalas
2303,Leiter::N,лами,raidlâs
2304,Leiter::N,лами,лествец
2305,Besen::N,нуй,saehpie
2306,Besen::N,нуй,gaerpene
2307,Besen::N,нуй,njáman
2308,Besen::N,нуй,luvdá
2309,Besen::N,нуй,luvdá
2310,Besen::N,нуй,västt
2311,Besen::N,нуй,ва̄сст
2312,Spaten::N,бел,gåajvoe
2313,Spaten::N,бел,spádá
2314,Spaten::N,бел,goajvvo
2315,Spaten::N,бел,goaivu
2316,Spaten::N,бел,kuái'vu
2317,Spaten::N,бел,kuäivv
2318,Spaten::N,бел,куаййв
2319,Schaufel::N,аьшкал,gåajvoe
2320,Schaufel::N,аьшкал,gåjvun
2321,Schaufel::N,аьшкал,goajvvo
2322,Schaufel::N,аьшкал,goaivu
2323,Schaufel::N,аьшкал,kuái'vu
2324,Schaufel::N,аьшкал,kuäivv
2325,Schaufel::N,аьшкал,куаййв
2326,Gabel::N,мӏара,tjåagka
2327,Gabel::N,мӏара,gáffil
2328,Gabel::N,мӏара,káffal
2329,Gabel::N,мӏара,kaahvâl
2330,Gabel::N,мӏара,velkk
2331,Gabel::N,мӏара,а̄лльс
2332,Löffel::N,ӏайг,buste
2333,Löffel::N,ӏайг,bassti
2334,Löffel::N,ӏайг,baste
2335,Löffel::N,ӏайг,pastem
2336,Löffel::N,ӏайг,pâ´sttem
2337,Löffel::N,ӏайг,пасьтэмь
2338,Messer::N,урс,nejpie
2339,Messer::N,урс,nijbbe
2340,Messer::N,урс,niibi
2341,Messer::N,урс,nijbe
2342,Messer::N,урс,nei´bb
2343,Messer::N,урс,ныййп
2344,Nagel::N,хьостам,spæjhkere
2345,Nagel::N,хьостам,spiger
2346,Nagel::N,хьостам,návlle
2347,Nagel::N,хьостам,spiikkár
2348,Nagel::N,хьостам,spijkkár
2349,Nagel::N,хьостам,näu´ll
2350,Nagel::N,хьостам,на̄ввьл
2351,Netz::N,бой,viermie
2352,Netz::N,бой,viermme
2353,Netz::N,бой,næhtta
2354,Netz::N,бой,fierbmi
2355,Netz::N,бой,viermi
2356,Netz::N,бой,säi´mm
2357,Netz::N,бой,нӯжхьт
2358,Haken::N,мӏара,kruehkie
2359,Haken::N,мӏара,ruohkke
2360,Haken::N,мӏара,vagge
2361,Haken::N,мӏара,roahkki
2362,Haken::N,мӏара,faggi
2363,Haken::N,мӏара,kuák'ki
2364,Haken::N,мӏара,kuä´ǩ'ǩ
2365,Haken::N,мӏара,ва̄ӈӈк
2366,Haken::N,мӏара,куэххьк
2367,Schloss::N,чӏега,laesie
2368,Schloss::N,чӏега,lássa
2369,Schloss::N,чӏега,lohkka
2370,Schloss::N,чӏега,lukkâ
2371,Schloss::N,чӏега,lokk
2372,Schloss::N,чӏега,ло̄ххк
2373,Bild::N,сурт,guvvie
2374,Bild::N,сурт,gåvvå
2375,Bild::N,сурт,govva
2376,Bild::N,сурт,koṿe
2377,Bild::N,сурт,kartt
2378,Bild::N,сурт,картина
2379,Puppe::N,тайниг,dåahka
2380,Puppe::N,тайниг,dåhkko
2381,Puppe::N,тайниг,doahkko
2382,Puppe::N,тайниг,dohkká
2383,Puppe::N,тайниг,duhkká
2384,Puppe::N,тайниг,kuuhlaž
2385,Puppe::N,тайниг,кукла
2386,Beutel::N,гали,voessetje
2387,Beutel::N,гали,påvsså
2388,Beutel::N,гали,seahkaš
2389,Beutel::N,гали,bursa
2390,Beutel::N,гали,guhkkár
2391,Beutel::N,гали,čooṿâs
2392,Beutel::N,гали,siâk'k
2393,Beutel::N,гали,kå´ššel
2394,Beutel::N,гали,ве̄ҏҏц
2395,Bündel::N,кочар,paantje
2396,Bündel::N,кочар,buduk
2397,Bündel::N,кочар,gurppe
2398,Bündel::N,кочар,gihppu
2399,Bündel::N,кочар,kiäs'tu
2400,Bündel::N,кочар,šnâpp
2401,Bündel::N,кочар,пуччк
2402,Tasche::N,тӏоьрмиг,veaskoe
2403,Tasche::N,тӏоьрмиг,væssko
2404,Tasche::N,тӏоьрмиг,lávkka
2405,Tasche::N,тӏоьрмиг,lávka
2406,Tasche::N,тӏоьрмиг,seahkka
2407,Tasche::N,тӏоьрмиг,lavkkâ
2408,Tasche::N,тӏоьрмиг,laukk
2409,Tasche::N,тӏоьрмиг,суӎӎьк
2410,Tasche::N,тӏоьрмиг,ло̄а̄ффк
2411,Eimer::N,чийлик,bæhtoe
2412,Eimer::N,чийлик,skiello
2413,Eimer::N,чийлик,skállu
2414,Eimer::N,чийлик,eebir
2415,Eimer::N,чийлик,skääll
2416,Eimer::N,чийлик,е̄мьперь
2417,Deckel::N,негӏар,luehkie
2418,Deckel::N,негӏар,låhkke
2419,Deckel::N,негӏар,lohkki
2420,Deckel::N,негӏар,lokke
2421,Deckel::N,негӏар,lå´ǩǩ
2422,Deckel::N,негӏар,ко̄а̄ххтнэсс
2423,Geschirr::N,пхьегӏа,lihtie
2424,Geschirr::N,пхьегӏа,lihte
2425,Geschirr::N,пхьегӏа,lihtit
2426,Geschirr::N,пхьегӏа,litte
2427,Geschirr::N,пхьегӏа,kärldõk
2428,Geschirr::N,пхьегӏа,ка̄ррь
2429,Sack::N,гали,voesse
2430,Sack::N,гали,vuossa
2431,Sack::N,гали,seahkka
2432,Sack::N,гали,sekkâ
2433,Sack::N,гали,siâk'k
2434,Sack::N,гали,ве̄ҏҏц
2435,Tasse::N,кад,guksie
2436,Tasse::N,кад,gåhppå
2437,Tasse::N,кад,gohppu
2438,Tasse::N,кад,pollo
2439,Tasse::N,кад,kopp
2440,Tasse::N,кад,на̄ххьп
2441,Topf::N,яй,baetie
2442,Topf::N,яй,krovhte
2443,Topf::N,яй,rujtta
2444,Topf::N,яй,giebbme
2445,Topf::N,яй,báhti
2446,Topf::N,яй,gievdni
2447,Topf::N,яй,pääti
2448,Topf::N,яй,kruâitt
2449,Topf::N,яй,кӣммьн
2450,Kessel::N,яй,giebnie
2451,Kessel::N,яй,skallo
2452,Kessel::N,яй,giebbme
2453,Kessel::N,яй,gieđbmi
2454,Kessel::N,яй,kiem'ni
2455,Kessel::N,яй,ǩie´mnn
2456,Kessel::N,яй,кӣммьн
2457,Essen::N,юург,åesie
2458,Essen::N,юург,beapmoe
2459,Essen::N,юург,biebbmo
2460,Essen::N,юург,borramuš
2461,Essen::N,юург,purrâmâš
2462,Essen::N,юург,porrmõš
2463,Essen::N,юург,по̄ррмушш
2464,Nahrung::N,кхача,beapmoe
2465,Nahrung::N,кхача,biebbmo
2466,Nahrung::N,кхача,biebmu
2467,Nahrung::N,кхача,purrâmâš
2468,Nahrung::N,кхача,porrmõš
2469,Nahrung::N,кхача,по̄ррмушш
2470,Speise::N,юург,beapmoe
2471,Speise::N,юург,biebbmo
2472,Speise::N,юург,biebmu
2473,Speise::N,юург,määlis
2474,Speise::N,юург,aasâs
2475,Speise::N,юург,porrmõš
2476,Speise::N,юург,по̄ррмушш
2477,Fleisch::N,жижиг,bearkoe
2478,Fleisch::N,жижиг,oadtje
2479,Fleisch::N,жижиг,bierggo
2480,Fleisch::N,жижиг,biergu
2481,Fleisch::N,жижиг,uáž'ži
2482,Fleisch::N,жижиг,vuä´ǯ'ǯ
2483,Fleisch::N,жижиг,вуэннч
2484,Getreide::N,буьртиг,gernie
2485,Getreide::N,буьртиг,gårnne
2486,Getreide::N,буьртиг,gordni
2487,Getreide::N,буьртиг,valje
2488,Getreide::N,буьртиг,ле̄ййп
2489,Brei::N,xудар,kraavhtse
2490,Brei::N,xудар,ráktsa
2491,Brei::N,xудар,buvru
2492,Brei::N,xудар,suoḥâd
2493,Brei::N,xудар,hutt
2494,Brei::N,xудар,уххт
2495,Brot::N,бепиг,gaahkoe
2496,Brot::N,бепиг,lájbbe
2497,Brot::N,бепиг,stummpa
2498,Brot::N,бепиг,láibi
2499,Brot::N,бепиг,gáhkku
2500,Brot::N,бепиг,leibi
2501,Brot::N,бепиг,lei´bb
2502,Brot::N,бепиг,ле̄ййп
2503,Brot::N,кхаллар,gaahkoe
2504,Brot::N,кхаллар,lájbbe
2505,Brot::N,кхаллар,stummpa
2506,Brot::N,кхаллар,láibi
2507,Brot::N,кхаллар,gáhkku
2508,Brot::N,кхаллар,leibi
2509,Brot::N,кхаллар,lei´bb
2510,Brot::N,кхаллар,ле̄ййп
2511,Scheibe::N,цастар,snaejrie
2512,Scheibe::N,цастар,sárdde
2513,Scheibe::N,цастар,vajahas
2514,Scheibe::N,цастар,časkkis
2515,Scheibe::N,цастар,ča'skes
2516,Scheibe::N,цастар,ku´sǩǩ
2517,Scheibe::N,цастар,кусськ
2518,Fett::N,мохь,buejtie
2519,Fett::N,мохь,vuodja
2520,Fett::N,мохь,buoidi
2521,Fett::N,мохь,pyei'di
2522,Fett::N,мохь,puõi´dd
2523,Fett::N,мохь,пуййт
2524,Butter::N,налха,voeje
2525,Butter::N,налха,vuodja
2526,Butter::N,налха,vuodja
2527,Butter::N,налха,vuojâ
2528,Butter::N,налха,vuõjj
2529,Butter::N,налха,вӯйй
2530,Öl::N,даьтта,ålja
2531,Öl::N,даьтта,ulljo
2532,Öl::N,даьтта,oalljo
2533,Öl::N,даьтта,olju
2534,Öl::N,даьтта,oljo
2535,Öl::N,даьтта,vuõjj
2536,Öl::N,даьтта,вӯйй
2537,Salz::N,туьха,saelhtie
2538,Salz::N,туьха,sállte
2539,Salz::N,туьха,sálti
2540,Salz::N,туьха,sältti
2541,Salz::N,туьха,sä´ltt
2542,Salz::N,туьха,сӯлль
2543,Suppe::N,чорпа,joptse
2544,Suppe::N,чорпа,jupptsa
2545,Suppe::N,чорпа,málli
2546,Suppe::N,чорпа,määḷi
2547,Suppe::N,чорпа,lieṃâ
2548,Suppe::N,чорпа,liõmm
2549,Suppe::N,чорпа,лӣмм
2550,Honig::N,моз,hååneske
2551,Honig::N,моз,meda
2552,Honig::N,моз,miehta
2553,Honig::N,моз,mietâ
2554,Honig::N,моз,miõtt
2555,Honig::N,моз,мӣдт
2556,Milch::N,шура,mielhkie
2557,Milch::N,шура,mielkke
2558,Milch::N,шура,mielki
2559,Milch::N,шура,miel'kki
2560,Milch::N,шура,mie´lǩǩ
2561,Milch::N,шура,ма̄ййт
2562,Tee::N,чай,löövje
2563,Tee::N,чай,tedja
2564,Tee::N,чай,deadju
2565,Tee::N,чай,čee
2566,Tee::N,чай,teej̣â
2567,Tee::N,чай,čee
2568,Tee::N,чай,чайй
2569,Leder::N,цӏока,hovre
2570,Leder::N,цӏока,sassne
2571,Leder::N,цӏока,náhkki
2572,Leder::N,цӏока,leaira
2573,Leder::N,цӏока,čevđi
2574,Leder::N,цӏока,čåu´dd
2575,Leder::N,цӏока,на̄ххьк
2576,Wolle::N,тӏapгӏa,ålloe
2577,Wolle::N,тӏapгӏa,hullo
2578,Wolle::N,тӏapгӏa,ullu
2579,Wolle::N,тӏapгӏa,ullo
2580,Wolle::N,тӏapгӏa,oll
2581,Wolle::N,тӏapгӏa,улл
2582,Stoff::N,кӏади,tyjje
2583,Stoff::N,кӏади,gápptás
2584,Stoff::N,кӏади,stoaffa
2585,Stoff::N,кӏади,ávnnas
2586,Stoff::N,кӏади,käägus
2587,Stoff::N,кӏади,aaunâs
2588,Stoff::N,кӏади,лыййн
2589,Nadel::N,маха,naaloe
2590,Nadel::N,маха,nállo
2591,Nadel::N,маха,nállu
2592,Nadel::N,маха,nááḷu
2593,Nadel::N,маха,neu´ll
2594,Nadel::N,маха,нӣввьл
2595,Faden::N,тай,laejkie
2596,Faden::N,тай,hárppo
2597,Faden::N,тай,árpu
2598,Faden::N,тай,läigi
2599,Faden::N,тай,lääi´j
2600,Faden::N,тай,сӯнн
2601,Knopf::N,нуьйда,balhka
2602,Knopf::N,нуьйда,boallo
2603,Knopf::N,нуьйда,boallu
2604,Knopf::N,нуьйда,puál'lu
2605,Knopf::N,нуьйда,puäll
2606,Knopf::N,нуьйда,пуалл
2607,Knoten::N,шад,tjoelme
2608,Knoten::N,шад,tjuolmma
2609,Knoten::N,шад,čuolbma
2610,Knoten::N,шад,čuol'mâ
2611,Knoten::N,шад,čuõlmm
2612,Knoten::N,шад,чӯллм
2613,Farbe::N,сир,klaerie
2614,Farbe::N,сир,ivnne
2615,Farbe::N,сир,bájnno
2616,Farbe::N,сир,mola
2617,Farbe::N,сир,fearga
2618,Farbe::N,сир,maalâ
2619,Farbe::N,сир,páinu
2620,Farbe::N,сир,kälkk
2621,Farbe::N,сир,по̄а̄ййн
2622,Farbe::N,басар,klaerie
2623,Farbe::N,басар,ivnne
2624,Farbe::N,басар,bájnno
2625,Farbe::N,басар,mola
2626,Farbe::N,басар,fearga
2627,Farbe::N,басар,maalâ
2628,Farbe::N,басар,páinu
2629,Farbe::N,басар,kälkk
2630,Farbe::N,басар,по̄а̄ййн
2631,Kleidung::N,бедар,tyjje
2632,Kleidung::N,бедар,gárvvo
2633,Kleidung::N,бедар,bivttas
2634,Kleidung::N,бедар,piivtâs
2635,Kleidung::N,бедар,pivoh
2636,Kleidung::N,бедар,piiutâs
2637,Kleidung::N,бедар,о̄а̄з
2638,Hemd::N,коч,sjåarhtoe
2639,Hemd::N,коч,skirtto
2640,Hemd::N,коч,báidi
2641,Hemd::N,коч,päiđi
2642,Hemd::N,коч,päidd
2643,Hemd::N,коч,па̄ййт
2644,Kragen::N,кач,döörhke
2645,Kragen::N,кач,tjiebet
2646,Kragen::N,кач,tjehpuris
2647,Kragen::N,кач,čeabet
2648,Kragen::N,кач,kráva
2649,Kragen::N,кач,siä'pulâs
2650,Kragen::N,кач,seäp'plõs
2651,Kragen::N,кач,ко̄а̄влас
2652,Ärmel::N,пхьош,sissie
2653,Ärmel::N,пхьош,sasse
2654,Ärmel::N,пхьош,soadji
2655,Ärmel::N,пхьош,suájá
2656,Ärmel::N,пхьош,suäjj
2657,Ärmel::N,пхьош,суэйй
2658,Hose::N,хеча,måvhka
2659,Hose::N,хеча,båkså
2660,Hose::N,хеча,buvssat
2661,Hose::N,хеча,puuvsah
2662,Hose::N,хеча,puus
2663,Hose::N,хеча,пукс
2664,Hose::N,хеча,ко̄а̄дтӭ
2665,Gürtel::N,доьхка,juvvie
2666,Gürtel::N,доьхка,beelhte
2667,Gürtel::N,доьхка,avve
2668,Gürtel::N,доьхка,getsam
2669,Gürtel::N,доьхка,boagán
2670,Gürtel::N,доьхка,pooṿij
2671,Gürtel::N,доьхка,puäǥǥanj
2672,Gürtel::N,доьхка,эвв
2673,Mütze::N,куй,tjohpe
2674,Mütze::N,куй,gahper
2675,Mütze::N,куй,gahpir
2676,Mütze::N,куй,kappeer
2677,Mütze::N,куй,keä´p'per
2678,Mütze::N,куй,кабперь
2679,Schuh::N,мача,gaamege
2680,Schuh::N,мача,gáma
2681,Schuh::N,мача,skuovva
2682,Schuh::N,мача,gáma
2683,Schuh::N,мача,kaamâ
2684,Schuh::N,мача,kaammi
2685,Schuh::N,мача,камаша
2686,Stiefel::N,этка,steeblege
2687,Stiefel::N,этка,stiebil
2688,Stiefel::N,этка,sáhpis
2689,Stiefel::N,этка,sáppat
2690,Stiefel::N,этка,steevvil
2691,Stiefel::N,этка,sa´ppi
2692,Stiefel::N,этка,са̄ххпе
2693,Ring::N,чӏуг,rïngke
2694,Ring::N,чӏуг,suormas
2695,Ring::N,чӏуг,suorpmas
2696,Ring::N,чӏуг,suormâs
2697,Ring::N,чӏуг,suõrmâs
2698,Ring::N,чӏуг,сӯрмас
2699,Band::N,лента,baante
2700,Band::N,лента,bádde
2701,Band::N,лента,báddi
2702,Band::N,лента,päddi
2703,Band::N,лента,liântt
2704,Band::N,лента,källre´ppiǩ
2705,Band::N,лента,ля̄ӊӊт
2706,Kamm::N,ехк,gaampe
2707,Kamm::N,ехк,rájdam
2708,Kamm::N,ехк,tjåhkom
2709,Kamm::N,ехк,čohkun
2710,Kamm::N,ехк,čohhoom
2711,Kamm::N,ехк,čååǥǥam
2712,Kamm::N,ехк,чоагкь
2713,Spiegel::N,куьзга,guelmiedahke
2714,Spiegel::N,куьзга,spiedjil
2715,Spiegel::N,куьзга,speajal
2716,Spiegel::N,куьзга,speeijal
2717,Spiegel::N,куьзга,suei´mkar
2718,Spiegel::N,куьзга,кыффкэмка̄ррь
2719,Spiegel::N,куьзга,зе̄ркал
2720,Riemen::N,доьхка,györtenje
2721,Riemen::N,доьхка,rájppe
2722,Riemen::N,доьхка,garttsa
2723,Riemen::N,доьхка,lávži
2724,Riemen::N,доьхка,läbži
2725,Riemen::N,доьхка,läbǯǯ
2726,Riemen::N,доьхка,ре̄ммь
2727,Schnur::N,муш,gurrie
2728,Schnur::N,муш,gáras
2729,Schnur::N,муш,garca
2730,Schnur::N,муш,orrâ
2731,Schnur::N,муш,nue´rr
2732,Schnur::N,муш,нӯррь
2733,Leine::N,кочатосу доьхка,baante
2734,Leine::N,кочатосу доьхка,gájnno
2735,Leine::N,кочатосу доьхка,báddi
2736,Leine::N,кочатосу доьхка,oarra
2737,Leine::N,кочатосу доьхка,läbži
2738,Leine::N,кочатосу доьхка,läbǯǯ
2739,Leine::N,кочатосу доьхка,ла̄ммч
2740,Decke::N,юргӏа,gaptjese
2741,Decke::N,юргӏа,rádno
2742,Decke::N,юргӏа,gåbtjås
2743,Decke::N,юргӏа,tæhppin
2744,Decke::N,юргӏа,govččas
2745,Decke::N,юргӏа,loovdâ
2746,Decke::N,юргӏа,räänn
2747,Decke::N,юргӏа,ра̄нн
2748,Kissen::N,гIайба,nalhke
2749,Kissen::N,гIайба,guoddá
2750,Kissen::N,гIайба,oajvevuolle
2751,Kissen::N,гIайба,guoddá
2752,Kissen::N,гIайба,bolsttar
2753,Kissen::N,гIайба,polster
2754,Kissen::N,гIайба,pee´ren
2755,Kissen::N,гIайба,pooddâšǩ
2756,Kissen::N,гIайба,по̄дэшк
2757,Tuch::N,исхар,tyjje
2758,Tuch::N,исхар,tyddja
2759,Tuch::N,исхар,gådo
2760,Tuch::N,исхар,liidni
2761,Tuch::N,исхар,läđđee
2762,Tuch::N,исхар,re´ppiǩ
2763,Tuch::N,исхар,ree´ppiǩ
2764,Tuch::N,исхар,ребпехь
2765,Handtuch::N,гата,njaamelijnie
2766,Handtuch::N,гата,sigárdahka
2767,Handtuch::N,гата,sihkaldat
2768,Handtuch::N,гата,siholdâs
2769,Handtuch::N,гата,seekkldõs
2770,Handtuch::N,гата,u´tree´lniǩ
2771,Handtuch::N,гата,отеральнэхьк
2772,Kraft::N,гӏора,faamoe
2773,Kraft::N,гӏора,fábmo
2774,Kraft::N,гӏора,fápmu
2775,Kraft::N,гӏора,fááṃu
2776,Kraft::N,гӏора,viõkk
2777,Kraft::N,гӏора,вӣгк
2778,Stärke::N,гӏап,vieksiesvoete
2779,Stärke::N,гӏап,gievrrudahka
2780,Stärke::N,гӏап,gievrrodus
2781,Stärke::N,гӏап,veahka
2782,Stärke::N,гӏап,vuoibmi
2783,Stärke::N,гӏап,viek'sâvuotâ
2784,Stärke::N,гӏап,viõkk
2785,Stärke::N,гӏап,са̄м
2786,Stärke::N,гӏап,вӣгк
2787,Gesundheit::N,могашалла,healsoe
2788,Gesundheit::N,могашалла,starne
2789,Gesundheit::N,могашалла,hælsso
2790,Gesundheit::N,могашалла,varresvuohta
2791,Gesundheit::N,могашалла,dearvvasvuohta
2792,Gesundheit::N,могашалла,tie'rvâsvuotâ
2793,Gesundheit::N,могашалла,tiõrvâsvuõtt
2794,Gesundheit::N,могашалла,тӣрвасвӯдт
2795,Krankheit::N,цамгар,skïemtjelasse
2796,Krankheit::N,цамгар,skihpudahka
2797,Krankheit::N,цамгар,dávdda
2798,Krankheit::N,цамгар,vihke
2799,Krankheit::N,цамгар,dávda
2800,Krankheit::N,цамгар,tavdâ
2801,Krankheit::N,цамгар,puá'cuvuotâ
2802,Krankheit::N,цамгар,kõpp
2803,Krankheit::N,цамгар,puõccmoš
2804,Krankheit::N,цамгар,кэ̄бп
2805,Schmerz::N,лазар,haerhpie
2806,Schmerz::N,лазар,bávtjas
2807,Schmerz::N,лазар,bávčča
2808,Schmerz::N,лазар,tuške
2809,Schmerz::N,лазар,poovčâs
2810,Schmerz::N,лазар,tå´sǩǩ
2811,Schmerz::N,лазар,кэ̄бп
2812,Wunde::N,чов,saejrie
2813,Wunde::N,чов,hávve
2814,Wunde::N,чов,hávvi
2815,Wunde::N,чов,hävvi
2816,Wunde::N,чов,hää´vv
2817,Wunde::N,чов,ра̄ӊӊҍ
2818,Fieber::N,xорша,vaejlie
2819,Fieber::N,xорша,fiebar
2820,Fieber::N,xорша,báhkkadávda
2821,Fieber::N,xорша,žaar
2822,Fieber::N,xорша,жоарр
2823,Arznei::N,молха,daalhkesh
2824,Arznei::N,молха,dálkas
2825,Arznei::N,молха,dálkkas
2826,Arznei::N,молха,taalhâs
2827,Arznei::N,молха,lekittâs
2828,Arznei::N,молха,taalkâs
2829,Arznei::N,молха,лоаддв
2830,Brücke::N,тӏай,pruvvie
2831,Brücke::N,тӏай,råvve
2832,Brücke::N,тӏай,šaldi
2833,Brücke::N,тӏай,šalde
2834,Brücke::N,тӏай,mostt
2835,Brücke::N,тӏай,мо̄сст
2836,Brunnen::N,гӏу,prutnie
2837,Brunnen::N,гӏу,ruddne
2838,Brunnen::N,гӏу,gáivo
2839,Brunnen::N,гӏу,káivu
2840,Brunnen::N,гӏу,käivv
2841,Brunnen::N,гӏу,ка̄ййв
2842,Weide::N,дак,gåatome
2843,Weide::N,дак,guohtom
2844,Weide::N,дак,guohtun
2845,Weide::N,дак,kuátu
2846,Weide::N,дак,luátu
2847,Weide::N,дак,та̄нтар
2848,Pfad::N,тача,baalka
2849,Pfad::N,тача,bálges
2850,Pfad::N,тача,bálggis
2851,Pfad::N,тача,päälgis
2852,Pfad::N,тача,pää´ljes
2853,Pfad::N,тача,поалкас
2854,Weg::N,некъ,geajnoe
2855,Weg::N,некъ,gæjnno
2856,Weg::N,некъ,væddja
2857,Weg::N,некъ,geaidnu
2858,Weg::N,некъ,luod'dâ
2859,Weg::N,некъ,čuâǥǥas
