,Concept_ID,lt,lv
124,Atem::N,kvapas,elpa
125,Hunger::N,badas,тшыг
126,Hunger::N,badas,bads
127,Hunger::N,badas,izsalkums
128,Hunger::N,alkis,тшыг
129,Hunger::N,alkis,bads
130,Hunger::N,alkis,izsalkums
131,Träne::N,ašara,синва
132,Träne::N,ašara,asara
133,Geschmack::N,skonis,кӧр
134,Geschmack::N,skonis,чӧсмӧс
135,Geschmack::N,skonis,garša
136,Geruch::N,kvapas,зын
137,Geruch::N,kvapas,дук
138,Geruch::N,kvapas,smaka
139,Schlaf::N,miegas,узьӧм
140,Schlaf::N,miegas,miegs
141,Traum::N,sapnas,вӧт
142,Traum::N,sapnas,вӧтасьӧм
143,Traum::N,sapnas,sapnis
144,Himmel::N,dangus,енэж
145,Himmel::N,dangus,debess
146,Sonne::N,saulė,шонді
147,Sonne::N,saulė,saule
148,Mond::N,mėnulis,тӧлысь
149,Mond::N,mėnulis,mēness
150,Stern::N,žvaigždė,кодзув
151,Stern::N,žvaigždė,zvaigzne
152,Luft::N,oras,сынӧд
153,Luft::N,oras,gaiss
154,Wind::N,vėjas,тӧв
155,Wind::N,vėjas,vējš
156,Welle::N,banga,гы
157,Welle::N,banga,vilnis
158,Welle::N,vilnis,гы
159,Welle::N,vilnis,vilnis
160,Wasser::N,vanduo,ва
161,Wasser::N,vanduo,ūdens
162,Stein::N,akmuo,из
163,Stein::N,akmuo,akmens
164,Boden::N,žemė,му
165,Boden::N,žemė,augsne
166,Boden::N,dugnas,му
167,Boden::N,dugnas,augsne
168,Erde::N,žemė,му
169,Erde::N,žemė,му-ва
170,Erde::N,žemė,zeme
171,Staub::N,dulkės,бус
172,Staub::N,dulkės,putekļi
173,Rauch::N,dūmai,тшын
174,Rauch::N,dūmai,dūmi
175,Funke::N,kibirkštis,кинь
176,Funke::N,kibirkštis,би кинь
177,Funke::N,kibirkštis,dzirkstele
178,Feuer::N,ugnis,би
179,Feuer::N,ugnis,uguns
180,Licht::N,šviesa,югӧр
181,Licht::N,šviesa,gaisma
182,Schatten::N,paūksmė,вуджӧр
183,Schatten::N,paūksmė,ēna
184,Wetter::N,oras,поводдя
185,Wetter::N,oras,laiks
186,Nebel::N,migla,ру
187,Nebel::N,migla,онь
188,Nebel::N,migla,migla
189,Nebel::N,rūkas,ру
190,Nebel::N,rūkas,онь
191,Nebel::N,rūkas,migla
192,Wolke::N,debesis,кымӧр
193,Wolke::N,debesis,mākonis
194,Regen::N,lietus,зэр
195,Regen::N,lietus,lietus
196,Schnee::N,sniegas,лым
197,Schnee::N,sniegas,sniegs
198,Eis::N,ledas,йи
199,Eis::N,ledas,ledus
200,Frost::N,šalna,кӧдзыд
201,Frost::N,šalna,sals
202,Kälte::N,šaltis,кӧдзыд
203,Kälte::N,šaltis,saltums
204,Kälte::N,šaltis,aukstums
205,Hitze::N,karštis,пӧсь
206,Hitze::N,karštis,гожӧд
207,Hitze::N,karštis,karstums
208,Raureif::N,šerkšnas,пуж
209,Raureif::N,šerkšnas,гыӧр
210,Raureif::N,šerkšnas,sarma
211,Regenbogen::N,vaivorykštė,ӧшкамӧшка
212,Regenbogen::N,vaivorykštė,varavīksne
213,Donner::N,perkūnas,гым
214,Donner::N,perkūnas,pērkons
215,Donner::N,griaustinis,гым
216,Donner::N,griaustinis,pērkons
217,Strömung::N,tėkmė,ва ныр
218,Strömung::N,tėkmė,визувтӧм
219,Strömung::N,tėkmė,straume
220,Strömung::N,tėkmė,strāvojums
221,Tropfen::N,lašas,войт
222,Tropfen::N,lašas,lāse
223,Schaum::N,putos,быг
224,Schaum::N,putos,быгзьӧм
225,Schaum::N,putos,putas
226,Schmutz::N,purvas,няйт
227,Schmutz::N,purvas,dubļi
228,See::N,ežeras,ты
229,See::N,ežeras,ezers
230,Sumpf::N,klampynė,гыбад
231,Sumpf::N,klampynė,кад
232,Sumpf::N,klampynė,dumbrājs
233,Sumpf::N,klampynė,staignājs
234,Sumpf::N,liūnas,гыбад
235,Sumpf::N,liūnas,кад
236,Sumpf::N,liūnas,dumbrājs
237,Sumpf::N,liūnas,staignājs
238,Moor::N,pelkė,нюр
239,Moor::N,pelkė,purvs
240,Moor::N,pelkė,muklājs
241,Wiese::N,pieva,видз
242,Wiese::N,pieva,pļava
243,Wald::N,miškas,вӧр
244,Wald::N,miškas,mežs
245,Hügel::N,kalva,дзиб
246,Hügel::N,kalva,мыльк
247,Hügel::N,kalva,нӧрыс
248,Hügel::N,kalva,paugurs
249,Anhöhe::N,kauburys,мыльк
250,Anhöhe::N,kauburys,нӧрыс
251,Anhöhe::N,kauburys,paugurs
252,Berg::N,kalnas,чой
253,Berg::N,kalnas,керӧс
254,Berg::N,kalnas,kalns
255,Gipfel::N,viršūnė,чук
256,Gipfel::N,viršūnė,virsotne
257,Höhle::N,ola,рудӧг
258,Höhle::N,ola,ala
259,Abhang::N,šlaitas,ньывк
260,Abhang::N,šlaitas,бокша
261,Abhang::N,šlaitas,nogāze
262,Abhang::N,nuokalnė,ньывк
263,Abhang::N,nuokalnė,бокша
264,Abhang::N,nuokalnė,nogāze
265,Quelle::N,versmė,ӧшмӧс
266,Quelle::N,versmė,avots
267,Quelle::N,šaltinis,ӧшмӧс
268,Quelle::N,šaltinis,avots
269,Bach::N,upelis,шор
270,Bach::N,upelis,urga
271,Bach::N,upelis,strauts
272,Fluss::N,upė,ю
273,Fluss::N,upė,upe
274,Ufer::N,krantas,вадор
275,Ufer::N,krantas,krasts
276,Küste::N,pajūris,вадор
277,Küste::N,pajūris,piekraste
278,Festland::N,sausuma,му
279,Festland::N,sausuma,sauszeme
280,Meer::N,jūra,саридз
281,Meer::N,jūra,jūra
282,Bucht::N,įlanka,куръя
283,Bucht::N,įlanka,līcis
284,Bucht::N,užutekis,куръя
285,Bucht::N,užutekis,līcis
286,Insel::N,sala,ді
287,Insel::N,sala,sala
288,Blume::N,gėlė,дзоридз
289,Blume::N,gėlė,puķe
290,Blume::N,gėlė,zieds
291,Gras::N,žolė,турун
292,Gras::N,žolė,zāle
293,Wurzel::N,šaknis,вуж
294,Wurzel::N,šaknis,sakne
295,Baum::N,medis,пу
296,Baum::N,medis,koks
297,Stamm::N,kamienas,пучер
298,Stamm::N,kamienas,stumbrs
299,Rinde::N,žievė,кырсь
300,Rinde::N,žievė,miza
301,Ast::N,šaka,ув
302,Ast::N,šaka,zars
303,Zweig::N,šakelė,вож
304,Zweig::N,šakelė,nozare
305,Blatt::N,lapas,кор
306,Blatt::N,lapas,lapa
307,Birke::N,beržas,кыдз
308,Birke::N,beržas,bērzs
309,Kiefer[Baum]::N,pušis,пожӧм
310,Kiefer[Baum]::N,pušis,priede
311,Weide[Baum]::N,karklas,бадь
312,Weide[Baum]::N,karklas,kārkls
313,Tanne::N,eglė,коз
314,Tanne::N,eglė,egle
315,Tanne::N,kėnis,коз
316,Tanne::N,kėnis,egle
317,Horn::N,ragas,сюр
318,Horn::N,ragas,rags
319,Feder::N,plunksna,гӧн
320,Feder::N,plunksna,тывборд
321,Feder::N,plunksna,spalva
322,Fell::N,kailis,ку
323,Fell::N,kailis,āda
324,Flügel::N,sparnas,борд
325,Flügel::N,sparnas,spārns
326,Klaue::N,kanopa,гыж
327,Klaue::N,kanopa,nags
328,Kralle::N,nagas,гыж
329,Kralle::N,nagas,nags
330,Schwanz::N,uodega,бӧж
331,Schwanz::N,uodega,ļipa
332,Ei::N,kiaušinis,кольк
333,Ei::N,kiaušinis,ola
334,Nest::N,gūžta,поз
335,Nest::N,gūžta,ligzda
336,Nest::N,lizdas,поз
337,Nest::N,lizdas,ligzda
338,Bau::N,ola,горс
339,Bau::N,ola,пырмӧс
340,Bau::N,ola,гу
341,Bau::N,ola,ala
342,Tier::N,gyvūnas,пемӧс
343,Tier::N,gyvūnas,dzīvnieks
344,Herde::N,banda,стада
345,Herde::N,banda,кельӧб
346,Herde::N,banda,ganāmpulks
347,Herde::N,kaimenė,стада
348,Herde::N,kaimenė,кельӧб
349,Herde::N,kaimenė,ganāmpulks
350,Kuh::N,karvė,мӧс
351,Kuh::N,karvė,govs
352,Bulle::N,bulius,ӧш
353,Bulle::N,bulius,bullis
354,Pferd::N,arklys,вӧв
355,Pferd::N,arklys,zirgs
356,Schaf::N,avis,ыж
357,Schaf::N,avis,aita
358,Schwein::N,kiaulė,порсь
359,Schwein::N,kiaulė,cūka
360,Hund::N,šuo,пон
361,Hund::N,šuo,suns
362,Katze::N,katė,кань
363,Katze::N,katė,kaķis
364,Bär::N,lokys,ош
365,Bär::N,lokys,lācis
366,Eichhörnchen::N,voveraitė,ур
367,Eichhörnchen::N,voveraitė,vāvere
368,Elch::N,briedis,йӧра
369,Elch::N,briedis,alnis
370,Fuchs::N,lapė,руч
371,Fuchs::N,lapė,lapsa
372,Hase::N,kiškas,кӧч
373,Hase::N,kiškas,zaķis
374,Maus::N,pelė,шыр
375,Maus::N,pelė,pele
376,Wolf::N,vilkas,кӧин
377,Wolf::N,vilkas,vilks
378,Vogel::N,paukštis,кай
379,Vogel::N,paukštis,лэбач
380,Vogel::N,paukštis,putns
381,Schwarm::N,spiečius,чукӧр
382,Schwarm::N,spiečius,spiets
383,Huhn::N,višta,курӧг
384,Huhn::N,višta,vista
385,Hahn::N,gaidys,петук
386,Hahn::N,gaidys,gailis
387,Gans::N,žąsis,дзодзӧг
388,Gans::N,žąsis,zoss
389,Adler::N,erelis,кутш
390,Adler::N,erelis,ērglis
391,Ente::N,antis,утка
392,Ente::N,antis,pīle
393,Eule::N,pelėda,сюзь
394,Eule::N,pelėda,pūce
395,Kranich::N,gervė,тури
396,Kranich::N,gervė,dzērve
397,Krähe::N,varna,рака
398,Krähe::N,varna,vārna
399,Kuckuck::N,gegužė,кӧк
400,Kuckuck::N,gegužė,dzeguze
401,Schwan::N,gulbė,юсь
402,Schwan::N,gulbė,gulbis
403,Fisch::N,žuvis,чери
404,Fisch::N,žuvis,zivs
405,Barsch::N,ešerys,ёкыш
406,Barsch::N,ešerys,asaris
407,Hecht::N,lydeka,сир
408,Hecht::N,lydeka,līdaka
409,Schlange[Tier]::N,gyvatė,кый
410,Schlange[Tier]::N,gyvatė,čūska
411,Wurm::N,kirmėlė,номыр
412,Wurm::N,kirmėlė,tārps
413,Spinne::N,voras,черань
414,Spinne::N,voras,zirneklis
415,Ameise::N,skruzdė,кодзувкот
416,Ameise::N,skruzdė,skudra
417,Laus::N,utėlė,той
418,Laus::N,utėlė,uts
419,Mücke::N,uodas,ном
420,Mücke::N,uodas,ods
421,Fliege::N,musė,гут
422,Fliege::N,musė,muša
423,Schmetterling::N,drugys,бобув
424,Schmetterling::N,drugys,tauriņš
425,Schmetterling::N,peteliškė,бобув
426,Schmetterling::N,peteliškė,tauriņš
427,Beere::N,uoga,тусь
428,Beere::N,uoga,вотӧс
429,Beere::N,uoga,oga
430,Apfel::N,obuolys,яблӧг
431,Apfel::N,obuolys,ābols
432,Pilz::N,grybas,тшак
433,Pilz::N,grybas,sēne
434,Zwiebel::N,svogūnas,луккок
435,Zwiebel::N,svogūnas,йӧнгыль
436,Zwiebel::N,svogūnas,sīpols
437,Saat::N,sėkla,тусь
438,Saat::N,sėkla,кӧйдыс
439,Saat::N,sėkla,sēkla
440,Korn::N,grūdai,тусь
441,Korn::N,grūdai,grauds
442,Heu::N,šienas,турун
443,Heu::N,šienas,siens
444,Schale::N,žievelė,кор
445,Schale::N,žievelė,čaula
446,Schale::N,žievelė,čaumala
447,Grube::N,duobė,гу
448,Grube::N,duobė,bedre
449,Falle::N,pinklės,лэч
450,Falle::N,pinklės,slazds
451,Falle::N,pinklės,lamatas
452,Falle::N,žabangai,лэч
453,Falle::N,žabangai,slazds
454,Falle::N,žabangai,lamatas
455,Schlinge::N,kilpa,лэч
456,Schlinge::N,kilpa,cilpa
457,Spur::N,vėžė,туй
458,Spur::N,vėžė,pēda
459,Spur::N,pėdos,туй
460,Spur::N,pėdos,pēda
461,Spur::N,pėdsakas,туй
462,Spur::N,pėdsakas,pēda
463,Asche::N,pelenai,пӧм
464,Asche::N,pelenai,pelni
465,Dreck::N,purvas,няйт
466,Dreck::N,purvas,dubļi
467,Eisen::N,geležis,кӧрт
468,Eisen::N,geležis,dzelzs
469,Gold::N,auksas,зарни
470,Gold::N,auksas,zelts
471,Silber::N,sidabras,эзысь
472,Silber::N,sidabras,sudrabs
473,Kohle::N,anglis,шом
474,Kohle::N,anglis,ogle
475,Glas::N,stiklas,стеклӧ
476,Glas::N,stiklas,stikls
477,Lehm::N,molis,сёй
478,Lehm::N,molis,māls
479,Sand::N,smėlis,лыа
480,Sand::N,smėlis,smiltis
481,Mensch::N,žmogus,морт
482,Mensch::N,žmogus,cilvēks
483,Mann::N,vyras,аймӧрт
484,Mann::N,vyras,мужичӧй
485,Mann::N,vyras,vīrietis
486,Mann::N,vyriškis,аймӧрт
487,Mann::N,vyriškis,мужичӧй
488,Mann::N,vyriškis,vīrietis
489,Frau::N,moteris,ань
490,Frau::N,moteris,нывбаба
491,Frau::N,moteris,sieviete
492,Kind::N,vaikas,кага
493,Kind::N,vaikas,bērns
494,Junge::N,vaikinas,пи
495,Junge::N,vaikinas,zēns
496,Junge::N,vaikinas,puika
497,Junge::N,vaikinas,puisis
498,Junge::N,berniukas,пи
499,Junge::N,berniukas,zēns
500,Junge::N,berniukas,puika
501,Junge::N,berniukas,puisis
502,Mädchen::N,mergytė,ныв
503,Mädchen::N,mergytė,meiča
504,Mädchen::N,mergytė,skuķis
505,Mädchen::N,mergytė,meitene
506,Mädchen::N,mergaitė,ныв
507,Mädchen::N,mergaitė,meiča
508,Mädchen::N,mergaitė,skuķis
509,Mädchen::N,mergaitė,meitene
510,Familie::N,šeima,семья
511,Familie::N,šeima,ģimene
512,Großvater::N,senelis,пӧль
513,Großvater::N,senelis,vecaistēvs
514,Großmutter::N,senelė,баб
515,Großmutter::N,senelė,vecāmāte
516,Eltern::N,tėvai,ай-мам
517,Eltern::N,tėvai,бать-мам
518,Eltern::N,tėvai,vecāki
519,Vater::N,tėvas,бать
520,Vater::N,tėvas,ай
521,Vater::N,tėvas,tēvs
522,Mutter::N,motina,мам
523,Mutter::N,motina,māte
524,Sohn::N,sūnus,пи
525,Sohn::N,sūnus,dēls
526,Tochter::N,duktė,ныв
527,Tochter::N,duktė,meita
528,Bruder::N,brolis,вок
529,Bruder::N,brolis,brālis
530,Schwester::N,sesuo,чой
531,Schwester::N,sesuo,māsa
532,Onkel::N,dėdė,дядь
533,Onkel::N,dėdė,tēvocis
534,Tante::N,teta,тьӧт
535,Tante::N,teta,tante
536,Ehemann::N,vyras,верӧс
537,Ehemann::N,vyras,vīrs
538,Ehefrau::N,žmona,гӧтыр
539,Ehefrau::N,žmona,sieva
540,Freude::N,džiaugsmas,радлун
541,Freude::N,džiaugsmas,prieks
542,Gelächter::N,juokas,серам
543,Gelächter::N,juokas,smiekli
544,Glück::N,laimė,шуд
545,Glück::N,laimė,laime
546,Kummer::N,vargas,шог
547,Kummer::N,vargas,bēdas
548,Kummer::N,vargas,raizes
549,Kummer::N,rūpestis,шог
550,Kummer::N,rūpestis,bēdas
551,Kummer::N,rūpestis,raizes
552,Wunsch::N,troškimas,кӧсйӧм
553,Wunsch::N,troškimas,vēlme
554,Wunsch::N,troškimas,vēlējums
555,Wunsch::N,pageidavimas,кӧсйӧм
556,Wunsch::N,pageidavimas,vēlme
557,Wunsch::N,pageidavimas,vēlējums
558,Lust::N,noras,кыскӧм
559,Lust::N,noras,радейтӧм
560,Lust::N,noras,kāre
561,Lust::N,geidulys,кыскӧм
562,Lust::N,geidulys,радейтӧм
563,Lust::N,geidulys,kāre
564,Geist::N,dvasia,лов
565,Geist::N,dvasia,gars
566,Gedanke::N,mintis,мӧвп
567,Gedanke::N,mintis,doma
568,Gedächtnis::N,atmintis,паметь
569,Gedächtnis::N,atmintis,atmiņa
570,Verstand::N,protas,вежӧр
571,Verstand::N,protas,prāts
572,Sinn::N,prasmė,мог
573,Sinn::N,prasmė,вежӧртас
574,Sinn::N,prasmė,nozīme
575,Grund::N,priežastis,помка
576,Grund::N,priežastis,pamats
577,Grund::N,priežastis,iemesls
578,Wahrheit::N,tiesa,збыль
579,Wahrheit::N,tiesa,збыльтор
580,Wahrheit::N,tiesa,taisnība
581,Wahrheit::N,tiesa,patiesība
582,Wahrheit::N,teisybė,збыль
583,Wahrheit::N,teisybė,збыльтор
584,Wahrheit::N,teisybė,taisnība
585,Wahrheit::N,teisybė,patiesība
586,Gespräch::N,pokalbis,сёрни
587,Gespräch::N,pokalbis,saruna
588,Märchen::N,pasaka,мойд
589,Märchen::N,pasaka,pasaka
590,Erzählung::N,apsakymas,висьт
591,Erzählung::N,apsakymas,stāsts
592,Erzählung::N,apsakymas,nostāsts
593,Erzählung::N,pasakojimas,висьт
594,Erzählung::N,pasakojimas,stāsts
595,Erzählung::N,pasakojimas,nostāsts
596,Nachricht::N,žinia,юӧртӧм
597,Nachricht::N,žinia,ziņa
598,Neuigkeit::N,naujiena,выльтор
599,Neuigkeit::N,naujiena,jaunums
600,Name::N,vardas,ним
601,Name::N,vardas,vārds
602,Rätsel::N,mįslė,нӧдкыв
603,Rätsel::N,mįslė,mīkla
604,Rede::N,kalba,сёрни
605,Rede::N,kalba,runa
606,Sprache::N,kalba,кыв
607,Sprache::N,kalba,valoda
608,Stimme::N,balsas,гӧлӧс
609,Stimme::N,balsas,вом шы
610,Stimme::N,balsas,balss
611,Wort::N,žodis,кыв
612,Wort::N,žodis,vārds
613,Zeichen::N,žymė,пас
614,Zeichen::N,žymė,zīme
615,Zeichen::N,ženklas,пас
616,Zeichen::N,ženklas,zīme
617,Ruf::N,šauksmas,чукӧстчӧм
618,Ruf::N,šauksmas,корӧм
619,Ruf::N,šauksmas,sauciens
620,Lärm::N,triukšmas,шы
621,Lärm::N,triukšmas,зык
622,Lärm::N,triukšmas,зычитӧм
623,Lärm::N,triukšmas,troksnis
624,Laut::N,garsas,шы
625,Laut::N,garsas,skaņa
626,Ton::N,tonas,шы
627,Ton::N,tonas,tonis
628,Ton::N,garsas,шы
629,Ton::N,garsas,tonis
630,Lied::N,daina,сьылан
631,Lied::N,daina,сьыланкыв
632,Lied::N,daina,dziesma
633,Lied::N,giesmė,сьылан
634,Lied::N,giesmė,сьыланкыв
635,Lied::N,giesmė,dziesma
636,Ruhe::N,ramybė,чӧв
637,Ruhe::N,ramybė,miers
638,Ruhe::N,ramumas,чӧв
639,Ruhe::N,ramumas,miers
640,Leute::N,žmonės,йӧз
641,Leute::N,žmonės,войтыр
642,Leute::N,žmonės,ļaudis
643,Leute::N,žmonės,cilvēki
644,Volk::N,tauta,йӧз
645,Volk::N,tauta,войтыр
646,Volk::N,tauta,tauta
647,Arbeit::N,darbas,удж
648,Arbeit::N,darbas,darbs
649,Arbeit::N,triūsas,удж
650,Arbeit::N,triūsas,darbs
651,Gast::N,svečias,гӧсть
652,Gast::N,svečias,viešņa
653,Gast::N,svečias,ciemiņš
654,Geschenk::N,dovana,козин
655,Geschenk::N,dovana,dāvana
656,Spiel::N,žaismas,ворсан
657,Spiel::N,žaismas,rotaļa
658,Spiel::N,žaidimas,ворсан
659,Spiel::N,žaidimas,rotaļa
660,Gesellschaft::N,draugija,котыр
661,Gesellschaft::N,draugija,biedrība
662,Gesellschaft::N,draugija,kompānija
663,Gesellschaft::N,kompanija,котыр
664,Gesellschaft::N,kompanija,biedrība
665,Gesellschaft::N,kompanija,kompānija
666,Hilfe::N,pagalba,отсӧг
667,Hilfe::N,pagalba,palīdzība
668,Freund::N,draugas,ёрт
669,Freund::N,draugas,draugs
670,Freund::N,bičiulis,ёрт
671,Freund::N,bičiulis,draugs
672,Kamerad::N,draugas,ёрт
673,Kamerad::N,draugas,biedrs
674,Angelegenheit::N,dalykas,мог
675,Angelegenheit::N,dalykas,делӧ
676,Angelegenheit::N,dalykas,darīšana
677,Angelegenheit::N,reikalas,мог
678,Angelegenheit::N,reikalas,делӧ
679,Angelegenheit::N,reikalas,darīšana
680,Anzahl::N,kiekis,лыд
681,Anzahl::N,kiekis,тшӧт
682,Anzahl::N,kiekis,skaits
683,Anzahl::N,kiekis,daudzums
684,Anzahl::N,skaičius,лыд
685,Anzahl::N,skaičius,тшӧт
686,Anzahl::N,skaičius,skaits
687,Anzahl::N,skaičius,daudzums
688,Art::N,rūšis,сикас
689,Art::N,rūšis,suga
690,Art::N,rūšis,šķira
691,Stück::N,gabalas,тор
692,Stück::N,gabalas,gabals
693,Teil::N,dalis,юкӧн
694,Teil::N,dalis,daļa
695,Hälfte::N,pusė,пӧв
696,Hälfte::N,pusė,джын
697,Hälfte::N,pusė,puse
698,Kreis::N,ratas,кытш
699,Kreis::N,ratas,aplis
700,Kreis::N,ratas,riņķis
701,Kreis::N,apskritis,кытш
702,Kreis::N,apskritis,aplis
703,Kreis::N,apskritis,riņķis
704,Kreis::N,apskritimas,кытш
705,Kreis::N,apskritimas,aplis
706,Kreis::N,apskritimas,riņķis
707,Kreuz::N,kryžius,перна
708,Kreuz::N,kryžius,крест
709,Kreuz::N,kryžius,krusts
710,Linie::N,linija,визь
711,Linie::N,linija,līnija
712,Strich::N,brėžis,визь
713,Strich::N,brėžis,svītra
714,Strich::N,brūkšnys,визь
715,Strich::N,brūkšnys,svītra
716,Abstand::N,atstumas,кост
717,Abstand::N,atstumas,коласт
718,Abstand::N,atstumas,atstarpe
719,Entfernung::N,atstumas,ылна
720,Entfernung::N,atstumas,attālums
721,Entfernung::N,atstumas,atstatums
722,Gegend::N,vietovė,му-ва
723,Gegend::N,vietovė,apvidus
724,Gegend::N,vietovė,apgabals
725,Platz::N,vieta,ылдӧс
726,Platz::N,vieta,йир
727,Platz::N,vieta,гӧгӧртас
728,Platz::N,vieta,vieta
729,Ort::N,vieta,ин
730,Ort::N,vieta,места
731,Ort::N,vieta,vieta
732,Ort::N,vietovė,ин
733,Ort::N,vietovė,места
734,Ort::N,vietovė,vieta
735,Seite::N,pusė,бок
736,Seite::N,pusė,ӧтарладор
737,Seite::N,pusė,sāns
738,Seite::N,šonas,бок
739,Seite::N,šonas,ӧтарладор
740,Seite::N,šonas,sāns
741,Mitte::N,vidurys,шӧр
742,Mitte::N,vidurys,vidus
743,Gegenstand::N,dalykas,кӧлуй
744,Gegenstand::N,dalykas,priekšmets
745,Sache::N,daiktas,добра
746,Sache::N,daiktas,lieta
747,Rand::N,kraštas,дор
748,Rand::N,kraštas,mala
749,Rand::N,kraštas,apmale
750,Rand::N,pakraštys,дор
751,Rand::N,pakraštys,mala
752,Rand::N,pakraštys,apmale
753,Kante::N,kraštas,дор
754,Kante::N,kraštas,šķautne
755,Ecke::N,kertė,пельӧс
756,Ecke::N,kertė,kakts
757,Ecke::N,kertė,stūris
758,Ecke::N,kampas,пельӧс
759,Ecke::N,kampas,kakts
760,Ecke::N,kampas,stūris
761,Spitze::N,priekis,йыв
762,Spitze::N,priekis,smaile
763,Spitze::N,priekis,galotne
764,Spitze::N,priešakys,йыв
765,Spitze::N,priešakys,smaile
766,Spitze::N,priešakys,galotne
767,Ende::N,galas,пом
768,Ende::N,galas,gals
769,Ende::N,galas,uzgalis
770,Loch::N,skylė,розь
