,Concept_ID,ku,ku
818,neun::NUM,neh,neh
819,zehn::NUM,deh,deh
820,elf::NUM,yazdeh,yazdeh
821,zwölf::NUM,diwazdeh,diwazdeh
822,zwanzig::NUM,bîst,bîst
823,dreißig::NUM,sih,sih
824,vierzig::NUM,çil,çil
825,fünfzig::NUM,pençi,pençi
826,sechzig::NUM,şêst,şêst
827,siebzig::NUM,heftê,heftê
828,achtzig::NUM,heştê,heştê
829,neunzig::NUM,nod,nod
830,hundert::NUM,sêd,sêd
831,tausend::NUM,hezar,hezar
832,und::CNJ,û,û
833,oder::CNJ,an,an
834,oder::CNJ,an,yan
835,oder::CNJ,yan,an
836,oder::CNJ,yan,yan
837,stehen::V,sekinîn,sekinîn
838,sitzen::V,rûniştin,rûniştin
839,liegen::V,paldan,paldan
840,hängen::V,darve kirin,darve kirin
841,werden::V,bûn,bûn
842,passieren::V,hatin holê,hatin holê
843,passieren::V,hatin holê,hatin serê kesî
844,passieren::V,hatin serê kesî,hatin holê
845,passieren::V,hatin serê kesî,hatin serê kesî
846,beginnen::V,li dest pêkirin,li dest pêkirin
847,enden::V,xalas bû,xalas bû
848,wechseln::V,guherandin,guherandin
849,wechseln::V,guherandin,dêgiş kirin
850,wechseln::V,dêgiş kirin,guherandin
851,wechseln::V,dêgiş kirin,dêgiş kirin
852,aufgehen[Sonne]::V,hilatin,hilatin
853,untergehen[Sonne]::V,çun ava,çun ava
854,scheinen[Sonne]::V,şewk de,şewk de
855,donnern::V,gire-gir,gire-gir
856,wehen::V,ba le de,ba le de
857,strömen::V,xwe girtin,xwe girtin
858,fließen::V,herikîn,herikîn
859,sich drehen::V,xwe zivirandin,xwe zivirandin
860,schwanken::V,hejandin,hejandin
861,schwingen::V,libakirin,libakirin
862,fallen::V,ketin,ketin
863,brennen::V,şewitîn,şewitîn
864,rauchen::V,kişandin,kişandin
865,regnen::V,bahran tê,bahran tê
866,gefrieren::V,qefilandin,qefilandin
867,tauen::V,helandin,helandin
868,schmelzen::V,helandin,helandin
869,trocknen::V,zuwabûn,zuwabûn
870,sieden::V,kelîn,kelîn
871,faulen::V,xerabûn,xerabûn
872,verfaulen::V,xerabûn,xerabûn
873,reißen::V,jêkirin,jêkirin
874,versinken::V,xerq bûn,xerq bûn
875,vergehen::V,derbas bûn,derbas bûn
876,erscheinen::V,peyda bûn,peyda bûn
877,verschwinden::V,wendabûn,wendabûn
878,sinken::V,noq bûn,noq bûn
879,abnehmen::V,kêm bûn,kêm bûn
880,zunehmen::V,qelew bûn,qelew bûn
881,steigen::V,hildan,hildan
882,wachsen::V,mezin bûn,mezin bûn
883,glänzen::V,biriqîn,biriqîn
884,funkeln::V,çikisîn,çikisîn
885,lärmen::V,guşîn,guşîn
886,läuten::V,lê de,lê de
887,klingeln::V,sîl dan,sîl dan
888,klingeln::V,sîl dan,ringerin
889,klingeln::V,ringerin,sîl dan
890,klingeln::V,ringerin,ringerin
891,klirren::V,zingzing hat,zingzing hat
892,brausen::V,guşîn,guşîn
893,rauschen::V,guşîn,guşîn
894,klingen::V,deng pe ketin,deng pe ketin
895,bellen::V,kewtîn,kewtîn
896,heulen::V,ûrîn,ûrîn
897,blasen::V,puf kirin,puf kirin
898,pfeifen::V,fîkandin,fîkandin
899,schreien::V,qîrîn,qîrîn
900,stöhnen::V,nalîn,nalîn
901,zittern::V,hejîn,hejîn
902,leben::V,jihîn,jihîn
903,geboren werden::V,hatin dinyê,hatin dinyê
904,geboren werden::V,hatin dinyê,bûn
905,geboren werden::V,bûn,hatin dinyê
906,geboren werden::V,bûn,bûn
907,atmen::V,hilmijîn,hilmijîn
908,trinken::V,vexwarin,vexwarin
909,essen::V,xwarin,xwarin
910,schlucken::V,daqulbandin,daqulbandin
911,müde werden::V,betilîln,betilîln
912,müde werden::V,betilîln,qerimîn
913,müde werden::V,qerimîn,betilîln
914,müde werden::V,qerimîn,qerimîn
915,einschlafen::V,razan,razan
916,schlafen::V,razan,razan
917,schlafen::V,razan,razandin
918,schlafen::V,razandin,razan
919,schlafen::V,razandin,razandin
920,aufwachen::V,şiyarbûn,şiyarbûn
921,aufstehen::V,rabûn,rabûn
922,sich erholen::V,baş bûn,baş bûn
923,krank werden::V,nexweş kêt,nexweş kêt
924,krank sein::V,nexweş bû,nexweş bû
925,schmerzen::V,êşandin,êşandin
926,husten::V,kuxin,kuxin
927,genesen::V,baş bûn,baş bûn
928,sterben::V,mirin,mirin
929,umkommen::V,mirin,mirin
930,sich bewegen::V,leqîn,leqîn
931,sich rühren::V,leqîn,leqîn
932,sich erheben::V,rabûn,rabûn
933,sich setzen::V,runiştin,runiştin
934,hinfallen::V,kêtin,kêtin
935,laufen::V,meşîn,meşîn
936,schreiten::V,meşkirin,meşkirin
937,spazierengehen::V,gerandin,gerandin
938,eilen::V,lezandin,lezandin
939,sich beeilen::V,zûkirin,zûkirin
940,sausen::V,fîzîn,fîzîn
941,rennen::V,baz dan,baz dan
942,springen::V,hilpekîn,hilpekîn
943,klettern::V,hilperikîn,hilperikîn
944,schaukeln::V,lorandin,lorandin
945,kriechen::V,xuşandin,xuşandin
946,schwimmen::V,avjenîn,avjenîn
947,tauchen::V,qutxuyardin,qutxuyardin
948,tauchen::V,qutxuyardin,noqîn
949,tauchen::V,noqîn,qutxuyardin
950,tauchen::V,noqîn,noqîn
951,rudern::V,qaîq ajotin,qaîq ajotin
952,fahren::V,ajotin,ajotin
953,fliegen::V,firîn,firîn
954,gehen::V,çûn,çûn
955,weggehen::V,çûn,çûn
956,abfahren::V,çûyin,çûyin
957,anhalten::V,rawestîn,rawestîn
958,hineingehen::V,ketin hundir,ketin hundir
959,eintreten::V,têketin,têketin
960,kommen::V,hatin,hatin
961,ankommen::V,gihan,gihan
962,ankommen::V,gihan,gihîştin
963,ankommen::V,gihîştin,gihan
964,ankommen::V,gihîştin,gihîştin
965,zurückkommen::V,vegerandin,vegerandin
966,bleiben::V,sekinîn,sekinîn
967,warten::V,payîn,payîn
968,erwarten::V,payîn,payîn
969,suchen::V,lêgerîn,lêgerîn
970,finden::V,peyda kirin,peyda kirin
971,versuchen::V,çeribandin,çeribandin
972,vorbereiten::V,amade kirin,amade kirin
973,lieben::V,hez kirin,hez kirin
974,mögen::V,dil kirin,dil kirin
975,lachen::V,kenîn,kenîn
976,rühren::V,hêjan,hêjan
977,weinen::V,girîn,girîn
978,schimpfen::V,pevçûn,pevçûn
979,sich ärgern::V,enirîn,enirîn
980,sich fürchten::V,tirsîn,tirsîn
981,fürchten::V,tirsin,tirsin
982,fliehen::V,bazdan,bazdan
983,flüchten::V,revîn,revîn
984,sehen::V,dîtin,dîtin
985,anschauen::V,sêr kirin,sêr kirin
986,ansehen::V,hesibandin,hesibandin
987,hören::V,guhdar jirin,guhdar jirin
988,zuhören::V,guhdarî kirin,guhdarî kirin
989,probieren::V,tehm kirin,tehm kirin
990,riechen::V,bihn kirin,bihn kirin
991,fühlen::V,hîs kirin,hîs kirin
992,scheinen::V,xoyer kir,xoyer kir
993,zu sehen sein::V,diyar bûn,diyar bûn
994,vernehmen::V,bihîstin,bihîstin
995,frieren::V,qerişîn,qerişîn
996,tun::V,kirin,kirin
997,können::V,karin,karin
998,wollen::V,xwestîn,xwestîn
999,anfangen::V,dest pêkirin,dest pêkirin
1000,beenden::V,xelas kirin,xelas kirin
1001,aufhören::V,xelas kirin,xelas kirin
1002,gelingen::V,çe bûn,çe bûn
1003,geraten::V,qewîmîn,qewîmîn
1004,öffnen::V,vekirin,vekirin
1005,schließen::V,girtin,girtin
1006,stellen::V,danîn,danîn
1007,setzen::V,rûniştin,rûniştin
1008,legen::V,danîn,danîn
1009,legen::V,danîn,razandin
1010,legen::V,razandin,danîn
1011,legen::V,razandin,razandin
1012,berühren::V,lêketin,lêketin
1013,verbinden::V,anîn pê,anîn pê
1014,bedecken::V,sergirtin,sergirtin
1015,aufhängen::V,aliqandin,aliqandin
1016,anzünden::V,pêxistin,pêxistin
1017,aufheben::V,hildan,hildan
1018,zurücklassen::V,hiştin,hiştin
1019,zurücklassen::V,hiştin,vehiştin
1020,zurücklassen::V,vehiştin,hiştin
1021,zurücklassen::V,vehiştin,vehiştin
1022,verlieren::V,wendakirin,wendakirin
1023,fallen lassen::V,xistin bixe,xistin bixe
1024,fallen lassen::V,xistin bixe,xistin
1025,fallen lassen::V,xistin,xistin bixe
1026,fallen lassen::V,xistin,xistin
1027,machen::V,kirin,kirin
1028,machen::V,kirin,çêkirin
1029,machen::V,çêkirin,kirin
1030,machen::V,çêkirin,çêkirin
1031,herstellen::V,çê kirin,çê kirin
1032,herstellen::V,çê kirin,peyda kirin
1033,herstellen::V,peyda kirin,çê kirin
1034,herstellen::V,peyda kirin,peyda kirin
1035,bauen::V,lêkirin,lêkirin
1036,reparieren::V,veherînerîn,veherînerîn
1037,verbessern::V,sererastkirin,sererastkirin
1038,ändern::V,degiş kirin,degiş kirin
1039,graben::V,kolandin,kolandin
1040,beugen::V,tewîn,tewîn
1041,beugen::V,tewîn,xwar kirin
1042,beugen::V,xwar kirin,tewîn
1043,beugen::V,xwar kirin,xwar kirin
1044,biegen::V,tewandin,tewandin
1045,biegen::V,tewandin,xwarkirin
1046,biegen::V,xwarkirin,tewandin
1047,biegen::V,xwarkirin,xwarkirin
1048,drehen::V,fitilandin,fitilandin
1049,wenden::V,zivîrin,zivîrin
1050,umdrehen::V,vegerandin,vegerandin
1051,heben::V,hildan,hildan
1052,hochheben::V,hildan,hildan
1053,ergreifen::V,dest avêtin,dest avêtin
1054,halten::V,hîştin,hîştin
1055,halten::V,hîştin,sekinîn
1056,halten::V,sekinîn,hîştin
1057,halten::V,sekinîn,sekinîn
1058,drücken::V,pêl kirin,pêl kirin
1059,schieben::V,damdan,damdan
1060,kratzen::V,xurandin,xurandin
1061,lecken::V,alastin,alastin
1062,beißen::V,gez kirin,gez kirin
1063,abreißen::V,hilşandin,hilşandin
1064,abschneiden::V,jêkirin,jêkirin
1065,binden::V,girêdan,girêdan
1066,stecken::V,têxistin,têxistin
1067,brechen::V,şikandin,şikandin
1068,klopfen::V,kutandin,kutandin
1069,hauen::V,li dan,li dan
1070,kleben::V,zeliqîn,zeliqîn
1071,kleben::V,zeliqîn,şirêz kirin
1072,kleben::V,şirêz kirin,zeliqîn
1073,kleben::V,şirêz kirin,şirêz kirin
1074,reiben::V,firikandin,firikandin
1075,streichen::V,bax dan,bax dan
1076,schleifen::V,çarkirin,çarkirin
1077,schneiden::V,jêkirin,jêkirin
1078,rütteln::V,hejandin,hejandin
1079,schütteln::V,daweşîn,daweşîn
1080,schwenken::V,têwdan,têwdan
1081,schütten::V,rijandin,rijandin
1082,füllen::V,dagirtin,dagirtin
1083,einwickeln::V,pêçandin,pêçandin
1084,tragen::V,kişandin,kişandin
1085,tragen::V,kişandin,rajtin
1086,tragen::V,rajtin,kişandin
1087,tragen::V,rajtin,rajtin
1088,schleppen::V,kişandin,kişandin
1089,ziehen::V,kişandin,kişandin
1090,aufbewahren::V,hilandin,hilandin
1091,werfen::V,avêtin,avêtin
1092,fangen::V,sem kirin,sem kirin
1093,fangen::V,sem kirin,girtin
1094,fangen::V,girtin,sem kirin
1095,fangen::V,girtin,girtin
1096,packen::V,pê girtin,pê girtin
1097,verstecken::V,hîlanin,hîlanin
1098,teilen::V,parvekirin,parvekirin
1099,schicken::V,şandin,şandin
1100,bringen::V,anîn,anîn
1101,bringen::V,anîn,birin
1102,bringen::V,birin,anîn
1103,bringen::V,birin,birin
1104,hinzufügen::V,dan ser,dan ser
1105,hinzufügen::V,dan ser,li tiştekî zêde kirin
1106,hinzufügen::V,li tiştekî zêde kirin,dan ser
1107,hinzufügen::V,li tiştekî zêde kirin,li tiştekî zêde kirin
1108,bekommen::V,standin,standin
1109,erhalten::V,standin,standin
1110,nehmen::V,girtin,girtin
1111,wählen::V,ray dan,ray dan
1112,auswählen::V,bijartin,bijartin
1113,bewahren::V,rê li ber girtin,rê li ber girtin
1114,bewahren::V,rê li ber girtin,lê xwedî derketin
1115,bewahren::V,lê xwedî derketin,rê li ber girtin
1116,bewahren::V,lê xwedî derketin,lê xwedî derketin
1117,behindern::V,bara wi,bara wi
1118,verderben::V,heram bûn,heram bûn
1119,beschädigen::V,xerab kirin,xerab kirin
1120,zerbrechen::V,şikênandin,şikênandin
1121,zerbrechen::V,şikênandin,perçe kirin
1122,zerbrechen::V,perçe kirin,şikênandin
1123,zerbrechen::V,perçe kirin,perçe kirin
1124,zerreißen::V,qelişandin,qelişandin
1125,zerstören::V,hilşandin,hilşandin
1126,verbrennen::V,şewitandin,şewitandin
1127,geben::V,dan,dan
1128,geben::V,dan,dayin
1129,geben::V,dayin,dan
1130,geben::V,dayin,dayin
1131,reichen::V,besbûn,besbûn
1132,reichen::V,besbûn,têrkirin
1133,reichen::V,têrkirin,besbûn
1134,reichen::V,têrkirin,têrkirin
1135,schenken::V,diyarî kirin,diyarî kirin
1136,versprechen::V,soz dan,soz dan
1137,wünschen::V,dil kirin,dil kirin
1138,loben::V,pesinandin,pesinandin
1139,küssen::V,maçkirin,maçkirin
1140,wiegen::V,lorandin,lorandin
1141,wiegen::V,lorandin,wezinandin
1142,wiegen::V,wezinandin,lorandin
1143,wiegen::V,wezinandin,wezinandin
1144,zudecken::V,nixumandin,nixumandin
1145,wecken::V,bixwe hesandin,bixwe hesandin
1146,zeigen::V,şanîdan,şanîdan
1147,führen::V,raber kirin,raber kirin
1148,lehren::V,hîn kirin,hîn kirin
1149,unterrichten::V,ders dan,ders dan
1150,aufziehen::V,mesinkirin,mesinkirin
1151,leiten::V,rêberî kirin,rêberî kirin
1152,antreiben::V,bezandin,bezandin
1153,lassen::V,berdan,berdan
1154,lassen::V,berdan,hiştin
1155,lassen::V,hiştin,berdan
1156,lassen::V,hiştin,hiştin
1157,einladen::V,dawet kirin,dawet kirin
1158,vereinigen::V,bi yek kirin,bi yek kirin
1159,besuchen::V,mêvan bûn,mêvan bûn
1160,treffen::V,rast hatin,rast hatin
1161,sich versammeln::V,li hev çivîn,li hev çivîn
1162,spielen::V,listin,listin
1163,singen::V,stran,stran
1164,tanzen::V,reqisîn,reqisîn
1165,sich trennen::V,hew berdan,hew berdan
1166,verlassen::V,tanê hişt,tanê hişt
1167,verlassen::V,tanê hişt,bêkes
1168,verlassen::V,bêkes,tanê hişt
1169,verlassen::V,bêkes,bêkes
1170,retten::V,rihakirin,rihakirin
1171,bewachen::V,raçavkirin,raçavkirin
1172,schützen::V,hemet kirin,hemet kirin
1173,verteidigen::V,paraztin,paraztin
1174,sich schlagen::V,li hev bezîn,li hev bezîn
1175,schießen::V,agir kirin,agir kirin
1176,siegen::V,biser ketin,biser ketin
1177,ärgern::V,xeyirandin,xeyirandin
1178,schlagen::V,lêdan,lêdan
1179,schlagen::V,lêdan,lêxistin
1180,schlagen::V,lêxistin,lêdan
1181,schlagen::V,lêxistin,lêxistin
1182,treten::V,têlekirin,têlekirin
1183,stechen::V,têrekirin,têrekirin
1184,stoßen::V,lêketin,lêketin
1185,stehlen::V,dizîn,dizîn
1186,stehlen::V,dizîn,dizî birin
1187,stehlen::V,dizî birin,dizîn
1188,stehlen::V,dizî birin,dizî birin
1189,stören::V,aciz kirin,aciz kirin
1190,belästigen::V,li tela yeki ketin,li tela yeki ketin
1191,verbergen::V,veşartin,veşartin
1192,verbergen::V,veşartin,kemîndanîn
1193,verbergen::V,kemîndanîn,veşartin
1194,verbergen::V,kemîndanîn,kemîndanîn
1195,täuschen::V,xapandin,xapandin
1196,täuschen::V,xapandin,lê zexeli kirin
1197,täuschen::V,lê zexeli kirin,xapandin
1198,täuschen::V,lê zexeli kirin,lê zexeli kirin
1199,betrügen::V,xapandin,xapandin
1200,töten::V,kûştin,kûştin
1201,wohnen::V,rûniştin,rûniştin
1202,arbeiten::V,kar kirin,kar kirin
1203,arbeiten::V,kar kirin,şêxulin
1204,arbeiten::V,şêxulin,kar kirin
1205,arbeiten::V,şêxulin,şêxulin
1206,sammeln::V,komkirin,komkirin
1207,pflücken::V,çinîn,çinîn
1208,jagen::V,nêçîr kirin,nêçîr kirin
1209,fischen::V,masî girtin,masî girtin
1210,fassen::V,pê girtin,pê girtin
1211,fassen::V,pê girtin,sêm kirin
1212,fassen::V,sêm kirin,pê girtin
1213,fassen::V,sêm kirin,sêm kirin
1214,hüten::V,hei jê man,hei jê man
1215,treiben::V,bêherandin,bêherandin
1216,anbinden::V,tewilandin,tewilandin
1217,füttern::V,xwarine dan lê,xwarine dan lê
1218,melken::V,dotin,dotin
1219,hacken::V,kolandin,kolandin
1220,gießen::V,av dan,av dan
1221,reifen::V,kemilîn,kemilîn
1222,zubereiten::V,çe kirin,çe kirin
1223,kochen::V,xwarin çe kirin,xwarin çe kirin
1224,kochen::V,xwarin çe kirin,kelandin
1225,kochen::V,kelandin,xwarin çe kirin
1226,kochen::V,kelandin,kelandin
1227,backen::V,pijandin,pijandin
1228,braten::V,qelandin,qelandin
1229,braten::V,qelandin,sor kirin
1230,braten::V,sor kirin,qelandin
1231,braten::V,sor kirin,sor kirin
1232,umrühren::V,têvdan,têvdan
1233,stricken::V,hûnan,hûnan
1234,nähen::V,kêl kirin,kêl kirin
1235,färben::V,boyax kirin,boyax kirin
1236,reinigen::V,paqijkirin,paqijkirin
1237,waschen::V,şuştin,şuştin
1238,abwischen::V,pakîj kirin,pakîj kirin
1239,spülen::V,şuştin,şuştin
1240,fegen::V,maliştin,maliştin
1241,kehren::V,maliştin,maliştin
1242,baden::V,serîşûştin,serîşûştin
1243,sich waschen::V,serîşûştin,serîşûştin
1244,ausziehen::V,jê kirin,jê kirin
1245,anziehen::V,pê kirin,pê kirin
1246,sich anziehen::V,xwe kirin,xwe kirin
1247,kämmen::V,şeh kirin,şeh kirin
1248,schmücken::V,xemilandin,xemilandin
1249,sagen::V,gotin,gotin
1250,sagen::V,gotin,peyivîn
1251,sagen::V,peyivîn,gotin
1252,sagen::V,peyivîn,peyivîn
1253,sprechen::V,peyivîn,peyivîn
1254,reden::V,axaftin,axaftin
1255,sich unterhalten::V,hev biştaxilin,hev biştaxilin
1256,fragen::V,pirsîn,pirsîn
1257,fragen::V,pirsîn,pirs kirin
1258,fragen::V,pirs kirin,pirsîn
1259,fragen::V,pirs kirin,pirs kirin
1260,bitten::V,tika kirin,tika kirin
1261,erzählen::V,behs kirin,behs kirin
1262,mitteilen::V,vegotin,vegotin
1263,nennen::V,bi nav kirin,bi nav kirin
1264,rufen::V,bakirin,bakirin
1265,prahlen::V,pesnê xwe dan,pesnê xwe dan
1266,übersetzen::V,qulibandin,qulibandin
1267,übersetzen::V,qulibandin,derbas kirin
1268,übersetzen::V,derbas kirin,qulibandin
1269,übersetzen::V,derbas kirin,derbas kirin
1270,denken::V,fikirîn,fikirîn
1271,glauben::V,bawer bûn,bawer bûn
1272,bemerken::V,bala xwe dan,bala xwe dan
1273,bemerken::V,bala xwe dan,çac lê ketin
1274,bemerken::V,çac lê ketin,bala xwe dan
1275,bemerken::V,çac lê ketin,çac lê ketin
1276,erkennen::V,pêhesîn,pêhesîn
1277,begreifen::V,fêmkirin,fêmkirin
1278,verstehen::V,fêmkirin,fêmkirin
1279,lernen::V,halmandin,halmandin
1280,lernen::V,halmandin,fêrbun
1281,lernen::V,fêrbun,halmandin
1282,lernen::V,fêrbun,fêrbun
1283,wissen::V,zanîn,zanîn
1284,sich erinnern an::V,bir bûn,bir bûn
1285,vergessen::V,ji bir kirin,ji bir kirin
1286,messen::V,pê kanîn,pê kanîn
1287,zählen::V,hejmardin,hejmardin
1288,rechnen::V,hesibandin,hesibandin
1289,lesen::V,xwendin,xwendin
1290,malen::V,rengandin,rengandin
1291,malen::V,rengandin,boyax kirin
1292,malen::V,boyax kirin,rengandin
1293,malen::V,boyax kirin,boyax kirin
1294,zeichnen::V,işaret kirin,işaret kirin
1295,schreiben::V,nivîsandin,nivîsandin
1296,besitzen::V,hebûn,hebûn
1297,kaufen::V,kirîn,kirîn
1298,verkaufen::V,firotin,firotin
1299,bezahlen::V,pere dan,pere dan
1300,zahlen::V,pere dan,pere dan
1301,zahlen::V,pere dan,dayin
1302,zahlen::V,dayin,pere dan
1303,zahlen::V,dayin,dayin
1304,beherrschen::V,zebt kirin,zebt kirin
1305,beherrschen::V,zebt kirin,hukim kirin
1306,beherrschen::V,hukim kirin,zebt kirin
1307,beherrschen::V,hukim kirin,hukim kirin
1308,ertragen::V,bihêzkirin,bihêzkirin
