,Concept_ID,hr,fr
147,Küste::N,obala,côte
148,Küste::N,morska obala,côte
149,Festland::N,kopno,terre ferme
150,Meer::N,more,mer
151,Bucht::N,zaliv,baie
152,Insel::N,ada,île
153,Insel::N,otok,île
154,Blume::N,cvijet,fleur
155,Gras::N,trava,herbe
156,Wurzel::N,korijen,racine
157,Baum::N,drvo,arbre
158,Baum::N,stablo,arbre
159,Stamm::N,deblo,tronc
160,Stamm::N,stablo,tronc
161,Rinde::N,kora,écorce
162,Ast::N,grana,branche
163,Zweig::N,grana,rameau
164,Blatt::N,list,feuille
165,Birke::N,breza,bouleau
166,Kiefer[Baum]::N,bor,pin
167,Weide[Baum]::N,iva,saule
168,Weide[Baum]::N,vŕba,saule
169,Tanne::N,jela,sapin
170,Horn::N,rog,corne
171,Feder::N,pero,plume
172,Fell::N,koža,peau
173,Flügel::N,krilo,aile
174,Klaue::N,papak,serre
175,Kralle::N,pandža,ongle
176,Kralle::N,pandža,griffe
177,Schwanz::N,rep,queue
178,Ei::N,jaje,œuf
179,Nest::N,gnijezdo,nid
180,Bau::N,jazbina,terrier
181,Tier::N,životinja,animal
182,Herde::N,krdo,troupeau
183,Herde::N,stado,troupeau
184,Kuh::N,krava,vache
185,Bulle::N,bik,taureau
186,Pferd::N,konj,cheval
187,Schaf::N,ovca,mouton
188,Schwein::N,svinja,porc
189,Schwein::N,svinja,cochon
190,Hund::N,pas,chien
191,Hund::N,pseto,chien
192,Katze::N,mačka,chat
193,Bär::N,medvjed,ours
194,Eichhörnchen::N,vjeverica,écureuil
195,Elch::N,los,élan
196,Fuchs::N,lisica,renard
197,Hase::N,zec,lièvre
198,Maus::N,miš,souris
199,Wolf::N,vuk,loup
200,Wolf::N,kurjak,loup
201,Vogel::N,ptica,oiseau
202,Schwarm::N,roj,nuée
203,Schwarm::N,roj,volée
204,Schwarm::N,jato,nuée
205,Schwarm::N,jato,volée
206,Huhn::N,kokoš,poule
207,Hahn::N,kokot,coq
208,Hahn::N,pijevac,coq
209,Gans::N,guska,oie
210,Adler::N,orao,aigle
211,Ente::N,patka,canard
212,Eule::N,sova,hibou
213,Kranich::N,ždral,grue
214,Krähe::N,vrana,corneille
215,Kuckuck::N,kukavica,coucou
216,Schwan::N,labud,cygne
217,Fisch::N,riba,poisson
218,Barsch::N,grgeč,perche
219,Hecht::N,štuka,brochet
220,Schlange[Tier]::N,guja,serpent
221,Schlange[Tier]::N,zmija,serpent
222,Wurm::N,crv,ver
223,Spinne::N,pauk,araignée
224,Ameise::N,mrav,fourmi
225,Laus::N,uš,pou
226,Mücke::N,komarac,moucheron
227,Fliege::N,muha,mouche
228,Schmetterling::N,leptir,papillon
229,Beere::N,boba,baie
230,Beere::N,bobica,baie
231,Apfel::N,jabuka,pomme
232,Pilz::N,pečurka,champignon
233,Zwiebel::N,luk,oignon
234,Zwiebel::N,kapula,oignon
235,Saat::N,sjemenje,semence
236,Korn::N,zrno,grain
237,Heu::N,sijeno,foin
238,Schale::N,kora,pelure
239,Schale::N,ljuska,pelure
240,Grube::N,jama,fosse
241,Falle::N,zamka,piège
242,Falle::N,klopka,piège
243,Schlinge::N,uzao,lacs
244,Schlinge::N,petlja,lacs
245,Spur::N,trag,trace
246,Spur::N,slijed,trace
247,Asche::N,pepeo,cendre
248,Dreck::N,blato,crotte
249,Eisen::N,željezo,fer
250,Gold::N,zlato,or
251,Silber::N,srebro,argent
252,Kohle::N,ugalj,charbon
253,Kohle::N,ugljen,charbon
254,Glas::N,staklo,verre
255,Lehm::N,glina,glaise
256,Lehm::N,ilovača,glaise
257,Sand::N,pijesak,sable
258,Mensch::N,čovjek,homme
259,Mann::N,muškarac,homme
260,Frau::N,žena,femme
261,Kind::N,čedo,enfant
262,Kind::N,dijete,enfant
263,Junge::N,momče,garçon
264,Junge::N,dječak,garçon
265,Mädchen::N,djevojka,fille
266,Mädchen::N,djevojka,jeune fille
267,Mädchen::N,djevojčica,fille
268,Mädchen::N,djevojčica,jeune fille
269,Familie::N,obitelj,famille
270,Familie::N,porodica,famille
271,Großvater::N,djed,grand-père
272,Großmutter::N,baka,grand-mère
273,Eltern::N,roditelji,parents
274,Vater::N,otac,père
275,Mutter::N,majka,mère
276,Sohn::N,sin,fils
277,Tochter::N,kći,fille
278,Tochter::N,kćerka,fille
279,Bruder::N,brat,frère
280,Schwester::N,sestra,sœur
281,Onkel::N,čika,oncle
282,Onkel::N,ujak,oncle
283,Tante::N,ujna,tante
284,Tante::N,tetka,tante
285,Ehemann::N,muž,mari
286,Ehemann::N,muž,époux
287,Ehemann::N,suprug,mari
288,Ehemann::N,suprug,époux
289,Ehefrau::N,žena,femme
290,Ehefrau::N,žena,épouse
291,Ehefrau::N,supruga,femme
292,Ehefrau::N,supruga,épouse
293,Freude::N,radost,joie
294,Freude::N,radost,plaisir
295,Gelächter::N,grohot,rires
296,Glück::N,sreća,bonheur
297,Kummer::N,jad,peine
298,Kummer::N,jad,chagrin
299,Kummer::N,briga,peine
300,Kummer::N,briga,chagrin
301,Wunsch::N,želja,désir
302,Lust::N,volja,envie
303,Geist::N,duh,esprit
304,Gedanke::N,misao,idée
305,Gedanke::N,misao,pensée
306,Gedächtnis::N,pamćenje,mémoire
307,Verstand::N,um,raison
308,Verstand::N,razum,raison
309,Sinn::N,smisao,sens
310,Sinn::N,značenje,sens
311,Grund::N,razlog,cause
312,Grund::N,razlog,raison
313,Wahrheit::N,istina,vérité
314,Gespräch::N,razgovor,conversation
315,Märchen::N,bajka,conte
316,Märchen::N,bajka,conte de fées
317,Erzählung::N,priča,conte
318,Erzählung::N,priča,narration
319,Erzählung::N,pripovijest,conte
320,Erzählung::N,pripovijest,narration
321,Nachricht::N,vijest,message
322,Neuigkeit::N,novost,nouvelle
323,Name::N,ime,nom
324,Rätsel::N,zagonetka,énigme
325,Rätsel::N,zagonetka,devinette
326,Rede::N,govor,parole
327,Rede::N,govor,discours
328,Rede::N,besjeda,parole
329,Rede::N,besjeda,discours
330,Sprache::N,jezik,langue
331,Sprache::N,jezik,langage
332,Stimme::N,glas,voix
333,Wort::N,riječ,mot
334,Zeichen::N,znak,signe
335,Ruf::N,povik,cri
336,Ruf::N,povik,appel
337,Ruf::N,poklik,cri
338,Ruf::N,poklik,appel
339,Lärm::N,buka,bruit
340,Lärm::N,galama,bruit
341,Laut::N,zvuk,son
342,Ton::N,ton,ton
343,Lied::N,pjesma,chant
344,Lied::N,pjesma,chanson
345,Ruhe::N,tišina,calme
346,Ruhe::N,tišina,tranquillité
347,Ruhe::N,počinak,calme
348,Ruhe::N,počinak,tranquillité
349,Leute::N,ljudi,gens
350,Volk::N,puk,peuple
351,Volk::N,narod,peuple
352,Arbeit::N,rad,travail
353,Arbeit::N,posao,travail
354,Gast::N,gost,hôte
355,Gast::N,gost,invité
356,Geschenk::N,dar,cadeau
357,Geschenk::N,dar,présent
358,Geschenk::N,poklon,cadeau
359,Geschenk::N,poklon,présent
360,Spiel::N,igra,jeu
361,Gesellschaft::N,društvo,compagnie
362,Gesellschaft::N,kompanija,compagnie
363,Hilfe::N,pomoć,aide
364,Hilfe::N,pomoć,secours
365,Freund::N,prijatelj,ami
366,Kamerad::N,drug,copain
367,Kamerad::N,drug,camarade
368,Kamerad::N,drugar,copain
369,Kamerad::N,drugar,camarade
370,Angelegenheit::N,posao,affaire
371,Anzahl::N,broj,nombre
372,Anzahl::N,brojnost,nombre
373,Art::N,vid,sorte
374,Art::N,vid,espèce
375,Art::N,vrst,sorte
376,Art::N,vrst,espèce
377,Stück::N,komad,morceau
378,Teil::N,dio,part
379,Teil::N,dio,partie
380,Hälfte::N,polovina,moitié
381,Kreis::N,krug,cercle
382,Kreuz::N,križ,croix
383,Linie::N,crta,ligne
384,Strich::N,crta,trait
385,Abstand::N,razmak,écart
386,Abstand::N,odstojanje,écart
387,Entfernung::N,udaljenost,distance
388,Gegend::N,kraj,région
389,Gegend::N,kraj,contrée
390,Gegend::N,predeo,région
391,Gegend::N,predeo,contrée
392,Platz::N,mjesto,place
393,Ort::N,mjesto,lieu
394,Ort::N,mjesto,endroit
395,Seite::N,bok,côté
396,Seite::N,strana,côté
397,Mitte::N,sredina,milieu
398,Gegenstand::N,predmet,objet
399,Sache::N,posao,chose
400,Rand::N,rub,bord
401,Rand::N,kraj,bord
402,Kante::N,brid,arête
403,Kante::N,ivica,arête
404,Ecke::N,ugao,coin
405,Ecke::N,ugao,tournant
406,Spitze::N,vrh,cime
407,Spitze::N,vrh,pointe
408,Spitze::N,šiljak,cime
409,Spitze::N,šiljak,pointe
410,Ende::N,konac,bout
411,Loch::N,rupa,trou
412,Winkel::N,kut,coin
413,Winkel::N,kut,réduit
414,Winkel::N,ugao,coin
415,Winkel::N,ugao,réduit
416,Muster::N,uzor,dessin
417,Größe::N,veličina,grandeur
418,Länge::N,duljina,longueur
419,Höhe::N,visina,hauteur
420,Höhe::N,visina,altitude
421,Gewicht::N,težina,poids
422,Menge::N,mnoštvo,quantité
423,Menge::N,količina,quantité
424,Haufen::N,hrpa,tas
425,Haufen::N,gomila,tas
426,Reihe::N,red,file
427,Reihe::N,red,rangée
428,Boot::N,čun,canot
429,Boot::N,čun,bateau
430,Boot::N,čamac,canot
431,Boot::N,čamac,bateau
432,Ruder::N,veslo,rame
433,Ruder::N,veslo,aviron
434,Schlitten::N,saone,traîneau
435,Ski::N,ski,ski
436,Ski::N,smučka,ski
437,Lagerfeuer::N,logorska vatra,feu de camp
438,Last::N,tovar,charge
439,Last::N,tovar,fardeau
440,Gang::N,hod,tour
441,Gang::N,hod,marche
442,Schritt::N,korak,pas
443,Norden::N,sjever,nord
444,Süden::N,jug,sud
445,Westen::N,zapad,ouest
446,Westen::N,zapad,occident
447,Osten::N,istok,est
448,Osten::N,istok,orient
449,Holz::N,drvo,bois
450,Brett::N,daska,planche
451,Platte::N,ploča,plaque
452,Stütze::N,potpora,appui
453,Stütze::N,potpora,soutien
454,Stange::N,motka,barre
455,Stange::N,motka,perche
456,Stock::N,štap,canne
457,Stock::N,palica,canne
458,Stab::N,štap,bâton
459,Stab::N,šipka,bâton
460,Rohr::N,cijev,tube
461,Rohr::N,cijev,tuyau
462,Haus::N,kuća,maison
463,Heim::N,dom,maison
464,Ofen::N,peć,poêle
465,Fußboden::N,pod,plancher
466,Tisch::N,stol,table
467,Tisch::N,trpeza,table
468,Stuhl::N,stolac,chaise
469,Stuhl::N,stolica,chaise
470,Wiege::N,kolijevka,berceau
471,Bett::N,krevet,lit
472,Bett::N,postelja,lit
473,Regal::N,polica,étagère
474,Kiste::N,sanduk,caisse
475,Fenster::N,prozor,fenêtre
476,Tür::N,vrata,porte
477,Tor::N,vrata,porte
478,Tor::N,vrata,portail
479,Tor::N,kapija,porte
480,Tor::N,kapija,portail
481,Zaun::N,plot,clôture
482,Zaun::N,ograda,clôture
483,Dach::N,krov,toit
484,Leiter::N,ljestve,échelle
485,Leiter::N,ljestvice,échelle
486,Besen::N,metla,balai
487,Spaten::N,ašov,bêche
488,Schaufel::N,lopata,pelle
489,Gabel::N,viljuška,fourchette
490,Löffel::N,žlica,cuiller
491,Messer::N,nož,couteau
492,Nagel::N,čavao,clou
493,Netz::N,mreža,filet
494,Haken::N,kuka,croc
495,Haken::N,kuka,crochet
496,Griff::N,držak,prise
497,Griff::N,držak,manche
498,Griff::N,ručica,prise
499,Griff::N,ručica,manche
500,Schloss::N,brava,serrure
501,Bild::N,slika,image
502,Bild::N,slika,tableau
503,Figur::N,figura,figure
504,Puppe::N,lutka,poupée
505,Beutel::N,kesa,sac
506,Beutel::N,kesa,petit sac
507,Bündel::N,snop,paquet
508,Bündel::N,snop,faisceau
509,Bündel::N,svežanj,paquet
510,Bündel::N,svežanj,faisceau
511,Tasche::N,torba,sac
512,Tasche::N,taška,sac
513,Eimer::N,kabao,seau
514,Deckel::N,poklopac,couvercle
515,Geschirr::N,suđe,vaisselle
516,Geschirr::N,posuđe,vaisselle
517,Sack::N,džak,sac
518,Sack::N,vreća,sac
519,Tasse::N,šalica,tasse
520,Topf::N,lonac,pot
521,Topf::N,lonac,marmite
522,Kessel::N,kazan,chaudron
523,Essen::N,obrok,repas
524,Essen::N,obrok,manger
525,Nahrung::N,hrana,nourriture
526,Speise::N,jelo,plat
527,Fleisch::N,meso,viande
528,Getreide::N,žito,blé
529,Getreide::N,žito,céréales
530,Getreide::N,žitarice,blé
531,Getreide::N,žitarice,céréales
532,Brei::N,kaša,purée
533,Brei::N,kaša,bouillie
534,Brot::N,kruh,pain
535,Scheibe::N,kriška,tranche
536,Fett::N,mast,graisse
537,Fett::N,salo,graisse
538,Butter::N,buter,beurre
539,Butter::N,maslac,beurre
540,Öl::N,ulje,huile
541,Salz::N,sol,sel
542,Suppe::N,supa,soupe
543,Suppe::N,supa,potage
544,Honig::N,med,miel
545,Milch::N,mlijeko,lait
546,Tee::N,čaj,thé
547,Leder::N,koža,cuir
548,Wolle::N,vuna,laine
549,Stoff::N,štof,tissu
550,Stoff::N,štof,étoffe
551,Stoff::N,tkanina,tissu
552,Stoff::N,tkanina,étoffe
553,Nadel::N,igla,aiguille
554,Faden::N,nit,fil
555,Faden::N,konac,fil
556,Knopf::N,dugme,bouton
557,Knoten::N,čvor,nœud
558,Knoten::N,uzao,nœud
559,Farbe::N,farba,peinture
560,Kleidung::N,odjeća,vêtements
561,Kleidung::N,odjeća,habillement
562,Hemd::N,košulja,chemise
563,Kragen::N,ovratnik,col
564,Ärmel::N,rukav,manche
565,Hose::N,hlače,pantalon
566,Gürtel::N,pas,ceinture
567,Gürtel::N,pojas,ceinture
568,Mütze::N,kapa,bonnet
569,Mütze::N,kapa,casquette
570,Schuh::N,cipela,soulier
571,Schuh::N,cipela,chaussure
572,Stiefel::N,čizma,botte
573,Ring::N,prsten,bague
574,Band::N,vrpca,ruban
575,Kamm::N,češalj,peigne
576,Spiegel::N,zrcalo,glace
577,Spiegel::N,zrcalo,miroir
578,Spiegel::N,ogledalo,glace
579,Spiegel::N,ogledalo,miroir
580,Riemen::N,kaiš,lanière
581,Riemen::N,kaiš,courroie
582,Riemen::N,remen,lanière
583,Riemen::N,remen,courroie
584,Schnur::N,vrpca,corde
585,Schnur::N,vrpca,ficelle
586,Leine::N,uzica,laisse
587,Decke::N,ćebe,couverture
588,Decke::N,pokrivač,couverture
589,Kissen::N,jastuk,oreiller
590,Tuch::N,rubac,drap
591,Tuch::N,rubac,fichu
592,Tuch::N,marama,drap
593,Tuch::N,marama,fichu
594,Handtuch::N,ručnik,serviette
595,Handtuch::N,ručnik,essuie-mains
596,Kraft::N,snaga,force
597,Stärke::N,jakost,vigueur
598,Gesundheit::N,zdravlje,santé
599,Krankheit::N,bolest,maladie
600,Schmerz::N,bol,douleur
601,Wunde::N,rana,plaie
602,Wunde::N,rana,blessure
603,Fieber::N,groznica,fièvre
604,Arznei::N,lijek,remède
605,Arznei::N,lijek,médecine
606,Brücke::N,most,pont
607,Brücke::N,ćuprija,pont
608,Brunnen::N,bunar,puits
609,Brunnen::N,zdenac,puits
610,Weide::N,paša,pâturage
611,Weide::N,pašnjak,pâturage
612,Pfad::N,staza,sentier
613,Weg::N,put,voie
614,Weg::N,put,chemin
615,Straße::N,drum,route
616,Straße::N,cesta,route
617,Dorf::N,selo,village
618,Stadt::N,grad,cité
619,Stadt::N,grad,ville
620,Stadt::N,varoš,cité
621,Stadt::N,varoš,ville
622,Brief::N,list,lettre
623,Brief::N,pismo,lettre
624,Buch::N,knjiga,livre
625,Buchstabe::N,slovo,lettre
626,Buchstabe::N,slovo,caractère
627,Zeitung::N,novine,journal
628,Leben::N,život,vie
629,Tod::N,smrt,mort
630,Grab::N,raka,tombe
631,Kirche::N,crkva,église
632,Sünde::N,grijeh,péché
633,Gott::N,bog,dieu
634,Arbeiter::N,radnik,ouvrier
635,Arbeiter::N,radnik,travailleur
636,Chef::N,šef,chef
637,Chef::N,šef,patron
638,Meister::N,majstor,maître
639,Arzt::N,liječnik,médecin
640,Lehrer::N,učitelj,professeur
641,Lehrer::N,učitelj,instituteur
642,Geld::N,novac,argent
643,Geschäft::N,posao,affaire
644,Geschäft::N,posao,commerce
645,Geschäft::N,trgovina,affaire
646,Geschäft::N,trgovina,commerce
647,Laden::N,dućan,magasin
648,Laden::N,dućan,boutique
649,Preis::N,cijena,prix
650,Ware::N,roba,marchandise
651,Nutzen::N,korist,profit
652,Reichtum::N,bogatstvo,richesse
653,Welt::N,svijet,monde
654,Land::N,zemlja,pays
655,Staat::N,država,État
656,König::N,kralj,roi
657,Macht::N,moć,pouvoir
658,Macht::N,moć,puissance
659,Macht::N,vlast,pouvoir
660,Macht::N,vlast,puissance
661,Grenze::N,granica,frontière
662,Krieg::N,rat,guerre
663,Feind::N,neprijatelj,ennemi
664,Gewalt::N,sila,violence
665,Gewalt::N,nasilje,violence
666,Kampf::N,boj,lutte
667,Kampf::N,boj,combat
668,Kampf::N,borba,lutte
669,Kampf::N,borba,combat
670,Bogen[Waffe]::N,luk,arc
671,Pfeil::N,strijela,flèche
672,Gewehr::N,puška,fusil
673,Fehler::N,pogreška,faute
674,Fehler::N,pogreška,erreur
675,Fehler::N,griješka,faute
676,Fehler::N,griješka,erreur
677,Lüge::N,laž,mensonge
678,Schaden::N,šteta,dégât
679,Schaden::N,šteta,dommage
680,Unglück::N,nesreća,malheur
681,Schuld::N,krivnja,faute
682,Schuld::N,krivnja,culpabilité
683,Alter::N,dob,âge
684,Schluss::N,kraj,fin
685,Schluss::N,konac,fin
686,Zeit::N,doba,temps
687,Zeit::N,vrijeme,temps
688,Tag::N,dan,jour
689,Tag::N,dan,journée
690,Morgen::N,jutro,matin
691,Morgen::N,jutro,matinée
692,Mittag::N,podne,midi
693,Abend::N,veče,soir
694,Abend::N,veče,soirée
695,Abend::N,večer,soir
696,Abend::N,večer,soirée
697,Nacht::N,noć,nuit
698,Woche::N,sedmica,semaine
699,Monat::N,mjesec,mois
700,Jahr::N,godina,an
701,Jahr::N,godina,année
702,Frühling::N,proljeće,printemps
703,Sommer::N,ljeto,été
704,Herbst::N,jesen,automne
705,Winter::N,zima,hiver
706,Januar::N,januar,janvier
707,Januar::N,siječanj,janvier
708,Februar::N,veljača,février
709,Februar::N,februar,février
710,März::N,mart,mars
711,März::N,ožujak,mars
712,April::N,april,avril
713,April::N,travanj,avril
714,Mai::N,maj,mai
715,Mai::N,svibanj,mai
716,Juni::N,juni,juin
717,Juni::N,lipanj,juin
718,Juli::N,juli,juillet
719,Juli::N,srpanj,juillet
720,August::N,august,août
721,August::N,kolovoz,août
722,September::N,rujan,septembre
723,September::N,septembar,septembre
724,Oktober::N,oktobar,octobre
725,Oktober::N,listopad,octobre
726,November::N,studeni,novembre
727,November::N,novembar,novembre
728,Dezember::N,prosinac,décembre
729,Montag::N,ponedjeljak,lundi
730,Montag::N,ponedjeljnik,lundi
731,Dienstag::N,utorak,mardi
732,Dienstag::N,utornik,mardi
733,Mittwoch::N,srijeda,mercredi
734,Donnerstag::N,četvrtak,jeudi
735,Freitag::N,petak,vendredi
736,Samstag::N,subota,samedi
737,Sonntag::N,nedjelja,dimanche
738,groß::A,velik,grand
739,klein::A,mali,petit
740,klein::A,malen,petit
741,lang::A,dug,long
742,lang::A,dugačak,long
743,kurz::A,kratak,court
744,breit::A,širok,large
745,schmal::A,uski,étroit
746,schmal::A,uzak,étroit
747,dicht::A,gust,dense
748,dick[Gegenstand]::A,debeo,épais
749,dünn::A,tanak,mince
750,fein::A,fin,fin
751,fein::A,fin,menu
752,fein::A,tanak,fin
753,fein::A,tanak,menu
754,fest::A,čvrst,ferme
755,fest::A,čvrst,solide
756,flach::A,ravan,plat
757,flach::A,plosnat,plat
758,glatt::A,gladak,poli
759,glatt::A,gladak,lisse
760,hart::A,tvrd,dur
761,weich::A,mek,mou
762,weich::A,mekan,mou
763,rund::A,okrugao,rond
764,spitz::A,oštar,aigu
765,spitz::A,oštar,pointu
766,spitz::A,šiljast,aigu
767,spitz::A,šiljast,pointu
768,scharf::A,oštar,tranchant
769,scharf::A,bridak,tranchant
770,stumpf::A,tup,mousse
771,stumpf::A,tup,émoussé
772,schwer::A,težak,lourd
773,schwer::A,težak,pesant
774,schön::A,krasan,beau
775,heiß::A,vruć,chaud
776,heiß::A,vruć,très chaud
777,warm::A,topao,chaud
778,kalt::A,hladan,froid
779,kühl::A,hladan,frais
780,frisch::A,svjež,frais
781,feucht::A,vlažan,humide
782,nass::A,mokar,mouillé
783,trocken::A,suh,sec
784,voll::A,pun,plein
785,voll::A,pun,rempli
786,leer::A,prazan,vide
787,offen::A,otvoren,ouvert
788,geschlossen::A,zatvoren,clos
789,geschlossen::A,zatvoren,fermé
790,sauber::A,čist,net
791,sauber::A,čist,propre
792,schmutzig::A,nečist,sale
793,schmutzig::A,nečist,crasseux
794,schmutzig::A,blatan,sale
795,schmutzig::A,blatan,crasseux
796,roh::A,sirov,cru
797,roh::A,sirov,brut
798,reif::A,zreo,mûr
799,lecker::A,tečan,délicieux
800,lecker::A,tečan,appétissant
801,lecker::A,ukusan,délicieux
802,lecker::A,ukusan,appétissant
803,süß::A,sladak,doux
804,bitter::A,gorak,amer
805,sauer::A,kiseo,aigre
806,hell::A,vedar,clair
807,hell::A,svijetao,clair
808,dunkel::A,taman,sombre
809,schwarz::A,crn,noir
810,weiß::A,bio,blanc
811,weiß::A,bijel,blanc
812,rot::A,crven,rouge
813,gelb::A,žut,jaune
814,blau::A,plav,bleu
815,blau::A,modar,bleu
816,grün::A,zelen,vert
817,grau::A,siv,gris
818,bunt::A,šaren,multicolore
819,billig::A,jeftin,bon marché
820,teuer::A,skup,cher
821,wertvoll::A,vrijedan,précieux
822,wertvoll::A,dragocjen,précieux
823,blind::A,slijep,aveugle
824,taub::A,gluh,sourd
825,kräftig::A,snažan,fort
826,kräftig::A,snažan,vigoureux
827,stark::A,jak,fort
828,stark::A,jak,puissant
829,stark::A,snažan,fort
830,stark::A,snažan,puissant
831,schwach::A,slab,faible
832,fett::A,pretio,gras
833,schlank::A,vitak,svelte
834,hübsch::A,zgodan,joli
835,böse::A,zao,mauvais
836,böse::A,opak,mauvais
837,dumm::A,glup,sot
838,dumm::A,glup,bête
839,faul::A,lijen,fainéant
840,faul::A,lijen,paresseux
841,fleißig::A,radin,appliqué
842,fleißig::A,marljiv,appliqué
843,geizig::A,škrt,avare
844,klug::A,razborit,intelligent
845,geschickt::A,vješt,habile
846,lieb::A,drag,cher
847,lieb::A,drag,gentil
848,lustig::A,veseo,gai
849,lustig::A,veseo,joyeux
850,sanft::A,blag,doux
851,hungrig::A,gladan,affamé
852,krank::A,bolestan,malade
853,nackt::A,nag,nu
854,traurig::A,tužan,triste
855,traurig::A,žalostan,triste
856,lebendig::A,živ,vivant
857,gut::A,dobar,bon
858,schlecht::A,loš,mauvais
859,schlecht::A,rđav,mauvais
860,richtig::A,tačan,juste
