,Concept_ID,hy,mn
734,süß::A,անուշ,чихэрлэг
735,bitter::A,կծու,гашуун
736,sauer::A,թթու,эсгэлэн
737,sauer::A,թթված,эсгэлэн
738,hell::A,պայծառ,гэгээн
739,hell::A,պայծառ,гэрэлтэй
740,hell::A,խելամիտ,гэгээн
741,hell::A,խելամիտ,гэрэлтэй
742,dunkel::A,մութ,бараан
743,dunkel::A,մութ,харанхуй
744,schwarz::A,սեւ,хар
745,weiß::A,սպիտակ,цагаан
746,rot::A,կարմիր,улаан
747,gelb::A,դեղին,шар
748,blau::A,կապույտ,хөх
749,blau::A,կապույտ,цэнхэр
750,grün::A,կանաչ,ногоон
751,grau::A,գորշ,орог
752,grau::A,գորշ,саарал
753,bunt::A,գոյնզգոյն,эрээн
754,billig::A,էժան,хямд
755,teuer::A,թանկ,үнэтэй
756,wertvoll::A,թանկարժեք,үнэт
757,blind::A,կույր,сохор
758,taub::A,խուլ,чих хатуу
759,kräftig::A,հզոր,чийрэг
760,stark::A,ուժեղ,хүчтэй
761,stark::A,ուժեղ,чадалтай
762,schwach::A,տկար,сул
763,schwach::A,թույլ,сул
764,fett::A,գեր,тарган
765,fett::A,գեր,голигор
766,schlank::A,նիհար,голшиг
767,hübsch::A,գրավիչ,сайхан
768,hübsch::A,գրավիչ,хөөрхөн
769,hübsch::A,սիրունիկ,сайхан
770,hübsch::A,սիրունիկ,хөөрхөн
771,böse::A,չար,муу
772,böse::A,չար,хортой
773,dumm::A,հիմար,тэнэг
774,faul::A,ծույլ,залхуу
775,fleißig::A,ջանասեր,чармайлтгай
776,fleißig::A,փութաջան,чармайлтгай
777,geizig::A,ագահ,харамч
778,geizig::A,կծծի,харамч
779,klug::A,խելոք,цэцэн
780,klug::A,ընդունակ,цэцэн
781,geschickt::A,ճարտար,дүйтэй
782,lieb::A,սիրելի,хайрт
783,lustig::A,զվարթ,цэнгэлтэй
784,sanft::A,հեզ,наалинхай
785,hungrig::A,քաղցած,өлөн
786,hungrig::A,քաղցած,өлссөн
787,krank::A,հիվանդ,өвчтэй
788,nackt::A,մերկ,нүцгэн
789,traurig::A,տխուր,гунигт
790,lebendig::A,կենդանի,амьд
791,lebendig::A,կենդանի,амьтай
792,gut::A,լավ,сайн
793,schlecht::A,վատ,муу
794,schlecht::A,վատ,өөдгүй
795,richtig::A,ձիշտ,зөв
796,richtig::A,ձիշտ,зүйтэй
797,schlimm::A,լղրճուկ,муухай
798,wahr::A,ճիշտ,үнэн
799,wahr::A,ճիշտ,жинхэнэ
800,wahr::A,իրական,үнэн
801,wahr::A,իրական,жинхэнэ
802,alt::A,հին,хуучин
803,neu::A,նոր,шинэ
804,ehemalig::A,նախկին,агсан
805,ehemalig::A,նախկին,байсан
806,alt[Lebewesen]::A,ծեր,өвгөн
807,alt[Lebewesen]::A,ծեր,хижээл
808,alt[Lebewesen]::A,պառավ,өвгөн
809,alt[Lebewesen]::A,պառավ,хижээл
810,jung::A,մատաղ,залуу
811,arm::A,աղքատ,ядуу
812,reich::A,հարուստ,баян
813,reich::A,հարուստ,баялаг
814,bekannt::A,ծանոթ,танил
815,berühmt::A,հայտնի,цуутай
816,berühmt::A,հայտնի,алдартай
817,berühmt::A,հռչակավոր,цуутай
818,berühmt::A,հռչակավոր,алдартай
819,fremd::A,օտար,харь
820,fremd::A,օտար,гадаад
821,verschieden::A,տարբեր,ондоо
822,verschieden::A,տարբեր,янз янзын
823,nah::A,մոտ,ойрын
824,nah::A,մոտ,дөтийн
825,nah::A,մերձ,ойрын
826,nah::A,մերձ,дөтийн
827,fern::A,հեռավոր,холын
828,linker::A,ձախ,буруу
829,rechter::A,աջ,баруун
830,anderer::A,այլ,өөр
831,anderer::A,այլ,нөгөө
832,anderer::A,ուրիշ,өөр
833,anderer::A,ուրիշ,нөгөө
834,erster::A,առաջին,нэгдэх
835,erster::A,առաջին,нэгдүгээр
836,zweiter::A,երկրորդ,хоёрдугаар
837,dritter::A,երրորդ,гуравдугаар
838,letzter::A,վերջին,сүүлийн
839,allein::ADV,միայնակ,ганцаараа
840,auf einmal::ADV,միասնաբար,нэгмөсөн
841,zusammen::ADV,միասին,цуг
842,zusammen::ADV,միասին,хамт
843,zusammen::ADV,իրար հետ,цуг
844,zusammen::ADV,իրար հետ,хамт
845,lange::ADV,երկար ժամանակ,удаан
846,plötzlich::ADV,հանկարծ,гэнэт
847,sofort::ADV,իսկույն,дороо
848,später::ADV,ավելի ուշ,дараа
849,später::ADV,հետո,дараа
850,jetzt::ADV,այժմ,өнөө
851,heute::ADV,այսօր,өнөө
852,heute::ADV,այսօր,өнөөдөр
853,morgen::ADV,վաղը,маргааш
854,morgen::ADV,վաղը,маргаадар
855,bald::ADV,շուտով,түргэн
856,bald::ADV,շուտով,удахгүй
857,dann::ADV,ապա,хожим
858,dann::ADV,ապա,тэгээд
859,dann::ADV,հետո,хожим
860,dann::ADV,հետո,тэгээд
861,gestern::ADV,երեկ,өчигдөр
862,einst::ADV,հին ատեն,нэг
863,damals::ADV,ատէնին,тэгэхэд
864,danach::ADV,ապա,тэгээд
865,danach::ADV,ապա,дараа нь
866,danach::ADV,այն ժամանակ,тэгээд
867,danach::ADV,այն ժամանակ,дараа нь
868,vorher::ADV,առաջ,урьд
869,zuerst::ADV,նախ,анх
870,zuerst::ADV,նախ,эхлээд
871,einmal::ADV,մի անգամ,нэг удаа
872,manchmal::ADV,երբեմն,хааяа
873,manchmal::ADV,երբեմն,заримдаа
874,oft::ADV,հաճախ,олонтоо
875,immer::ADV,միշտ,байнга
876,niemals::ADV,երբեք,хэзээ ч
877,niemals::ADV,երբեք,хэдийд ч
878,hier::ADV,այստեղ,энд
879,hierhin::ADV,այստեղ,нааш
880,von hier::ADV,այդտեղից,эндээс
881,dort::ADV,այնտեղ,тэнд
882,dorthin::ADV,այնտեղ,тийш
883,geradeaus::ADV,ուղիղ,шулуун
884,vorwärts::ADV,առաջ,урагшаа
885,rückwärts::ADV,դեպի ետ,буцаан
886,rückwärts::ADV,դեպի ետ,сөөргөө
887,zurück::ADV,ետ,буцаж
888,zurück::ADV,ետ,гэдрэг
889,unten::ADV,ներքեւում,дор
890,hinab::ADV,ներքեւ,уруу
891,oben::ADV,վերեւում,дээр
892,hinauf::ADV,վերեւ,өөд
893,hinauf::ADV,վերեւ,дээш
894,überall::ADV,ամենուր,хааяагүй
895,überall::ADV,ամենուր,энд тэндгүй
896,nicht::ADV,չէ,эс
897,nicht::ADV,չէ,-гүй
898,ein wenig::ADV,մի քիչ,жаахан
899,kaum::ADV,հազիվ,арай
900,kaum::ADV,հազիվ,арай гэж
901,sehr::ADV,շատ,тун
902,so::ADV,այդպես,тэгж
903,so::ADV,այդպես,ингээд
904,noch::ADV,դեռ,дахин
905,noch::ADV,դեռ,дахиад
906,nur::ADV,միայն,зөвхөн
907,nur::ADV,միայն,гагцхүү
908,schon::ADV,արդեն,нэгэнт
909,wieder::ADV,նորից,дахин
910,wieder::ADV,նորից,дахиад
911,wieder::ADV,դարձյալ,дахин
912,wieder::ADV,դարձյալ,дахиад
913,vergebens::ADV,իզուր,хий
914,vor::PRP,դիմացը,өмнө
915,hinter::PRP,ետեւը,ард
916,unter::PRP,տակ,доор
917,durch::PRP,միջով,дундуур
918,neben::PRP,քովը,хажууд
919,zwischen::PRP,միջեւ,завсар
920,zwischen::PRP,միջեւ,хооронд
921,wegen::PRP,պատճառով,төлөө
922,wegen::PRP,պատճառով,дээрээс
923,wegen::PRP,շնորհից,төлөө
924,wegen::PRP,շնորհից,дээрээс
925,dies::PRN,սա,энэ
926,dies::PRN,այս,энэ
927,das::PRN,դա,тэр
928,das::PRN,այդ,тэр
929,alles::PRN,ամեն ինչ,цөм
930,alles::PRN,ամեն ինչ,бүгд
931,ich::PRN,ես,би
932,du::PRN,դու,чи
933,er::PRN,նա,тэр
934,er::PRN,նա,тэр хүн
935,wir::PRN,մենք,бид
936,ihr::PRN,դուք,та нар
937,sie::PRN,նրանք,тэд
938,was::FPRN,ինչ,юу
939,wer::FPRN,ով,хэн
940,wo::FADV,ուր,хаа
941,wo::FADV,ուր,хаана
942,wo::FADV,որտեղ,хаа
943,wo::FADV,որտեղ,хаана
944,wohin::FADV,դեպի ուր,хааш
945,wohin::FADV,դեպի ուր,хаана
946,wie::FADV,ինչպես,яаж
947,wie::FADV,ինչպես,хэрхэн
948,warum::FADV,ինչու,юунд
949,warum::FADV,ինչու,яагаад
950,wieviel::FNUM,որչափ,хэдий
951,wieviel::FNUM,որչափ,хэд
952,eins::NUM,մեկ,нэг
953,zwei::NUM,երկու,хоёр
954,drei::NUM,երեք,гурав
955,vier::NUM,չորս,дөрөв
956,fünf::NUM,հինգ,тав
957,sechs::NUM,վեց,зургаа
958,sieben::NUM,յոթ,долоо
959,acht::NUM,ութ,найм
960,neun::NUM,ինը,ес
961,zehn::NUM,տասը,арав
962,elf::NUM,տասնմեկ,арван нэг
963,zwölf::NUM,տասներկու,арван хоёр
964,zwanzig::NUM,քսան,хорь
965,dreißig::NUM,երեսուն,гуч
966,vierzig::NUM,քառասուն,дөч
967,fünfzig::NUM,հիսուն,тавь
968,sechzig::NUM,վաթսուն,жар
969,siebzig::NUM,յոթանասուն,дал
970,achtzig::NUM,ութսուն,ная
971,neunzig::NUM,իննսուն,ер
972,hundert::NUM,հարյուր,зуу
973,tausend::NUM,հազար,мянга
974,und::CNJ,ու,ч
975,und::CNJ,ու,болон
976,oder::CNJ,կամ,буюу
977,stehen::V,կանգնել,зогсох
978,sitzen::V,նստել,суух
979,liegen::V,ստել,хэвтэх
980,hängen::V,կախվել,өлгөөтэй байх
981,hängen::V,կախվել,дүүжлээтэй байх
982,werden::V,դառնալ,болох
983,passieren::V,պատահել,тохиох
984,beginnen::V,սկսվել,эхлэх
985,enden::V,վերջանալ,дүүрэх
986,wechseln::V,փոխվել,хувирах
987,aufgehen[Sonne]::V,բարձրանալ,мандах
988,aufgehen[Sonne]::V,ելնել ,мандах
989,untergehen[Sonne]::V,մտնել,жаргах
990,scheinen[Sonne]::V,շողալ,гэрэлтэх
991,scheinen[Sonne]::V,փայլել,гэрэлтэх
992,donnern::V,որոտալ,дуугарах
993,wehen::V,փչել,салхилах
994,wehen::V,փչել,хөөрөгдөх
995,strömen::V,հոսել,гүйх
996,strömen::V,հոսել,урсах
997,fließen::V,հոսել,урсах
998,sich drehen::V,պտտվել,эргэлдэх
999,schwanken::V,տատանվել,хэлбэлзэх
1000,schwingen::V,ճոճվել,ганхах
1001,schwingen::V,ճոճվել,хэлбэлзэх
1002,fallen::V,ընկնել,унах
1003,brennen::V,այրվել,шатах
1004,rauchen::V,ծխել,баагих
1005,regnen::V,անձրեւ գալ,бороо орно
1006,gefrieren::V,սառչել,хөлдөх
1007,tauen::V,լկիլ,хайлах
1008,schmelzen::V,հալիլ,уярах
1009,trocknen::V,չորանալ,хатах
1010,sieden::V,եռալ,буцлах
1011,sieden::V,եռալ,даргилах
1012,faulen::V,փտել,үжрэх
1013,faulen::V,փտել,өмхийрөх
1014,verfaulen::V,նեխել,бээх
1015,verfaulen::V,նեխել,өгрөх
1016,reißen::V,պատռվել,цуурах
1017,reißen::V,ճղվել,цуурах
1018,versinken::V,սուզվել,живэх
1019,vergehen::V,անցնել ,нөгчих
1020,vergehen::V,անցնել ,өнгөрөх
1021,erscheinen::V,հայտնվել,гарах
1022,erscheinen::V,հայտնվել,бултайх
1023,erscheinen::V,երեւալ,гарах
1024,erscheinen::V,երեւալ,бултайх
1025,verschwinden::V,անհետանալ,далд орох
1026,verschwinden::V,անհետանալ,алга болох
1027,sinken::V,ընկնել,татрах
1028,sinken::V,ընկնել,доошлох
1029,abnehmen::V,փոքրանալ,багасах
1030,abnehmen::V,փոքրանալ,хорогдох
1031,zunehmen::V,մեծանալ,ихсэх
1032,steigen::V,բարձրանալ,нэмэгдэх
1033,wachsen::V,աճել,өсөх
1034,wachsen::V,աճել,ургах
1035,glänzen::V,նշուլել,гилгэнэх
1036,glänzen::V,նշուլել,гилбэгнэх
1037,glänzen::V,փայլիլ,гилгэнэх
1038,glänzen::V,փայլիլ,гилбэгнэх
1039,funkeln::V,փայլատակել,гялжах
1040,funkeln::V,փայլատակել,гялалзах
1041,lärmen::V,աղմուկ հանել,шуугих
1042,läuten::V,զնգալ,цохих
1043,klingeln::V,զնգալ,хонхдох
1044,klingeln::V,զնգալ,дуугарах
1045,klirren::V,զնգզնգալ,хангир жингэр хийх
1046,brausen::V,մոլեգնել,бургилах
1047,rauschen::V,սոսափել,сэржигнэх
1048,klingen::V,հնչել,хангинах
1049,bellen::V,հաչել,хуцах
1050,heulen::V,ոռնալ ,улих
1051,blasen::V,փչել ,үлзэх
1052,pfeifen::V,սուլել,исгэрэх
1053,schreien::V,գոռալ ,хашгирах
1054,stöhnen::V,տնքալ,ёолох
1055,stöhnen::V,տնքալ,гэнгэнэх
1056,zittern::V,դողալ,дагжих
1057,leben::V,ապրել,амьдрах
1058,geboren werden::V,ծնվել,төрөх
1059,atmen::V,շնչել,амьсгалах
1060,trinken::V,խմել,уух
1061,essen::V,ուտել,идэх
1062,schlucken::V,կլանել,залгих
1063,schlucken::V,կուլ տալ,залгих
1064,müde werden::V,հոգնել,ядрах
1065,einschlafen::V,քուն մտնել,унтчих
1066,schlafen::V,քնել,унтах
1067,aufwachen::V,արթննալ,сэрэх
1068,aufstehen::V,ելլել,босох
1069,sich erholen::V,հանգստանալ,амрах
1070,krank werden::V,հիւանդանալ,өвдөж эхлэх
1071,krank sein::V,հիվանդ լինել,өвдөх
1072,schmerzen::V,ցավել,өвдөх
1073,schmerzen::V,ցավել,шархирах
1074,husten::V,հազալ,ханиах
1075,genesen::V,ապաքինվել,засрах
1076,sterben::V,մեռնել,үхэх
1077,sterben::V,մեռնել,нас барах
1078,sterben::V,վախճանվել,үхэх
1079,sterben::V,վախճանվել,нас барах
1080,umkommen::V,կործանվել,үхэх
1081,sich bewegen::V,ընթանալ,хөдлөх
1082,sich rühren::V,շարժվել,хөдлөх
1083,sich erheben::V,կանգնել,босох
1084,sich erheben::V,վեր կենալ,босох
1085,sich setzen::V,նստել,суух
1086,hinfallen::V,ընկնել,ойчих
1087,laufen::V,քայլել,явган явах
1088,schreiten::V,ճեմել,алхах
1089,spazierengehen::V,շրջագայել,зугаалах
1090,eilen::V,շտապել,хурдлах
1091,sich beeilen::V,շտապել ,яарах
1092,sich beeilen::V,շտապել ,шамдах
1093,sausen::V,սլանալ,давхих
1094,rennen::V,վազել,гүйх
1095,springen::V,ցատկել,харайх
1096,springen::V,ցատկել,дэвхрэх
1097,klettern::V,մագլցել,авирах
1098,schaukeln::V,ճոճվել,ганхалзах
1099,schaukeln::V,օրորվել,ганхалзах
1100,kriechen::V,սողալ,мөлхөх
1101,schwimmen::V,լողալ,сэлэх
1102,tauchen::V,սուզվել,шунгах
1103,rudern::V,թիավարել,сэлүүрдэх
1104,fahren::V,ընթանալ,явах
1105,fliegen::V,թռչել,нисэх
1106,gehen::V,գնալ,явах
1107,weggehen::V,հեռանալ,явах
1108,abfahren::V,ճանապարհվել,одох
1109,abfahren::V,ճանապարհվել,хөдлөх
1110,anhalten::V,կանգնել,зогсох
1111,hineingehen::V,մտնել,орох
1112,eintreten::V,մտնել,орох
1113,kommen::V,գալ,ирэх
1114,ankommen::V,ժամանել,хүрэх
1115,zurückkommen::V,վերադառնալ,харих
1116,zurückkommen::V,վերադառնալ,буцаж ирэх
1117,bleiben::V,մնալ,үлдэх
1118,warten::V,սպասել,хүлээх
1119,erwarten::V,սպասել,хүлээх
1120,suchen::V,որոնել,эрэх
1121,suchen::V,որոնել,бэдрэх
1122,finden::V,գտնել,олох
1123,versuchen::V,փորձել,оролдох
1124,vorbereiten::V,պատրաստել,бэлтгэх
1125,lieben::V,սիրել,янаглах
1126,mögen::V,հավանել,таалах
1127,mögen::V,սիրել,таалах
1128,lachen::V,ծիծաղել,инээх
1129,rühren::V,հուզել,сэтгэл уяруулах
1130,weinen::V,լալ,уйлах
1131,schimpfen::V,տրտնջալ,хараах
1132,schimpfen::V,քրթմնջել,хараах
1133,sich ärgern::V,զայրանալ,уурлах
1134,sich fürchten::V,վախնալ,айх
1135,fürchten::V,վախենալ,айх
1136,fliehen::V,փախչել,зугтах
1137,fliehen::V,փախչել,гүйж очих
1138,flüchten::V,փախչել,оргох
1139,sehen::V,տեսնել,үзэх
1140,anschauen::V,դիտել,харах
1141,ansehen::V,նայել,харах
1142,hören::V,լսել,дуулах
1143,zuhören::V,ունկնդրել,чагнах
1144,probieren::V,համը տեսել,амсаж үзэх
1145,riechen::V,հոտ առնել,үнэрлэх
1146,fühlen::V,զգալ,мэдрэх
1147,scheinen::V,երեւալ,шиг үзэгдэх
1148,zu sehen sein::V,երեւալ,үзэгдэх
1149,zu sehen sein::V,երեւալ,харагдах
1150,vernehmen::V,իմանալ ,дуулах
1151,frieren::V,մրսել,даарах
1152,tun::V,անել,хийх
1153,tun::V,անել,үйлдэх
1154,können::V,կարողանալ,болох
1155,wollen::V,ուզել,хүсэх
1156,wollen::V,ցանկանալ,хүсэх
1157,anfangen::V,սկսել,эхлэх
1158,beenden::V,վերջացնել,дуусгах
1159,aufhören::V,դադարել,болих
1160,aufhören::V,դադարել,зогсох
1161,gelingen::V,հաջողվել,бүтэх
1162,gelingen::V,գլուխ գալ,бүтэх
1163,geraten::V,ստացվել,илрэх
1164,öffnen::V,բաց անել,нээх
1165,öffnen::V,բաց անել,тайлах
1166,schließen::V,փակել ,хаах
1167,stellen::V,դնել,тавих
1168,stellen::V,դնել,босгох
1169,setzen::V,նստեցնել,суулгах
1170,legen::V,դնել,хийх
1171,legen::V,դնել,тавих
1172,berühren::V,դիպչել,шүргэх
1173,berühren::V,շոշափել,шүргэх
1174,verbinden::V,շաղկապել,залгах
1175,bedecken::V,ծածկել,бүрэх
1176,aufhängen::V,կախել,өлгөх
1177,aufhängen::V,կախել,дүүжлэх
1178,anzünden::V,վառել,асаах
1179,anzünden::V,վառել,ноцоох
1180,aufheben::V,վերցնել,өргөх
1181,zurücklassen::V,թողնել,орхих
1182,zurücklassen::V,թողնել,үлдээх
1183,verlieren::V,կորցնել,гээх
1184,fallen lassen::V,գցել,унагах
1185,machen::V,անել,хийх
1186,machen::V,անել,гаргах
1187,herstellen::V,արտադրել,бүтээх
1188,bauen::V,կառուցել,барих
1189,reparieren::V,նորոգել,засах
1190,reparieren::V,նորոգել,сэлбэх
1191,verbessern::V,բարելավել,засах
1192,verbessern::V,բարելավել,сайжруулах
1193,ändern::V,փոխել,өөрчлөх
1194,graben::V,փորել,малтах
1195,beugen::V,ծռել,бөгтийлгөх
1196,biegen::V,թեքել,матах
1197,biegen::V,թեքել,муруйлгах
1198,drehen::V,ոլորել,эргүүлэх
1199,wenden::V,պտտել,эргүүлэх
1200,umdrehen::V,շրջել,хөрвүүлэх
1201,heben::V,բարձրացնել,өргөх
1202,hochheben::V,բարձրացնել,өргөх
1203,ergreifen::V,վարակվել,атгах
1204,halten::V,բռնել,барих
1205,drücken::V,ճնշել,дарах
1206,schieben::V,հրել,түлхэх
1207,kratzen::V,քերել,хусах
1208,kratzen::V,քերել,маажих
1209,lecken::V,լիզել,долоох
1210,beißen::V,կծել,зуух
1211,beißen::V,կծել,хазах
1212,abreißen::V,պոկել,таслах
1213,abschneiden::V,կտրել ,тайрах
1214,binden::V,կապել,боох
1215,binden::V,կապել,хүлэх
1216,stecken::V,խրել,шаах
1217,stecken::V,խրել,шигтгэх
1218,brechen::V,կոտրել ,хугалах
1219,klopfen::V,թակել,цохих
1220,klopfen::V,թակել,тогших
1221,hauen::V,ծեծել,дэлдэх
1222,kleben::V,կպցնել,наах
1223,reiben::V,շփել,нухах
1224,reiben::V,շփել,нидчих
1225,streichen::V,վրան քսել,нялах
1226,streichen::V,վրան քսել,түрхэх
1227,schleifen::V,սրել ,билүүдэх
1228,schleifen::V,սրել ,гуранздах
1229,schneiden::V,կտրել,огтлох
1230,rütteln::V,ցնցել,холхнулах
1231,schütteln::V,թափահարել,сэгсрэх
1232,schwenken::V,ճոճել,дэвэх
1233,schwenken::V,ճոճել,даллах
1234,schütten::V,լցնել,цутгах
1235,schütten::V,լցնել,аягалах
1236,füllen::V,լիքը լցնել,дүүргэх
1237,einwickeln::V,փաթաթել,боох
1238,einwickeln::V,փաթաթել,ороох
1239,tragen::V,կրել,авчрах
1240,tragen::V,տանել,авчрах
1241,schleppen::V,քաշել,чирэх
1242,ziehen::V,ձգել,татах
1243,ziehen::V,քաշել,татах
1244,aufbewahren::V,պահել ,хадгалах
1245,werfen::V,նետել,хаях
1246,werfen::V,նետել,шидэх
1247,packen::V,հափշտակել,шүүрэх
1248,verstecken::V,ծածկել,нуух
1249,teilen::V,բաժանել,хуваах
1250,schicken::V,ուղարկել,илгээх
1251,schicken::V,ուղարկել,явуулах
1252,bringen::V,բերել,авчрах
1253,bringen::V,բերել,аваачих
1254,hinzufügen::V,ավելացնել,нэмэх
1255,bekommen::V,հայթայթել,хүлээн авах
1256,erhalten::V,ստանալ,хүлээн авах
1257,nehmen::V,վերցնել,авах
1258,wählen::V,ընտրել,сонгох
1259,auswählen::V,գերադասել,шилэх
1260,bewahren::V,պահպանել,гамнах
1261,behindern::V,խոչընդոտել,саад хийх
1262,behindern::V,խոչընդոտել,тотгор болох
1263,verderben::V,փչացնել,эвдэх
1264,beschädigen::V,վնասել,гэмтээх
1265,zerbrechen::V,ջարդել,хагалах
1266,zerbrechen::V,ջարդել,хага цохих
1267,zerbrechen::V,կոտրել,хагалах
1268,zerbrechen::V,կոտրել,хага цохих
1269,zerreißen::V,պատռել,урах
1270,zerstören::V,քանդել,эвдэх
1271,zerstören::V,քանդել,сүйтгэх
1272,verbrennen::V,այրել,шатаах
1273,geben::V,տալ,өгөх
1274,reichen::V,հանձնել,өгөх
1275,reichen::V,հանձնել,дамжуулах
1276,schenken::V,նվիրել,бэлэглэх
1277,versprechen::V,խոստանալ,амлах
1278,wünschen::V,մաղթել,ерөөх
1279,loben::V,գովել,магтах
1280,loben::V,գովել,сайшаах
1281,küssen::V,համբուրել,озох
1282,küssen::V,համբուրել,үнсэх
1283,wiegen::V,օրորել,бүүвэйлэх
1284,zudecken::V,վրան գցել,хучих
1285,zudecken::V,վրան գցել,бүтээх
1286,wecken::V,զարթնեցնել,сэрээх
1287,zeigen::V,ցույց տալ,үзүүлэх
1288,führen::V,ուղեկցել,хөтлөх
1289,lehren::V,սովորեցնել,заах
1290,unterrichten::V,ավանդել,сургах
1291,aufziehen::V,դաստիարակել,өсгөх
1292,aufziehen::V,դաստիարակել,хүмүүжүүлэх
1293,leiten::V,ղեկավարել,удирдах
1294,leiten::V,կառավարել,удирдах
1295,antreiben::V,շտապեցնել,шамдуулах
1296,lassen::V,ստիպել,-уулах
1297,einladen::V,հրավիրել,залах
1298,vereinigen::V,միացնել,нэгтгэх
1299,vereinigen::V,միացնել,хамтруулах
1300,besuchen::V,այցելել,зочлох
1301,treffen::V,հանդիպել,учрах
1302,treffen::V,հանդիպել,дайралдах
1303,sich versammeln::V,հավաքվել,хуралдах
1304,spielen::V,խաղալ,наадах
1305,singen::V,երգել,дуулах
1306,tanzen::V,պարել,бүжиглэх
1307,sich trennen::V,ցրվել,салах
1308,verlassen::V,լքել,хаях
1309,retten::V,փրկել,гэтэлгэх
1310,bewachen::V,պահել,сахих
1311,schützen::V,պաշտպանել,хамгаалах
1312,verteidigen::V,պաշտպանել,хамгаалах
1313,sich schlagen::V,կռվել,зодолдох
1314,schießen::V,կրակել,харвах
1315,schießen::V,կրակել,буу буудах
1316,siegen::V,հաղթել,ялах
1317,ärgern::V,ձանձրացնել,уурлуулах
1318,ärgern::V,ձանձրացնել,уур хүргэх
1319,schlagen::V,խփել,цохих
1320,treten::V,քացի տալ,өшиглөх
1321,stechen::V,խայթել,хатгах
1322,stoßen::V,մղել,ёврох
1323,stoßen::V,մղել,нудрах
1324,stehlen::V,գողանալ,хулгайлах
1325,stören::V,խանգարել,саад болох
1326,belästigen::V,անհանգստացնել,зовоох
1327,belästigen::V,անհանգստացնել,амраахгүй байх
1328,verbergen::V,թաքցնել,нуух
1329,verbergen::V,թաքցնել,далдлах
1330,täuschen::V,խաբել,мэхлэх
1331,betrügen::V,խաբել,хуурах
1332,töten::V,սպանել ,алах
1333,wohnen::V,բնակվել,суух
1334,wohnen::V,բնակվել,амьдрах
1335,arbeiten::V,աշխատել,ажиллах
1336,arbeiten::V,աշխատել,хөдөлмөрлөх
1337,sammeln::V,հավաքել,түүх
1338,sammeln::V,հավաքել,хураах
1339,pflücken::V,քաղել,түүх
1340,jagen::V,որս անել,агнах
1341,jagen::V,որս անել,гөрөөлөх
1342,fischen::V,ձուկ բռնել,загасчлах
1343,fischen::V,ձուկ բռնել,загас барих
1344,fassen::V,բռնել,барих
1345,hüten::V,արածեցնել,маллах
1346,hüten::V,արածեցնել,хариулах
1347,treiben::V,հովուել,туух
1348,anbinden::V,չուանել,уях
1349,füttern::V,կերակրել,тэжээх
1350,melken::V,կթել,саах
1351,hacken::V,կոտորել,цавчих
1352,gießen::V,ջրել,услах
1353,reifen::V,հասունանալ ,боловсрох
1354,zubereiten::V,պատրաստել,бэлдэх
1355,kochen::V,եփել,чанах
1356,backen::V,թխել,жигнэх
1357,braten::V,տապակել,шарах
1358,braten::V,տապակել,хайрах
1359,umrühren::V,խառնել,хутгах
1360,stricken::V,գործել,нэхэх
1361,stricken::V,գործել,сүлжих
1362,nähen::V,կարել,оёх
1363,färben::V,ներկել,будах
1364,reinigen::V,մաքրել,арилгах
1365,reinigen::V,մաքրել,цэвэрлэх
1366,waschen::V,լվանալ,угаах
1367,abwischen::V,սրբել,арчих
1368,spülen::V,ողողել,зайлах
1369,spülen::V,պարզաջրել,зайлах
1370,fegen::V,ավլել,хамах
1371,fegen::V,ավլել,шүүрдэх
1372,kehren::V,ավլել,шүүрдэх
1373,kehren::V,ավլել,туужуудах
1374,baden::V,լողանալ,усанд орох
1375,sich waschen::V,լվացվել,биеэ угаах
1376,ausziehen::V,հանել,тайлах
1377,anziehen::V,հագնել,өмсөх
1378,sich anziehen::V,հագնվել,хувцаслах
1379,kämmen::V,սանրել,самнах
1380,schmücken::V,զարդարել,гоёх
1381,schmücken::V,զարդարել,чимэх
1382,sagen::V,ասել,гэх
1383,sagen::V,ասել,хэлэх
1384,sprechen::V,խոսել,ярих
1385,sprechen::V,խոսել,өгүүлэх
1386,reden::V,զրուցել,хэлэх
1387,reden::V,զրուցել,хөөрөлдөх
1388,sich unterhalten::V,խոսակցել,ярилцах
1389,fragen::V,հարցնել,асуух
1390,bitten::V,խնդրել,гуйх
1391,erzählen::V,պատմել,өгүүлэх
1392,mitteilen::V,հաղորդել,дуулгах
1393,mitteilen::V,հաղորդել,мэдээлэх
1394,nennen::V,անվանել,нэрлэх
1395,rufen::V,կանչել,дуудах
1396,prahlen::V,պարծենալ,бардах
1397,prahlen::V,պարծենալ,сайрхах
1398,übersetzen::V,թարգմանել,орчуулах
1399,denken::V,մտածել,санах
1400,glauben::V,հավատալ,итгэх
1401,bemerken::V,նկատել,ажих
1402,bemerken::V,նկատել,ажиглах
1403,erkennen::V,ճանաչել,таних
1404,begreifen::V,հասկանալ,ойлгох
1405,verstehen::V,ըմբռնել,мэдэж авах
1406,lernen::V,սովորել,сурах
1407,wissen::V,իմանալ,мэдэх
1408,sich erinnern an::V,հիշել,дурсах
1409,sich erinnern an::V,մտաբերել,дурсах
1410,vergessen::V,մոռանալ,мартах
1411,messen::V,չափել,хэмжих
1412,zählen::V,թվել,тоолох
1413,zählen::V,հաշվել,тоолох
1414,rechnen::V,հաշվել,тооцоох
1415,rechnen::V,հաշվարկել,тооцоох
