,Concept_ID,en,da
897,anzünden::V,light,antænde
898,aufheben::V,pick up,løfte
899,aufheben::V,pick up,tage op
900,zurücklassen::V,leave,lade tilbage
901,verlieren::V,lose,miste
902,fallen lassen::V,drop,tabe
903,fallen lassen::V,drop,droppe
904,machen::V,make,gøre
905,herstellen::V,produce,fremstille
906,bauen::V,build,bygge
907,reparieren::V,mend,reparere
908,verbessern::V,improve,rette
909,verbessern::V,improve,forbedre
910,ändern::V,alter,ændre
911,graben::V,dig,grave
912,beugen::V,bow,bøje
913,biegen::V,bend,bøje
914,drehen::V,spin,dreje
915,wenden::V,turn,vende
916,umdrehen::V,turn around,dreje om
917,heben::V,raise,hæve
918,hochheben::V,lift,løfte
919,ergreifen::V,seize,gribe fat i
920,halten::V,hold,holde
921,drücken::V,press,trykke
922,schieben::V,push,skyde
923,schieben::V,push,skubbe
924,kratzen::V,scrape,klø
925,kratzen::V,scrape,kradse
926,lecken::V,lick,slikke
927,beißen::V,bite,bide
928,abreißen::V,tear off,rive af
929,abschneiden::V,cut off,skære af
930,binden::V,tie,binde
931,stecken::V,stick,stikke
932,brechen::V,break,brække
933,klopfen::V,knock,banke
934,hauen::V,hit,hugge
935,kleben::V,glue,klistre
936,reiben::V,rub,gnide
937,streichen::V,spread,smøre
938,schleifen::V,grind,slibe
939,schneiden::V,cut,skære
940,schneiden::V,cut,klippe
941,rütteln::V,jolt,ruske
942,schütteln::V,shake,ryste
943,schwenken::V,swing,svinge
944,schütten::V,pour,hælde
945,füllen::V,fill,fylde
946,einwickeln::V,wrap,pakke ind
947,tragen::V,carry,bære
948,schleppen::V,drag,slæbe
949,ziehen::V,pull,trække
950,aufbewahren::V,keep,opbevare
951,werfen::V,throw,kaste
952,fangen::V,catch,fange
953,packen::V,grab,gribe
954,verstecken::V,hide,gemme
955,teilen::V,divide,dele
956,schicken::V,send,sende
957,bringen::V,bring,bringe
958,hinzufügen::V,add,tilføje
959,bekommen::V,get,få
960,erhalten::V,receive,få
961,nehmen::V,take,tage
962,wählen::V,choose,vælge
963,auswählen::V,select,udvælge
964,bewahren::V,preserve,bevare
965,behindern::V,hinder,hindre
966,behindern::V,hinder,forhindre
967,verderben::V,spoil,ødelægge
968,beschädigen::V,damage,beskadige
969,zerbrechen::V,break,brække itu
970,zerreißen::V,tear,rive itu
971,zerstören::V,destroy,ødelægge
972,verbrennen::V,burn,brænde
973,geben::V,give,give
974,reichen::V,hand,række
975,schenken::V,give,forære
976,versprechen::V,promise,love
977,wünschen::V,wish,ønske
978,loben::V,praise,rose
979,küssen::V,kiss,kysse
980,wiegen::V,rock,vugge
981,zudecken::V,cover,dække til
982,wecken::V,wake,vække
983,zeigen::V,show,vise
984,führen::V,guide,føre
985,lehren::V,teach,lære
986,unterrichten::V,instruct,undervise
987,aufziehen::V,bring up,opdrage
988,leiten::V,lead,lede
989,antreiben::V,urge,skynde på
990,lassen::V,let,få til at
991,einladen::V,invite,indbyde
992,einladen::V,invite,invitere
993,vereinigen::V,unite,forene
994,besuchen::V,visit,besøge
995,treffen::V,meet,møde
996,sich versammeln::V,assemble,forsamles
997,spielen::V,play,lege
998,spielen::V,play,spille
999,singen::V,sing,synge
1000,tanzen::V,dance,danse
1001,sich trennen::V,separate,skilles
1002,verlassen::V,leave,forlade
1003,retten::V,rescue,redde
1004,bewachen::V,guard,bevogte
1005,schützen::V,protect,skærme
1006,schützen::V,protect,beskytte
1007,verteidigen::V,defend,forsvare
1008,sich schlagen::V,brawl,slås
1009,schießen::V,shoot,skyde
1010,siegen::V,win,sejre
1011,ärgern::V,annoy,ærgre
1012,schlagen::V,beat,slå
1013,treten::V,kick,sparke
1014,stechen::V,sting,stikke
1015,stoßen::V,shove,støde
1016,stehlen::V,steal,stjæle
1017,stören::V,disturb,forstyrre
1018,belästigen::V,bother,genere
1019,belästigen::V,bother,ulejlige
1020,verbergen::V,conceal,skjule
1021,täuschen::V,deceive,villede
1022,betrügen::V,cheat,bedrage
1023,töten::V,kill,dræbe
1024,wohnen::V,dwell,bo
1025,arbeiten::V,work,arbejde
1026,sammeln::V,gather,samle
1027,pflücken::V,pick,plukke
1028,jagen::V,hunt,jage
1029,fischen::V,fish,fiske
1030,fassen::V,catch,fange
1031,hüten::V,herd,vogte
1032,treiben::V,drive,drive
1033,anbinden::V,tie up,binde fast
1034,füttern::V,feed,fodre
1035,melken::V,milk,malke
1036,hacken::V,chop,hakke
1037,gießen::V,water,hælde
1038,reifen::V,ripen,modne
1039,zubereiten::V,cook,tilberede
1040,kochen::V,boil,koge
1041,backen::V,bake,bage
1042,braten::V,fry,stege
1043,umrühren::V,stir,røre om
1044,stricken::V,knit,strikke
1045,nähen::V,sew,sy
1046,färben::V,dye,farve
1047,reinigen::V,clean,rense
1048,reinigen::V,clean,gøre ren
1049,waschen::V,wash,vaske
1050,abwischen::V,wipe,tørre af
1051,spülen::V,rinse,skylle
1052,fegen::V,sweep,feje
1053,kehren::V,sweep,feje
1054,baden::V,bath,bade
1055,sich waschen::V,wash,vaske sig
1056,ausziehen::V,take off,tage af
1057,anziehen::V,put on,tage på
1058,sich anziehen::V,get dressed,klæde sig på
1059,kämmen::V,comb,rede
1060,kämmen::V,comb,frisere
1061,schmücken::V,decorate,pynte
1062,schmücken::V,decorate,smykke
1063,sagen::V,say,sige
1064,sprechen::V,speak,snakke
1065,reden::V,talk,tale
1066,reden::V,talk,snakke
1067,sich unterhalten::V,chat,snakke sammen
1068,fragen::V,ask,spørge
1069,bitten::V,request,bede
1070,erzählen::V,tell,berette
1071,erzählen::V,tell,fortælle
1072,mitteilen::V,convey,meddele
1073,nennen::V,name,nævne
1074,rufen::V,call,råbe
1075,prahlen::V,brag,prale
1076,übersetzen::V,translate,oversætte
1077,denken::V,think,tænke
1078,glauben::V,believe,tro
1079,bemerken::V,notice,bemærke
1080,bemerken::V,notice,lægge mærke til
1081,erkennen::V,recognize,genkende
1082,begreifen::V,grasp,begribe
1083,verstehen::V,understand,forstå
1084,lernen::V,learn,lære
1085,wissen::V,know,vide
1086,sich erinnern an::V,remember,mindes
1087,sich erinnern an::V,remember,huske på
1088,vergessen::V,forget,glemme
1089,messen::V,measure,måle
1090,zählen::V,count,tælle
1091,rechnen::V,calculate,regne
1092,lesen::V,read,læse
1093,malen::V,paint,male
1094,zeichnen::V,draw,tegne
1095,schreiben::V,write,skrive
1096,besitzen::V,own,eje
1097,besitzen::V,own,besidde
1098,kaufen::V,buy,købe
1099,verkaufen::V,sell,sælge
1100,bezahlen::V,pay for,betale
1101,zahlen::V,pay,betale
1102,beherrschen::V,rule,beherske
1103,ertragen::V,endure,tåle
1104,ertragen::V,endure,udholde
