,Concept_ID,ady,it
691,schlimm::A,щынэгъо,grave
692,wahr::A,шъыпкъэ́,vero
693,alt::A,жъы,vecchio
694,neu::A,кӏэ,nuovo
695,ehemalig::A,-щтыгъэ,vecchio
696,ehemalig::A,-щтыгъэ,d'una_volta
697,ehemalig::A,-гъэ,vecchio
698,ehemalig::A,-гъэ,d'una_volta
699,alt[Lebewesen]::A,жъы,anziano
700,jung::A,ныбжьыкӏэ́,giovane
701,arm::A,тхьамы́кӏ,pòvero
702,reich::A,бай,ricco
703,bekannt::A,нэӏуа́с,noto
704,bekannt::A,нэӏуа́с,conosciuto
705,berühmt::A,цӏэры́ӏу,famoso
706,berühmt::A,цӏэры́ӏу,cèlebre
707,fremd::A,хымэ,estràneo
708,fremd::A,хымэ,straniero
709,verschieden::A,зэфэшъхьафы,diverso
710,verschieden::A,зэфэшъхьафы,differente
711,nah::A,благъэ́,vicino
712,nah::A,благъэ́,propinquo
713,fern::A,чыжьэ,lontano
714,linker::A,сэмэ́гу,sinistro
715,rechter::A,джабгъу,destro
716,anderer::A,нэмы́кӏ,altro
717,erster::A,апэр,primo
718,zweiter::A,я́тӏонэр,secondo
719,dritter::A,ящэнэр,terzo
720,letzter::A,аужыр,ùltimo
721,allein::ADV,зы,solo
722,allein::ADV,зы,da solo
723,auf einmal::ADV,ардэдэм,insieme
724,auf einmal::ADV,асыхьатым,insieme
725,zusammen::ADV,зэгъусэхэ́у,insieme
726,lange::ADV,бэрэ́,a lungo
727,plötzlich::ADV,зэкӏэм,all'improvviso
728,sofort::ADV,ардэдэм,sùbito
729,sofort::ADV,ардэдэм,all'istante
730,sofort::ADV,асыхьатым,sùbito
731,sofort::ADV,асыхьатым,all'istante
732,später::ADV,нэужым,più tardi
733,jetzt::ADV,джы,ora
734,jetzt::ADV,джы,adesso
735,heute::ADV,непэ́,oggi
736,morgen::ADV,неу́щы,domani
737,bald::ADV,псынкӏэу,presto
738,bald::ADV,псынкӏэу,tra poco
739,dann::ADV,нэужым,allora
740,gestern::ADV,тыгъуа́с,ieri
741,einst::ADV,зэгорэ́м,prima
742,einst::ADV,зэгорэ́м,un tempo
743,damals::ADV,армэ,allora
744,damals::ADV,ащыгъум,allora
745,danach::ADV,нэужым,poi
746,danach::ADV,нэужым,dopo
747,vorher::ADV,нахьыпэм,prima
748,einmal::ADV,зэ,una volta
749,oft::ADV,бэрэ,spesso
750,immer::ADV,ренэ́у,sempre
751,dort::ADV,модэ,lì
752,dorthin::ADV,модэ́,là
753,geradeaus::ADV,занкӏэу,diritto
754,vorwärts::ADV,ыпэкӏэ,avanti
755,rückwärts::ADV,ыужыкӏэ́,all'indietro
756,zurück::ADV,ыужыкӏэ́,di indietro
757,unten::ADV,ычӏэкӏэ́,giù
758,unten::ADV,ычӏэкӏэ́,sotto
759,hinab::ADV,ычӏэгъы́,giù
760,hinab::ADV,ычӏэгъы́,in giù
761,hinab::ADV,ычӏэкӏэ́,giù
762,hinab::ADV,ычӏэкӏэ́,in giù
763,oben::ADV,ышъхьагъы,su
764,oben::ADV,ышъхьагъы,sopra
765,hinauf::ADV,ышъхьагъыкӏэ,in sù
766,hinauf::ADV,ышъхьагъыкӏэ,in alto
767,überall::ADV,тыди́,dappertutto
768,überall::ADV,тыдэкӏи́,dappertutto
769,nicht::ADV,-п,non
770,nicht::ADV,мы-,non
771,ein wenig::ADV,тӏэкӏу,un po'
772,ein wenig::ADV,тӏэкӏу,un poco
773,kaum::ADV,къоды́й,a appena
774,sehr::ADV,дэд,molto
775,so::ADV,ащ фэд,così
776,so::ADV,ащ фэд,tanto
777,so::ADV,мыщ фэд,così
778,so::ADV,мыщ фэд,tanto
779,so::ADV,джащ фэд,così
780,so::ADV,джащ фэд,tanto
781,noch::ADV,джыри,ancora
782,nur::ADV,ныӏэ́п,solo
783,nur::ADV,ныӏэ́п,soltanto
784,wieder::ADV,джыри,di nuovo
785,vergebens::ADV,пкӏэнчъэ́у,invano
786,vor::PRP,пашъхьэ́,davanti a
787,hinter::PRP,кӏы́б,dietro
788,unter::PRP,чӏэ-,sotto
789,durch::PRP,пхыры-,per
790,durch::PRP,пхыры-,attraverso
791,neben::PRP,дэжь,a accanto a
792,zwischen::PRP,азыфа́гу,fra
793,wegen::PRP,къы-,a causa di
794,dies::PRN,ар,ciò
795,dies::PRN,ар,questo
796,das::PRN,а,ciò
797,das::PRN,а,quello
798,das::PRN,мо,ciò
799,das::PRN,мо,quello
800,alles::PRN,зэкӏэ́,tutto
801,ich::PRN,сэ,ìo
802,du::PRN,о,tu
803,er::PRN,ар,lui
804,er::PRN,ар,egli
805,wir::PRN,тэ,noi
806,ihr::PRN,шъо,voi
807,sie::PRN,ахэр,loro
808,was::FPRN,сыд,che
809,was::FPRN,сыд,che cosa
810,wer::FPRN,хэт,chi
811,wo::FADV,тыдэ́,dove
812,wohin::FADV,тыдэ́,dove
813,wie::FADV,сыдэущтэ́у,come
814,warum::FADV,сыд пае́,perche
815,wieviel::FNUM,тхьапш,quanto
816,wieviel::FNUM,сыд фэди́з,quanto
817,eins::NUM,зы,uno
818,zwei::NUM,тӏу,due
819,drei::NUM,щы,tre
820,vier::NUM,плӏы,quattro
821,fünf::NUM,тфы,cinque
822,sechs::NUM,хы,sei
823,sieben::NUM,блы,sette
824,acht::NUM,и,otto
825,neun::NUM,бгъу,nove
826,zehn::NUM,пшӏы,dieci
827,elf::NUM,пшӏыкӏузы́,ùndici
828,zwölf::NUM,пшӏыкӏутӏу,dodici
829,zwanzig::NUM,тӏокӏы́,venti
830,dreißig::NUM,щэкӏы,trenta
831,vierzig::NUM,тӏокӏи́тӏу,quaranta
832,fünfzig::NUM,шъэны́ыкъу,cinquanta
833,sechzig::NUM,тӏокӏи́щ,sessanta
834,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,settanta
835,achtzig::NUM,тӏокӏи́пӏ,ottanta
836,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,novanta
837,hundert::NUM,шъэ,cento
838,tausend::NUM,мин,mille
839,und::CNJ,ыкӏи,e
840,oder::CNJ,е,o
841,stehen::V,ущытын,stare in piedi
842,stehen::V,умыхъыен,stare in piedi
843,sitzen::V,уисын,sedere
844,sitzen::V,уисын,stare seduto
845,sitzen::V,утесын,sedere
846,sitzen::V,утесын,stare seduto
847,liegen::V,телъы́н,giacere
848,hängen::V,къыщылэлын,pèndere
849,hängen::V,къыщылэлын,èssere appeso
850,hängen::V,къыщылэлын щыгъын быхъур,pèndere
851,hängen::V,къыщылэлын щыгъын быхъур,èssere appeso
852,werden::V,хъун,farsi
853,werden::V,хъун,diventare
854,passieren::V,къэхъун,succèdere
855,beginnen::V,къежьэн,cominciare
856,beginnen::V,къыублэн,cominciare
857,enden::V,ухы́н,finire
858,enden::V,ухы́н,terminare
859,wechseln::V,зэхъожьы́н,variare
860,wechseln::V,зэхъожьы́н,cambiare
861,aufgehen[Sonne]::V,къыкъокӏы́н,sòrgere
862,aufgehen[Sonne]::V,къыкъокӏы́н,spuntare
863,untergehen[Sonne]::V,къохьан,tramontare
864,scheinen[Sonne]::V,къепсыи,splèndere
865,donnern::V,гъогъон,tonare
866,wehen::V,епщэ́н,soffiare
867,strömen::V,чъэн,fluire
868,fließen::V,чъэн,fluire
869,fließen::V,чъэн,scorrere
870,sich drehen::V,зыгъэчэрэгъу́н,girarsi
871,schwanken::V,хъые́н,oscillare
872,schwanken::V,хъые́н,barcollare
873,schwingen::V,зыгъэхъые́н,vibrare
874,schwingen::V,зыгъэхъые́н,oscillare
875,fallen::V,къефэхы́н,cadere
876,brennen::V,стын,àrdere
877,brennen::V,стын,bruciare
878,rauchen::V,ӏугъо къикӏын,fumare
879,regnen::V,къещхы́н,piòvere
880,gefrieren::V,дыкъын,gelarsi
881,gefrieren::V,дыкъын,congelarsi
882,tauen::V,жъун,sciògliersi
883,schmelzen::V,ткӏун,fòndere
884,schmelzen::V,ткӏун,sciògliersi
885,trocknen::V,гъушъы́н,asciugarsi
886,trocknen::V,чъэпхъу́н,asciugarsi
887,sieden::V,жъон,bollire
888,faulen::V,шъун,marcire
889,verfaulen::V,шъун,imputridire
890,reißen::V,зэӏэтхъы́н,strapparsi
891,versinken::V,чӏихьан,affondare
892,vergehen::V,блэкӏы́н,passare
893,erscheinen::V,къэлъэгъон,apparire
894,erscheinen::V,къэлъэгъон,comparire
895,verschwinden::V,кӏодыжьы́н,sparire
896,verschwinden::V,кӏодыжьы́н,scomparire
897,abnehmen::V,къыкӏичын,diminuire
898,zunehmen::V,хэхъо́н,aumentare
899,steigen::V,къежьэн,salire
900,steigen::V,къежьэн,montare
901,wachsen::V,хэхъо́н,crescere
902,wachsen::V,къэкӏы́н,crescere
903,glänzen::V,цӏыу́н,splèndere
904,funkeln::V,жъыу́н,brillare
905,funkeln::V,жъыу́н,scintillare
906,lärmen::V,бырсыры́н,strepitare
907,lärmen::V,бырсыры́н,fare chiasso
908,läuten::V,теон,suonare
909,klingeln::V,теон,suonare
910,brausen::V,шъуин,rombare
911,brausen::V,шъуин,rumoreggiare
912,rauschen::V,макъэ гъэӏун,frusciare
913,klingen::V,къыхэӏукӏын,suonare
914,bellen::V,хьакъу́н,latrare
915,bellen::V,хьакъу́н,abbaiare
916,heulen::V,быун,urlare
917,heulen::V,быун,ululare
918,blasen::V,епщэ́н,soffiare
919,pfeifen::V,шъуин,fischiare
920,schreien::V,куо́н,gridare
921,schreien::V,кӏыи́н,gridare
922,stöhnen::V,щэӏун,gèmere
923,zittern::V,кӏэзэзын,tremare
924,leben::V,псэу́н,vìvere
925,geboren werden::V,къэхъун,nàscere
926,atmen::V,жьы къэщэ́н,respirare
927,trinken::V,ешъо́н,bere
928,essen::V,шхын,mangiare
929,schlucken::V,бдырыин,inghiottire
930,müde werden::V,пшъын,stancarsi
931,einschlafen::V,хэчъыен,addormentarsi
932,schlafen::V,чъые́н,dormire
933,aufwachen::V,къэущы́н,svegliarsi
934,aufstehen::V,уцу́н,levarsi
935,sich erholen::V,зыгъэпсэфын,riposarsi
936,krank werden::V,сымаджэ́ хъун,ammalarsi
937,krank sein::V,сымэджэ́н,èssere malato
938,schmerzen::V,сымэджэ́н,dolere
939,husten::V,пскэ́н,tossire
940,genesen::V,хъужьын,guarire
941,sterben::V,лӏэн,morire
942,umkommen::V,хэкӏодэн,perire
943,sich bewegen::V,хъые́н,agitarsi
944,sich rühren::V,хъые́н,muòversi
945,sich erheben::V,къэтэджын,alzarsi
946,sich setzen::V,тӏысы́н,sedersi
947,hinfallen::V,ебэджы́н,cadere
948,laufen::V,кӏон,camminare
949,laufen::V,кӏон,andare a piedi
950,schreiten::V,кӏон,andare
951,schreiten::V,кӏон,procedere
952,spazierengehen::V,къэкӏухьэн,passeggiare
953,spazierengehen::V,къэкӏухьэн,andare a passeggio
954,eilen::V,гузэжъон,andare in fretta
955,sich beeilen::V,гуӏэ́н,affrettarsi
956,sausen::V,псынкӏэ́у чъэн,volare
957,sausen::V,псынкӏэ́у чъэн,correre
958,rennen::V,чъэн,correre
959,springen::V,пкӏэн,saltare
960,klettern::V,дэцохъоен,arrampicarsi
961,schaukeln::V,уешӏэн,fare l'altalena
962,kriechen::V,цохъо́н,strisciare
963,schwimmen::V,есы́н,nuotare
964,tauchen::V,зычӏэгъэо́н,tuffarsi
965,tauchen::V,зычӏэгъэо́н,immèrgersi
966,rudern::V,къошъо бэщкӏэ фын,remare
967,fahren::V,кӏон,andare
968,fahren::V,кӏон,viaggiare
969,fliegen::V,быбы́н,volare
970,gehen::V,кӏон,andare
971,weggehen::V,ӏукӏын,andàrsene
972,weggehen::V,ӏукӏын,andare via
973,abfahren::V,ежьэн,partire
974,anhalten::V,къэуцу́н,fermarsi
975,hineingehen::V,ихьан,entrare
976,eintreten::V,чӏэхьан,entrare
977,kommen::V,къэкӏо́н,venire
978,ankommen::V,къэсы́н,arrivare
979,zurückkommen::V,гъэзэжьын,ritornare
980,bleiben::V,къэнэ́н,restare
981,bleiben::V,къэнэ́н,rimanere
982,warten::V,пэплъэ́н,aspettare
983,erwarten::V,ежэн,attèndere
984,suchen::V,лъыхъу́н,cercare
985,finden::V,къэгъоты́н,trovare
986,finden::V,къыхэгъэщы́н,trovare
987,versuchen::V,пылъы́н,tentare
988,vorbereiten::V,гъэхьазыры́н,preparare
989,lieben::V,шӏу плъэгъу́н,amare
990,mögen::V,шӏу плъэгъу́н,piacere a
991,mögen::V,шӏу плъэгъу́н,volere bene a
992,lachen::V,щхын,rìdere
993,rühren::V,гур гъэузын,commuòvere
994,weinen::V,гъын,piàngere
995,schimpfen::V,хъонэн,imprecare
996,sich ärgern::V,губжы́н,stizzirsi
997,sich ärgern::V,губжы́н,arrabbiarsi
998,sich fürchten::V,щынэ́н,avere paura
999,fürchten::V,щынэ́н,temere
1000,sehen::V,льэгъу́н,vedere
1001,anschauen::V,плъэн,guardare
1002,anschauen::V,еплъы́н,guardare
1003,ansehen::V,плъэн,guardare
1004,hören::V,зэхэхын,udire
1005,hören::V,зэхэхын,sentire
1006,zuhören::V,дэӏо́н,ascoltare
1007,probieren::V,хэӏэн,degustare
1008,probieren::V,хэӏэн,assaggiare
1009,riechen::V,пэмэ́н,sentire
1010,fühlen::V,зэхэпшӏэн,sentire
1011,scheinen::V,уащыхъу́н,parere
1012,scheinen::V,уащыхъу́н,sembrare
1013,scheinen::V,уашӏошӏы́н,parere
1014,scheinen::V,уашӏошӏы́н,sembrare
1015,zu sehen sein::V,зэрэлъэгъу́н,vedersi
1016,vernehmen::V,зэхэхын,sentire
1017,vernehmen::V,зэхэхын,percepire
1018,frieren::V,дыкъын,aver freddo
1019,frieren::V,пӏыкӏэн,aver freddo
1020,frieren::V,чъыӏэ́ лӏэн,aver freddo
1021,tun::V,шӏын,fare
1022,können::V,лъэкӏы́н,sapere
1023,wollen::V,фэе́н,volere
1024,anfangen::V,ублэн,iniziare
1025,anfangen::V,ублэн,cominciare
1026,beenden::V,ухы́н,finire
1027,beenden::V,ухы́н,terminare
1028,aufhören::V,щыгъэтын,finire
1029,aufhören::V,щыгъэтын,cessare
1030,gelingen::V,хъун,riuscire
1031,öffnen::V,ӏухы́н,aprire
1032,schließen::V,игъэсэн,chiùdere
1033,stellen::V,бгъэуцун,porre
1034,stellen::V,бгъэуцун,mettere
1035,setzen::V,гъэтӏысы́н,porre
1036,setzen::V,гъэтӏысы́н,mettere
1037,legen::V,хэлъхьа́н,posare
1038,legen::V,хэлъхьа́н,mettere
1039,berühren::V,эӏэн,toccare
1040,berühren::V,нэсын,toccare
1041,verbinden::V,зэхэпхэ́н,unire
1042,verbinden::V,зэхэпхэ́н,congiùngere
1043,verbinden::V,пхын,unire
1044,verbinden::V,пхын,congiùngere
1045,bedecken::V,техъо́н,coprire
1046,bedecken::V,техъо́н,ricoprire
1047,aufhängen::V,пылъэ́н,attaccare
1048,anzünden::V,хэгъэнэ́н,accèndere
1049,anzünden::V,хэгъэнэ́н,incendiare
1050,zurücklassen::V,къэгъэнэ́н,lasciare
1051,zurücklassen::V,къэгъэнэ́н,lasciare indietro
1052,verlieren::V,чӏэ́нэн,pèrdere
1053,verlieren::V,шӏокӏоды́н,pèrdere
1054,fallen lassen::V,чӏэунэн,lasciare cadere
1055,fallen lassen::V,пӏэпызын,lasciare cadere
1056,machen::V,шӏын,fare
1057,herstellen::V,шӏы́н,produrre
1058,herstellen::V,шӏы́н,fabbricare
1059,bauen::V,шӏы́н,costruire
1060,reparieren::V,дыжьы́н,riparare
1061,verbessern::V,нахьышӏу пшӏын,migliorare
1062,verbessern::V,нахь дэгъу пшӏын,migliorare
1063,ändern::V,зэблэхъу́н,mutare
1064,ändern::V,зэблэхъу́н,cambiare
1065,graben::V,тӏын,scavare
1066,biegen::V,уфэн,tòrcere
1067,drehen::V,гъэчэрегъу́,girare
1068,wenden::V,пӏонтӏэн,girare
1069,wenden::V,пӏонтӏэн,voltare
1070,wenden::V,бгъэзэн,girare
1071,wenden::V,бгъэзэн,voltare
1072,wenden::V,уӏубын,girare
1073,wenden::V,уӏубын,voltare
1074,heben::V,ӏэты́н,levare
1075,hochheben::V,ӏэты́н,levare
1076,hochheben::V,ӏэты́н,sollevare
1077,ergreifen::V,къэубыты́н,afferrare
1078,halten::V,ӏыгъы́н,tenere
1079,drücken::V,тэӏункӏэн,premere
1080,schieben::V,уеӏункӏын,spìngere
1081,schieben::V,уетӏыргун,spìngere
1082,kratzen::V,цӏэнтхъун,grattare
1083,kratzen::V,цӏэнтхъун,graffiare
1084,lecken::V,бзэи́н,leccare
1085,beißen::V,ецэкъэ́н,mòrdere
1086,abreißen::V,къичын,staccarsi
1087,abreißen::V,къичын,strapparsi
1088,abreißen::V,пытхъын,staccarsi
1089,abreißen::V,пытхъын,strapparsi
1090,abschneiden::V,пыупкӏын,tagliare
1091,abschneiden::V,гобзыкӏын,tagliare
1092,binden::V,епхын,legare
1093,binden::V,епхын,bendare
1094,stecken::V,хэсэн,ficcare
1095,brechen::V,зэпыпкӏын,rompere
1096,klopfen::V,теон,bàttere
1097,hauen::V,теон,picchiare
1098,kleben::V,щхэн,incollare
1099,reiben::V,пӏотын,fregare
1100,streichen::V,щыфэн,spalmare
1101,schleifen::V,гъэчаны́н,arrotare
1102,schleifen::V,кӏэлыкӏы́н,arrotare
1103,schneiden::V,бзын,tagliare
1104,rütteln::V,гъэсысын,scuòtere
1105,schütteln::V,гъэсысын,agitare
1106,schütteln::V,гъэсысын,scuòtere
1107,schwenken::V,ӏэ шӏын,agitare
1108,schwenken::V,ӏэ шӏын,sventolare
1109,schütten::V,икӏэ́н,versare
1110,füllen::V,из шӏын,riempire
1111,einwickeln::V,кӏоцӏыщыхьа́н,involtare
1112,tragen::V,хьын,portare
1113,schleppen::V,пхьын,trainare
1114,schleppen::V,пхьын,trascinare
1115,schleppen::V,плъэшъун,trainare
1116,schleppen::V,плъэшъун,trascinare
1117,ziehen::V,пкъудыин,tirare
1118,ziehen::V,пщэн,tirare
1119,ziehen::V,плъэшъун,tirare
1120,aufbewahren::V,пӏыгъын,custodire
1121,aufbewahren::V,пӏыгъын,conservare
1122,aufbewahren::V,уухъумэн,custodire
1123,aufbewahren::V,уухъумэн,conservare
1124,werfen::V,дзын,gettare
1125,werfen::V,дзын,lanciare
1126,fangen::V,къэубыты́н,prèndere
1127,fangen::V,къэубыты́н,acchiappare
1128,packen::V,къэубыты́н,pigliare
1129,packen::V,къэубыты́н,afferrare
1130,verstecken::V,бгъэбылъын,nascondere
1131,teilen::V,гощы́н,divìdere
1132,schicken::V,гъахьы́н,inviare
1133,bringen::V,къэхьы́н,portare
1134,bringen::V,къэхьы́н,apportare
1135,hinzufügen::V,хэгъэхъо́н,aggiùngere
1136,nehmen::V,къытехы́н,prèndere
1137,wählen::V,къыхэхы́н,elèggere
1138,wählen::V,къыхэхы́н,scegliere
1139,auswählen::V,къыхэхы́н,scegliere
1140,bewahren::V,къэухъумэн,conservare
1141,behindern::V,пэрыохъу хъун,impedire
1142,verderben::V,къутэн,guastare
1143,beschädigen::V,къутэн,danneggiare
1144,zerbrechen::V,къутэн,rompere
1145,zerbrechen::V,къутэн,spezzare
1146,zerreißen::V,зэӏэтхъы́н,stracciare
1147,zerstören::V,къутэ́н,distrùggere
1148,verbrennen::V,гъэсты́н,bruciare
1149,geben::V,еты́н,dare
1150,reichen::V,еты́н,pòrgere
1151,schenken::V,еты́н,regalare
1152,versprechen::V,гъэгугъэ́н,promettere
1153,wünschen::V,шӏоигъо́н,augurare
1154,loben::V,щытхъун,lodare
1155,küssen::V,ебэу́н,baciare
1156,wiegen::V,гъэхъыен,cullare
1157,wiegen::V,гъэхъыен,dondolare
1158,zudecken::V,техъо́н,coprire
1159,wecken::V,къэгъэущы́н,svegliare
1160,zeigen::V,гъэлъэгъо́н,indicare
1161,führen::V,щэн,guidare
1162,führen::V,щэн,condurre
1163,lehren::V,егъэджэ́н,insegnare
1164,lehren::V,егъэшӏэн,insegnare
1165,unterrichten::V,егъэджэ́н,istruire
1166,unterrichten::V,егъэджэ́н,insegnare
1167,aufziehen::V,пӏун,allevare
1168,leiten::V,гъэзекӏон,avviare
1169,leiten::V,гъэзекӏон,dirìgere
1170,antreiben::V,къепфылӏэн,incitare
1171,lassen::V,еты́н,fare
1172,einladen::V,къегъэблэгъэн,invitare
1173,vereinigen::V,зэгогъэхьан,unire
1174,besuchen::V,щыӏэ́н,visitare
1175,besuchen::V,щыӏэ́н,far vìsita a
1176,treffen::V,ӏукӏэ́н,incontrare
1177,treffen::V,пэгъокӏы́н,incontrare
1178,sich versammeln::V,зэхэхьан,rinunirsi
1179,spielen::V,джэгу́н,giocare
1180,singen::V,орэ́д къэӏо́н,cantare
1181,tanzen::V,къэшъо́н,danzare
1182,sich trennen::V,зэгокӏыжьы́ных,separarsi
1183,verlassen::V,бгынэн,lasciare
1184,verlassen::V,бгынэн,abbandonare
1185,verlassen::V,хэкӏыжьын,lasciare
1186,verlassen::V,хэкӏыжьын,abbandonare
1187,retten::V,къыхэпхыжьын,salvare
1188,retten::V,къэбгъэнэжьын,salvare
1189,bewachen::V,къэгъэгъунэн,custodire
1190,schützen::V,ухъумэ́н,protèggere
1191,verteidigen::V,къэухъумэн,difèndere
1192,sich schlagen::V,эзэон,bàttersi
1193,schießen::V,он,sparare
1194,siegen::V,текӏо́н,vìncere
1195,ärgern::V,бгъэгубжын,stizzire
1196,schlagen::V,ео́н,bàttere
1197,stechen::V,хэӏун,pùngere
1198,stoßen::V,тӏыро́н,urtare
1199,stoßen::V,тӏыро́н,spìngere
1200,stoßen::V,уеӏункӏын,urtare
1201,stoßen::V,уеӏункӏын,spìngere
1202,stehlen::V,тыгъу́н,rubare
1203,stören::V,бгъэгумэкӏын,disturbare
1204,belästigen::V,бгъэгумэкӏын,molestare
1205,belästigen::V,бгъэгумэкӏын,importunare
1206,verbergen::V,ушъэфын,celare
1207,verbergen::V,ушъэфын,nascondere
1208,täuschen::V,гъэпцӏэ́н,ingannare
1209,betrügen::V,гъэпцӏэ́н,frodare
1210,betrügen::V,гъэпцӏэ́н,truffare
1211,töten::V,уикӏын,uccìdere
1212,wohnen::V,дэсын,abitare
1213,arbeiten::V,лэжьэ́н,lavorare
1214,sammeln::V,угъои́н,raccògliere
1215,sammeln::V,угъои́н,collezionare
1216,pflücken::V,къыпычы́н,cògliere
1217,jagen::V,шэкӏон,cacciare
1218,jagen::V,ешэкӏон,cacciare
1219,fischen::V,пцэжъые уешэн,pescare
1220,fassen::V,къэубыты́н,catturare
1221,fassen::V,къэубыты́н,acchiappare
1222,hüten::V,хэхъо́н,pascolare
1223,treiben::V,пфын,spìngere
1224,anbinden::V,епхын,legare
1225,anbinden::V,епхын,attaccare
1226,füttern::V,гъэшхэ́н,dar da mangiare a
1227,melken::V,щын,mùngere
1228,hacken::V,упкӏэтэн,tritare
1229,hacken::V,упкӏэтэн,spaccare
1230,gießen::V,тепкӏэн,annaffiare
1231,reifen::V,игъо хъун,maturare
1232,zubereiten::V,бгъэхьазырын,preparare
1233,kochen::V,шӏы́н,cuòcere
1234,backen::V,гъэжъэ́н,cuòcere
1235,backen::V,гъэжъэ́н,cuòcere al forno
1236,braten::V,гъэжъэ́н,frìggere
1237,braten::V,гъэжъэ́н,arrostire
1238,umrühren::V,зэхэгъэкӏухьан,mescolare
1239,stricken::V,хъын,llavorare a maglia
1240,nähen::V,дэн,cucire
1241,färben::V,бгъэлэн,tìngere
1242,reinigen::V,укъэбзы́н,pulire
1243,reinigen::V,укъэбзы́н,nettare
1244,waschen::V,бгыкӏын,lavare
1245,abwischen::V,лъэкӏы́н,asciugare
1246,spülen::V,дэгъэчъыхьан,lavare
1247,spülen::V,дэгъэчъыхьан,sciacquare
1248,fegen::V,пхъэнкӏы́н,spazzare
1249,kehren::V,пхъэнкӏы́н,spazzare
1250,baden::V,зыгъэпскӏын,bagnarsi
1251,baden::V,зыгъэпскӏын,fare il bagno
1252,sich waschen::V,зытхьакӏы́н,lavarsi
1253,ausziehen::V,къытехы́н,tògliersi
1254,anziehen::V,щылъэ́н,mettersi
1255,anziehen::V,щылъэ́н,indossare
1256,sich anziehen::V,зыфэпэн,vestirsi
1257,kämmen::V,жьын,pettinare
1258,schmücken::V,гъэдэхэ́н,ornare
1259,schmücken::V,гъэдэхэ́н,decorare
1260,sagen::V,къэӏон,dire
1261,sprechen::V,псэлъэ́н,parlare
1262,reden::V,гущыӏэ́н,parlare
1263,sich unterhalten::V,зэдэгущыӏэн,conversare
1264,fragen::V,упчӏэ́н,chièdere
1265,fragen::V,упчӏэ́н,domandare
1266,bitten::V,лъэӏо́н,pregare
1267,erzählen::V,къэпӏотэ́н,narrare
1268,erzählen::V,къэпӏотэ́н,raccontare
1269,mitteilen::V,макъэ егъэӏун,comunicare
1270,nennen::V,цӏэ фэусы́н,nominare
1271,rufen::V,джэн,chiamare
1272,prahlen::V,узыщытхъужьы́н,vantarsi
1273,übersetzen::V,бгъэкӏотэн,tradurre
1274,denken::V,егупшысэ́н,pensare
1275,glauben::V,уивыхъэ́ телъы́н,credere
1276,bemerken::V,гу лъыптэ́н,notare
1277,bemerken::V,гу лъыптэ́н,osservare
1278,erkennen::V,зэхэпхын,riconoscere
1279,erkennen::V,зэбгъэшӏэн,riconoscere
1280,begreifen::V,гурыӏо́н,capire
1281,begreifen::V,гурыӏо́н,comprèndere
1282,verstehen::V,зэхэхын,intèndere
1283,verstehen::V,зэхэхын,comprèndere
1284,lernen::V,еджэ́н,imparare
1285,lernen::V,еджэ́н,apprèndere
1286,wissen::V,шӏэн,sapere
1287,sich erinnern an::V,къэшӏэжьын,ricordare
1288,sich erinnern an::V,къэшӏэжьын,ricordarsi di
1289,vergessen::V,пщыгъупшэжьы́н,dimenticare
1290,messen::V,шын,misurare
1291,zählen::V,плъытэ́н,contare
1292,rechnen::V,плъытэ́н,contare
1293,rechnen::V,плъытэ́н,calcolare
1294,rechnen::V,угугъэ́н,contare
1295,rechnen::V,угугъэ́н,calcolare
1296,lesen::V,еджэ́н,lèggere
1297,malen::V,шӏын,dipìngere
1298,zeichnen::V,шӏын,disegnare
1299,schreiben::V,тхын,scrìvere
1300,besitzen::V,иӏэн,possedere
1301,kaufen::V,щэфы́н,comprare
1302,kaufen::V,щэфы́н,acquistare
1303,verkaufen::V,щэн,vendere
1304,bezahlen::V,птын,pagare
1305,bezahlen::V,лъыптын,pagare
1306,bezahlen::V,птыжьы́н,pagare
1307,zahlen::V,птын,pagare
1308,zahlen::V,лъыптын,pagare
1309,beherrschen::V,иунаеу иӏэн,dominare
1310,ertragen::V,щэчы́н,sopportare
1311,Schnurrbart::N,,baffi
1312,Schnurrbart::N,,mustacchi
1313,Nabel::N,,ombelico
1314,Wetter::N,,tempo
1315,Frost::N,,gelo
1316,Raureif::N,,brina
1317,Adler::N,,àquila
1318,Schwan::N,,cigno
1319,Ton::N,,tono
1320,Sache::N,,cosa
1321,Schlitten::N,,slitta
1322,Last::N,,càrico
1323,Figur::N,,figura
1324,Bündel::N,,fascio
1325,Bündel::N,,fagotto
1326,Schuh::N,,scarpa
1327,Arzt::N,,mèdico
1328,Arzt::N,,dottore
1329,lebendig::A,,vivo
1330,zuerst::ADV,,prima
1331,zuerst::ADV,,dapprima
1332,manchmal::ADV,,talvolta
1333,manchmal::ADV,,qualche volta
1334,niemals::ADV,,non mai
1335,hier::ADV,,qua
1336,hierhin::ADV,,qua
1337,von hier::ADV,,ne
1338,von hier::ADV,,da qui
1339,schon::ADV,,già
1340,sinken::V,,calare
1341,sinken::V,,scendere
1342,klirren::V,,tintinnare
1343,fliehen::V,,fuggire
1344,flüchten::V,,sfuggire
1345,geraten::V,,stare
1346,aufheben::V,,raccògliere
1347,beugen::V,,chinare
