,Concept_ID,ja,os
772,dorthin::ADV,そこへ,уырдӕм
773,dorthin::ADV,そちらへ,уырдӕм
774,geradeaus::ADV,真っ直ぐに,æргом
775,vorwärts::ADV,前へ,размӕ
776,rückwärts::ADV,後ろへ,фӕстӕмӕ
777,zurück::ADV,後ろへ,фӕстӕмӕ
778,unten::ADV,下に,дæлæ
779,unten::ADV,下に,дæлейы
780,unten::ADV,下に,бынæй
781,hinab::ADV,下へ,дӕлӕмӕ
782,hinab::ADV,下へ,уырдыгмӕ
783,oben::ADV,上に,уӕле
784,hinauf::ADV,上へ,уӕлӕмӕ
785,überall::ADV,どこでも,алыран
786,überall::ADV,どこでも,алкæм
787,überall::ADV,どこでも,кæмдæриддæр
788,nicht::ADV,ない,нӕ
789,ein wenig::ADV,少し,чысыл
790,ein wenig::ADV,ちょっと,чысыл
791,kaum::ADV,ほとんど～ない,цъус
792,sehr::ADV,とても,тынг
793,sehr::ADV,とても,иттӕг
794,so::ADV,こう,афтӕ
795,noch::ADV,まだ,ма
796,nur::ADV,～だけ,канд
797,nur::ADV,～だけ,ӕрмӕст
798,schon::ADV,もう,нырид
799,wieder::ADV,再び,ногӕй
800,vergebens::ADV,無駄に,дзæгъæлы
801,vergebens::ADV,無駄に,уæгъды
802,vergebens::ADV,無駄に,æнæхъуаджы
803,vor::PRP,前に,разы
804,hinter::PRP,後ろに,фӕстӕ
805,unter::PRP,下に,бын
806,durch::PRP,通して,æхсæнты
807,neben::PRP,横に,цур
808,zwischen::PRP,間に,астӕу
809,wegen::PRP,為に,тыххай
810,wegen::PRP,せいで,тыххай
811,dies::PRN,これ,ай
812,das::PRN,それ,уый
813,alles::PRN,全部,алцы
814,alles::PRN,全部,æппæтдæр
815,alles::PRN,全部,иууылдӕр
816,ich::PRN,私,æз
817,du::PRN,あなた,ды
818,er::PRN,彼,уый
819,wir::PRN,私達,мах
820,ihr::PRN,あなた達,сымах
821,sie::PRN,彼ら,уыдон
822,was::FPRN,何,цы
823,wer::FPRN,誰,чи
824,wer::FPRN,どなた,чи
825,wo::FADV,どこ,кӕм
826,wo::FADV,どこに,кӕм
827,wohin::FADV,どこへ,кӕдӕм
828,wie::FADV,どう,куыд
829,warum::FADV,何故,цӕмӕн
830,warum::FADV,どうして,цӕмӕн
831,wieviel::FNUM,どのくらい,цал
832,eins::NUM,一,иу
833,zwei::NUM,二,дыууӕ
834,zwei::NUM,二つ,дыууӕ
835,drei::NUM,三,ӕртӕ
836,drei::NUM,三つ,ӕртӕ
837,vier::NUM,四,цыппар
838,vier::NUM,四つ,цыппар
839,fünf::NUM,五,фондз
840,fünf::NUM,五つ,фондз
841,sechs::NUM,六,ӕхсӕз
842,sechs::NUM,六つ,ӕхсӕз
843,sieben::NUM,七,авд
844,sieben::NUM,七つ,авд
845,acht::NUM,八,аст
846,acht::NUM,八つ,аст
847,neun::NUM,九,фараст
848,neun::NUM,九つ,фараст
849,zehn::NUM,十,дӕс
850,elf::NUM,十一,иуæндæс
851,zwölf::NUM,十二,дыууадæс
852,zwanzig::NUM,二十,дыууын
853,dreißig::NUM,三十,æртын
854,dreißig::NUM,三十,дæсæмæссæдз
855,vierzig::NUM,四十,цыппор
856,vierzig::NUM,四十,цыппур
857,vierzig::NUM,四十,дыууиссæдзы
858,fünfzig::NUM,五十,фӕндзай
859,sechzig::NUM,六十,æхсай
860,sechzig::NUM,六十,æртиссæдзы
861,siebzig::NUM,七十,æвдай
862,siebzig::NUM,七十,дæс æмæ æртиссæдзы
863,achtzig::NUM,八十,цыппарыссæдзы
864,achtzig::NUM,八十,æстай
865,neunzig::NUM,九十,нæуæдз
866,neunzig::NUM,九十,дæс æмæ цыппарыссæдзы
867,hundert::NUM,百,сӕдӕ
868,tausend::NUM,千,мин
869,und::CNJ,-と,ӕмӕ
870,und::CNJ,そして,ӕмӕ
871,oder::CNJ,或いは,кӕнӕ
872,stehen::V,立っている,лӕууын
873,sitzen::V,座っている,бадын
874,liegen::V,横になっている,хуыссын
875,hängen::V,掛かっている,ауыгъд уын
876,werden::V,なる,суӕвын
877,passieren::V,起こる,æрцæуын
878,beginnen::V,始まる,райдайын
879,enden::V,終わる,фæуын
880,wechseln::V,変わる,ивын
881,aufgehen[Sonne]::V,出る,скæсын
882,untergehen[Sonne]::V,沈む, аныгуылын
883,scheinen[Sonne]::V,輝く,рухс кӕнын
884,donnern::V,雷が鳴る,нæрын
885,wehen::V,吹く,дымын
886,strömen::V,流れる,кӕлын
887,fließen::V,流れる,цæуын
888,fließen::V,流れる,уайын
889,fließen::V,流れる,кæлын
890,sich drehen::V,回転する,зилын
891,schwanken::V,揺れる,æнкъуысын
892,schwingen::V,振動する,æнкъуысын
893,schwingen::V,振動する,змæлын
894,fallen::V,落ちる,хауын
895,brennen::V,燃える,судзын
896,rauchen::V,煙を出す,фæздæг кæнын
897,regnen::V,雨が降る,уарын
898,gefrieren::V,凍る,сӕлын
899,tauen::V,溶ける,стайын
900,schmelzen::V,溶ける,тайын
901,trocknen::V,乾く,хус кæнын
902,sieden::V,沸く,фыцын
903,faulen::V,腐る,ӕмбийын
904,verfaulen::V,朽ちる,бамбийын
905,reißen::V,切れる,скъуийын
906,versinken::V,沈む,дӕлдон_кӕнын
907,vergehen::V,経つ,аивгъуийын
908,erscheinen::V,現れる,разынын
909,verschwinden::V,消える,фæтары уын
910,verschwinden::V,消える,фæдæлдзæх уын
911,verschwinden::V,消える,фесæфын
912,verschwinden::V,消える,æрбайсæфын
913,sinken::V,下がる,дæлæмæ æрхауын
914,abnehmen::V,減る,фæкъаддæр уын
915,abnehmen::V,減る,фæцух уын
916,zunehmen::V,増える,фæфылдæр уын
917,zunehmen::V,増える,сбирæ уын
918,zunehmen::V,増える,сахадын
919,steigen::V,上がる,сыстын
920,wachsen::V,伸びる,рӕзын
921,glänzen::V,輝く,ӕрттивын
922,funkeln::V,ぴかぴか光る,тыбар-тыбур_кӕнын
923,lärmen::V,騒ぐ,хъæлæба кæнын
924,läuten::V,鳴る,цæгъдын
925,klingeln::V,鳴る,цæгъдын
926,klirren::V,がらんがらんと鳴る,дзыгъал-мыгъул кæнын
927,klirren::V,がらんがらんと鳴る,дзæгъ-дзæгъ кæнын
928,brausen::V,逆巻く,абухын
929,rauschen::V,戦ぐ,
930,klingen::V,鳴る,зæлын
931,klingen::V,鳴る,азæлын
932,klingen::V,鳴る,хъуысын
933,bellen::V,吠える,рæйын
934,heulen::V,きゃんきゃん鳴く,ниуын
935,blasen::V,吹く,фу кӕнын
936,pfeifen::V,口笛を吹く,æхситт кæнын
937,pfeifen::V,口笛を吹く,къуыззитт кæнын
938,schreien::V,叫ぶ,хъӕр кӕнын
939,stöhnen::V,うめく,хъæрзын
940,stöhnen::V,うめく,дзыназын
941,zittern::V,震える,ризын
942,leben::V,生きている,цӕрын
943,geboren werden::V,生まれる,райгуырын
944,atmen::V,呼吸する,улӕфын
945,trinken::V,飲む,нуазын
946,essen::V,食べる,хӕрын
947,schlucken::V,飲み込む,ныхъуырын
948,müde werden::V,眠くなる,бафæллайын
949,müde werden::V,眠くなる,бафæлмæцын
950,müde werden::V,眠くなる,сфæлмæцын
951,einschlafen::V,寝付く,бафынæй уын
952,schlafen::V,眠る,хуыссын
953,schlafen::V,眠る,фынӕй кӕнын
954,aufwachen::V,目が覚める,райхъал уын
955,aufstehen::V,起きる,стын
956,sich erholen::V,休養する,фæллад уадзын
957,sich erholen::V,休養する,улæфын
958,krank werden::V,病気になる,фӕрынчын уын
959,krank sein::V,病気である,сӕйын
960,schmerzen::V,痛む,риссын
961,husten::V,咳をする,хуыфын
962,genesen::V,元気になる,сдзæбæх уын
963,genesen::V,元気になる,рандидзын
964,genesen::V,元気になる,сæндидзын
965,sterben::V,死ぬ,мӕлын
966,sterben::V,亡くなる,мӕлын
967,umkommen::V,死亡する,фесæфын
968,umkommen::V,死亡する,байсæфын
969,umkommen::V,死亡する,бабын уын
970,umkommen::V,死亡する,мард фæуын
971,sich bewegen::V,移動する,тæлфын
972,sich bewegen::V,移動する,цæуын
973,sich rühren::V,動く,змӕлын
974,sich erheben::V,立ち上がる,стын
975,sich setzen::V,座る,сбадын
976,hinfallen::V,転ぶ,ӕрхауын
977,laufen::V,歩く,цӕуын
978,laufen::V,歩く,рацу-бацу_кӕнын
979,schreiten::V,跨ぐ,къахдзæф кæнын
980,schreiten::V,跨ぐ,санчъех кæнын
981,schreiten::V,跨ぐ,цæуын
982,spazierengehen::V,散歩する,озер кæнын
983,spazierengehen::V,散歩する,тезгъо кæнын
984,eilen::V,急ぐ,тагъд кæнын
985,eilen::V,急ぐ,тындзын
986,sich beeilen::V,焦る,тагъд кæнын
987,sich beeilen::V,焦る,тындзын
988,sausen::V,疾駆する,уайын
989,sausen::V,疾駆する,тæхын
990,rennen::V,走る,згъорын
991,springen::V,跳ぶ,гæпп кæнын
992,springen::V,跳ぶ,сæррæтт кæнын
993,springen::V,跳ぶ,лиуырын
994,klettern::V,よじ登る,хилын
995,schaukeln::V,ぶらんこに乗る,хецъро кæнын
996,schaukeln::V,ぶらんこに乗る,херыйыл бадын
997,kriechen::V,這う,бырын
998,schwimmen::V,泳ぐ,ленк кӕнын
999,tauchen::V,潜る,ныгъуылын
1000,rudern::V,漕ぐ,бæлæгъ тæрын
1001,rudern::V,漕ぐ,чема тæрын
1002,fahren::V,行く,цӕуын
1003,fahren::V,乗車する,цӕуын
1004,fliegen::V,飛ぶ,тӕхын
1005,gehen::V,行く,цӕуын
1006,weggehen::V,立ち去る,ацӕуын
1007,abfahren::V,出発する,араст уын
1008,anhalten::V,止まる,æрлæууын
1009,hineingehen::V,入る,мидæмæ цæуын
1010,eintreten::V,中に入る,бацӕуын
1011,kommen::V,来る,æрцæуын
1012,ankommen::V,着く,æрцæуын
1013,ankommen::V,到着する,æрцæуын
1014,zurückkommen::V,帰る,раздæхын
1015,zurückkommen::V,帰る,фæстæмæ_раздæхын
1016,zurückkommen::V,帰る,æрбаздæхын
1017,zurückkommen::V,帰る,аздæхын
1018,bleiben::V,留まる,лӕууын
1019,warten::V,待つ,ӕнхъӕлмӕ кӕсын
1020,erwarten::V,期待する,ӕнхъӕлмӕ кӕсын
1021,suchen::V,探る,агурын
1022,finden::V,見つける,ссарын
1023,versuchen::V,試す,фӕлварын
1024,vorbereiten::V,準備する,бацаттæ кæнын
1025,vorbereiten::V,準備する,æрæввонг кæнын
1026,lieben::V,愛する,уарзын
1027,mögen::V,好きである,зæрдæмæ цæуын
1028,lachen::V,笑う,худын
1029,rühren::V,感情を動かす,зæрдæ суынгæг кæнын
1030,weinen::V,泣く,кӕуын
1031,schimpfen::V,叱る,æлгъитын
1032,sich ärgern::V,怒る,мæсты кæнын
1033,sich ärgern::V,腹を立てる,мæсты кæнын
1034,sich fürchten::V,怖がる,тæрсын
1035,fürchten::V,恐れる,тæрсын
1036,fliehen::V,逃げる,лидзын
1037,flüchten::V,逃亡する,алидзын
1038,sehen::V,見る,уынын
1039,anschauen::V,眺める,акӕсын
1040,ansehen::V,見る,кӕсын
1041,hören::V,聞く,хъусын
1042,zuhören::V,聴く,хъусын
1043,probieren::V,食べてみる,уынын
1044,probieren::V,食べてみる,аходын
1045,riechen::V,気取る,смудын
1046,fühlen::V,感じる,ӕнкъарын
1047,scheinen::V,ように見える,зынын
1048,zu sehen sein::V,見える,зынын
1049,vernehmen::V,承る,фехъусын
1050,frieren::V,寒気がする,сийын
1051,tun::V,する,кӕнын
1052,können::V,出来る,фӕразын
1053,wollen::V,-たい,фӕндын
1054,anfangen::V,始める,райдайын
1055,beenden::V,終える,фӕуын
1056,aufhören::V,止める,банцайын
1057,aufhören::V,止める,фенцайын
1058,gelingen::V,成功する,бантысын
1059,geraten::V,当たる,разынын
1060,öffnen::V,開く,гом кӕнын
1061,öffnen::V,開ける,гом кӕнын
1062,schließen::V,閉める,ӕхгӕнын
1063,stellen::V,置く,ӕвӕрын
1064,stellen::V,据える,ӕвӕрын
1065,setzen::V,座らせる,сбадын кӕнын
1066,legen::V,置く,ӕрӕвӕрын
1067,berühren::V,触る,агайын
1068,berühren::V,触れる,агайын
1069,verbinden::V,結びつける,бӕттын
1070,bedecken::V,覆う,ӕмбӕрзын
1071,aufhängen::V,掛ける,ауындзын
1072,anzünden::V,燃やす,ссудзын
1073,anzünden::V,火をつける,ссудзын
1074,aufheben::V,拾う,сисын
1075,zurücklassen::V,残す,ныууадзын
1076,verlieren::V,無くす,фесафын
1077,fallen lassen::V,落とす,ӕрӕппарын
1078,fallen lassen::V,落とす,къухтӕй феуӕгъд кӕнын
1079,machen::V,作る,саразын
1080,herstellen::V,製造する,сцæттæ кæнын
1081,herstellen::V,製造する,саразын
1082,bauen::V,建設する,амайын
1083,reparieren::V,直す,æмпъузын
1084,reparieren::V,直す,цалцæг кæнын
1085,reparieren::V,修理する,æмпъузын
1086,reparieren::V,修理する,цалцæг кæнын
1087,verbessern::V,改良する,фæхуыздæр кæнын
1088,ändern::V,変える,аивын
1089,graben::V,掘る,къахын
1090,beugen::V,折る,æркъæдз кæнын
1091,beugen::V,折る,æртасын кæнын
1092,biegen::V,曲げる,тасын кӕнын
1093,drehen::V,回す,здухын
1094,wenden::V,裏返す,афæлдахын
1095,wenden::V,裏返す,рафæлдахын
1096,umdrehen::V,裏返す,афæлдахын
1097,heben::V,挙げる,сдарын
1098,heben::V,挙げる,схæцын
1099,hochheben::V,持ち上げる,уæлæмæ хæцын
1100,ergreifen::V,取り上げる,фӕлӕбурын
1101,halten::V,持つ,дарын
1102,drücken::V,押す,æлхъивын
1103,drücken::V,押す,хæцын
1104,schieben::V,ずらす,схойын
1105,kratzen::V,引っ掻く,хафын
1106,lecken::V,なめる,сдæрын
1107,beißen::V,噛む,хæцын
1108,abreißen::V,剝ぎ取る,ратонын
1109,abschneiden::V,切り取る,ралыг кӕнын
1110,binden::V,縛る,бабӕттын
1111,stecken::V,差し込む,ныссадзын
1112,brechen::V,破る,асæттын
1113,brechen::V,破る,басæттын
1114,brechen::V,破る,ныссæттын
1115,klopfen::V,とんとん叩く,хойын
1116,klopfen::V,とんとん叩く,гуыпп-гуыпп кæнын
1117,klopfen::V,とんとん叩く,къуырцц-къуырцц кæнын
1118,hauen::V,叩く,цӕвын
1119,hauen::V,叩く,нӕмын
1120,kleben::V,貼る,ныхасын
1121,kleben::V,貼る,æндадзын
1122,kleben::V,くっ付ける,ныхасын
1123,kleben::V,くっ付ける,æндадзын
1124,reiben::V,擦る,сӕрфын
1125,reiben::V,擦る,хафын
1126,streichen::V,塗る,байсæрдын
1127,streichen::V,塗る,сахорын
1128,schleifen::V,研ぐ,ссын
1129,schleifen::V,研ぐ,цыргъ кӕнын
1130,schneiden::V,切る,кӕрдын
1131,rütteln::V,揺さぶる,æнкъусын
1132,schütteln::V,振る,уигъын
1133,schütteln::V,揺さぶる,уигъын
1134,schwenken::V,振る,тилын
1135,schwenken::V,振る,уигъын
1136,schütten::V,注ぐ,ныккӕнын
1137,füllen::V,いっぱいにする,байдзаг кæнын
1138,einwickeln::V,包む,батухын
1139,tragen::V,運ぶ,хӕссын
1140,schleppen::V,引きずる,ласын
1141,ziehen::V,引く,ласын
1142,aufbewahren::V,預かる,æвæрын
1143,werfen::V,投げる,зыввытт кӕнын
1144,fangen::V,受ける,ӕрцахсын
1145,packen::V,掴む,рацахсын
1146,verstecken::V,隠す,æмбæхсын
1147,verstecken::V,隠す,нымæхсын
1148,teilen::V,分ける,уарын
1149,schicken::V,送る,ӕрвитын
1150,bringen::V,持って行く,æрхæссын
1151,bringen::V,持って行く,æрбахæссын
1152,hinzufügen::V,加える,ӕфтауын
1153,bekommen::V,得る,ссарын
1154,bekommen::V,得る,сфæрæз кæнын
1155,bekommen::V,得る,самал кæнын
1156,erhalten::V,受ける,райсын
1157,nehmen::V,取る,райсын
1158,wählen::V,選ぶ,равзарын
1159,auswählen::V,選ぶ,авзарын
1160,bewahren::V,保存する,бавæрын
1161,bewahren::V,保存する,нывæрын
1162,behindern::V,妨害する,цæлхдур æвæрын
1163,behindern::V,妨害する,ныхдур æвæрын
1164,behindern::V,妨害する,къуылымпы кæнын
1165,behindern::V,妨害する,хъыг дарын
1166,verderben::V,台無しにする,фесафын
1167,beschädigen::V,損傷する,халын
1168,zerbrechen::V,割る,асӕттын
1169,zerreißen::V,引き裂く,аскъуынын
1170,zerstören::V,破壊する,фехалын
1171,verbrennen::V,焼く,басудзын
1172,geben::V,上げる,дӕттын
1173,reichen::V,渡す,адæттын
1174,schenken::V,贈る,лæвар кæнын
1175,versprechen::V,約束する,дзырд раттын
1176,versprechen::V,約束する,зӕрдӕ бавӕрын
1177,wünschen::V,望む,зæрдæ зæгъы
1178,loben::V,褒める,раппӕлын
1179,küssen::V,キスする,пъа кæнын
1180,küssen::V,キスする,ба кæнын
1181,wiegen::V,揺する,узын
1182,zudecken::V,覆う,бамбӕрзын
1183,wecken::V,起こす,райхъал кӕнын
1184,zeigen::V,見せる,амонын
1185,führen::V,案内する,кӕнын
1186,führen::V,案内する,фæкæнын
1187,lehren::V,教える,ахуыр кæнын
1188,unterrichten::V,通知する,ахуыр кæнын
1189,aufziehen::V,育てる,хъомыл кӕнын
1190,leiten::V,導く,разамынд дӕттын
1191,antreiben::V,励ます,тагъд кæнын
1192,antreiben::V,励ます,рог кæнын
1193,lassen::V,～させる,кæнын
1194,einladen::V,誘う,ӕрхонын
1195,einladen::V,誘う,ӕрбахонын
1196,einladen::V,招待する,ӕрхонын
1197,einladen::V,招待する,ӕрбахонын
1198,vereinigen::V,一つにする,баиу кӕнын
1199,besuchen::V,訪ねる,абæрæг кæнын
1200,besuchen::V,訪ねる,бабæрæг кæнын
1201,besuchen::V,訪ねる,бауайын
1202,treffen::V,出会う,фембæлын
1203,sich versammeln::V,集まる,æрæмбырд уын
1204,spielen::V,遊ぶ,хъазын
1205,singen::V,歌う,зарын
1206,tanzen::V,踊る,кафын
1207,sich trennen::V,別れる,фæйнæрдæм фæцæуын айхæлын
1208,verlassen::V,別れる,ныууадзын
1209,retten::V,救う,фервӕзын кӕнын
1210,retten::V,助ける,фервӕзын кӕнын
1211,bewachen::V,見張る,хъахъхъӕнын
1212,bewachen::V,軽微する,хъахъхъӕнын
1213,schützen::V,保護する,хъахъхъӕнын
1214,verteidigen::V,守る,бахизын
1215,sich schlagen::V,殴る,хыл кæнын
1216,schießen::V,撃つ,ӕхсын
1217,siegen::V,勝つ,басӕттын
1218,siegen::V,勝つ,фӕуӕлахиз уӕвын
1219,ärgern::V,怒らせる,мӕсты кӕнын
1220,schlagen::V,殴る,ныццæвын
1221,treten::V,蹴る,
1222,stechen::V,突く,фæрæхойын
1223,stoßen::V,突く,риуыгъын
1224,stehlen::V,盗る,давын
1225,stören::V,構う,хъыгдарын
1226,belästigen::V,邪魔する,хъыгдарын
1227,verbergen::V,隠す,бамбӕхсын
1228,verbergen::V,隠す,басусӕг кӕнын
1229,täuschen::V,だます,фӕливын
1230,täuschen::V,だます,асайын
1231,betrügen::V,だます,асайын
1232,töten::V,殺す,амарын
1233,wohnen::V,住む,цӕрын
1234,arbeiten::V,働く,кусын
1235,sammeln::V,集める,æртонын
1236,sammeln::V,収集する,æртонын
1237,pflücken::V,摘む,тонын
1238,jagen::V,狩りをする,цуан кæнын
1239,fischen::V,釣る,кæсаг ахсын æнгуырæй
1240,fischen::V,釣る,æнгуыр дарын
1241,fassen::V,捕る,ӕрцахсын
1242,hüten::V,放牧する,хизын
1243,treiben::V,追う,скъӕрын
1244,anbinden::V,繋ぐ,бабæттын
1245,anbinden::V,繋ぐ,æрбæттын
1246,füttern::V,餌をやる,холлаг дæттын
1247,füttern::V,餌をやる,холлаг æвæрын
1248,füttern::V,餌をやる,дарын
1249,melken::V,搾乳する,дуцын
1250,hacken::V,刻む,кæрдын
1251,hacken::V,刻む,лыгтæ кæнын
1252,gießen::V,水をやる,бакалын
1253,reifen::V,熟す,срæгъæд уын
1254,reifen::V,熟す,сцæттæ уын
1255,zubereiten::V,調理する,сцӕттӕ кӕнын
1256,kochen::V,煮る,фыцын
1257,backen::V,焼く,фыцын
1258,braten::V,焼く,цурын
1259,braten::V,炒める,цурын
1260,umrühren::V,混ぜる,ахæццæ кæнын
1261,umrühren::V,混ぜる,азмæнтын
1262,umrühren::V,混ぜる,астауын
1263,stricken::V,編む,кæнын
1264,stricken::V,編む,бийын
1265,nähen::V,縫う,хуыйын
1266,färben::V,染める,ахорын
1267,reinigen::V,掃除する,ссыгъдæг кæнын
1268,reinigen::V,掃除する,ныссыгъдæг кæнын
1269,reinigen::V,掃除する,ныссæрфын
1270,waschen::V,洗う,ӕхсын
1271,waschen::V,洗濯する,ӕхсын
1272,abwischen::V,拭く,сӕрфын
1273,spülen::V,洗う,æнхъæвзын
1274,spülen::V,すすぐ,æнхъæвзын
1275,fegen::V,掃除する,мӕрзын
1276,kehren::V,掃く,мӕрзын
1277,baden::V,入浴する,хи найын
1278,sich waschen::V,洗う,хи æхсын
1279,ausziehen::V,脱ぐ,ласын
1280,anziehen::V,着る,скæнын
1281,sich anziehen::V,着る,дзаума скæнын
1282,sich anziehen::V,着る,дарæс скæнын
1283,kämmen::V,梳く,ныффасын
1284,kämmen::V,梳く,æрфасын
1285,schmücken::V,飾る,фӕлындын
1286,sagen::V,言う,зæгъын
1287,sprechen::V,話す,дзурын
1288,reden::V,話す,ныхас кӕнын
1289,sich unterhalten::V,話をする,ныхас кæнын
1290,fragen::V,聞く,фӕрсын
1291,bitten::V,頼む,курын
1292,bitten::V,お願いする,курын
1293,erzählen::V,物語る,радзурын
1294,erzählen::V,物語る,ратаурæгъ кæнын
1295,mitteilen::V,伝える,фехъусын кæнын
1296,nennen::V,名づける,хонын
1297,rufen::V,呼ぶ,сидын
1298,prahlen::V,自慢する,ӕппӕлын
1299,übersetzen::V,訳す,ратæлмац кæнын
1300,denken::V,考える,ӕнхъӕлын
1301,denken::V,考える,хъуыды кӕнын
1302,glauben::V,信じる,уырнын
1303,bemerken::V,気が付く,фенын
1304,erkennen::V,認識する,базонын
1305,begreifen::V,分かる,ӕмбарын
1306,begreifen::V,分かる,бамбарын
1307,verstehen::V,聞き取る,
1308,lernen::V,学ぶ,ахуыр кӕнын
1309,lernen::V,勉強する,ахуыр кӕнын
1310,wissen::V,知っている,зонын
1311,sich erinnern an::V,思い出す,зæрдыл æрлæууын
1312,sich erinnern an::V,思い出す,æрымысын
1313,sich erinnern an::V,思い出す,æрбаймысын
1314,sich erinnern an::V,思い出す,æрхъуыды кæнын
1315,vergessen::V,忘れる,ферох кæнын
1316,vergessen::V,忘れる,айрох кæнын
1317,messen::V,計る,барын
1318,messen::V,測定する,барын
1319,zählen::V,数える,нымайын
1320,rechnen::V,計算する,хынцын
1321,lesen::V,読む,кӕсын
1322,lesen::V,読む,фӕрсын
1323,malen::V,描く,ныв кӕнын
1324,zeichnen::V,写生する,ныв кӕнын
1325,schreiben::V,書く,фыссын
1326,besitzen::V,所持する,хицау уын
1327,kaufen::V,買う,балхӕнын
1328,verkaufen::V,売る,уӕй кӕнын
1329,bezahlen::V,払う,бафидын
1330,zahlen::V,支払う,фидын
1331,beherrschen::V,支配する,æлдариуæг кæнын
1332,ertragen::V,耐える,бавзарын
