,Concept_ID,ab,se
144,Busen::N,агəыҧҳəы,njižže
145,Busen::N,агəыҧҳəы,nje´ǯǯ
146,Busen::N,агəыҧҳəы,раннҍт
147,Brust::N,агəышҧы,mïelke
148,Brust::N,агəышҧы,radde
149,Brust::N,агəышҧы,mielgga
150,Brust::N,агəышҧы,raddi
151,Brust::N,агəышҧы,radde
152,Brust::N,агəышҧы,râ´dd
153,Brust::N,агəышҧы,раннҍт
154,Schulter::N,ажəҩахыр,åelkie
155,Schulter::N,ажəҩахыр,oalgge
156,Schulter::N,ажəҩахыр,hárdu
157,Schulter::N,ажəҩахыр,ärdee
158,Schulter::N,ажəҩахыр,uál'gi
159,Schulter::N,ажəҩахыр,a´rddi
160,Schulter::N,ажəҩахыр,vuä´lǧǧ
161,Schulter::N,ажəҩахыр,вуэллык
162,Arm::N,амахəар,gïete
163,Arm::N,амахəар,giehta
164,Arm::N,амахəар,giehta
165,Arm::N,амахəар,kietâ
166,Arm::N,амахəар,kie'tâkaaṿâ
167,Arm::N,амахəар,ǩiõtt
168,Arm::N,амахəар,кӣдт
169,Ellenbogen::N,амашьхəылҵ,gernjere
170,Ellenbogen::N,амашьхəылҵ,garŋŋel
171,Ellenbogen::N,амашьхəылҵ,gargŋil
172,Ellenbogen::N,амашьхəылҵ,käŋŋir
173,Ellenbogen::N,амашьхəылҵ,kõõnjâr
174,Ellenbogen::N,амашьхəылҵ,карьнэль
175,Hand::N,анапы,gïete
176,Hand::N,анапы,giehta
177,Hand::N,анапы,giehta
178,Hand::N,анапы,kietâ
179,Hand::N,анапы,ǩiõtt
180,Hand::N,анапы,кӣдт
181,Handfläche::N,анапсаргəыҵа,gïeten-låapoe
182,Handfläche::N,анапсаргəыҵа,giehtavuodo
183,Handfläche::N,анапсаргəыҵа,tjårmmåvuodo
184,Handfläche::N,анапсаргəыҵа,giehtaloahpu
185,Handfläche::N,анапсаргəыҵа,kiämád
186,Handfläche::N,анапсаргəыҵа,kuámmir
187,Handfläche::N,анапсаргəыҵа,kuä´m'mer
188,Handfläche::N,анапсаргəыҵа,ǩiõttǩeä´m'men
189,Handfläche::N,анапсаргəыҵа,ко̄а̄ллдэгк
190,Handfläche::N,анапсаргəыҵа,кӣдткоалдэгк
191,Finger::N,анацəа,soerme
192,Finger::N,анацəа,tjuvdde
193,Finger::N,анацəа,suorbma
194,Finger::N,анацəа,čuvde
195,Finger::N,анацəа,suor'mâ
196,Finger::N,анацəа,suõrmm
197,Finger::N,анацəа,це̄ххп
198,Fingernagel::N,анапхыц,gadtse
199,Fingernagel::N,анапхыц,guehpere
200,Fingernagel::N,анапхыц,gadtsa
201,Fingernagel::N,анапхыц,gazza
202,Fingernagel::N,анапхыц,kozzâ
203,Fingernagel::N,анапхыц,kõʒʒ
204,Fingernagel::N,анапхыц,кэ̄ннц
205,Nagel[Anatomie]::N,ашьапхыц,gadtse
206,Nagel[Anatomie]::N,ашьапхыц,guehpere
207,Nagel[Anatomie]::N,ашьапхыц,gadtsa
208,Nagel[Anatomie]::N,ашьапхыц,gazza
209,Nagel[Anatomie]::N,ашьапхыц,kozzâ
210,Nagel[Anatomie]::N,ашьапхыц,kõʒʒ
211,Nagel[Anatomie]::N,ашьапхыц,кэ̄ннц
212,Zeh::N,ашьацəа,tjiehtjere
213,Zeh::N,ашьацəа,juolggetjuvdde
214,Zeh::N,ашьацəа,juolgesuorbma
215,Zeh::N,ашьацəа,jyel'gisuor'mâ
216,Zeh::N,ашьацəа,jue´lǧǧsuõrmm
217,Zeh::N,ашьацəа,ю̄лльк-це̄һп
218,Fuß::N,ашьапсыргəыҵа,juelkie
219,Fuß::N,ашьапсыргəыҵа,juolgge
220,Fuß::N,ашьапсыргəыҵа,juolgi
221,Fuß::N,ашьапсыргəыҵа,jyel'gi
222,Fuß::N,ашьапсыргəыҵа,jue´lǧǧ
223,Fuß::N,ашьапсыргəыҵа,ла̄бпь
224,Ferse::N,ашьхəа,båetskie
225,Ferse::N,ашьхəа,boasske
226,Ferse::N,ашьхəа,šušmi
227,Ferse::N,ашьхəа,šušme
228,Ferse::N,ашьхəа,jue´lǧǧkädd
229,Ferse::N,ашьхəа,ка̄ннт
230,Knie::N,ашьамхы,boelve
231,Knie::N,ашьамхы,buolvva
232,Knie::N,ашьамхы,čibbi
233,Knie::N,ашьамхы,veaŋki
234,Knie::N,ашьамхы,iidâ
235,Knie::N,ашьамхы,puõlvv
236,Knie::N,ашьамхы,пуллв
237,Oberschenkel::N,ауаҭəа,ruaksja
238,Oberschenkel::N,ауаҭəа,tjibbe
239,Oberschenkel::N,ауаҭəа,gassaváhkká
240,Oberschenkel::N,ауаҭəа,badjeváhkáa
241,Oberschenkel::N,ауаҭəа,čuár'bpeeḷi
242,Oberschenkel::N,ауаҭəа,če´bb
243,Oberschenkel::N,ауаҭəа,чуаррбе̄лль
244,Bein::N,ашьапы,juelkie
245,Bein::N,ашьапы,juolgge
246,Bein::N,ашьапы,juolgi
247,Bein::N,ашьапы,jyel'gi
248,Bein::N,ашьапы,jue´lǧǧ
249,Bein::N,ашьапы,ю̄лльк
250,Körper::N,ацəеижь,kråahpe
251,Körper::N,ацəеижь,rumáj
252,Körper::N,ацəеижь,rumaš
253,Körper::N,ацəеижь,ruumâš
254,Körper::N,ацəеижь,rå´pp
255,Körper::N,ацəеижь,лышшьк
256,Körper::N,ацəеижь,роаӈӈьк
257,Haut::N,ацəа,njaltja
258,Haut::N,ацəа,lijkke
259,Haut::N,ацəа,tjuobma
260,Haut::N,ацəа,liiki
261,Haut::N,ацəа,liške
262,Haut::N,ацəа,le´šǩǩ
263,Haut::N,ацəа,лышшьк
264,Blut::N,ашьа,vïrre
265,Blut::N,ашьа,maelie
266,Blut::N,ашьа,varra
267,Blut::N,ашьа,varra
268,Blut::N,ашьа,vorrâ
269,Blut::N,ашьа,võrr
270,Blut::N,ашьа,вэ̄рр
271,Ader::N,ада,åerie
272,Ader::N,ада,aajroe
273,Ader::N,ада,suodna
274,Ader::N,ада,varrasuotna
275,Ader::N,ада,suoṇâ
276,Ader::N,ада,suõnn
277,Ader::N,ада,сӯнн
278,Sehne::N,адаш,soene
279,Sehne::N,адаш,gåårtenje
280,Sehne::N,адаш,suodna
281,Sehne::N,адаш,suotna
282,Sehne::N,адаш,suoṇâ
283,Sehne::N,адаш,suõnn
284,Sehne::N,адаш,сӯнн
285,Knochen::N,абаҩ,måara
286,Knochen::N,абаҩ,måaroe
287,Knochen::N,абаҩ,dákte
288,Knochen::N,абаҩ,dákti
289,Knochen::N,абаҩ,tähti
290,Knochen::N,абаҩ,tä´htt
291,Knochen::N,абаҩ,та̄ххт
292,Knochen::N,абаҩ,та̄ффьт
293,Gehirn::N,ахшлыбаҩ,aajla
294,Gehirn::N,ахшлыбаҩ,vuojŋam
295,Gehirn::N,ахшлыбаҩ,vuoigŋašat
296,Gehirn::N,ахшлыбаҩ,vuoi'ŋâšeh
297,Gehirn::N,ахшлыбаҩ,vuo'ivâšneh
298,Gehirn::N,ахшлыбаҩ,vuõivâšn
299,Gehirn::N,ахшлыбаҩ,вуэййвэшна
300,Gehirn::N,ахшыбаҩ,aajla
301,Gehirn::N,ахшыбаҩ,vuojŋam
302,Gehirn::N,ахшыбаҩ,vuoigŋašat
303,Gehirn::N,ахшыбаҩ,vuoi'ŋâšeh
304,Gehirn::N,ахшыбаҩ,vuo'ivâšneh
305,Gehirn::N,ахшыбаҩ,vuõivâšn
306,Gehirn::N,ахшыбаҩ,вуэййвэшна
307,Herz::N,агəы,vaajmoe
308,Herz::N,агəы,tsåhke
309,Herz::N,агəы,váibmu
310,Herz::N,агəы,váimu
311,Herz::N,агəы,čââ´đ
312,Herz::N,агəы,кӯттҌк
313,Magen::N,аца,tjåejjie
314,Magen::N,аца,tjoajvve
315,Magen::N,аца,čoavji
316,Magen::N,аца,čuáv'ji
317,Magen::N,аца,čåu´jj
318,Magen::N,аца,чо̄ввьй
319,Magen::N,ацар,tjåejjie
320,Magen::N,ацар,tjoajvve
321,Magen::N,ацар,čoavji
322,Magen::N,ацар,čuáv'ji
323,Magen::N,ацар,čåu´jj
324,Magen::N,ацар,чо̄ввьй
325,Leber::N,агəаҵəа,mueksie
326,Leber::N,агəаҵəа,librre
327,Leber::N,агəаҵəа,vuoivvas
328,Leber::N,агəаҵəа,vuoivâs
329,Leber::N,агəаҵəа,vuõivâs
330,Leber::N,агəаҵəа,вуйвас
331,Atem::N,аҧсыҧлагаҩгара,voejngehtasse
332,Atem::N,аҧсыҧлагаҩгара,båssånis
333,Atem::N,аҧсыҧлагаҩгара,vuojŋadahka
334,Atem::N,аҧсыҧлагаҩгара,vuoiŋŋahat
335,Atem::N,аҧсыҧлагаҩгара,vuo'iŋâstim
336,Atem::N,аҧсыҧлагаҩгара,jiõg'g
337,Atem::N,аҧсыҧлагаҩгара,вӯйнас
338,Atem::N,аҧсыҧлагаҩгара,вӯййнмушш
339,Hunger::N,амла,nielkie
340,Hunger::N,амла,nielgge
341,Hunger::N,амла,nealgi
342,Hunger::N,амла,nelgi
343,Hunger::N,амла,neä´lǧǧ
344,Hunger::N,амла,не̄лльк
345,Träne::N,алабжыш,gïknjele
346,Träne::N,алабжыш,ganjál
347,Träne::N,алабжыш,ganjal
348,Träne::N,алабжыш,koonjâl
349,Träne::N,алабжыш,kõõnjâl
350,Träne::N,алабжыш,кэ̄нял
351,Geschmack::N,агьама,aelmie
352,Geschmack::N,агьама,muosse
353,Geschmack::N,агьама,smáhkka
354,Geschmack::N,агьама,máhku
355,Geschmack::N,агьама,smáhkka
356,Geschmack::N,агьама,mááhu
357,Geschmack::N,агьама,smakkâ
358,Geschmack::N,агьама,njõõd
359,Geschmack::N,агьама,smääkk
360,Geschmack::N,агьама,ня̄лльк
361,Geruch::N,афҩы,haaje
362,Geruch::N,афҩы,habjja
363,Geruch::N,афҩы,hádja
364,Geruch::N,афҩы,opsâ
365,Geruch::N,афҩы,haajâ
366,Geruch::N,афҩы,õpss
367,Geruch::N,афҩы,haajj
368,Geruch::N,афҩы,апс
369,Geruch::N,афҩы,лэ̄гк
370,Schlaf::N,ацəа,nahkerh
371,Schlaf::N,ацəа,nager
372,Schlaf::N,ацəа,oados
373,Schlaf::N,ацəа,nagir
374,Schlaf::N,ацəа,naṿer
375,Schlaf::N,ацəа,nââ´er
376,Schlaf::N,ацəа,нагерь
377,Traum::N,аҧхыӡ,nahkere
378,Traum::N,аҧхыӡ,niehko
379,Traum::N,аҧхыӡ,niehku
380,Traum::N,аҧхыӡ,naṿer
381,Traum::N,аҧхыӡ,nââ´er
382,Traum::N,аҧхыӡ,нагерь
383,Himmel::N,ажəҩан,elmie
384,Himmel::N,ажəҩан,almme
385,Himmel::N,ажəҩан,albmi
386,Himmel::N,ажəҩан,alme
387,Himmel::N,ажəҩан,â´lmm
388,Himmel::N,ажəҩан,алльм
389,Sonne::N,амра,biejjie
390,Sonne::N,амра,bæjvásj
391,Sonne::N,амра,beaivváš
392,Sonne::N,амра,peivi
393,Sonne::N,амра,piäiváš
394,Sonne::N,амра,pei´vv
395,Sonne::N,амра,пе̄ййв
396,Mond::N,амза,aske
397,Mond::N,амза,mánno
398,Mond::N,амза,mánnu
399,Mond::N,амза,máánu
400,Mond::N,амза,mään
401,Mond::N,амза,ма̄нн
402,Stern::N,аеҵəа,daasta
403,Stern::N,аеҵəа,naestie
404,Stern::N,аеҵəа,násste
405,Stern::N,аеҵəа,násti
406,Stern::N,аеҵəа,täsni
407,Stern::N,аеҵəа,tä´snn
408,Stern::N,аеҵəа,та̄ссьт
409,Luft::N,аҳаир,elmie
410,Luft::N,аҳаир,ájmmo
411,Luft::N,аҳаир,áibmu
412,Luft::N,аҳаир,áimu
413,Luft::N,аҳаир,šõŋŋ
414,Luft::N,аҳаир,вӯйнас
415,Wind::N,аҧша,bïegke
416,Wind::N,аҧша,biegga
417,Wind::N,аҧша,biegga
418,Wind::N,аҧша,pieg'gâ
419,Wind::N,аҧша,piõg'g
420,Wind::N,аҧша,пӣӈӈк
421,Welle::N,ацəқəырҧа,baaroe
422,Welle::N,ацəқəырҧа,bárro
423,Welle::N,ацəқəырҧа,bárru
424,Welle::N,ацəқəырҧа,pááṛu
425,Welle::N,ацəқəырҧа,päärr
426,Welle::N,ацəқəырҧа,нэ̄ммп
427,Wasser::N,аӡы,tjaetsie
428,Wasser::N,аӡы,tjáhtje
429,Wasser::N,аӡы,čáhci
430,Wasser::N,аӡы,čääci
431,Wasser::N,аӡы,čää´cc
432,Wasser::N,аӡы,ча̄дзь
433,Stein::N,ахаҳə,gierkie
434,Stein::N,ахаҳə,giergge
435,Stein::N,ахаҳə,geađgi
436,Stein::N,ахаҳə,keđgi
437,Stein::N,ахаҳə,ǩeä´dǧǧ
438,Stein::N,ахаҳə,ке̄ддҌк
439,Boden::N,адгьыл,betnie
440,Boden::N,адгьыл,ednam
441,Boden::N,адгьыл,bodni
442,Boden::N,адгьыл,vuođđu
443,Boden::N,адгьыл,ponne
444,Boden::N,адгьыл,vuáđ̣u
445,Boden::N,адгьыл,vuâđđ
446,Boden::N,адгьыл,лаввьн
447,Boden::N,адгьыл,е̄ммьне
448,Erde::N,адгьыл,jåarta
449,Erde::N,адгьыл,mueltie
450,Erde::N,адгьыл,ednam
451,Erde::N,адгьыл,mållde
452,Erde::N,адгьыл,eana
453,Erde::N,адгьыл,eennâm
454,Erde::N,адгьыл,mädd
455,Erde::N,адгьыл,jânnam
456,Erde::N,адгьыл,е̄ммьне
457,Staub::N,асаба,heblie
458,Staub::N,асаба,tsumhtsie
459,Staub::N,асаба,dubme
460,Staub::N,асаба,dopmu
461,Staub::N,асаба,kovjâ
462,Staub::N,асаба,põõ´l
463,Staub::N,асаба,кэ̄ббьй
464,Rauch::N,алҩа,soeve
465,Rauch::N,алҩа,suovva
466,Rauch::N,алҩа,suovva
467,Rauch::N,алҩа,suoṿâ
468,Rauch::N,алҩа,suõvv
469,Rauch::N,алҩа,сӯвв
470,Funke::N,акəиц,naestie
471,Funke::N,акəиц,tjuonam
472,Funke::N,акəиц,čuotnan
473,Funke::N,акəиц,čuođâlm
474,Funke::N,акəиц,iiskâr
475,Funke::N,акəиц,čuõzzâm
476,Funke::N,акəиц,чӯссэм
477,Funke::N,ацҧхь,naestie
478,Funke::N,ацҧхь,tjuonam
479,Funke::N,ацҧхь,čuotnan
480,Funke::N,ацҧхь,čuođâlm
481,Funke::N,ацҧхь,iiskâr
482,Funke::N,ацҧхь,čuõzzâm
483,Funke::N,ацҧхь,чӯссэм
484,Feuer::N,амца,dålle
485,Feuer::N,амца,dållå
486,Feuer::N,амца,dolla
487,Feuer::N,амца,tullâ
488,Feuer::N,амца,toll
489,Feuer::N,амца,то̄лл
490,Licht::N,алашара,tjoevke
491,Licht::N,алашара,tjuovgga
492,Licht::N,алашара,čuovga
493,Licht::N,алашара,čuovggas
494,Licht::N,алашара,čuoṿâ
495,Licht::N,алашара,toll
496,Licht::N,алашара,čuõvv
497,Licht::N,алашара,то̄лл
498,Schatten::N,ашəшьыра,skugkie
499,Schatten::N,ашəшьыра,soejvene
500,Schatten::N,ашəшьыра,irkes
501,Schatten::N,ашəшьыра,sieges
502,Schatten::N,ашəшьыра,itku
503,Schatten::N,ашəшьыра,suoivâ
504,Schatten::N,ашəшьыра,õõtt
505,Schatten::N,ашəшьыра,ǩeeu´niǩ
506,Schatten::N,ашəшьыра,кывьнэхь
507,Wetter::N,амш,vïerhtse
508,Wetter::N,амш,dálkke
509,Wetter::N,амш,dálki
510,Wetter::N,амш,šoŋŋâ
511,Wetter::N,амш,šõŋŋ
512,Wetter::N,амш,шэ̄ӈӈ
513,Nebel::N,анаҟəа,såavla
514,Nebel::N,анаҟəа,mearhka
515,Nebel::N,анаҟəа,murkko
516,Nebel::N,анаҟəа,mierkká
517,Nebel::N,анаҟəа,mierká
518,Nebel::N,анаҟəа,miär'kká
519,Nebel::N,анаҟəа,oṃo
520,Nebel::N,анаҟəа,sue´lnn
521,Nebel::N,анаҟəа,цӣгк
522,Nebel::N,анаҟəа,сулльн
523,Wolke::N,аҧсҭҳəа,balve
524,Wolke::N,аҧсҭҳəа,balvva
525,Wolke::N,аҧсҭҳəа,balva
526,Wolke::N,аҧсҭҳəа,polvâ
527,Wolke::N,аҧсҭҳəа,põlvv
528,Wolke::N,аҧсҭҳəа,пэллв
529,Regen::N,ақəа,ebrie
530,Regen::N,ақəа,harvve
531,Regen::N,ақəа,arvi
532,Regen::N,ақəа,arve
533,Regen::N,ақəа,â´brr
534,Regen::N,ақəа,аббьр
535,Schnee::N,асы,lopme
536,Schnee::N,асы,moehtege
537,Schnee::N,асы,muohta
538,Schnee::N,асы,muohta
539,Schnee::N,асы,muotâ
540,Schnee::N,асы,muõtt
541,Schnee::N,асы,вэ̄дз
542,Schnee::N,асы,куэллт
543,Eis::N,аҵаа,jïenge
544,Eis::N,аҵаа,jiegŋa
545,Eis::N,аҵаа,jiekŋa
546,Eis::N,аҵаа,jieŋ̣â
547,Eis::N,аҵаа,jiõŋŋ
548,Eis::N,аҵаа,ӣӈӈ
549,Frost::N,аҵаа,baajkoe
550,Frost::N,аҵаа,tjoasskem
551,Frost::N,аҵаа,buolaš
552,Frost::N,аҵаа,puolâš
553,Frost::N,аҵаа,puõlâš
554,Frost::N,аҵаа,мӯнь
555,Kälte::N,ахьҭа,jueskie
556,Kälte::N,ахьҭа,tjåetskeme
557,Kälte::N,ахьҭа,tjoasskem
558,Kälte::N,ахьҭа,čoaskin
559,Kälte::N,ахьҭа,ko'lmâsvuotâ
560,Kälte::N,ахьҭа,ijss
561,Kälte::N,ахьҭа,čuä´cǩǩem
562,Kälte::N,ахьҭа,tuârggnjõs
563,Kälte::N,ахьҭа,кэ̄лмас
564,Hitze::N,ашоура,baahke
565,Hitze::N,ашоура,báhkka
566,Hitze::N,ашоура,báhkka
567,Hitze::N,ашоура,pakkâ
568,Hitze::N,ашоура,kuṃe
569,Hitze::N,ашоура,paašt
570,Hitze::N,ашоура,жоарр
571,Raureif::N,аҵааҧшқа,jyjse
572,Raureif::N,аҵааҧшқа,ridne
573,Raureif::N,аҵааҧшқа,goarre
574,Raureif::N,аҵааҧшқа,ritni
575,Raureif::N,аҵааҧшқа,suhči
576,Raureif::N,аҵааҧшқа,riṇe
577,Raureif::N,аҵааҧшқа,ай
578,Regenbogen::N,ацəаҟəа,aatjan goengere
579,Regenbogen::N,ацəаҟəа,aatjan joekse
580,Regenbogen::N,ацəаҟəа,ádjájuoksa
581,Regenbogen::N,ацəаҟəа,arvedávgi
582,Regenbogen::N,ацəаҟəа,bajándávgi
583,Regenbogen::N,ацəаҟəа,äijihtävgi
584,Regenbogen::N,ацəаҟəа,teârmmazjohss
585,Regenbogen::N,ацəаҟəа,тӣрмесью̄ккс
586,Donner::N,адыд,raejrie
587,Donner::N,адыд,átjek
588,Donner::N,адыд,átjárájdde
589,Donner::N,адыд,áddjá
590,Donner::N,адыд,baján
591,Donner::N,адыд,juuṛâ
592,Donner::N,адыд,tie´rmes
593,Donner::N,адыд,тӣрмесь
594,Donner::N,адыд,ча̄ркнэгк
595,Strömung::N,аиасра,njuvvie
596,Strömung::N,аиасра,ájggedáhpe
597,Strömung::N,аиасра,rávdnji
598,Strömung::N,аиасра,virde
599,Strömung::N,аиасра,ve´rdd
600,Strömung::N,аиасра,выррьт
601,Strömung::N,амҩасра,njuvvie
602,Strömung::N,амҩасра,ájggedáhpe
603,Strömung::N,амҩасра,rávdnji
604,Strömung::N,амҩасра,virde
605,Strömung::N,амҩасра,ve´rdd
606,Strömung::N,амҩасра,выррьт
607,Tropfen::N,ацəыкəбар,gåajhkohts
608,Tropfen::N,ацəыкəбар,gåjkudis
609,Tropfen::N,ацəыкəбар,goaikkanas
610,Tropfen::N,ацəыкəбар,čalme
611,Tropfen::N,ацəыкəбар,čâ´lmm
612,Tropfen::N,ацəыкəбар,ча̄лльм
613,Schaum::N,ашəах,sapte
614,Schaum::N,ашəах,såpptå
615,Schaum::N,ашəах,sokta
616,Schaum::N,ашəах,suptâ
617,Schaum::N,ашəах,soptt
618,Schaum::N,ашəах,со̄ппт
619,Schmutz::N,алымт,haaskoe
620,Schmutz::N,алымт,duolvva
621,Schmutz::N,алымт,duolva
622,Schmutz::N,алымт,durdi
623,Schmutz::N,алымт,stänži
624,Schmutz::N,алымт,sähss
625,Schmutz::N,алымт,са̄ккьс
626,Schmutz::N,алымт,не̄шшь
627,See::N,аӡиа,jaevrie
628,See::N,аӡиа,jávrre
629,See::N,аӡиа,jávri
630,See::N,аӡиа,jävri
631,See::N,аӡиа,jâu´rr
632,See::N,аӡиа,я̄ввьр
633,Sumpf::N,аӡмах,pluevie
634,Sumpf::N,аӡмах,áhpe
635,Sumpf::N,аӡмах,sæmssa
636,Sumpf::N,аӡмах,jeaggi
637,Sumpf::N,аӡмах,jeggi
638,Sumpf::N,аӡмах,jeä´ǧ'ǧ
639,Sumpf::N,аӡмах,ла̄ммьп
640,Wiese::N,адəы,ïentje
641,Wiese::N,адəы,giedde
642,Wiese::N,адəы,gieddi
643,Wiese::N,адəы,nijtto
644,Wiese::N,адəы,пуэшенҍ
645,Wald::N,абна,skåake
646,Wald::N,абна,skåajje
647,Wald::N,абна,miehtsie
648,Wald::N,абна,vuovdde
649,Wald::N,абна,miehttse
650,Wald::N,абна,vuovdi
651,Wald::N,абна,meahcci
652,Wald::N,абна,mecci
653,Wald::N,абна,vyemi
654,Wald::N,абна,vue´mm
655,Wald::N,абна,meä´c'c
656,Wald::N,абна,ля̄ммт
657,Hügel::N,ахəы,deava
658,Hügel::N,ахəы,dievvá
