,Concept_ID,kk,mrj
735,dunkel::A,қараңғы,пӹц
736,dunkel::A,қараңғы,пӹцкемӹш
737,schwarz::A,қара,шим
738,weiß::A,ақ,ош
739,weiß::A,ақ,ошы
740,rot::A,қызыл,якшаргы
741,gelb::A,сары,сар
742,gelb::A,сары,сары
743,blau::A,көк,симсӹ
744,grün::A,жасыл,ыжар
745,grau::A,бозамық,луды
746,bunt::A,алабажак,ала
747,billig::A,арзан,шулдаш
748,teuer::A,бағалы,шергӹ
749,teuer::A,бағалы,шергӓкӓн
750,wertvoll::A,құнды,ӓкӓн
751,wertvoll::A,қымбат,ӓкӓн
752,blind::A,көзсіз,слöпöй
753,blind::A,көзсіз,сльöпöй
754,blind::A,көр,слöпöй
755,blind::A,көр,сльöпöй
756,blind::A,көр_соқыр,слöпöй
757,blind::A,көр_соқыр,сльöпöй
758,taub::A,керең,тӱтӱк
759,taub::A,саңырау,тӱтӱк
760,kräftig::A,қуатты,виӓн
761,kräftig::A,қарымды,виӓн
762,stark::A,білекті,виӓн
763,schwach::A,әлсіз,шава
764,schwach::A,әлсіз,лӹпкӓ
765,schwach::A,әлсіз,слабка
766,schwach::A,күшсіз,шава
767,schwach::A,күшсіз,лӹпкӓ
768,schwach::A,күшсіз,слабка
769,schwach::A,қайратсыз,шава
770,schwach::A,қайратсыз,лӹпкӓ
771,schwach::A,қайратсыз,слабка
772,fett::A,семіз,таза
773,schlank::A,ашаң,яштака
774,hübsch::A,ажарлы,сӹлнӹ
775,hübsch::A,ажарлы,олмыдшы
776,hübsch::A,шырайлы,сӹлнӹ
777,hübsch::A,шырайлы,олмыдшы
778,böse::A,өш,шӹдӓн
779,böse::A,сұм,шӹдӓн
780,böse::A,жауыз,шӹдӓн
781,dumm::A,көкми,окмак
782,dumm::A,ақымақ,окмак
783,dumm::A,миы жоқ,окмак
784,faul::A,жалқау,ялахай
785,faul::A,еріншек,ялахай
786,fleißig::A,ұқыпты,пӓшам яратышы
787,geizig::A,сараң,шык
788,klug::A,жетік,ышан
789,klug::A,ақылды,ышан
790,geschickt::A,шебер,мастар
791,lieb::A,абзал,тыри
792,lieb::A,айналайын,тыри
793,lustig::A,көңілді,мындыр
794,lustig::A,көңілді,сусу
795,sanft::A,жуас,йӹвӹжӓ
796,hungrig::A,аш,шужышы
797,krank::A,кеселді,церлӹ
798,krank::A,кеселді,хворой
799,nackt::A,жалаңаш,цӓрӓ
800,traurig::A,қапа,сы́лыкан
801,traurig::A,қапа,кымы́лдымы
802,lebendig::A,тірі,живой
803,lebendig::A,жанды,живой
804,gut::A,жақсы,яжо
805,schlecht::A,жаман,уда
806,schlecht::A,жаман,худа
807,richtig::A,дұрыс,вургамла
808,schlimm::A,жаман,йӹрнык
809,wahr::A,нағыз,настоящий
810,wahr::A,нағыз,настояшый
811,alt::A,ескі,шонгы
812,neu::A,жаңа,у
813,ehemalig::A,өткен,тошты
814,ehemalig::A,бұрынғы,тошты
815,alt[Lebewesen]::A,кексе,ӹлалшӹ
816,jung::A,науша,нöргӹ
817,jung::A,науша,молода
818,arm::A,кедей,укеӓн
819,arm::A,дәулетсіз,укеӓн
820,reich::A,малды,паян
821,reich::A,малды,пурлыкан
822,bekannt::A,таныс,палӹмӹ
823,bekannt::A,көзтаныс,палӹмӹ
824,berühmt::A,атақты,лӹмлы
825,fremd::A,бөтен,эдемӹн
826,verschieden::A,түрлі,тӹрлӹ
827,nah::A,жуық,лишӹл
828,nah::A,етене,лишӹл
829,fern::A,алыс,мӹндӹр
830,fern::A,алыстағы,мӹндӹр
831,linker::A,сол,шалахай
832,linker::A,солшыл,шалахай
833,rechter::A,оң,вургамла
834,anderer::A,өзге,вес
835,anderer::A,өзге,весӹ
836,anderer::A,былайғы,вес
837,anderer::A,былайғы,весӹ
838,erster::A,алғашқы,икшӹ
839,erster::A,алғашқы,икӹмшӹ
840,zweiter::A,екінші,кокшы
841,dritter::A,үшінші,кымшы
842,letzter::A,артқы,остатка
843,letzter::A,кейінгі,остатка
844,allein::ADV,серіксіз,иктӹ
845,allein::ADV,серіксіз,иктӹт
846,auf einmal::ADV,бірден,тöрöк
847,zusammen::ADV,бірлесіп,икараш
848,zusammen::ADV,бірлесіп,цымырын
849,lange::ADV,ұзақ,кужын
850,plötzlich::ADV,кенет,трӱк
851,sofort::ADV,әне-міне дегенше,полт
852,sofort::ADV,әне-міне дегенше,тöрöк
853,sofort::ADV,әне-міне дегенше,тӹшӓкок
854,später::ADV,артынан,вара
855,jetzt::ADV,енді,
856,jetzt::ADV,қазір,
857,heute::ADV,бүгін,тагачы
858,morgen::ADV,ертең,иргод
859,morgen::ADV,ертең,иргодым
860,bald::ADV,тез,чӹнь
861,bald::ADV,тез,вӓшке
862,bald::ADV,тез,выртышты
863,dann::ADV,онан соң,пакыла
864,dann::ADV,сонан соң,пакыла
865,gestern::ADV,кеше,тенгечӹ
866,einst::ADV,бірде,икӓнӓ
867,einst::ADV,бір кезде,икӓнӓ
868,damals::ADV,анада,тӹнӓм
869,danach::ADV,онан соң,пакыла
870,danach::ADV,сонан соң,пакыла
871,vorher::ADV,бұрын,перви
872,zuerst::ADV,әуелі,андак
873,zuerst::ADV,алдымен,андак
874,einmal::ADV,бір жолы,гӓнӓк
875,einmal::ADV,бір жолы,гӓнӓ
876,manchmal::ADV,кейде,кынамжы
877,oft::ADV,ылғи,чӹчкӹдӹн
878,immer::ADV,өнебойы,со
879,immer::ADV,өнебойы,соок
880,niemals::ADV,ешуақытта,нинам
881,niemals::ADV,ешуақытта,нигынам
882,niemals::ADV,ешуақытта,нигынамат
883,hier::ADV,бұнда,тиштӹ
884,hier::ADV,осында,тиштӹ
885,hierhin::ADV,бермен,тишкӹ
886,von hier::ADV,бер жақтан,тишец
887,von hier::ADV,бер жақтан,тишецӹн
888,dort::ADV,анда,тӹштӹ
889,dorthin::ADV,әрі,тӹшкӹ
890,dorthin::ADV,әрі,тӹшкӹлӓ
891,geradeaus::ADV,тура,вик
892,geradeaus::ADV,тура,тура
893,vorwärts::ADV,ілгері,анзыкы
894,rückwärts::ADV,артқа,мӹнгеш
895,zurück::ADV,кейін қарай,мӹнгеш
896,unten::ADV,төменде,ӱлнӹ
897,unten::ADV,төменде,лӹвӓлнӹ
898,hinab::ADV,астына,ӱлӹкӹ
899,hinab::ADV,астына,лӹвӓкӹ
900,hinab::ADV,төмен,ӱлӹкӹ
901,hinab::ADV,төмен,лӹвӓкӹ
902,oben::ADV,жоғарыда,вӹлнӹ
903,hinauf::ADV,өрге,кӱшкӹлӓ
904,hinauf::ADV,өрге,кӱш
905,überall::ADV,әрқайда,йӹлт
906,überall::ADV,әрқайда,цилӓ вӓре
907,nicht::ADV,емес,уке
908,ein wenig::ADV,азырақ,изиш
909,ein wenig::ADV,азырақ,иклаштык
910,ein wenig::ADV,аздаған,изиш
911,ein wenig::ADV,аздаған,иклаштык
912,ein wenig::ADV,азғантай,изиш
913,ein wenig::ADV,азғантай,иклаштык
914,kaum::ADV,зорға,цылик
915,kaum::ADV,зорға,чучок-чучок
916,sehr::ADV,орасан,чоте
917,so::ADV,бұлай,тенге
918,so::ADV,бұлай,тенгелӓ
919,so::ADV,былайша,тенге
920,so::ADV,былайша,тенгелӓ
921,noch::ADV,әлі,мол
922,noch::ADV,әлі,моло
923,nur::ADV,ғана,веле
924,schon::ADV,түге,уже
925,schon::ADV,түге,ӹнде
926,wieder::ADV,жаңа,уэш
927,wieder::ADV,қайта,уэш
928,wieder::ADV,жаңадан,уэш
929,vergebens::ADV,бекер,зря
930,vergebens::ADV,бекер,ӹзрӓ
931,vergebens::ADV,бекер,ӹзӹрӓ
932,vor::PRP,алды,анзыц
933,vor::PRP,алды,анзыцын
934,hinter::PRP,артынан,шайылан
935,hinter::PRP,артынан,шайылный
936,unter::PRP,түп,лӹвӓкӹ
937,unter::PRP,маңында,лӹвӓкӹ
938,durch::PRP,арқылы,вашт
939,neben::PRP,іргеде,сага
940,neben::PRP,жанында,сага
941,zwischen::PRP,арада,лош
942,zwischen::PRP,арада,лошкы
943,wegen::PRP,үшін,мычыц
944,dies::PRN,бұ,тидӹ
945,dies::PRN,бұ,ти
946,dies::PRN,осы,тидӹ
947,dies::PRN,осы,ти
948,das::PRN,сол,тидӹ
949,das::PRN,сол,ти
950,alles::PRN,дүйім,цилӓ
951,alles::PRN,күллі,цилӓ
952,ich::PRN,мен,мый
953,du::PRN,сен,тӹнь
954,er::PRN,ол,тӹдӹ
955,wir::PRN,біз,мӓ
956,ihr::PRN,сіз,вӓ
957,sie::PRN,олар,нӹнӹ
958,was::FPRN,не,ма
959,wer::FPRN,кім,кӱ
960,wo::FADV,кәні,кышан
961,wo::FADV,кәні,кыштакен
962,wo::FADV,қайда,кышан
963,wo::FADV,қайда,кыштакен
964,wohin::FADV,қайда,кышкы
965,wie::FADV,калай,кыце
966,warum::FADV,неғып,малын
967,wieviel::FNUM,неше,кынар
968,wieviel::FNUM,неше,кынары
969,wieviel::FNUM,неше,кынаркы
970,wieviel::FNUM,қанша,кынар
971,wieviel::FNUM,қанша,кынары
972,wieviel::FNUM,қанша,кынаркы
973,eins::NUM,бір,иктӹ
974,eins::NUM,бір,иктӹт
975,zwei::NUM,екі,кок
976,zwei::NUM,екі,кокты
977,drei::NUM,үш,кым
978,drei::NUM,үш,кымыт
979,vier::NUM,төрт,нӹл
980,fünf::NUM,бес,вӹц
981,sechs::NUM,алты,куд
982,sechs::NUM,алты,кудытмозн
983,sieben::NUM,жеті,шӹм
984,sieben::NUM,жеті,шӹмӹт
985,acht::NUM,сегіз,кӓндӓкш
986,acht::NUM,сегіз,кӓндӓкшӹ
987,neun::NUM,тоғыз,ӹндекшшӱдӹ
988,zehn::NUM,он,лу
989,elf::NUM,он бір,луатик
990,elf::NUM,он бір,луатиктӹ
991,zwölf::NUM,он екі,луаткок
992,zwölf::NUM,он екі,луаткокты
993,zwanzig::NUM,жиырма,коклы
994,dreißig::NUM,отыз,кымлы
995,vierzig::NUM,қырық,нӹллӹ
996,fünfzig::NUM,елу,вӹцлӹ
997,sechzig::NUM,алпыс,кудлу
998,siebzig::NUM,жетпіс,шӹмлу
999,achtzig::NUM,сексен,кӓндӓкшлу
1000,neunzig::NUM,тоқсан,ӹндекшлу
1001,hundert::NUM,жүз,шӱдӹ
1002,tausend::NUM,мың,тӹжем
1003,und::CNJ,та,дöн
1004,oder::CNJ,әлде,льывы
1005,oder::CNJ,немесе,льывы
1006,stehen::V,тұру,шалшаг
1007,sitzen::V,отыру,шӹнзӓш
1008,liegen::V,жату,киӓш
1009,hängen::V,ілу,кечӓш
1010,werden::V,болу,шагалаш
1011,werden::V,түрегелу,шагалаш
1012,passieren::V,болу,ӹштӓ́лтӓш
1013,beginnen::V,басталу,тӹнгӓлӓлтӓш
1014,enden::V,ада болу,пӹтӓш
1015,wechseln::V,құбылу,весемӓш
1016,wechseln::V,құбылу,весемӓлтӓш
1017,wechseln::V,өзгеру,весемӓш
1018,wechseln::V,өзгеру,весемӓлтӓш
1019,aufgehen[Sonne]::V,шығу,авараш
1020,untergehen[Sonne]::V,батыру,шӹ́нзӓш
1021,scheinen[Sonne]::V,жылтырау,сотемдӓрӓш
1022,donnern::V,күркіреу,хӹдӹртӓш
1023,wehen::V,огып тур,ӹфӹлӓш
1024,strömen::V,сорғалау,йогащ
1025,fließen::V,ағу,йогащ
1026,sich drehen::V,айналу,пöрдӓш
1027,schwanken::V,толықсу,лыпшалташ
1028,schwingen::V,тербелу,кӓчӓйӓш
1029,fallen::V,құлау,кенвазаш
1030,fallen::V,құлау,шынгалташ
1031,fallen::V,жығылу,кенвазаш
1032,fallen::V,жығылу,шынгалташ
1033,fallen::V,төмендеу,кенвазаш
1034,fallen::V,төмендеу,шынгалташ
1035,brennen::V,жану,йылаш
1036,rauchen::V,түтету,шыпшаш
1037,regnen::V,жауу,юраш
1038,gefrieren::V,мұздай қату,гӓш
1039,gefrieren::V,мұздай қату,кӹлмаш
1040,gefrieren::V,мұз боп қату,гӓш
1041,gefrieren::V,мұз боп қату,кӹлмаш
1042,tauen::V,жібу,шылаш
1043,schmelzen::V,еру,шӹрӓнӓш
1044,trocknen::V,курау,кошкаш
1045,sieden::V,қайнау,шолаш
1046,faulen::V,иістену,шӱӓш
1047,verfaulen::V,шіру,йӓнгӓрӓлтӓш
1048,reißen::V,жыртылу,кышкедӓлтӓш
1049,versinken::V,малтығу,ва́лаш
1050,vergehen::V,өту,эртӓш
1051,erscheinen::V,көріну,каяш
1052,erscheinen::V,көрініп қалу,каяш
1053,verschwinden::V,ғайып_болу,ямаш
1054,sinken::V,ылдилау,пычаш
1055,sinken::V,төмендеу,пычаш
1056,abnehmen::V,кемітілу,чӹдемӓш
1057,abnehmen::V,кемітілу,кöтӹргӓш
1058,zunehmen::V,көбею,когоэмӓш
1059,steigen::V,қобу,лӱлта́лташ
1060,steigen::V,көтерілу,лӱлта́лташ
1061,steigen::V,жоғарылау,лӱлта́лташ
1062,wachsen::V,өсу,кушкаш
1063,glänzen::V,жалтырау,йӹлгӹжӓш
1064,funkeln::V,жарқырау,валгалташ
1065,funkeln::V,нұрлану,валгалташ
1066,funkeln::V,жылтылдау,валгалташ
1067,lärmen::V,шулау,юкланаш
1068,lärmen::V,шуылдау,юкланаш
1069,läuten::V,қоңыраулату,цоргаш
1070,klingeln::V,дыңғырлау,цоргаш
1071,klirren::V,дыңылдату,цонгырталгаш
1072,brausen::V,тасу,ышдымыла́наш
1073,rauschen::V,сусылдау,шу́жгаш
1074,rauschen::V,сыбдырлау,шу́жгаш
1075,klingen::V,дыбыс шығару,йо́нгаш
1076,bellen::V,үру,опташ
1077,heulen::V,ұлу,урмыжаш
1078,blasen::V,үру,ӹфӹлӓш
1079,pfeifen::V,ысқыру,ши́шкаш
1080,schreien::V,шыңғыру,уташ
1081,schreien::V,шыңғыру,саслаш
1082,schreien::V,шыңғыру,варгынзаш
1083,schreien::V,айғайлау,уташ
1084,schreien::V,айғайлау,саслаш
1085,schreien::V,айғайлау,варгынзаш
1086,schreien::V,байбайлау,уташ
1087,schreien::V,байбайлау,саслаш
1088,schreien::V,байбайлау,варгынзаш
1089,schreien::V,бажалақтау,уташ
1090,schreien::V,бажалақтау,саслаш
1091,schreien::V,бажалақтау,варгынзаш
1092,stöhnen::V,ыңырсу,ӹнгӹрӓш
1093,stöhnen::V,ыңкылдау,ӹнгӹрӓш
1094,zittern::V,қалш,цӹтӹрӓш
1095,zittern::V,қалшылдату,цӹтӹрӓш
1096,leben::V,жасау,ӹлӓш
1097,leben::V,күнелту,ӹлӓш
1098,leben::V,күн көру,ӹлӓш
1099,leben::V,тіршілік ету,ӹлӓш
1100,geboren werden::V,туу,шачаш
1101,atmen::V,дем алу,шӱлӓш
1102,atmen::V,ауа жұту,шӱлӓш
1103,trinken::V,ішу,йӱӓш
1104,trinken::V,ұрттау,йӱӓш
1105,essen::V,жеу,качкаш
1106,essen::V,тамақтану,качкаш
1107,schlucken::V,жұту,нелӓш
1108,müde werden::V,болдыру,янгылаш
1109,einschlafen::V,үйыктап калу,амален кеӓш
1110,schlafen::V,ұйықтау,амалаш
1111,aufwachen::V,ояну,понгыжалташ
1112,aufstehen::V,ояну,кӹньӹл шагалаш
1113,sich erholen::V,тынығу,кӓнаш
1114,krank werden::V,кеселдену,церлӓнен вазаш
1115,krank werden::V,сырқаттану,церлӓнен вазаш
1116,krank werden::V,ауырып қалу,церлӓнен вазаш
1117,krank werden::V,ауыра бастау,церлӓнен вазаш
1118,krank werden::V,кеселге ұшырау,церлӓнен вазаш
1119,krank werden::V,сырқаттанып қалу,церлӓнен вазаш
1120,krank sein::V,ауыру,церлӓнӓш
1121,krank sein::V,ауыру,ясланаш
1122,krank sein::V,ауыру,ясыланаш
1123,krank sein::V,сырқаттану,церлӓнӓш
1124,krank sein::V,сырқаттану,ясланаш
1125,krank sein::V,сырқаттану,ясыланаш
1126,schmerzen::V,ауырады,каршташ
1127,husten::V,жөтелу,кахыраш
1128,genesen::V,айығу,паремӓш
1129,genesen::V,айығу,тöрлӓнӓш
1130,sterben::V,өлу,вазын колаш
1131,sterben::V,қайтыс,вазын колаш
1132,sterben::V,жантапсыру,вазын колаш
1133,umkommen::V,өлу,пӹтӓш
1134,umkommen::V,қаза табу,пӹтӓш
1135,sich bewegen::V,жылжу,кашташ
1136,sich rühren::V,қыбырлау,тӓрвӓнӓш
1137,sich erheben::V,тұру,кӹньӹлӓш
1138,sich setzen::V,отыру,шӹнзӓш
1139,hinfallen::V,жығылу,кенвазаш
1140,hinfallen::V,жығылу,шынгалташ
1141,laufen::V,жояу жүру,кашташ
1142,schreiten::V,кадамдау,ашкедӓш
1143,spazierengehen::V,қыдыру,мадын кашташ
1144,eilen::V,асығу,вӓшкӓш
1145,eilen::V,жеделдену,вӓшкӓш
1146,eilen::V,жедепдеу,вӓшкӓш
1147,sich beeilen::V,асығу,вӓшкӓш
1148,sich beeilen::V,асығу,талашаш
1149,sich beeilen::V,жеделдену,вӓшкӓш
1150,sich beeilen::V,жеделдену,талашаш
1151,sausen::V,заулау,хойхаланаш
1152,sausen::V,заулау,хояш
1153,rennen::V,жүгіру,кыргыжаш
1154,springen::V,секіру,тӹршештӓш
1155,klettern::V,өрмелеп шығу,ку́заш
1156,schaukeln::V,тербелу,лыпшалташ
1157,kriechen::V,еңбектеу,авалянаш
1158,kriechen::V,еңбектеу,ньыжиклӓш
1159,schwimmen::V,жүзу,илӓш
1160,schwimmen::V,малту,илӓш
1161,schwimmen::V,қалықтау,илӓш
1162,tauchen::V,сүңгу,цымаш
1163,rudern::V,есу,шуалташ
1164,fahren::V,бару,кеӓш
1165,fliegen::V,ұшу,чонгештӓш
1166,gehen::V,бару,кеӓш
1167,weggehen::V,кету,кеӓш
1168,abfahren::V,жөнелу,кеӓш
1169,anhalten::V,тоқтау,цӓрнӓш
1170,hineingehen::V,кіру,пыраш
1171,eintreten::V,ену,пыраш
1172,kommen::V,жету,толаш
1173,ankommen::V,келу,шоаш
1174,zurückkommen::V,қайту,пöртӹлӓш
1175,bleiben::V,қалу,кодаш
1176,warten::V,тосу,вычаш
1177,erwarten::V,күту,вычаш
1178,suchen::V,іздеу,кӹчӓлӓш
1179,finden::V,табу,моаш
1180,versuchen::V,талпыну,путаяш
1181,versuchen::V,талпыну,цацаш
1182,vorbereiten::V,әзірлеу,поспейӹктӓш
1183,lieben::V,сүю,яраташ
1184,mögen::V,жарату,яраташ
1185,mögen::V,жақсы_көру,яраташ
1186,lachen::V,күлу,ваштылаш
1187,lachen::V,күлісу,ваштылаш
1188,rühren::V,көңілін бұзу,тӓрвӓтӓш
1189,weinen::V,жылау,мӓгӹрӓш
1190,schimpfen::V,ақырып-бақыру,свырседӓлӓш
1191,sich ärgern::V,ашулану,шӹдешкӓш
1192,sich fürchten::V,сескену,лӱдӓш
1193,fürchten::V,қауіптену,лӱдӓш
1194,fürchten::V,сақсыну,лӱдӓш
1195,fliehen::V,қашу,кыргыжаш
1196,fliehen::V,қашып кету,кыргыжаш
1197,flüchten::V,қашу,кыргыж шӹлӓш
1198,flüchten::V,қашып кету,кыргыж шӹлӓш
1199,sehen::V,көру,ужаш
1200,anschauen::V,назар салу,анжалаш
1201,ansehen::V,тамашалау,анжаш
1202,hören::V,есту,колаш
1203,zuhören::V,тыңдау,колышташ
1204,zuhören::V,құлақ қою,колышташ
1205,probieren::V,тату,тотештӓш
1206,probieren::V,тату,подыл анжаш
1207,probieren::V,дәм тату,тотештӓш
1208,probieren::V,дәм тату,подыл анжаш
1209,riechen::V,иіскеу,ӱпшӹнзӓш
1210,fühlen::V,сезу,шижӓш
1211,fühlen::V,сезіну,шижӓш
1212,scheinen::V,болып көріну,каяш
1213,zu sehen sein::V,көріну,каяш
1214,vernehmen::V,есту,колын колташ
1215,vernehmen::V,есітіп қалу,колын колташ
1216,frieren::V,тоңу,кӹлмаш
1217,frieren::V,тоңу,тӹнгӹргӓш
1218,frieren::V,жаурау,кӹлмаш
1219,frieren::V,жаурау,тӹнгӹргӓш
1220,tun::V,ету,ӹштӓш
1221,tun::V,істеу,ӹштӓш
1222,können::V,білу,кердӓш
1223,wollen::V,қалау,жалаяш
1224,anfangen::V,бастау,тӹнгӓлӓш
1225,beenden::V,бітіру,пӹтӓрӓш
1226,beenden::V,адақтау,пӹтӓрӓш
1227,beenden::V,тамамдау,пӹтӓрӓш
1228,beenden::V,аяқтап шығу,пӹтӓрӓш
1229,aufhören::V,доғару,цӓрнӓш
1230,gelingen::V,жолы түсу,цӓш лиӓш
1231,geraten::V,калу,лиӓш
1232,öffnen::V,ашу,пачаш
1233,öffnen::V,ашып қою,пачаш
1234,schließen::V,жабу,чӱчӓш
1235,stellen::V,қою,шӹндӓш
1236,stellen::V,қойдыру,шӹндӓш
1237,setzen::V,отырғызу,шӹндӓш
1238,legen::V,салу,опташ
1239,legen::V,салу,пиштӓш
1240,legen::V,калау,опташ
1241,legen::V,калау,пиштӓш
1242,berühren::V,тию,тӹкӓлӓш
1243,verbinden::V,байлап алу,пидӓш
1244,verbinden::V,сабақтастыру,пидӓш
1245,bedecken::V,бүркеу,леведӓш
1246,aufhängen::V,ілу,сӓкӓш
1247,aufhängen::V,асып қою,сӓкӓш
1248,anzünden::V,тұтату,чӱктӓш
1249,aufheben::V,көтеру,кузыкташ
1250,zurücklassen::V,қалдыру,кодаш
1251,verlieren::V,жоғалту,ямдаш
1252,fallen lassen::V,құлатып алу,кенвацтараш
1253,fallen lassen::V,қолдан түсіріп алу,кенвацтараш
1254,machen::V,ету,ӹштӓш
1255,machen::V,жасау,ӹштӓш
1256,machen::V,жасап шығару,ӹштӓш
1257,herstellen::V,жасап шығару,йӓмдӹлӓш
1258,bauen::V,тұрғызу,ӹштӓш
1259,reparieren::V,оңдау,чиняш
1260,reparieren::V,оңдау,алалаш
1261,verbessern::V,дұрыстау,яжоэмден шӹндӓш
1262,ändern::V,өзгерту,вашталташ
1263,graben::V,үңгу,капаяш
1264,beugen::V,буғу,лывырташ
1265,beugen::V,буғу,каклярташ
1266,biegen::V,ию,лывырташ
1267,biegen::V,майыстыру,лывырташ
1268,drehen::V,айналдыру,сӓрӓш
1269,drehen::V,айналдыру,сӓрӹкӓлӓш
1270,wenden::V,екінші жағын айналдыру,сӓрӓлӓш
1271,umdrehen::V,бұру,сӓрӓлӓш
1272,heben::V,көтеру,лӱктӓш
1273,hochheben::V,жоғарылату,кузыкташ
1274,hochheben::V,көтеру,кузыкташ
1275,ergreifen::V,бас_салу,хватяш
1276,ergreifen::V,шап_беріп_ұстап_алу,хватяш
1277,ergreifen::V,шап_беру,хватяш
1278,ergreifen::V,шап_ете_түсу,хватяш
1279,halten::V,тұту,кычаш
1280,halten::V,ұстау,кычаш
1281,drücken::V,басу,темдӓш
1282,schieben::V,итеру,шӹкӓш
1283,kratzen::V,қыру,нӹжӓш
1284,lecken::V,жалау,нылаш
1285,beißen::V,қабу,пыралаш
1286,beißen::V,тістеу,пыралаш
1287,beißen::V,қауып алу,пыралаш
1288,abreißen::V,үзу,кӹрӓш
1289,abreißen::V,үзу,кышкед нӓлӓш
1290,abschneiden::V,қырқу,шулаш
1291,abschneiden::V,қырқу,лаштыклаш
1292,binden::V,байланыстыру,пидӓш
1293,binden::V,байлап_алу,пидӓш
1294,binden::V,байластыру,пидӓш
1295,binden::V,байлау,пидӓш
1296,binden::V,буу,пидӓш
1297,binden::V,матау,пидӓш
1298,binden::V,сабақтастыру,пидӓш
1299,binden::V,ұштастыру,пидӓш
1300,stecken::V,сұғу,шыралаш
1301,brechen::V,сындыру,тодылаш
1302,brechen::V,сындыру,пыдырташ
1303,klopfen::V,қағу,рушткаш
1304,hauen::V,соғу,шелӹштӓш
1305,kleben::V,желімдеу,клейӓш
1306,reiben::V,үйкеу,нӹжӓш
1307,streichen::V,сүйкеу,шӹрӓш
1308,schleifen::V,егеу,шымаш
1309,schleifen::V,қайрау,шымаш
1310,schleifen::V,егеулеу,шымаш
1311,schneiden::V,кесу,пӹчкӓш
1312,rütteln::V,қозғау,мыльгыкташ
1313,rütteln::V,жұлмалау,мыльгыкташ
1314,schütteln::V,дірілдету,цӹтӹртӓш
1315,schütteln::V,дірілдету,мыльгыкташ
1316,schütteln::V,селкілдету,цӹтӹртӓш
1317,schütteln::V,селкілдету,мыльгыкташ
1318,schwenken::V,бұлғау,машыяш
1319,schwenken::V,сермеу,машыяш
1320,schütten::V,құю,опталаш
1321,füllen::V,толтыру,темӓш
1322,einwickeln::V,орау,пӹтӹрӓ́лӓш
1323,tragen::V,алып жүру,намалаш
1324,schleppen::V,тарту,шӹдӹрӓш
1325,ziehen::V,тарту,шыпшаш
1326,aufbewahren::V,сақтау,перегӓш
1327,werfen::V,лақтыру,кӹшкӓш
1328,fangen::V,қармау,кычаш
1329,fangen::V,қағып алу,кычаш
1330,packen::V,шап беру,хватяш
1331,packen::V,шап ете түсу,хватяш
1332,packen::V,шап беріп ұстап алу,хватяш
1333,verstecken::V,тығу,шӹлтӓш
1334,verstecken::V,жасыру,шӹлтӓш
1335,teilen::V,бөлу,пайылаш
1336,schicken::V,жіберу,колташ
1337,bringen::V,әкелу,кандаш
1338,bringen::V,алып келу,кандаш
1339,hinzufügen::V,қосу,
1340,hinzufügen::V,үстеу,
1341,bekommen::V,алу,лыкташ
1342,erhalten::V,алмақ,получаяш
1343,nehmen::V,алу,налаш
1344,nehmen::V,алмақ,налаш
1345,wählen::V,таңдау,айыраш
1346,auswählen::V,екшеу,айыраш
1347,auswählen::V,саралау,айыраш
1348,auswählen::V,сұрыптау,айыраш
1349,auswählen::V,сайлап алу,айыраш
1350,bewahren::V,сақтау,перегӓш
1351,behindern::V,оралғы болу,мешӓйӓш
1352,verderben::V,бүлдіру,портяш
1353,beschädigen::V,бұзу,шушырташ
1354,zerbrechen::V,уату,пыдырташ
1355,zerreißen::V,жырту,кӹрӓш
1356,zerstören::V,қирату,шӓлӓтӓш
1357,zerstören::V,талқандау,шӓлӓтӓш
1358,verbrennen::V,өртеу,йылаташ
1359,verbrennen::V,өртеу,йылалташ
1360,verbrennen::V,жандыру,йылаташ
1361,verbrennen::V,жандыру,йылалташ
1362,verbrennen::V,өртеп жіберу,йылаташ
1363,verbrennen::V,өртеп жіберу,йылалташ
1364,verbrennen::V,жандырып жіберу,йылаташ
1365,verbrennen::V,жандырып жіберу,йылалташ
1366,geben::V,беру,пуаш
1367,reichen::V,беру,пуаш
1368,schenken::V,тарту,подараш
1369,versprechen::V,уәде беру,сöрӓш
1370,wünschen::V,тілеу,жалаяш
1371,loben::V,мақтау,хваляш
1372,loben::V,дәріптеу,хваляш
1373,küssen::V,сүю,шышшалаш
1374,wiegen::V,тербеу,лӱнгӓлтӓш
1375,zudecken::V,бүркеу,пиштӓш
1376,wecken::V,ояту,понгыжалтараш
1377,zeigen::V,көрсету,анжыкташ
1378,führen::V,ерту,видӓш
1379,führen::V,жетектеу,видӓш
1380,lehren::V,оқыту,тымдаш
1381,unterrichten::V,оқыту,тымдаш
1382,aufziehen::V,бағу,кушташ
1383,leiten::V,басқару,видӓш
1384,leiten::V,басқару,вуйлаташ
1385,leiten::V,басқару,вуйлалташ
1386,leiten::V,жетекшілік ету,видӓш
1387,leiten::V,жетекшілік ету,вуйлаташ
1388,leiten::V,жетекшілік ету,вуйлалташ
1389,antreiben::V,асықтыру,талаштараш
1390,lassen::V,-ткізу,-ыкт
1391,lassen::V,мәжбүр ету,-ыкт
1392,einladen::V,шақыру,ӱжӓш
1393,vereinigen::V,біріктіру,иктештӓш
1394,vereinigen::V,біріктіріп қою,иктештӓш
1395,besuchen::V,кіріп шығу,толаш
1396,besuchen::V,барып шығу,толаш
1397,treffen::V,кездесу,вӓшлиӓш
