,Concept_ID,la,lez
802,und::CNJ,et,ва
803,und::CNJ,-que,ва
804,oder::CNJ,vel,я
805,stehen::V,stare,акъвазун
806,sitzen::V,sedere,ацукьун
807,liegen::V,iacere,къаткун
808,hängen::V,pendere,куьрс хьун
809,werden::V,fieri,хьун
810,passieren::V,accidere,хьун
811,beginnen::V,incipere,башламиш хьун
812,enden::V,finem habere,куьтягь хьун
813,wechseln::V,mutari,дегиш хьун
814,aufgehen[Sonne]::V,oriri,экъечӏун
815,untergehen[Sonne]::V,occidere,акӏун
816,scheinen[Sonne]::V,lucere,ишигь гун
817,donnern::V,tonare,къукърумар авун
818,wehen::V,flare,
819,strömen::V,fluere,авахьун
820,fließen::V,manare,авахьун
821,sich drehen::V,torqueri,элкъуьн
822,schwanken::V,vacillare,юзун
823,schwingen::V,vibrare,галтад хьун
824,fallen::V,cadere,аватун
825,brennen::V,ardere,кун
826,brennen::V,ardere,ккун
827,rauchen::V,fumare,
828,regnen::V,pluere,къун
829,gefrieren::V,congelari,муркӏади кьун
830,tauen::V,rorare,цӏурун
831,schmelzen::V,liquescere,цӏурун
832,trocknen::V,arescere,кьурун
833,sieden::V,fervere,ругун
834,faulen::V,putescere,кутӏун
835,verfaulen::V,putescere,чуьруьтмиш хьун
836,verfaulen::V,putescere,кутӏун
837,reißen::V,scindi,атӏун
838,reißen::V,scindi,къазунун
839,versinken::V,mergi,батмиш хьун
840,vergehen::V,praeterire,алатун
841,erscheinen::V,apparere,майдандиз акъатун
842,verschwinden::V,discedere,квахьун
843,sinken::V,labi,элекьун
844,abnehmen::V,deminui,тӏимил хьун
845,abnehmen::V,deminui,гъвечӏи хьун
846,zunehmen::V,augeri,артух хьун
847,steigen::V,augescere,хкаж хьун
848,wachsen::V,crescere,экъечӏун
849,glänzen::V,splendere,цӏарцӏар гун
850,funkeln::V,micare,нур гун
851,lärmen::V,strepere,ван авун
852,läuten::V,sonare,зенг ягъун
853,klingeln::V,tinnire,зенг ягъун
854,klirren::V,crepare,зигринг авун
855,brausen::V,saevire,къати хьун
856,rauschen::V,crepare,вишриш авун
857,klingen::V,sonare,ван авун
858,bellen::V,latrare,элуькьун
859,heulen::V,ululare,къув ягъун
860,blasen::V,flare,уф гун
861,pfeifen::V,sibilare,уьфт ягъун
862,schreien::V,clamare,гьараюн
863,stöhnen::V,gemere,суза авун
864,zittern::V,tremere,зурзун
865,zittern::V,trepidare,зурзун
866,leben::V,vivere,яшамиш хьун
867,geboren werden::V,nasci,хьун
868,atmen::V,spirare,нефес чӏугун
869,trinken::V,bibere,хъун
870,essen::V,edere,тӏуьн
871,schlucken::V,devorare,туькьуьнун
872,müde werden::V,fatigari,галатун
873,müde werden::V,fatigari,юргъун хьун
874,einschlafen::V,obdormiscere,ксун
875,schlafen::V,dormire,ксун
876,aufwachen::V,expergisci,ахварай аватун
877,aufstehen::V,exsurgere,къарагъун
878,sich erholen::V,se reficere,ял ягъун
879,krank werden::V,aegrescere,кефсуз хьун
880,krank sein::V,aegrotare,тӏа хьун
881,schmerzen::V,dolere,тӏа хьун
882,husten::V,tussire,уьгьуь ягъун
883,genesen::V,convalescere,сагъ хъхьун
884,sterben::V,mori,кьин
885,umkommen::V,perire,терг хьун
886,sich bewegen::V,se movere,юзун
887,sich rühren::V,micare,юзун
888,sich erheben::V,surgere,къарагъун
889,sich setzen::V,considere,ацукьун
890,hinfallen::V,cadere,алукьун
891,laufen::V,vadere,къекъуьн
892,schreiten::V,gradi,ккамар къачун
893,spazierengehen::V,ambulare,сейр авун
894,eilen::V,properare,тади авун
895,sich beeilen::V,festinare,гьерекатун
896,sausen::V,currere,чкурун
897,rennen::V,currere,катун
898,rennen::V,currere,зверун
899,springen::V,salire,хкадарун
900,klettern::V,niti,акьахун
901,schaukeln::V,oscillare,
902,kriechen::V,repere,капаралди фин
903,kriechen::V,serpere,капаралди фин
904,schwimmen::V,nare,сирнав авун
905,schwimmen::V,natare,сирнав авун
906,tauchen::V,mergere,кьилихъди циз вегьин
907,rudern::V,remigare,кьусуйралди лодка гьалун
908,rudern::V,remigare,цуьруьгъуьлдалди кӏватӏун
909,fahren::V,vehi,фин
910,fliegen::V,volare,лув гун
911,fliegen::V,volare,цавай фин
912,gehen::V,ire,фин
913,gehen::V,vadere,фин
914,weggehen::V,abire,хъфин
915,weggehen::V,discedere,хъфин
916,abfahren::V,proficisci,фин
917,abfahren::V,proficisci,рекье гьатун
918,anhalten::V,consistere,акъвазун
919,hineingehen::V,inire,гьахьун
920,hineingehen::V,ingredi,гьахьун
921,eintreten::V,intrare,гьахьун
922,kommen::V,venire,атун
923,ankommen::V,advenire,атун
924,zurückkommen::V,revenire,хтун
925,bleiben::V,manere,амукьун
926,warten::V,opperiri,гуьзлемишун
927,erwarten::V,opperiri,вил алаз акъвазун
928,erwarten::V,expectare,вил алаз акъвазун
929,suchen::V,quaerere,къекъуьн
930,finden::V,reperire,жугъун
931,versuchen::V,conari,алахъун
932,versuchen::V,temptare,алахъун
933,vorbereiten::V,parare,гьазурун
934,lieben::V,amare,кӏан хьун
935,mögen::V,amare,рикӏ ацукьун
936,lachen::V,ridere,хъуьруьн
937,rühren::V,commovere,
938,weinen::V,flere,шехьун
939,schimpfen::V,increpare,сеперар гун
940,schimpfen::V,increpare,экъуьгъунар авун
941,sich ärgern::V,indignari,хъел акатун
942,sich fürchten::V,vereri,кичӏе хьун
943,fürchten::V,timere,къурхутмиш хьун
944,fliehen::V,fugere,катун
945,flüchten::V,effugere,катун
946,sehen::V,videre,акун
947,anschauen::V,aspectare,вил вегьин
948,ansehen::V,spectare,килигун
949,hören::V,audire,ван хьун
950,zuhören::V,auscultare,яб гун
951,probieren::V,gustare,дад акун
952,riechen::V,olfacere,ни чӏугун
953,fühlen::V,sentire,гьисс авун
954,scheinen::V,videri,
955,zu sehen sein::V,conspici,
956,vernehmen::V,comperire,
957,frieren::V,algere,кьун
958,frieren::V,algere,мекьи хьун
959,tun::V,facere,авун
960,können::V,posse,хьун
961,können::V,posse,акъакьун
962,wollen::V,velle,кӏан хьун
963,anfangen::V,incipere,башламишун
964,beenden::V,finire,куьтягьун
965,aufhören::V,desistere,акъвазун
966,gelingen::V,contingere,арадал атун
967,geraten::V,evenire,акъатун
968,öffnen::V,aperire,ахъаюн
969,schließen::V,claudere,акьалун
970,stellen::V,sistere,эцигун
971,setzen::V,ponere,ацукьарун
972,legen::V,ponere,эцигун
973,berühren::V,tangere,хкӏурун
974,verbinden::V,iungere,гилигун
975,bedecken::V,tegere,кӏевун
976,bedecken::V,operire,кӏевун
977,aufhängen::V,suspendere,куьрсарун
978,anzünden::V,accendere,куькӏуьрун
979,anzünden::V,inflammare,куькӏуьрун
980,aufheben::V,tollere,хкажун
981,zurücklassen::V,relinquere,тун
982,verlieren::V,perdere,квадарун
983,verlieren::V,amittere,квадарун
984,fallen lassen::V,dimittere,авадрун
985,machen::V,facere,авун
986,machen::V,facere,кар авун
987,herstellen::V,fabricare,расун
988,bauen::V,construere,туькӏуьрун
989,reparieren::V,reparare,расун
990,verbessern::V,emendare,хъсанрун
991,ändern::V,mutare,табдил авун
992,graben::V,fodere,эгъуьнун
993,beugen::V,flectere,акӏажарун
994,beugen::V,flectere,кангур авун
995,biegen::V,curvare,патахъарун
996,drehen::V,torquere,алчударун
997,wenden::V,vertere,
998,umdrehen::V,convertere,элкъуьрун
999,heben::V,tollere,хкажун
1000,hochheben::V,levare,хкажун
1001,ergreifen::V,capessere,агалчна кьун
1002,halten::V,tenere,кьун
1003,drücken::V,premere,чуькьуьн
1004,schieben::V,promovere,хуртӏ гун
1005,kratzen::V,radere,къадгъунун
1006,lecken::V,lambere,мез гун
1007,beißen::V,mordere,кӏасун
1008,abreißen::V,avellere,галудун
1009,abschneiden::V,desecare,атӏун
1010,binden::V,ligare,
1011,stecken::V,inserere,сухун
1012,brechen::V,rumpere,хун
1013,brechen::V,rumpere,кукӏварун
1014,klopfen::V,pultare,тахъ-тахъ авун
1015,hauen::V,ferire,ягъун
1016,kleben::V,agglutinare,алкӏурун
1017,kleben::V,agglutinare,кукӏурун
1018,reiben::V,terere,тӏушунун
1019,streichen::V,oblinere,алтадун
1020,schleifen::V,acuere,кӏвенкӏв авун
1021,schneiden::V,secare,атӏун
1022,rütteln::V,quassare,къарсурун
1023,schütteln::V,quatere,къарсурун
1024,schwenken::V,ventilare,элягъун
1025,schwenken::V,ventilare,галтадун
1026,schütten::V,fundere,цун
1027,füllen::V,complere,ацӏурун
1028,einwickeln::V,involvere,кутун
1029,einwickeln::V,involvere,элкъуьрун
1030,tragen::V,ferre,тухун
1031,tragen::V,portare,тухун
1032,schleppen::V,pertrahere,галчӏурун
1033,ziehen::V,trahere,ялун
1034,ziehen::V,trahere,чӏугун
1035,aufbewahren::V,asservare,хуьн
1036,werfen::V,iacere,гадрун
1037,fangen::V,capere,кьун
1038,packen::V,capessere,кьун
1039,verstecken::V,abdere,кӏевун
1040,teilen::V,partiri,паюн
1041,teilen::V,dividere,паюн
1042,schicken::V,mittere,ракъурун
1043,bringen::V,apportare,гъун
1044,hinzufügen::V,addere,алава авун
1045,bekommen::V,adipisci,къачун
1046,bekommen::V,adipisci,жугъурун
1047,erhalten::V,accipere,къачун
1048,nehmen::V,sumere,къачун
1049,wählen::V,eligere,хкягъун
1050,auswählen::V,deligere,хкягъун
1051,bewahren::V,conservare,хуьн
1052,behindern::V,impedire,манийвал авун
1053,verderben::V,corrumpere,чӏурун
1054,beschädigen::V,laedere,нукьсанвал гун
1055,zerbrechen::V,rumpere,хун
1056,zerbrechen::V,frangere,хун
1057,zerreißen::V,discindere,къазунун
1058,zerstören::V,delere,чӏурун
1059,zerstören::V,delere,барбатӏун
1060,verbrennen::V,urere,ккун
1061,verbrennen::V,cremare,ккун
1062,geben::V,dare,гун
1063,reichen::V,praebere,вугун
1064,reichen::V,praebere,гун
1065,schenken::V,donare,пишкеш авун
1066,schenken::V,largiri,пишкеш авун
1067,versprechen::V,polliceri,гаф гун
1068,versprechen::V,promittere,гаф гун
1069,loben::V,laudare,тариф авун
1070,küssen::V,osculari,темен гун
1071,zudecken::V,tegere,гьалдун
1072,wecken::V,excitare,ахварай авудун
1073,zeigen::V,monstrare,къалурун
1074,führen::V,ducere,тухун
1075,lehren::V,docere,кӏелиз тун
1076,unterrichten::V,instituere,тарс гун
1077,aufziehen::V,nutrire,тербия гун
1078,aufziehen::V,nutrire,тербияламишун
1079,leiten::V,ducere,идара авун
1080,antreiben::V,incitare,тади кутун
1081,lassen::V,iubere,
1082,einladen::V,invitare,теклиф авун
1083,vereinigen::V,coniungere,сад авун
1084,besuchen::V,visere,кьилив атун
1085,treffen::V,convenire,гьалтун
1086,sich versammeln::V,convenire,алтӏушун
1087,spielen::V,ludere,къугъун
1088,singen::V,cantare,лугьун
1089,singen::V,cantare,мани лугьун
1090,tanzen::V,saltare,кьуьл авун
1091,sich trennen::V,digredi,къакъатун
1092,sich trennen::V,discedere,къакъатун
1093,verlassen::V,deserere,гъил къачун
1094,verlassen::V,relinquere,гъил къачун
1095,retten::V,servare,къутармишун
1096,bewachen::V,custodire,хуьн
1097,schützen::V,tueri,хуьн
1098,schützen::V,tutari,хуьн
1099,verteidigen::V,defendere,хуьн
1100,sich schlagen::V,luctari,кукӏун
1101,schießen::V,iaculari,акъатун
1102,siegen::V,vincere,гъалиб хьун
1103,ärgern::V,irritare,хъел гъун
1104,ärgern::V,irritare,хъел кутун
1105,schlagen::V,ferire,ягъун
1106,schlagen::V,ferire,галукьарун
1107,treten::V,calcare,кьуьл къекъягъун
1108,treten::V,calcare,кьуьл эцягъун
1109,stechen::V,pungere,акьадарун
1110,stoßen::V,tundere,эцягъун
1111,stehlen::V,furari,чуьнуьхун
1112,stören::V,turbare,хкуьрун
1113,belästigen::V,obtundere,хкуьрун
1114,belästigen::V,obtundere,азият гун
1115,verbergen::V,celare,далдаламишун
1116,verbergen::V,occultare,далдаламишун
1117,täuschen::V,fallere,алцурарун
1118,täuschen::V,fallere,алцуррун
1119,betrügen::V,fraudare,алцурарун
1120,betrügen::V,fraudare,гьарамзадавал авун
1121,töten::V,necare,яна кьин
1122,töten::V,caedere,яна кьин
1123,wohnen::V,habitare,дуланмиш хьун
1124,arbeiten::V,laborare,кӏвалахун
1125,arbeiten::V,laborare,кӏвалах авун
1126,sammeln::V,colligere,кӏватӏун
1127,pflücken::V,carpere,атӏун
1128,jagen::V,venari,гъуьрч авун
1129,fischen::V,piscari,гъетер кьун
1130,fassen::V,capere,кьун
1131,hüten::V,custodire,чӏура хуьн
1132,treiben::V,agere,гьалун
1133,anbinden::V,alligare,акалун
1134,füttern::V,nutrire,ем гун
1135,melken::V,mulgere,ацун
1136,hacken::V,findere,куьткуьнун
1137,gießen::V,rigare,яд гун
1138,reifen::V,maturescere,чурун
1139,reifen::V,maturescere,агакьун
1140,zubereiten::V,apparare,гьазурун
1141,kochen::V,coquere,ругун
1142,backen::V,coquere,чурун
1143,braten::V,torrere,чурун
1144,umrühren::V,commovere,какадарун
1145,stricken::V,texere,хурун
1146,nähen::V,suere,цун
1147,färben::V,tingere,шир ягъун
1148,reinigen::V,purgare,михьун
1149,waschen::V,lavare,чуьхуьн
1150,abwischen::V,abstergere,гуьцӏун
1151,spülen::V,perluere,экъуьрун
1152,fegen::V,verrere,шуткун
1153,kehren::V,purgare,кул алтадун
1154,baden::V,lavari,эхъуьн
1155,sich waschen::V,lavari,жендек чуьхуьн
1156,ausziehen::V,exuere,хутӏунун
1157,ausziehen::V,exuere,галудун
1158,anziehen::V,induere,алукӏун
1159,sich anziehen::V,vestiri,алукӏун
1160,sich anziehen::V,vestiri,парталар алукӏун
1161,kämmen::V,pectere,эвягъун
1162,schmücken::V,ornare,безетмишун
1163,schmücken::V,ornare,гуьрчегарун
1164,schmücken::V,decorare,безетмишун
1165,schmücken::V,decorare,гуьрчегарун
1166,sagen::V,dicere,лугьун
1167,sprechen::V,fari,рахун
1168,reden::V,loqui,рахун
1169,sich unterhalten::V,colloqui,ихтилат авун
1170,sich unterhalten::V,disputare,ихтилат авун
1171,fragen::V,rogare,жузун
1172,fragen::V,quaerere,жузун
1173,bitten::V,orare,тӏалабун
1174,bitten::V,rogare,тӏалабун
1175,erzählen::V,narrare,ахъаюн
1176,mitteilen::V,communicare,хабар гун
1177,nennen::V,appellare,тӏвар гун
1178,rufen::V,vocare,эверун
1179,prahlen::V,gloriari,яцӏу гафар авун
1180,übersetzen::V,vertere,таржума авун
1181,übersetzen::V,vertere,гафладун
1182,denken::V,cogitare,фикир авун
1183,glauben::V,credere,агъун
1184,bemerken::V,animadvertere,фикир гун
1185,erkennen::V,cognoscere,
1186,begreifen::V,comprehendere,гъавурда акьун
1187,verstehen::V,intellegere,
1188,lernen::V,discere,кӏелун
1189,wissen::V,scire,чир хьун
1190,wissen::V,scire,чирхьун
1191,sich erinnern an::V,meminisse,рикӏел хуьн
1192,vergessen::V,oblivisci,рикӏелай фин
1193,vergessen::V,oblivisci,рикӏелай алатун
1194,messen::V,metiri,алцумун
1195,zählen::V,numerare,гьисабун
1196,rechnen::V,reri,гьисабун
1197,rechnen::V,calculare,гьисабун
1198,lesen::V,legere,кӏелун
1199,malen::V,pingere,кхьин
1200,malen::V,pingere,шикилар чӏугун
1201,zeichnen::V,scribere,чӏугун
1202,schreiben::V,scribere,кхьин
1203,besitzen::V,possidere,иеси хьун
1204,kaufen::V,emere,къачун
1205,kaufen::V,emere,маса къачун
1206,verkaufen::V,vendere,гун
1207,verkaufen::V,vendere,маса гун
1208,bezahlen::V,pendere,къимет гун
1209,bezahlen::V,pendere,эвезда авун
1210,bezahlen::V,pendere,гьакъи агакьрун
1211,zahlen::V,solvere,къимет гун
1212,zahlen::V,solvere,эвезда авун
1213,zahlen::V,solvere,гьакъи агакьрун
1214,beherrschen::V,regere,иеси хьун
1215,beherrschen::V,imperare,иеси хьун
1216,ertragen::V,tolerare,таб гун
1217,ertragen::V,sustinere,таб гун
1218,wünschen::V,,дуьа авун
1219,wiegen::V,,эчӏягъун
