,Concept_ID,hy,uk
114,Fluss::N,գետ,річка
115,Ufer::N,ծովափ,берег
116,Küste::N,ափ,узбережжя
117,Küste::N,ծովափ,узбережжя
118,Festland::N,ցամաք,суша
119,Meer::N,ծով,море
120,Bucht::N,հաչիւն,бухта
121,Bucht::N,հաչիւն,затока
122,Insel::N,վղզի,острів
123,Blume::N,ծաղիկ,квітка
124,Gras::N,խոտ,трава
125,Wurzel::N,արմատ,корінь
126,Baum::N,ծառ,дерево
127,Stamm::N,իրան,стовбур
128,Rinde::N,կեղեւ,кора
129,Rinde::N,հաչոց,кора
130,Ast::N,ճյուղ,гілка
131,Zweig::N,ճյուղ,галузь
132,Blatt::N,տերեւ,лист
133,Birke::N,ցարասի,береза
134,Kiefer[Baum]::N,սոճի,сосна
135,Weide[Baum]::N,ուռենի,верба
136,Tanne::N,եղեւին,ялиця
137,Feder::N,փետուր,перо
138,Fell::N,մորթի,хутро
139,Flügel::N,թեւ,крило
140,Klaue::N,չանչ,кіготь
141,Kralle::N,ճանկ,лапа
142,Schwanz::N,պոչ,хвіст
143,Ei::N,ձու,яйце
144,Nest::N,բույն,гніздо
145,Bau::N,որջ,лігво
146,Bau::N,բայոց,лігво
147,Tier::N,կենդանի,тварина
148,Herde::N,հոտ,стадо
149,Kuh::N,կով,корова
150,Bulle::N,ցուլ,бик
151,Bulle::N,ցուլ,бугай
152,Pferd::N,ձի,кінь
153,Schaf::N,ոչխար,вівця
154,Schwein::N,խոզ,свиня
155,Hund::N,շուն,собака
156,Katze::N,կատու,кішка
157,Bär::N,արջ,ведмідь
158,Eichhörnchen::N,սկյուռ,білка
159,Elch::N,հիւսիսային եղջերու,лось
160,Fuchs::N,աղվես,лисиця
161,Hase::N,նապաստակ,заєць
162,Maus::N,մուկ,миша
163,Wolf::N,գայլ,вовк
164,Vogel::N,թռչուն,птах
165,Schwarm::N,երամ,зграя
166,Huhn::N,հավ,курка
167,Hahn::N,աքաղաղ,півень
168,Gans::N,սագ,гуска
169,Adler::N,արծիվ,орел
170,Ente::N,բադ,качка
171,Eule::N,բու,сова
172,Kranich::N,կռունկ,журавель
173,Krähe::N,ագռավ,ворона
174,Kuckuck::N,կուկու,зозуля
175,Schwan::N,կարապ,лебідь
176,Fisch::N,ձուկ,риба
177,Barsch::N,պերկես,окунь
178,Hecht::N,գայլաձուկ,щука
179,Schlange[Tier]::N,օձ,змія
180,Wurm::N,որդ,черв’як
181,Wurm::N,ճիճու,черв’як
182,Spinne::N,սարդ,павук
183,Ameise::N,միջյուն,мурашка
184,Laus::N,ոջիլ,воша
185,Mücke::N,մժղուկ,комар
186,Fliege::N,ճանճ,муха
187,Schmetterling::N,թիթեռ,метелик
188,Beere::N,հատապտուղ,ягода
189,Apfel::N,խնձոր,яблуко
190,Pilz::N,սունկ,гриб
191,Zwiebel::N,սոխ,цибуля
192,Saat::N,սերմ,сім’я
193,Korn::N,հատիկ,зерно
194,Heu::N,խոտ,сіно
195,Schale::N,կեղեւ,шкірка
196,Grube::N,փոս,яма
197,Falle::N,ծուղակ,пастка
198,Schlinge::N,խեղդան,петля
199,Spur::N,հետք,слід
200,Asche::N,մոխիր,зола
201,Asche::N,մոխիր,попіл
202,Dreck::N,աղտ,бруд
203,Eisen::N,երկաթ,залізо
204,Gold::N,ոսկի,золото
205,Silber::N,արծաթ,срібло
206,Kohle::N,քարածուխ,вугілля
207,Glas::N,ապակի,скло
208,Lehm::N,կավ,глина
209,Sand::N,ավազ,пісок
210,Mensch::N,մարդ,людина
211,Mann::N,մարդ,чоловік
212,Mann::N,տղամարդ,чоловік
213,Frau::N,կին,жінка
214,Kind::N,զավակ,дитина
215,Junge::N,տղա,хлопець
216,Mädchen::N,աղջիկ,дівчина
217,Familie::N,ընտանիք,сім’я
218,Familie::N,ընտանիք,родина
219,Großvater::N,պապ,дідусь
220,Großmutter::N,տատ,бабуся
221,Eltern::N,ծնողներ,батьки
222,Vater::N,հայր,батько
223,Mutter::N,մայր,мати
224,Sohn::N,որդի,син
225,Tochter::N,աղջիկ,дочка
226,Tochter::N,դուստր,дочка
227,Bruder::N,եղբայր,брат
228,Schwester::N,քույր,сестра
229,Onkel::N,քեռի,дядько
230,Onkel::N,հորեղբայր,дядько
231,Tante::N,մորաքույր,тітка
232,Ehemann::N,մարդ,чоловік
233,Ehemann::N,ամուսին,чоловік
234,Ehefrau::N,կին ամուսին,жінка
235,Ehefrau::N,կին ամուսին,дружина
236,Freude::N,ուրախություն,радощі
237,Gelächter::N,ծիծաղ,сміх
238,Glück::N,երջանկություն,щастя
239,Kummer::N,վիշտ,горе
240,Wunsch::N,ցանկություն,бажання
241,Lust::N,փափագ,бажання
242,Lust::N,իղձ,бажання
243,Geist::N,ոգի,дух
244,Gedanke::N,միտք,думка
245,Gedächtnis::N,հիշողություն,пам’ять
246,Verstand::N,խելք,розум
247,Sinn::N,իմաստ,зміст
248,Sinn::N,իմաստ,значення
249,Grund::N,պատճառ,причина
250,Wahrheit::N,ճշմարտություն,правда
251,Gespräch::N,զրույց,розмова
252,Märchen::N,պայիկի պատմություն,байка
253,Erzählung::N,պատմվածք,повість
254,Erzählung::N,պատմվածք,оповідання
255,Erzählung::N,պատմություն,повість
256,Erzählung::N,պատմություն,оповідання
257,Nachricht::N,հաղորդագրություն,повідомлення
258,Neuigkeit::N,լուր,новина
259,Neuigkeit::N,նորություն,новина
260,Name::N,անուն,ім’я
261,Rätsel::N,բարդ խնդիր,загадка
262,Rede::N,ճառ,промова
263,Rede::N,ելույթ,промова
264,Sprache::N,լեզու,мова
265,Stimme::N,ձայն,голос
266,Wort::N,բառ,слово
267,Zeichen::N,նշան,знак
268,Ruf::N,կոչ,оклик
269,Ruf::N,կանչ,оклик
270,Lärm::N,աղմուկ,шум
271,Laut::N,հնչյուն,звук
272,Laut::N,ձայն,звук
273,Ton::N,տոն,тон
274,Lied::N,երգ,пісня
275,Ruhe::N,անդորրություն,спокій
276,Leute::N,մարդիկ,люди
277,Volk::N,ազգ,народ
278,Arbeit::N,գործ,робота
279,Arbeit::N,աշխատանք,робота
280,Gast::N,հյուր,гість
281,Geschenk::N,նվեր,подарунок
282,Spiel::N,խաղ,гра
283,Gesellschaft::N,ընկերություն,товариство
284,Hilfe::N,օգնությթուն,допомога
285,Freund::N,ընկեր,друг
286,Freund::N,ընկեր,приятель
287,Freund::N,բարեկամ,друг
288,Freund::N,բարեկամ,приятель
289,Kamerad::N,ուղեկից,товариш
290,Angelegenheit::N,բան,справа
291,Angelegenheit::N,գործ,справа
292,Anzahl::N,քանակ,число
293,Anzahl::N,գումար,число
294,Art::N,տեսակ,рід
295,Stück::N,կտոր,кусок
296,Teil::N,մաս,частина
297,Hälfte::N,կես,половина
298,Kreis::N,շիջանակ,круг
299,Kreis::N,շիջանակ,коло
300,Kreuz::N,խաչ,хрест
301,Linie::N,գիծ,лінія
302,Strich::N,գիծ,штрих
303,Abstand::N,անջրպետ,проміжок
304,Entfernung::N,հեռավորություն,відстань
305,Gegend::N,շրջան,місцевість
306,Platz::N,տարածություն,площа
307,Ort::N,տեղ,місце
308,Ort::N,վայր,місце
309,Seite::N,կողմ,сторона
310,Mitte::N,մեջտեղ,середина
311,Gegenstand::N,առարկա,предмет
312,Sache::N,բան,річ
313,Rand::N,վերջք,край
314,Kante::N,եզր,ребро
315,Ecke::N,անկյուն,ріг
316,Spitze::N,ծայր,кінчик
317,Ende::N,ծայր,кінець
318,Loch::N,անցք,діра
319,Winkel::N,անկյուն,куток
320,Muster::N,օրինակ,узор
321,Größe::N,մեծություն,розмір
322,Länge::N,երկարություն,довжина
323,Höhe::N,բարձրություն,висота
324,Gewicht::N,կշիռ,вага
325,Menge::N,քանակ,кількість
326,Haufen::N,դեզ,купа
327,Haufen::N,կույտ,купа
328,Reihe::N,շարք,ряд
329,Reihe::N,կարգ,ряд
330,Boot::N,նավակ,човен
331,Ruder::N,թի,весло
332,Ruder::N,թիակ,весло
333,Schlitten::N,բալխիր,сани
334,Ski::N,դահուկ,лижа
335,Lagerfeuer::N,բացօդեայ կրակ,вогнище
336,Last::N,բեռ,тягар
337,Last::N,բեռ,вантаж
338,Gang::N,զբոսանք,хід
339,Schritt::N,քայլ,крок
340,Norden::N,հյուսիս,північ
341,Süden::N,հարավ,південь
342,Westen::N,արեւմուտք,захід
343,Osten::N,արեւելք,схід
344,Holz::N,փայտ,дрова
345,Brett::N,տախտակ,дошка
346,Platte::N,թիթեղ,плита
347,Stütze::N,նեցուկ,підпірка
348,Stange::N,ձող,жердина
349,Stock::N,փայտ,палиця
350,Stab::N,ցուպ,палиця
351,Stab::N,գավազան,палиця
352,Rohr::N,խողովակ,труба
353,Haus::N,տուն,дім
354,Haus::N,տուն,хата
355,Heim::N,տուն,житло
356,Ofen::N,վառարան,піч
357,Fußboden::N,հատակ,підлога
358,Tisch::N,սեղան,стіл
359,Stuhl::N,աթոռ,стілець
360,Wiege::N,օրորոց,колиска
361,Bett::N,անկողին,ліжко
362,Bett::N,անկողին,постіль
363,Regal::N,դարակ,полиця
364,Kiste::N,տուփ,ящик
365,Fenster::N,պատուհան,вікно
366,Tür::N,դուռ,двері
367,Tor::N,դարպաս,ворота
368,Zaun::N,ցանկապատ,паркан
369,Zaun::N,ցանկապատ,огорожа
370,Dach::N,տանիք,дах
371,Dach::N,կտուր,дах
372,Leiter::N,սանդուղք,драбина
373,Besen::N,ավել,мітла
374,Spaten::N,բահ,заступ
375,Schaufel::N,թի,совок
376,Schaufel::N,թի,лопата
377,Gabel::N,պատառաքաղ,виделка
378,Löffel::N,գդալ,ложка
379,Messer::N,դանակ,ніж
380,Nagel::N,մեխ,цвях
381,Netz::N,ցանց,сіть
382,Haken::N,կարթ,крюк
383,Griff::N,կոթ,ручка
384,Griff::N,կոթ,держак
385,Griff::N,բռնակ,ручка
386,Griff::N,բռնակ,держак
387,Schloss::N,կողպեք,замок
388,Bild::N,նկար,картина
389,Bild::N,պատկեր,картина
390,Figur::N,քանդակ,фігура
391,Figur::N,պատկեր,фігура
392,Puppe::N,տիկնիկ,лялька
393,Beutel::N,տոպրակ,мішечок
394,Beutel::N,տոպրակ,торбинка
395,Bündel::N,կապոց,в’язка
396,Tasche::N,պայուսակ,сумка
397,Eimer::N,դույլ,відро
398,Deckel::N,կափարիչ,кришка
399,Geschirr::N,ամանեղեն,посуд
400,Sack::N,պարկ,мішок
401,Sack::N,տոպրակ,мішок
402,Tasse::N,թաս,чашка
403,Tasse::N,գավաթ,чашка
404,Topf::N,անոթ,горщик
405,Kessel::N,կաթսա,котел
406,Essen::N,կերակուր,їжа
407,Nahrung::N,ուտելիք,харч
408,Speise::N,խորտիկ,страва
409,Speise::N,կերակուր,страва
410,Fleisch::N,միս,м’ясо
411,Getreide::N,հացահատիկ,хліб
412,Getreide::N,հացահատիկ,збіжжя
413,Brei::N,լանդակ,каша
414,Brot::N,հաց,хліб
415,Scheibe::N,կտոր,скибочка
416,Scheibe::N,պատառ,скибочка
417,Fett::N,ճարպ,жир
418,Butter::N,կարագ,масло
419,Öl::N,ձեթ,олія
420,Salz::N,աղ,сіль
421,Suppe::N,սուպ,суп
422,Suppe::N,ապուր,суп
423,Honig::N,մեղր,мед
424,Milch::N,կաթ,молоко
425,Tee::N,թեյ,чай
426,Leder::N,կաշի,шкіра
427,Wolle::N,բուրդ,шерсть
428,Stoff::N,գործվածք,тканина
429,Nadel::N,ասեղ,голка
430,Faden::N,թել,нитка
431,Knopf::N,կոճակ,ґудзик
432,Knoten::N,հանգույց,вузол
433,Farbe::N,ներկ,фарба
434,Kleidung::N,հագուստ,одяг
435,Kleidung::N,հագուստ,убрання
436,Hemd::N,վերնաշապիկ,сорочка
437,Kragen::N,օձիք,комір
438,Ärmel::N,թեւք,рукав
439,Hose::N,շալվար,брюки
440,Gürtel::N,գոտի,пояс
441,Mütze::N,կեպի,шапка
442,Schuh::N,կոշիկ,ботинок
443,Stiefel::N,երկարաճիթ կոշիկ,чобіт
444,Ring::N,զնգալ,кільце
445,Band::N,ժապավեն,стрічка
446,Kamm::N,սանր,гребінець
447,Spiegel::N,հայելի,дзеркало
448,Riemen::N,փոկ,ремінь
449,Schnur::N,լար,вірьовка
450,Leine::N,փոկ,шворка
451,Decke::N,վերմակ,ковдра
452,Kissen::N,բարձ,подушка
453,Tuch::N,թաշկինակ,хустка
454,Handtuch::N,սրբիչ,рушник
455,Kraft::N,ուժ,сила
456,Stärke::N,պնդություն,сила
457,Stärke::N,ամրություն,сила
458,Gesundheit::N,առողջություն,здоров’я
459,Krankheit::N,ախտ,хвороба
460,Krankheit::N,հիվանդություն,хвороба
461,Schmerz::N,ցավ,біль
462,Schmerz::N,տանջանք,біль
463,Wunde::N,վերք,рана
464,Fieber::N,տենդ,гарячка
465,Arznei::N,դեղ,ліки
466,Brücke::N,կամուրջ,міст
467,Brunnen::N,հոր,колодязь
468,Brunnen::N,ջրհոր,колодязь
469,Weide::N,արոտավայր,пасовище
470,Pfad::N,արահետ,стежка
471,Weg::N,ուղի,шлях
472,Weg::N,ուղի,дорога
473,Straße::N,ճանապարհ,вулиця
474,Dorf::N,գյուղ,село
475,Stadt::N,քաղաք,місто
476,Brief::N,նամակ,лист
477,Buch::N,գիրք,книга
478,Buch::N,գիրք,книжка
479,Buchstabe::N,տառ,буква
480,Buchstabe::N,տառ,літера
481,Buchstabe::N,գիր,буква
482,Buchstabe::N,գիր,літера
483,Zeitung::N,լրագիր,газета
484,Leben::N,կյանք,життя
485,Tod::N,մահ,смерть
486,Grab::N,գերեզման,могила
487,Kirche::N,եկեղեցի,церква
488,Sünde::N,մեղք,гріх
489,Gott::N,աստված,бог
490,Arbeiter::N,բանվոր,робітник
491,Arbeiter::N,աշխատող,робітник
492,Chef::N,տեր,хазяїн
493,Meister::N,վարպետ,умілець
494,Arzt::N,բժիշկ,лікар
495,Lehrer::N,ուսուցիչ,вчитель
496,Geld::N,փող,гроші
497,Geschäft::N,գործ,заняття
498,Geschäft::N,աշխատանք,заняття
499,Laden::N,կրպակ,магазин
500,Laden::N,կրպակ,крамниця
501,Laden::N,խանութ,магазин
502,Laden::N,խանութ,крамниця
503,Preis::N,գին,ціна
504,Ware::N,ապրանք,товар
505,Nutzen::N,օգուտ,вигода
506,Nutzen::N,օգուտ,користь
507,Reichtum::N,հարստություն,багатство
508,Welt::N,աշխարհ,світ
509,Land::N,երկիր,країна
510,Staat::N,պետություն,держава
511,König::N,արքա,король
512,König::N,թագավոր,король
513,Macht::N,իշխանություն,влада
514,Grenze::N,սահման,кордон
515,Krieg::N,պատերազմ,війна
516,Feind::N,թշնամի,ворог
517,Gewalt::N,բռնություն,насильство
518,Gewalt::N,սաստկություն,насильство
519,Kampf::N,մարտ,бій
520,Kampf::N,մարտ,боротьба
521,Bogen[Waffe]::N,աղեղ,лук
522,Pfeil::N,նետ,стріла
523,Gewehr::N,հրացան,рушниця
524,Gewehr::N,հրացան,гвинтівка
525,Fehler::N,սխալ,помилка
526,Lüge::N,սուտ,брехня
527,Schaden::N,վնաս,шкода
528,Schaden::N,վնաս,збиток
529,Unglück::N,դժբախտություն,нещастя
530,Schuld::N,պակասություն,провина
531,Alter::N,հասակ,вік
532,Alter::N,հասակ,літа
533,Schluss::N,վերջ,кінець
534,Schluss::N,վախճան,кінець
535,Zeit::N,ժամանակ,час
536,Tag::N,օր,день
537,Morgen::N,առավոտ,ранок
538,Mittag::N,կեսօր,південь
539,Abend::N,երեկո,вечір
540,Nacht::N,գիշեր,ніч
541,Woche::N,շաբաթ,тиждень
542,Monat::N,ամիս,місяць
543,Jahr::N,տարի,рік
544,Frühling::N,գարուն,весна
545,Sommer::N,ամառ,літо
546,Herbst::N,աշուն,осінь
547,Winter::N,ձմեռ,зима
548,Januar::N,հունվար,січень
549,Februar::N,փետրվար,лютий
550,März::N,մարտ,березень
551,April::N,ապրիլ,квітень
552,Mai::N,մայիս,травень
553,Juni::N,հունիս,червень
554,Juli::N,հուլիս,липень
555,August::N,օգոստոս,серпень
556,September::N,սեպտեմբեր,вересень
557,Oktober::N,հոկտեմբեր,жовтень
558,November::N,նոյեմբեր,листопад
559,Dezember::N,դեկտեմբեր,грудень
560,Montag::N,երկուշաբթի,понеділок
561,Dienstag::N,երեքշաբթի,вівторок
562,Mittwoch::N,չորեքշաբթի,середа
563,Donnerstag::N,հինգշաբթի,четвер
564,Freitag::N,ուրբաթ,п’ятниця
565,Samstag::N,շաբաթ,субота
566,Sonntag::N,կիրակի,неділя
567,groß::A,մեծ,великий
568,groß::A,խոշոր,великий
569,klein::A,պստիկ,малий
570,klein::A,պստիկ,маленький
571,klein::A,փոքրիկ,малий
572,klein::A,փոքրիկ,маленький
573,lang::A,երկար,довгий
574,kurz::A,կարճ,короткий
575,breit::A,լայն,широкий
576,schmal::A,նեղ,вузький
577,dicht::A,խիտ,густий
578,dick[Gegenstand]::A,հաստ,товстий
579,dünn::A,բարակ,тонкий
580,fein::A,նուրբ,дрібний
581,fest::A,ամուր,міцний
582,fest::A,պինդ,міцний
583,flach::A,տափակ,плоский
584,glatt::A,հարթ,рівний
585,glatt::A,հարթ,гладенький
586,hart::A,կարծր,твердий
587,weich::A,մեղմ,м’який
588,weich::A,փափուկ,м’який
589,rund::A,կլոր,круглий
590,spitz::A,սրածայր,гострокінцевий
591,scharf::A,սուր,гострий
592,stumpf::A,գուլ,тупий
593,schwer::A,ծանր,важкий
594,schön::A,սիրուն,вродливий
595,schön::A,գեղեցիկ,вродливий
596,heiß::A,թեժ,жаркий
597,heiß::A,թեժ,гарячий
598,warm::A,տաք,теплий
599,warm::A,ջերմ,теплий
600,kalt::A,ցուրտ,холодний
601,kühl::A,զով,прохолодний
602,frisch::A,թարմ,свіжий
603,feucht::A,ղոնավ,вогкий
604,nass::A,թաց,мокрий
605,trocken::A,ցամաք,сухий
606,voll::A,լի,повний
607,voll::A,լիքը,повний
608,leer::A,դատարկ,пустий
609,offen::A,բաց,відкритий
610,geschlossen::A,գոց,закритий
611,geschlossen::A,գոց,зачинений
612,sauber::A,մաքուր,чистий
613,sauber::A,մաքուր,охайний
614,schmutzig::A,կեղտոտ,брудний
615,roh::A,հում,сирий
616,reif::A,հասած,зрілий
617,reif::A,հասուն,зрілий
618,lecker::A,համեղ,смачний
619,süß::A,անուշ,солодкий
620,bitter::A,կծու,гіркий
621,sauer::A,թթու,кислий
622,sauer::A,թթված,кислий
623,hell::A,պայծառ,світлий
624,hell::A,խելամիտ,світлий
625,dunkel::A,մութ,темний
626,schwarz::A,սեւ,чорний
627,weiß::A,սպիտակ,сивий
628,rot::A,կարմիր,червоний
629,gelb::A,դեղին,жовтий
630,blau::A,կապույտ,синій
631,grün::A,կանաչ,зелений
632,grau::A,գորշ,сірий
633,bunt::A,գոյնզգոյն,барвистий
634,billig::A,էժան,дешевий
635,teuer::A,թանկ,дорогий
636,wertvoll::A,թանկարժեք,цінний
637,blind::A,կույր,сліпий
638,taub::A,խուլ,глухий
639,kräftig::A,հզոր,могутній
640,stark::A,ուժեղ,сильний
641,schwach::A,տկար,слабкий
642,schwach::A,թույլ,слабкий
643,fett::A,գեր,жирний
644,fett::A,գեր,товстий
645,schlank::A,նիհար,тонкий
646,schlank::A,նիհար,стрункий
647,hübsch::A,գրավիչ,чарівний
648,hübsch::A,սիրունիկ,чарівний
649,böse::A,չար,злий
650,böse::A,չար,лихий
651,dumm::A,հիմար,дурний
652,faul::A,ծույլ,ледачий
653,fleißig::A,ջանասեր,старанний
654,fleißig::A,փութաջան,старанний
655,geizig::A,ագահ,скупий
656,geizig::A,կծծի,скупий
657,klug::A,խելոք,мудрий
658,klug::A,խելոք,розумний
659,klug::A,ընդունակ,мудрий
660,klug::A,ընդունակ,розумний
661,geschickt::A,ճարտար,умілий
662,lieb::A,սիրելի,милий
663,lustig::A,զվարթ,веселий
664,sanft::A,հեզ,лагідний
665,hungrig::A,քաղցած,голодний
666,krank::A,հիվանդ,слабий
667,nackt::A,մերկ,голий
668,traurig::A,տխուր,сумний
669,lebendig::A,կենդանի,живий
670,gut::A,լավ,добрий
671,schlecht::A,վատ,поганий
672,schlecht::A,վատ,кепський
673,richtig::A,ձիշտ,правильний
674,schlimm::A,լղրճուկ,бридкий
675,wahr::A,ճիշտ,справжній
676,wahr::A,իրական,справжній
677,alt::A,հին,старий
678,neu::A,նոր,новий
679,ehemalig::A,նախկին,колишній
680,alt[Lebewesen]::A,ծեր,старий
681,alt[Lebewesen]::A,պառավ,старий
682,jung::A,մատաղ,молодий
683,arm::A,աղքատ,бідний
684,reich::A,հարուստ,багатий
685,bekannt::A,ծանոթ,знайомий
686,berühmt::A,հայտնի,славетний
687,berühmt::A,հռչակավոր,славетний
688,fremd::A,օտար,чужий
689,verschieden::A,տարբեր,різний
690,nah::A,մոտ,близький
691,nah::A,մերձ,близький
692,fern::A,հեռավոր,далекий
693,linker::A,ձախ,лівий
694,rechter::A,աջ,правий
695,anderer::A,այլ,інакший
696,anderer::A,ուրիշ,інакший
697,erster::A,առաջին,перший
698,zweiter::A,երկրորդ,другий
699,dritter::A,երրորդ,третій
700,letzter::A,վերջին,останній
701,allein::ADV,միայնակ,сам
702,allein::ADV,միայնակ,один
703,auf einmal::ADV,միասնաբար,відразу
704,zusammen::ADV,միասին,разом
705,zusammen::ADV,միասին,спільно
706,zusammen::ADV,իրար հետ,разом
707,zusammen::ADV,իրար հետ,спільно
708,lange::ADV,երկար ժամանակ,довго
709,plötzlich::ADV,հանկարծ,раптом
710,sofort::ADV,իսկույն,зараз
711,später::ADV,ավելի ուշ,пізніше
712,später::ADV,հետո,пізніше
713,jetzt::ADV,այժմ,тепер
714,heute::ADV,այսօր,сьогодні
715,morgen::ADV,վաղը,завтра
716,bald::ADV,շուտով,незабаром
717,dann::ADV,ապա,потім
718,dann::ADV,հետո,потім
719,gestern::ADV,երեկ,вчора
720,einst::ADV,հին ատեն,колись
721,damals::ADV,ատէնին,тоді
722,danach::ADV,ապա,згодом
723,danach::ADV,այն ժամանակ,згодом
724,vorher::ADV,առաջ,раніше
725,zuerst::ADV,նախ,спершу
726,zuerst::ADV,նախ,спочатку
727,einmal::ADV,մի անգամ,один раз
728,manchmal::ADV,երբեմն,іноді
729,manchmal::ADV,երբեմն,інколи
730,oft::ADV,հաճախ,часто
731,immer::ADV,միշտ,завжди
732,niemals::ADV,երբեք,ніколи
733,hier::ADV,այստեղ,тут
734,hierhin::ADV,այստեղ,сюди
735,von hier::ADV,այդտեղից,звідси
736,dort::ADV,այնտեղ,там
737,dorthin::ADV,այնտեղ,туди
738,geradeaus::ADV,ուղիղ,прямо
739,vorwärts::ADV,առաջ,вперед
740,rückwärts::ADV,դեպի ետ,назад
741,zurück::ADV,ետ,назад
742,unten::ADV,ներքեւում,внизу
743,hinab::ADV,ներքեւ,вниз
744,oben::ADV,վերեւում,вгорі
745,hinauf::ADV,վերեւ,вгору
746,überall::ADV,ամենուր,скрізь
747,nicht::ADV,չէ,не
748,ein wenig::ADV,մի քիչ,трохи
749,ein wenig::ADV,մի քիչ,небагато
750,kaum::ADV,հազիվ,ледве
751,sehr::ADV,շատ,дуже
752,so::ADV,այդպես,так
753,noch::ADV,դեռ,ще
754,nur::ADV,միայն,лише
755,nur::ADV,միայն,тільки
756,schon::ADV,արդեն,вже
757,wieder::ADV,նորից,знову
758,wieder::ADV,դարձյալ,знову
759,vergebens::ADV,իզուր,дарма
760,vor::PRP,դիմացը,перед
761,hinter::PRP,ետեւը,ззаду
762,hinter::PRP,ետեւը,позаду
763,unter::PRP,տակ,під
764,durch::PRP,միջով,крізь
765,neben::PRP,քովը,біля
