,Concept_ID,xal,es
804,noch::ADV,ода чигн,aún
805,noch::ADV,ода чигн,todavía
806,nur::ADV,һанцхн,solamente
807,schon::ADV,одх,ya
808,wieder::ADV,бас,de nuevo
809,vergebens::ADV,киидән,en vano
810,vor::PRP,урд,antes de
811,vor::PRP,урд,delante de
812,hinter::PRP,ца,tras
813,hinter::PRP,ца,detrás de
814,unter::PRP,дор,bajo
815,unter::PRP,дор,debajo de
816,durch::PRP,ивт,por
817,durch::PRP,ивт,a través de
818,durch::PRP,дундаһур,por
819,durch::PRP,дундаһур,a través de
820,neben::PRP,хаҗуд,al lado de
821,zwischen::PRP,хоорнд,entre
822,wegen::PRP,көлтә,por
823,wegen::PRP,көлтә,a causa de
824,wegen::PRP,деерәс,por
825,wegen::PRP,деерәс,a causa de
826,dies::PRN,эн,esto
827,das::PRN,тер,eso
828,das::PRN,тер,esto
829,alles::PRN,цуһар,todo
830,ich::PRN,би,yo
831,du::PRN,чи,tú
832,er::PRN,тер,él
833,wir::PRN,мадн,nosotros
834,ihr::PRN,та,vosotros
835,sie::PRN,тедн,ellos
836,was::FPRN,юн,qué
837,wer::FPRN,кен,quién
838,wo::FADV,хама,dónde
839,wohin::FADV,хамаран,adónde
840,wohin::FADV,хамаран,hacia dónde
841,wie::FADV,яһҗ,cómo
842,wie::FADV,яһад,cómo
843,warum::FADV,юңгад,por qué
844,wieviel::FNUM,кедү,cuánto
845,eins::NUM,негн,uno
846,zwei::NUM,хойр,dos
847,drei::NUM,һурвн,tres
848,vier::NUM,дөрвн,cuatro
849,fünf::NUM,тавн,cinco
850,sechs::NUM,зурһан,seis
851,sieben::NUM,долан,siete
852,acht::NUM,нәәмн,ocho
853,neun::NUM,йисн,nueve
854,zehn::NUM,арвн,diez
855,elf::NUM,арвн негн,once
856,zwölf::NUM,арвн хойр,doce
857,zwanzig::NUM,хөрн,veinte
858,dreißig::NUM,һучн,treinta
859,vierzig::NUM,дөчн,cuarenta
860,fünfzig::NUM,тәвн,cincuenta
861,sechzig::NUM,җирн,sesenta
862,siebzig::NUM,далн,setenta
863,achtzig::NUM,найн,ochenta
864,neunzig::NUM,йирн,noventa
865,hundert::NUM,зун,cien
866,hundert::NUM,зун,ciento
867,tausend::NUM,миңһн,mil
868,und::CNJ,болн,y
869,oder::CNJ,эс гиҗ,o
870,oder::CNJ,эс гихлә,o
871,stehen::V,зогсх,estar de pie
872,sitzen::V,суух,estar sentado
873,liegen::V,кевтх,yacer
874,liegen::V,кевтх,estar acostado
875,hängen::V,өлгәтә бәәх,pender
876,werden::V,болх,hacerse
877,passieren::V,болх,suceder
878,beginnen::V,эклх,iniciarse
879,beginnen::V,эклх,principiar
880,enden::V,төгсх,acabar
881,enden::V,төгсх,terminar
882,wechseln::V,хүврх,variar
883,wechseln::V,хүврх,alternar
884,aufgehen[Sonne]::V,һарх,salir
885,untergehen[Sonne]::V,орх,ponerse
886,untergehen[Sonne]::V,орх,descender
887,untergehen[Sonne]::V,сүүрлх,ponerse
888,untergehen[Sonne]::V,сүүрлх,descender
889,scheinen[Sonne]::V,герлтх,brillar
890,donnern::V,күрҗңнх,tronar
891,wehen::V,сальклх,soplar
892,strömen::V,һооҗх,afluir
893,fließen::V,урсх,fluir
894,fließen::V,урсх,correr
895,sich drehen::V,эргх,girar
896,schwanken::V,дәәвлх,vacilar
897,schwingen::V,нәәхлх,oscilar
898,fallen::V,унх,caer
899,fallen::V,киисх,caer
900,brennen::V,шатх,arder
901,brennen::V,шатх,quemar
902,rauchen::V,ута һарһх,humear
903,rauchen::V,ута һарһх,echar humo
904,regnen::V,орх,llover
905,gefrieren::V,мөстх,helarse
906,tauen::V,хәәлх,deshelarse
907,schmelzen::V,хәәлх,fundirse
908,schmelzen::V,хәәлх,derretirse
909,schmelzen::V,хәәлгдх,fundirse
910,schmelzen::V,хәәлгдх,derretirse
911,trocknen::V,эврх,secarse
912,sieden::V,буслх,hervir
913,faulen::V,үмкәрх,pudrirse
914,verfaulen::V,илҗрх,pudrirse
915,reißen::V,тасрх,romperse
916,versinken::V,чивх,hundirse
917,vergehen::V,болх,pasar
918,erscheinen::V,һарх,aparecer
919,verschwinden::V,уга болх,desaparecer
920,sinken::V,татгдх,bajar
921,abnehmen::V,хасгдх,decrecer
922,abnehmen::V,хасгдх,disminuir
923,zunehmen::V,өсх,crecer
924,zunehmen::V,өсх,aumentar
925,steigen::V,немх,subir
926,steigen::V,немх,ascender
927,wachsen::V,өсх,crecer
928,wachsen::V,урһх,crecer
929,glänzen::V,гилвкх,brillar
930,glänzen::V,гилвкх,resplandecer
931,funkeln::V,цәклх,chispear
932,lärmen::V,шууглдх,hacer ruido
933,läuten::V,хоңх,sonar
934,läuten::V,хоңх,repicar
935,klingeln::V,җиңнулх,tocar el timbre
936,klirren::V,җиңнх,tintinear
937,brausen::V,догшрхх,zumbar
938,rauschen::V,сарҗңнх,murmurar
939,klingen::V,ә һарх,sonar
940,bellen::V,хуцх,ladrar
941,heulen::V,уульх,ulular
942,blasen::V,үләх,soplar
943,pfeifen::V,ишкрх,silbar
944,schreien::V,хәәкрх,gritar
945,stöhnen::V,түңшх,gemir
946,zittern::V,дагҗннх,temblar
947,leben::V,бәәх,vivir
948,geboren werden::V,төрх,nacer
949,atmen::V,әмсхлх,respirar
950,trinken::V,уух,beber
951,essen::V,идх,comer
952,schlucken::V,зальгх,tragar
953,müde werden::V,көшх,cansarse
954,müde werden::V,көшх,fatigarse
955,einschlafen::V,унтх,dormirse
956,schlafen::V,нөөрсх,dormir
957,aufwachen::V,серх,despertarse
958,aufstehen::V,босх,levantarse
959,sich erholen::V,амрх,reposar
960,sich erholen::V,амрх,descansar
961,krank werden::V,гемтх,caer enfermo
962,krank sein::V,шалтглх,estar enfermo
963,schmerzen::V,өвдх,doler
964,husten::V,ханях,toser
965,genesen::V,эдгх,convalecer
966,genesen::V,эдгх,restablecerse
967,sterben::V,үкх,morir
968,sterben::V,өңгрх,morir
969,umkommen::V,үкх,perecer
970,sich bewegen::V,көдлх,moverse
971,sich bewegen::V,көндрх,moverse
972,sich rühren::V,көндрх,rebullir
973,sich erheben::V,босх,levantarse
974,sich setzen::V,суух,sentarse
975,hinfallen::V,унх,caerse
976,hinfallen::V,киисх,caerse
977,laufen::V,йовх,andar
978,schreiten::V,алхх,proceder
979,spazierengehen::V,сергҗ йовх,pasear
980,spazierengehen::V,сергҗ йовх,pasearse
981,eilen::V,шулудх,correr prisa
982,sich beeilen::V,адһх,darse prisa
983,sich beeilen::V,шамдх,darse prisa
984,sausen::V,хурдлх,correr
985,sausen::V,йир_хурдар_гүүх,correr
986,sausen::V,йир_хурдар_йовх,correr
987,rennen::V,гүүх,correr
988,springen::V,һәрәдх,saltar
989,klettern::V,давшх,trepar
990,klettern::V,давшх,escalar
991,schaukeln::V,дүүдңндх,bambolearse
992,kriechen::V,мөлкх,reptar
993,kriechen::V,мөлкх,arrastrarse
994,schwimmen::V,усчх,nadar
995,tauchen::V,булхх,bucear
996,tauchen::V,булхх,sumergirse
997,rudern::V,хәәвдх,remar
998,fahren::V,йовх,ir
999,fliegen::V,нисх,volar
1000,gehen::V,йовх,ir
1001,gehen::V,йовх,andar
1002,weggehen::V,йовх,irse
1003,weggehen::V,йовх,marcharse
1004,weggehen::V,одх,irse
1005,weggehen::V,одх,marcharse
1006,weggehen::V,һарх,irse
1007,weggehen::V,һарх,marcharse
1008,weggehen::V,мөрлх,irse
1009,weggehen::V,мөрлх,marcharse
1010,abfahren::V,мордх,salir
1011,abfahren::V,мордх,partir
1012,anhalten::V,зогсх,parar
1013,anhalten::V,зогсх,pararse
1014,hineingehen::V,орх,entrar
1015,eintreten::V,орх,entrar
1016,kommen::V,ирх,venir
1017,ankommen::V,ирх,llegar
1018,zurückkommen::V,орх,volver
1019,zurückkommen::V,орх,regresar
1020,bleiben::V,бәәх,quedarse
1021,warten::V,күләх,esperar
1022,erwarten::V,күләх,esperar
1023,suchen::V,хәәх,buscar
1024,finden::V,олх,hallar
1025,finden::V,олх,encontrar
1026,versuchen::V,седх,intentar
1027,vorbereiten::V,белдх,preparar
1028,lieben::V,дурлх,amar
1029,lieben::V,дурлх,querer
1030,mögen::V,таассгдх,querer
1031,lachen::V,инәх,reír
1032,rühren::V,уйрах,conmover
1033,weinen::V,уульх,llorar
1034,schimpfen::V,харах,regañar
1035,sich ärgern::V,уурлх,enfadarse
1036,sich fürchten::V,әәх,tener miedo
1037,fürchten::V,әәх,temer
1038,fürchten::V,әәх,tener miedo a
1039,fürchten::V,сүрдх,temer
1040,fürchten::V,сүрдх,tener miedo a
1041,fliehen::V,зулх,huir
1042,flüchten::V,орһх,escaparse
1043,flüchten::V,зулх,escaparse
1044,sehen::V,үзх,ver
1045,anschauen::V,харх,mirar
1046,ansehen::V,хәләх,mirar
1047,ansehen::V,үзх,mirar
1048,hören::V,соңсх,oír
1049,zuhören::V,соңсх,escuchar
1050,probieren::V,амсх,probar
1051,probieren::V,амсх,degustar
1052,riechen::V,үнрчлх,oler
1053,fühlen::V,медх,sentir
1054,scheinen::V,болҗ медгдх,parecer
1055,scheinen::V,миниһәр болхла,parecer
1056,scheinen::V,болад бәәх,parecer
1057,zu sehen sein::V,үзгдх,poder verse
1058,vernehmen::V,соңсх,oír
1059,vernehmen::V,соңсх,percibir
1060,frieren::V,даарх,tener frío
1061,tun::V,кех,hacer
1062,können::V,чадх,poder
1063,wollen::V,дурлх,querer
1064,anfangen::V,эклх,iniciar
1065,beenden::V,дуусх,acabar
1066,beenden::V,дуусх,terminar
1067,aufhören::V,уурх,cesar
1068,gelingen::V,бүтх,salir bien
1069,gelingen::V,күцәх,salir bien
1070,geraten::V,болх,salir
1071,geraten::V,болх,dar resultado
1072,öffnen::V,секх,abrir
1073,schließen::V,хаах,cerrar
1074,stellen::V,тәвх,poner
1075,stellen::V,тәвх,colocar
1076,setzen::V,суулһх,poner
1077,setzen::V,суулһх,colocar
1078,legen::V,тәвх,poner
1079,berühren::V,көндәх,tocar
1080,verbinden::V,боох,unir
1081,verbinden::V,боох,juntar
1082,bedecken::V,хучх,tapar
1083,bedecken::V,хучх,cubrir
1084,bedecken::V,бүркх,tapar
1085,bedecken::V,бүркх,cubrir
1086,aufhängen::V,өлгх,colgar
1087,anzünden::V,асах,encender
1088,anzünden::V,шатах,encender
1089,aufheben::V,өөдән өргх,recoger
1090,zurücklassen::V,үлдәх,dejar
1091,verlieren::V,геех,perder
1092,fallen lassen::V,алдх,dejar caer
1093,machen::V,кех,hacer
1094,herstellen::V,кех,fabricar
1095,bauen::V,тосхх,construir
1096,reparieren::V,ясх,reparar
1097,verbessern::V,сәәрүлх,mejorar
1098,ändern::V,хүврәх,mudar
1099,ändern::V,хүврәх,modificar
1100,graben::V,малтх,cavar
1101,beugen::V,нуһлх,doblar
1102,beugen::V,нуһлх,inclinar
1103,biegen::V,матилһх,doblar
1104,drehen::V,эргүлх,volver
1105,drehen::V,эргүлх,hacer girar
1106,wenden::V,көмрх,volver
1107,wenden::V,эргүлх,volver
1108,umdrehen::V,эргүлх,revolver
1109,heben::V,өргх,levantar
1110,heben::V,деер өргх,levantar
1111,hochheben::V,өргх,alzar
1112,ergreifen::V,бәрх,coger
1113,halten::V,бәрх,tener
1114,drücken::V,шахх,apretar
1115,schieben::V,түлкх,empujar
1116,kratzen::V,мааҗх,rascar
1117,lecken::V,долах,lamer
1118,beißen::V,хазх,morder
1119,abreißen::V,таслх,arrancar
1120,abschneiden::V,тәәрх,cortar
1121,binden::V,боох,atar
1122,stecken::V,шаах,meter
1123,stecken::V,хатхх,meter
1124,brechen::V,хамхлх,romper
1125,brechen::V,хамхлх,quebrar
1126,klopfen::V,цокх,golpear
1127,hauen::V,цокх,pegar
1128,kleben::V,наах,pegar
1129,kleben::V,наах,encolar
1130,reiben::V,зүлгх,frotar
1131,streichen::V,наах,untar
1132,streichen::V,наах,recubrir
1133,streichen::V,лашх,untar
1134,streichen::V,лашх,recubrir
1135,streichen::V,түркх,untar
1136,streichen::V,түркх,recubrir
1137,schleifen::V,хурцлх,afilar
1138,schneiden::V,хәәчлх,cortar
1139,rütteln::V,дәәвлүлх,agitar
1140,schütteln::V,сегсрх,agitar
1141,schütteln::V,сегсрх,sacudir
1142,schwenken::V,дайлх,menear
1143,schütten::V,кех,verter
1144,füllen::V,дүүргх,llenar
1145,einwickeln::V,орах,envolver
1146,tragen::V,зөөх,llevar
1147,schleppen::V,чирх,arrastrar
1148,ziehen::V,татх,tirar
1149,aufbewahren::V,хадһлх,conservar
1150,werfen::V,хайх,echar
1151,werfen::V,хайх,lanzar
1152,fangen::V,бәрх,coger
1153,fangen::V,хавлх,coger
1154,packen::V,бәрх,agarrar
1155,verstecken::V,дүрх,esconder
1156,verstecken::V,бултулх,esconder
1157,teilen::V,хувах,partir
1158,teilen::V,хувах,dividir
1159,schicken::V,илгәх,enviar
1160,bringen::V,авч ирх,traer
1161,hinzufügen::V,немх,añadir
1162,bekommen::V,авх,obtener
1163,bekommen::V,авх,conseguir
1164,erhalten::V,авх ,recibir
1165,nehmen::V,авх,tomar
1166,wählen::V,шүүх,elegir
1167,auswählen::V,шүүх,escoger
1168,auswählen::V,шүүх,seleccionar
1169,bewahren::V,хадһлх,guardar
1170,bewahren::V,хадһлх,preservar
1171,bewahren::V,кевтнь үлдәх,guardar
1172,bewahren::V,кевтнь үлдәх,preservar
1173,bewahren::V,кевтнь бәәлһх,guardar
1174,bewahren::V,кевтнь бәәлһх,preservar
1175,behindern::V,харшлх,estorbar
1176,behindern::V,харшлх,obstaculizar
1177,verderben::V,үрәх,estropear
1178,beschädigen::V,эвдх,deteriorar
1179,zerbrechen::V,күүлх,romper
1180,zerbrechen::V,күүлх,quebrar
1181,zerbrechen::V,хамхлх,romper
1182,zerbrechen::V,хамхлх,quebrar
1183,zerreißen::V,шуучх,desgarrar
1184,zerreißen::V,шуучх,despedazar
1185,zerstören::V,эвдх,destruir
1186,zerstören::V,эвдх,destrozar
1187,verbrennen::V,шатах,quemar
1188,geben::V,өгх,dar
1189,reichen::V,өгх,pasar
1190,schenken::V,белглх,regalar
1191,versprechen::V,амлх,prometer
1192,wünschen::V,сә хәәх,desear
1193,loben::V,магтх,alabar
1194,küssen::V,үмсх,besar
1195,wiegen::V,саатулх,mecer
1196,zudecken::V,бүркх,tapar
1197,zudecken::V,бүркх,cubrir
1198,wecken::V,серүлх,despertar
1199,zeigen::V,үзүлх,mostrar
1200,führen::V,көтлх,guiar
1201,führen::V,көтлх,conducir
1202,lehren::V,заах,enseñar
1203,lehren::V,заах,instruir
1204,lehren::V,сурһх,enseñar
1205,lehren::V,сурһх,instruir
1206,unterrichten::V,сурһх,enseñar
1207,unterrichten::V,багшлх,enseñar
1208,aufziehen::V,өскәх,criar
1209,leiten::V,һардх,guiar
1210,leiten::V,һардх,dirigir
1211,leiten::V,толһалх,guiar
1212,leiten::V,толһалх,dirigir
1213,antreiben::V,шамдах,impeler
1214,antreiben::V,шамдах,impulsar
1215,lassen::V,күч үзүлх,hacer
1216,einladen::V,үрх,invitar
1217,vereinigen::V,хамцулх,unir
1218,besuchen::V,одх,visitar
1219,besuchen::V,одх,ir a ver
1220,treffen::V,харһх,encontrar
1221,sich versammeln::V,цуглрх,reunirse
1222,sich versammeln::V,цуглрх,congregarse
1223,sich versammeln::V,хурх,reunirse
1224,sich versammeln::V,хурх,congregarse
1225,spielen::V,наадх,jugar
1226,singen::V,дуулх,cantar
1227,tanzen::V,биилх,bailar
1228,sich trennen::V,хаһцх,separarse
1229,verlassen::V,хайх,dejar
1230,verlassen::V,хайх,abandonar
1231,retten::V,әм аврх,salvar
1232,retten::V,әәмшгәс харсх,salvar
1233,bewachen::V,харх,vigilar
1234,bewachen::V,манх,vigilar
1235,schützen::V,харсх,proteger
1236,verteidigen::V,харсх,defender
1237,sich schlagen::V,гүвдлдх,batirse
1238,schießen::V,хах,tirar
1239,schießen::V,хах,disparar
1240,siegen::V,диилх,vencer
1241,ärgern::V,уурлулх,enojar
1242,ärgern::V,уурлулх,enfadar
1243,schlagen::V,цокх,pegar
1244,schlagen::V,цокх,golpear
1245,schlagen::V,гүвдх,pegar
1246,schlagen::V,гүвдх,golpear
1247,stechen::V,хатхх,pinchar
1248,stoßen::V,түлкчкх,empujar
1249,stehlen::V,хулхалх,robar
1250,stehlen::V,хулхалх,hurtar
1251,stören::V,һә болх,molestar
1252,belästigen::V,амр эс өгх,molestar
1253,belästigen::V,амр эс өгх,importunar
1254,verbergen::V,нуух,ocultar
1255,verbergen::V,нуух,esconder
1256,verbergen::V,бултулх,ocultar
1257,verbergen::V,бултулх,esconder
1258,täuschen::V,меклх,engañar
1259,betrügen::V,меклх,engañar
1260,betrügen::V,мек һарһх,engañar
1261,töten::V,алх,matar
1262,wohnen::V,бәәх,vivir
1263,wohnen::V,бәәх,habitar
1264,arbeiten::V,көдлх,trabajar
1265,sammeln::V,түүх,recoger
1266,sammeln::V,түүх,coleccionar
1267,pflücken::V,түүх,coger
1268,pflücken::V,хурах,coger
1269,jagen::V,аңнх,cazar
1270,jagen::V,аңһучлх,cazar
1271,fischen::V,заһс аңнх,pescar
1272,fassen::V,бәрх,atrapar
1273,fassen::V,бәрх,capturar
1274,hüten::V,хәрүлх,guardar
1275,treiben::V,туух,aballar
1276,anbinden::V,уйх,atar
1277,füttern::V,теҗәх,echar de comer
1278,melken::V,саах,ordeñar
1279,hacken::V,чавчх,picar
1280,hacken::V,чавчх,cortar
1281,gießen::V,услх,regar
1282,reifen::V,болх,madurar
1283,reifen::V,болвсрх,madurar
1284,zubereiten::V,белдх,preparar
1285,kochen::V,чанх,cocer
1286,kochen::V,чанх,guisar
1287,kochen::V,болһх,cocer
1288,kochen::V,болһх,guisar
1289,backen::V,болһх,hornear
1290,backen::V,болһх,cocer al horno
1291,braten::V,хуурх,asar
1292,braten::V,хуурх,freír
1293,umrühren::V,самрх,remover
1294,stricken::V,өлгх,hacer punto
1295,stricken::V,өлгх,hacer calceta
1296,nähen::V,уйх,coser
1297,färben::V,будх,teñir
1298,färben::V,будх,colorear
1299,reinigen::V,цеврлх,limpiar
1300,waschen::V,уһах,lavar
1301,abwischen::V,арчх,fregar
1302,abwischen::V,арчх,limpiar
1303,spülen::V,зәәлх,aclarar
1304,spülen::V,зәәлх,enjuagar
1305,fegen::V,сәвүрдх,barrer
1306,fegen::V,сәвүрдх,pasar la escoba
1307,kehren::V,сәвүрдх,barrer
1308,baden::V,өөмх,bañarse
1309,sich waschen::V,уһах,lavarse
1310,sich waschen::V,бийән уһаҗ,lavarse
1311,ausziehen::V,тәәлх,quitar
1312,ausziehen::V,тәәлх,quitarse
1313,anziehen::V,өмсх,ponerse
1314,sich anziehen::V,хувцлх,vestirse
1315,kämmen::V,самлх,peinar
1316,schmücken::V,чимх,adornar
1317,schmücken::V,кеерүлх,adornar
1318,sagen::V,келх,decir
1319,sprechen::V,келх,hablar
1320,reden::V,күүндх,hablar
1321,reden::V,күүндх,conversar
1322,reden::V,күр_кех,hablar
1323,reden::V,күр_кех,conversar
1324,sich unterhalten::V,күүндх,charlar
1325,sich unterhalten::V,күүндх,conversar
1326,fragen::V,сурх,preguntar
1327,bitten::V,эрх,rogar
1328,erzählen::V,келх,contar
1329,erzählen::V,келҗ өгх,contar
1330,mitteilen::V,медүлх,comunicar
1331,mitteilen::V,медүлх,participar
1332,nennen::V,нерәдх,llamar
1333,nennen::V,нерәдх,nombrar
1334,nennen::V,нер өгх,llamar
1335,nennen::V,нер өгх,nombrar
1336,rufen::V,дуудх,llamar
1337,prahlen::V,көөрх,jactarse
1338,übersetzen::V,орчулх,traducir
1339,denken::V,санх,pensar
1340,glauben::V,шүтх,creer
1341,glauben::V,нәәлх,creer
1342,bemerken::V,темдглх,notar
1343,erkennen::V,таньх,reconocer
1344,erkennen::V,медх,reconocer
1345,begreifen::V,медх,concebir
1346,verstehen::V,соңсх,entender
1347,verstehen::V,соңсх,comprender
1348,lernen::V,сурх,aprender
1349,wissen::V,медх,saber
1350,sich erinnern an::V,санх,recordar
1351,sich erinnern an::V,санх,acordarse de
1352,vergessen::V,мартх,olvidar
1353,messen::V,кемҗәлх,medir
1354,zählen::V,тоолх,contar
1355,rechnen::V,тоолх,contar
1356,rechnen::V,тоолх,calcular
1357,lesen::V,умшх,leer
1358,malen::V,зурх,pintar
1359,zeichnen::V,зурх,dibujar
1360,schreiben::V,бичх,escribir
1361,besitzen::V,эзлх,poseer
1362,kaufen::V,хулдҗ авх,comprar
1363,verkaufen::V,хулдх,vender
1364,verkaufen::V,гүүлгх,vender
1365,bezahlen::V,өгх,pagar
1366,zahlen::V,өгх,pagar
1367,beherrschen::V,эзлх,dominar
1368,ertragen::V,даах,soportar
1369,treten::V,,dar una patada a
