,Concept_ID,tr,ga
263,Kohle::N,kömür,gual
264,Glas::N,cam,gloine
265,Lehm::N,balçık,cré
266,Sand::N,kum,gaineamh
267,Mensch::N,insan,duine
268,Mann::N,adam,fear
269,Mann::N,erkek,fear
270,Frau::N,bayan,bean
271,Kind::N,çocuk,gasúr
272,Kind::N,çocuk,páiste
273,Junge::N,erkek çocuk,buachaill
274,Mädchen::N,kız,cailín
275,Familie::N,aile,teaghlach
276,Familie::N,aile,comhluadar
277,Großvater::N,dede,seanathair
278,Großvater::N,büyükbaba,seanathair
279,Großmutter::N,nine,seanmháthair
280,Großmutter::N,büyükanne,seanmháthair
281,Eltern::N,ebeveyn,tuismitheoirí
282,Eltern::N,ana baba,tuismitheoirí
283,Vater::N,ata,athair
284,Vater::N,baba,athair
285,Mutter::N,ana,máthair
286,Mutter::N,anne,máthair
287,Sohn::N,oğul,mac
288,Tochter::N,kız,iníon
289,Tochter::N,kız evlât,iníon
290,Bruder::N,abi,deartháir
291,Bruder::N,erkek kardeş,deartháir
292,Schwester::N,abla,deirfiúr
293,Schwester::N,kız kardeş,deirfiúr
294,Onkel::N,dayı,uncail
295,Tante::N,hala,aintín
296,Tante::N,teyze,aintín
297,Ehemann::N,koca,fear céile
298,Ehefrau::N,karı,bean chéile
299,Freude::N,neşe,áthas
300,Freude::N,sevinç,áthas
301,Gelächter::N,gülme,gáire
302,Gelächter::N,kahkaha,gáire
303,Glück::N,mutluluk,séan
304,Glück::N,mutluluk,sonas
305,Kummer::N,dert,brón
306,Kummer::N,dert,buairt
307,Kummer::N,keder,brón
308,Kummer::N,keder,buairt
309,Wunsch::N,arzu,guí
310,Wunsch::N,arzu,achainí
311,Wunsch::N,istek,guí
312,Wunsch::N,istek,achainí
313,Lust::N,arzu,fonn
314,Lust::N,heves,fonn
315,Geist::N,tin,meon
316,Geist::N,tin,spiorad
317,Gedanke::N,fikir,smaoineamh
318,Gedanke::N,düşünce,smaoineamh
319,Gedächtnis::N,bellek,cuimhne
320,Verstand::N,zekâ,ciall
321,Verstand::N,zekâ,intinn
322,Sinn::N,anlam,brí
323,Sinn::N,anlam,ciall
324,Grund::N,sebep,fáth
325,Wahrheit::N,doğruluk,fírinne
326,Wahrheit::N,gerçeklik,fírinne
327,Gespräch::N,görüşme,comhrá
328,Märchen::N,masal,scéal
329,Erzählung::N,öykü,scéal
330,Erzählung::N,hikâye,scéal
331,Nachricht::N,haber,teachtaireacht
332,Neuigkeit::N,haber,scéala
333,Name::N,ad,ainm
334,Name::N,isim,ainm
335,Rätsel::N,bilmece,tomhas
336,Rede::N,söylev,óráid
337,Rede::N,söylev,aitheasc
338,Rede::N,konuşma,óráid
339,Rede::N,konuşma,aitheasc
340,Sprache::N,dil,teanga
341,Sprache::N,lisan,teanga
342,Stimme::N,ses,guth
343,Wort::N,kelime,focal
344,Zeichen::N,işaret,comhartha
345,Ruf::N,çağırma,glaoch
346,Lärm::N,şamata,torann
347,Lärm::N,gürültü,torann
348,Laut::N,ses,fuaim
349,Ton::N,ses,ton
350,Lied::N,türkü,amhrán
351,Ruhe::N,sakinlik,suaimhneas
352,Leute::N,halk,muintir
353,Leute::N,insanlar,muintir
354,Volk::N,ulus,pobal
355,Volk::N,millet,pobal
356,Arbeit::N,iş,obair
357,Arbeit::N,çalışma,obair
358,Gast::N,konuk,aoi
359,Gast::N,misafir,aoi
360,Geschenk::N,hediye,féirín
361,Geschenk::N,hediye,bronntanas
362,Geschenk::N,armağan,féirín
363,Geschenk::N,armağan,bronntanas
364,Spiel::N,oyun,cluiche
365,Gesellschaft::N,çevre,comhluadar
366,Gesellschaft::N,arkadaşlık,comhluadar
367,Hilfe::N,yardım,cúnamh
368,Hilfe::N,yardım,cabhair
369,Freund::N,dost,cara
370,Freund::N,arkadaş,cara
371,Kamerad::N,arkadaş,comrádaí
372,Angelegenheit::N,iş,ábhar
373,Angelegenheit::N,husus,ábhar
374,Anzahl::N,sayı,líon
375,Art::N,çeşit,sórt
376,Art::N,çeşit,saghas
377,Stück::N,tane,píosa
378,Stück::N,parça,píosa
379,Teil::N,kısım,cuid
380,Teil::N,kısım,páirt
381,Hälfte::N,yarı,leath
382,Kreis::N,daire,ciorcal
383,Kreuz::N,haç,cros
384,Linie::N,hat,líne
385,Linie::N,çizgi,líne
386,Strich::N,çizgi,stríoc
387,Abstand::N,aralık,achar
388,Entfernung::N,mesafe,fad
389,Entfernung::N,uzaklık,fad
390,Gegend::N,yöre,ceantar
391,Platz::N,yer,áit
392,Platz::N,yer,spás
393,Ort::N,yer,áit
394,Seite::N,yan,taobh
395,Seite::N,taraf,taobh
396,Mitte::N,orta,lár
397,Mitte::N,merkez,lár
398,Gegenstand::N,şey,ball
399,Gegenstand::N,şey,ábhar
400,Sache::N,iş,ní
401,Sache::N,iş,rud
402,Sache::N,şey,ní
403,Sache::N,şey,rud
404,Rand::N,kenar,imeall
405,Rand::N,kenar,ciumhais
406,Kante::N,kenar,corr
407,Kante::N,kenar,colbha
408,Ecke::N,köşe,coirnéal
409,Spitze::N,uç,gob
410,Spitze::N,uç,barr
411,Spitze::N,baş,gob
412,Spitze::N,baş,barr
413,Ende::N,uç,ceann
414,Ende::N,uç,foirceann
415,Loch::N,oyuk,poll
416,Loch::N,delik,poll
417,Winkel::N,köşe,cúinne
418,Winkel::N,köşe,uillinn
419,Muster::N,örnek,patrún
420,Größe::N,büyüklük,méid
421,Größe::N,büyüklük,toise
422,Länge::N,uzunluk,fad
423,Höhe::N,yükseklik,airde
424,Gewicht::N,ağırlık,meáchan
425,Menge::N,miktar,méid
426,Haufen::N,küme,cnap
427,Haufen::N,yığın,cnap
428,Reihe::N,sıra,líne
429,Reihe::N,sıra,sraith
430,Boot::N,kayık,bád
431,Boot::N,sandal,bád
432,Ruder::N,kürek,rámh
433,Ruder::N,kürek,maide rámha
434,Schlitten::N,kızak,carr sleamhnáin
435,Ski::N,kayak,scí
436,Lagerfeuer::N,kamp ateşi,tine champa
437,Last::N,yük,ualach
438,Gang::N,gidiş,siúlóid
439,Gang::N,yürüyüş,siúlóid
440,Schritt::N,adım,céim
441,Schritt::N,adım,coiscéim
442,Norden::N,kuzey,tuaisceart
443,Süden::N,güney,deisceart
444,Westen::N,batı,iarthar
445,Osten::N,doğu,oirthear
446,Holz::N,ağaç,adhmad
447,Holz::N,tahta,adhmad
448,Brett::N,tahta,clár
449,Platte::N,levha,leac
450,Stütze::N,dayak,taca
451,Stütze::N,destek,taca
452,Stange::N,çubuk,polla
453,Stange::N,çubuk,cuaille
454,Stock::N,sopa,bata
455,Stock::N,sopa,maide
456,Stock::N,değnek,bata
457,Stock::N,değnek,maide
458,Stab::N,sırık,maide
459,Stab::N,sırık,bachall
460,Stab::N,baston,maide
461,Stab::N,baston,bachall
462,Rohr::N,boru,píopa
463,Haus::N,ev,teach
464,Heim::N,ev,baile
465,Heim::N,yurt,baile
466,Ofen::N,soba,sornóg
467,Fußboden::N,taban,urlár
468,Fußboden::N,döşeme,urlár
469,Tisch::N,masa,bord
470,Tisch::N,masa,tábla
471,Stuhl::N,iskemle,cathaoir
472,Stuhl::N,sandalye,cathaoir
473,Wiege::N,beşik,cliabhán
474,Bett::N,yatak,leaba
475,Regal::N,raf,seilf
476,Kiste::N,sandık,bosca
477,Fenster::N,pencere,fuinneoig
478,Tür::N,kapı,doras
479,Tor::N,kapı,geata
480,Zaun::N,çit,fál
481,Zaun::N,çit,claí
482,Dach::N,dam,díon
483,Dach::N,çatı,díon
484,Leiter::N,merdiven,dréimire
485,Besen::N,süpürge,scuab
486,Spaten::N,bel,spád
487,Spaten::N,bel,rámhainn
488,Schaufel::N,kürek,sluasaid
489,Gabel::N,çatal,forc
490,Gabel::N,çatal,gabhlóg
491,Löffel::N,kaşık,spúnóg
492,Messer::N,bıçak,scian
493,Nagel::N,çivi,tairne
494,Netz::N,ağ,líon
495,Netz::N,ağ,eangach
496,Haken::N,çengel,croch
497,Griff::N,kulp,cos
498,Griff::N,kulp,hanla
499,Griff::N,tutamak,cos
500,Griff::N,tutamak,hanla
501,Schloss::N,kilit,glas
502,Bild::N,imaj,pictiúr
503,Bild::N,resim,pictiúr
504,Figur::N,şekil,fíor
505,Figur::N,heykel,fíor
506,Puppe::N,kukla,bábóg
507,Beutel::N,kese,mála
508,Beutel::N,kese,mealbhóg
509,Beutel::N,torba,mála
510,Beutel::N,torba,mealbhóg
511,Bündel::N,deste,beart
512,Tasche::N,çanta,mála
513,Eimer::N,kova,buicéad
514,Deckel::N,kapak,clár
515,Deckel::N,kapak,claibín
516,Geschirr::N,kap kacak,soithí
517,Geschirr::N,kap kacak,gréithe
518,Sack::N,torba,sac
519,Sack::N,torba,mála
520,Tasse::N,fincan,cupán
521,Topf::N,tencere,pota
522,Kessel::N,kazan,citeal
523,Essen::N,yemek,béile
524,Nahrung::N,gıda,bia
525,Nahrung::N,besin,bia
526,Speise::N,yemek,mias
527,Fleisch::N,et,feoil
528,Getreide::N,tahıl,grán
529,Getreide::N,tahıl,arbhar
530,Getreide::N,hububat,grán
531,Getreide::N,hububat,arbhar
532,Brei::N,ezme,brúitín
533,Brot::N,ekmek,arán
534,Scheibe::N,dilim,píosa
535,Scheibe::N,dilim,slisne
536,Fett::N,yağ,saill
537,Fett::N,yağ,méathras
538,Butter::N,tereyağı,im
539,Öl::N,yağ,ola
540,Öl::N,akar yağ,ola
541,Salz::N,tuz,salann
542,Suppe::N,çorba,sú
543,Suppe::N,çorba,anraith
544,Honig::N,bal,mil
545,Milch::N,süt,bainne
546,Tee::N,çay,tae
547,Leder::N,deri,leathar
548,Leder::N,meşin,leathar
549,Wolle::N,yün,olann
550,Stoff::N,kumaş,éadach
551,Nadel::N,iğne,snáthaid
552,Faden::N,tire,snáth
553,Faden::N,iplik,snáth
554,Knopf::N,düğme,cnaipe
555,Knoten::N,düğüm,snaidhm
556,Farbe::N,boya,péint
557,Kleidung::N,giyim,éadaí
558,Hemd::N,gömlek,léine
559,Kragen::N,yaka,bóna
560,Ärmel::N,yen,muinchille
561,Ärmel::N,elbise kolu,muinchille
562,Hose::N,pantolon,bríste
563,Hose::N,pantolon,treabhsar
564,Gürtel::N,kuşak,crios
565,Mütze::N,bere,caipín
566,Mütze::N,kasket,caipín
567,Schuh::N,kundura,bróg
568,Schuh::N,ayakkabı,bróg
569,Stiefel::N,çizme,buatais
570,Ring::N,yüzük,fáinne
571,Band::N,bağ,ribín
572,Band::N,şerit,ribín
573,Kamm::N,tarak,cíor
574,Spiegel::N,ayna,scáthán
575,Riemen::N,kayış,iall
576,Riemen::N,kayış,strapa
577,Schnur::N,ip,téad
578,Schnur::N,ip,sreangán
579,Schnur::N,sicim,téad
580,Schnur::N,sicim,sreangán
581,Leine::N,kayış,iall
582,Decke::N,örtü,pluid
583,Decke::N,örtü,blaincéad
584,Decke::N,yorgan,pluid
585,Decke::N,yorgan,blaincéad
586,Kissen::N,yastık,piliúr
587,Kissen::N,yastık,adhartán
588,Tuch::N,bez,scaif
589,Handtuch::N,havlu,tuáille
590,Kraft::N,güç,fórsa
591,Kraft::N,kuvvet,fórsa
592,Stärke::N,kuvvet,neart
593,Gesundheit::N,sağlık,sláinte
594,Krankheit::N,hastalık,tinneas
595,Krankheit::N,hastalık,breoiteacht
596,Schmerz::N,ağrı,pian
597,Schmerz::N,sancı,pian
598,Wunde::N,yara,goin
599,Fieber::N,ateş,fiabhras
600,Arznei::N,ilâç,cógas
601,Brücke::N,köprü,droichead
602,Brunnen::N,kuyu,tobar
603,Brunnen::N,çeşme,tobar
604,Weide::N,otlak,féarach
605,Pfad::N,patika,cosán
606,Pfad::N,patika,conair
607,Pfad::N,keçiyolu,cosán
608,Pfad::N,keçiyolu,conair
609,Weg::N,yol,slí
610,Weg::N,yol,bealach
611,Straße::N,yol,bóthar
612,Straße::N,cadde,bóthar
613,Dorf::N,köy,sráidbhaile
614,Stadt::N,kent,baile
615,Stadt::N,kent,cathair
616,Stadt::N,şehir,baile
617,Stadt::N,şehir,cathair
618,Brief::N,mektup,litir
619,Buch::N,kitap,cín
620,Buch::N,kitap,leabhar
621,Buchstabe::N,harf,litir
622,Zeitung::N,gazete,nuachtán
623,Leben::N,hayat,saol
624,Leben::N,hayat,beatha
625,Tod::N,ölüm,bás
626,Grab::N,kabir,uaigh
627,Kirche::N,kilise,eaglais
628,Sünde::N,günah,peaca
629,Gott::N,tanrı,dia
630,Arbeiter::N,işçi,oibrí
631,Chef::N,şef,saoiste
632,Chef::N,şef,ceannasaí
633,Chef::N,müdür,saoiste
634,Chef::N,müdür,ceannasaí
635,Meister::N,usta,máistir
636,Arzt::N,hekim,lia
637,Arzt::N,hekim,dochtúir
638,Arzt::N,doktor,lia
639,Arzt::N,doktor,dochtúir
640,Lehrer::N,hoca,oide
641,Lehrer::N,hoca,múinteoir
642,Lehrer::N,öğretmen,oide
643,Lehrer::N,öğretmen,múinteoir
644,Geld::N,para,airgead
645,Geschäft::N,ticaret,gnó
646,Laden::N,dükkân,siopa
647,Preis::N,fiyat,praghas
648,Ware::N,mal,earra
649,Nutzen::N,fayda,tairbhe
650,Reichtum::N,servet,rachmas
651,Reichtum::N,servet,saibhreas
652,Reichtum::N,zenginlik,rachmas
653,Reichtum::N,zenginlik,saibhreas
654,Welt::N,dünya,domhan
655,Land::N,ülke,tír
656,Staat::N,devlet,stát
657,König::N,kral,rí
658,Macht::N,kudret,cumhacht
659,Macht::N,iktidar,cumhacht
660,Grenze::N,had,críoch
661,Grenze::N,had,teorainn
662,Grenze::N,sınır,críoch
663,Grenze::N,sınır,teorainn
664,Krieg::N,savaş,cogadh
665,Feind::N,düşman,namhaid
666,Gewalt::N,zor,foréigean
667,Gewalt::N,cebir,foréigean
668,Kampf::N,savaş,troid
669,Bogen[Waffe]::N,yay,bogha
670,Pfeil::N,ok,saighead
671,Gewehr::N,tüfek,gunna
672,Fehler::N,hata,botún
673,Fehler::N,hata,meancóg
674,Fehler::N,yanlış,botún
675,Fehler::N,yanlış,meancóg
676,Lüge::N,yalan,bréag
677,Lüge::N,yalan,éitheach
678,Schaden::N,zarar,dochar
679,Schaden::N,zarar,damáiste
680,Unglück::N,felâket,drochrath
681,Unglück::N,talihsizlik,drochrath
682,Schuld::N,suç,locht
683,Schuld::N,suç,milleán
684,Schuld::N,kabahat,locht
685,Schuld::N,kabahat,milleán
686,Alter::N,yaş,aois
687,Schluss::N,son,deireadh
688,Zeit::N,zaman,am
689,Zeit::N,zaman,aimsir
690,Tag::N,gün,lá
691,Morgen::N,sabah,maidin
692,Mittag::N,öğle,nóin
693,Abend::N,akşam,tráthnóna
694,Nacht::N,gece,oíche
695,Woche::N,hafta,seachtain
696,Monat::N,ay,mí
697,Jahr::N,yıl,bliain
698,Jahr::N,sene,bliain
699,Frühling::N,ilkbahar,earrach
700,Sommer::N,yaz,samhradh
701,Herbst::N,güz,fómhar
702,Herbst::N,sonbahar,fómhar
703,Winter::N,kış,geimhreadh
704,Januar::N,ocak,Eanáir
705,Februar::N,şubat,Feabhra
706,März::N,mart,Márta
707,April::N,nisan,Aibreán
708,Mai::N,mayıs,Bealtaine
709,Juni::N,haziran,Meitheamh
710,Juli::N,temmuz,Iúil
711,August::N,ağustos,Lúnasa
712,September::N,eylül,Meán Fómhair
713,Oktober::N,ekim,Deireadh Fómhair
714,November::N,kasım,Samhain
715,November::N,kasım,Mí na Samhna
716,Dezember::N,aralık,Mí na Nollag
717,Montag::N,pazartesi,Luan
718,Montag::N,pazartesi,Dé Luain
719,Dienstag::N,salı,Máirt
720,Dienstag::N,salı,Dé Máirt
721,Mittwoch::N,çarşamba,Céadaoin
722,Mittwoch::N,çarşamba,Dé Céadaoin
723,Donnerstag::N,perşembe,Déardaoin
724,Freitag::N,cuma,Aoine
725,Freitag::N,cuma,Dé hAoine
726,Samstag::N,cumartesi,Satharn
727,Samstag::N,cumartesi,Dé Sathairn
728,Sonntag::N,pazar,Domhnach
729,Sonntag::N,pazar,Dé Domhnaigh
730,groß::A,büyük,mór
731,klein::A,ufak,beag
732,klein::A,küçük,beag
733,lang::A,uzun,fada
734,kurz::A,kısa,gearr
735,kurz::A,kısa,gairid
736,breit::A,enli,leathan
737,breit::A,enli,fairsing
738,breit::A,geniş,leathan
739,breit::A,geniş,fairsing
740,schmal::A,dar,cúng
741,dicht::A,sık,dlúth
742,dicht::A,yoğun,dlúth
743,dick[Gegenstand]::A,kalın,tiubh
744,dick[Gegenstand]::A,iri,tiubh
745,dünn::A,ince,caol
746,dünn::A,ince,tanaí
747,fein::A,ince,scáinte
748,fein::A,ince,fíneálta
749,fein::A,narin,scáinte
750,fein::A,narin,fíneálta
751,fest::A,sabit,daingean
752,fest::A,sağlam,daingean
753,flach::A,düz,cothrom
754,flach::A,yassı,cothrom
755,glatt::A,düz,mín
756,glatt::A,düz,sleamhain
757,hart::A,katı,crua
758,weich::A,yumuşak,bog
759,rund::A,yuvarlak,cruinn
760,spitz::A,sivri,gobach
761,spitz::A,sivri,biorach
762,scharf::A,keskin,géar
763,scharf::A,keskin,faobhrach
764,stumpf::A,kör,maol
765,schwer::A,ağır,trom
766,schön::A,güzel,álainn
767,heiß::A,kızgın,te
768,warm::A,sıcak,te
769,kalt::A,soğuk,fuar
770,kühl::A,serin,fionnuar
771,frisch::A,taze,úr
772,frisch::A,taze,friseáilte
773,feucht::A,nemli,tais
774,feucht::A,rutubetli,tais
775,nass::A,yaş,fliuch
776,nass::A,ıslak,fliuch
777,trocken::A,kuru,tirim
778,voll::A,dolu,lán
779,voll::A,dolmuş,lán
780,leer::A,boş,folamh
781,offen::A,açık,oscailte
782,geschlossen::A,kapalı,dúnta
783,geschlossen::A,kapalı,druidte
784,sauber::A,pak,glan
785,sauber::A,temiz,glan
786,schmutzig::A,pis,salach
787,schmutzig::A,kirli,salach
788,roh::A,çiğ,amh
789,reif::A,olgun,aibí
790,lecker::A,lezzetli,blasta
791,süß::A,tatlı,milis
792,süß::A,şekerli,milis
793,bitter::A,acı,searbh
794,sauer::A,ekşi,géar
795,sauer::A,ekşi,searbh
796,hell::A,aydınlık,geal
797,hell::A,aydınlık,soilseach
798,dunkel::A,karanlık,dorcha
799,schwarz::A,kara,dubh
800,schwarz::A,siyah,dubh
801,weiß::A,ak,bán
802,weiß::A,beyaz,bán
803,rot::A,kırmızı,dearg
804,gelb::A,sarı,buí
805,blau::A,mavi,gorm
806,grün::A,yeşil,glas
807,grün::A,yeşil,uaine
808,grau::A,boz,liath
809,bunt::A,renkli,ildathach
810,bunt::A,renkli,dathannach
811,billig::A,ucuz,saor
812,teuer::A,pahalı,daor
813,teuer::A,pahalı,costasach
814,wertvoll::A,değerli,luachmhar
815,blind::A,kör,dall
816,blind::A,kör,caoch
817,taub::A,sağır,bodhar
818,kräftig::A,dinç,cumhachtach
819,kräftig::A,kuvvetli,cumhachtach
820,stark::A,güçlü,tréan
