,Concept_ID,ga,he
803,hierhin::ADV,anseo,פה
804,von hier::ADV,an áit seo,מפה
805,dort::ADV,ann,שם
806,dort::ADV,ansin,שם
807,dorthin::ADV,ann,שם
808,dorthin::ADV,ansin,שם
809,geradeaus::ADV,ar aghaidh,ישר
810,rückwärts::ADV,siar,לאחור
811,zurück::ADV,ar ais,בחזרה
812,zurück::ADV,ar ais,אחורנית
813,unten::ADV,thíos,למטה
814,hinab::ADV,síos,למטה
815,oben::ADV,thuas,מעל
816,oben::ADV,thuas,למעלה
817,hinauf::ADV,suas,למעלה
818,überall::ADV,i ngach áit,בכל מקום
819,überall::ADV,ar fud na háite,בכל מקום
820,nicht::ADV,ní,לא
821,nicht::ADV,cha,לא
822,ein wenig::ADV,beagán,קצת
823,kaum::ADV,ar éigean,בקשי
824,sehr::ADV,an-,מאוד
825,so::ADV,chomh,כך
826,so::ADV,chomh,ככה
827,so::ADV,mar sin,כך
828,so::ADV,mar sin,ככה
829,noch::ADV,fós,עוד
830,noch::ADV,fós,עדין
831,noch::ADV,go fóill,עוד
832,noch::ADV,go fóill,עדין
833,nur::ADV,amháin,רק
834,nur::ADV,níl ach,רק
835,schon::ADV,cheana,כבר
836,schon::ADV,cheana féin,כבר
837,wieder::ADV,arís,שוב
838,wieder::ADV,athuair,שוב
839,vergebens::ADV,amú,לריק
840,vergebens::ADV,amú,לשוא
841,vergebens::ADV,in aisce,לריק
842,vergebens::ADV,in aisce,לשוא
843,vor::PRP,ar thosach,מול
844,hinter::PRP,laistiar de,מאחורי
845,hinter::PRP,taobh thiar de,מאחורי
846,unter::PRP,faoi,מתחת
847,durch::PRP,trí,דרך
848,neben::PRP,taobh le,ליד
849,neben::PRP,taobh le,על-יד
850,neben::PRP,in aice le,ליד
851,neben::PRP,in aice le,על-יד
852,zwischen::PRP,idir,בין
853,wegen::PRP,de bharr,בשל
854,wegen::PRP,de bharr,בגלל
855,wegen::PRP,mar gheall ar,בשל
856,wegen::PRP,mar gheall ar,בגלל
857,dies::PRN,seo,זה
858,das::PRN,sin,זה
859,alles::PRN,gach rud,הכל
860,ich::PRN,mé,אני
861,ich::PRN,mise,אני
862,du::PRN,tú,את
863,du::PRN,tú,אתה
864,du::PRN,tusa,את
865,du::PRN,tusa,אתה
866,er::PRN,sé,הוא
867,er::PRN,seisean,הוא
868,wir::PRN,sinn,אנחנו
869,ihr::PRN,sibh,לה
870,ihr::PRN,sibhse,לה
871,sie::PRN,siad,הם
872,sie::PRN,siadsan,הם
873,was::FPRN,cad,מה
874,was::FPRN,céard,מה
875,wer::FPRN,cé,מי
876,wo::FADV,cá,איפה
877,wo::FADV,cén áit,איפה
878,wohin::FADV,cá,לאן
879,wohin::FADV,cén áit,לאן
880,wie::FADV,conas,איך
881,wie::FADV,cén chaoi,איך
882,warum::FADV,cén fáth,למה
883,warum::FADV,cad chuige,למה
884,wieviel::FNUM,cá mhéad,כמה
885,eins::NUM,aon,אחד
886,zwei::NUM,dhá,שתים
887,drei::NUM,trí,שלושה
888,vier::NUM,ceathair,ארבעה
889,fünf::NUM,cúig,חמשה
890,sechs::NUM,sé,ששה
891,sieben::NUM,seacht,שבעה
892,acht::NUM,ocht,שמונה
893,neun::NUM,naoi,תשעה
894,zehn::NUM,deich,עשרה
895,elf::NUM,aon déag,אחת עשרה
896,zwölf::NUM,dó dhéag,שתים עשרה
897,zwanzig::NUM,fiche,עשרים
898,dreißig::NUM,tríocha,שלושים
899,vierzig::NUM,daichead,ארבעים
900,vierzig::NUM,ceathracha,ארבעים
901,fünfzig::NUM,caoga,חמשים
902,sechzig::NUM,seasca,ששים
903,siebzig::NUM,seachtó,שבעים
904,achtzig::NUM,ochtó,שמונים
905,neunzig::NUM,nócha,תשעים
906,hundert::NUM,céad,מאה
907,tausend::NUM,míle,אלף
908,und::CNJ,agus,ו
909,oder::CNJ,nó,או
910,stehen::V,seas,עמד
911,sitzen::V,suigh,ישב
912,liegen::V,luigh,שכב
913,hängen::V,tá crochta,היה תלוי
914,werden::V,éirigh,הפך ל
915,passieren::V,tarlaigh,קרה
916,beginnen::V,tosaigh,התחיל
917,enden::V,críochnaigh,הסתים
918,wechseln::V,athraigh,השתנה
919,aufgehen[Sonne]::V,éirigh,זרח
920,untergehen[Sonne]::V,fuin,שקע
921,untergehen[Sonne]::V,téigh faoi,שקע
922,scheinen[Sonne]::V,taitin,בהק
923,scheinen[Sonne]::V,soilsigh,בהק
924,donnern::V,tá toirneach ann,רעם
925,wehen::V,séid,נשב
926,strömen::V,sil,זרם
927,fließen::V,rith,זרם
928,fließen::V,snigh,זרם
929,sich drehen::V,cas,הסתובב
930,sich drehen::V,imrothlaigh,הסתובב
931,schwanken::V,luasc,התנודד
932,schwingen::V,luasc,התנענע
933,fallen::V,tit,נפל
934,brennen::V,dóigh,בער
935,rauchen::V,plúch toite,עשן
936,regnen::V,báistigh,ירד גשם
937,regnen::V,tá ag cur báistí,ירד גשם
938,gefrieren::V,sioc,קפא
939,gefrieren::V,reoigh,קפא
940,tauen::V,leáigh,נמס
941,tauen::V,coscair,נמס
942,schmelzen::V,leáigh,התיך
943,trocknen::V,triomaigh,התיבש
944,sieden::V,fiuch,רתח
945,sieden::V,beirigh,רתח
946,faulen::V,lobh,רקב
947,faulen::V,dreoigh,רקב
948,verfaulen::V,lobh,רקב
949,verfaulen::V,feoigh,רקב
950,reißen::V,bris,נקרע
951,versinken::V,téigh síos,טבע
952,vergehen::V,téigh thart,עבר
953,erscheinen::V,tar,נגלה
954,erscheinen::V,tar,הופיע
955,verschwinden::V,imigh,נעלם
956,sinken::V,tit,ירד
957,sinken::V,ísligh,ירד
958,abnehmen::V,maolaigh,הפחית
959,abnehmen::V,laghdaigh,הפחית
960,zunehmen::V,méadaigh,רבה
961,steigen::V,éirigh,עלה
962,wachsen::V,fás,גדל
963,glänzen::V,lonraigh,נצץ
964,glänzen::V,lonraigh,בהק
965,funkeln::V,drithligh,נצנץ
966,lärmen::V,tóg callán,רעש
967,läuten::V,buail,צלצל
968,klingeln::V,buail,צלצל
969,klirren::V,cling,קרקש
970,brausen::V,búir,געש
971,rauschen::V,tá ag siosarnach,רשרש
972,klingen::V,tá glór ag,נשמע
973,bellen::V,amhastraigh,נבח
974,heulen::V,glam,ילל
975,blasen::V,séid,נשף
976,pfeifen::V,lig fead,שרק
977,schreien::V,béic,צעק
978,schreien::V,glaoigh,צעק
979,stöhnen::V,lig cnead,נאנק
980,zittern::V,crith,רעד
981,zittern::V,creathnaigh,רעד
982,leben::V,mair,חי
983,geboren werden::V,rugadh,נולד
984,atmen::V,análaigh,נשם
985,trinken::V,ól,שתה
986,essen::V,ith,אכל
987,schlucken::V,slog,בלע
988,müde werden::V,tuirsigh,התעיף
989,einschlafen::V,tit ina chodladh,נרדם
990,schlafen::V,codail,ישן
991,aufwachen::V,múscail,התעורר
992,aufstehen::V,éirigh,קם
993,sich erholen::V,lig scíth,נפש
994,krank werden::V,éirigh tinn,חלה
995,krank sein::V,tá tinn,היה חולה
996,schmerzen::V,tá pian i,כאב
997,husten::V,déan casacht,השתעל
998,genesen::V,téarnaigh,הבריא
999,sterben::V,éag,מת
1000,sterben::V,faigh bás,מת
1001,umkommen::V,caill,נספה
1002,sich bewegen::V,bog,נע
1003,sich bewegen::V,gluais,נע
1004,sich rühren::V,corraigh,זז
1005,sich erheben::V,seas suas,קם
1006,sich setzen::V,suigh,התישב
1007,hinfallen::V,tit,נפל
1008,laufen::V,siúil,הלך ברגל
1009,schreiten::V,siúil,פסע
1010,spazierengehen::V,téigh ag spaisteoireacht,טיל
1011,eilen::V,deifrigh,אץ
1012,eilen::V,deifrigh,מהר
1013,eilen::V,brostaigh,אץ
1014,eilen::V,brostaigh,מהר
1015,sich beeilen::V,deifrigh,מהר
1016,sich beeilen::V,déan deifir,מהר
1017,sausen::V,luathaigh,אץ
1018,rennen::V,rith,רץ
1019,springen::V,léim,קפץ
1020,klettern::V,dreap,טפס
1021,schaukeln::V,téigh ar an maide corrach,התנדנד
1022,kriechen::V,snámh,זחל
1023,schwimmen::V,snámh,שחה
1024,tauchen::V,tum,צלל
1025,rudern::V,iomair,חתר
1026,rudern::V,rámhaigh,חתר
1027,fahren::V,tiomáin,נסע
1028,fliegen::V,eitil,עף
1029,gehen::V,téigh,הלך
1030,weggehen::V,imigh,עזב
1031,abfahren::V,imigh,יצא
1032,anhalten::V,stad,עצר
1033,hineingehen::V,téigh isteach,נכנס
1034,eintreten::V,téigh isteach,נכנס
1035,kommen::V,tar,בא
1036,ankommen::V,tar,הגיע
1037,zurückkommen::V,fill,שב
1038,zurückkommen::V,fill,חזר
1039,bleiben::V,fan,נשאר
1040,warten::V,fan,חכה
1041,warten::V,fan,המתין
1042,erwarten::V,tá ag súil le,צפה
1043,erwarten::V,tá ag dréim le,צפה
1044,suchen::V,lorg,חפש
1045,finden::V,faigh,מצא
1046,finden::V,aimsigh,מצא
1047,versuchen::V,triail,נסה
1048,vorbereiten::V,réitigh,הכין
1049,lieben::V,gráigh,אהב
1050,mögen::V,taitin le,אהב
1051,mögen::V,is maith le,אהב
1052,lachen::V,gáir,צחק
1053,rühren::V,téigh i bhfeidhm ar,נגע ללב
1054,weinen::V,goil,בכה
1055,weinen::V,caoin,בכה
1056,schimpfen::V,tá ag clamhsán,גער
1057,sich ärgern::V,tá corraithe,זעם
1058,sich ärgern::V,tá corraithe,כעס
1059,sich fürchten::V,tá eagla ar,פחד
1060,sich fürchten::V,tá eagla ar,חשש
1061,fürchten::V,tá eagla ar,פחד מ
1062,fürchten::V,tá eagla ar,חשש מ
1063,fliehen::V,teith,ברח
1064,flüchten::V,éalaigh,נמלט
1065,sehen::V,feic,ראה
1066,anschauen::V,dearc,הביט
1067,anschauen::V,féach ar,הביט
1068,ansehen::V,breathnaigh,התבונן
1069,hören::V,cluin,שמע
1070,zuhören::V,éist,הקשיב
1071,probieren::V,bliais,נסה
1072,riechen::V,bolaigh,הריח
1073,fühlen::V,braith,חש
1074,fühlen::V,mothaigh,חש
1075,scheinen::V,tá an chuma ar,נדמה
1076,zu sehen sein::V,tá le feiceáil,נראה
1077,vernehmen::V,clois,נודע ל
1078,frieren::V,tá fuar,קר ל
1079,tun::V,déan,פעל
1080,können::V,féad,יכל
1081,können::V,is féidir le,יכל
1082,wollen::V,tá ag iarraidh,רצה
1083,anfangen::V,tosaigh,התחיל
1084,anfangen::V,cuir tús le,התחיל
1085,beenden::V,críochnaigh,גמר
1086,beenden::V,cuir deireadh le,גמר
1087,aufhören::V,stad,סים
1088,gelingen::V,éirigh le,הצליח
1089,geraten::V,tá deireadh ar,עלה
1090,öffnen::V,oscail,פתח
1091,schließen::V,dún,סגר
1092,schließen::V,iaigh,סגר
1093,stellen::V,cuir,העמיד
1094,setzen::V,cuir,הושיב
1095,setzen::V,socraigh,הושיב
1096,legen::V,cuir,שם
1097,berühren::V,teagmhaigh le,נגע
1098,verbinden::V,ceangail,קשר
1099,bedecken::V,clúdaigh,כסה
1100,bedecken::V,cumhdaigh,כסה
1101,aufhängen::V,croch,תלה
1102,anzünden::V,las,הצית
1103,anzünden::V,adhain,הצית
1104,aufheben::V,tóg,אסף
1105,aufheben::V,ardaigh,אסף
1106,zurücklassen::V,fág,השאיר
1107,verlieren::V,caill,אבד
1108,fallen lassen::V,lig uait,שמט
1109,fallen lassen::V,lig uait,הפיל
1110,fallen lassen::V,caith uait,שמט
1111,fallen lassen::V,caith uait,הפיל
1112,machen::V,déan,עשה
1113,machen::V,réitigh,עשה
1114,herstellen::V,táirg,יצר
1115,bauen::V,tóg,בנה
1116,reparieren::V,deisigh,תקן
1117,verbessern::V,feabhsaigh,שפר
1118,ändern::V,athraigh,שנה
1119,graben::V,tochail,חפר
1120,beugen::V,crom,כפף
1121,biegen::V,lúb,כופף
1122,drehen::V,cas,סובב
1123,wenden::V,tiontaigh,הפך
1124,umdrehen::V,iompaigh,סובב
1125,umdrehen::V,tiontaigh,סובב
1126,heben::V,ardaigh,הרים
1127,hochheben::V,tóg,הרים
1128,ergreifen::V,beir ar,אחז
1129,halten::V,coimeád,החזיק
1130,halten::V,coinnigh,החזיק
1131,drücken::V,brúigh,לחץ
1132,schieben::V,brúigh,הזיז
1133,kratzen::V,scríob,שרט
1134,kratzen::V,scríob,שפשף
1135,lecken::V,ligh,לקק
1136,lecken::V,leadhb,לקק
1137,beißen::V,bain greim as,נשך
1138,abreißen::V,stróic,קרע
1139,abreißen::V,tarraing,קרע
1140,abschneiden::V,scoith,חתך
1141,binden::V,ceangail,קשר
1142,stecken::V,sáigh,תקע
1143,brechen::V,bris,שבר
1144,klopfen::V,cnag,נקש
1145,hauen::V,buail,הכה
1146,kleben::V,gliúáil,הדביק
1147,reiben::V,cuimil,שפשף
1148,streichen::V,leath,מרח
1149,schleifen::V,líomh,השחיז
1150,schneiden::V,gearr,גזר
1151,rütteln::V,croith,נענע
1152,schütteln::V,croith,נער
1153,schwenken::V,luasc,נופף
1154,schwenken::V,luasc,טלטל
1155,schütten::V,doirt,שפך
1156,füllen::V,líon,מלא
1157,einwickeln::V,cuach,עטף
1158,einwickeln::V,clúdaigh,עטף
1159,tragen::V,iompair,נשא
1160,schleppen::V,tarraing,סחב
1161,ziehen::V,tarraing,משך
1162,aufbewahren::V,coinnigh,שמר
1163,werfen::V,caith,זרק
1164,fangen::V,ceap,תפס
1165,packen::V,beir ar,אחז
1166,verstecken::V,folaigh,החביא
1167,verstecken::V,cuir i bhfolach,החביא
1168,teilen::V,roinn,חלק
1169,schicken::V,seol,שלח
1170,bringen::V,beir,הביא
1171,bringen::V,tabhair,הביא
1172,hinzufügen::V,cuir le,הוסיף
1173,bekommen::V,faigh,תפס
1174,erhalten::V,faigh,קבל
1175,nehmen::V,tóg,אחז
1176,nehmen::V,glac,אחז
1177,wählen::V,pioc,בחר
1178,wählen::V,roghnaigh,בחר
1179,auswählen::V,roghnaigh,בחר ב
1180,bewahren::V,caomhnaigh,קים
1181,behindern::V,cuir bac ar,מנע
1182,verderben::V,mill,מנע
1183,beschädigen::V,loit,הזיק
1184,beschädigen::V,déan damáiste do,הזיק
1185,zerbrechen::V,bris,נשבר
1186,zerreißen::V,stiall,קרע
1187,zerstören::V,mill,הרס
1188,zerstören::V,mill,השמיד
1189,zerstören::V,scrios,הרס
1190,zerstören::V,scrios,השמיד
1191,verbrennen::V,las,שרף
1192,verbrennen::V,dóigh,שרף
1193,geben::V,tabhair,נתן
1194,reichen::V,sín,העביר
1195,reichen::V,cuir,העביר
1196,schenken::V,bronn,נתן במתנה
1197,schenken::V,tabhair,נתן במתנה
1198,versprechen::V,geall,הבטיח
1199,wünschen::V,guigh,אחל
1200,loben::V,mol,שבח
1201,küssen::V,póg,נשק
1202,wiegen::V,bog,נדנד
1203,wiegen::V,luasc,נדנד
1204,zudecken::V,clúdaigh,כסה
1205,wecken::V,dúisigh,עורר
1206,zeigen::V,taispeáin,הראה
1207,führen::V,treoraigh,הביא
1208,führen::V,treoraigh,הוביל
1209,lehren::V,múin,למד
1210,lehren::V,teagasc,למד
1211,unterrichten::V,múin,למד
1212,unterrichten::V,teagasc,למד
1213,aufziehen::V,tóg,רומם
1214,leiten::V,tá i gceannas ar,נהל
1215,antreiben::V,gríosaigh,המרץ
1216,lassen::V,cuir ag,נתן
1217,einladen::V,cuir cuireadh ar,הזמין
1218,vereinigen::V,aontaigh,אחד
1219,vereinigen::V,aontaigh,לכד
1220,besuchen::V,tabhair cuairt ar,בקר
1221,treffen::V,cas ar,פגש
1222,treffen::V,buail le,פגש
1223,sich versammeln::V,bailigh,התאסף
1224,sich versammeln::V,cruinnigh,התאסף
1225,spielen::V,imir,שחק
1226,spielen::V,tá ag spraoi,שחק
1227,singen::V,can,שר
1228,tanzen::V,rinc,רקד
1229,tanzen::V,damhsaigh,רקד
1230,sich trennen::V,scar,נפרד
1231,verlassen::V,fág,עזב
1232,retten::V,tarrtháil,הציל
1233,bewachen::V,cosain,שמר
1234,bewachen::V,gardáil,שמר
1235,schützen::V,cosain,אבטח
1236,verteidigen::V,cosain,הגן
1237,sich schlagen::V,tá ag bruíon,התכתש
1238,schießen::V,caith,ירה
1239,schießen::V,scaoil,ירה
1240,siegen::V,bain,גבר
1241,siegen::V,bain,נצח
1242,siegen::V,buaigh,גבר
1243,siegen::V,buaigh,נצח
1244,ärgern::V,cuir isteach ar,עצבן
1245,schlagen::V,buail,הכה
1246,schlagen::V,buail,הלקה
1247,treten::V,ciceáil,בעט
1248,stechen::V,sáigh,דקר
1249,stoßen::V,brúigh,דחק
1250,stoßen::V,soncáil,דחק
1251,stehlen::V,goid,גנב
1252,stören::V,cuir isteach ar,קטע
1253,stören::V,cuir isteach ar,הפריע
1254,belästigen::V,cuir as do,הציק
1255,belästigen::V,cuir as do,הטריד
1256,verbergen::V,ceil,הצניע
1257,täuschen::V,cuir dallamullóg ar,שגע
1258,betrügen::V,déan calaois ar,הונה
1259,töten::V,maraigh,הרג
1260,wohnen::V,cuir faoi,גר
1261,wohnen::V,tá ina chónaí,גר
1262,arbeiten::V,oibrigh,עבד
1263,sammeln::V,bailigh,אסף
1264,sammeln::V,cruinnigh,אסף
1265,pflücken::V,pioc,קטף
1266,jagen::V,seilg,צד
1267,fischen::V,iasc,דג
1268,fassen::V,beir ar,תפס
1269,hüten::V,aoirigh,רעה
1270,treiben::V,seol,הוציא
1271,treiben::V,tiomáin,הוציא
1272,anbinden::V,ceangail,קשר
1273,füttern::V,cothaigh,הלעיט
1274,füttern::V,beathaigh,הלעיט
1275,melken::V,bligh,חלב
1276,melken::V,crúigh,חלב
1277,hacken::V,gearr,קצץ
1278,gießen::V,uiscigh,השקה
1279,reifen::V,aibigh,בשל
1280,zubereiten::V,cócaráil,הכין
1281,kochen::V,bruith,בשל
1282,kochen::V,beirigh,בשל
1283,backen::V,bácáil,אפה
1284,braten::V,róst,צלה
1285,braten::V,róst,טגן
1286,braten::V,frioch,צלה
1287,braten::V,frioch,טגן
1288,umrühren::V,measc,ערבב
1289,stricken::V,cniotáil,סרג
1290,nähen::V,fuaigh,תפר
1291,färben::V,dathaigh,צבע
1292,reinigen::V,glan,נקה
1293,waschen::V,nigh,רחץ
1294,waschen::V,nigh,כבס
1295,abwischen::V,glan,נגב
1296,spülen::V,sruthlaigh,שטף
1297,fegen::V,scuab,טאטא
1298,kehren::V,scuab,טאטא
1299,baden::V,folc,טבל
1300,baden::V,folc,שחה
1301,sich waschen::V,nigh é féin,התרחץ
1302,ausziehen::V,bain de,הוריד
1303,anziehen::V,cuir ar,לבש
1304,sich anziehen::V,gléas é féin,התלבש
1305,kämmen::V,cíor,סרק
1306,schmücken::V,maisigh,קשט
1307,sagen::V,abair,אמר
1308,sprechen::V,labhair,דבר
1309,reden::V,caintigh,דבר
1310,sich unterhalten::V,caintigh,שוחח
1311,sich unterhalten::V,tá ag comhrá,שוחח
1312,fragen::V,fiafraigh,שאל
1313,fragen::V,cuir ceist,שאל
1314,bitten::V,iarr,בקש
1315,erzählen::V,inis,ספר
1316,erzählen::V,eachtraigh,ספר
1317,mitteilen::V,aithris,מסר
1318,mitteilen::V,aithris,הודיע
1319,mitteilen::V,cuir in iúl,מסר
1320,mitteilen::V,cuir in iúl,הודיע
1321,nennen::V,ainmnigh,קרא בשם
1322,rufen::V,glaoigh,גיס
1323,rufen::V,glaoigh,הזמין לבוא
1324,prahlen::V,maígh,התרברב
1325,übersetzen::V,aistrigh,תרגם
1326,denken::V,síl,חשב
1327,denken::V,ceap,חשב
1328,glauben::V,creid,האמין
1329,bemerken::V,tabhair faoi deara,הבחין
1330,erkennen::V,aithin,זהה
1331,begreifen::V,tuig,קלט
1332,begreifen::V,tuig,הבין
1333,verstehen::V,tuig,הבין
1334,lernen::V,foghlaim,למד
1335,wissen::V,tá a fhios ag,ידע
1336,sich erinnern an::V,cuimhnigh ar,זכר
1337,sich erinnern an::V,is cuimhne ar,זכר
1338,vergessen::V,dearmad,שכח
1339,messen::V,tomhais,מדד
1340,zählen::V,cuntais,ספר
1341,rechnen::V,ríomh,חשב
1342,rechnen::V,áirigh,חשב
1343,lesen::V,léigh,קרא
1344,malen::V,péinteáil,ציר
1345,zeichnen::V,línigh,שרטט
1346,zeichnen::V,tarraing,שרטט
1347,schreiben::V,scríobh,כתב
1348,besitzen::V,is le,היה בעל של
1349,kaufen::V,ceannaigh,קנה
1350,kaufen::V,ceannaigh,רכש
1351,verkaufen::V,díol,מכר
1352,bezahlen::V,íoc as,שלם
1353,zahlen::V,íoc,שלם
1354,beherrschen::V,rialaigh,שלט
1355,ertragen::V,seas,סבל
1356,ertragen::V,fulaing,סבל
1357,ertragen::V,foighnigh,סבל
1358,Ader::N,,וריד
1359,vorwärts::ADV,,קדימה
