,Concept_ID,cv,lbe
677,feucht::A,йӗпе,хъавтусса
678,nass::A,нӳрӗ,атилсса
679,nass::A,нӳрӗ,хъавтусса
680,trocken::A,типӗ,кьавкьсса
681,trocken::A,типӗ,кьакьан бувсса
682,voll::A,тулли,бувцӏусса
683,leer::A,пушӑ,бачӏвасса
684,offen::A,уҫӑ,тӏивтӏусса
685,geschlossen::A,хупӑ,лавкьусса
686,sauber::A,таса,марцӏсса
687,schmutzig::A,пылчӑклӑ,чапалсса
688,schmutzig::A,вараланчӑк,чапалсса
689,roh::A,чӗрӗ,шакъавхьсса
690,reif::A,пулнӑ,дирсса
691,reif::A,пиҫӗхнӗ,дирсса
692,reif::A,аталаннӑ,дирсса
693,reif::A,пиҫсе ҫитнӗ,дирсса
694,lecker::A,тутлӑ,нахӏусса
695,lecker::A,тутлӑ,тӏааьнсса
696,lecker::A,техӗмлӗ,нахӏусса
697,lecker::A,техӗмлӗ,тӏааьнсса
698,süß::A,пылак,нацӏусса
699,bitter::A,йӳҫӗ,кьурчӏисса
700,sauer::A,йӳҫӗ,туршсса
701,sauer::A,йӳҫек,туршсса
702,sauer::A,кӑвасак,туршсса
703,hell::A,ҫутӑ,чаннасса
704,dunkel::A,тӗттӗм,цӏансса
705,schwarz::A,хура,лухӏисса
706,weiß::A,шурӑ,кӏяласса
707,rot::A,хӗрлӗ,ятӏулсса
708,gelb::A,сарӑ,хъахъисса
709,blau::A,кӑвак,някӏсса
710,grün::A,симӗс,щюлисса
711,grün::A,пиҫмен,щюлисса
712,grün::A,ӑс пухман,щюлисса
713,grau::A,кӑвак,оьрусса
714,bunt::A,чӑпар,оьрчӏикӏурисса
715,billig::A,йӳнӗ,кьювкьусса
716,teuer::A,хаклӑ,ххирасса
717,wertvoll::A,паха,багьасса
718,blind::A,суккӑр,мурчӏисса
719,taub::A,хӑлхасӑр,къюкӏсса
720,kräftig::A,хӑватлӑ,гужсса
721,stark::A,вирлӗ,кьянкьасса
722,schwach::A,халсӑр,заэвсса
723,fett::A,самӑр,бучсса
724,fett::A,мӑнтӑр,бучсса
725,schlank::A,йӑрӑс,бювхъусса
726,schlank::A,яштака,бювхъусса
727,hübsch::A,хитре,янусса
728,böse::A,усал,оьсса
729,dumm::A,ухмах,ахӏмакьсса
730,faul::A,наян,танмалсса
731,faul::A,наян,курчӏилсса
732,faul::A,юлхав,танмалсса
733,faul::A,юлхав,курчӏилсса
734,faul::A,ӳркенчӗк,танмалсса
735,faul::A,ӳркенчӗк,курчӏилсса
736,fleißig::A,хастар,хӏарачат бусса
737,geizig::A,хытӑ,янттарцӏансса
738,klug::A,ӑслӑ,аькьлу бусса
739,geschickt::A,ӑста,паргалсса
740,lieb::A,савнӑ,аьзизсса
741,lustig::A,хаваслӑ,тяхъасса
742,sanft::A,ачаш,иминсса
743,hungrig::A,выҫӑ,ккашилсса
744,krank::A,чирлӗ,къашавайсса
745,nackt::A,ҫара,кӏачӏасса
746,traurig::A,салхуллӑ,пашмансса
747,lebendig::A,чӗрӗ,уттавасса
748,gut::A,аван,ххуйсса
749,gut::A,лайӑх,ххуйсса
750,schlecht::A,япӑх,оьккисса
751,schlecht::A,начар,оьккисса
752,richtig::A,тӗрӗс,саргъунсса
753,schlimm::A,йӗрӗнчӗк,оьккисса
754,wahr::A,чӑн,хӏакьсса
755,alt::A,кивӗ,кугьнасса
756,neu::A,ҫӗнӗ,цӏусса
757,ehemalig::A,пулнӑ,хъхъичӏвасса
758,alt[Lebewesen]::A,ватӑ,агьилсса
759,jung::A,яш,чӏавасса
760,jung::A,яш,жагьилсса
761,jung::A,ҫамрӑк,чӏавасса
762,jung::A,ҫамрӑк,жагьилсса
763,arm::A,чухӑн,мискинсса
764,reich::A,пуян,авадансса
765,bekannt::A,пӗлӗш,дусъсса
766,berühmt::A,чаплӑ,машгьурсса
767,fremd::A,ют,чил
768,verschieden::A,расна,личӏи-личӏисса
769,nah::A,ҫывӑх,гъансса
770,nah::A,ҫывӑхри,гъансса
771,fern::A,инҫе,архсса
772,fern::A,аякри,архсса
773,linker::A,сулахай,кияхсса
774,linker::A,сулахай,кюччахсса
775,rechter::A,сылтӑм,урчӏахсса
776,anderer::A,урӑх,цамур
777,erster::A,пӗрремӗш,цалчинмур
778,erster::A,пӗрремӗш,цалчиннсса
779,zweiter::A,иккӗмӗш,кӏилчиимур
780,dritter::A,виҫҫӗмӗш,шамулчинмур
781,letzter::A,юлашки,махъва-махъмур
782,allein::ADV,пӗччен,ялгъузну
783,auf einmal::ADV,кӗмӗрккен,
784,zusammen::ADV,пӗрле,цачӏу
785,zusammen::ADV,пӗрле,архӏал
786,lange::ADV,вӑрах,батӏи къабуклай
787,lange::ADV,вӑрах,хъунмасса хӏаллай
788,plötzlich::ADV,сасартӑк,цакуну
789,sofort::ADV,тӳрех,мугьлат бакъа
790,später::ADV,кайран,махъ
791,jetzt::ADV,халь,утти
792,jetzt::ADV,халь,цӏана
793,jetzt::ADV,халӗ,утти
794,jetzt::ADV,халӗ,цӏана
795,heute::ADV,паян,хӏакьину
796,morgen::ADV,ыран,гьуит
797,morgen::ADV,ыран,гьунттий
798,bald::ADV,халех,
799,bald::ADV,кӗҫех,
800,dann::ADV,унтан,яла
801,gestern::ADV,ӗнер,лахьхьу
802,einst::ADV,пӗррехинче,
803,damals::ADV,ун чухне,та чӏумал
804,damals::ADV,апла пулсан,та чӏумал
805,danach::ADV,унтан,яла
806,vorher::ADV,малтан,хьхьнчӏ
807,vorher::ADV,малтан,хьхьичӏва
808,zuerst::ADV,пирвай,бакӏрай
809,zuerst::ADV,пирвай,цӏу бутӏуй
810,einmal::ADV,пӗррехинче,цал
811,manchmal::ADV,хӑш чухне,ваксса-таксса
812,oft::ADV,тӑтӑш,чӏявуну
813,immer::ADV,ялан,мудан
814,immer::ADV,ялан,даиман
815,niemals::ADV,нихӑҫан та,тачӏав
816,hier::ADV,кунта,шикку
817,hierhin::ADV,кунта,шиккун
818,von hier::ADV,кунтан,шичча
819,dort::ADV,унта,гикку
820,dort::ADV,ҫавӑнта,гикку
821,dorthin::ADV,унта,тиккун
822,dorthin::ADV,ҫавӑнта,тиккун
823,geradeaus::ADV,тикӗс,тӏайланм
824,vorwärts::ADV,малалла,хьхьичӏунмай
825,rückwärts::ADV,хыҫала,махъа-хьхьичӏунмай
826,zurück::ADV,каялла,махъунмай
827,unten::ADV,аялта,лув
828,hinab::ADV,аялта,бакӏ-ялавай
829,hinab::ADV,аялта,бакӏъялавай
830,oben::ADV,ҫӳлте,ялув
831,hinauf::ADV,ҫӳле,лавай
832,überall::ADV,таҫта та,гьариий
833,überall::ADV,таҫта та,хьу-хьуний
834,überall::ADV,таҫта та,гьарца кӏанай
835,überall::ADV,пур ҫӗрте те,гьариий
836,überall::ADV,пур ҫӗрте те,хьу-хьуний
837,überall::ADV,пур ҫӗрте те,гьарца кӏанай
838,überall::ADV,кирек ӑҫта та,гьариий
839,überall::ADV,кирек ӑҫта та,хьу-хьуний
840,überall::ADV,кирек ӑҫта та,гьарца кӏанай
841,nicht::ADV,мар,къа-
842,ein wenig::ADV,пӑртак,чанни
843,ein wenig::ADV,пӑртак,ца чансса
844,kaum::ADV,аран,дахьа
845,sehr::ADV,питӗ,оьну
846,sehr::ADV,питӗ,гужну
847,sehr::ADV,питӗ,хъинну
848,so::ADV,апла,укукн
849,noch::ADV,татах,гьала
850,noch::ADV,татах,уттигу
851,noch::ADV,татах,цакьинва
852,noch::ADV,татах,ттигу-шилагу
853,nur::ADV,ҫех,анжагь
854,schon::ADV,ӗнтӗ,
855,wieder::ADV,каллех,цӏуницӏа
856,vergebens::ADV,харам,аьдада
857,vergebens::ADV,харам,нахӏакь
858,vor::PRP,умӗнче,хьхьичӏ
859,hinter::PRP,кайра,махъ
860,unter::PRP,айне,лув
861,unter::PRP,айӗпе,лув
862,unter::PRP,айӗнче,лув
863,unter::PRP,ҫитеспе,лув
864,durch::PRP,витӗр,-х
865,neben::PRP,патӗнче,чӏарав
866,zwischen::PRP,хушшинче,дянив
867,wegen::PRP,пула,цӏаний
868,wegen::PRP,пирки,цӏаний
869,dies::PRN,ку,ва
870,dies::PRN,ҫак,ва
871,das::PRN,ҫав,та
872,das::PRN,ҫав,кӏа
873,das::PRN,ҫав,га
874,alles::PRN,пурте,щала
875,alles::PRN,йӑлт,щала
876,ich::PRN,эп,на
877,du::PRN,эс,ина
878,er::PRN,вӑл,му
879,wir::PRN,эпир,жу
880,ihr::PRN,эсир,зу
881,sie::PRN,вӗсем,
882,was::FPRN,мӗн,ци
883,was::FPRN,мӗскер,ци
884,was::FPRN,мӗн те пулин,ци
885,wer::FPRN,кам,цу
886,wo::FADV,ӑҫта,чув
887,wohin::FADV,ӑҫта,чун
888,wie::FADV,епле,цукун
889,wie::FADV,мӗнле,цукун
890,warum::FADV,ма,цан
891,warum::FADV,мӗншӗн,цан
892,wieviel::FNUM,миҫе,циксса
893,eins::NUM,пӗр,ца
894,eins::NUM,пӗрре,ца
895,zwei::NUM,ик,кӏива
896,zwei::NUM,икӗ,кӏива
897,zwei::NUM,иккӗ,кӏива
898,drei::NUM,виҫ,шамма
899,drei::NUM,виҫӗ,шамма
900,drei::NUM,виҫҫӗ,шамма
901,vier::NUM,тӑват,мукьа
902,vier::NUM,тӑват,мукьва
903,fünf::NUM,пилӗк,ххюва
904,fünf::NUM,пиллӗк,ххюва
905,sechs::NUM,улт,ряхва
906,sechs::NUM,ултӑ,ряхва
907,sechs::NUM,улттӑ,ряхва
908,sieben::NUM,ҫич,арула
909,sieben::NUM,ҫичӗ,арула
910,sieben::NUM,ҫиччӗ,арула
911,acht::NUM,сакӑр,мяйва
912,acht::NUM,саккӑр,мяйва
913,neun::NUM,тӑхӑр,урчӏва
914,neun::NUM,тӑххӑр,урчӏва
915,zehn::NUM,вунӑ,ацӏва
916,zehn::NUM,вуннӑ,ацӏва
917,elf::NUM,вун пӗр,ацӏния цава
918,zwölf::NUM,вун ик,ацӏиия кӏива
919,zwölf::NUM,вун икӗ,ацӏиия кӏива
920,zwölf::NUM,вун иккӗ,ацӏиия кӏива
921,zwanzig::NUM,ҫирӗм,кьува
922,dreißig::NUM,вӑтӑр,зувира
923,vierzig::NUM,хӗрӗх,мукьцӏала
924,fünfzig::NUM,аллӑ,ххюцӏала
925,sechzig::NUM,утмӑл,ряхцӏала
926,siebzig::NUM,ҫитмӗл,
927,achtzig::NUM,сакӑр вунӑ,мяйцӏала
928,achtzig::NUM,сакӑр вуннӑ,мяйцӏала
929,neunzig::NUM,тӑхӑр вун,урчӏцӏала
930,neunzig::NUM,тӑхӑр вунӑ,урчӏцӏала
931,neunzig::NUM,тӑхӑр вуннӑ,урчӏцӏала
932,hundert::NUM,ҫӗр,ттурш
933,hundert::NUM,ҫӗр,ттуршва
934,tausend::NUM,пин,азарва
935,und::CNJ,та,-гу
936,oder::CNJ,е,я
937,oder::CNJ,е,ягу
938,stehen::V,тӑр,ацӏан
939,sitzen::V,лар,щяивкӏун икӏан
940,liegen::V,вырт,утту нвхьуну икӏан
941,hängen::V,усӑнса тӑр,зурчӏай тӏун
942,hängen::V,ҫакӑнса тӑр,зурчӏай тӏун
943,werden::V,пул,хьун
944,passieren::V,пул,хьун
945,beginnen::V,пуҫлан,дайдишин
946,beginnen::V,пуҫлан,дайдирхьуну дикӏан
947,enden::V,пӗт,къуртал дан
948,enden::V,вӗҫлен,къуртал дан
949,wechseln::V,улшӑн,даххана хьун
950,wechseln::V,улшӑн,даххана дуллан
951,aufgehen[Sonne]::V,тух,буклай бур
952,untergehen[Sonne]::V,анса лар,лаглай бур
953,scheinen[Sonne]::V,пӑх,битан
954,scheinen[Sonne]::V,пӑх,чани буллан
955,donnern::V,кӗмсӗртет,тӏий бур
956,donnern::V,авӑт,тӏий бур
957,wehen::V,варкӑш,бишлай бур
958,strömen::V,тӑкӑн,экьинан
959,fließen::V,юх,экьинан
960,sich drehen::V,ҫаврӑн,гьанан
961,schwanken::V,чӳхен,хъюлчу тӏун
962,schwanken::V,чӳхен,хӏуркку тӏун
963,schwingen::V,суллан,хъюлчай тӏун
964,schwingen::V,суллан,хъюлчу тӏун
965,fallen::V,кип,багьлан
966,fallen::V,тӳр кип,багьлан
967,fallen::V,татӑлса ан,багьлан
968,brennen::V,ҫун,ччучлан
969,rauchen::V,мӑкӑрлан,пуркӏу тӏун
970,rauchen::V,тӗтӗм кӑлар,пуркӏу тӏун
971,regnen::V,ҫумӑр ҫӑвать,лачӏун
972,regnen::V,ҫумӑр ҫӑвать,лачIлай дур
973,gefrieren::V,шӑн,микӏ лачӏун
974,tauen::V,ирӗл,баслан
975,schmelzen::V,ирӗл,баслан
976,trocknen::V,тип,кьакьан
977,sieden::V,вӗре,щаран
978,faulen::V,ҫӗр,аьллан
979,verfaulen::V,ҫӗр,аьллан
980,verfaulen::V,ҫӗр,аьян
981,reißen::V,ҫурӑл,ххя дукан
982,versinken::V,пут,оькьлан
983,versinken::V,пут,оькьан
984,vergehen::V,ирт,лялиян
985,erscheinen::V,курӑн,буккан
986,erscheinen::V,курӑн,загьир хьун
987,erscheinen::V,курӑнса кай,буккан
988,erscheinen::V,курӑнса кай,загьир хьун
989,verschwinden::V,ҫухал,бат хьун
990,verschwinden::V,ҫухал,акъа хьун
991,sinken::V,чак,чахь учин
992,abnehmen::V,чак,чан хьун
993,abnehmen::V,чак,ссуссукьу хьун
994,zunehmen::V,пысӑклан,гьарза хьун
995,steigen::V,ҫӗклен,гьаз хьун
996,wachsen::V,ӳс,ххяххан
997,glänzen::V,ҫиҫ,цӏай буккан
998,funkeln::V,ялкӑш,цӏай-цӏай тӏун
999,funkeln::V,йӑлтӑртат,цӏай-цӏай тӏун
1000,lärmen::V,шавла,чӏу буллан
1001,lärmen::V,шавла,аьлагъужа буллан
1002,läuten::V,шӑнкӑравла,занг ришлан
1003,läuten::V,шӑнкӑравла,занг дуллан
1004,klingeln::V,шӑнкӑравла,занг ришлан
1005,klingeln::V,шӑнкӑравла,занг дуллан
1006,klirren::V,калтлат,
1007,klirren::V,шӑнкӑлтат,
1008,brausen::V,ахӑр,никъащилан
1009,rauschen::V,вашӑлтат,щурщур тӏун
1010,rauschen::V,чашӑлтат,щурщур тӏун
1011,klingen::V,янӑра,чӏу буклан
1012,bellen::V,вӗр,хӏап тӏун
1013,heulen::V,ула,
1014,blasen::V,вӗр,уф тӏун
1015,pfeifen::V,шӑхӑр,щютӏа тӏун
1016,schreien::V,кӑшкӑр,чӏу бан
1017,stöhnen::V,йынӑш,угь-къак тӏун
1018,zittern::V,чӗтре,зурзу чин
1019,zittern::V,чӗтре,зурзу тӏун
1020,leben::V,пурӑн,ялапар хъанан
1021,geboren werden::V,ҫурал,ан
1022,atmen::V,сывла,ссихӏ ласлан
1023,atmen::V,сывла,ссихӏ бигьлан
1024,trinken::V,ӗҫ,хӏачӏан
1025,trinken::V,ӗҫ,хӏачӏлан
1026,essen::V,ҫи,канан
1027,schlucken::V,ҫӑт,кьюлтӏа тӏун
1028,müde werden::V,ӗшен,аьхчӏин
1029,einschlafen::V,ыйха пут,шанан икӏан
1030,einschlafen::V,ҫывӑрса кай,шанан икӏан
1031,schlafen::V,ҫывӑр,шанан
1032,aufwachen::V,вӑран,чантӏ учин
1033,aufstehen::V,тӑр,бизан
1034,sich erholen::V,кан,бигьалаган
1035,krank werden::V,чирле,къашай хьун
1036,krank sein::V,чирле,къашай хъанан
1037,krank sein::V,чирле,къашавай икӏан
1038,schmerzen::V,сур,цӏун
1039,schmerzen::V,ырат,цӏун
1040,husten::V,ӳсӗр,хъугьу чин
1041,husten::V,ӳсӗр,хъугьу тӏун
1042,genesen::V,сывал,хъин хьун
1043,genesen::V,сывал,сагъ лаган
1044,genesen::V,тӳрлен,хъин хьун
1045,genesen::V,тӳрлен,сагъ лаган
1046,sterben::V,вил,ивчӏан
1047,umkommen::V,вил,лиллан
1048,umkommen::V,вил,литӏлан
1049,umkommen::V,вил,ажал биян
1050,umkommen::V,вил,личӏи хьун
1051,umkommen::V,вил,иакьлу хьун
1052,umkommen::V,вил,ахир жан хъанан
1053,umkommen::V,вил,рухӏирачӏа икӏан
1054,sich bewegen::V,куҫ,сукку хьун
1055,sich rühren::V,хускал,сукку хьун
1056,sich erheben::V,тӑр,бизан
1057,sich setzen::V,лар,щяикӏан
1058,sich setzen::V,лар,щябикӏан
1059,hinfallen::V,ӳк,багьан
1060,laufen::V,ут,занан
1061,schreiten::V,ут,ша ласлан
1062,spazierengehen::V,уҫӑлса ҫӳре,сайр буллан
1063,spazierengehen::V,уткаласа ҫӳре,сайр буллан
1064,eilen::V,васка,анавар буккан
1065,eilen::V,хыпалан,анавар буккан
1066,sich beeilen::V,васка,анавар буккан
1067,sich beeilen::V,хыпалан,анавар буккан
1068,sausen::V,ыткӑн,никъа щилан
1069,sausen::V,ыткӑн,никъа щун
1070,sausen::V,вӗҫтер,никъа щилан
1071,sausen::V,вӗҫтер,никъа щун
1072,rennen::V,чуп,лечлан
1073,springen::V,сик,тӏанкӏ дан
1074,klettern::V,улӑх,лахълан
1075,schaukeln::V,йӳрӗн,гьайжак бигьлан
1076,kriechen::V,шу,ххярк тӏун
1077,kriechen::V,упален,ххярк тӏун
1078,schwimmen::V,иш,гьузун
1079,tauchen::V,чӑм,лултту уккан
1080,rudern::V,авӑс,бяхлан
1081,rudern::V,авӑс,батӏлан
1082,rudern::V,авӑс,ххялаххи дуклан
1083,fahren::V,пыр,гьан
1084,fliegen::V,вӗҫ,лехлан
1085,gehen::V,кай,нан
1086,weggehen::V,кай,ялагьан
1087,abfahren::V,тапран,гьан
1088,anhalten::V,чарӑн,бацӏан
1089,hineingehen::V,кӗр,буххан
1090,eintreten::V,кӗр,буххан
1091,kommen::V,кил,учӏан
1092,ankommen::V,ҫит,биян
1093,ankommen::V,ҫит,бучӏан
1094,zurückkommen::V,таврӑн,зана хъун
1095,zurückkommen::V,таврӑн,зана бикӏан
1096,zurückkommen::V,каялла кил,зана хъун
1097,zurückkommen::V,каялла кил,зана бикӏан
1098,bleiben::V,юл,личӏан
1099,warten::V,кӗт,ялугьлан
1100,erwarten::V,кӗт,ялугьлан
1101,suchen::V,шыра,луглан
1102,finden::V,туп,лякъин
1103,versuchen::V,пикен,ххал буллан
1104,vorbereiten::V,хатӗрле,хӏадур бан
1105,lieben::V,юрат,эшкьи хьуиу бикӏан
1106,mögen::V,кӑмӑлла,ххиран бикӏан
1107,mögen::V,килӗштер,ххиран бикӏан
1108,lachen::V,кул,хъян
1109,lachen::V,ахӑлтат,хъян
1110,rühren::V,ҫулӑх,
1111,weinen::V,йӗр,аьтӏун
1112,weinen::V,макӑр,аьтӏун
1113,schimpfen::V,вӑрҫ,дяъван
1114,schimpfen::V,вӑрҫ,ссугайи агьан
1115,schimpfen::V,ятлаҫ,дяъван
1116,schimpfen::V,ятлаҫ,ссугайи агьан
1117,sich ärgern::V,ҫиллен,ссибизлан
1118,sich fürchten::V,шиклен,ингъауслан
1119,fürchten::V,хӑра,хӏучӏ тӏун
1120,fliehen::V,тар,ака бан
1121,flüchten::V,чупса тар,лихъан
1122,sehen::V,кур,чӏалан
1123,anschauen::V,пӑхса ил,урган
1124,ansehen::V,пӑх,буруглан
1125,hören::V,илт,баллан
1126,zuhören::V,итле,вичӏи дихьлан
1127,zuhören::V,тӑнла,вичӏи дихьлан
1128,probieren::V,астив,тӏин ххал буллан
1129,riechen::V,шӑршла,ссунтӏа тӏун
1130,fühlen::V,туй,дакӏнил буслан
1131,fühlen::V,сис,дакӏнил буслан
1132,scheinen::V,туйӑн,ххан
1133,scheinen::V,туйӑн,бизан
1134,scheinen::V,туйӑн,ххан бикӏлай бикӏан
1135,zu sehen sein::V,курӑн,
1136,vernehmen::V,пӑл,баян
1137,frieren::V,йӳтен,лигьулул хъанан
1138,tun::V,ту,бан
1139,können::V,пултар,хьун
1140,wollen::V,те,
1141,anfangen::V,пуҫла,дайдишин
1142,beenden::V,пӗтер,къуртал бан
1143,aufhören::V,пӑрах,кьабагьан
1144,gelingen::V,ӑн,бюхъан
1145,geraten::V,пул,
1146,öffnen::V,уҫ,тӏитӏин
1147,schließen::V,хуп,лакьин
1148,stellen::V,ларт,дацӏан дан
1149,stellen::V,ларт,бишин
1150,stellen::V,тӑрат,дацӏан дан
1151,stellen::V,тӑрат,бишин
1152,setzen::V,ларт,щяитан
1153,legen::V,хур,бишин
1154,berühren::V,перӗн,ка щун
1155,verbinden::V,сып,бахӏин
1156,verbinden::V,сып,дахӏин
1157,bedecken::V,вит,ялтту бущин
1158,bedecken::V,вит,ялтту бакьин
1159,aufhängen::V,ҫак,лахъан
1160,anzünden::V,ҫут,лахъан
1161,aufheben::V,ҫӗкле,гьаз бан
1162,zurücklassen::V,манса хӑвар,кьаитан
1163,zurücklassen::V,манса хӑвар,битан
1164,verlieren::V,ҫӗтер,дакъа дан
1165,fallen lassen::V,ӳкер,рутан
1166,machen::V,ту,дан
1167,herstellen::V,ӑстала,яраг ишла бувиу бан
1168,bauen::V,ту,дан
1169,reparieren::V,юса,дакьин дан
1170,verbessern::V,лайӑхлат,ххуй дан
1171,ändern::V,улӑштар,баххана бан
1172,graben::V,чав,дуклан
1173,graben::V,чакала,дуклан
1174,beugen::V,кукӑрт,лахӏан бан
1175,beugen::V,кукӑрт,кьус бикӏан
1176,biegen::V,ав,баччин
1177,biegen::V,ав,лахӏан бан
1178,biegen::V,кукӑрт,баччин
1179,biegen::V,кукӑрт,лахӏан бан
1180,drehen::V,ҫавӑр,гьанан
1181,wenden::V,ӳпӗнтер,кӏура баен бан
1182,umdrehen::V,ҫавӑр,кӏура баен бан
1183,heben::V,хӑпарт,гьаз бан
1184,hochheben::V,йӑт,гьаз бан
1185,ergreifen::V,тыт,хъап дан
1186,ergreifen::V,тыт,хъап увиу угьан
1187,halten::V,тыт,бугьлан
1188,drücken::V,пус,кьюч бигьлан
1189,schieben::V,тӗк,щун
1190,schieben::V,тӗрт,щун
1191,kratzen::V,хыр,
1192,lecken::V,ҫула,ланцӏа тӏун
1193,beißen::V,ҫырт,хъапа тӏун
1194,beißen::V,ҫырт,кьацӏа тӏун
1195,beißen::V,хып,хъапа тӏун
1196,beißen::V,хып,кьацӏа тӏун
1197,abreißen::V,тат,буцан
1198,abschneiden::V,кас,бухъан
1199,abschneiden::V,кас,кьукьин
1200,binden::V,ҫых,бахӏин
1201,binden::V,ҫых,дахӏин
1202,stecken::V,чик,
1203,brechen::V,хуҫ,гъагъан
1204,klopfen::V,такка,кьутӏа тӏун
1205,hauen::V,шакка,рищун
1206,kleben::V,ҫыпӑҫтар,лачӏун буллан
1207,reiben::V,сӑтӑр,ссуку буллан
1208,streichen::V,сӗр,дугъан
1209,streichen::V,сӗр,аьгъу дан
1210,schleifen::V,хӑйра,
1211,schneiden::V,кас,духълан
1212,schneiden::V,кас,кьукьлан
1213,rütteln::V,лӑка,
1214,rütteln::V,силлентер,
1215,schütteln::V,лӑка,хъюлчу буллан
1216,schütteln::V,силлентер,хъюлчу буллан
1217,schwenken::V,сулла,палцӏ дуллан
1218,schütten::V,тултар,рутӏин
1219,füllen::V,тултар,буцӏин бан
1220,einwickeln::V,чӗрке,кай-кай бан
1221,tragen::V,ҫӗкле,ларсун занан
1222,tragen::V,ҫӗкле,ларсун ачин
1223,schleppen::V,сӗтӗр,ххилан
1224,ziehen::V,тӑс,
1225,aufbewahren::V,усра,ядан
1226,aufbewahren::V,усра,ядуллан
1227,werfen::V,пӑрах,личин
1228,fangen::V,тыт,бугьан
1229,fangen::V,тыт,бугьлан
1230,packen::V,тыт,
1231,verstecken::V,пытарса хур,ладитан
1232,verstecken::V,пытарса хур,кьюлтӏ дан
1233,verstecken::V,пытарса хур,дахьлаган дан
1234,teilen::V,уйӑр,бачӏин
1235,teilen::V,уйӑр,бутӏа бан
1236,teilen::V,пайла,бачӏин
1237,teilen::V,пайла,бутӏа бан
1238,schicken::V,яр,тӏайла буккан
1239,bringen::V,кӳр,диян дан
1240,hinzufügen::V,хуш,ххи бан
1241,bekommen::V,ил,ласун
1242,bekommen::V,туян,ласун
1243,erhalten::V,ил,ласун
1244,erhalten::V,туян,ласун
1245,nehmen::V,ил,ласун
1246,wählen::V,суйла,бувчӏин
1247,auswählen::V,суйла,бувчӏин
1248,auswählen::V,суйла,язи бугьан
1249,bewahren::V,упра,ядан
1250,behindern::V,кансӗрле,дайщишруду дуллан
1251,behindern::V,чӑрмантар,дайщишруду дуллан
1252,verderben::V,пӑс,зия дан
1253,beschädigen::V,пӑс,зарал буллан
1254,zerbrechen::V,ват,гьагъан
1255,zerbrechen::V,ват,гьагъан бан
1256,zerbrechen::V,ҫӗмӗр,гьагъан
1257,zerbrechen::V,ҫӗмӗр,гьагъан бан
1258,zerreißen::V,ҫур,ххяхха дуккан
1259,zerstören::V,иш,лекьан дан
1260,verbrennen::V,ҫунтар,ччуччин
1261,geben::V,пар,дулун
1262,reichen::V,пар,дулун
1263,schenken::V,парнеле,пишкаш дан
1264,schenken::V,парнеле,багъишла дан
1265,schenken::V,парнеле,ихӏсандалун дуллун
1266,versprechen::V,тума пул,банна чин
1267,versprechen::V,сӑмах пар,банна чин
1268,wünschen::V,сун,
1269,loben::V,ырла,цӏа дан
1270,küssen::V,чуп ту,ппай тӏун
1271,wiegen::V,сиктер,гьуркку тӏун
1272,wiegen::V,сиктер,гьуркку буллан
1273,wiegen::V,сиктер,гьуркку бан
1274,wiegen::V,силле,гьуркку тӏун
1275,wiegen::V,силле,гьуркку буллан
1276,wiegen::V,силле,гьуркку бан
1277,zudecken::V,вит,
1278,wecken::V,вӑрат,чантӏ учин ан
1279,zeigen::V,кӑтарт,ккаккан бан
1280,führen::V,илсе пыр,буцин
1281,führen::V,ҫавӑтса пыр,буцин
1282,lehren::V,вёрент,лахьхьин бан
1283,lehren::V,вёрент,лахьхьин буллан
1284,unterrichten::V,вёрент,дарс дишаван
1285,aufziehen::V,вӗрент,хъуна ан
1286,aufziehen::V,вӗрент,тарбия ан
1287,leiten::V,тытса пыр,каялувшиву дан
1288,antreiben::V,васкат,
1289,lassen::V,пусахла,
1290,lassen::V,хуш,
1291,einladen::V,чӗн,хъамалу оьвчин
1292,vereinigen::V,пӗрлештер,ца бан
1293,besuchen::V,ҫит,ялун уххан
1294,besuchen::V,кӗрсе кур,ялун уххан
1295,treffen::V,тӗл пул,хьуна бакьин
1296,sich versammeln::V,пуҫтарӑн,батӏин
1297,spielen::V,выля,тӏуркӏу тӏун
1298,singen::V,юрла,балай тӏун
1299,tanzen::V,ташла,къавтӏун
1300,sich trennen::V,уйрӑл,ппив хьун
1301,verlassen::V,хӑвар,увккун гьан
1302,retten::V,ҫӑл,ххассал бан
1303,bewachen::V,хуралла,къарал бан
1304,schützen::V,сыхла,ябан
1305,verteidigen::V,хӳтӗле,буруччин
1306,sich schlagen::V,ҫапӑҫ,биян
1307,schießen::V,пер,битлан
1308,siegen::V,ҫӗн,ххув хьун
1309,siegen::V,ҫӗн,ххувшаву ласун
1310,siegen::V,ҫӗнтер,ххув хьун
1311,siegen::V,ҫӗнтер,ххувшаву ласун
1312,ärgern::V,тарӑхтар,ссибизан уллан
1313,ärgern::V,ҫиллентер,ссибизан уллан
1314,schlagen::V,ҫап,рищун
1315,treten::V,тап,
1316,stechen::V,чик,кьутӏин
1317,stoßen::V,чыш,щун
1318,stehlen::V,вӑрла,дацин
1319,stören::V,кансӗрле,кьючин
1320,belästigen::V,аптӑрат,бизар уллан
1321,belästigen::V,хупла,бизар уллан
1322,verbergen::V,пытар,лабитан
1323,verbergen::V,пытар,кӏучӏ бан
1324,täuschen::V,суй,хъяврин ан
1325,betrügen::V,ултала,аьикьин ан
