,Concept_ID,ko,uz
799,abfahren::V,출발하다,jo'namoq
800,anhalten::V,멈추다,to'xtamoq
801,hineingehen::V,(그리로)가다,kirmoq
802,eintreten::V,들러가다,kirmoq
803,kommen::V,오다,kelmoq
804,ankommen::V,고챀하다,etib kelmoq
805,zurückkommen::V,보기,qaytib kelmoq
806,bleiben::V,체류,qolmoq
807,warten::V,기다리다,poylamoq
808,erwarten::V,기대하다,kutmoq
809,suchen::V,찾다,izlamoq
810,suchen::V,구하다,izlamoq
811,finden::V,찾아내다,topmoq
812,versuchen::V,시험하다,chalishmoq
813,vorbereiten::V,재비하다,hozirlamoq
814,lieben::V,사랑하다,sevmoq
815,mögen::V,줗아하다,ardoqlamoq
816,lachen::V,웃다,kulmoq
817,rühren::V,건드리다,ta'sirlantirmoq
818,weinen::V,울다,yig'lamoq
819,schimpfen::V,꾸짖다,koyinmoq
820,sich ärgern::V,화를내게 하다,g'azab qilmoq
821,sich fürchten::V,두려원하다,hurkmoq
822,fürchten::V,두려원하다,qo'rqmoq
823,fliehen::V,도망치다,qochmoq
824,flüchten::V,도주하다,qochmoq
825,sehen::V,보다,ko'rmoq
826,anschauen::V,바라보다,razm solmoq
827,ansehen::V,바라보다,razm qilmoq
828,hören::V,듣다,äshitmoq
829,zuhören::V,듣다,tinglamoq
830,probieren::V,시식하다,tatib ko'rmoq
831,riechen::V,내새를맡다,iskamoq
832,fühlen::V,느끼다,sezmoq
833,scheinen::V,...것같다,tuyilmoq
834,zu sehen sein::V,보이는,ko'rinmoq
835,vernehmen::V,듣다,äshitmoq
836,vernehmen::V,들어서일다,äshitmoq
837,frieren::V,춥다,sovuq qotmoq
838,tun::V,하다,ätmoq
839,können::V,할주릴다,-a olmoq
840,können::V,할주릴다,-y olmoq
841,wollen::V,바라다,istamoq
842,anfangen::V,시작하다,boshlamoq
843,beenden::V,다하다,bitirmoq
844,aufhören::V,그만두다,tinmoq
845,gelingen::V,성국하다,muvaffaqiyat qozonmoq
846,geraten::V,잘되어가다,bo'lmoq
847,öffnen::V,열다,ochmoq
848,schließen::V,추측하다,yopmoq
849,stellen::V,세우다,qo'ymoq
850,setzen::V,놓다,o'tqazmoq
851,legen::V,눕히다,yotqizmoq
852,berühren::V,대다,tegmoq
853,verbinden::V,옝열하다,ulamoq
854,bedecken::V,덮다,bekitmoq
855,aufhängen::V,매달다,ildirmoq
856,anzünden::V,점화하다,yondirmoq
857,aufheben::V,위로올리다,ko'tarmoq
858,zurücklassen::V,튀에남기다,ayrilmoq
859,verlieren::V,잃다,yo'qotmoq
860,fallen lassen::V,떨어뜨리다,tushirmoq
861,machen::V,하다,qilmoq
862,herstellen::V,제조하다,chiqarmoq
863,bauen::V,짓다,solmoq
864,reparieren::V,수셩자다,tuzatmoq
865,verbessern::V,정정하다,isloh qilmoq
866,ändern::V,바꾸다,o'zgartirmoq
867,graben::V,파다,qazimoq
868,beugen::V,구부리다,bukmoq
869,biegen::V,굽히다,bukmoq
870,drehen::V,회전,aylantirmoq
871,wenden::V,회전시키다,burmoq
872,umdrehen::V,회전시키다,ag'darmoq
873,heben::V,일으아키다,yuksaltirmoq
874,hochheben::V,틀어올리다,ko'tarmoq
875,ergreifen::V,잡다,tutamlamoq
876,halten::V,잡다,tutmoq
877,drücken::V,누르다,bosmoq
878,schieben::V,밀다,surmoq
879,kratzen::V,긁다,qashimoq
880,lecken::V,핥다,mijimoq
881,beißen::V,물다,tishlamoq
882,abschneiden::V,귾어내다,cho'rt kesmoq
883,binden::V,매다,bog'lamoq
884,stecken::V,찌르다,suqmoq
885,brechen::V,금,sindirmoq
886,klopfen::V,치다,dukurlamoq
887,hauen::V,때리다,urmoq
888,kleben::V,들러붙다,yopishtirmoq
889,reiben::V,문지르다,surkamoq
890,streichen::V,쓰다듬다,surkamoq
891,schleifen::V,갈다,qayramoq
892,schneiden::V,베다,kesmoq
893,rütteln::V,흔들다,chayqamoq
894,schütteln::V,흔들다,chayqamoq
895,schwenken::V,흔들다,chayqatmoq
896,schütten::V,따르다,quymoq
897,füllen::V,담다,to'ldirmoq
898,einwickeln::V,싸다,chulg'amoq
899,tragen::V,지우다,tashimoq
900,schleppen::V,끌다,sudramoq
901,ziehen::V,당기다,tortmoq
902,aufbewahren::V,간직하다,tutmoq
903,werfen::V,던지다,tashlamoq
904,fangen::V,밥다,tutmoq
905,packen::V,쥐다,opqochmoq
906,verstecken::V,숨기다,yashirmoq
907,teilen::V,나누다,bo'lmoq
908,schicken::V,보내다,yubormoq
909,bringen::V,가겨,keltirmoq
910,hinzufügen::V,부가하다,tirkamoq
911,bekommen::V,얻다,olmoq
912,erhalten::V,지니다,olmoq
913,nehmen::V,잡다,olmoq
914,wählen::V,선거하다,saylamoq
915,auswählen::V,선출하다,saylamoq
916,bewahren::V,저장보종,saqlamoq
917,behindern::V,훼방하다,xalal bermoq
918,verderben::V,못쓰게 되다,xazon qilmoq
919,beschädigen::V,상하게하다,buzmoq
920,zerbrechen::V,깨뜨리다,sindirmoq
921,zerreißen::V,잡아쫓다,yirtmoq
922,zerstören::V,파괴하다,vayron qilmoq
923,verbrennen::V,소실하다,kuydirmoq
924,geben::V,주다,bermoq
925,reichen::V,내일다,bermoq
926,schenken::V,주다,sovg'a qilmoq
927,versprechen::V,약속하다,va'da bermoq
928,wünschen::V,바라다,orziqmoq
929,loben::V,칭찬하다,maqtamoq
930,küssen::V,키스하다,o'pmoq
931,wiegen::V,어르다,tebratmoq
932,zudecken::V,뚜꺼을하다,yopmoq
933,wecken::V,깨우다,uyg'otmoq
934,zeigen::V,보이다,ko'rsatmoq
935,führen::V,가게하다,boshlik bo'lmoq
936,lehren::V,가르치다,o'rgatmoq
937,unterrichten::V,가르지다,dars bermoq
938,aufziehen::V,사육하다,o'stirmoq
939,leiten::V,이끌다,boshqarmoq
940,antreiben::V,몰다,shoshiltirmoq
941,lassen::V,내버려두다,ruxsat bermoq
942,einladen::V,초청하다,taklif kilmoq
943,vereinigen::V,하나로하다,qo'shmoq
944,besuchen::V,방문하다,mehmonga bormoq
945,treffen::V,만나다,duchor bo'lmoq
946,sich versammeln::V,조립하다,to'planmoq
947,spielen::V,눌다,o'ynamoq
948,singen::V,노래하다,yalla qilmoq
949,tanzen::V,춤추하다,raqs qilmoq
950,sich trennen::V,가르다,yakkalanmoq
951,verlassen::V,버림받은,qoldirmoq
952,retten::V,구조하다,qutqazmoq
953,bewachen::V,치키다,qo'rimoq
954,schützen::V,보호하다,yoniga olmoq
955,verteidigen::V,막다,yoqlamoq
956,sich schlagen::V,치다,yoqalashmoq
957,schießen::V,쏘다,otmoq
958,siegen::V,이기다,engmoq
959,ärgern::V,성을내게하다,jahl chiqarmoq
960,schlagen::V,치다,urmoq
961,treten::V,디디다,tepmoq
962,stechen::V,찌르다,qadamoq
963,stoßen::V,찌르다,turtmoq
964,stehlen::V,훔치다,o'g'rilamoq
965,stören::V,움직이다,tebratmoq
966,belästigen::V,괴롭히다,g'ashini keltirmoq
967,verbergen::V,숨기다,berkitmoq
968,täuschen::V,속이다,aldamoq
969,betrügen::V,속이다,tirriq qilmoq
970,töten::V,죽이다,o'ldirmoq
971,wohnen::V,실다,istiqomat qilmoq
972,arbeiten::V,일하다,ishlamoq
973,sammeln::V,모으다,yig'moq
974,pflücken::V,꿔다,termoq
975,jagen::V,사냥하다,ov qilmoq
976,fischen::V,고기를잡다,baliq ovlamoq
977,fassen::V,움켜쥐다,ilinmoq
978,hüten::V,망보다,boqtirmoq
979,treiben::V,몰아세우다,haydamoq
980,anbinden::V,묶다,bog'lamoq
981,füttern::V,사료를주다,edirmoq
982,melken::V,젖을짜다,sog'moq
983,hacken::V,자르다,chopmoq
984,gießen::V,물을대다,oqizmoq
985,reifen::V,성숙하다,qizarmoq
986,zubereiten::V,조제하다,pishirmoq
987,kochen::V,요리하다,qaynatmoq
988,backen::V,쿱다,yopmoq
989,braten::V,굽다,qovurmoq
990,umrühren::V,교반하다,atalamoq
991,stricken::V,뜨개질하다,to'qimoq
992,nähen::V,꿰매다,tikmoq
993,färben::V,채색하다,bo'yoqlamoq
994,reinigen::V,청소하다,tozalamoq
995,waschen::V,씻다,yuvmoq
996,abwischen::V,닦다,surkamoq
997,spülen::V,씻다,chaymoq
998,fegen::V,소체하다,cho'tkalamoq
999,kehren::V,청소하다,supurmoq
1000,baden::V,감다,cho'milmoq
1001,sich waschen::V,모믈 씻다,yuvinmoq
1002,ausziehen::V,벗다,echintirmoq
1003,anziehen::V,끌어움직이다,kiymoq
1004,kämmen::V,빗다,taramoq
1005,schmücken::V,치레하다,yasatmoq
1006,sagen::V,말하다,aytmoq
1007,sprechen::V,말하다,so'zlamoq
1008,reden::V,이야기하다,gapirmoq
1009,fragen::V,질문하다,so'ramoq
1010,bitten::V,원하다,iltimos qilmoq
1011,erzählen::V,이야기하다,aytib bermoq
1012,mitteilen::V,이야기하다,bildirmoq
1013,nennen::V,부르다,atamoq
1014,rufen::V,불러내다,chaqirmoq
1015,prahlen::V,자랑하다,gerdaymoq
1016,übersetzen::V,번역하다,tarjima qilmoq
1017,denken::V,생각하다,o'ylamoq
1018,glauben::V,믿다,ishonmoq
1019,bemerken::V,인자하다,payqamoq
1020,erkennen::V,인식하다,tanimoq
1021,begreifen::V,파악하다,tushunmoq
1022,verstehen::V,이해하다,anglamoq
1023,lernen::V,배우다,o'qimoq
1024,wissen::V,알다,bilmoq
1025,sich erinnern an::V,상기하다,äsni tanimoq
1026,vergessen::V,잊다,unutmoq
1027,messen::V,측정하다,o'lchamoq
1028,zählen::V,세다,raqamlamoq
1029,rechnen::V,게산하다,cho'tlamoq
1030,lesen::V,읽다,o'qimoq
1031,malen::V,그리다,rasm solmoq
1032,zeichnen::V,소묘하다,chizmoq
1033,schreiben::V,쓰다,yozmoq
1034,besitzen::V,소유하다,ägalamoq
1035,kaufen::V,사다,olmoq
1036,verkaufen::V,팔다,sotmoq
1037,bezahlen::V,지불하다,to'lamoq
1038,zahlen::V,치르다,to'lamoq
1039,beherrschen::V,지배하다,ägalamoq
1040,ertragen::V,참다,chidamoq
1041,Raureif::N,,qirov
1042,Grube::N,,co'ra
1043,Lust::N,,rag'bat
1044,Nachricht::N,,xabar
1045,klug::A,,oqil
1046,von hier::ADV,,shu erdan
1047,müde werden::V,,horimoq
1048,krank werden::V,,kasallanmoq
1049,krank sein::V,,betob yotmoq
1050,abreißen::V,,emirmoq
1051,sich anziehen::V,,kiyinmoq
1052,sich unterhalten::V,,suhbatlashmoq
