,Concept_ID,pl,uz
794,verfaulen::V,zgnić,chirimoq
795,reißen::V,urywać się,qayt qilmoq
796,versinken::V,tonąć,g'arq bo'lmoq
797,vergehen::V,przechodzić,o'tmoq
798,erscheinen::V,zjawiać się,zuhur ätmoq
799,verschwinden::V,zniknąć,yo'qolmoq
800,sinken::V,spadać,pasaymoq
801,abnehmen::V,spadać,kamaymoq
802,zunehmen::V,wzrosnąć,urchimoq
803,steigen::V,wzrastać,oshmoq
804,wachsen::V,rosnąć,o'smoq
805,glänzen::V,błyszczeć,porlamoq
806,funkeln::V,zabłyszczeć,yalt ätmoq
807,lärmen::V,hałasować,taraq ätmoq
808,läuten::V,dzwonić,jiringlamoq
809,klingeln::V,dzwonić,jiringlamoq
810,klirren::V,brzęczeć,sharaqlamoq
811,brausen::V,huczeć,vag'illamoq
812,rauschen::V,szumieć,shitirlamoq
813,rauschen::V,szeleścić,shitirlamoq
814,klingen::V,brzmieć,yangramoq
815,klingen::V,dźwięczeć,yangramoq
816,bellen::V,szczekać,hurmoq
817,heulen::V,wyć,uvlamoq
818,blasen::V,dmuchnąć,puflamoq
819,pfeifen::V,gwizdać,xushtak chalmoq 
820,schreien::V,krzyczeć,qiyqirmoq
821,stöhnen::V,stękać,nola qilmoq
822,zittern::V,drżeć,titramoq
823,leben::V,żyć,yashamoq
824,geboren werden::V,urodzić się,tug'ilmoq
825,atmen::V,oddychać,nafas chiqarmoq
826,trinken::V,pić,ichmoq
827,essen::V,jeść,emoq
828,schlucken::V,połknąć,yutmoq
829,müde werden::V,zmęczyć się,horimoq
830,einschlafen::V,zasnąć,uxlab qolmoq
831,schlafen::V,spać,uxlamoq
832,aufwachen::V,obudzić się,uyg'onmoq
833,aufstehen::V,wstać,qo'pmoq
834,sich erholen::V,wypoczywać,dam olmoq
835,krank werden::V,zachorować,kasallanmoq
836,krank sein::V,chorować,betob yotmoq
837,schmerzen::V,boleć,og'rimoq
838,husten::V,kaszlać,yo'talmoq
839,genesen::V,wyzdrowieć,tuzalmoq
840,sterben::V,umrzeć,o'lmoq
841,umkommen::V,zginąć,halok bo'lmoq
842,sich bewegen::V,poruszać się,harakat qilmoq
843,sich rühren::V,ruszyć się,qimirlamoq
844,sich erheben::V,podnieść się,qo'pmoq
845,sich setzen::V,usiąść,o'tirmoq
846,hinfallen::V,upaść,yiqilmoq
847,laufen::V,chodzić,yurmoq
848,schreiten::V,kroczyć,yurmoq
849,spazierengehen::V,iść na spacer,sayr ätmoq
850,eilen::V,pospieszać,tezlamoq
851,sich beeilen::V,pospieszyć się,shoshmoq
852,sausen::V,pędzić,chopqillamoq
853,rennen::V,biec,yugurmoq
854,rennen::V,biegać,yugurmoq
855,springen::V,skakać,sakramoq
856,klettern::V,wspinać się,yuqorilamoq
857,schaukeln::V,huśtać,irg'amoq
858,schaukeln::V,kołysać,irg'amoq
859,kriechen::V,pełzać,ämaklamoq
860,kriechen::V,czołgać się,ämaklamoq
861,schwimmen::V,pływać,suzmoq
862,tauchen::V,zanurzać się,chu'mmoq
863,rudern::V,wiosłować,eshkak eshmoq
864,fahren::V,jechać,haydamoq
865,fliegen::V,latać,uchmoq
866,fliegen::V,lecieć,uchmoq
867,gehen::V,iść,bormoq
868,weggehen::V,odejść,ketoq
869,abfahren::V,odjechać,jo'namoq
870,anhalten::V,zatrzymać się,to'xtamoq
871,hineingehen::V,wchodzić,kirmoq
872,eintreten::V,wejść,kirmoq
873,eintreten::V,nastąpić,kirmoq
874,kommen::V,przyjść,kelmoq
875,ankommen::V,przybyć,etib kelmoq
876,zurückkommen::V,wrócić,qaytib kelmoq
877,bleiben::V,zostać,qolmoq
878,warten::V,czekać,poylamoq
879,erwarten::V,oczekiwać,kutmoq
880,suchen::V,szukać,izlamoq
881,finden::V,znaleźć,topmoq
882,versuchen::V,próbować,chalishmoq
883,vorbereiten::V,przygotować,hozirlamoq
884,lieben::V,kochać,sevmoq
885,mögen::V,lubić,ardoqlamoq
886,lachen::V,śmiać się,kulmoq
887,rühren::V,wzruszyć,ta'sirlantirmoq
888,weinen::V,płakać,yig'lamoq
889,schimpfen::V,kląć,koyinmoq
890,sich ärgern::V,gniewać się,g'azab qilmoq
891,sich fürchten::V,bać się,hurkmoq
892,fürchten::V,bać się,qo'rqmoq
893,fliehen::V,uciekać,qochmoq
894,flüchten::V,uciec,qochmoq
895,sehen::V,widzieć,ko'rmoq
896,sehen::V,zobaczyć,ko'rmoq
897,anschauen::V,oglądać,razm solmoq
898,ansehen::V,popatrzeć na,razm qilmoq
899,hören::V,słyszeć,äshitmoq
900,zuhören::V,słuchać,tinglamoq
901,probieren::V,kosztować,tatib ko'rmoq
902,riechen::V,wąchać,iskamoq
903,fühlen::V,czuć,sezmoq
904,fühlen::V,odczuwać,sezmoq
905,scheinen::V,wydawać się,tuyilmoq
906,zu sehen sein::V,widnieć,ko'rinmoq
907,vernehmen::V,usłyszeć,äshitmoq
908,frieren::V,marznąć,sovuq qotmoq
909,tun::V,czynić,ätmoq
910,können::V,móc,-a olmoq
911,können::V,móc,-y olmoq
912,können::V,umieć,-a olmoq
913,können::V,umieć,-y olmoq
914,wollen::V,chcieć,istamoq
915,anfangen::V,zacząć,boshlamoq
916,beenden::V,zakończyć,bitirmoq
917,aufhören::V,przestać,tinmoq
918,gelingen::V,udać się,muvaffaqiyat qozonmoq
919,geraten::V,udać się,bo'lmoq
920,öffnen::V,otworzyć,ochmoq
921,schließen::V,zamknąć,yopmoq
922,stellen::V,postawić,qo'ymoq
923,setzen::V,posadzić,o'tqazmoq
924,legen::V,kłaść,yotqizmoq
925,berühren::V,dotykać,tegmoq
926,verbinden::V,łączyć,ulamoq
927,bedecken::V,przykryć,bekitmoq
928,aufhängen::V,powiesić,ildirmoq
929,anzünden::V,zapalić,yondirmoq
930,aufheben::V,podnieść,ko'tarmoq
931,zurücklassen::V,zostawić,ayrilmoq
932,verlieren::V,zgubić,yo'qotmoq
933,fallen lassen::V,upuścić,tushirmoq
934,machen::V,zrobić,qilmoq
935,herstellen::V,wytworzyć,chiqarmoq
936,bauen::V,budować,solmoq
937,reparieren::V,naprawiać,tuzatmoq
938,verbessern::V,ulepszyć,isloh qilmoq
939,ändern::V,zmienić,o'zgartirmoq
940,graben::V,kopać,qazimoq
941,beugen::V,zagiąć,bukmoq
942,biegen::V,zgiąć,bukmoq
943,drehen::V,obracać,aylantirmoq
944,wenden::V,obrocić,burmoq
945,umdrehen::V,obrocić,ag'darmoq
946,heben::V,podnosić,yuksaltirmoq
947,hochheben::V,podnieść,ko'tarmoq
948,ergreifen::V,chwycić,tutamlamoq
949,halten::V,trzymać,tutmoq
950,drücken::V,naciskać,bosmoq
951,schieben::V,pchać,surmoq
952,schieben::V,posuwać,surmoq
953,kratzen::V,drapać,qashimoq
954,lecken::V,lizać,mijimoq
955,beißen::V,kąsać,tishlamoq
956,abreißen::V,oderwać,emirmoq
957,abschneiden::V,odciąć,cho'rt kesmoq
958,binden::V,wiązać,bog'lamoq
959,stecken::V,wetknąć,suqmoq
960,brechen::V,złamać,sindirmoq
961,klopfen::V,pukać,dukurlamoq
962,klopfen::V,stukać,dukurlamoq
963,hauen::V,bić,urmoq
964,kleben::V,kleić,yopishtirmoq
965,reiben::V,trzeć,surkamoq
966,streichen::V,smarować,surkamoq
967,schleifen::V,ostrzyć,qayramoq
968,schneiden::V,ciąć,kesmoq
969,schneiden::V,krajać,kesmoq
970,rütteln::V,trząść,chayqamoq
971,schütteln::V,trząść,chayqamoq
972,schwenken::V,machać,chayqatmoq
973,schütten::V,nasypać,quymoq
974,füllen::V,napełnić,to'ldirmoq
975,einwickeln::V,zawinąć,chulg'amoq
976,tragen::V,nieść,tashimoq
977,schleppen::V,wlec,sudramoq
978,ziehen::V,ciągnąć,tortmoq
979,aufbewahren::V,przechowywać,tutmoq
980,werfen::V,rzucać,tashlamoq
981,fangen::V,łowić,tutmoq
982,packen::V,chwycić,opqochmoq
983,verstecken::V,ukryć,yashirmoq
984,verstecken::V,schować,yashirmoq
985,teilen::V,podzielić,bo'lmoq
986,schicken::V,posyłać,yubormoq
987,bringen::V,przynieść,keltirmoq
988,hinzufügen::V,dodać,tirkamoq
989,bekommen::V,dostać,olmoq
990,erhalten::V,otrzymać,olmoq
991,nehmen::V,wziąć,olmoq
992,wählen::V,wybrać,saylamoq
993,auswählen::V,wybrać,saylamoq
994,bewahren::V,zachować,saqlamoq
995,behindern::V,utrudnić,xalal bermoq
996,behindern::V,przeszkadzać,xalal bermoq
997,verderben::V,zepsuć,xazon qilmoq
998,beschädigen::V,uszkodzić,buzmoq
999,zerbrechen::V,złamać,sindirmoq
1000,zerreißen::V,drzeć,yirtmoq
1001,zerreißen::V,rozdzierać,yirtmoq
1002,zerstören::V,zniszczyć,vayron qilmoq
1003,verbrennen::V,spalić,kuydirmoq
1004,geben::V,dać,bermoq
1005,reichen::V,podać,bermoq
1006,schenken::V,darować,sovg'a qilmoq
1007,versprechen::V,obiecać,va'da bermoq
1008,wünschen::V,życzyć,orziqmoq
1009,loben::V,chwalić,maqtamoq
1010,küssen::V,całować,o'pmoq
1011,wiegen::V,kołysać,tebratmoq
1012,zudecken::V,przykryć,yopmoq
1013,wecken::V,zbudzić,uyg'otmoq
1014,zeigen::V,pokazać,ko'rsatmoq
1015,führen::V,wieść,boshlik bo'lmoq
1016,führen::V,prowadzić,boshlik bo'lmoq
1017,lehren::V,uczyć,o'rgatmoq
1018,unterrichten::V,nauczać,dars bermoq
1019,aufziehen::V,wychować,o'stirmoq
1020,leiten::V,kierować,boshqarmoq
1021,antreiben::V,popędzić,shoshiltirmoq
1022,lassen::V,zostawić,ruxsat bermoq
1023,einladen::V,zaprosić,taklif kilmoq
1024,vereinigen::V,zjednoczyć,qo'shmoq
1025,besuchen::V,odwiedzić,mehmonga bormoq
1026,treffen::V,trafić,duchor bo'lmoq
1027,treffen::V,spotkać,duchor bo'lmoq
1028,sich versammeln::V,zebrać się,to'planmoq
1029,sich versammeln::V,zgromadzić się,to'planmoq
1030,spielen::V,grać,o'ynamoq
1031,spielen::V,bawić się,o'ynamoq
1032,singen::V,śpiewać,yalla qilmoq
1033,tanzen::V,pląsać,raqs qilmoq
1034,tanzen::V,tańczyć,raqs qilmoq
1035,sich trennen::V,rozstać się,yakkalanmoq
1036,verlassen::V,opuścić,qoldirmoq
1037,retten::V,ocalić,qutqazmoq
1038,retten::V,uratować,qutqazmoq
1039,bewachen::V,pilnować,qo'rimoq
1040,schützen::V,ochronić,yoniga olmoq
1041,verteidigen::V,bronić,yoqlamoq
1042,sich schlagen::V,pobić się,yoqalashmoq
1043,schießen::V,strzelać,otmoq
1044,siegen::V,zwycziężyć,engmoq
1045,ärgern::V,gniewać,jahl chiqarmoq
1046,schlagen::V,bić,urmoq
1047,schlagen::V,uderzyć,urmoq
1048,treten::V,kopnąć,tepmoq
1049,stechen::V,ukłuć,qadamoq
1050,stoßen::V,popchnąć,turtmoq
1051,stehlen::V,ukraść,o'g'rilamoq
1052,stören::V,zakłócić,tebratmoq
1053,stören::V,przeszkodzić,tebratmoq
1054,belästigen::V,dokuczać,g'ashini keltirmoq
1055,verbergen::V,ukryć,berkitmoq
1056,täuschen::V,łudzić,aldamoq
1057,betrügen::V,oszukać,tirriq qilmoq
1058,töten::V,zabić,o'ldirmoq
1059,wohnen::V,mieszkać,istiqomat qilmoq
1060,arbeiten::V,pracować,ishlamoq
1061,sammeln::V,zebrać,yig'moq
1062,pflücken::V,zerwać,termoq
1063,jagen::V,polować,ov qilmoq
1064,fischen::V,łowić ryby,baliq ovlamoq
1065,fassen::V,złapać,ilinmoq
1066,hüten::V,paść,boqtirmoq
1067,treiben::V,pędzić,haydamoq
1068,anbinden::V,przywiązać,bog'lamoq
1069,füttern::V,karmić,edirmoq
1070,melken::V,doić,sog'moq
1071,hacken::V,rąbać,chopmoq
1072,gießen::V,lać,oqizmoq
1073,gießen::V,podlać,oqizmoq
1074,reifen::V,dojrzeć,qizarmoq
1075,zubereiten::V,przyrządzić,pishirmoq
1076,kochen::V,gotować,qaynatmoq
1077,backen::V,piec,yopmoq
1078,braten::V,piec,qovurmoq
1079,braten::V,smażyć,qovurmoq
1080,umrühren::V,przemieszać,atalamoq
1081,stricken::V,dziać,to'qimoq
1082,nähen::V,szyć,tikmoq
1083,färben::V,pofarbować,bo'yoqlamoq
1084,reinigen::V,oczyścić,tozalamoq
1085,waschen::V,prać,yuvmoq
1086,abwischen::V,obetrzeć,surkamoq
1087,spülen::V,płukać,chaymoq
1088,fegen::V,zamiatać,cho'tkalamoq
1089,kehren::V,zamieść,supurmoq
1090,baden::V,kąpać się,cho'milmoq
1091,sich waschen::V,myć się,yuvinmoq
1092,ausziehen::V,zdjąć,echintirmoq
1093,anziehen::V,włożyć,kiymoq
1094,sich anziehen::V,ubrać się,kiyinmoq
1095,kämmen::V,uczesać,taramoq
1096,schmücken::V,ozdabiać,yasatmoq
1097,sagen::V,powiedzieć,aytmoq
1098,sprechen::V,mówić,so'zlamoq
1099,reden::V,mówić,gapirmoq
1100,sich unterhalten::V,rozmawiać,suhbatlashmoq
1101,fragen::V,zapytać,so'ramoq
1102,bitten::V,prosić,iltimos qilmoq
1103,erzählen::V,opowiedzieć,aytib bermoq
1104,mitteilen::V,zawiadomić o,bildirmoq
1105,nennen::V,nazwać,atamoq
1106,rufen::V,wołać,chaqirmoq
1107,prahlen::V,chełpić się,gerdaymoq
1108,übersetzen::V,tłumaczyć,tarjima qilmoq
1109,denken::V,myśleć,o'ylamoq
1110,glauben::V,sądzić,ishonmoq
1111,glauben::V,wierzyć,ishonmoq
1112,bemerken::V,zauważyć,payqamoq
1113,erkennen::V,poznać,tanimoq
1114,begreifen::V,zrozumieć,tushunmoq
1115,verstehen::V,rozumieć,anglamoq
1116,verstehen::V,dosłyszeć,anglamoq
1117,lernen::V,uczyć się,o'qimoq
1118,wissen::V,wiedzieć,bilmoq
1119,sich erinnern an::V,przypomnieć sobie,äsni tanimoq
1120,vergessen::V,zapomnieć,unutmoq
1121,messen::V,mierzyć,o'lchamoq
1122,zählen::V,liczyć,raqamlamoq
1123,rechnen::V,rachować,cho'tlamoq
1124,lesen::V,czytać,o'qimoq
1125,malen::V,malować,rasm solmoq
1126,zeichnen::V,rysować,chizmoq
1127,schreiben::V,pisać,yozmoq
1128,besitzen::V,posiadać,ägalamoq
1129,kaufen::V,kupić,olmoq
1130,verkaufen::V,sprzedać,sotmoq
1131,bezahlen::V,zapłacić,to'lamoq
1132,zahlen::V,płacić,to'lamoq
1133,beherrschen::V,opanować,ägalamoq
1134,ertragen::V,znieść,chidamoq
