,Concept_ID,fi,hr
94,Feuer::N,tuli,vatra
95,Licht::N,valo,svjetlo
96,Schatten::N,varjo,hlad
97,Schatten::N,varjo,sjena
98,Wetter::N,sää,vrijeme
99,Nebel::N,sumu,magla
100,Wolke::N,pilvi,oblak
101,Regen::N,sade,kiša
102,Schnee::N,lumi,snijeg
103,Eis::N,jää,led
104,Frost::N,halla,mraz
105,Frost::N,pakkanen,mraz
106,Kälte::N,vilu,studen
107,Kälte::N,vilu,hladnoća
108,Kälte::N,kylmyys,studen
109,Kälte::N,kylmyys,hladnoća
110,Hitze::N,helle,vrućina
111,Hitze::N,kuumuus,vrućina
112,Raureif::N,huurre,inje
113,Regenbogen::N,sateenkaari,duga
114,Donner::N,jyrinä,grom
115,Donner::N,jyrinä,grmljavina
116,Strömung::N,virtaus,struja
117,Strömung::N,virtaus,strujanje
118,Tropfen::N,tippa,kap
119,Tropfen::N,tippa,kaplja
120,Tropfen::N,pisara,kap
121,Tropfen::N,pisara,kaplja
122,Schaum::N,vaahto,pjena
123,Schmutz::N,loka,nečistoća
124,Schmutz::N,loka,prljavština
125,See::N,järvi,jezero
126,Sumpf::N,suo,bara
127,Moor::N,räme,močvara
128,Wiese::N,niitty,livada
129,Wald::N,metsä,šuma
130,Hügel::N,mäki,brijeg
131,Hügel::N,mäki,brežuljak
132,Hügel::N,kumpu,brijeg
133,Hügel::N,kumpu,brežuljak
134,Hügel::N,kukkula,brijeg
135,Hügel::N,kukkula,brežuljak
136,Anhöhe::N,mäki,uzvišica
137,Anhöhe::N,kumpare,uzvišica
138,Berg::N,mäki,brdo
139,Berg::N,vuori,brdo
140,Gipfel::N,laki,vrh
141,Gipfel::N,huippu,vrh
142,Höhle::N,luola,pećina
143,Höhle::N,luola,spilja
144,Abhang::N,rinne,obronak
145,Abhang::N,rinne,nizbrdica
146,Quelle::N,lähde,izvor
147,Quelle::N,lähde,vrelo
148,Bach::N,puro,potok
149,Fluss::N,joki,rijeka
150,Ufer::N,ranta,obala
151,Küste::N,rannikko,obala
152,Küste::N,rannikko,morska obala
153,Festland::N,manner,kopno
154,Meer::N,meri,more
155,Bucht::N,lahti,zaliv
156,Insel::N,saari,ada
157,Insel::N,saari,otok
158,Blume::N,kukka,cvijet
159,Gras::N,ruoho,trava
160,Wurzel::N,juuri,korijen
161,Baum::N,puu,drvo
162,Baum::N,puu,stablo
163,Stamm::N,runko,deblo
164,Stamm::N,runko,stablo
165,Rinde::N,kuori,kora
166,Rinde::N,parkki,kora
167,Ast::N,oksa,grana
168,Zweig::N,haara,grana
169,Blatt::N,lehti,list
170,Birke::N,koivu,breza
171,Kiefer[Baum]::N,mänty,bor
172,Kiefer[Baum]::N,petäjä,bor
173,Weide[Baum]::N,paju,iva
174,Weide[Baum]::N,paju,vŕba
175,Tanne::N,kuusi,jela
176,Horn::N,sarvi,rog
177,Feder::N,sulka,pero
178,Feder::N,höyhen,pero
179,Fell::N,talja,koža
180,Flügel::N,siipi,krilo
181,Klaue::N,kynsi,papak
182,Kralle::N,kynsi,pandža
183,Schwanz::N,häntä,rep
184,Schwanz::N,pyrstö,rep
185,Ei::N,muna,jaje
186,Nest::N,pesä,gnijezdo
187,Bau::N,pesä,jazbina
188,Tier::N,eläin,životinja
189,Herde::N,lauma,krdo
190,Herde::N,lauma,stado
191,Kuh::N,lehmä,krava
192,Bulle::N,sonni,bik
193,Pferd::N,hevonen,konj
194,Schaf::N,lammas,ovca
195,Schwein::N,sika,svinja
196,Hund::N,koira,pas
197,Hund::N,koira,pseto
198,Katze::N,kissa,mačka
199,Bär::N,karhu,medvjed
200,Eichhörnchen::N,orava,vjeverica
201,Elch::N,hirvi,los
202,Fuchs::N,kettu,lisica
203,Hase::N,jänis,zec
204,Maus::N,hiiri,miš
205,Wolf::N,susi,vuk
206,Wolf::N,susi,kurjak
207,Vogel::N,lintu,ptica
208,Schwarm::N,parvi,roj
209,Schwarm::N,parvi,jato
210,Huhn::N,kana,kokoš
211,Hahn::N,kukko,kokot
212,Hahn::N,kukko,pijevac
213,Gans::N,hanhi,guska
214,Adler::N,kotka,orao
215,Ente::N,ankka,patka
216,Eule::N,pöllö,sova
217,Kranich::N,kurki,ždral
218,Krähe::N,varis,vrana
219,Kuckuck::N,käki,kukavica
220,Schwan::N,joutsen,labud
221,Fisch::N,kala,riba
222,Barsch::N,ahven,grgeč
223,Hecht::N,hauki,štuka
224,Schlange[Tier]::N,käärme,guja
225,Schlange[Tier]::N,käärme,zmija
226,Wurm::N,mato,crv
227,Spinne::N,hämähäkki,pauk
228,Ameise::N,muurahainen,mrav
229,Laus::N,täi,uš
230,Mücke::N,sääski,komarac
231,Mücke::N,hyttynen,komarac
232,Fliege::N,kärpänen,muha
233,Schmetterling::N,perhonen,leptir
234,Beere::N,marja,boba
235,Beere::N,marja,bobica
236,Apfel::N,omena,jabuka
237,Pilz::N,sieni,pečurka
238,Zwiebel::N,sipuli,luk
239,Zwiebel::N,sipuli,kapula
240,Saat::N,siemenet,sjemenje
241,Korn::N,jyvä,zrno
242,Korn::N,vilja,zrno
243,Heu::N,heinä,sijeno
244,Schale::N,kuori,kora
245,Schale::N,kuori,ljuska
246,Grube::N,kuoppa,jama
247,Falle::N,loukku,zamka
248,Falle::N,loukku,klopka
249,Schlinge::N,ansa,uzao
250,Schlinge::N,ansa,petlja
251,Spur::N,jälki,trag
252,Spur::N,jälki,slijed
253,Asche::N,tuhka,pepeo
254,Dreck::N,lika,blato
255,Eisen::N,rauta,željezo
256,Gold::N,kulta,zlato
257,Silber::N,hopea,srebro
258,Kohle::N,hiili,ugalj
259,Kohle::N,hiili,ugljen
260,Glas::N,lasi,staklo
261,Lehm::N,savi,glina
262,Lehm::N,savi,ilovača
263,Sand::N,hiekka,pijesak
264,Mensch::N,ihminen,čovjek
265,Mann::N,mies,muškarac
266,Frau::N,nainen,žena
267,Kind::N,lapsi,čedo
268,Kind::N,lapsi,dijete
269,Junge::N,poika,momče
270,Junge::N,poika,dječak
271,Mädchen::N,tyttö,djevojka
272,Mädchen::N,tyttö,djevojčica
273,Familie::N,perhe,obitelj
274,Familie::N,perhe,porodica
275,Großvater::N,isoisä,djed
276,Großmutter::N,isoäiti,baka
277,Eltern::N,vanhemmat,roditelji
278,Vater::N,isä,otac
279,Mutter::N,äiti,majka
280,Sohn::N,poika,sin
281,Tochter::N,tytär,kći
282,Tochter::N,tytär,kćerka
283,Bruder::N,veli,brat
284,Schwester::N,sisko,sestra
285,Onkel::N,eno,čika
286,Onkel::N,eno,ujak
287,Onkel::N,setä,čika
288,Onkel::N,setä,ujak
289,Tante::N,täti,ujna
290,Tante::N,täti,tetka
291,Ehemann::N,mies,muž
292,Ehemann::N,mies,suprug
293,Ehemann::N,aviomies,muž
294,Ehemann::N,aviomies,suprug
295,Ehefrau::N,vaimo,žena
296,Ehefrau::N,vaimo,supruga
297,Ehefrau::N,aviovaimo,žena
298,Ehefrau::N,aviovaimo,supruga
299,Freude::N,ilo,radost
300,Freude::N,riemu,radost
301,Gelächter::N,nauru,grohot
302,Glück::N,onni,sreća
303,Kummer::N,suru,jad
304,Kummer::N,suru,briga
305,Kummer::N,murhe,jad
306,Kummer::N,murhe,briga
307,Wunsch::N,toive,želja
308,Wunsch::N,toivomus,želja
309,Lust::N,himo,volja
310,Geist::N,henki,duh
311,Gedanke::N,aate,misao
312,Gedanke::N,ajatus,misao
313,Gedächtnis::N,muisti,pamćenje
314,Verstand::N,äly,um
315,Verstand::N,äly,razum
316,Verstand::N,järki,um
317,Verstand::N,järki,razum
318,Verstand::N,ymmärrys,um
319,Verstand::N,ymmärrys,razum
320,Sinn::N,merkitys,smisao
321,Sinn::N,merkitys,značenje
322,Grund::N,syy,razlog
323,Grund::N,peruste,razlog
324,Wahrheit::N,tosi,istina
325,Wahrheit::N,totuus,istina
326,Gespräch::N,puhelu,razgovor
327,Gespräch::N,keskustelu,razgovor
328,Märchen::N,satu,bajka
329,Erzählung::N,tarina,priča
330,Erzählung::N,tarina,pripovijest
331,Erzählung::N,kertomus,priča
332,Erzählung::N,kertomus,pripovijest
333,Nachricht::N,tieto,vijest
334,Nachricht::N,ilmoitus,vijest
335,Neuigkeit::N,uutinen,novost
336,Name::N,nimi,ime
337,Rätsel::N,arvoitus,zagonetka
338,Rede::N,puhe,govor
339,Rede::N,puhe,besjeda
340,Sprache::N,kieli,jezik
341,Stimme::N,ääni,glas
342,Wort::N,sana,riječ
343,Zeichen::N,merkki,znak
344,Ruf::N,kutsu,povik
345,Ruf::N,kutsu,poklik
346,Lärm::N,melu,buka
347,Lärm::N,melu,galama
348,Lärm::N,hälinä,buka
349,Lärm::N,hälinä,galama
350,Laut::N,ääni,zvuk
351,Ton::N,sävel,ton
352,Lied::N,laulu,pjesma
353,Ruhe::N,lepo,tišina
354,Ruhe::N,lepo,počinak
355,Ruhe::N,rauha,tišina
356,Ruhe::N,rauha,počinak
357,Leute::N,väki,ljudi
358,Leute::N,ihmiset,ljudi
359,Volk::N,kansa,puk
360,Volk::N,kansa,narod
361,Arbeit::N,työ,rad
362,Arbeit::N,työ,posao
363,Gast::N,vieras,gost
364,Geschenk::N,lahja,dar
365,Geschenk::N,lahja,poklon
366,Spiel::N,peli,igra
367,Spiel::N,leikki,igra
368,Gesellschaft::N,seura,društvo
369,Gesellschaft::N,seura,kompanija
370,Hilfe::N,apu,pomoć
371,Freund::N,ystävä,prijatelj
372,Kamerad::N,toveri,drug
373,Kamerad::N,toveri,drugar
374,Angelegenheit::N,asia,posao
375,Anzahl::N,lukumäärä,broj
376,Anzahl::N,lukumäärä,brojnost
377,Art::N,laji,vid
378,Art::N,laji,vrst
379,Stück::N,pala,komad
380,Stück::N,kappale,komad
381,Teil::N,osa,dio
382,Hälfte::N,puoli,polovina
383,Kreis::N,ympyrä,krug
384,Kreuz::N,risti,križ
385,Linie::N,viiva,crta
386,Strich::N,piirto,crta
387,Abstand::N,väli,razmak
388,Abstand::N,väli,odstojanje
389,Abstand::N,väljyys,razmak
390,Abstand::N,väljyys,odstojanje
391,Entfernung::N,etäisyys,udaljenost
392,Gegend::N,seutu,kraj
393,Gegend::N,seutu,predeo
394,Platz::N,tila,mjesto
395,Ort::N,kohta,mjesto
396,Ort::N,paikka,mjesto
397,Seite::N,sivu,bok
398,Seite::N,sivu,strana
399,Seite::N,kylki,bok
400,Seite::N,kylki,strana
401,Mitte::N,keskus,sredina
402,Mitte::N,puoliväli,sredina
403,Gegenstand::N,kalu,predmet
404,Gegenstand::N,esine,predmet
405,Sache::N,asia,posao
406,Rand::N,ääri,rub
407,Rand::N,ääri,kraj
408,Rand::N,syrjä,rub
409,Rand::N,syrjä,kraj
410,Kante::N,särmä,brid
411,Kante::N,särmä,ivica
412,Ecke::N,nurkka,ugao
413,Spitze::N,terä,vrh
414,Spitze::N,terä,šiljak
415,Spitze::N,kärki,vrh
416,Spitze::N,kärki,šiljak
417,Ende::N,pää,konac
418,Ende::N,perä,konac
419,Loch::N,kolo,rupa
420,Loch::N,reikä,rupa
421,Winkel::N,kulma,kut
422,Winkel::N,kulma,ugao
423,Muster::N,kuvio,uzor
424,Größe::N,koko,veličina
425,Größe::N,suuruus,veličina
426,Länge::N,pituus,duljina
427,Höhe::N,korkeus,visina
428,Gewicht::N,paino,težina
429,Menge::N,määrä,mnoštvo
430,Menge::N,määrä,količina
431,Haufen::N,kasa,hrpa
432,Haufen::N,kasa,gomila
433,Reihe::N,rivi,red
434,Boot::N,vene,čun
435,Boot::N,vene,čamac
436,Ruder::N,airo,veslo
437,Schlitten::N,reki,saone
438,Schlitten::N,kelkka,saone
439,Ski::N,suksi,ski
440,Ski::N,suksi,smučka
441,Lagerfeuer::N,nuotio,logorska vatra
442,Last::N,kuorma,tovar
443,Gang::N,kulku,hod
444,Gang::N,käynti,hod
445,Schritt::N,askel,korak
446,Norden::N,pohjoinen,sjever
447,Süden::N,etelä,jug
448,Westen::N,länsi,zapad
449,Osten::N,itä,istok
450,Holz::N,puu,drvo
451,Brett::N,lauta,daska
452,Platte::N,levy,ploča
453,Stütze::N,noja,potpora
454,Stange::N,tanko,motka
455,Stock::N,keppi,štap
456,Stock::N,keppi,palica
457,Stab::N,sauva,štap
458,Stab::N,sauva,šipka
459,Stab::N,seiväs,štap
460,Stab::N,seiväs,šipka
461,Rohr::N,putki,cijev
462,Haus::N,talo,kuća
463,Heim::N,koti,dom
464,Ofen::N,uuni,peć
465,Fußboden::N,lattia,pod
466,Tisch::N,pöytä,stol
467,Tisch::N,pöytä,trpeza
468,Stuhl::N,tuoli,stolac
469,Stuhl::N,tuoli,stolica
470,Wiege::N,kehto,kolijevka
471,Bett::N,sänky,krevet
472,Bett::N,sänky,postelja
473,Regal::N,hylly,polica
474,Kiste::N,arkku,sanduk
475,Kiste::N,kirstu,sanduk
476,Kiste::N,laatikko,sanduk
477,Fenster::N,ikkuna,prozor
478,Tür::N,ovi,vrata
479,Tor::N,portti,vrata
480,Tor::N,portti,kapija
481,Zaun::N,aita,plot
482,Zaun::N,aita,ograda
483,Dach::N,katto,krov
484,Leiter::N,tikkaat,ljestve
485,Leiter::N,tikkaat,ljestvice
486,Leiter::N,tikapuut,ljestve
487,Leiter::N,tikapuut,ljestvice
488,Besen::N,luuta,metla
489,Spaten::N,lapio,ašov
490,Schaufel::N,lapio,lopata
491,Gabel::N,haarukka,viljuška
492,Löffel::N,lusikka,žlica
493,Messer::N,veitsi,nož
494,Nagel::N,naula,čavao
495,Netz::N,verkko,mreža
496,Haken::N,haka,kuka
497,Haken::N,koukku,kuka
498,Griff::N,ripa,držak
499,Griff::N,ripa,ručica
500,Griff::N,kahva,držak
501,Griff::N,kahva,ručica
502,Schloss::N,lukko,brava
503,Bild::N,kuva,slika
504,Figur::N,kuvio,figura
505,Puppe::N,nukke,lutka
506,Beutel::N,pussi,kesa
507,Bündel::N,nippu,snop
508,Bündel::N,nippu,svežanj
509,Bündel::N,kimppu,snop
510,Bündel::N,kimppu,svežanj
511,Tasche::N,laukku,torba
512,Tasche::N,laukku,taška
513,Eimer::N,sanko,kabao
514,Eimer::N,ämpäri,kabao
515,Deckel::N,kansi,poklopac
516,Geschirr::N,astia,suđe
517,Geschirr::N,astia,posuđe
518,Sack::N,säkki,džak
519,Sack::N,säkki,vreća
520,Tasse::N,kuppi,šalica
521,Topf::N,pata,lonac
522,Kessel::N,kattila,kazan
523,Essen::N,syönti,obrok
524,Nahrung::N,ruoka,hrana
525,Nahrung::N,ravinto,hrana
526,Speise::N,ruoka,jelo
527,Fleisch::N,liha,meso
528,Getreide::N,vilja,žito
529,Getreide::N,vilja,žitarice
530,Brei::N,puuro,kaša
531,Brot::N,leipä,kruh
532,Scheibe::N,viipale,kriška
533,Fett::N,rasva,mast
534,Fett::N,rasva,salo
535,Butter::N,voi,buter
536,Butter::N,voi,maslac
537,Öl::N,öljy,ulje
538,Salz::N,suola,sol
539,Suppe::N,keitto,supa
540,Honig::N,hunaja,med
541,Milch::N,maito,mlijeko
542,Tee::N,tee,čaj
543,Leder::N,nahka,koža
544,Wolle::N,villa,vuna
545,Stoff::N,kangas,štof
546,Stoff::N,kangas,tkanina
547,Nadel::N,neula,igla
548,Faden::N,lanka,nit
549,Faden::N,lanka,konac
550,Knopf::N,nappi,dugme
551,Knoten::N,solmu,čvor
552,Knoten::N,solmu,uzao
553,Farbe::N,maali,farba
554,Kleidung::N,vaatteet,odjeća
555,Hemd::N,paita,košulja
556,Kragen::N,kaulus,ovratnik
557,Ärmel::N,hiha,rukav
558,Hose::N,housut,hlače
559,Gürtel::N,vyö,pas
560,Gürtel::N,vyö,pojas
561,Mütze::N,lakki,kapa
562,Schuh::N,kenkä,cipela
563,Stiefel::N,saapas,čizma
564,Ring::N,sormus,prsten
565,Band::N,nauha,vrpca
566,Kamm::N,kampa,češalj
567,Spiegel::N,peili,zrcalo
568,Spiegel::N,peili,ogledalo
569,Riemen::N,hihna,kaiš
570,Riemen::N,hihna,remen
571,Schnur::N,naru,vrpca
572,Schnur::N,nuora,vrpca
573,Leine::N,talutushihna,uzica
574,Decke::N,peite,ćebe
575,Decke::N,peite,pokrivač
576,Kissen::N,tyyny,jastuk
577,Kissen::N,pielus,jastuk
578,Tuch::N,huivi,rubac
579,Tuch::N,huivi,marama
580,Handtuch::N,pyyheliina,ručnik
581,Kraft::N,väki,snaga
582,Kraft::N,voima,snaga
583,Stärke::N,vahvuus,jakost
584,Gesundheit::N,terveys,zdravlje
585,Krankheit::N,tauti,bolest
586,Krankheit::N,sairaus,bolest
587,Schmerz::N,kipu,bol
588,Schmerz::N,särky,bol
589,Wunde::N,haava,rana
590,Fieber::N,kuume,groznica
591,Arznei::N,lääke,lijek
592,Brücke::N,silta,most
593,Brücke::N,silta,ćuprija
594,Brunnen::N,kaivo,bunar
595,Brunnen::N,kaivo,zdenac
596,Weide::N,laidun,paša
597,Weide::N,laidun,pašnjak
598,Pfad::N,polku,staza
599,Weg::N,tie,put
600,Straße::N,katu,drum
601,Straße::N,katu,cesta
602,Dorf::N,kylä,selo
603,Stadt::N,kaupunki,grad
604,Stadt::N,kaupunki,varoš
605,Brief::N,kirje,list
606,Brief::N,kirje,pismo
607,Buch::N,kirja,knjiga
608,Buchstabe::N,kirjain,slovo
609,Zeitung::N,lehti,novine
610,Zeitung::N,sanomalehti,novine
611,Leben::N,elo,život
612,Leben::N,elämä,život
613,Tod::N,kuolema,smrt
614,Grab::N,hauta,raka
615,Kirche::N,kirkko,crkva
616,Sünde::N,synti,grijeh
617,Gott::N,jumala,bog
618,Arbeiter::N,työläinen,radnik
619,Chef::N,päällikkö,šef
620,Meister::N,mestari,majstor
621,Arzt::N,lääkäri,liječnik
622,Lehrer::N,opettaja,učitelj
623,Geld::N,raha,novac
624,Geschäft::N,liike,posao
625,Geschäft::N,liike,trgovina
626,Laden::N,puoti,dućan
627,Laden::N,kauppa,dućan
628,Preis::N,hinta,cijena
629,Ware::N,tavara,roba
630,Nutzen::N,hyöty,korist
631,Reichtum::N,rikkaus,bogatstvo
632,Welt::N,maailma,svijet
633,Land::N,maa,zemlja
634,Staat::N,valtio,država
635,König::N,kuningas,kralj
636,Macht::N,mahti,moć
637,Macht::N,mahti,vlast
638,Grenze::N,raja,granica
639,Krieg::N,sota,rat
640,Feind::N,vihollinen,neprijatelj
641,Gewalt::N,väkivalta,sila
642,Gewalt::N,väkivalta,nasilje
643,Kampf::N,taistelu,boj
644,Kampf::N,taistelu,borba
645,Bogen[Waffe]::N,jousi,luk
646,Pfeil::N,nuoli,strijela
647,Gewehr::N,kivääri,puška
648,Fehler::N,vika,pogreška
649,Fehler::N,vika,griješka
650,Fehler::N,virhe,pogreška
651,Fehler::N,virhe,griješka
652,Lüge::N,valhe,laž
653,Schaden::N,vaurio,šteta
654,Schaden::N,vahinko,šteta
655,Unglück::N,vahinko,nesreća
656,Unglück::N,onnettomuus,nesreća
657,Schuld::N,syy,krivnja
658,Alter::N,ikä,dob
659,Schluss::N,loppu,kraj
660,Schluss::N,loppu,konac
661,Zeit::N,aika,doba
662,Zeit::N,aika,vrijeme
663,Tag::N,päivä,dan
664,Morgen::N,aamu,jutro
665,Morgen::N,huomen,jutro
666,Mittag::N,keskipäivä,podne
667,Abend::N,ilta,veče
668,Abend::N,ilta,večer
669,Nacht::N,yö,noć
670,Woche::N,viikko,sedmica
671,Monat::N,kuukausi,mjesec
672,Jahr::N,vuosi,godina
673,Frühling::N,kevät,proljeće
674,Sommer::N,kesä,ljeto
675,Herbst::N,syksy,jesen
676,Winter::N,talvi,zima
677,Januar::N,tammikuu,januar
678,Januar::N,tammikuu,siječanj
679,Februar::N,helmikuu,veljača
680,Februar::N,helmikuu,februar
681,März::N,maaliskuu,mart
682,März::N,maaliskuu,ožujak
683,April::N,huhtikuu,april
684,April::N,huhtikuu,travanj
685,Mai::N,toukokuu,maj
686,Mai::N,toukokuu,svibanj
687,Juni::N,kesäkuu,juni
688,Juni::N,kesäkuu,lipanj
689,Juli::N,heinäkuu,juli
690,Juli::N,heinäkuu,srpanj
691,August::N,elokuu,august
692,August::N,elokuu,kolovoz
693,September::N,syyskuu,rujan
694,September::N,syyskuu,septembar
695,Oktober::N,lokakuu,oktobar
696,Oktober::N,lokakuu,listopad
697,November::N,marraskuu,studeni
698,November::N,marraskuu,novembar
699,Dezember::N,joulukuu,prosinac
700,Montag::N,maanantai,ponedjeljak
701,Montag::N,maanantai,ponedjeljnik
702,Dienstag::N,tiistai,utorak
703,Dienstag::N,tiistai,utornik
704,Mittwoch::N,keskiviikko,srijeda
705,Donnerstag::N,torstai,četvrtak
706,Freitag::N,perjantai,petak
707,Samstag::N,lauantai,subota
708,Sonntag::N,sunnuntai,nedjelja
709,groß::A,iso,velik
710,groß::A,suuri,velik
711,klein::A,pieni,mali
712,klein::A,pieni,malen
713,lang::A,pitkä,dug
714,lang::A,pitkä,dugačak
715,kurz::A,lyhyt,kratak
716,breit::A,leveä,širok
717,schmal::A,kapea,uski
718,schmal::A,kapea,uzak
719,dicht::A,taaja,gust
720,dick[Gegenstand]::A,paksu,debeo
721,dünn::A,ohut,tanak
722,fein::A,hieno,fin
723,fein::A,hieno,tanak
724,fest::A,luja,čvrst
725,flach::A,litteä,ravan
726,flach::A,litteä,plosnat
727,flach::A,tasainen,ravan
728,flach::A,tasainen,plosnat
729,glatt::A,sileä,gladak
730,glatt::A,siloinen,gladak
731,hart::A,kova,tvrd
732,weich::A,pehmeä,mek
733,weich::A,pehmeä,mekan
734,rund::A,pyöreä,okrugao
735,spitz::A,terävä,oštar
736,spitz::A,terävä,šiljast
737,scharf::A,terävä,oštar
738,scharf::A,terävä,bridak
739,stumpf::A,tylsä,tup
740,schwer::A,raskas,težak
741,schwer::A,painava,težak
742,schön::A,kaunis,krasan
743,heiß::A,kuuma,vruć
744,warm::A,lämmin,topao
745,kalt::A,kylmä,hladan
746,kalt::A,viluinen,hladan
747,kühl::A,viileä,hladan
748,frisch::A,tuore,svjež
749,feucht::A,kostea,vlažan
750,nass::A,märkä,mokar
751,trocken::A,kuiva,suh
752,voll::A,täysi,pun
753,leer::A,tyhjä,prazan
754,offen::A,avonainen,otvoren
755,geschlossen::A,suljettu,zatvoren
756,sauber::A,puhdas,čist
757,schmutzig::A,likainen,nečist
758,schmutzig::A,likainen,blatan
759,roh::A,raaka,sirov
760,reif::A,kypsä,zreo
761,lecker::A,herkullinen,tečan
762,lecker::A,herkullinen,ukusan
763,süß::A,makea,sladak
764,bitter::A,karvas,gorak
765,bitter::A,kitkerä,gorak
766,sauer::A,hapan,kiseo
767,hell::A,kirkas,vedar
768,hell::A,kirkas,svijetao
769,hell::A,valoisa,vedar
770,hell::A,valoisa,svijetao
771,dunkel::A,pimeä,taman
772,schwarz::A,musta,crn
773,weiß::A,valkea,bio
774,weiß::A,valkea,bijel
775,rot::A,punainen,crven
776,gelb::A,keltainen,žut
777,blau::A,sininen,plav
778,blau::A,sininen,modar
779,grün::A,vihreä,zelen
780,grau::A,harmaa,siv
781,bunt::A,kirjava,šaren
782,billig::A,halpa,jeftin
783,billig::A,huokea,jeftin
784,teuer::A,kallis,skup
785,wertvoll::A,arvokas,vrijedan
786,wertvoll::A,arvokas,dragocjen
787,blind::A,sokea,slijep
788,taub::A,kuuro,gluh
789,kräftig::A,väkevä,snažan
790,kräftig::A,voimakas,snažan
791,stark::A,vahva,jak
792,stark::A,vahva,snažan
793,schwach::A,heikko,slab
794,fett::A,lihava,pretio
795,schlank::A,hoikka,vitak
796,schlank::A,solakka,vitak
797,hübsch::A,soma,zgodan
798,hübsch::A,sievä,zgodan
799,böse::A,paha,zao
800,böse::A,paha,opak
801,böse::A,häijy,zao
802,böse::A,häijy,opak
803,dumm::A,tyhmä,glup
804,dumm::A,typerä,glup
805,faul::A,laiska,lijen
806,fleißig::A,ahkera,radin
807,fleißig::A,ahkera,marljiv
808,geizig::A,saita,škrt
809,klug::A,älykäs,razborit
810,geschickt::A,taitava,vješt
811,lieb::A,rakas,drag
812,lustig::A,hauska,veseo
813,lustig::A,iloinen,veseo
814,sanft::A,lauha,blag
815,sanft::A,lempeä,blag
816,hungrig::A,nälkäinen,gladan
817,krank::A,sairas,bolestan
818,nackt::A,alaston,nag
819,traurig::A,surullinen,tužan
820,traurig::A,surullinen,žalostan
821,traurig::A,murheellinen,tužan
822,traurig::A,murheellinen,žalostan
823,lebendig::A,elävä,živ
824,gut::A,hyvä,dobar
825,schlecht::A,paha,loš
826,schlecht::A,paha,rđav
827,schlecht::A,huono,loš
828,schlecht::A,huono,rđav
829,richtig::A,oikea,tačan
830,richtig::A,oikea,ispravan
