,Concept_ID,uk,ar
811,hundert::NUM,сто,مئة
812,tausend::NUM,тисяча,ألف
813,und::CNJ,і,و
814,oder::CNJ,або,أو
815,stehen::V,стояти,وقف
816,sitzen::V,сидіти,جلس
817,liegen::V,лежати,رقد
818,hängen::V,висіти,تعلق
819,werden::V,стати,صار
820,werden::V,стати,أصبح
821,werden::V,робитися,صار
822,werden::V,робитися,أصبح
823,passieren::V,трапитися,حدث
824,beginnen::V,початися,ابتدأ
825,enden::V,кінчитися,انتهى
826,wechseln::V,мінятися,تغير
827,aufgehen[Sonne]::V,зійти,شرق
828,untergehen[Sonne]::V,зайти,غرب
829,scheinen[Sonne]::V,світити,أضاء
830,donnern::V,гриміти,رعد
831,wehen::V,віяти,هب
832,strömen::V,литися,جرى
833,fließen::V,текти,سال
834,sich drehen::V,обертатися,دار
835,schwanken::V,коливатися,ترنح
836,schwingen::V,хитатися,ترجح
837,schwingen::V,гойдатися,ترجح
838,fallen::V,падати,سقط
839,brennen::V,горіти,احترق
840,rauchen::V,диміти,دخن
841,regnen::V,дощити,أمطر
842,gefrieren::V,змерзнути,تجمد
843,tauen::V,танути,ذاب
844,schmelzen::V,плавитися,ذاب
845,trocknen::V,сохнути,نشف
846,sieden::V,кипіти,غلى
847,faulen::V,гнити,فسد
848,verfaulen::V,згнити,تعفن
849,reißen::V,рватися,انقطع
850,versinken::V,тонути,غرق
851,vergehen::V,проходити,مضى
852,erscheinen::V,з’явитися,لاح
853,erscheinen::V,з’явитися,ظهر
854,verschwinden::V,щезнути,غاب
855,verschwinden::V,зникнути,غاب
856,sinken::V,спадати,هبط
857,abnehmen::V,поменшитися,نقص
858,zunehmen::V,збільшуватися,ازداد
859,steigen::V,підніматися,صعد
860,steigen::V,підніматися,ارتفع
861,wachsen::V,рости,نما
862,wachsen::V,рости,نبت
863,glänzen::V,блищати,لمع
864,funkeln::V,блискати,تلألأ
865,lärmen::V,шуміти,ضج
866,lärmen::V,шуміти,صخب
867,läuten::V,дзвонити,قرع
868,klingeln::V,дзвонити,دق
869,klirren::V,дзвякати,قعقع
870,brausen::V,бушувати,عج
871,rauschen::V,шелестіти,حف
872,klingen::V,лунати,رن
873,klingen::V,звучати,رن
874,bellen::V,гавкати,نبح
875,heulen::V,вити,عوى
876,blasen::V,дунути,نفخ
877,pfeifen::V,свистіти,صفر
878,schreien::V,кричати,صرخ
879,stöhnen::V,стогнати,أن
880,zittern::V,тремтіти,ارتعش
881,leben::V,жити,عاش
882,geboren werden::V,народитися,ولد
883,atmen::V,дихати,تنفس
884,trinken::V,пити,شرب
885,essen::V,їсти,أكل
886,schlucken::V,ковтати,جرع
887,müde werden::V,втомитися,تعب
888,einschlafen::V,заснути,نام
889,schlafen::V,спати,نام
890,aufwachen::V,прокинутися,استيقظ
891,aufstehen::V,встати,قام
892,sich erholen::V,відпочивати,استجم
893,krank werden::V,захворіти,مرض
894,krank sein::V,хворіти,مرض
895,schmerzen::V,боліти,آلم
896,husten::V,кашляти,كح
897,husten::V,кашляти,سعل
898,genesen::V,одужати,نقه
899,genesen::V,видужати,نقه
900,sterben::V,померти,مات
901,umkommen::V,згинути,هلك
902,sich bewegen::V,рухатися,تحرك
903,sich rühren::V,ворушитися,تحرك
904,sich erheben::V,встати,قام
905,sich setzen::V,сісти,جلس
906,hinfallen::V,упасти,وقع
907,laufen::V,ходити,مشى
908,schreiten::V,крокувати,خطا
909,spazierengehen::V,гуляти,تنزه
910,eilen::V,спішити,عجل
911,sich beeilen::V,поспішати,استعجل
912,sausen::V,мчатися,أسرع
913,rennen::V,бігати,عدا
914,rennen::V,бігати,ركض
915,springen::V,скакати,قفز
916,springen::V,стрибати,قفز
917,klettern::V,лазити,تسلق
918,schaukeln::V,гойдатися,تأرجح
919,kriechen::V,повзати,دب
920,kriechen::V,повзати,زحف
921,schwimmen::V,пливти,سبح
922,schwimmen::V,плавати,سبح
923,tauchen::V,пірнати,غطس
924,rudern::V,гребти,جذف
925,rudern::V,веслувати,جذف
926,fahren::V,їхати,ركب
927,fahren::V,їхати,سافر
928,fliegen::V,літати,طار
929,gehen::V,іти,سار
930,gehen::V,іти,ذهب
931,weggehen::V,піти,ذهب
932,weggehen::V,піти,انصرف
933,abfahren::V,від’їхати,رحل
934,abfahren::V,відправитися,رحل
935,anhalten::V,зупинитися,توقف
936,hineingehen::V,входити,دخل
937,eintreten::V,увійти,دخل
938,kommen::V,прийти,أتى
939,kommen::V,прийти,جاء
940,ankommen::V,прибути,وصل
941,zurückkommen::V,повернутися,عاد
942,zurückkommen::V,повернутися,رجع
943,bleiben::V,залишитися,مكث
944,warten::V,чекати,انتظر
945,erwarten::V,чекати,ترقب
946,erwarten::V,чекати,انتظر
947,suchen::V,шукати,بحث
948,finden::V,знайти,وجد
949,versuchen::V,випробовувати,حاول
950,vorbereiten::V,підготувати,أعد
951,vorbereiten::V,підготувати,حضر
952,lieben::V,любити,أحب
953,mögen::V,любити,أحب
954,mögen::V,подобатися,أحب
955,lachen::V,сміятися,ضحك
956,rühren::V,розчулити,أثر
957,weinen::V,плакати,بكى
958,schimpfen::V,лаятися,سب
959,schimpfen::V,лаятися,شتم
960,sich ärgern::V,сердитися,زعل
961,sich fürchten::V,боятися,هاب
962,fürchten::V,боятися,خاف
963,fürchten::V,боятися,خشي
964,fliehen::V,тікати,هرب
965,flüchten::V,утекти,فر
966,sehen::V,бачити,رأى
967,anschauen::V,поглянути,نظر
968,ansehen::V,дивитися на,نظر
969,hören::V,чути,سمع
970,zuhören::V,слухати,أصغى
971,probieren::V,покуштувати,ذاق
972,riechen::V,нюхати,شم
973,riechen::V,нюхати,استنشق
974,fühlen::V,відчувати,شعر
975,scheinen::V,здаватися,ظهر
976,zu sehen sein::V,виднітися,ظهر
977,vernehmen::V,почути,سمع
978,frieren::V,мерзнути,بردان
979,tun::V,робити,فعل
980,können::V,могти,قدر
981,können::V,могти,استطاع
982,wollen::V,хотіти,شاء
983,wollen::V,хотіти,أراد
984,anfangen::V,почати,بدأ
985,beenden::V,закінчити,أنهى
986,aufhören::V,перестати,توقف
987,aufhören::V,перестати,انقطع
988,gelingen::V,вдатися,نجح
989,geraten::V,опинитися,طلع
990,öffnen::V,відкрити,فتح
991,schließen::V,закрити,أغلق
992,stellen::V,поставити,وضع
993,stellen::V,поставити,أقام
994,setzen::V,посадити,أجلس
995,legen::V,класти,وضع
996,berühren::V,чіпати,مس
997,berühren::V,чіпати,لمس
998,verbinden::V,зв’язати,ربط
999,verbinden::V,зв’язати,وصل
1000,bedecken::V,покрити,غطى
1001,aufhängen::V,повісити,علق
1002,anzünden::V,запалити,أوقد
1003,aufheben::V,підняти,لقط
1004,zurücklassen::V,залишити,ترك
1005,verlieren::V,загубити,فقد
1006,fallen lassen::V,упустити,أسقط
1007,machen::V,зробити,فعل
1008,herstellen::V,виготовити,صنع
1009,herstellen::V,виготовити,أنتج
1010,bauen::V,будувати,بنى
1011,bauen::V,будувати,شيد
1012,reparieren::V,лагодити,صلح
1013,verbessern::V,поліпшити,صحح
1014,ändern::V,змінити,غير
1015,graben::V,копати,حفر
1016,beugen::V,зігнути,ثنى
1017,beugen::V,зігнути,أحنى
1018,biegen::V,погнути,لوى
1019,drehen::V,вертіти,أدار
1020,drehen::V,вертіти,دور
1021,wenden::V,повернути,قلب
1022,umdrehen::V,перевернути,قلب
1023,heben::V,піднімати,رفع
1024,hochheben::V,підняти,رفع
1025,ergreifen::V,схопити,مسك
1026,halten::V,тримати,مسك
1027,drücken::V,натискати,ضغط
1028,schieben::V,пхати,حرك
1029,schieben::V,штовхати,حرك
1030,kratzen::V,шкребти,خدش
1031,lecken::V,лизати,لعق
1032,beißen::V,кусати,عض
1033,abreißen::V,відірвати,قلع
1034,abschneiden::V,відрізати,قطع
1035,binden::V,в’язати,ربط
1036,stecken::V,увіткнути,دس
1037,brechen::V,зламати,كسر
1038,klopfen::V,стукати,طرق
1039,hauen::V,бити,ضرب
1040,kleben::V,клеїти,ألصق
1041,reiben::V,терти,حك
1042,streichen::V,намазати,نشر
1043,schleifen::V,точити,سن
1044,schneiden::V,різати,قطع
1045,rütteln::V,хитати,رج
1046,schütteln::V,трясти,هز
1047,schwenken::V,махати,لوح
1048,schütten::V,налити,صب
1049,füllen::V,наповнити,ملأ
1050,einwickeln::V,загорнути,لف
1051,tragen::V,нести,حمل
1052,schleppen::V,тягти,سحب
1053,ziehen::V,тягнути,سحب
1054,aufbewahren::V,зберігати,حفظ
1055,werfen::V,кидати,رمى
1056,werfen::V,кидати,ألقى
1057,fangen::V,ловити,التقط
1058,packen::V,схопити,مسك
1059,verstecken::V,сховати,خبأ
1060,teilen::V,розділити,قسم
1061,schicken::V,посилати,بعث
1062,schicken::V,посилати,أرسل
1063,bringen::V,принести,جلب
1064,hinzufügen::V,додати,أضاف
1065,bekommen::V,дістати,حصل
1066,erhalten::V,одержати,استلم
1067,nehmen::V,взяти,أخذ
1068,wählen::V,вибрати,اختار
1069,auswählen::V,відібрати,انتقى
1070,bewahren::V,зберегти,حافظ
1071,behindern::V,перешкоджати,عاق
1072,verderben::V,зіпсувати,أفسد
1073,beschädigen::V,зашкодити,أضر
1074,zerbrechen::V,розбити,كسر
1075,zerreißen::V,розірвати,مزق
1076,zerstören::V,зруйнувати,دمر
1077,verbrennen::V,спалити,حرق
1078,geben::V,дати,أعطى
1079,reichen::V,передати,ناول
1080,schenken::V,дарувати,وهب
1081,versprechen::V,обіцяти,وعد
1082,wünschen::V,бажати,تمنى
1083,loben::V,хвалити,مدح
1084,küssen::V,цілувати,قبل
1085,wiegen::V,качати,هدهد
1086,zudecken::V,накрити,غطى
1087,wecken::V,розбудити,أيقظ
1088,zeigen::V,показати,أرى
1089,führen::V,вести,دل
1090,lehren::V,вчити,علم
1091,unterrichten::V,викладати,علم
1092,aufziehen::V,виховати,ربى
1093,leiten::V,керувати,دل
1094,leiten::V,керувати,أدار
1095,antreiben::V,підганяти,حث
1096,lassen::V,змусити,حدا
1097,einladen::V,запросити,دعا
1098,vereinigen::V,об’єднати,وحد
1099,besuchen::V,завітати,زار
1100,besuchen::V,відвідати,زار
1101,treffen::V,зустріти,قابل
1102,sich versammeln::V,зібратися,اجتمع
1103,spielen::V,грати,لعب
1104,singen::V,співати,غنى
1105,tanzen::V,танцювати,رقص
1106,sich trennen::V,розлучитися,افترق
1107,verlassen::V,покинути,ترك
1108,retten::V,врятувати,نجى
1109,retten::V,врятувати,أنقذ
1110,bewachen::V,охороняти,حرس
1111,schützen::V,уберігати,حمى
1112,verteidigen::V,захистити,دافع
1113,sich schlagen::V,битися,تضارب
1114,sich schlagen::V,дратися,تضارب
1115,schießen::V,стріляти,أطلق
1116,siegen::V,перемогти,انتصر
1117,ärgern::V,сердити,أزعل
1118,schlagen::V,ударити,ضرب
1119,treten::V,штовхати,رفس
1120,stechen::V,вколоти,شك
1121,stoßen::V,штовхнути,دفع
1122,stehlen::V,украсти,سرق
1123,stören::V,перешкодити,ضايق
1124,belästigen::V,докучати,أزعج
1125,verbergen::V,сховати,كتم
1126,täuschen::V,обдурити,خدع
1127,betrügen::V,зшахраювати,غش
1128,töten::V,убити,قتل
1129,wohnen::V,жити,سكن
1130,wohnen::V,мешкати,سكن
1131,arbeiten::V,працювати,عمل
1132,arbeiten::V,працювати,اشتغل
1133,sammeln::V,зібрати,جمع
1134,pflücken::V,зривати,جنى
1135,pflücken::V,зривати,قطف
1136,jagen::V,полювати,صاد
1137,fischen::V,рибалити,اصطاد
1138,fassen::V,піймати,قبض
1139,hüten::V,пасти,رعى
1140,treiben::V,гнати,ساق
1141,anbinden::V,прив’язати,ربط
1142,füttern::V,годувати,علف
1143,füttern::V,харчувати,علف
1144,melken::V,доїти,حلب
1145,hacken::V,рубати,فرم
1146,gießen::V,полити,سقى
1147,reifen::V,дозріти,نضج
1148,zubereiten::V,зготовити,حضر
1149,zubereiten::V,приготувати,حضر
1150,kochen::V,варити,طبخ
1151,kochen::V,готувати,طبخ
1152,backen::V,пекти,خبز
1153,braten::V,смажити,قلى
1154,braten::V,смажити,حمر
1155,umrühren::V,переміщати,قلب
1156,stricken::V,в’язати,حاك
1157,nähen::V,шити,خاط
1158,färben::V,пофарбувати,صبغ
1159,färben::V,пофарбувати,لون
1160,reinigen::V,очистити,نظف
1161,waschen::V,мити,غسل
1162,abwischen::V,витерти,مسح
1163,spülen::V,полоскати,شطف
1164,fegen::V,підмітати,كنس
1165,kehren::V,мести,كنس
1166,baden::V,купатися,استحم
1167,sich waschen::V,митися,اغتسل
1168,ausziehen::V,зняти,خلع
1169,anziehen::V,надіти,لبس
1170,sich anziehen::V,одягтися,اكتسى
1171,sich anziehen::V,одягнутися,اكتسى
1172,kämmen::V,зачесати,مشط
1173,schmücken::V,оздобити,زين
1174,sagen::V,сказати,قال
1175,sprechen::V,говорити,تكلم
1176,reden::V,розмовляти,تكلم
1177,sich unterhalten::V,бесідувати,تحادث
1178,fragen::V,запитати,سأل
1179,bitten::V,просити,رجا
1180,erzählen::V,розповісти,حكي
1181,mitteilen::V,повідомити,بلغ
1182,nennen::V,назвати,سمى
1183,rufen::V,кликати,نادى
1184,prahlen::V,хвалитися,فشر
1185,prahlen::V,хвалитися,تفاخر
1186,übersetzen::V,перекласти,ترجم
1187,denken::V,думати,فكر
1188,denken::V,мислити,فكر
1189,glauben::V,вірити,اعتقد
1190,bemerken::V,помітити,لاحظ
1191,erkennen::V,пізнати,عرف
1192,begreifen::V,осягнути,فهم
1193,begreifen::V,осягнути,أدرك
1194,verstehen::V,почути,فهم
1195,lernen::V,навчатися,درس
1196,wissen::V,знати,علم
1197,sich erinnern an::V,пам’ятати,تذكر
1198,vergessen::V,забути,نسي
1199,messen::V,міряти,قاس
1200,zählen::V,лічити,عد
1201,zählen::V,лічити,أحصى
1202,rechnen::V,рахувати,حسب
1203,lesen::V,читати,قرأ
1204,malen::V,малювати,صور
1205,zeichnen::V,рисувати,رسم
1206,schreiben::V,писати,كتب
1207,besitzen::V,мати,حاز
1208,besitzen::V,мати,ملك
1209,kaufen::V,купити,اشترى
1210,verkaufen::V,продати,باع
1211,bezahlen::V,заплатити,دفع
1212,zahlen::V,платити,سدد
1213,beherrschen::V,володіти,حكم
1214,ertragen::V,витерпіти,أطاق
1215,ertragen::V,витерпіти,تحمل
