,Concept_ID,,hu
275,Laut::N,,hang
276,Ton::N,,hang
277,Lied::N,,dal
278,Lied::N,,ének
279,Ruhe::N,,csend
280,Ruhe::N,,nyugalom
281,Leute::N,,emberek
282,Volk::N,,nép
283,Arbeit::N,,dolog
284,Gast::N,,vendég
285,Geschenk::N,,ajándék
286,Spiel::N,,játék
287,Gesellschaft::N,,társaság
288,Hilfe::N,,segítség
289,Freund::N,,barát
290,Kamerad::N,,társ
291,Angelegenheit::N,,ügy
292,Anzahl::N,,szám
293,Art::N,,faj
294,Art::N,,fajta
295,Stück::N,,darab
296,Teil::N,,rész
297,Hälfte::N,,fél
298,Kreis::N,,kör
299,Kreuz::N,,kereszt
300,Linie::N,,vonal
301,Strich::N,,vonás
302,Abstand::N,,köz
303,Entfernung::N,,távolság
304,Gegend::N,,táj
305,Gegend::N,,vidék
306,Platz::N,,hely
307,Ort::N,,hely
308,Seite::N,,fél
309,Seite::N,,oldal
310,Mitte::N,,közép
311,Gegenstand::N,,tárgy
312,Sache::N,,dolog
313,Rand::N,,szél
314,Rand::N,,perem
315,Rand::N,,szegély
316,Kante::N,,él
317,Ecke::N,,sarok
318,Ecke::N,,szöglet
319,Spitze::N,,csúcs
320,Ende::N,,vég
321,Loch::N,,lyuk
322,Winkel::N,,szög
323,Muster::N,,minta
324,Größe::N,,nagyság
325,Länge::N,,hossz
326,Länge::N,,hosszúság
327,Höhe::N,,magasság
328,Gewicht::N,,súly
329,Menge::N,,sokaság
330,Menge::N,,mennyiség
331,Haufen::N,,halom
332,Reihe::N,,sor
333,Boot::N,,csónak
334,Ruder::N,,evező
335,Schlitten::N,,szánkó
336,Ski::N,,sí
337,Lagerfeuer::N,,tábortűz
338,Last::N,,teher
339,Gang::N,,járás
340,Schritt::N,,lépés
341,Norden::N,,észak
342,Süden::N,,dél
343,Westen::N,,nyugat
344,Osten::N,,kelet
345,Holz::N,,fa
346,Brett::N,,deszka
347,Platte::N,,lap
348,Platte::N,,lemez
349,Stütze::N,,támasz
350,Stütze::N,,támaszték
351,Stange::N,,rúd
352,Stange::N,,pózna
353,Stock::N,,pálca
354,Stab::N,,bot
355,Rohr::N,,cső
356,Haus::N,,ház
357,Heim::N,,otthon
358,Ofen::N,,kályha
359,Fußboden::N,,padló
360,Tisch::N,,asztal
361,Stuhl::N,,szék
362,Wiege::N,,bölcső
363,Bett::N,,ágy
364,Regal::N,,polc
365,Regal::N,,állvány
366,Kiste::N,,láda
367,Fenster::N,,ablak
368,Tür::N,,ajtó
369,Tor::N,,kapu
370,Zaun::N,,kerítés
371,Dach::N,,tető
372,Leiter::N,,létra
373,Besen::N,,seprű
374,Spaten::N,,ásó
375,Schaufel::N,,lapát
376,Gabel::N,,villa
377,Löffel::N,,kanál
378,Messer::N,,kés
379,Nagel::N,,szeg
380,Netz::N,,háló
381,Haken::N,,kampó
382,Griff::N,,nyél
383,Griff::N,,fogantyú
384,Schloss::N,,zár
385,Bild::N,,kép
386,Figur::N,,alak
387,Puppe::N,,bábu
388,Beutel::N,,zacskó
389,Bündel::N,,köteg
390,Tasche::N,,táska
391,Eimer::N,,vödör
392,Deckel::N,,fedő
393,Deckel::N,,fedél
394,Geschirr::N,,edény
395,Sack::N,,zsák
396,Tasse::N,,csésze
397,Topf::N,,fazék
398,Kessel::N,,üst
399,Kessel::N,,bogrács
400,Essen::N,,evés
401,Essen::N,,étkezés
402,Nahrung::N,,ennivaló
403,Speise::N,,étel
404,Fleisch::N,,hús
405,Getreide::N,,gabona
406,Brei::N,,pép
407,Brei::N,,kása
408,Brot::N,,kenyér
409,Scheibe::N,,szelet
410,Fett::N,,háj
411,Fett::N,,zsír
412,Butter::N,,vaj
413,Öl::N,,olaj
414,Salz::N,,só
415,Suppe::N,,leves
416,Honig::N,,méz
417,Milch::N,,tej
418,Tee::N,,tea
419,Leder::N,,bőr
420,Wolle::N,,gyapjú
421,Stoff::N,,szövet
422,Nadel::N,,tű
423,Faden::N,,fonál
424,Knopf::N,,gomb
425,Knoten::N,,csomó
426,Farbe::N,,szín
427,Farbe::N,,festék
428,Kleidung::N,,ruha
429,Kleidung::N,,ruházat
430,Hemd::N,,ing
431,Kragen::N,,gallér
432,Ärmel::N,,ujj
433,Hose::N,,gatya
434,Hose::N,,nadrág
435,Gürtel::N,,öv
436,Mütze::N,,sapka
437,Schuh::N,,cipő
438,Stiefel::N,,csizma
439,Ring::N,,gyűrű
440,Band::N,,szalag
441,Kamm::N,,fésű
442,Spiegel::N,,tükör
443,Riemen::N,,szíj
444,Schnur::N,,zsinór
445,Leine::N,,póráz
446,Decke::N,,takaró
447,Kissen::N,,párna
448,Tuch::N,,kendő
449,Handtuch::N,,törülköző
450,Kraft::N,,erő
451,Stärke::N,,erő
452,Stärke::N,,erősség
453,Gesundheit::N,,egészség
454,Krankheit::N,,kór
455,Krankheit::N,,betegség
456,Schmerz::N,,fájdalom
457,Wunde::N,,seb
458,Fieber::N,,láz
459,Arznei::N,,orvosság
460,Arznei::N,,gyógyszer
461,Brücke::N,,híd
462,Brunnen::N,,kút
463,Weide::N,,legelő
464,Pfad::N,,ösvény
465,Weg::N,,út
466,Straße::N,,út
467,Dorf::N,,falu
468,Stadt::N,,város
469,Brief::N,,levél
470,Buch::N,,könyv
471,Buchstabe::N,,betű
472,Zeitung::N,,újság
473,Zeitung::N,,hírlap
474,Leben::N,,élet
475,Tod::N,,halál
476,Grab::N,,sír
477,Kirche::N,,templom
478,Sünde::N,,bűn
479,Sünde::N,,vétek
480,Gott::N,,isten
481,Arbeiter::N,,munkás
482,Chef::N,,főnök
483,Meister::N,,mester
484,Arzt::N,,orvos
485,Lehrer::N,,tanár
486,Lehrer::N,,tanító
487,Geld::N,,pénz
488,Geschäft::N,,üzlet
489,Laden::N,,bolt
490,Preis::N,,ár
491,Ware::N,,áru
492,Nutzen::N,,haszon
493,Reichtum::N,,gazdagság
494,Welt::N,,világ
495,Land::N,,ország
496,Staat::N,,állam
497,König::N,,király
498,Macht::N,,hatalom
499,Grenze::N,,határ
500,Krieg::N,,háború
501,Feind::N,,ellenség
502,Gewalt::N,,erőszak
503,Kampf::N,,harc
504,Bogen[Waffe]::N,,íj
505,Pfeil::N,,nyíl
506,Gewehr::N,,puska
507,Gewehr::N,,fegyver
508,Fehler::N,,hiba
509,Lüge::N,,hazugság
510,Schaden::N,,kár
511,Unglück::N,,csapás
512,Unglück::N,,balszerencse
513,Schuld::N,,bűn
514,Alter::N,,kor
515,Schluss::N,,vég
516,Schluss::N,,befejezés
517,Zeit::N,,idő
518,Tag::N,,nap
519,Morgen::N,,reggel
520,Mittag::N,,dél
521,Abend::N,,este
522,Nacht::N,,éj
523,Nacht::N,,éjszaka
524,Woche::N,,hét
525,Monat::N,,hó
526,Monat::N,,hónap
527,Jahr::N,,év
528,Frühling::N,,tavasz
529,Sommer::N,,nyár
530,Herbst::N,,ősz
531,Winter::N,,tél
532,Januar::N,,január
533,Februar::N,,február
534,März::N,,március
535,April::N,,április
536,Mai::N,,május
537,Juni::N,,június
538,Juli::N,,július
539,August::N,,augusztus
540,September::N,,szeptember
541,Oktober::N,,október
542,November::N,,november
543,Dezember::N,,december
544,Montag::N,,hétfő
545,Dienstag::N,,kedd
546,Mittwoch::N,,szerda
547,Donnerstag::N,,csütörtök
548,Freitag::N,,péntek
549,Samstag::N,,szombat
550,Sonntag::N,,vasárnap
551,groß::A,,nagy
552,klein::A,,pici
553,klein::A,,kicsi
554,lang::A,,hosszú
555,kurz::A,,rövid
556,breit::A,,széles
557,schmal::A,,keskeny
558,dicht::A,,sűrű
559,dick[Gegenstand]::A,,vastag
560,dünn::A,,vékony
561,fein::A,,vékony
562,fest::A,,szilárd
563,flach::A,,sík
564,flach::A,,lapos
565,glatt::A,,sima
566,hart::A,,kemény
567,weich::A,,puha
568,rund::A,,kerek
569,spitz::A,,hegyes
570,scharf::A,,éles
571,stumpf::A,,tompa
572,stumpf::A,,életlen
573,schwer::A,,nehéz
574,schwer::A,,súlyos
575,schön::A,,szép
576,heiß::A,,forró
577,warm::A,,meleg
578,kalt::A,,hideg
579,kühl::A,,hűs
580,kühl::A,,hűvös
581,frisch::A,,üde
582,frisch::A,,friss
583,feucht::A,,nedves
584,nass::A,,vizes
585,trocken::A,,száraz
586,voll::A,,telt
587,leer::A,,üres
588,offen::A,,nyílt
589,offen::A,,nyitott
590,geschlossen::A,,zárt
591,geschlossen::A,,csukott
592,sauber::A,,tiszta
593,schmutzig::A,,piszkos
594,schmutzig::A,,szennyes
595,roh::A,,nyers
596,reif::A,,érett
597,lecker::A,,finom
598,süß::A,,édes
599,bitter::A,,keserű
600,sauer::A,,savanyú
601,hell::A,,világos
602,dunkel::A,,sötét
603,schwarz::A,,fekete
604,weiß::A,,fehér
605,rot::A,,vörös
606,gelb::A,,sárga
607,blau::A,,kék
608,grün::A,,zöld
609,grau::A,,ősz
610,grau::A,,szürke
611,bunt::A,,tarka
612,bunt::A,,színes
613,billig::A,,olcsó
614,teuer::A,,drága
615,wertvoll::A,,értékes
616,blind::A,,vak
617,taub::A,,süket
618,kräftig::A,,erős
619,stark::A,,erős
620,schwach::A,,gyenge
621,schwach::A,,erőtlen
622,fett::A,,hájas
623,schlank::A,,karcsú
624,hübsch::A,,csinos
625,böse::A,,rossz
626,böse::A,,gonosz
627,dumm::A,,buta
628,dumm::A,,ostoba
629,faul::A,,lusta
630,fleißig::A,,szorgalmas
631,geizig::A,,fukar
632,geizig::A,,fösvény
633,klug::A,,okos
634,klug::A,,eszes
635,geschickt::A,,ügyes
636,lieb::A,,drága
637,lieb::A,,kedves
638,lustig::A,,víg
639,lustig::A,,vidám
640,sanft::A,,enyhe
641,hungrig::A,,éhes
642,krank::A,,beteg
643,nackt::A,,csupasz
644,nackt::A,,meztelen
645,traurig::A,,bús
646,traurig::A,,szomorú
647,lebendig::A,,élő
648,gut::A,,jó
649,schlecht::A,,rossz
650,richtig::A,,helyes
651,schlimm::A,,rossz
652,wahr::A,,igaz
653,alt::A,,ó
654,alt::A,,régi
655,neu::A,,új
656,ehemalig::A,,volt
657,ehemalig::A,,egykori
658,alt[Lebewesen]::A,,öreg
659,jung::A,,fiatal
660,arm::A,,szegény
661,reich::A,,gazdag
662,bekannt::A,,ismert
663,bekannt::A,,ismeretes
664,berühmt::A,,híres
665,fremd::A,,idegen
666,verschieden::A,,különböző
667,nah::A,,közeli
668,fern::A,,távoli
669,linker::A,,bal
670,rechter::A,,jobb
671,anderer::A,,más
672,anderer::A,,másik
673,erster::A,,első
674,zweiter::A,,második
675,dritter::A,,harmadik
676,letzter::A,,utolsó
677,allein::ADV,,egyedül
678,auf einmal::ADV,,egyszerre
679,zusammen::ADV,,együtt
680,zusammen::ADV,,összesen
681,lange::ADV,,sokáig
682,lange::ADV,,hosszan
683,plötzlich::ADV,,hirtelen
684,plötzlich::ADV,,egyszerre
685,sofort::ADV,,rögtön
686,sofort::ADV,,tüstént
687,später::ADV,,későn
688,jetzt::ADV,,most
689,heute::ADV,,ma
690,morgen::ADV,,holnap
691,bald::ADV,,majd
692,bald::ADV,,nemsokára
693,dann::ADV,,akkor
694,gestern::ADV,,tegnap
695,einst::ADV,,hajdan
696,damals::ADV,,akkor
697,damals::ADV,,akkoriban
698,danach::ADV,,azután
699,vorher::ADV,,előbb
700,zuerst::ADV,,először
701,einmal::ADV,,egyszer
702,manchmal::ADV,,néha
703,manchmal::ADV,,olykor
704,oft::ADV,,sokszor
705,immer::ADV,,mindig
706,niemals::ADV,,sohasem
707,hier::ADV,,itt
708,hierhin::ADV,,erre
709,von hier::ADV,,innen
710,dort::ADV,,ott
711,dorthin::ADV,,oda
712,geradeaus::ADV,,egyenesen
713,vorwärts::ADV,,előre
714,rückwärts::ADV,,hátrafelé
715,zurück::ADV,,hátra
716,zurück::ADV,,vissza
717,unten::ADV,,alul
718,hinab::ADV,,le
719,hinab::ADV,,lefelé
720,oben::ADV,,fenn
721,oben::ADV,,felül
722,hinauf::ADV,,fel
723,hinauf::ADV,,felfelé
724,überall::ADV,,mindenütt
725,nicht::ADV,,nem
726,ein wenig::ADV,,egy kicsit
727,kaum::ADV,,alig
728,sehr::ADV,,nagyon
729,so::ADV,,úgy
730,noch::ADV,,még
731,nur::ADV,,csak
732,nur::ADV,,csupán
733,schon::ADV,,már
734,wieder::ADV,,ismét
735,wieder::ADV,,megint
736,vergebens::ADV,,hiába
737,vor::PRP,,előtt
738,hinter::PRP,,mögött
739,unter::PRP,,alatt
740,durch::PRP,,át
741,durch::PRP,,keresztül
742,neben::PRP,,mellett
743,zwischen::PRP,,között
744,wegen::PRP,,miatt
745,wegen::PRP,,végett
746,dies::PRN,,ez
747,das::PRN,,az
748,alles::PRN,,minden
749,ich::PRN,,én
750,du::PRN,,te
751,er::PRN,,ő
752,wir::PRN,,mi
753,ihr::PRN,,ti
754,sie::PRN,,ők
755,was::FPRN,,mi
756,wer::FPRN,,ki
757,wo::FADV,,hol
758,wohin::FADV,,hova
759,wie::FADV,,hogy
760,wie::FADV,,hogyan
761,warum::FADV,,miért
762,wieviel::FNUM,,hány
763,wieviel::FNUM,,mennyi
764,eins::NUM,,egy
765,zwei::NUM,,kettő
766,drei::NUM,,három
767,vier::NUM,,négy
768,fünf::NUM,,öt
769,sechs::NUM,,hat
770,sieben::NUM,,hét
771,acht::NUM,,nyolc
772,neun::NUM,,kilenc
773,zehn::NUM,,tíz
774,elf::NUM,,tizenegy
775,zwölf::NUM,,tizenkettő
776,zwanzig::NUM,,húsz
777,dreißig::NUM,,harminc
778,vierzig::NUM,,negyven
779,fünfzig::NUM,,ötven
780,sechzig::NUM,,hatvan
781,siebzig::NUM,,hetven
782,achtzig::NUM,,nyolcvan
783,neunzig::NUM,,kilencven
784,hundert::NUM,,száz
785,tausend::NUM,,ezer
786,und::CNJ,,és
787,und::CNJ,,meg
788,oder::CNJ,,vagy
789,stehen::V,,áll
790,sitzen::V,,ül
791,liegen::V,,fekszik
792,hängen::V,,függ
793,werden::V,,lesz
794,passieren::V,,történik
795,beginnen::V,,kezdődik
796,enden::V,,végződik
797,enden::V,,befejeződik
798,wechseln::V,,változik
799,aufgehen[Sonne]::V,,kel
800,untergehen[Sonne]::V,,lemegy
801,scheinen[Sonne]::V,,süt
802,donnern::V,,dörög
803,wehen::V,,fúj
804,strömen::V,,áramlik
805,fließen::V,,folyik
806,sich drehen::V,,forog
807,schwanken::V,,inog
808,schwanken::V,,ingadozik
809,schwingen::V,,leng
810,fallen::V,,esik
811,brennen::V,,ég
812,rauchen::V,,füstöl
813,regnen::V,,esik
814,gefrieren::V,,megfagy
815,tauen::V,,olvad
816,schmelzen::V,,olvad
817,schmelzen::V,,elolvad
818,trocknen::V,,szárad
819,sieden::V,,forr
820,faulen::V,,rothad
821,verfaulen::V,,elrothad
822,verfaulen::V,,megrothad
823,reißen::V,,szakad
824,versinken::V,,süllyed
825,versinken::V,,elsüllyed
826,vergehen::V,,múlik
827,vergehen::V,,elmúlik
828,erscheinen::V,,feltűnik
829,erscheinen::V,,megjelenik
830,verschwinden::V,,letűnik
831,sinken::V,,süllyed
832,abnehmen::V,,apad
833,abnehmen::V,,csökken
834,zunehmen::V,,növekszik
835,zunehmen::V,,gyarapszik
836,steigen::V,,emelkedik
837,wachsen::V,,nő
838,wachsen::V,,terem
839,wachsen::V,,növekszik
840,glänzen::V,,ragyog
841,glänzen::V,,fénylik
842,funkeln::V,,csillog
843,funkeln::V,,tündöklik
844,lärmen::V,,lármázik
845,läuten::V,,cseng
846,klingeln::V,,csenget
847,klirren::V,,csörömpöl
848,brausen::V,,zúg
849,brausen::V,,morajlik
850,rauschen::V,,zúg
851,klingen::V,,hangzik
852,bellen::V,,ugat
853,heulen::V,,bőg
854,heulen::V,,üvölt
855,blasen::V,,fúj
856,pfeifen::V,,fütyül
857,schreien::V,,kiált
858,schreien::V,,kiabál
859,stöhnen::V,,nyög
860,zittern::V,,remeg
861,zittern::V,,reszket
862,leben::V,,él
863,geboren werden::V,,születik
864,atmen::V,,lélegzik
865,trinken::V,,iszik
866,essen::V,,eszik
867,schlucken::V,,nyel
868,müde werden::V,,elfárad
869,müde werden::V,,kifárad
870,einschlafen::V,,elalszik
871,schlafen::V,,alszik
872,aufwachen::V,,felébred
873,aufstehen::V,,felkel
874,sich erholen::V,,pihen
875,krank werden::V,,megbetegedik
876,krank werden::V,,belebetegszik
877,krank sein::V,,betegeskedik
878,schmerzen::V,,fáj
879,husten::V,,köhög
880,genesen::V,,meggyógyul
881,sterben::V,,hal
882,umkommen::V,,elpusztul
883,sich bewegen::V,,mozog
884,sich rühren::V,,mozdul
885,sich erheben::V,,feláll
886,sich erheben::V,,felemelkedik
887,sich setzen::V,,ül
888,sich setzen::V,,leül
889,hinfallen::V,,bukik
890,hinfallen::V,,elesik
891,laufen::V,,jár
892,schreiten::V,,lép
893,spazierengehen::V,,sétál
894,eilen::V,,siet
895,sich beeilen::V,,siet
896,sausen::V,,robog
897,rennen::V,,fut
898,rennen::V,,szalad
899,springen::V,,ugrik
900,klettern::V,,kúszik
901,schaukeln::V,,hintázik
902,kriechen::V,,kúszik
903,schwimmen::V,,úszik
904,tauchen::V,,merül
905,rudern::V,,evez
906,fahren::V,,jár
907,fahren::V,,megy
908,fahren::V,,utazik
909,fliegen::V,,száll
910,gehen::V,,megy
911,weggehen::V,,elmegy
912,abfahren::V,,indul
913,anhalten::V,,megáll
914,hineingehen::V,,bemegy
915,eintreten::V,,belép
916,kommen::V,,jön
917,ankommen::V,,érkezik
918,ankommen::V,,megérkezik
919,zurückkommen::V,,visszajön
920,bleiben::V,,marad
921,bleiben::V,,megmarad
922,warten::V,,vár
923,warten::V,,várakozik
924,erwarten::V,,vár
925,erwarten::V,,megvár
926,suchen::V,,kutat
927,finden::V,,talál
928,versuchen::V,,megpróbál
929,versuchen::V,,megkísérel
930,vorbereiten::V,,előkészít
931,lieben::V,,szeret
932,mögen::V,,szeret
933,lachen::V,,nevet
934,rühren::V,,mozdít
935,weinen::V,,sír
936,schimpfen::V,,szid
937,schimpfen::V,,szitkozódik
938,sich ärgern::V,,mérgelődik
939,sich ärgern::V,,bosszankodik
940,sich fürchten::V,,fél
941,sich fürchten::V,,retteg
942,fürchten::V,,fél
943,fliehen::V,,menekül
944,flüchten::V,,elmenekül
945,sehen::V,,néz
946,anschauen::V,,megnéz
947,ansehen::V,,néz
948,ansehen::V,,ránéz
949,ansehen::V,,megnéz
950,hören::V,,hall
951,zuhören::V,,hallgat
952,zuhören::V,,meghallgat
953,probieren::V,,kóstol
954,probieren::V,,megkóstol
955,riechen::V,,szagol
956,fühlen::V,,érez
957,scheinen::V,,tűnik
958,scheinen::V,,látszik
959,zu sehen sein::V,,mutatkozik
960,vernehmen::V,,hall
961,frieren::V,,fázik
962,tun::V,,csinál
963,tun::V,,cselekszik
964,können::V,,tud
965,wollen::V,,akar
966,anfangen::V,,kezd
967,beenden::V,,befejez
968,aufhören::V,,megszűnik
969,gelingen::V,,sikerül
970,geraten::V,,kerül
971,geraten::V,,jut
972,öffnen::V,,nyit
973,öffnen::V,,kinyit
974,schließen::V,,csuk
975,schließen::V,,becsuk
976,stellen::V,,állít
977,stellen::V,,helyez
978,setzen::V,,ültet
979,setzen::V,,helyez
980,legen::V,,tesz
981,legen::V,,fektet
982,berühren::V,,érint
983,verbinden::V,,beköt
984,verbinden::V,,összeköt
985,bedecken::V,,betakar
986,bedecken::V,,beborít
987,aufhängen::V,,felakaszt
988,anzünden::V,,gyújt
989,anzünden::V,,meggyújt
990,aufheben::V,,felemel
991,zurücklassen::V,,hátrahagy
992,verlieren::V,,veszít
993,verlieren::V,,elveszít
994,fallen lassen::V,,elejt
995,machen::V,,tesz
996,machen::V,,csinál
997,herstellen::V,,gyárt
998,herstellen::V,,előállít
999,bauen::V,,épít
1000,reparieren::V,,javít
1001,reparieren::V,,kijavít
1002,reparieren::V,,megjavít
1003,verbessern::V,,megjavít
1004,ändern::V,,változtat
1005,ändern::V,,megváltoztat
1006,graben::V,,ás
1007,beugen::V,,meghajt
1008,biegen::V,,hajlít
1009,drehen::V,,forgat
1010,wenden::V,,fordít
1011,wenden::V,,megfordít
